"PuttsPerRound_RANKTHISWEEK_2005","PuttsPerRound_RANKLASTWEEK_2005","PuttsPerRound_PLAYERNAME_2005","PuttsPerRound_ROUNDS_2005","PuttsPerRound_AVG_2005","PuttsPerRound_TOTALPUTTS_2005","PuttsPerRound_TOTALROUNDS_2005","PuttsPerRound_LOWTOTALPUTTS_2005","stat_name","year"
34,34,"Hunter Haas",83,28.71,2268,79,24,"PuttsPerRound",2005
34,34,"Ryuji Imada",78,28.71,2239,78,22,"PuttsPerRound",2005
34,34,"Patrick Sheehan",114,28.71,3158,110,20,"PuttsPerRound",2005
34,34,"David Toms",87,28.71,2211,77,21,"PuttsPerRound",2005
39,39,"Daniel Chopra",108,28.74,2989,104,22,"PuttsPerRound",2005
40,40,"Shigeki Maruyama",99,28.76,2818,98,23,"PuttsPerRound",2005
41,41,"Michael Allen",90,28.78,2590,90,21,"PuttsPerRound",2005
41,41,"Dean Wilson",86,28.78,2475,86,23,"PuttsPerRound",2005
43,43,"Chris Anderson",66,28.79,1785,62,22,"PuttsPerRound",2005
43,43,"Kirk Triplett",55,28.79,1497,52,25,"PuttsPerRound",2005
45,45,"Scott Verplank",87,28.8,2477,86,23,"PuttsPerRound",2005
46,46,"Bob Estes",92,28.82,2651,92,24,"PuttsPerRound",2005
47,47,"Rob Rashell",65,28.83,1874,65,23,"PuttsPerRound",2005
47,47,"Loren Roberts",54,28.83,1528,53,24,"PuttsPerRound",2005
49,49,"Robert Gamez",91,28.84,2624,91,22,"PuttsPerRound",2005
49,49,"Matt Gogel",78,28.84,2192,76,24,"PuttsPerRound",2005
51,51,"Geoff Ogilvy",97,28.85,2683,93,22,"PuttsPerRound",2005
51,51,"Pat Perez",89,28.85,2568,89,24,"PuttsPerRound",2005
53,53,"Richard Johnson",50,28.86,1443,50,24,"PuttsPerRound",2005
54,54,"Justin Leonard",78,28.87,2165,75,20,"PuttsPerRound",2005
54,54,"Darron Stiles",78,28.87,2194,76,23,"PuttsPerRound",2005
56,56,"Hank Kuehne",84,28.89,2311,80,23,"PuttsPerRound",2005
57,57,"Mark Brooks",72,28.9,2081,72,24,"PuttsPerRound",2005
57,57,"Matt Kuchar",60,28.9,1734,60,24,"PuttsPerRound",2005
57,57,"Vaughn Taylor",99,28.9,2861,99,22,"PuttsPerRound",2005
57,57,"Mark Wilson",74,28.9,2023,70,20,"PuttsPerRound",2005
61,61,"Carl Pettersson",109,28.92,3037,105,22,"PuttsPerRound",2005
61,61,"Rory Sabbatini",81,28.92,2256,78,24,"PuttsPerRound",2005
61,61,"Mike Weir",71,28.92,1909,66,23,"PuttsPerRound",2005
64,64,"Steve Lowery",100,28.94,2778,96,24,"PuttsPerRound",2005
65,65,"Brett Quigley",96,28.95,2663,92,22,"PuttsPerRound",2005
66,66,"Jason Bohn",91,28.96,2635,91,23,"PuttsPerRound",2005
66,66,"Jay Williamson",53,28.96,1535,53,24,"PuttsPerRound",2005
68,68,"James Driscoll",73,28.97,2057,71,23,"PuttsPerRound",2005
69,69,"Stewart Cink",98,28.98,2608,90,25,"PuttsPerRound",2005
70,70,"KJ Choi",78,28.99,2116,73,21,"PuttsPerRound",2005
70,70,"Jim Furyk",94,28.99,2696,93,23,"PuttsPerRound",2005
70,70,"Freddie Jacobson",72,28.99,2058,71,23,"PuttsPerRound",2005
73,73,"Padraig Harrington",50,29,1392,48,24,"PuttsPerRound",2005
73,73,"Zach Johnson",96,29,2755,95,22,"PuttsPerRound",2005
75,75,"Cameron Beckman",96,29.04,2672,92,24,"PuttsPerRound",2005
76,76,"Marco Dawson",82,29.05,2382,82,22,"PuttsPerRound",2005
76,76,"John Huston",90,29.05,2498,86,24,"PuttsPerRound",2005
78,78,"Larry Mize",54,29.06,1453,50,22,"PuttsPerRound",2005
79,79,"Paul Gow",78,29.07,2151,74,22,"PuttsPerRound",2005
80,80,"Mathias Gronberg",60,29.09,1687,58,25,"PuttsPerRound",2005
80,80,"Andrew Magee",82,29.09,2269,78,24,"PuttsPerRound",2005
80,80,"Scott McCarron",78,29.09,2153,74,23,"PuttsPerRound",2005
80,80,"Ryan Palmer",101,29.09,2822,97,24,"PuttsPerRound",2005
84,84,"Kent Jones",99,29.1,2823,97,20,"PuttsPerRound",2005
85,85,"Woody Austin",100,29.11,2911,100,24,"PuttsPerRound",2005
86,86,"Lee Janzen",75,29.12,2126,73,24,"PuttsPerRound",2005
87,87,"Justin Rose",99,29.13,2767,95,22,"PuttsPerRound",2005
88,88,"Todd Hamilton",94,29.15,2653,91,22,"PuttsPerRound",2005
88,88,"Neal Lancaster",95,29.15,2769,95,22,"PuttsPerRound",2005
88,88,"Davis Love III",80,29.15,2186,75,22,"PuttsPerRound",2005
88,88,"Nick Watney",91,29.15,2594,89,24,"PuttsPerRound",2005
92,92,"Mark Calcavecchia",92,29.16,2624,90,23,"PuttsPerRound",2005
92,92,"Hidemichi Tanaka",106,29.16,2974,102,23,"PuttsPerRound",2005
92,92,"Bob Tway",87,29.16,2420,83,23,"PuttsPerRound",2005
95,95,"Bernhard Langer",67,29.18,1955,67,22,"PuttsPerRound",2005
96,96,"Jerry Kelly",101,29.19,2890,99,24,"PuttsPerRound",2005
96,96,"Chris Riley",67,29.19,1868,64,25,"PuttsPerRound",2005
98,98,"Harrison Frazar",105,29.2,2949,101,23,"PuttsPerRound",2005
98,98,"Brent Geiberger",61,29.2,1723,59,23,"PuttsPerRound",2005
98,98,"Kevin Stadler",96,29.2,2686,92,24,"PuttsPerRound",2005
101,101,"Brandt Jobe",96,29.21,2687,92,23,"PuttsPerRound",2005
102,102,"Jay Haas",54,29.22,1490,51,25,"PuttsPerRound",2005
102,102,"Skip Kendall",80,29.22,2279,78,23,"PuttsPerRound",2005
104,104,"Doug Barron",70,29.23,2046,70,24,"PuttsPerRound",2005
104,104,"Olin Browne",99,29.23,2777,95,23,"PuttsPerRound",2005
104,104,"Brian Davis",75,29.23,2192,75,23,"PuttsPerRound",2005
104,104,"Rod Pampling",89,29.23,2455,84,23,"PuttsPerRound",2005
108,108,"Robert Damron",89,29.25,2603,89,22,"PuttsPerRound",2005
108,108,"Vijay Singh",111,29.25,3188,109,24,"PuttsPerRound",2005
108,108,"Hideto Tanihara",50,29.25,1404,48,23,"PuttsPerRound",2005
111,111,"John Cook",72,29.26,2048,70,22,"PuttsPerRound",2005
111,111,"Jeff Hart",63,29.26,1785,61,24,"PuttsPerRound",2005
111,111,"Franklin Langham",91,29.26,2546,87,22,"PuttsPerRound",2005
111,111,"Jeff Sluman",94,29.26,2750,94,24,"PuttsPerRound",2005
111,111,"Mario Tiziani",67,29.26,1902,65,25,"PuttsPerRound",2005
116,116,"Jason Allred",75,29.27,2137,73,23,"PuttsPerRound",2005
116,116,"John Elliott",58,29.27,1639,56,24,"PuttsPerRound",2005
118,118,"Lucas Glover",88,29.28,2518,86,23,"PuttsPerRound",2005
118,118,"Jonathan Kaye",77,29.28,2167,74,25,"PuttsPerRound",2005
118,118,"Tim Petrovic",97,29.28,2723,93,22,"PuttsPerRound",2005
121,121,"Jonathan Byrd",103,29.29,2900,99,24,"PuttsPerRound",2005
121,121,"John Daly",78,29.29,2226,76,22,"PuttsPerRound",2005
121,121,"Kevin Sutherland",89,29.29,2548,87,24,"PuttsPerRound",2005
124,124,"Arron Oberholser",65,29.3,1846,63,25,"PuttsPerRound",2005
125,125,"Luke Donald",67,29.32,1759,60,23,"PuttsPerRound",2005
125,125,"JL Lewis",98,29.32,2873,98,23,"PuttsPerRound",2005
125,125,"Hunter Mahan",103,29.32,2961,101,23,"PuttsPerRound",2005
125,125,"Rocco Mediate",73,29.32,2140,73,24,"PuttsPerRound",2005
129,129,"Carlos Franco",78,29.33,2229,76,23,"PuttsPerRound",2005
129,129,"Tom Gillis",77,29.33,2200,75,23,"PuttsPerRound",2005
129,129,"Bill Glasson",54,29.33,1525,52,23,"PuttsPerRound",2005
129,129,"Scott Gutschewski",86,29.33,2405,82,23,"PuttsPerRound",2005
129,129,"Duffy Waldorf",86,29.33,2405,82,22,"PuttsPerRound",2005
134,134,"Mark Hensby",70,29.34,1995,68,23,"PuttsPerRound",2005
135,135,"Heath Slocum",103,29.35,2906,99,23,"PuttsPerRound",2005
136,136,"Ian Poulter",62,29.36,1644,56,25,"PuttsPerRound",2005
137,137,"Peter Lonard",85,29.37,2467,84,24,"PuttsPerRound",2005
137,137,"Omar Uresti",84,29.37,2467,84,24,"PuttsPerRound",2005
139,139,"Brian Bateman",98,29.39,2763,94,23,"PuttsPerRound",2005
140,140,"Dan Forsman",52,29.42,1471,50,26,"PuttsPerRound",2005
141,141,"Steve Allan",102,29.43,2884,98,24,"PuttsPerRound",2005
141,141,"Matt Davidson",53,29.43,1560,53,24,"PuttsPerRound",2005
141,141,"Frank Lickliter II",100,29.43,2825,96,23,"PuttsPerRound",2005
141,141,"Adam Scott",72,29.43,2001,68,23,"PuttsPerRound",2005
145,145,"Stuart Appleby",84,29.44,2355,80,22,"PuttsPerRound",2005
145,145,"Steve Flesch",90,29.44,2502,85,24,"PuttsPerRound",2005
145,145,"Charles Howell III",95,29.44,2650,90,25,"PuttsPerRound",2005
145,145,"Stephen Leaney",89,29.44,2532,86,24,"PuttsPerRound",2005
145,145,"Joey Sindelar",104,29.44,3062,104,25,"PuttsPerRound",2005
150,150,"Steve Elkington",67,29.45,1973,67,24,"PuttsPerRound",2005
151,151,"Brendan Jones",81,29.46,2327,79,21,"PuttsPerRound",2005
152,152,"Tom Byrum",83,29.47,2446,83,24,"PuttsPerRound",2005
152,152,"Fred Funk",102,29.47,2976,101,25,"PuttsPerRound",2005
154,154,"Retief Goosen",71,29.48,1798,61,24,"PuttsPerRound",2005
154,154,"Sean OHair",103,29.48,2919,99,23,"PuttsPerRound",2005
156,156,"Billy Mayfair",114,29.49,3244,110,24,"PuttsPerRound",2005
156,156,"John Rollins",97,29.49,2802,95,22,"PuttsPerRound",2005
158,158,"Ben Curtis",65,29.51,1918,65,22,"PuttsPerRound",2005
158,158,"Jeff Maggert",79,29.51,2184,74,24,"PuttsPerRound",2005
160,160,"Paul Claxton",79,29.52,2332,79,23,"PuttsPerRound",2005
161,161,"Bart Bryant",91,29.53,2687,91,24,"PuttsPerRound",2005
161,161,"DA Points",94,29.53,2658,90,23,"PuttsPerRound",2005
163,163,"Tjaart van der Walt",56,29.54,1654,56,25,"PuttsPerRound",2005
163,163,"Bo Van Pelt",112,29.54,3308,112,21,"PuttsPerRound",2005
165,165,"John Senden",101,29.55,2925,99,22,"PuttsPerRound",2005
166,166,"Jeff Brehaut",71,29.61,1984,67,24,"PuttsPerRound",2005
167,167,"Craig Barlow",81,29.62,2281,77,23,"PuttsPerRound",2005
168,168,"Jim Carter",62,29.63,1778,60,24,"PuttsPerRound",2005
168,168,"Michael Long",72,29.63,2074,70,23,"PuttsPerRound",2005
168,168,"Will Ma Kenzie",75,29.63,2163,73,22,"PuttsPerRound",2005
171,171,"Chad Campbell",95,29.65,2728,92,24,"PuttsPerRound",2005
172,172,"Steve Jones",56,29.69,1603,54,24,"PuttsPerRound",2005
172,172,"Tom Lehman",69,29.69,1989,67,24,"PuttsPerRound",2005
174,174,"Ted Purdy",122,29.7,3624,122,24,"PuttsPerRound",2005
175,175,"Greg Owen",84,29.71,2377,80,24,"PuttsPerRound",2005
176,176,"Danny Briggs",70,29.72,2021,68,25,"PuttsPerRound",2005
176,176,"Alex Cejka",84,29.72,2407,81,23,"PuttsPerRound",2005
178,178,"DJ Trahan",81,29.73,2289,77,25,"PuttsPerRound",2005
179,179,"Charles Warren",89,29.74,2587,87,25,"PuttsPerRound",2005
180,180,"Scott Hend",75,29.75,2172,73,23,"PuttsPerRound",2005
180,180,"Dennis Paulson",63,29.75,1874,63,23,"PuttsPerRound",2005
180,180,"Lee Westwood",50,29.75,1428,48,23,"PuttsPerRound",2005
183,183,"Tommy Armour III",103,29.77,3066,103,20,"PuttsPerRound",2005
183,183,"Shaun Micheel",81,29.77,2352,79,24,"PuttsPerRound",2005
185,185,"Rich Beem",66,29.79,1847,62,22,"PuttsPerRound",2005
186,186,"Briny Baird",98,29.8,2861,96,23,"PuttsPerRound",2005
187,187,"Fred Couples",72,29.81,2027,68,24,"PuttsPerRound",2005
187,187,"Kenny Perry",82,29.81,2385,80,24,"PuttsPerRound",2005
187,187,"Joey Snyder III",102,29.81,2921,98,25,"PuttsPerRound",2005
190,190,"Brett Wetterich",76,29.84,2208,74,25,"PuttsPerRound",2005
191,191,"Glen Hnatiuk",59,29.85,1642,55,23,"PuttsPerRound",2005
192,192,"Robert Allenby",95,29.99,2669,89,25,"PuttsPerRound",2005
193,193,"Craig Perks",67,30.02,1951,65,25,"PuttsPerRound",2005
194,194,"JJ Henry",102,30.09,3009,100,25,"PuttsPerRound",2005
195,195,"DJ Brigman",76,30.1,2167,72,24,"PuttsPerRound",2005
196,196,"Roland Thatcher",75,30.11,2198,73,24,"PuttsPerRound",2005
197,197,"Sergio Garcia",73,30.16,2051,68,24,"PuttsPerRound",2005
198,198,"Bradley Hughes",52,30.17,1569,52,23,"PuttsPerRound",2005
199,199,"Chris Smith",93,30.18,2807,93,23,"PuttsPerRound",2005
200,200,"Thomas Levet",54,30.19,1600,53,22,"PuttsPerRound",2005
201,201,"David Hearn",68,30.22,2055,68,24,"PuttsPerRound",2005
202,202,"Joe Durant",81,30.41,2463,81,24,"PuttsPerRound",2005
