"GIRPercentagefromOtherthanFairway_RANKTHISWEEK_2013","GIRPercentagefromOtherthanFairway_RANKLASTWEEK_2013","GIRPercentagefromOtherthanFairway_PLAYERNAME_2013","GIRPercentagefromOtherthanFairway_ROUNDS_2013","GIRPercentagefromOtherthanFairway_Pct_2013","GIRPercentagefromOtherthanFairway_GREENSHIT_2013","GIRPercentagefromOtherthanFairway_OFHOLES_2013","stat_name","year"
27,27,"Jason Day",86,54.7,256,468,"GIRPercentagefromOtherthanFairway",2013
28,28,"Steve Stricker",51,54.64,106,194,"GIRPercentagefromOtherthanFairway",2013
29,29,"Jason Kokrak",78,54.62,278,509,"GIRPercentagefromOtherthanFairway",2013
30,30,"Henrik Norlander",70,54.5,206,378,"GIRPercentagefromOtherthanFairway",2013
31,31,"Martin Flores",83,54.29,291,536,"GIRPercentagefromOtherthanFairway",2013
32,32,"Troy Matteson",68,54.15,222,410,"GIRPercentagefromOtherthanFairway",2013
33,33,"Henrik Stenson",65,54.1,145,268,"GIRPercentagefromOtherthanFairway",2013
34,34,"Jordan Spieth",82,54.08,199,368,"GIRPercentagefromOtherthanFairway",2013
35,35,"Mark Wilson",56,53.99,115,213,"GIRPercentagefromOtherthanFairway",2013
36,36,"Brendon de Jonge",110,53.97,279,517,"GIRPercentagefromOtherthanFairway",2013
37,37,"Jason Dufner",78,53.56,203,379,"GIRPercentagefromOtherthanFairway",2013
38,38,"Phil Mickelson",78,53.55,249,465,"GIRPercentagefromOtherthanFairway",2013
39,39,"KJ Choi",85,53.52,213,398,"GIRPercentagefromOtherthanFairway",2013
39,39,"Boo Weekley",100,53.52,251,469,"GIRPercentagefromOtherthanFairway",2013
41,41,"Ryo Ishikawa",72,53.33,232,435,"GIRPercentagefromOtherthanFairway",2013
42,42,"Charley Hoffman",84,53.28,252,473,"GIRPercentagefromOtherthanFairway",2013
43,43,"Justin Rose",62,53.27,163,306,"GIRPercentagefromOtherthanFairway",2013
44,44,"Steven Bowditch",67,53.18,226,425,"GIRPercentagefromOtherthanFairway",2013
45,45,"Morgan Hoffmann",64,53.17,201,378,"GIRPercentagefromOtherthanFairway",2013
46,46,"Michael Bradley",56,53.11,171,322,"GIRPercentagefromOtherthanFairway",2013
47,47,"Robert Garrigus",69,53.1,214,403,"GIRPercentagefromOtherthanFairway",2013
47,47,"Pat Perez",69,53.1,197,371,"GIRPercentagefromOtherthanFairway",2013
49,49,"Cameron Percy",68,53.07,199,375,"GIRPercentagefromOtherthanFairway",2013
50,50,"Kevin Stadler",83,53.05,209,394,"GIRPercentagefromOtherthanFairway",2013
51,51,"Steve LeBrun",66,53.04,183,345,"GIRPercentagefromOtherthanFairway",2013
52,52,"David Lingmerth",68,53.01,176,332,"GIRPercentagefromOtherthanFairway",2013
53,53,"Stewart Cink",71,52.96,224,423,"GIRPercentagefromOtherthanFairway",2013
54,54,"Eric Meierdierks",48,52.94,144,272,"GIRPercentagefromOtherthanFairway",2013
54,54,"Rod Pampling",46,52.94,117,221,"GIRPercentagefromOtherthanFairway",2013
56,56,"Bill Haas",85,52.93,235,444,"GIRPercentagefromOtherthanFairway",2013
57,57,"Angel Cabrera",73,52.91,236,446,"GIRPercentagefromOtherthanFairway",2013
58,58,"Ben Crane",62,52.85,167,316,"GIRPercentagefromOtherthanFairway",2013
59,59,"Stuart Appleby",88,52.74,231,438,"GIRPercentagefromOtherthanFairway",2013
60,60,"Kyle Stanley",71,52.61,212,403,"GIRPercentagefromOtherthanFairway",2013
61,61,"Trevor Immelman",73,52.55,196,373,"GIRPercentagefromOtherthanFairway",2013
62,62,"John Senden",79,52.45,225,429,"GIRPercentagefromOtherthanFairway",2013
63,63,"Ted Potter Jr",65,52.38,143,273,"GIRPercentagefromOtherthanFairway",2013
64,64,"Brian Harman",89,52.36,244,466,"GIRPercentagefromOtherthanFairway",2013
65,65,"Ernie Els",63,52.32,192,367,"GIRPercentagefromOtherthanFairway",2013
66,66,"Harris English",95,52.29,286,547,"GIRPercentagefromOtherthanFairway",2013
67,67,"Tag Ridings",69,52.26,220,421,"GIRPercentagefromOtherthanFairway",2013
68,68,"Brad Fritsch",81,52.22,235,450,"GIRPercentagefromOtherthanFairway",2013
69,69,"Lucas Glover",65,52.16,181,347,"GIRPercentagefromOtherthanFairway",2013
70,70,"Luke Guthrie",82,52.14,231,443,"GIRPercentagefromOtherthanFairway",2013
71,71,"Jim Herman",59,52.1,149,286,"GIRPercentagefromOtherthanFairway",2013
72,72,"Kevin Chappell",80,51.98,223,429,"GIRPercentagefromOtherthanFairway",2013
73,73,"Scott Stallings",79,51.97,237,456,"GIRPercentagefromOtherthanFairway",2013
74,74,"JJ Henry",83,51.64,205,397,"GIRPercentagefromOtherthanFairway",2013
75,75,"Chris Kirk",89,51.59,259,502,"GIRPercentagefromOtherthanFairway",2013
76,76,"Brendan Steele",86,51.48,226,439,"GIRPercentagefromOtherthanFairway",2013
77,77,"Jim Furyk",80,51.4,165,321,"GIRPercentagefromOtherthanFairway",2013
78,78,"Scott Brown",65,51.32,175,341,"GIRPercentagefromOtherthanFairway",2013
79,79,"Kevin Streelman",86,51.28,201,392,"GIRPercentagefromOtherthanFairway",2013
80,80,"Shawn Stefani",63,51.27,202,394,"GIRPercentagefromOtherthanFairway",2013
81,81,"Ryan Palmer",79,51.18,238,465,"GIRPercentagefromOtherthanFairway",2013
82,82,"Daniel Summerhays",83,51.14,224,438,"GIRPercentagefromOtherthanFairway",2013
83,83,"Justin Hicks",79,51.1,162,317,"GIRPercentagefromOtherthanFairway",2013
84,84,"Jeff Overton",78,51.09,234,458,"GIRPercentagefromOtherthanFairway",2013
85,85,"Johnson Wagner",64,51.01,177,347,"GIRPercentagefromOtherthanFairway",2013
86,86,"Bobby Gates",49,50.99,155,304,"GIRPercentagefromOtherthanFairway",2013
87,87,"Lee Westwood",70,50.97,184,361,"GIRPercentagefromOtherthanFairway",2013
88,88,"Derek Ernst",58,50.94,163,320,"GIRPercentagefromOtherthanFairway",2013
88,88,"Martin Laird",68,50.94,189,371,"GIRPercentagefromOtherthanFairway",2013
90,90,"Matt Kuchar",93,50.9,254,499,"GIRPercentagefromOtherthanFairway",2013
91,91,"Keegan Bradley",88,50.88,231,454,"GIRPercentagefromOtherthanFairway",2013
92,92,"Sangmoon Bae",83,50.73,244,481,"GIRPercentagefromOtherthanFairway",2013
93,93,"Dicky Pride",71,50.62,164,324,"GIRPercentagefromOtherthanFairway",2013
94,94,"Charlie Beljan",62,50.57,176,348,"GIRPercentagefromOtherthanFairway",2013
94,94,"Brian Stuard",78,50.57,177,350,"GIRPercentagefromOtherthanFairway",2013
96,96,"Roberto Castro",97,50.34,222,441,"GIRPercentagefromOtherthanFairway",2013
97,97,"John Huh",88,50.26,195,388,"GIRPercentagefromOtherthanFairway",2013
97,97,"Charl Schwartzel",69,50.26,192,382,"GIRPercentagefromOtherthanFairway",2013
99,99,"Marc Leishman",77,50.23,223,444,"GIRPercentagefromOtherthanFairway",2013
100,100,"James Driscoll",76,50.22,232,462,"GIRPercentagefromOtherthanFairway",2013
101,101,"George McNeill",68,50.15,164,327,"GIRPercentagefromOtherthanFairway",2013
102,102,"James Hahn",78,50.12,214,427,"GIRPercentagefromOtherthanFairway",2013
103,103,"Rickie Fowler",75,50,196,392,"GIRPercentagefromOtherthanFairway",2013
103,103,"Brandt Jobe",62,50,143,286,"GIRPercentagefromOtherthanFairway",2013
103,103,"Jerry Kelly",75,50,147,294,"GIRPercentagefromOtherthanFairway",2013
103,103,"William McGirt",75,50,197,394,"GIRPercentagefromOtherthanFairway",2013
103,103,"Greg Owen",73,50,199,398,"GIRPercentagefromOtherthanFairway",2013
103,103,"Brandt Snedeker",79,50,207,414,"GIRPercentagefromOtherthanFairway",2013
109,109,"Seung Yul Noh",71,49.89,226,453,"GIRPercentagefromOtherthanFairway",2013
110,110,"Robert Karlsson",56,49.83,144,289,"GIRPercentagefromOtherthanFairway",2013
111,111,"Darron Stiles",51,49.77,110,221,"GIRPercentagefromOtherthanFairway",2013
112,112,"Rory McIlroy",56,49.69,161,324,"GIRPercentagefromOtherthanFairway",2013
113,113,"Robert Streb",75,49.62,198,399,"GIRPercentagefromOtherthanFairway",2013
114,114,"Matt Jones",83,49.51,202,408,"GIRPercentagefromOtherthanFairway",2013
115,115,"Zach Johnson",84,49.43,174,352,"GIRPercentagefromOtherthanFairway",2013
116,116,"David Toms",49,49.27,101,205,"GIRPercentagefromOtherthanFairway",2013
117,117,"Martin Kaymer",61,49.2,154,313,"GIRPercentagefromOtherthanFairway",2013
118,118,"Scott Piercy",78,49.18,240,488,"GIRPercentagefromOtherthanFairway",2013
119,119,"Bo Van Pelt",72,49.15,174,354,"GIRPercentagefromOtherthanFairway",2013
120,120,"David Lynn",70,49.11,193,393,"GIRPercentagefromOtherthanFairway",2013
121,121,"Andres Romero",63,49,172,351,"GIRPercentagefromOtherthanFairway",2013
122,122,"Chez Reavie",72,48.99,146,298,"GIRPercentagefromOtherthanFairway",2013
123,123,"Jonas Blixt",76,48.92,226,462,"GIRPercentagefromOtherthanFairway",2013
124,124,"John Merrick",79,48.85,213,436,"GIRPercentagefromOtherthanFairway",2013
125,125,"Chris Stroud",88,48.81,225,461,"GIRPercentagefromOtherthanFairway",2013
126,126,"Freddie Jacobson",63,48.77,179,367,"GIRPercentagefromOtherthanFairway",2013
127,127,"David Mathis",71,48.72,171,351,"GIRPercentagefromOtherthanFairway",2013
128,128,"Will Claxton",67,48.62,159,327,"GIRPercentagefromOtherthanFairway",2013
129,129,"David Hearn",88,48.5,226,466,"GIRPercentagefromOtherthanFairway",2013
130,130,"Justin Bolli",59,48.31,143,296,"GIRPercentagefromOtherthanFairway",2013
130,130,"Michael Thompson",66,48.31,172,356,"GIRPercentagefromOtherthanFairway",2013
132,132,"Tiger Woods",61,48.25,152,315,"GIRPercentagefromOtherthanFairway",2013
133,133,"Tim Herron",45,48.16,144,299,"GIRPercentagefromOtherthanFairway",2013
134,134,"Tommy Gainey",84,48.15,247,513,"GIRPercentagefromOtherthanFairway",2013
135,135,"Andrew Svoboda",46,47.92,115,240,"GIRPercentagefromOtherthanFairway",2013
136,136,"Fabian Gomez",65,47.83,165,345,"GIRPercentagefromOtherthanFairway",2013
137,137,"Geoff Ogilvy",57,47.57,147,309,"GIRPercentagefromOtherthanFairway",2013
138,138,"Scott Gardiner",61,47.51,162,341,"GIRPercentagefromOtherthanFairway",2013
139,139,"Brian Davis",91,47.49,189,398,"GIRPercentagefromOtherthanFairway",2013
140,140,"Ben Kohles",75,47.48,151,318,"GIRPercentagefromOtherthanFairway",2013
141,141,"Doug LaBelle II",72,47.17,150,318,"GIRPercentagefromOtherthanFairway",2013
142,142,"Greg Chalmers",77,47.09,178,378,"GIRPercentagefromOtherthanFairway",2013
143,143,"Bud Cauley",67,47.08,169,359,"GIRPercentagefromOtherthanFairway",2013
144,144,"DH Lee",65,47.06,144,306,"GIRPercentagefromOtherthanFairway",2013
145,145,"Chad Campbell",78,47,196,417,"GIRPercentagefromOtherthanFairway",2013
146,146,"Alistair Presnell",59,46.85,156,333,"GIRPercentagefromOtherthanFairway",2013
147,147,"Ian Poulter",59,46.79,131,280,"GIRPercentagefromOtherthanFairway",2013
148,148,"DA Points",87,46.28,205,443,"GIRPercentagefromOtherthanFairway",2013
149,149,"Tim Clark",64,46.25,117,253,"GIRPercentagefromOtherthanFairway",2013
150,150,"Richard Lee",81,46.05,163,354,"GIRPercentagefromOtherthanFairway",2013
151,151,"Carl Pettersson",82,46.04,209,454,"GIRPercentagefromOtherthanFairway",2013
152,152,"Casey Wittenberg",72,45.82,203,443,"GIRPercentagefromOtherthanFairway",2013
153,153,"Jason Bohn",70,45.81,153,334,"GIRPercentagefromOtherthanFairway",2013
154,154,"Aaron Baddeley",68,45.8,207,452,"GIRPercentagefromOtherthanFairway",2013
155,155,"Bryce Molder",82,45.65,173,379,"GIRPercentagefromOtherthanFairway",2013
156,156,"Jin Park",52,45.62,99,217,"GIRPercentagefromOtherthanFairway",2013
157,157,"Ryan Moore",72,45.54,143,314,"GIRPercentagefromOtherthanFairway",2013
157,157,"Lee Williams",62,45.54,153,336,"GIRPercentagefromOtherthanFairway",2013
159,159,"Tom Gillis",69,45.45,145,319,"GIRPercentagefromOtherthanFairway",2013
159,159,"Russell Henley",80,45.45,175,385,"GIRPercentagefromOtherthanFairway",2013
161,161,"Bob Estes",66,45.43,154,339,"GIRPercentagefromOtherthanFairway",2013
162,162,"Aaron Watkins",46,45.37,103,227,"GIRPercentagefromOtherthanFairway",2013
163,163,"YE Yang",56,45.36,132,291,"GIRPercentagefromOtherthanFairway",2013
164,164,"Jeff Maggert",63,45.26,124,274,"GIRPercentagefromOtherthanFairway",2013
165,165,"Scott Langley",79,45.15,177,392,"GIRPercentagefromOtherthanFairway",2013
166,166,"Justin Leonard",86,44.96,192,427,"GIRPercentagefromOtherthanFairway",2013
167,167,"Sean OHair",56,44.93,155,345,"GIRPercentagefromOtherthanFairway",2013
168,168,"Padraig Harrington",52,44.56,127,285,"GIRPercentagefromOtherthanFairway",2013
169,169,"Vaughn Taylor",50,43.95,98,223,"GIRPercentagefromOtherthanFairway",2013
170,170,"Charlie Wi",75,43.84,160,365,"GIRPercentagefromOtherthanFairway",2013
171,171,"Robert Allenby",58,43.77,144,329,"GIRPercentagefromOtherthanFairway",2013
172,172,"Luke Donald",60,43.67,131,300,"GIRPercentagefromOtherthanFairway",2013
173,173,"Ben Curtis",59,42.72,135,316,"GIRPercentagefromOtherthanFairway",2013
174,174,"Colt Knost",69,42.57,129,303,"GIRPercentagefromOtherthanFairway",2013
175,175,"Stephen Ames",49,42.55,120,282,"GIRPercentagefromOtherthanFairway",2013
176,176,"Brian Gay",79,42.27,164,388,"GIRPercentagefromOtherthanFairway",2013
177,177,"Peter Hanson",45,41.44,109,263,"GIRPercentagefromOtherthanFairway",2013
178,178,"Ken Duke",87,41.02,153,373,"GIRPercentagefromOtherthanFairway",2013
179,179,"Mike Weir",60,40.22,146,363,"GIRPercentagefromOtherthanFairway",2013
180,180,"Graeme McDowell",53,39.35,85,216,"GIRPercentagefromOtherthanFairway",2013
