"Approachesfrominside100yards_RANKTHISWEEK_2011","Approachesfrominside100yards_RANKLASTWEEK_2011","Approachesfrominside100yards_PLAYERNAME_2011","Approachesfrominside100yards_ROUNDS_2011","Approachesfrominside100yards_AVG_2011","Approachesfrominside100yards_TOTALDISTANCEFEET_2011","Approachesfrominside100yards_OFATTEMPTS_2011","Approachesfrominside100yards_RELATIVETOPAR_2011","stat_name","year"
28,28,"Rory Sabbatini",85,NA,1144.333,75,-0.19,"Approachesfrominside100yards",2011
28,28,"Adam Scott",60,NA,840.083,55,-0.11,"Approachesfrominside100yards",2011
31,31,"Jerry Kelly",85,NA,1194.25,78,-0.17,"Approachesfrominside100yards",2011
31,31,"Martin Laird",77,NA,1196.75,78,-0.13,"Approachesfrominside100yards",2011
31,31,"Camilo Villegas",69,NA,780.667,51,-0.27,"Approachesfrominside100yards",2011
34,34,"Andres Gonzales",60,NA,891.833,58,-0.07,"Approachesfrominside100yards",2011
34,34,"JB Holmes",57,NA,1358.833,88,-0.11,"Approachesfrominside100yards",2011
34,34,"Billy Mayfair",94,NA,1402.333,91,-0.13,"Approachesfrominside100yards",2011
34,34,"Graeme McDowell",50,NA,754.917,49,-0.2,"Approachesfrominside100yards",2011
34,34,"Brandt Snedeker",85,NA,1019.917,66,-0.21,"Approachesfrominside100yards",2011
39,39,"Shane Bertsch",62,NA,1237.833,80,-0.1,"Approachesfrominside100yards",2011
40,40,"Padraig Harrington",60,NA,857.583,55,-0.11,"Approachesfrominside100yards",2011
40,40,"Matt Kuchar",94,NA,1664.083,107,-0.22,"Approachesfrominside100yards",2011
40,40,"Ryan Moore",79,NA,858.417,55,-0.07,"Approachesfrominside100yards",2011
40,40,"Aron Price",58,NA,872.25,56,-0.14,"Approachesfrominside100yards",2011
44,44,"Arjun Atwal",91,NA,1375.167,88,-0.18,"Approachesfrominside100yards",2011
45,45,"Aaron Baddeley",77,NA,946.333,60,-0.23,"Approachesfrominside100yards",2011
45,45,"Chris DiMarco",93,NA,1824.417,116,-0.09,"Approachesfrominside100yards",2011
47,47,"Ryuji Imada",83,NA,1438.667,91,-0.14,"Approachesfrominside100yards",2011
48,48,"Stuart Appleby",65,NA,1336.417,84,0.11,"Approachesfrominside100yards",2011
49,49,"Michael Bradley",74,NA,1105.5,69,-0.01,"Approachesfrominside100yards",2011
49,49,"Keegan Bradley",91,NA,1408.417,88,-0.06,"Approachesfrominside100yards",2011
49,49,"Davis Love III",70,NA,721.333,45,-0.29,"Approachesfrominside100yards",2011
49,49,"Bryce Molder",82,NA,1646.833,103,-0.15,"Approachesfrominside100yards",2011
53,53,"Dustin Johnson",72,NA,1011.083,63,-0.17,"Approachesfrominside100yards",2011
53,53,"Phil Mickelson",79,NA,1272.167,79,-0.22,"Approachesfrominside100yards",2011
53,53,"Joe Ogilvie",75,NA,1204.5,75,-0.08,"Approachesfrominside100yards",2011
53,53,"Heath Slocum",89,NA,1769.167,110,-0.2,"Approachesfrominside100yards",2011
53,53,"Vaughn Taylor",89,NA,1850.833,115,-0.08,"Approachesfrominside100yards",2011
58,58,"Jason Bohn",74,NA,1732,107,-0.15,"Approachesfrominside100yards",2011
58,58,"Harrison Frazar",58,NA,838.917,52,0.02,"Approachesfrominside100yards",2011
58,58,"Jarrod Lyle",83,NA,1387.5,86,-0.06,"Approachesfrominside100yards",2011
58,58,"Kyle Stanley",98,NA,1293.5,80,-0.14,"Approachesfrominside100yards",2011
62,62,"Jason Day",76,NA,972.917,60,-0.23,"Approachesfrominside100yards",2011
62,62,"Scott Gutschewski",67,NA,927.75,57,0.04,"Approachesfrominside100yards",2011
62,62,"Jim Herman",69,NA,1026.167,63,-0.16,"Approachesfrominside100yards",2011
62,62,"YE Yang",63,NA,648.833,40,0.08,"Approachesfrominside100yards",2011
66,66,"Lucas Glover",74,NA,718.333,44,-0.02,"Approachesfrominside100yards",2011
66,66,"Justin Leonard",82,NA,1857.333,114,0.02,"Approachesfrominside100yards",2011
66,66,"Dean Wilson",62,NA,1045.167,64,-0.22,"Approachesfrominside100yards",2011
69,69,"Ben Curtis",66,NA,1279.333,78,-0.12,"Approachesfrominside100yards",2011
69,69,"JP Hayes",56,NA,853.75,52,-0.25,"Approachesfrominside100yards",2011
69,69,"Spencer Levin",113,NA,1868.667,114,-0.17,"Approachesfrominside100yards",2011
69,69,"Chris Stroud",88,NA,1525.083,93,-0.09,"Approachesfrominside100yards",2011
69,69,"Garrett Willis",71,NA,950.333,58,-0.02,"Approachesfrominside100yards",2011
74,74,"Robert Karlsson",61,NA,659.5,40,0.1,"Approachesfrominside100yards",2011
74,74,"Hunter Mahan",92,NA,1482.75,90,-0.21,"Approachesfrominside100yards",2011
74,74,"Ryan Palmer",82,NA,1022.083,62,0.03,"Approachesfrominside100yards",2011
77,77,"Kris Blanks",92,NA,1557.167,94,-0.1,"Approachesfrominside100yards",2011
77,77,"Marc Leishman",87,NA,1143.583,69,-0.01,"Approachesfrominside100yards",2011
77,77,"Zack Miller",86,NA,1477.667,89,0.16,"Approachesfrominside100yards",2011
77,77,"Sean OHair",71,NA,1195.917,72,0.07,"Approachesfrominside100yards",2011
77,77,"Nick OHern",89,NA,2092.667,126,-0.1,"Approachesfrominside100yards",2011
77,77,"Kevin Stadler",88,NA,1228.083,74,0,"Approachesfrominside100yards",2011
83,83,"Joe Durant",71,NA,1465.75,88,-0.07,"Approachesfrominside100yards",2011
83,83,"David Toms",78,NA,1466.75,88,-0.2,"Approachesfrominside100yards",2011
85,85,"Rich Beem",53,NA,1060.833,63,-0.1,"Approachesfrominside100yards",2011
85,85,"Matt Bettencourt",84,NA,1531.75,91,0.02,"Approachesfrominside100yards",2011
85,85,"Justin Hicks",60,NA,1042.167,62,-0.08,"Approachesfrominside100yards",2011
85,85,"Brandt Jobe",100,NA,1617.167,96,-0.04,"Approachesfrominside100yards",2011
85,85,"Tim Petrovic",88,NA,1617.583,96,-0.08,"Approachesfrominside100yards",2011
85,85,"Kevin Streelman",90,NA,1548,92,-0.2,"Approachesfrominside100yards",2011
91,91,"Bill Haas",93,NA,1334.167,79,-0.08,"Approachesfrominside100yards",2011
91,91,"Richard Johnson",64,NA,1065.333,63,-0.05,"Approachesfrominside100yards",2011
93,93,"Scott Stallings",84,NA,1674.833,98,-0.16,"Approachesfrominside100yards",2011
93,93,"Marc Turnesa",54,NA,767.5,45,-0.11,"Approachesfrominside100yards",2011
93,93,"Boo Weekley",66,NA,990.167,58,-0.05,"Approachesfrominside100yards",2011
96,96,"Ben Crane",76,NA,1323.75,77,-0.16,"Approachesfrominside100yards",2011
96,96,"Tim Herron",85,NA,1669.083,97,-0.08,"Approachesfrominside100yards",2011
96,96,"Alex Prugh",82,NA,1993.417,116,-0.08,"Approachesfrominside100yards",2011
96,96,"Gary Woodland",93,NA,1032,60,-0.18,"Approachesfrominside100yards",2011
100,100,"Jason Dufner",78,NA,1276.75,74,-0.03,"Approachesfrominside100yards",2011
100,100,"Robert Garrigus",83,NA,1137.167,66,-0.12,"Approachesfrominside100yards",2011
100,100,"Freddie Jacobson",92,NA,1497.25,87,0,"Approachesfrominside100yards",2011
100,100,"Bio Kim",71,NA,1243.667,72,0,"Approachesfrominside100yards",2011
100,100,"Michael Putnam",67,NA,845.667,49,-0.1,"Approachesfrominside100yards",2011
100,100,"Vijay Singh",79,NA,1411.333,82,-0.07,"Approachesfrominside100yards",2011
100,100,"Roland Thatcher",67,NA,1187.833,69,-0.1,"Approachesfrominside100yards",2011
107,107,"Hunter Haas",96,NA,1488.25,86,-0.21,"Approachesfrominside100yards",2011
107,107,"Cameron Tringale",110,NA,1735.667,100,0.03,"Approachesfrominside100yards",2011
109,109,"Zach Johnson",79,NA,1587.75,91,-0.12,"Approachesfrominside100yards",2011
110,110,"Charley Hoffman",93,NA,1700.417,97,-0.31,"Approachesfrominside100yards",2011
111,111,"Joseph Bramlett",73,NA,1039.333,59,-0.17,"Approachesfrominside100yards",2011
111,111,"Jhonattan Vegas",84,NA,1266.917,72,-0.08,"Approachesfrominside100yards",2011
113,113,"Troy Matteson",91,NA,1676.25,95,-0.19,"Approachesfrominside100yards",2011
114,114,"Steve Flesch",88,NA,1706,96,-0.06,"Approachesfrominside100yards",2011
114,114,"Jim Furyk",87,NA,1632,92,-0.05,"Approachesfrominside100yards",2011
114,114,"JJ Henry",96,NA,1439.5,81,0.09,"Approachesfrominside100yards",2011
114,114,"Kent Jones",76,NA,1347.417,76,-0.08,"Approachesfrominside100yards",2011
114,114,"Paul Stankowski",78,NA,1062.583,60,-0.15,"Approachesfrominside100yards",2011
119,119,"Alex Cejka",59,NA,1122.333,63,-0.03,"Approachesfrominside100yards",2011
119,119,"Michael Connell",76,NA,1554.333,87,-0.05,"Approachesfrominside100yards",2011
119,119,"Brendon de Jonge",105,NA,1766.167,99,-0.09,"Approachesfrominside100yards",2011
122,122,"Blake Adams",116,NA,2257.083,126,-0.12,"Approachesfrominside100yards",2011
123,123,"Cameron Beckman",71,NA,1545.833,86,-0.05,"Approachesfrominside100yards",2011
123,123,"Jeff Overton",92,NA,1533.167,85,0,"Approachesfrominside100yards",2011
123,123,"DJ Trahan",91,NA,1730.75,96,-0.06,"Approachesfrominside100yards",2011
123,123,"Charlie Wi",83,NA,1708.333,95,-0.07,"Approachesfrominside100yards",2011
127,127,"Briny Baird",60,NA,1192.667,66,-0.17,"Approachesfrominside100yards",2011
127,127,"George McNeill",69,NA,923.833,51,0.02,"Approachesfrominside100yards",2011
129,129,"Kevin Chappell",78,NA,1343.083,74,0.03,"Approachesfrominside100yards",2011
129,129,"James Driscoll",71,NA,1087.667,60,-0.13,"Approachesfrominside100yards",2011
129,129,"Ian Poulter",52,NA,889,49,-0.14,"Approachesfrominside100yards",2011
129,129,"John Senden",94,NA,1289.583,71,-0.08,"Approachesfrominside100yards",2011
129,129,"Nate Smith",66,NA,1201.583,66,-0.06,"Approachesfrominside100yards",2011
129,129,"Johnson Wagner",81,NA,1291.833,71,-0.07,"Approachesfrominside100yards",2011
135,135,"John Merrick",71,NA,1184.917,65,-0.22,"Approachesfrominside100yards",2011
135,135,"Chris Riley",76,NA,1931.25,106,-0.05,"Approachesfrominside100yards",2011
135,135,"Mark Wilson",89,NA,1477.583,81,-0.23,"Approachesfrominside100yards",2011
138,138,"Kevin Kisner",70,NA,918.167,50,0.08,"Approachesfrominside100yards",2011
138,138,"Andres Romero",77,NA,1373.833,75,-0.16,"Approachesfrominside100yards",2011
138,138,"Josh Teater",104,NA,2213.5,121,-0.02,"Approachesfrominside100yards",2011
141,141,"DA Points",89,NA,1254.25,68,0.06,"Approachesfrominside100yards",2011
142,142,"Trevor Immelman",84,NA,1867.917,101,0.03,"Approachesfrominside100yards",2011
143,143,"Billy Horschel",75,NA,1452.5,78,-0.01,"Approachesfrominside100yards",2011
143,143,"Matt Jones",71,NA,1375.417,74,-0.05,"Approachesfrominside100yards",2011
143,143,"Ben Martin",74,NA,1149.667,62,-0.16,"Approachesfrominside100yards",2011
143,143,"Geoff Ogilvy",69,NA,1225.75,66,0.05,"Approachesfrominside100yards",2011
147,147,"Alexandre Rocha",65,NA,1087.667,58,-0.09,"Approachesfrominside100yards",2011
148,148,"Matt McQuillan",59,NA,1184.583,63,0.02,"Approachesfrominside100yards",2011
148,148,"Rod Pampling",72,NA,904.583,48,-0.08,"Approachesfrominside100yards",2011
148,148,"Daniel Summerhays",75,NA,1372.75,73,0.07,"Approachesfrominside100yards",2011
151,151,"Robert Allenby",84,NA,1324.583,70,-0.03,"Approachesfrominside100yards",2011
151,151,"Ricky Barnes",78,NA,1364.917,72,0.07,"Approachesfrominside100yards",2011
151,151,"DJ Brigman",67,NA,720.083,38,-0.08,"Approachesfrominside100yards",2011
151,151,"Fabian Gomez",84,NA,1437.5,76,-0.13,"Approachesfrominside100yards",2011
151,151,"David Hearn",88,NA,1738.167,92,-0.04,"Approachesfrominside100yards",2011
156,156,"Sung Kang",63,NA,1196,63,-0.11,"Approachesfrominside100yards",2011
156,156,"Tag Ridings",87,NA,1502.833,79,0.01,"Approachesfrominside100yards",2011
158,158,"Bobby Gates",82,NA,1089.083,57,-0.04,"Approachesfrominside100yards",2011
159,159,"Sergio Garcia",61,NA,672.167,35,0.14,"Approachesfrominside100yards",2011
159,159,"Nathan Green",81,NA,1073.583,56,-0.07,"Approachesfrominside100yards",2011
159,159,"Steve Marino",76,NA,1533.667,80,-0.1,"Approachesfrominside100yards",2011
159,159,"William McGirt",103,NA,1974,103,-0.07,"Approachesfrominside100yards",2011
159,159,"Rocco Mediate",53,NA,1322.75,69,-0.1,"Approachesfrominside100yards",2011
159,159,"Pat Perez",76,NA,2285.583,119,-0.11,"Approachesfrominside100yards",2011
165,165,"Derek Lamely",65,NA,1574.583,81,0.2,"Approachesfrominside100yards",2011
166,166,"Carl Pettersson",95,NA,2166.667,111,-0.11,"Approachesfrominside100yards",2011
166,166,"Bubba Watson",85,NA,1659.75,85,-0.06,"Approachesfrominside100yards",2011
168,168,"Tom Gillis",55,NA,1176.667,60,0.1,"Approachesfrominside100yards",2011
168,168,"Michael Thompson",79,NA,1627.417,83,-0.07,"Approachesfrominside100yards",2011
170,170,"Troy Merritt",63,NA,1204.833,61,0,"Approachesfrominside100yards",2011
170,170,"Charl Schwartzel",58,NA,711.167,36,-0.03,"Approachesfrominside100yards",2011
172,172,"Bill Lunde",92,NA,1910,96,0.01,"Approachesfrominside100yards",2011
173,173,"Colt Knost",80,NA,1254.917,62,0.1,"Approachesfrominside100yards",2011
174,174,"Tommy Gainey",104,NA,1851.333,91,0.05,"Approachesfrominside100yards",2011
175,175,"Steven Bowditch",86,NA,1848.75,89,-0.1,"Approachesfrominside100yards",2011
176,176,"Retief Goosen",50,NA,937.333,45,0.16,"Approachesfrominside100yards",2011
176,176,"David Mathis",83,NA,1769,85,0.11,"Approachesfrominside100yards",2011
176,176,"Chez Reavie",92,NA,1813,87,-0.01,"Approachesfrominside100yards",2011
176,176,"Jim Renner",65,NA,1439.833,69,-0.01,"Approachesfrominside100yards",2011
180,180,"Steve Elkington",50,NA,1138,54,-0.04,"Approachesfrominside100yards",2011
181,181,"Martin Piller",63,NA,1306.75,61,-0.08,"Approachesfrominside100yards",2011
182,182,"Scott McCarron",65,NA,919.583,42,0.05,"Approachesfrominside100yards",2011
182,182,"Shaun Micheel",77,NA,1313.083,60,-0.03,"Approachesfrominside100yards",2011
184,184,"Chris Couch",73,NA,1515.417,69,-0.04,"Approachesfrominside100yards",2011
185,185,"Angel Cabrera",50,NA,712.833,32,0.06,"Approachesfrominside100yards",2011
186,186,"Will Strickler",51,NA,1082.417,48,0.02,"Approachesfrominside100yards",2011
