"ScoringAverageActual_RANKTHISWEEK_2011","ScoringAverageActual_RANKLASTWEEK_2011","ScoringAverageActual_PLAYERNAME_2011","ScoringAverageActual_ROUNDS_2011","ScoringAverageActual_AVG_2011","ScoringAverageActual_TOTALSTROKES_2011","ScoringAverageActual_TOTALROUNDS_2011","stat_name","year"
30,30,"Brian Gay",90,70.32,6329,90,"ScoringAverageActual",2011
30,30,"Kyle Stanley",98,70.32,6891,98,"ScoringAverageActual",2011
32,32,"Brandt Jobe",100,70.33,7033,100,"ScoringAverageActual",2011
33,33,"Jason Dufner",78,70.36,5488,78,"ScoringAverageActual",2011
34,34,"Briny Baird",60,70.37,4222,60,"ScoringAverageActual",2011
35,35,"Chad Campbell",99,70.4,6970,99,"ScoringAverageActual",2011
35,35,"Brian Davis",105,70.4,7392,105,"ScoringAverageActual",2011
35,35,"David Hearn",88,70.4,6195,88,"ScoringAverageActual",2011
35,35,"John Rollins",85,70.4,5984,85,"ScoringAverageActual",2011
39,39,"Billy Mayfair",94,70.41,6619,94,"ScoringAverageActual",2011
40,40,"Blake Adams",116,70.42,8169,116,"ScoringAverageActual",2011
41,41,"Kevin Na",84,70.43,5916,84,"ScoringAverageActual",2011
42,42,"Ben Crane",76,70.44,5142,73,"ScoringAverageActual",2011
43,43,"Justin Rose",79,70.45,5425,77,"ScoringAverageActual",2011
44,44,"Rod Pampling",72,70.49,5075,72,"ScoringAverageActual",2011
45,45,"Charl Schwartzel",58,70.5,3948,56,"ScoringAverageActual",2011
46,46,"Rickie Fowler",84,70.51,5711,81,"ScoringAverageActual",2011
47,47,"KJ Choi",77,70.52,5289,75,"ScoringAverageActual",2011
48,48,"Geoff Ogilvy",69,70.53,4655,66,"ScoringAverageActual",2011
49,49,"Shane Bertsch",62,70.55,4374,62,"ScoringAverageActual",2011
49,49,"Mark Wilson",89,70.55,6138,87,"ScoringAverageActual",2011
51,51,"Bubba Watson",85,70.56,5574,79,"ScoringAverageActual",2011
52,52,"Jonathan Byrd",83,70.57,5787,82,"ScoringAverageActual",2011
52,52,"Jim Furyk",87,70.57,6069,86,"ScoringAverageActual",2011
54,54,"Greg Chalmers",88,70.59,6212,88,"ScoringAverageActual",2011
54,54,"George McNeill",69,70.59,4871,69,"ScoringAverageActual",2011
56,56,"William McGirt",103,70.6,7272,103,"ScoringAverageActual",2011
56,56,"Aron Price",58,70.6,4095,58,"ScoringAverageActual",2011
56,56,"Chris Stroud",88,70.6,6213,88,"ScoringAverageActual",2011
59,59,"Chez Reavie",92,70.61,6496,92,"ScoringAverageActual",2011
60,60,"Trevor Immelman",84,70.62,5932,84,"ScoringAverageActual",2011
61,61,"Keegan Bradley",91,70.63,6427,91,"ScoringAverageActual",2011
61,61,"Ryan Moore",79,70.63,5297,75,"ScoringAverageActual",2011
63,63,"Woody Austin",59,70.64,4168,59,"ScoringAverageActual",2011
63,63,"Hunter Haas",96,70.64,6781,96,"ScoringAverageActual",2011
63,63,"Robert Karlsson",61,70.64,4168,59,"ScoringAverageActual",2011
63,63,"Heath Slocum",89,70.64,6216,88,"ScoringAverageActual",2011
67,67,"Kris Blanks",92,70.65,6500,92,"ScoringAverageActual",2011
67,67,"Cameron Tringale",110,70.65,7771,110,"ScoringAverageActual",2011
69,69,"Jimmy Walker",79,70.66,5582,79,"ScoringAverageActual",2011
70,70,"Andres Romero",77,70.68,5442,77,"ScoringAverageActual",2011
70,70,"Vijay Singh",79,70.68,5584,79,"ScoringAverageActual",2011
72,72,"Robert Allenby",84,70.69,5867,83,"ScoringAverageActual",2011
72,72,"Kevin Streelman",90,70.69,6362,90,"ScoringAverageActual",2011
74,74,"Bill Lunde",92,70.7,6504,92,"ScoringAverageActual",2011
74,74,"Michael Thompson",79,70.7,5585,79,"ScoringAverageActual",2011
74,74,"DJ Trahan",91,70.7,6434,91,"ScoringAverageActual",2011
77,77,"Tim Herron",85,70.71,6010,85,"ScoringAverageActual",2011
77,77,"Steve Marino",76,70.71,5374,76,"ScoringAverageActual",2011
77,77,"Rory Sabbatini",85,70.71,6010,85,"ScoringAverageActual",2011
80,80,"JJ Henry",96,70.72,6789,96,"ScoringAverageActual",2011
80,80,"Nick OHern",89,70.72,6294,89,"ScoringAverageActual",2011
82,82,"Jason Bohn",74,70.73,5234,74,"ScoringAverageActual",2011
83,83,"Lucas Glover",74,70.74,5235,74,"ScoringAverageActual",2011
84,84,"Dustin Johnson",72,70.75,5023,71,"ScoringAverageActual",2011
84,84,"Johnson Wagner",81,70.75,5731,81,"ScoringAverageActual",2011
86,86,"Retief Goosen",50,70.76,3467,49,"ScoringAverageActual",2011
86,86,"Davis Love III",70,70.76,4953,70,"ScoringAverageActual",2011
86,86,"Charlie Wi",83,70.76,5873,83,"ScoringAverageActual",2011
89,89,"Michael Bradley",74,70.77,5237,74,"ScoringAverageActual",2011
89,89,"JB Holmes",57,70.77,3751,53,"ScoringAverageActual",2011
91,91,"Tommy Gainey",104,70.79,7362,104,"ScoringAverageActual",2011
91,91,"Pat Perez",76,70.79,5380,76,"ScoringAverageActual",2011
93,93,"Joe Ogilvie",75,70.8,5310,75,"ScoringAverageActual",2011
93,93,"Vaughn Taylor",89,70.8,6301,89,"ScoringAverageActual",2011
93,93,"Boo Weekley",66,70.8,4673,66,"ScoringAverageActual",2011
93,93,"YE Yang",63,70.8,4177,59,"ScoringAverageActual",2011
97,97,"DA Points",89,70.81,6302,89,"ScoringAverageActual",2011
98,98,"Chris DiMarco",93,70.83,6587,93,"ScoringAverageActual",2011
98,98,"David Mathis",83,70.83,5879,83,"ScoringAverageActual",2011
98,98,"Scott Piercy",78,70.83,5525,78,"ScoringAverageActual",2011
101,101,"Charley Hoffman",93,70.86,6519,92,"ScoringAverageActual",2011
102,102,"Stephen Ames",69,70.87,4890,69,"ScoringAverageActual",2011
102,102,"Josh Teater",104,70.87,7370,104,"ScoringAverageActual",2011
104,104,"Padraig Harrington",60,70.88,4182,59,"ScoringAverageActual",2011
104,104,"Jhonattan Vegas",84,70.88,5954,84,"ScoringAverageActual",2011
106,106,"Ricky Barnes",78,70.9,5530,78,"ScoringAverageActual",2011
106,106,"Sung Kang",63,70.9,4467,63,"ScoringAverageActual",2011
106,106,"Ryan Palmer",82,70.9,5672,80,"ScoringAverageActual",2011
106,106,"Ian Poulter",52,70.9,3616,51,"ScoringAverageActual",2011
110,110,"Ben Curtis",66,70.91,4680,66,"ScoringAverageActual",2011
111,111,"Robert Garrigus",83,70.95,5889,83,"ScoringAverageActual",2011
111,111,"Troy Matteson",91,70.95,6456,91,"ScoringAverageActual",2011
113,113,"Chris Riley",76,70.97,5394,76,"ScoringAverageActual",2011
114,114,"Brendan Steele",89,70.98,6317,89,"ScoringAverageActual",2011
115,115,"Stewart Cink",72,71,4970,70,"ScoringAverageActual",2011
115,115,"Jeff Overton",92,71,6461,91,"ScoringAverageActual",2011
115,115,"Paul Stankowski",78,71,5538,78,"ScoringAverageActual",2011
118,118,"Ryuji Imada",83,71.01,5894,83,"ScoringAverageActual",2011
118,118,"Kevin Stadler",88,71.01,6249,88,"ScoringAverageActual",2011
120,120,"Angel Cabrera",50,71.02,3551,50,"ScoringAverageActual",2011
121,121,"Kent Jones",76,71.04,5399,76,"ScoringAverageActual",2011
121,121,"Scott Stallings",84,71.04,5967,84,"ScoringAverageActual",2011
123,123,"Marc Leishman",87,71.07,6183,87,"ScoringAverageActual",2011
124,124,"Scott McCarron",65,71.09,4621,65,"ScoringAverageActual",2011
124,124,"Tim Petrovic",88,71.09,6256,88,"ScoringAverageActual",2011
124,124,"Jim Renner",65,71.09,4621,65,"ScoringAverageActual",2011
127,127,"Jim Herman",69,71.1,4906,69,"ScoringAverageActual",2011
127,127,"Justin Leonard",82,71.1,5830,82,"ScoringAverageActual",2011
127,127,"Dean Wilson",62,71.1,4408,62,"ScoringAverageActual",2011
130,130,"Cameron Beckman",71,71.11,5049,71,"ScoringAverageActual",2011
131,131,"Kevin Chappell",78,71.14,5549,78,"ScoringAverageActual",2011
132,132,"Michael Putnam",67,71.15,4767,67,"ScoringAverageActual",2011
133,133,"Steve Elkington",50,71.16,3558,50,"ScoringAverageActual",2011
133,133,"Tag Ridings",87,71.16,6191,87,"ScoringAverageActual",2011
135,135,"James Driscoll",71,71.18,5054,71,"ScoringAverageActual",2011
135,135,"Anthony Kim",72,71.18,5054,71,"ScoringAverageActual",2011
137,137,"Graeme McDowell",50,71.19,3346,47,"ScoringAverageActual",2011
138,138,"Steven Bowditch",86,71.2,6123,86,"ScoringAverageActual",2011
138,138,"Ernie Els",71,71.2,4913,69,"ScoringAverageActual",2011
138,138,"Steve Flesch",88,71.2,6266,88,"ScoringAverageActual",2011
138,138,"Billy Horschel",75,71.2,5340,75,"ScoringAverageActual",2011
142,142,"Nathan Green",81,71.22,5769,81,"ScoringAverageActual",2011
143,143,"Lee Janzen",62,71.24,4417,62,"ScoringAverageActual",2011
143,143,"Ben Martin",74,71.24,5272,74,"ScoringAverageActual",2011
145,145,"Alex Cejka",59,71.25,4204,59,"ScoringAverageActual",2011
145,145,"Matt Jones",71,71.25,5059,71,"ScoringAverageActual",2011
145,145,"Matt McQuillan",59,71.25,4204,59,"ScoringAverageActual",2011
148,148,"Michael Connell",76,71.26,5416,76,"ScoringAverageActual",2011
149,149,"Joe Durant",71,71.27,5060,71,"ScoringAverageActual",2011
150,150,"Sean OHair",71,71.29,4990,70,"ScoringAverageActual",2011
151,151,"Garrett Willis",71,71.31,5063,71,"ScoringAverageActual",2011
152,152,"Alexandre Rocha",65,71.35,4638,65,"ScoringAverageActual",2011
153,153,"Roland Thatcher",67,71.36,4781,67,"ScoringAverageActual",2011
154,154,"Fabian Gomez",84,71.4,5998,84,"ScoringAverageActual",2011
154,154,"Camilo Villegas",69,71.4,4855,68,"ScoringAverageActual",2011
156,156,"Andres Gonzales",60,71.42,4285,60,"ScoringAverageActual",2011
157,157,"Bobby Gates",82,71.43,5857,82,"ScoringAverageActual",2011
158,158,"Arjun Atwal",91,71.44,6501,91,"ScoringAverageActual",2011
159,159,"Harrison Frazar",58,71.45,4144,58,"ScoringAverageActual",2011
160,160,"Tom Gillis",55,71.47,3931,55,"ScoringAverageActual",2011
161,161,"Joseph Bramlett",73,71.48,5218,73,"ScoringAverageActual",2011
162,162,"Matt Bettencourt",84,71.52,6008,84,"ScoringAverageActual",2011
163,163,"Nate Smith",66,71.53,4721,66,"ScoringAverageActual",2011
164,164,"Jarrod Lyle",83,71.55,5939,83,"ScoringAverageActual",2011
165,165,"Scott Gutschewski",67,71.58,4796,67,"ScoringAverageActual",2011
166,166,"Paul Goydos",81,71.62,5801,81,"ScoringAverageActual",2011
167,167,"Kevin Kisner",70,71.64,5015,70,"ScoringAverageActual",2011
168,168,"Stuart Appleby",65,71.65,4657,65,"ScoringAverageActual",2011
168,168,"Colt Knost",80,71.65,5732,80,"ScoringAverageActual",2011
170,170,"Bio Kim",71,71.68,5089,71,"ScoringAverageActual",2011
171,171,"Shaun Micheel",77,71.69,5520,77,"ScoringAverageActual",2011
172,172,"DJ Brigman",67,71.72,4805,67,"ScoringAverageActual",2011
172,172,"Marc Turnesa",54,71.72,3873,54,"ScoringAverageActual",2011
174,174,"Richard Johnson",64,71.81,4596,64,"ScoringAverageActual",2011
175,175,"Zack Miller",86,71.84,6178,86,"ScoringAverageActual",2011
176,176,"David Duval",67,71.85,4814,67,"ScoringAverageActual",2011
176,176,"Alex Prugh",82,71.85,5892,82,"ScoringAverageActual",2011
178,178,"Troy Merritt",63,71.87,4528,63,"ScoringAverageActual",2011
179,179,"JP Hayes",56,71.91,4027,56,"ScoringAverageActual",2011
180,180,"Will Strickler",51,72.04,3674,51,"ScoringAverageActual",2011
181,181,"Derek Lamely",65,72.14,4689,65,"ScoringAverageActual",2011
182,182,"Daniel Summerhays",75,72.25,5419,75,"ScoringAverageActual",2011
183,183,"Justin Hicks",60,72.35,4341,60,"ScoringAverageActual",2011
184,184,"Martin Piller",63,72.43,4563,63,"ScoringAverageActual",2011
185,185,"Rocco Mediate",53,72.68,3852,53,"ScoringAverageActual",2011
186,186,"Rich Beem",53,72.87,3862,53,"ScoringAverageActual",2011
