"ScoringAverage_RANKTHISWEEK_2009","ScoringAverage_RANKLASTWEEK_2009","ScoringAverage_PLAYERNAME_2009","ScoringAverage_ROUNDS_2009","ScoringAverage_AVG_2009","ScoringAverage_TOTALSTROKES_2009","ScoringAverage_TOTALADJUSTMENT_2009","ScoringAverage_TOTALROUNDS_2009","stat_name","year"
71,71,"Charlie Wi",92,70.657,6482,18.454,92,"ScoringAverage",2009
72,72,"Tom Lehman",55,70.661,3928,NA,55,"ScoringAverage",2009
73,73,"Jonathan Byrd",89,70.662,6258,30.928,89,"ScoringAverage",2009
73,73,"Vijay Singh",71,70.662,4908,NA,69,"ScoringAverage",2009
75,75,"Fred Couples",54,70.664,3815,0.858,54,"ScoringAverage",2009
76,76,"Paul Goydos",79,70.683,5612,NA,79,"ScoringAverage",2009
76,76,"Scott Sterling",51,70.683,3596,8.839,51,"ScoringAverage",2009
78,78,"Brian Davis",103,70.688,7265,15.817,103,"ScoringAverage",2009
78,78,"Chris DiMarco",97,70.688,6837,19.781,97,"ScoringAverage",2009
80,80,"Tag Ridings",50,70.696,3516,18.808,50,"ScoringAverage",2009
81,81,"Michael Letzig",96,70.708,6769,18.972,96,"ScoringAverage",2009
82,82,"Greg Owen",97,70.711,6821,38.002,97,"ScoringAverage",2009
83,83,"Jeff Overton",92,70.72,6541,NA,92,"ScoringAverage",2009
84,84,"John Mallinger",90,70.73,6369,NA,90,"ScoringAverage",2009
85,85,"Tim Petrovic",97,70.732,6831,29.993,97,"ScoringAverage",2009
85,85,"Kevin Stadler",65,70.732,4578,19.569,65,"ScoringAverage",2009
87,87,"Chris Stroud",88,70.748,6206,19.848,88,"ScoringAverage",2009
88,88,"Scott McCarron",91,70.753,6421,17.49,91,"ScoringAverage",2009
89,89,"Troy Matteson",95,70.762,6704,18.378,95,"ScoringAverage",2009
90,90,"Jeff Klauk",97,70.777,6845,20.392,97,"ScoringAverage",2009
91,91,"Matt Jones",56,70.811,3938,27.406,56,"ScoringAverage",2009
92,92,"Spencer Levin",75,70.813,5283,27.968,75,"ScoringAverage",2009
93,93,"Robert Garrigus",83,70.814,5845,32.567,83,"ScoringAverage",2009
94,94,"Michael Allen",73,70.815,5164,5.524,73,"ScoringAverage",2009
95,95,"Vaughn Taylor",88,70.818,6204,27.941,88,"ScoringAverage",2009
96,96,"Matt Weibring",65,70.825,4575,28.647,65,"ScoringAverage",2009
97,97,"Ted Purdy",101,70.827,7139,14.498,101,"ScoringAverage",2009
98,98,"Brett Quigley",92,70.833,6503,13.635,92,"ScoringAverage",2009
99,99,"Mathew Goggin",76,70.834,5259,NA,74,"ScoringAverage",2009
100,100,"Corey Pavin",73,70.84,5152,19.297,73,"ScoringAverage",2009
101,101,"Jason Bohn",88,70.847,6196,38.505,88,"ScoringAverage",2009
102,102,"Tim Herron",87,70.86,6141,23.807,87,"ScoringAverage",2009
103,103,"Pat Perez",74,70.864,5099,3.19,72,"ScoringAverage",2009
104,104,"Cameron Beckman",87,70.868,6149,16.479,87,"ScoringAverage",2009
105,105,"Webb Simpson",94,70.875,6647,15.287,94,"ScoringAverage",2009
106,106,"DJ Trahan",96,70.877,6768,36.175,96,"ScoringAverage",2009
107,107,"Lee Janzen",74,70.902,5233,13.76,74,"ScoringAverage",2009
108,108,"Patrick Sheehan",51,70.903,3595,21.032,51,"ScoringAverage",2009
109,109,"DA Points",99,70.931,7002,20.174,99,"ScoringAverage",2009
110,110,"John Merrick",91,70.936,6446,9.137,91,"ScoringAverage",2009
111,111,"Scott Piercy",85,70.957,6009,22.319,85,"ScoringAverage",2009
112,112,"Cliff Kresge",78,70.961,5527,7.951,78,"ScoringAverage",2009
113,113,"Ben Curtis",63,70.978,4441,NA,62,"ScoringAverage",2009
114,114,"Alex Cejka",82,70.98,5806,14.332,82,"ScoringAverage",2009
115,115,"Joe Ogilvie",85,70.992,6000,34.36,85,"ScoringAverage",2009
116,116,"Rich Beem",77,71.035,5447,22.675,77,"ScoringAverage",2009
117,117,"Steve Flesch",77,71.055,5470,1.263,77,"ScoringAverage",2009
118,118,"Bob Heintz",59,71.07,4157,36.135,59,"ScoringAverage",2009
119,119,"Rocco Mediate",79,71.093,5629,NA,79,"ScoringAverage",2009
120,120,"Charles Warren",63,71.097,4465,14.109,63,"ScoringAverage",2009
121,121,"Ryuji Imada",85,71.107,6049,NA,85,"ScoringAverage",2009
122,122,"Dean Wilson",81,71.117,5726,34.487,81,"ScoringAverage",2009
123,123,"Steve Elkington",70,71.119,4948,30.345,70,"ScoringAverage",2009
124,124,"Tom Pernice Jr",82,71.127,5805,27.431,82,"ScoringAverage",2009
125,125,"Richard Johnson",85,71.139,6025,21.803,85,"ScoringAverage",2009
126,126,"Aaron Baddeley",66,71.153,4635,NA,65,"ScoringAverage",2009
127,127,"Jeff Maggert",79,71.169,5596,26.342,79,"ScoringAverage",2009
128,128,"Bart Bryant",58,71.177,4137,NA,58,"ScoringAverage",2009
129,129,"Nathan Green",104,71.185,7389,14.253,104,"ScoringAverage",2009
130,130,"KJ Choi",65,71.205,4577,NA,64,"ScoringAverage",2009
131,131,"Brendon de Jonge",90,71.225,6384,26.233,90,"ScoringAverage",2009
132,132,"Tommy Armour III",58,71.227,4123,8.17,58,"ScoringAverage",2009
133,133,"Martin Laird",72,71.232,5108,20.698,72,"ScoringAverage",2009
134,134,"John Rollins",92,71.243,6548,6.399,92,"ScoringAverage",2009
135,135,"Joe Durant",62,71.25,4388,29.512,62,"ScoringAverage",2009
136,136,"David Mathis",82,71.304,5828,18.919,82,"ScoringAverage",2009
137,137,"Johnson Wagner",81,71.312,5745,31.241,81,"ScoringAverage",2009
138,138,"Aron Price",89,71.329,6323,25.246,89,"ScoringAverage",2009
139,139,"Nicholas Thompson",96,71.336,6822,26.212,96,"ScoringAverage",2009
140,140,"Chez Reavie",81,71.361,5746,34.247,81,"ScoringAverage",2009
141,141,"Ricky Barnes",67,71.371,4778,3.828,67,"ScoringAverage",2009
142,142,"Daniel Chopra",89,71.372,6322,30.115,89,"ScoringAverage",2009
143,143,"Jimmy Walker",74,71.379,5250,32.049,74,"ScoringAverage",2009
144,144,"Matt Bettencourt",98,71.38,6980,15.211,98,"ScoringAverage",2009
145,145,"Jeff Quinney",78,71.415,5539,31.377,78,"ScoringAverage",2009
146,146,"Jarrod Lyle",65,71.423,4623,19.518,65,"ScoringAverage",2009
147,147,"Stuart Appleby",79,71.43,5599,NA,78,"ScoringAverage",2009
148,148,"Glen Day",79,71.449,5608,36.437,79,"ScoringAverage",2009
149,149,"Mark Calcavecchia",72,71.455,5122,22.724,72,"ScoringAverage",2009
150,150,"Kris Blanks",60,71.457,4242,45.395,60,"ScoringAverage",2009
151,151,"Jay Williamson",69,71.458,4897,33.591,69,"ScoringAverage",2009
152,152,"Andres Romero",58,71.462,4071,2.333,57,"ScoringAverage",2009
153,153,"Kent Jones",73,71.489,5198,20.684,73,"ScoringAverage",2009
154,154,"Ryan Palmer",78,71.491,5546,30.316,78,"ScoringAverage",2009
155,155,"Todd Hamilton",83,71.505,5938,NA,83,"ScoringAverage",2009
156,156,"Casey Wittenberg",71,71.52,5044,33.934,71,"ScoringAverage",2009
157,157,"JB Holmes",74,71.523,5327,NA,74,"ScoringAverage",2009
158,158,"Carl Pettersson",86,71.544,6150,2.775,86,"ScoringAverage",2009
159,159,"Steve Lowery",83,71.564,5908,31.786,83,"ScoringAverage",2009
160,160,"Kirk Triplett",60,71.565,4266,27.885,60,"ScoringAverage",2009
161,161,"Brad Adamonis",70,71.574,4989,21.194,70,"ScoringAverage",2009
162,162,"Ken Duke",87,71.596,6205,23.813,87,"ScoringAverage",2009
163,163,"Mark Brooks",55,71.606,3911,27.349,55,"ScoringAverage",2009
164,164,"Colt Knost",71,71.67,5055,33.549,71,"ScoringAverage",2009
165,165,"Jason Gore",74,71.693,5273,32.313,74,"ScoringAverage",2009
166,166,"Adam Scott",53,71.72,3747,NA,52,"ScoringAverage",2009
167,167,"Will Ma Kenzie",69,71.742,4937,13.189,69,"ScoringAverage",2009
168,168,"Peter Lonard",86,71.766,6150,21.889,86,"ScoringAverage",2009
169,169,"Brian Vranesh",51,71.782,3643,17.864,51,"ScoringAverage",2009
170,170,"Gary Woodland",53,71.839,3812,NA,53,"ScoringAverage",2009
171,171,"Darron Stiles",52,71.853,3719,17.366,52,"ScoringAverage",2009
172,172,"Billy Mayfair",83,71.952,5967,5.012,83,"ScoringAverage",2009
173,173,"Marc Turnesa",77,72.177,5562,NA,77,"ScoringAverage",2009
174,174,"Peter Tomasulo",61,72.261,4391,16.901,61,"ScoringAverage",2009
175,175,"Brian Bateman",55,72.298,3949,27.388,55,"ScoringAverage",2009
176,176,"David Duval",56,72.303,4045,3.954,56,"ScoringAverage",2009
177,177,"Parker McLachlin",71,72.431,5129,13.611,71,"ScoringAverage",2009
178,178,"Derek Fathauer",63,72.439,4538,25.662,63,"ScoringAverage",2009
179,179,"Rick Price",54,72.515,3892,23.825,54,"ScoringAverage",2009
180,180,"Leif Olson",51,72.52,3684,14.522,51,"ScoringAverage",2009
181,181,"Greg Kraft",51,72.654,3711,NA,51,"ScoringAverage",2009
182,182,"Brendon Todd",53,72.758,3855,1.197,53,"ScoringAverage",2009
183,183,"Brad Faxon",59,72.961,4290,14.721,59,"ScoringAverage",2009
184,184,"Eric Axley",71,73.114,5178,13.111,71,"ScoringAverage",2009
