"ProximitytoHolefromRough_RANKTHISWEEK_2012","ProximitytoHolefromRough_RANKLASTWEEK_2012","ProximitytoHolefromRough_PLAYERNAME_2012","ProximitytoHolefromRough_ROUNDS_2012","ProximitytoHolefromRough_AVGDTP_2012","ProximitytoHolefromRough_TOTALDISTANCEFEET_2012","ProximitytoHolefromRough_OFSHOTS_2012","ProximitytoHolefromRough_SCRAMBLINGRANK_2012","stat_name","year"
29,29,"Steve Stricker",73,NA,1009.667,135,34,"ProximitytoHolefromRough",2012
32,32,"Ricky Barnes",92,NA,1487.417,196,148,"ProximitytoHolefromRough",2012
32,32,"John Rollins",81,NA,1306.5,172,80,"ProximitytoHolefromRough",2012
32,32,"Rory Sabbatini",84,NA,1706.25,225,55,"ProximitytoHolefromRough",2012
35,35,"Tim Herron",88,NA,1155.167,151,99,"ProximitytoHolefromRough",2012
35,35,"Russell Knox",72,NA,915,119,76,"ProximitytoHolefromRough",2012
35,35,"Pat Perez",81,NA,1415.917,184,14,"ProximitytoHolefromRough",2012
35,35,"Adam Scott",59,NA,873.417,114,128,"ProximitytoHolefromRough",2012
35,35,"Vijay Singh",99,NA,1679.25,220,43,"ProximitytoHolefromRough",2012
35,35,"Cameron Tringale",88,NA,1430.917,186,52,"ProximitytoHolefromRough",2012
35,35,"Bo Van Pelt",84,NA,1442,189,130,"ProximitytoHolefromRough",2012
42,42,"Stuart Appleby",75,NA,1100.167,142,29,"ProximitytoHolefromRough",2012
42,42,"Jason Bohn",81,NA,1117,144,119,"ProximitytoHolefromRough",2012
42,42,"Greg Chalmers",88,NA,1654.833,214,11,"ProximitytoHolefromRough",2012
42,42,"KJ Choi",71,NA,1166.917,151,150,"ProximitytoHolefromRough",2012
42,42,"Robert Garrigus",89,NA,1584.083,205,133,"ProximitytoHolefromRough",2012
42,42,"Zach Johnson",95,NA,1694.417,218,30,"ProximitytoHolefromRough",2012
42,42,"Kevin Na",80,NA,1645.167,212,21,"ProximitytoHolefromRough",2012
42,42,"Charl Schwartzel",56,NA,873.25,113,50,"ProximitytoHolefromRough",2012
42,42,"Kyle Stanley",86,NA,1531.167,197,173,"ProximitytoHolefromRough",2012
42,42,"Vaughn Taylor",81,NA,1045.167,135,116,"ProximitytoHolefromRough",2012
42,42,"Bubba Watson",68,NA,1285.833,166,110,"ProximitytoHolefromRough",2012
42,42,"Tiger Woods",69,NA,958,123,4,"ProximitytoHolefromRough",2012
54,54,"Kevin Chappell",91,NA,1613.667,207,83,"ProximitytoHolefromRough",2012
54,54,"Ben Crane",73,NA,1329.25,169,97,"ProximitytoHolefromRough",2012
54,54,"Bob Estes",78,NA,1351.167,173,25,"ProximitytoHolefromRough",2012
54,54,"Spencer Levin",81,NA,1428.583,182,82,"ProximitytoHolefromRough",2012
54,54,"Camilo Villegas",79,NA,1378.25,176,151,"ProximitytoHolefromRough",2012
59,59,"Tommy Biershenk",74,NA,1279.667,162,184,"ProximitytoHolefromRough",2012
59,59,"Jonathan Byrd",69,NA,1196.833,151,56,"ProximitytoHolefromRough",2012
59,59,"Chris Couch",61,NA,1148.333,145,72,"ProximitytoHolefromRough",2012
59,59,"Marco Dawson",60,NA,1040.833,132,176,"ProximitytoHolefromRough",2012
59,59,"Stephen Gangluff",57,NA,831.917,105,166,"ProximitytoHolefromRough",2012
59,59,"Billy Hurley III",70,NA,1197.75,151,90,"ProximitytoHolefromRough",2012
59,59,"Sung Kang",75,NA,1399.167,177,144,"ProximitytoHolefromRough",2012
59,59,"Troy Matteson",100,NA,1868.917,236,114,"ProximitytoHolefromRough",2012
59,59,"Webb Simpson",77,NA,1422.167,179,56,"ProximitytoHolefromRough",2012
59,59,"Jimmy Walker",101,NA,2236.833,282,78,"ProximitytoHolefromRough",2012
69,69,"Matt Bettencourt",80,NA,1571.083,197,179,"ProximitytoHolefromRough",2012
69,69,"Brian Davis",91,NA,1598.167,200,51,"ProximitytoHolefromRough",2012
69,69,"John Mallinger",74,NA,1340.167,168,53,"ProximitytoHolefromRough",2012
69,69,"William McGirt",96,NA,1606.167,200,59,"ProximitytoHolefromRough",2012
69,69,"Rory McIlroy",60,NA,955.75,119,33,"ProximitytoHolefromRough",2012
69,69,"Seung Yul Noh",105,NA,1809.583,227,80,"ProximitytoHolefromRough",2012
69,69,"Josh Teater",97,NA,1609.5,202,119,"ProximitytoHolefromRough",2012
69,69,"Nick Watney",97,NA,1549.5,193,141,"ProximitytoHolefromRough",2012
69,69,"Boo Weekley",74,NA,1070.167,134,168,"ProximitytoHolefromRough",2012
78,78,"Billy Horschel",63,NA,853.75,106,36,"ProximitytoHolefromRough",2012
78,78,"Troy Kelly",68,NA,831.083,103,46,"ProximitytoHolefromRough",2012
78,78,"Ted Potter Jr",77,NA,1390.333,172,132,"ProximitytoHolefromRough",2012
78,78,"Scott Stallings",78,NA,1580.417,195,175,"ProximitytoHolefromRough",2012
82,82,"Aaron Baddeley",73,NA,1361,167,37,"ProximitytoHolefromRough",2012
82,82,"Roberto Castro",92,NA,1336.75,163,62,"ProximitytoHolefromRough",2012
82,82,"Matt Every",80,NA,1325.083,163,67,"ProximitytoHolefromRough",2012
82,82,"Jim Furyk",85,NA,1214.583,149,3,"ProximitytoHolefromRough",2012
82,82,"Brian Gay",91,NA,1584.167,193,1,"ProximitytoHolefromRough",2012
82,82,"Chris Kirk",93,NA,1772.75,218,71,"ProximitytoHolefromRough",2012
82,82,"David Mathis",83,NA,1299.833,159,85,"ProximitytoHolefromRough",2012
82,82,"George McNeill",85,NA,1603.667,197,96,"ProximitytoHolefromRough",2012
82,82,"Ryan Palmer",81,NA,1667.667,204,73,"ProximitytoHolefromRough",2012
82,82,"Carl Pettersson",92,NA,1767.167,216,30,"ProximitytoHolefromRough",2012
82,82,"Chez Reavie",83,NA,1200.75,147,111,"ProximitytoHolefromRough",2012
93,93,"Kris Blanks",65,NA,1084.583,132,149,"ProximitytoHolefromRough",2012
93,93,"Keegan Bradley",90,NA,1582.75,191,91,"ProximitytoHolefromRough",2012
93,93,"Angel Cabrera",54,NA,828.917,100,188,"ProximitytoHolefromRough",2012
93,93,"Brendon de Jonge",115,NA,1989.833,240,59,"ProximitytoHolefromRough",2012
93,93,"Graham DeLaet",79,NA,1233.5,150,86,"ProximitytoHolefromRough",2012
93,93,"Ernie Els",80,NA,1437.833,175,24,"ProximitytoHolefromRough",2012
93,93,"Martin Flores",95,NA,2119.083,258,47,"ProximitytoHolefromRough",2012
93,93,"Marc Leishman",84,NA,1849.25,225,74,"ProximitytoHolefromRough",2012
93,93,"Davis Love III",64,NA,1068.417,129,147,"ProximitytoHolefromRough",2012
93,93,"Bryce Molder",83,NA,1189.667,144,20,"ProximitytoHolefromRough",2012
93,93,"Ryan Moore",89,NA,1616,196,107,"ProximitytoHolefromRough",2012
93,93,"Geoff Ogilvy",73,NA,1467.167,178,6,"ProximitytoHolefromRough",2012
93,93,"Kevin Streelman",89,NA,1602.917,194,77,"ProximitytoHolefromRough",2012
93,93,"Daniel Summerhays",81,NA,1282.417,155,122,"ProximitytoHolefromRough",2012
93,93,"DJ Trahan",73,NA,1258.417,152,164,"ProximitytoHolefromRough",2012
108,108,"Miguel Angel Carballo",73,NA,1239.417,149,178,"ProximitytoHolefromRough",2012
108,108,"Tim Clark",60,NA,983.417,118,79,"ProximitytoHolefromRough",2012
108,108,"Sergio Garcia",57,NA,1153.583,139,69,"ProximitytoHolefromRough",2012
108,108,"Bobby Gates",87,NA,1545.083,185,127,"ProximitytoHolefromRough",2012
108,108,"Tom Gillis",75,NA,1596,192,68,"ProximitytoHolefromRough",2012
108,108,"David Hearn",95,NA,1824.333,219,23,"ProximitytoHolefromRough",2012
108,108,"John Huh",99,NA,1744.667,209,134,"ProximitytoHolefromRough",2012
108,108,"Jason Kokrak",79,NA,1490,179,115,"ProximitytoHolefromRough",2012
108,108,"Rocco Mediate",70,NA,1189.75,143,22,"ProximitytoHolefromRough",2012
108,108,"Scott Piercy",95,NA,1893.917,227,35,"ProximitytoHolefromRough",2012
108,108,"Henrik Stenson",51,NA,856.583,103,47,"ProximitytoHolefromRough",2012
108,108,"Mark Wilson",84,NA,1690.833,202,84,"ProximitytoHolefromRough",2012
120,120,"Arjun Atwal",79,NA,1458.5,173,137,"ProximitytoHolefromRough",2012
120,120,"Graeme McDowell",55,NA,815.25,97,177,"ProximitytoHolefromRough",2012
120,120,"Greg Owen",90,NA,1471.583,174,154,"ProximitytoHolefromRough",2012
120,120,"Brendon Todd",78,NA,1521.5,181,129,"ProximitytoHolefromRough",2012
124,124,"Chad Campbell",84,NA,1417.833,166,145,"ProximitytoHolefromRough",2012
124,124,"Ryuji Imada",78,NA,1514.167,179,74,"ProximitytoHolefromRough",2012
124,124,"Rod Pampling",88,NA,1489,176,98,"ProximitytoHolefromRough",2012
127,127,"Robert Allenby",76,NA,1507.25,175,183,"ProximitytoHolefromRough",2012
127,127,"Gary Christian",91,NA,1491.417,174,139,"ProximitytoHolefromRough",2012
127,127,"Will Claxton",99,NA,1786.583,209,102,"ProximitytoHolefromRough",2012
127,127,"Garth Mulroy",59,NA,964.75,112,180,"ProximitytoHolefromRough",2012
127,127,"Ian Poulter",57,NA,878.667,102,2,"ProximitytoHolefromRough",2012
127,127,"Kyle Thompson",51,NA,675.75,79,189,"ProximitytoHolefromRough",2012
133,133,"Michael Bradley",63,NA,1073.5,124,156,"ProximitytoHolefromRough",2012
133,133,"Scott Brown",65,NA,1025.5,118,185,"ProximitytoHolefromRough",2012
133,133,"Chris DiMarco",83,NA,1576.333,182,103,"ProximitytoHolefromRough",2012
133,133,"Ken Duke",104,NA,1912.167,221,26,"ProximitytoHolefromRough",2012
133,133,"Robert Karlsson",54,NA,920.167,106,172,"ProximitytoHolefromRough",2012
133,133,"Bill Lunde",83,NA,1285.583,148,54,"ProximitytoHolefromRough",2012
133,133,"Jeff Maggert",83,NA,1761,204,64,"ProximitytoHolefromRough",2012
133,133,"Phil Mickelson",79,NA,1449,168,16,"ProximitytoHolefromRough",2012
133,133,"Heath Slocum",93,NA,1314.333,152,70,"ProximitytoHolefromRough",2012
133,133,"Jhonattan Vegas",77,NA,1642.167,189,187,"ProximitytoHolefromRough",2012
143,143,"Daniel Chopra",55,NA,1157.833,132,165,"ProximitytoHolefromRough",2012
143,143,"James Driscoll",83,NA,1532.417,175,153,"ProximitytoHolefromRough",2012
143,143,"Scott Dunlap",57,NA,883.167,101,65,"ProximitytoHolefromRough",2012
143,143,"JB Holmes",90,NA,1701.333,195,125,"ProximitytoHolefromRough",2012
143,143,"Colt Knost",79,NA,1267.167,145,140,"ProximitytoHolefromRough",2012
143,143,"Dicky Pride",62,NA,1235.833,141,93,"ProximitytoHolefromRough",2012
143,143,"Roland Thatcher",55,NA,906.917,104,186,"ProximitytoHolefromRough",2012
150,150,"Harris English",98,NA,1913.75,217,159,"ProximitytoHolefromRough",2012
150,150,"Ryo Ishikawa",54,NA,840,95,152,"ProximitytoHolefromRough",2012
150,150,"Kevin Kisner",69,NA,1165.333,132,40,"ProximitytoHolefromRough",2012
150,150,"Billy Mayfair",90,NA,1828.333,207,15,"ProximitytoHolefromRough",2012
150,150,"John Merrick",83,NA,1362.583,154,146,"ProximitytoHolefromRough",2012
150,150,"DA Points",88,NA,1622,183,112,"ProximitytoHolefromRough",2012
150,150,"Michael Thompson",80,NA,1582.75,179,136,"ProximitytoHolefromRough",2012
157,157,"Cameron Beckman",81,NA,1519.667,170,170,"ProximitytoHolefromRough",2012
157,157,"Harrison Frazar",56,NA,1038.083,116,155,"ProximitytoHolefromRough",2012
157,157,"Matt Jones",53,NA,907.833,102,61,"ProximitytoHolefromRough",2012
157,157,"John Senden",81,NA,1661.75,186,94,"ProximitytoHolefromRough",2012
161,161,"Blake Adams",107,NA,1751.25,194,123,"ProximitytoHolefromRough",2012
161,161,"Erik Compton",81,NA,1640.583,182,161,"ProximitytoHolefromRough",2012
161,161,"Ben Curtis",62,NA,977.333,109,66,"ProximitytoHolefromRough",2012
161,161,"Tommy Gainey",98,NA,2004.667,223,162,"ProximitytoHolefromRough",2012
161,161,"JJ Henry",93,NA,1311,145,89,"ProximitytoHolefromRough",2012
161,161,"Patrick Sheehan",58,NA,1142.333,127,131,"ProximitytoHolefromRough",2012
161,161,"Lee Westwood",60,NA,1003.917,112,191,"ProximitytoHolefromRough",2012
168,168,"Sangmoon Bae",81,NA,1935.417,213,182,"ProximitytoHolefromRough",2012
168,168,"Charlie Beljan",61,NA,923.417,102,167,"ProximitytoHolefromRough",2012
168,168,"Nathan Green",73,NA,1140.833,126,88,"ProximitytoHolefromRough",2012
168,168,"Martin Laird",77,NA,1671.833,184,125,"ProximitytoHolefromRough",2012
168,168,"Richard Lee",71,NA,1357.167,150,143,"ProximitytoHolefromRough",2012
168,168,"Johnson Wagner",88,NA,1638.5,180,104,"ProximitytoHolefromRough",2012
168,168,"Gary Woodland",70,NA,1465.583,161,171,"ProximitytoHolefromRough",2012
175,175,"Bill Haas",79,NA,1588.25,174,27,"ProximitytoHolefromRough",2012
175,175,"Derek Lamely",64,NA,1308.25,143,95,"ProximitytoHolefromRough",2012
175,175,"Hunter Mahan",88,NA,1344.333,146,157,"ProximitytoHolefromRough",2012
175,175,"Brendan Steele",77,NA,1551.25,170,135,"ProximitytoHolefromRough",2012
179,179,"Louis Oosthuizen",65,NA,1132.167,122,137,"ProximitytoHolefromRough",2012
180,180,"Charley Hoffman",88,NA,1816.75,195,181,"ProximitytoHolefromRough",2012
180,180,"Sean OHair",84,NA,1499.167,161,121,"ProximitytoHolefromRough",2012
180,180,"Kevin Stadler",85,NA,1728.417,186,58,"ProximitytoHolefromRough",2012
183,183,"Mark Anderson",75,NA,1384,147,163,"ProximitytoHolefromRough",2012
184,184,"Stewart Cink",71,NA,1299.75,136,169,"ProximitytoHolefromRough",2012
184,184,"Mathew Goggin",65,NA,1084.25,113,105,"ProximitytoHolefromRough",2012
186,186,"YE Yang",64,NA,1359.167,138,87,"ProximitytoHolefromRough",2012
187,187,"John Daly",50,NA,1084,108,174,"ProximitytoHolefromRough",2012
187,187,"Edward Loar",59,NA,998.25,100,190,"ProximitytoHolefromRough",2012
189,189,"Alexandre Rocha",62,NA,1066.25,105,160,"ProximitytoHolefromRough",2012
190,190,"Kyle Reifers",86,NA,1539.917,148,100,"ProximitytoHolefromRough",2012
191,191,"Steve Wheatcroft",56,NA,866.5,78,101,"ProximitytoHolefromRough",2012
