"CurrentStreakwithouta3Putt_RANKTHISWEEK_2009","CurrentStreakwithouta3Putt_RANKLASTWEEK_2009","CurrentStreakwithouta3Putt_PLAYERNAME_2009","CurrentStreakwithouta3Putt_EVENTS_2009","CurrentStreakwithouta3Putt_VALUE_2009","stat_name","year"
38,38,"Kevin Streelman",29,56,"CurrentStreakwithouta3Putt",2009
40,40,"Kevin Sutherland",27,55,"CurrentStreakwithouta3Putt",2009
41,41,"Todd Hamilton",29,52,"CurrentStreakwithouta3Putt",2009
42,42,"Geoff Ogilvy",20,51,"CurrentStreakwithouta3Putt",2009
43,43,"Tiger Woods",17,49,"CurrentStreakwithouta3Putt",2009
44,44,"Camilo Villegas",21,48,"CurrentStreakwithouta3Putt",2009
45,45,"Kent Jones",24,47,"CurrentStreakwithouta3Putt",2009
45,45,"Bo Van Pelt",30,47,"CurrentStreakwithouta3Putt",2009
47,47,"Rory Sabbatini",25,45,"CurrentStreakwithouta3Putt",2009
48,48,"Sean OHair",23,43,"CurrentStreakwithouta3Putt",2009
49,49,"Justin Leonard",26,42,"CurrentStreakwithouta3Putt",2009
50,50,"John Rollins",27,41,"CurrentStreakwithouta3Putt",2009
51,51,"Tom Lehman",16,39,"CurrentStreakwithouta3Putt",2009
51,51,"Nick Watney",24,39,"CurrentStreakwithouta3Putt",2009
53,53,"Joe Ogilvie",29,38,"CurrentStreakwithouta3Putt",2009
53,53,"Justin Rose",22,38,"CurrentStreakwithouta3Putt",2009
55,55,"Matt Kuchar",24,35,"CurrentStreakwithouta3Putt",2009
55,55,"Ryan Moore",27,35,"CurrentStreakwithouta3Putt",2009
55,55,"Vaughn Taylor",28,35,"CurrentStreakwithouta3Putt",2009
55,55,"Mark Wilson",28,35,"CurrentStreakwithouta3Putt",2009
59,59,"Harrison Frazar",28,34,"CurrentStreakwithouta3Putt",2009
60,60,"Brad Adamonis",25,33,"CurrentStreakwithouta3Putt",2009
60,60,"Daniel Chopra",28,33,"CurrentStreakwithouta3Putt",2009
60,60,"Charles Howell III",29,33,"CurrentStreakwithouta3Putt",2009
63,63,"Lucas Glover",26,32,"CurrentStreakwithouta3Putt",2009
64,64,"Jim Furyk",23,31,"CurrentStreakwithouta3Putt",2009
64,64,"Jason Gore",24,31,"CurrentStreakwithouta3Putt",2009
66,66,"Kenny Perry",24,30,"CurrentStreakwithouta3Putt",2009
66,66,"John Senden",29,30,"CurrentStreakwithouta3Putt",2009
68,68,"Jonathan Byrd",25,29,"CurrentStreakwithouta3Putt",2009
69,69,"Rich Beem",26,28,"CurrentStreakwithouta3Putt",2009
69,69,"Jason Bohn",25,28,"CurrentStreakwithouta3Putt",2009
69,69,"Andres Romero",20,28,"CurrentStreakwithouta3Putt",2009
69,69,"Brian Vranesh",20,28,"CurrentStreakwithouta3Putt",2009
73,73,"Paul Goydos",25,27,"CurrentStreakwithouta3Putt",2009
74,74,"Ben Curtis",18,26,"CurrentStreakwithouta3Putt",2009
74,74,"Will Ma Kenzie",24,26,"CurrentStreakwithouta3Putt",2009
74,74,"Scott Verplank",24,26,"CurrentStreakwithouta3Putt",2009
77,77,"Boo Weekley",22,25,"CurrentStreakwithouta3Putt",2009
78,78,"Brian Gay",27,24,"CurrentStreakwithouta3Putt",2009
78,78,"Jeff Klauk",29,24,"CurrentStreakwithouta3Putt",2009
78,78,"Nick OHern",27,24,"CurrentStreakwithouta3Putt",2009
78,78,"Marc Turnesa",30,24,"CurrentStreakwithouta3Putt",2009
82,82,"Scott Piercy",28,23,"CurrentStreakwithouta3Putt",2009
83,83,"Brendon de Jonge",29,22,"CurrentStreakwithouta3Putt",2009
84,84,"Brian Bateman",25,21,"CurrentStreakwithouta3Putt",2009
84,84,"Brian Davis",32,21,"CurrentStreakwithouta3Putt",2009
84,84,"Chris Riley",22,21,"CurrentStreakwithouta3Putt",2009
87,87,"Leif Olson",21,20,"CurrentStreakwithouta3Putt",2009
88,88,"JB Holmes",25,19,"CurrentStreakwithouta3Putt",2009
88,88,"Bubba Watson",24,19,"CurrentStreakwithouta3Putt",2009
88,88,"Casey Wittenberg",25,19,"CurrentStreakwithouta3Putt",2009
88,88,"Gary Woodland",18,19,"CurrentStreakwithouta3Putt",2009
92,92,"Bob Heintz",20,18,"CurrentStreakwithouta3Putt",2009
92,92,"Tom Pernice Jr",26,18,"CurrentStreakwithouta3Putt",2009
94,94,"Freddie Jacobson",25,17,"CurrentStreakwithouta3Putt",2009
94,94,"Greg Kraft",21,17,"CurrentStreakwithouta3Putt",2009
96,96,"Jason Dufner",26,16,"CurrentStreakwithouta3Putt",2009
96,96,"David Duval",22,16,"CurrentStreakwithouta3Putt",2009
96,96,"Scott Sterling",16,16,"CurrentStreakwithouta3Putt",2009
99,99,"Ian Poulter",17,15,"CurrentStreakwithouta3Putt",2009
99,99,"Peter Tomasulo",25,15,"CurrentStreakwithouta3Putt",2009
101,101,"Jarrod Lyle",21,14,"CurrentStreakwithouta3Putt",2009
101,101,"David Mathis",27,14,"CurrentStreakwithouta3Putt",2009
101,101,"John Merrick",28,14,"CurrentStreakwithouta3Putt",2009
101,101,"Nicholas Thompson",31,14,"CurrentStreakwithouta3Putt",2009
105,105,"Alex Cejka",25,13,"CurrentStreakwithouta3Putt",2009
105,105,"Padraig Harrington",20,13,"CurrentStreakwithouta3Putt",2009
105,105,"Steve Lowery",27,13,"CurrentStreakwithouta3Putt",2009
105,105,"John Mallinger",27,13,"CurrentStreakwithouta3Putt",2009
109,109,"Heath Slocum",30,12,"CurrentStreakwithouta3Putt",2009
109,109,"Charlie Wi",28,12,"CurrentStreakwithouta3Putt",2009
111,111,"Brad Faxon",23,11,"CurrentStreakwithouta3Putt",2009
111,111,"Retief Goosen",20,11,"CurrentStreakwithouta3Putt",2009
111,111,"Troy Matteson",30,11,"CurrentStreakwithouta3Putt",2009
111,111,"Rod Pampling",23,11,"CurrentStreakwithouta3Putt",2009
111,111,"Tim Petrovic",31,11,"CurrentStreakwithouta3Putt",2009
116,116,"Stephen Ames",23,10,"CurrentStreakwithouta3Putt",2009
116,116,"Fred Couples",16,10,"CurrentStreakwithouta3Putt",2009
116,116,"Robert Garrigus",25,10,"CurrentStreakwithouta3Putt",2009
116,116,"Corey Pavin",23,10,"CurrentStreakwithouta3Putt",2009
116,116,"Jeff Quinney",26,10,"CurrentStreakwithouta3Putt",2009
116,116,"Webb Simpson",30,10,"CurrentStreakwithouta3Putt",2009
116,116,"Matt Weibring",22,10,"CurrentStreakwithouta3Putt",2009
123,123,"Angel Cabrera",17,9,"CurrentStreakwithouta3Putt",2009
123,123,"Glen Day",26,9,"CurrentStreakwithouta3Putt",2009
123,123,"Joe Durant",20,9,"CurrentStreakwithouta3Putt",2009
123,123,"Peter Lonard",30,9,"CurrentStreakwithouta3Putt",2009
123,123,"Charles Warren",20,9,"CurrentStreakwithouta3Putt",2009
128,128,"Eric Axley",30,8,"CurrentStreakwithouta3Putt",2009
128,128,"Mark Calcavecchia",23,8,"CurrentStreakwithouta3Putt",2009
128,128,"Mathew Goggin",26,8,"CurrentStreakwithouta3Putt",2009
128,128,"Aron Price",27,8,"CurrentStreakwithouta3Putt",2009
128,128,"Brandt Snedeker",26,8,"CurrentStreakwithouta3Putt",2009
128,128,"DJ Trahan",30,8,"CurrentStreakwithouta3Putt",2009
134,134,"KJ Choi",22,7,"CurrentStreakwithouta3Putt",2009
134,134,"Martin Laird",24,7,"CurrentStreakwithouta3Putt",2009
136,136,"Matt Bettencourt",31,6,"CurrentStreakwithouta3Putt",2009
136,136,"Mark Brooks",17,6,"CurrentStreakwithouta3Putt",2009
136,136,"Jason Day",18,6,"CurrentStreakwithouta3Putt",2009
136,136,"Sergio Garcia",17,6,"CurrentStreakwithouta3Putt",2009
136,136,"Dustin Johnson",25,6,"CurrentStreakwithouta3Putt",2009
136,136,"Colt Knost",24,6,"CurrentStreakwithouta3Putt",2009
136,136,"Marc Leishman",28,6,"CurrentStreakwithouta3Putt",2009
136,136,"Davis Love III",27,6,"CurrentStreakwithouta3Putt",2009
136,136,"Steve Marino",29,6,"CurrentStreakwithouta3Putt",2009
145,145,"Briny Baird",28,5,"CurrentStreakwithouta3Putt",2009
145,145,"Bill Haas",29,5,"CurrentStreakwithouta3Putt",2009
145,145,"Tag Ridings",16,5,"CurrentStreakwithouta3Putt",2009
148,148,"Kris Blanks",20,4,"CurrentStreakwithouta3Putt",2009
148,148,"Chad Campbell",26,4,"CurrentStreakwithouta3Putt",2009
148,148,"Greg Chalmers",26,4,"CurrentStreakwithouta3Putt",2009
148,148,"Tim Herron",27,4,"CurrentStreakwithouta3Putt",2009
148,148,"David Toms",27,4,"CurrentStreakwithouta3Putt",2009
153,153,"Robert Allenby",21,3,"CurrentStreakwithouta3Putt",2009
153,153,"Zach Johnson",26,3,"CurrentStreakwithouta3Putt",2009
153,153,"DA Points",29,3,"CurrentStreakwithouta3Putt",2009
153,153,"Adam Scott",19,3,"CurrentStreakwithouta3Putt",2009
157,157,"Cliff Kresge",28,2,"CurrentStreakwithouta3Putt",2009
157,157,"Jeff Maggert",28,2,"CurrentStreakwithouta3Putt",2009
157,157,"Chez Reavie",27,2,"CurrentStreakwithouta3Putt",2009
157,157,"Darron Stiles",20,2,"CurrentStreakwithouta3Putt",2009
161,161,"Michael Allen",22,1,"CurrentStreakwithouta3Putt",2009
161,161,"Tim Clark",23,1,"CurrentStreakwithouta3Putt",2009
161,161,"Bob Estes",23,1,"CurrentStreakwithouta3Putt",2009
161,161,"Derek Fathauer",25,1,"CurrentStreakwithouta3Putt",2009
161,161,"Nathan Green",30,1,"CurrentStreakwithouta3Putt",2009
161,161,"Billy Mayfair",28,1,"CurrentStreakwithouta3Putt",2009
161,161,"Brett Quigley",28,1,"CurrentStreakwithouta3Putt",2009
161,161,"Vijay Singh",21,1,"CurrentStreakwithouta3Putt",2009
161,161,"Steve Stricker",22,1,"CurrentStreakwithouta3Putt",2009
161,161,"Jimmy Walker",24,1,"CurrentStreakwithouta3Putt",2009
