"AverageDistanceafterGoingforitShot_RANKTHISWEEK_2014","AverageDistanceafterGoingforitShot_RANKLASTWEEK_2014","AverageDistanceafterGoingforitShot_PLAYERNAME_2014","AverageDistanceafterGoingforitShot_ROUNDS_2014","AverageDistanceafterGoingforitShot_AVG_2014","AverageDistanceafterGoingforitShot_TOTALDISTAFTERGFGSHOT_2014","AverageDistanceafterGoingforitShot_TOTALGFGSHOTS_2014","stat_name","year"
64,64,"Ryo Ishikawa",75,23.5,99686,118,"AverageDistanceafterGoingforitShot",2014
64,64,"Troy Matteson",62,23.5,72045,85,"AverageDistanceafterGoingforitShot",2014
64,64,"Kevin Na",94,23.5,122652,145,"AverageDistanceafterGoingforitShot",2014
64,64,"DA Points",75,23.5,74472,88,"AverageDistanceafterGoingforitShot",2014
64,64,"Jim Renner",61,23.5,63394,75,"AverageDistanceafterGoingforitShot",2014
64,64,"Kevin Stadler",90,23.5,122860,145,"AverageDistanceafterGoingforitShot",2014
64,64,"Robert Streb",75,23.5,96424,114,"AverageDistanceafterGoingforitShot",2014
73,73,"Kevin Kisner",85,23.6,93451,110,"AverageDistanceafterGoingforitShot",2014
73,73,"Michael Putnam",106,23.6,160382,189,"AverageDistanceafterGoingforitShot",2014
75,75,"Brian Harman",111,23.7,130632,153,"AverageDistanceafterGoingforitShot",2014
75,75,"JB Holmes",86,23.7,151585,178,"AverageDistanceafterGoingforitShot",2014
75,75,"Billy Hurley III",86,23.7,68178,80,"AverageDistanceafterGoingforitShot",2014
75,75,"Trevor Immelman",84,23.7,92138,108,"AverageDistanceafterGoingforitShot",2014
75,75,"Heath Slocum",71,23.7,60670,71,"AverageDistanceafterGoingforitShot",2014
80,80,"JJ Henry",91,23.8,95106,111,"AverageDistanceafterGoingforitShot",2014
80,80,"Matt Jones",83,23.8,119033,139,"AverageDistanceafterGoingforitShot",2014
80,80,"John Peterson",62,23.8,101155,118,"AverageDistanceafterGoingforitShot",2014
80,80,"John Rollins",84,23.8,83088,97,"AverageDistanceafterGoingforitShot",2014
84,84,"Chesson Hadley",84,23.9,103178,120,"AverageDistanceafterGoingforitShot",2014
85,85,"Ted Potter Jr",68,24,74213,86,"AverageDistanceafterGoingforitShot",2014
86,86,"Jordan Spieth",102,24.1,126481,146,"AverageDistanceafterGoingforitShot",2014
86,86,"Daniel Summerhays",98,24.1,142309,164,"AverageDistanceafterGoingforitShot",2014
88,88,"Ricky Barnes",92,24.2,110449,127,"AverageDistanceafterGoingforitShot",2014
88,88,"Billy Horschel",92,24.2,121829,140,"AverageDistanceafterGoingforitShot",2014
88,88,"Mike Weir",69,24.2,51457,59,"AverageDistanceafterGoingforitShot",2014
91,91,"KJ Choi",80,24.3,69214,79,"AverageDistanceafterGoingforitShot",2014
92,92,"Morgan Hoffmann",103,24.4,152815,174,"AverageDistanceafterGoingforitShot",2014
93,93,"John Senden",99,24.5,128571,146,"AverageDistanceafterGoingforitShot",2014
93,93,"Scott Stallings",77,24.5,104901,119,"AverageDistanceafterGoingforitShot",2014
95,95,"Bud Cauley",56,24.6,72636,82,"AverageDistanceafterGoingforitShot",2014
95,95,"Chris Kirk",105,24.6,136998,155,"AverageDistanceafterGoingforitShot",2014
95,95,"Spencer Levin",59,24.6,59434,67,"AverageDistanceafterGoingforitShot",2014
95,95,"Pat Perez",84,24.6,107196,121,"AverageDistanceafterGoingforitShot",2014
95,95,"Webb Simpson",87,24.6,116699,132,"AverageDistanceafterGoingforitShot",2014
95,95,"Jhonattan Vegas",77,24.6,124637,141,"AverageDistanceafterGoingforitShot",2014
101,101,"Brandt Snedeker",89,24.7,97891,110,"AverageDistanceafterGoingforitShot",2014
102,102,"Roberto Castro",76,24.8,76684,86,"AverageDistanceafterGoingforitShot",2014
102,102,"Luke Guthrie",85,24.8,112601,126,"AverageDistanceafterGoingforitShot",2014
102,102,"Bryce Molder",77,24.8,63315,71,"AverageDistanceafterGoingforitShot",2014
102,102,"Vijay Singh",83,24.8,115213,129,"AverageDistanceafterGoingforitShot",2014
106,106,"Briny Baird",50,24.9,60870,68,"AverageDistanceafterGoingforitShot",2014
106,106,"Brendon de Jonge",109,24.9,147873,165,"AverageDistanceafterGoingforitShot",2014
106,106,"Rickie Fowler",91,24.9,128957,144,"AverageDistanceafterGoingforitShot",2014
106,106,"Andres Romero",81,24.9,129088,144,"AverageDistanceafterGoingforitShot",2014
106,106,"Brian Stuard",91,24.9,98794,110,"AverageDistanceafterGoingforitShot",2014
111,111,"Jason Bohn",81,25,80189,89,"AverageDistanceafterGoingforitShot",2014
111,111,"Will Ma Kenzie",82,25,117835,131,"AverageDistanceafterGoingforitShot",2014
111,111,"Graeme McDowell",66,25,47689,53,"AverageDistanceafterGoingforitShot",2014
114,114,"Derek Ernst",80,25.1,121175,134,"AverageDistanceafterGoingforitShot",2014
114,114,"Matt Kuchar",91,25.1,107467,119,"AverageDistanceafterGoingforitShot",2014
116,116,"Shawn Stefani",60,25.2,97954,108,"AverageDistanceafterGoingforitShot",2014
116,116,"Lee Westwood",57,25.2,88108,97,"AverageDistanceafterGoingforitShot",2014
118,118,"Troy Merritt",62,25.3,54679,60,"AverageDistanceafterGoingforitShot",2014
119,119,"Sergio Garcia",61,25.4,71284,78,"AverageDistanceafterGoingforitShot",2014
119,119,"Rory Sabbatini",82,25.4,114255,125,"AverageDistanceafterGoingforitShot",2014
121,121,"Brian Davis",93,25.5,109341,119,"AverageDistanceafterGoingforitShot",2014
121,121,"Brice Garnett",92,25.5,114583,125,"AverageDistanceafterGoingforitShot",2014
121,121,"Russell Henley",92,25.5,126780,138,"AverageDistanceafterGoingforitShot",2014
124,124,"Bronson La Cassie",51,25.6,54437,59,"AverageDistanceafterGoingforitShot",2014
125,125,"Jerry Kelly",80,25.9,72832,78,"AverageDistanceafterGoingforitShot",2014
125,125,"Andrew Loupe",65,25.9,96026,103,"AverageDistanceafterGoingforitShot",2014
125,125,"Mark Wilson",69,25.9,75551,81,"AverageDistanceafterGoingforitShot",2014
128,128,"Matt Every",85,26,100911,108,"AverageDistanceafterGoingforitShot",2014
128,128,"Scott Langley",95,26,96478,103,"AverageDistanceafterGoingforitShot",2014
128,128,"Chris Stroud",88,26,119061,127,"AverageDistanceafterGoingforitShot",2014
128,128,"Jimmy Walker",98,26,160220,171,"AverageDistanceafterGoingforitShot",2014
132,132,"Chad Collins",78,26.1,63973,68,"AverageDistanceafterGoingforitShot",2014
132,132,"David Lingmerth",80,26.1,99772,106,"AverageDistanceafterGoingforitShot",2014
132,132,"Hunter Mahan",88,26.1,136307,145,"AverageDistanceafterGoingforitShot",2014
132,132,"John Merrick",87,26.1,126986,135,"AverageDistanceafterGoingforitShot",2014
136,136,"Sangmoon Bae",76,26.2,127278,135,"AverageDistanceafterGoingforitShot",2014
136,136,"George McNeill",79,26.2,109424,116,"AverageDistanceafterGoingforitShot",2014
136,136,"Justin Rose",70,26.2,101733,108,"AverageDistanceafterGoingforitShot",2014
139,139,"Jason Kokrak",65,26.3,136474,144,"AverageDistanceafterGoingforitShot",2014
139,139,"Gary Woodland",93,26.3,175173,185,"AverageDistanceafterGoingforitShot",2014
141,141,"Jonathan Byrd",76,26.4,102545,108,"AverageDistanceafterGoingforitShot",2014
141,141,"Greg Chalmers",85,26.4,93289,98,"AverageDistanceafterGoingforitShot",2014
141,141,"Ernie Els",85,26.4,129406,136,"AverageDistanceafterGoingforitShot",2014
141,141,"Danny Lee",84,26.4,120862,127,"AverageDistanceafterGoingforitShot",2014
141,141,"Jeff Overton",80,26.4,116114,122,"AverageDistanceafterGoingforitShot",2014
146,146,"Freddie Jacobson",91,26.5,108584,114,"AverageDistanceafterGoingforitShot",2014
146,146,"Jamie Lovemark",64,26.5,107629,113,"AverageDistanceafterGoingforitShot",2014
146,146,"Phil Mickelson",71,26.5,107792,113,"AverageDistanceafterGoingforitShot",2014
146,146,"Ryan Palmer",85,26.5,146913,154,"AverageDistanceafterGoingforitShot",2014
146,146,"Cameron Tringale",111,26.5,151808,159,"AverageDistanceafterGoingforitShot",2014
151,151,"Richard Lee",80,26.6,94791,99,"AverageDistanceafterGoingforitShot",2014
152,152,"Brian Gay",81,26.7,62486,65,"AverageDistanceafterGoingforitShot",2014
152,152,"Boo Weekley",73,26.7,94282,98,"AverageDistanceafterGoingforitShot",2014
154,154,"Ben Crane",81,26.8,93652,97,"AverageDistanceafterGoingforitShot",2014
154,154,"Charlie Wi",72,26.8,91751,95,"AverageDistanceafterGoingforitShot",2014
156,156,"Seung Yul Noh",92,27.1,135803,139,"AverageDistanceafterGoingforitShot",2014
157,157,"John Huh",87,27.3,107309,109,"AverageDistanceafterGoingforitShot",2014
157,157,"William McGirt",96,27.3,138783,141,"AverageDistanceafterGoingforitShot",2014
157,157,"Louis Oosthuizen",50,27.3,52982,54,"AverageDistanceafterGoingforitShot",2014
160,160,"Woody Austin",63,27.4,80940,82,"AverageDistanceafterGoingforitShot",2014
161,161,"Ken Duke",80,27.6,107284,108,"AverageDistanceafterGoingforitShot",2014
161,161,"Retief Goosen",94,27.6,109266,110,"AverageDistanceafterGoingforitShot",2014
161,161,"David Hearn",97,27.6,97444,98,"AverageDistanceafterGoingforitShot",2014
164,164,"Tim Wilkinson",86,27.7,83624,84,"AverageDistanceafterGoingforitShot",2014
165,165,"DH Lee",54,27.9,54178,54,"AverageDistanceafterGoingforitShot",2014
166,166,"Erik Compton",88,28.1,139409,138,"AverageDistanceafterGoingforitShot",2014
166,166,"Geoff Ogilvy",84,28.1,130434,129,"AverageDistanceafterGoingforitShot",2014
168,168,"Luke Donald",57,28.2,58939,58,"AverageDistanceafterGoingforitShot",2014
169,169,"Patrick Reed",92,28.9,134076,129,"AverageDistanceafterGoingforitShot",2014
169,169,"YE Yang",79,28.9,96590,93,"AverageDistanceafterGoingforitShot",2014
171,171,"Brendon Todd",108,29.1,103823,99,"AverageDistanceafterGoingforitShot",2014
172,172,"Scott Brown",100,29.3,165578,157,"AverageDistanceafterGoingforitShot",2014
173,173,"Jeff Maggert",54,30,61500,57,"AverageDistanceafterGoingforitShot",2014
174,174,"Stuart Appleby",92,30.4,100794,92,"AverageDistanceafterGoingforitShot",2014
174,174,"David Toms",64,30.4,60179,55,"AverageDistanceafterGoingforitShot",2014
176,176,"Justin Leonard",75,31.3,43890,39,"AverageDistanceafterGoingforitShot",2014
177,177,"Tim Clark",75,34.9,62838,50,"AverageDistanceafterGoingforitShot",2014
