"TotalDrivingEfficiency_RANKTHISWEEK_2009","TotalDrivingEfficiency_RANKLASTWEEK_2009","TotalDrivingEfficiency_PLAYERNAME_2009","TotalDrivingEfficiency_ROUNDS_2009","TotalDrivingEfficiency_COMBINEDRANK_2009","TotalDrivingEfficiency_CARRYEFFICIENCYRANK_2009","TotalDrivingEfficiency_TOTALDISTEFFICRANK_2009","stat_name","year"
139,139,"David Duval",56,265,99,166,"TotalDrivingEfficiency",2009
141,141,"Brad Adamonis",70,270,152,118,"TotalDrivingEfficiency",2009
141,141,"Briny Baird",89,270,114,156,"TotalDrivingEfficiency",2009
143,143,"Steve Flesch",77,280,158,122,"TotalDrivingEfficiency",2009
144,144,"Gary Woodland",53,284,118,166,"TotalDrivingEfficiency",2009
145,145,"Jim Furyk",86,285,138,147,"TotalDrivingEfficiency",2009
146,146,"Nathan Green",104,288,148,140,"TotalDrivingEfficiency",2009
147,147,"Ryuji Imada",85,289,154,135,"TotalDrivingEfficiency",2009
148,148,"Brad Faxon",59,290,180,110,"TotalDrivingEfficiency",2009
148,148,"Jimmy Walker",74,290,107,183,"TotalDrivingEfficiency",2009
150,150,"Scott Sterling",51,292,178,114,"TotalDrivingEfficiency",2009
151,151,"Eric Axley",71,296,163,133,"TotalDrivingEfficiency",2009
151,151,"Greg Owen",97,296,138,158,"TotalDrivingEfficiency",2009
151,151,"Chris Riley",77,296,170,126,"TotalDrivingEfficiency",2009
154,154,"Lee Janzen",74,297,142,155,"TotalDrivingEfficiency",2009
155,155,"Jarrod Lyle",65,298,128,170,"TotalDrivingEfficiency",2009
156,156,"YE Yang",83,299,151,148,"TotalDrivingEfficiency",2009
157,157,"Greg Chalmers",85,301,144,157,"TotalDrivingEfficiency",2009
158,158,"Jason Dufner",90,306,172,134,"TotalDrivingEfficiency",2009
159,159,"Tiger Woods",64,307,136,171,"TotalDrivingEfficiency",2009
160,160,"Derek Fathauer",63,308,132,176,"TotalDrivingEfficiency",2009
160,160,"Corey Pavin",73,308,179,129,"TotalDrivingEfficiency",2009
162,162,"Jeff Overton",92,309,161,148,"TotalDrivingEfficiency",2009
163,163,"Nick Watney",86,310,146,164,"TotalDrivingEfficiency",2009
164,164,"Retief Goosen",74,316,136,180,"TotalDrivingEfficiency",2009
165,165,"James Nitties",86,318,166,152,"TotalDrivingEfficiency",2009
166,166,"Dean Wilson",81,319,159,160,"TotalDrivingEfficiency",2009
167,167,"Tom Lehman",55,320,168,152,"TotalDrivingEfficiency",2009
168,168,"JJ Henry",97,321,148,173,"TotalDrivingEfficiency",2009
169,169,"Aaron Baddeley",66,323,142,181,"TotalDrivingEfficiency",2009
169,169,"John Senden",100,323,152,171,"TotalDrivingEfficiency",2009
171,171,"Ken Duke",87,326,181,145,"TotalDrivingEfficiency",2009
172,172,"Scott McCarron",91,328,154,174,"TotalDrivingEfficiency",2009
173,173,"Charles Howell III",99,329,177,152,"TotalDrivingEfficiency",2009
174,174,"Charlie Wi",92,330,171,159,"TotalDrivingEfficiency",2009
175,175,"Bill Haas",91,332,156,176,"TotalDrivingEfficiency",2009
176,176,"Kevin Na",91,338,173,165,"TotalDrivingEfficiency",2009
177,177,"Ricky Barnes",67,343,175,168,"TotalDrivingEfficiency",2009
177,177,"Sergio Garcia",59,343,169,174,"TotalDrivingEfficiency",2009
179,179,"Stephen Ames",77,344,165,179,"TotalDrivingEfficiency",2009
180,180,"Michael Allen",73,346,184,162,"TotalDrivingEfficiency",2009
181,181,"Kris Blanks",60,350,174,176,"TotalDrivingEfficiency",2009
182,182,"Bart Bryant",58,352,183,169,"TotalDrivingEfficiency",2009
183,183,"Joe Durant",62,357,175,182,"TotalDrivingEfficiency",2009
184,184,"Bob Estes",78,366,182,184,"TotalDrivingEfficiency",2009
