"DrivingDistanceAllDrives_RANKTHISWEEK_2015","DrivingDistanceAllDrives_RANKLASTWEEK_2015","DrivingDistanceAllDrives_PLAYERNAME_2015","DrivingDistanceAllDrives_ROUNDS_2015","DrivingDistanceAllDrives_ALLDRIVES_2015","DrivingDistanceAllDrives_TOTALDISTANCE_2015","DrivingDistanceAllDrives_OFDRIVES_2015","stat_name","year"
30,30,"Morgan Hoffmann",85,288.1,277681,964,"DrivingDistanceAllDrives",2015
31,31,"Martin Flores",95,287.7,317023,1102,"DrivingDistanceAllDrives",2015
32,32,"Hideki Matsuyama",95,287.4,282787,984,"DrivingDistanceAllDrives",2015
32,32,"Louis Oosthuizen",68,287.4,188519,656,"DrivingDistanceAllDrives",2015
32,32,"Scott Piercy",90,287.4,333382,1160,"DrivingDistanceAllDrives",2015
35,35,"Derek Ernst",75,287.3,252238,878,"DrivingDistanceAllDrives",2015
35,35,"Robert Streb",110,287.3,387246,1348,"DrivingDistanceAllDrives",2015
37,37,"Billy Horschel",99,287.2,294058,1024,"DrivingDistanceAllDrives",2015
38,38,"Daniel Berger",97,287,332677,1159,"DrivingDistanceAllDrives",2015
39,39,"Lucas Glover",79,286.7,287275,1002,"DrivingDistanceAllDrives",2015
39,39,"Matt Jones",89,286.7,269491,940,"DrivingDistanceAllDrives",2015
39,39,"Jhonattan Vegas",90,286.7,288118,1005,"DrivingDistanceAllDrives",2015
42,42,"Shawn Stefani",94,286.6,351389,1226,"DrivingDistanceAllDrives",2015
43,43,"Roger Sloan",56,286.3,160043,559,"DrivingDistanceAllDrives",2015
43,43,"Jordan Spieth",91,286.3,263387,920,"DrivingDistanceAllDrives",2015
43,43,"Nick Taylor",91,286.3,332362,1161,"DrivingDistanceAllDrives",2015
46,46,"Harris English",105,286.2,350882,1226,"DrivingDistanceAllDrives",2015
46,46,"Martin Laird",77,286.2,290804,1016,"DrivingDistanceAllDrives",2015
48,48,"Max Homa",78,286.1,247467,865,"DrivingDistanceAllDrives",2015
48,48,"Patrick Reed",103,286.1,303838,1062,"DrivingDistanceAllDrives",2015
48,48,"Lee Westwood",56,286.1,127012,444,"DrivingDistanceAllDrives",2015
51,51,"Greg Owen",58,285.8,159743,559,"DrivingDistanceAllDrives",2015
51,51,"Cameron Percy",72,285.8,231814,811,"DrivingDistanceAllDrives",2015
53,53,"Scott Stallings",60,285.7,195999,686,"DrivingDistanceAllDrives",2015
54,54,"Tom Hoge",83,285.3,259342,909,"DrivingDistanceAllDrives",2015
54,54,"Geoff Ogilvy",50,285.3,140949,494,"DrivingDistanceAllDrives",2015
56,56,"Paul Casey",87,285.2,251305,881,"DrivingDistanceAllDrives",2015
57,57,"Boo Weekley",79,285,266175,934,"DrivingDistanceAllDrives",2015
58,58,"James Hahn",94,284.8,310439,1090,"DrivingDistanceAllDrives",2015
58,58,"Andres Romero",69,284.8,214135,752,"DrivingDistanceAllDrives",2015
60,60,"Jamie Donaldson",50,284.7,126987,446,"DrivingDistanceAllDrives",2015
60,60,"Seung Yul Noh",65,284.7,216395,760,"DrivingDistanceAllDrives",2015
60,60,"Nick Watney",91,284.7,321157,1128,"DrivingDistanceAllDrives",2015
63,63,"Alex Prugh",84,284.5,285624,1004,"DrivingDistanceAllDrives",2015
64,64,"Kevin Streelman",95,284.3,290006,1020,"DrivingDistanceAllDrives",2015
65,65,"Kevin Chappell",86,284.2,297822,1048,"DrivingDistanceAllDrives",2015
66,66,"Ernie Els",57,284.1,154560,544,"DrivingDistanceAllDrives",2015
66,66,"Oscar Fraustro",58,284.1,158260,557,"DrivingDistanceAllDrives",2015
66,66,"Retief Goosen",81,284.1,236966,834,"DrivingDistanceAllDrives",2015
66,66,"Carl Pettersson",106,284.1,380402,1339,"DrivingDistanceAllDrives",2015
70,70,"Matt Kuchar",97,284,305557,1076,"DrivingDistanceAllDrives",2015
71,71,"Brian Harman",90,283.9,310573,1094,"DrivingDistanceAllDrives",2015
71,71,"Will Wilcox",58,283.9,161804,570,"DrivingDistanceAllDrives",2015
73,73,"Sam Saunders",83,283.8,248907,877,"DrivingDistanceAllDrives",2015
74,74,"Sangmoon Bae",98,283.5,349327,1232,"DrivingDistanceAllDrives",2015
74,74,"Sean OHair",86,283.5,319742,1128,"DrivingDistanceAllDrives",2015
74,74,"Hudson Swafford",97,283.5,328601,1159,"DrivingDistanceAllDrives",2015
77,77,"Chesson Hadley",101,283.4,352864,1245,"DrivingDistanceAllDrives",2015
78,78,"Matt Every",73,283.2,222593,786,"DrivingDistanceAllDrives",2015
78,78,"Marc Leishman",74,283.2,213501,754,"DrivingDistanceAllDrives",2015
80,80,"Camilo Villegas",83,283,294340,1040,"DrivingDistanceAllDrives",2015
81,81,"Davis Love III",51,282.9,166374,588,"DrivingDistanceAllDrives",2015
81,81,"John Senden",80,282.9,202541,716,"DrivingDistanceAllDrives",2015
83,83,"Andres Gonzales",90,282.8,299472,1059,"DrivingDistanceAllDrives",2015
83,83,"Jim Herman",88,282.8,304522,1077,"DrivingDistanceAllDrives",2015
83,83,"David Lingmerth",90,282.8,292387,1034,"DrivingDistanceAllDrives",2015
86,86,"Graham DeLaet",65,282.5,213027,754,"DrivingDistanceAllDrives",2015
87,87,"Bill Haas",89,282.4,280152,992,"DrivingDistanceAllDrives",2015
88,88,"Stewart Cink",77,282.3,259436,919,"DrivingDistanceAllDrives",2015
88,88,"Scott Pinckney",88,282.3,291337,1032,"DrivingDistanceAllDrives",2015
90,90,"Aaron Baddeley",76,282.2,260726,924,"DrivingDistanceAllDrives",2015
91,91,"JJ Henry",94,282.1,299067,1060,"DrivingDistanceAllDrives",2015
92,92,"Steve Wheatcroft",87,282,283104,1004,"DrivingDistanceAllDrives",2015
93,93,"Henrik Stenson",63,281.8,172484,612,"DrivingDistanceAllDrives",2015
94,94,"Bill Lunde",50,281.6,141352,502,"DrivingDistanceAllDrives",2015
94,94,"Webb Simpson",81,281.6,251785,894,"DrivingDistanceAllDrives",2015
96,96,"Rory Sabbatini",81,281.5,258987,920,"DrivingDistanceAllDrives",2015
97,97,"Derek Fathauer",81,281.4,259150,921,"DrivingDistanceAllDrives",2015
98,98,"Kyle Reifers",96,281.3,314191,1117,"DrivingDistanceAllDrives",2015
98,98,"Vijay Singh",78,281.3,270627,962,"DrivingDistanceAllDrives",2015
100,100,"Padraig Harrington",60,281.2,192365,684,"DrivingDistanceAllDrives",2015
100,100,"Byron Smith",59,281.2,168974,601,"DrivingDistanceAllDrives",2015
100,100,"Michael Thompson",83,281.2,294737,1048,"DrivingDistanceAllDrives",2015
103,103,"Andrew Svoboda",80,281.1,274901,978,"DrivingDistanceAllDrives",2015
103,103,"Johnson Wagner",68,281.1,224320,798,"DrivingDistanceAllDrives",2015
105,105,"Jason Gore",76,281,227862,811,"DrivingDistanceAllDrives",2015
106,106,"Michael Putnam",87,280.9,265690,946,"DrivingDistanceAllDrives",2015
106,106,"Chez Reavie",56,280.9,195772,697,"DrivingDistanceAllDrives",2015
108,108,"Scott Brown",97,280.8,317622,1131,"DrivingDistanceAllDrives",2015
109,109,"Jeff Overton",94,280.7,293091,1044,"DrivingDistanceAllDrives",2015
110,110,"Gonzalo Fdez Castano",81,280.6,246333,878,"DrivingDistanceAllDrives",2015
111,111,"Jonathan Randolph",72,280.5,219038,781,"DrivingDistanceAllDrives",2015
111,111,"Brandt Snedeker",98,280.5,293135,1045,"DrivingDistanceAllDrives",2015
113,113,"Adam Hadwin",95,280.4,316283,1128,"DrivingDistanceAllDrives",2015
114,114,"Blayne Barber",76,280.3,246104,878,"DrivingDistanceAllDrives",2015
115,115,"Eric Axley",57,280.1,168345,601,"DrivingDistanceAllDrives",2015
116,116,"Erik Compton",86,279.7,272946,976,"DrivingDistanceAllDrives",2015
116,116,"Ryo Ishikawa",90,279.7,292849,1047,"DrivingDistanceAllDrives",2015
118,118,"Kevin Kisner",104,279.6,366614,1311,"DrivingDistanceAllDrives",2015
118,118,"Bo Van Pelt",81,279.6,253631,907,"DrivingDistanceAllDrives",2015
120,120,"SJ Park",79,279.4,244781,876,"DrivingDistanceAllDrives",2015
121,121,"Jonas Blixt",78,279.3,202506,725,"DrivingDistanceAllDrives",2015
122,122,"Brice Garnett",81,279.2,249084,892,"DrivingDistanceAllDrives",2015
123,123,"Ben Martin",93,279,301904,1082,"DrivingDistanceAllDrives",2015
124,124,"Nicholas Thompson",90,278.8,271563,974,"DrivingDistanceAllDrives",2015
125,125,"John Peterson",84,278.7,298812,1072,"DrivingDistanceAllDrives",2015
126,126,"Brendon de Jonge",106,278.6,357146,1282,"DrivingDistanceAllDrives",2015
127,127,"John Merrick",78,278.4,225243,809,"DrivingDistanceAllDrives",2015
128,128,"Chris Kirk",76,277.8,218387,786,"DrivingDistanceAllDrives",2015
129,129,"Luke Guthrie",84,277.7,262985,947,"DrivingDistanceAllDrives",2015
129,129,"Troy Merritt",91,277.7,317123,1142,"DrivingDistanceAllDrives",2015
131,131,"Zach Johnson",90,277.6,272912,983,"DrivingDistanceAllDrives",2015
131,131,"Spencer Levin",99,277.6,321196,1157,"DrivingDistanceAllDrives",2015
133,133,"Fabian Gomez",83,277.4,267373,964,"DrivingDistanceAllDrives",2015
134,134,"Pat Perez",96,277.3,321658,1160,"DrivingDistanceAllDrives",2015
135,135,"Greg Chalmers",58,277.2,138588,500,"DrivingDistanceAllDrives",2015
136,136,"Russell Knox",96,277,336027,1213,"DrivingDistanceAllDrives",2015
137,137,"Daniel Summerhays",101,276.9,343601,1241,"DrivingDistanceAllDrives",2015
138,138,"Ryan Moore",81,276.8,236073,853,"DrivingDistanceAllDrives",2015
139,139,"Jason Dufner",76,276.7,184548,667,"DrivingDistanceAllDrives",2015
139,139,"Danny Lee",120,276.7,385761,1394,"DrivingDistanceAllDrives",2015
141,141,"Roberto Castro",54,276.6,138875,502,"DrivingDistanceAllDrives",2015
142,142,"Jonathan Byrd",69,276.5,196883,712,"DrivingDistanceAllDrives",2015
143,143,"Chad Campbell",97,276.4,350745,1269,"DrivingDistanceAllDrives",2015
144,144,"Whee Kim",71,276.3,216350,783,"DrivingDistanceAllDrives",2015
144,144,"Ian Poulter",68,276.3,184586,668,"DrivingDistanceAllDrives",2015
146,146,"Tyrone Van Aswegen",58,276.2,162147,587,"DrivingDistanceAllDrives",2015
147,147,"Jim Renner",68,276,216104,783,"DrivingDistanceAllDrives",2015
148,148,"Ricky Barnes",82,275.8,241870,877,"DrivingDistanceAllDrives",2015
148,148,"Jim Furyk",71,275.8,199714,724,"DrivingDistanceAllDrives",2015
150,150,"Francesco Molinari",56,275.6,164259,596,"DrivingDistanceAllDrives",2015
151,151,"Mark Hubbard",79,275.3,234574,852,"DrivingDistanceAllDrives",2015
152,152,"Alex Cejka",94,275.2,302717,1100,"DrivingDistanceAllDrives",2015
153,153,"Chris Stroud",84,274.8,261358,951,"DrivingDistanceAllDrives",2015
154,154,"Robert Allenby",63,274.7,195552,712,"DrivingDistanceAllDrives",2015
154,154,"Scott Langley",94,274.7,302452,1101,"DrivingDistanceAllDrives",2015
154,154,"George McNeill",93,274.7,341138,1242,"DrivingDistanceAllDrives",2015
157,157,"William McGirt",103,274.5,371937,1355,"DrivingDistanceAllDrives",2015
157,157,"Tim Wilkinson",73,274.5,222071,809,"DrivingDistanceAllDrives",2015
159,159,"Jason Bohn",95,274.4,332556,1212,"DrivingDistanceAllDrives",2015
159,159,"Ken Duke",93,274.4,298282,1087,"DrivingDistanceAllDrives",2015
159,159,"Kevin Na",98,274.4,271132,988,"DrivingDistanceAllDrives",2015
162,162,"Steven Alker",62,274.2,191414,698,"DrivingDistanceAllDrives",2015
163,163,"Mark Wilson",89,273.9,308968,1128,"DrivingDistanceAllDrives",2015
164,164,"David Hearn",97,273.8,324472,1185,"DrivingDistanceAllDrives",2015
165,165,"Cameron Tringale",96,273.6,300951,1100,"DrivingDistanceAllDrives",2015
166,166,"Brian Stuard",97,273,301069,1103,"DrivingDistanceAllDrives",2015
167,167,"Chad Collins",79,272.9,240165,880,"DrivingDistanceAllDrives",2015
168,168,"Colt Knost",90,272.3,280974,1032,"DrivingDistanceAllDrives",2015
168,168,"Andrew Putnam",68,272.3,205616,755,"DrivingDistanceAllDrives",2015
170,170,"KJ Choi",66,272.2,216706,796,"DrivingDistanceAllDrives",2015
170,170,"Brian Davis",86,272.2,268918,988,"DrivingDistanceAllDrives",2015
170,170,"Heath Slocum",57,272.2,148101,544,"DrivingDistanceAllDrives",2015
170,170,"Brendon Todd",96,272.2,289331,1063,"DrivingDistanceAllDrives",2015
174,174,"DA Points",72,272.1,219833,808,"DrivingDistanceAllDrives",2015
175,175,"Jerry Kelly",79,271.3,249869,921,"DrivingDistanceAllDrives",2015
176,176,"John Huh",102,271.1,336217,1240,"DrivingDistanceAllDrives",2015
177,177,"Luke Donald",71,270.5,203175,751,"DrivingDistanceAllDrives",2015
178,178,"Bryce Molder",91,269.7,289943,1075,"DrivingDistanceAllDrives",2015
179,179,"Zac Blair",108,269.5,331156,1229,"DrivingDistanceAllDrives",2015
180,180,"Ben Crane",62,268.7,195902,729,"DrivingDistanceAllDrives",2015
181,181,"David Toms",62,268.5,205678,766,"DrivingDistanceAllDrives",2015
182,182,"Billy Hurley III",83,268.4,235088,876,"DrivingDistanceAllDrives",2015
183,183,"Jon Curran",83,267.7,242235,905,"DrivingDistanceAllDrives",2015
183,183,"Justin Leonard",61,267.7,201598,753,"DrivingDistanceAllDrives",2015
