"ProximitytoHole_RANKTHISWEEK_2016","ProximitytoHole_RANKLASTWEEK_2016","ProximitytoHole_PLAYERNAME_2016","ProximitytoHole_ROUNDS_2016","ProximitytoHole_AVG_2016","ProximitytoHole_TOTALDISTANCEFEET_2016","ProximitytoHole_OFATTEMPTS_2016","ProximitytoHole_GIRRANK_2016","stat_name","year"
34,16,"Hideki Matsuyama",40,NA,16515.667,462,13,"ProximitytoHole",2016
34,19,"Martin Piller",37,NA,16512.75,462,110,"ProximitytoHole",2016
34,28,"Webb Simpson",34,NA,17699.333,495,144,"ProximitytoHole",2016
39,56,"John Huh",51,NA,28228.167,787,74,"ProximitytoHole",2016
39,63,"Greg Owen",56,NA,27539.25,769,19,"ProximitytoHole",2016
39,78,"DA Points",32,NA,12792.667,357,148,"ProximitytoHole",2016
39,31,"Cameron Smith",45,NA,16679.75,466,176,"ProximitytoHole",2016
43,42,"Thomas Aiken",42,NA,16710.417,465,7,"ProximitytoHole",2016
43,24,"Tyler Aldridge",53,NA,26447.417,736,94,"ProximitytoHole",2016
43,57,"Wes Roach",33,NA,13436.333,374,130,"ProximitytoHole",2016
43,45,"Nick Taylor",57,NA,28353.5,789,100,"ProximitytoHole",2016
43,33,"Boo Weekley",53,NA,26137,728,80,"ProximitytoHole",2016
48,61,"Chris Kirk",51,NA,25254.833,701,106,"ProximitytoHole",2016
48,28,"Kevin Kisner",49,NA,20864.75,579,43,"ProximitytoHole",2016
50,33,"Jim Herman",55,NA,24416.333,676,50,"ProximitytoHole",2016
51,31,"Alex Cejka",47,NA,20090.5,556,49,"ProximitytoHole",2016
51,42,"Kevin Chappell",49,NA,25869.25,716,60,"ProximitytoHole",2016
51,37,"Graham DeLaet",50,NA,27251.333,754,17,"ProximitytoHole",2016
51,26,"Kelly Kraft",35,NA,12920.667,357,35,"ProximitytoHole",2016
51,57,"Will Ma Kenzie",54,NA,25876.333,715,57,"ProximitytoHole",2016
51,50,"Kevin Streelman",46,NA,20015.667,553,18,"ProximitytoHole",2016
57,65,"Abraham Ancer",26,NA,10366.417,286,200,"ProximitytoHole",2016
57,72,"Luke Donald",49,NA,21433.417,591,85,"ProximitytoHole",2016
57,65,"Ryan Palmer",46,NA,27156.583,749,45,"ProximitytoHole",2016
60,50,"Dawie van der Walt",48,NA,22177.167,610,70,"ProximitytoHole",2016
61,65,"Stuart Appleby",39,NA,23502.167,645,185,"ProximitytoHole",2016
61,37,"Emiliano Grillo",47,NA,22689.75,623,33,"ProximitytoHole",2016
61,73,"Dustin Johnson",37,NA,13050.417,358,73,"ProximitytoHole",2016
61,50,"Shane Lowry",35,NA,12930.917,355,148,"ProximitytoHole",2016
61,54,"Brett Stegmaier",57,NA,30548.917,838,87,"ProximitytoHole",2016
66,63,"Zac Blair",56,NA,27490.25,753,175,"ProximitytoHole",2016
66,74,"Jon Curran",55,NA,26137.25,716,174,"ProximitytoHole",2016
66,74,"Bryce Molder",50,NA,25430.833,697,157,"ProximitytoHole",2016
66,74,"Kevin Na",52,NA,21584.167,592,40,"ProximitytoHole",2016
70,81,"Charlie Beljan",26,NA,11147.167,304,189,"ProximitytoHole",2016
70,65,"Paul Casey",39,NA,14990.333,409,20,"ProximitytoHole",2016
70,65,"Tyrone Van Aswegen",67,NA,34128.75,930,128,"ProximitytoHole",2016
73,57,"Ricky Barnes",57,NA,28996.75,789,118,"ProximitytoHole",2016
73,83,"Luke Guthrie",31,NA,13718.583,373,141,"ProximitytoHole",2016
73,83,"Michael Kim",62,NA,33516,912,173,"ProximitytoHole",2016
73,61,"William McGirt",54,NA,31651.083,861,44,"ProximitytoHole",2016
73,97,"Ryan Moore",40,NA,17674.75,481,81,"ProximitytoHole",2016
73,83,"Steve Stricker",25,NA,13747.75,374,190,"ProximitytoHole",2016
79,91,"Lucas Lee",22,NA,9917.917,269,192,"ProximitytoHole",2016
79,57,"Kyle Reifers",63,NA,31711,861,53,"ProximitytoHole",2016
79,65,"Justin Thomas",53,NA,24407.667,662,69,"ProximitytoHole",2016
79,91,"DJ Trahan",23,NA,7297.75,198,76,"ProximitytoHole",2016
83,95,"Branden Grace",31,NA,11848.583,321,23,"ProximitytoHole",2016
83,95,"Marc Leishman",41,NA,16458.167,446,93,"ProximitytoHole",2016
83,91,"David Lingmerth",54,NA,23764.25,644,85,"ProximitytoHole",2016
86,65,"Davis Love III",40,NA,21707.667,587,131,"ProximitytoHole",2016
86,97,"Carl Pettersson",31,NA,18564.083,502,206,"ProximitytoHole",2016
88,101,"Miguel Angel Carballo",24,NA,9313.25,251,161,"ProximitytoHole",2016
88,101,"Jason Dufner",53,NA,23160.417,625,27,"ProximitytoHole",2016
88,37,"Robert Garrigus",34,NA,15280,412,61,"ProximitytoHole",2016
91,78,"Mark Hubbard",73,NA,39154.583,1054,121,"ProximitytoHole",2016
91,105,"Smylie Kaufman",57,NA,27374.5,737,34,"ProximitytoHole",2016
91,78,"Martin Laird",46,NA,25194,678,113,"ProximitytoHole",2016
91,105,"Andrew Landry",24,NA,7922.75,213,116,"ProximitytoHole",2016
91,74,"Francesco Molinari",36,NA,22024.25,593,179,"ProximitytoHole",2016
96,83,"Roberto Castro",55,NA,30654.5,823,21,"ProximitytoHole",2016
96,81,"Geoff Ogilvy",37,NA,19988.75,537,181,"ProximitytoHole",2016
96,110,"Brandt Snedeker",47,NA,22512.083,604,98,"ProximitytoHole",2016
96,111,"Mark Wilson",42,NA,23389.417,628,126,"ProximitytoHole",2016
100,97,"Daniel Berger",52,NA,23886.417,640,62,"ProximitytoHole",2016
100,97,"Jason Kokrak",52,NA,27412.25,734,74,"ProximitytoHole",2016
100,111,"Danny Lee",53,NA,23992.583,642,107,"ProximitytoHole",2016
100,83,"Scott Stallings",46,NA,25267.417,677,120,"ProximitytoHole",2016
104,114,"Louis Oosthuizen",25,NA,6587.583,176,29,"ProximitytoHole",2016
105,101,"Chad Campbell",54,NA,28934.333,771,46,"ProximitytoHole",2016
105,114,"Will Wilcox",47,NA,26219.083,699,169,"ProximitytoHole",2016
107,83,"Erik Compton",45,NA,21572.167,573,198,"ProximitytoHole",2016
108,105,"Bronson Burgoon",53,NA,25798.167,683,83,"ProximitytoHole",2016
108,126,"Stewart Cink",45,NA,22331.75,592,15,"ProximitytoHole",2016
108,126,"Brice Garnett",29,NA,10150.417,269,38,"ProximitytoHole",2016
108,126,"Seung Yul Noh",54,NA,29671,786,97,"ProximitytoHole",2016
108,126,"Jordan Spieth",34,NA,13413.75,355,152,"ProximitytoHole",2016
113,111,"Derek Fathauer",58,NA,28970.25,766,178,"ProximitytoHole",2016
113,134,"Charley Hoffman",49,NA,24294.583,642,151,"ProximitytoHole",2016
115,126,"Fabian Gomez",49,NA,28386.583,748,55,"ProximitytoHole",2016
115,105,"Patton Kizzire",57,NA,29923.25,790,117,"ProximitytoHole",2016
115,101,"Ben Martin",48,NA,27176,716,65,"ProximitytoHole",2016
115,136,"Pat Perez",28,NA,11480.75,303,79,"ProximitytoHole",2016
115,136,"Charl Schwartzel",29,NA,13638.25,360,11,"ProximitytoHole",2016
115,83,"John Senden",48,NA,27129.5,715,78,"ProximitytoHole",2016
115,122,"Gary Woodland",45,NA,23717.417,625,29,"ProximitytoHole",2016
122,136,"James Hahn",45,NA,25208.25,663,115,"ProximitytoHole",2016
122,83,"Henrik Stenson",30,NA,12070.833,318,8,"ProximitytoHole",2016
124,119,"Blayne Barber",44,NA,25915.5,680,137,"ProximitytoHole",2016
124,140,"Ben Crane",48,NA,25165.5,661,159,"ProximitytoHole",2016
124,122,"Brendon de Jonge",55,NA,26434.667,694,58,"ProximitytoHole",2016
124,143,"Adam Hadwin",53,NA,32047.167,841,65,"ProximitytoHole",2016
124,143,"Freddie Jacobson",54,NA,26567.75,698,128,"ProximitytoHole",2016
124,114,"Sean OHair",45,NA,27250.667,715,82,"ProximitytoHole",2016
130,149,"Brooks Koepka",39,NA,19173.25,502,39,"ProximitytoHole",2016
130,140,"DH Lee",35,NA,16185.667,424,203,"ProximitytoHole",2016
130,105,"Rory McIlroy",37,NA,14850.333,389,32,"ProximitytoHole",2016
130,91,"Brendan Steele",48,NA,25897.917,679,22,"ProximitytoHole",2016
134,119,"Chesson Hadley",51,NA,25881.333,676,122,"ProximitytoHole",2016
134,152,"Billy Horschel",45,NA,23222.083,607,77,"ProximitytoHole",2016
134,126,"Steve Marino",40,NA,18416.5,481,102,"ProximitytoHole",2016
134,114,"Robert Streb",51,NA,22665.167,592,125,"ProximitytoHole",2016
138,158,"Sergio Garcia",28,NA,8901.333,232,4,"ProximitytoHole",2016
138,143,"Peter Malnati",53,NA,28724.833,750,160,"ProximitytoHole",2016
138,119,"George McNeill",33,NA,19223.667,502,193,"ProximitytoHole",2016
138,126,"Chris Stroud",52,NA,28201.417,736,99,"ProximitytoHole",2016
138,126,"Camilo Villegas",50,NA,28834,753,168,"ProximitytoHole",2016
143,136,"Patrick Reed",53,NA,21997.667,572,119,"ProximitytoHole",2016
144,162,"Rhein Gibson",36,NA,17937.167,466,72,"ProximitytoHole",2016
144,122,"Johnson Wagner",44,NA,23465.75,610,25,"ProximitytoHole",2016
146,152,"Derek Ernst",36,NA,15232.417,395,91,"ProximitytoHole",2016
146,143,"Cameron Tringale",47,NA,27523.25,714,94,"ProximitytoHole",2016
148,166,"Aaron Baddeley",51,NA,24857.5,643,169,"ProximitytoHole",2016
148,114,"Rickie Fowler",42,NA,21873.25,566,5,"ProximitytoHole",2016
150,149,"Robert Allenby",35,NA,17278.833,446,183,"ProximitytoHole",2016
150,152,"Scott Brown",59,NA,27801,718,146,"ProximitytoHole",2016
150,161,"Brian Harman",60,NA,32362.667,836,155,"ProximitytoHole",2016
150,140,"Patrick Rodgers",49,NA,27058.417,699,16,"ProximitytoHole",2016
150,170,"Bernd Wiesberger",23,NA,8363.667,216,6,"ProximitytoHole",2016
155,152,"Andrew Loupe",50,NA,28358.417,730,147,"ProximitytoHole",2016
155,143,"Jeff Overton",51,NA,30661.083,789,137,"ProximitytoHole",2016
157,158,"Charles Howell III",63,NA,34887.167,897,36,"ProximitytoHole",2016
158,134,"Tony Finau",49,NA,25528.417,654,136,"ProximitytoHole",2016
158,166,"Morgan Hoffmann",43,NA,24408.333,626,169,"ProximitytoHole",2016
158,163,"Shawn Stefani",45,NA,24461,627,143,"ProximitytoHole",2016
158,176,"Jimmy Walker",43,NA,22387.833,574,104,"ProximitytoHole",2016
158,170,"Steve Wheatcroft",53,NA,29070.583,746,195,"ProximitytoHole",2016
163,163,"Harris English",51,NA,23661.333,605,84,"ProximitytoHole",2016
163,179,"Brian Gay",22,NA,12534.667,321,207,"ProximitytoHole",2016
163,163,"Bill Haas",42,NA,19581.5,501,52,"ProximitytoHole",2016
163,170,"Jamie Lovemark",57,NA,35001.167,896,87,"ProximitytoHole",2016
163,173,"Vijay Singh",42,NA,25707.417,658,187,"ProximitytoHole",2016
163,125,"Harold Varner III",58,NA,34131.167,874,91,"ProximitytoHole",2016
169,143,"Byeong Hun An",23,NA,8975.083,229,103,"ProximitytoHole",2016
169,166,"Chad Collins",45,NA,25110.417,641,194,"ProximitytoHole",2016
171,176,"Andres Gonzales",46,NA,23867,608,158,"ProximitytoHole",2016
172,152,"Phil Mickelson",37,NA,18828.583,479,105,"ProximitytoHole",2016
172,152,"Sam Saunders",40,NA,18235.917,464,156,"ProximitytoHole",2016
174,187,"Scott Piercy",45,NA,19785.417,502,28,"ProximitytoHole",2016
175,176,"Jonas Blixt",46,NA,25947.333,657,191,"ProximitytoHole",2016
175,158,"Justin Rose",35,NA,17613.917,446,9,"ProximitytoHole",2016
177,182,"Matt Every",34,NA,20342.583,514,167,"ProximitytoHole",2016
177,184,"Padraig Harrington",38,NA,22583,571,145,"ProximitytoHole",2016
177,184,"JJ Henry",44,NA,28366.333,717,65,"ProximitytoHole",2016
177,179,"Hiroshi Iwata",51,NA,23948.5,605,204,"ProximitytoHole",2016
177,187,"Luke List",51,NA,27613.333,698,63,"ProximitytoHole",2016
182,184,"Ian Poulter",37,NA,16145.5,407,184,"ProximitytoHole",2016
183,199,"Angel Cabrera",42,NA,22727.917,572,177,"ProximitytoHole",2016
183,182,"Scott Pinckney",53,NA,27761.333,698,24,"ProximitytoHole",2016
183,192,"Andy Sullivan",25,NA,11327.917,285,133,"ProximitytoHole",2016
186,181,"Sung Kang",51,NA,29128.75,732,137,"ProximitytoHole",2016
186,195,"Troy Merritt",41,NA,20635.75,518,163,"ProximitytoHole",2016
186,166,"Daniel Summerhays",55,NA,30716.167,771,165,"ProximitytoHole",2016
189,190,"Retief Goosen",37,NA,22847,572,180,"ProximitytoHole",2016
189,191,"Whee Kim",54,NA,29036.417,728,135,"ProximitytoHole",2016
189,195,"Brendon Todd",43,NA,24265.75,608,205,"ProximitytoHole",2016
192,192,"Si Woo Kim",63,NA,37310.667,932,153,"ProximitytoHole",2016
193,197,"Matt Jones",45,NA,20056.833,500,126,"ProximitytoHole",2016
194,175,"Jhonattan Vegas",49,NA,25880.583,644,10,"ProximitytoHole",2016
195,198,"Jason Day",36,NA,15690.5,390,51,"ProximitytoHole",2016
195,192,"Jamie Donaldson",28,NA,15013.583,373,182,"ProximitytoHole",2016
195,149,"JB Holmes",39,NA,20036.417,498,100,"ProximitytoHole",2016
198,187,"Carlos Ortiz",47,NA,24536.5,608,132,"ProximitytoHole",2016
199,201,"Rory Sabbatini",40,NA,18316.583,449,161,"ProximitytoHole",2016
200,201,"Hunter Mahan",43,NA,22506.333,550,166,"ProximitytoHole",2016
201,203,"Steven Bowditch",40,NA,20582.167,496,201,"ProximitytoHole",2016
201,204,"Anirban Lahiri",44,NA,19251.083,464,172,"ProximitytoHole",2016
203,199,"Scott Langley",41,NA,23154.25,556,134,"ProximitytoHole",2016
204,204,"Ollie Schniederjans",23,NA,14246,341,107,"ProximitytoHole",2016
205,207,"Andres Romero",22,NA,9855.083,232,154,"ProximitytoHole",2016
206,206,"Ernie Els",34,NA,21209.583,497,199,"ProximitytoHole",2016
207,208,"Matthew Fitzpatrick",23,NA,9576.333,212,41,"ProximitytoHole",2016
