"ofPotentialPtswonFedExCupRegularSeason_RANKTHISWEEK_2012","ofPotentialPtswonFedExCupRegularSeason_RANKLASTWEEK_2012","ofPotentialPtswonFedExCupRegularSeason_PLAYERNAME_2012","ofPotentialPtswonFedExCupRegularSeason_EVENTS_2012","ofPotentialPtswonFedExCupRegularSeason_Pct_2012","ofPotentialPtswonFedExCupRegularSeason_POINTSWON_2012","ofPotentialPtswonFedExCupRegularSeason_POTENTIALPTS_2012","ofPotentialPtswonFedExCupRegularSeason_OFWINS_2012","ofPotentialPtswonFedExCupRegularSeason_OFTOP10S_2012","stat_name","year"
27,27,"Bill Haas",23,11.09,1181,10650,1,3,"ofPotentialPtswonFedExCupRegularSeason",2012
28,28,"Bo Van Pelt",24,11.03,1175,10650,NA,8,"ofPotentialPtswonFedExCupRegularSeason",2012
29,29,"Scott Piercy",28,11.01,1304,11850,1,3,"ofPotentialPtswonFedExCupRegularSeason",2012
30,30,"Ian Poulter",15,10.49,698,6650,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2012
31,31,"Willie Wood",1,10.4,26,250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
32,32,"Johnson Wagner",27,10.05,1181,11750,1,4,"ofPotentialPtswonFedExCupRegularSeason",2012
33,33,"Dicky Pride",19,9.77,586,6000,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2012
34,34,"John Huh",28,9.72,1123,11550,1,4,"ofPotentialPtswonFedExCupRegularSeason",2012
35,35,"Marc Leishman",23,9.69,1003,10350,1,2,"ofPotentialPtswonFedExCupRegularSeason",2012
36,36,"Martin Laird",22,9.62,976,10150,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2012
37,37,"Kyle Stanley",27,9.31,1177,12650,1,2,"ofPotentialPtswonFedExCupRegularSeason",2012
38,38,"John Senden",22,8.98,867,9650,NA,5,"ofPotentialPtswonFedExCupRegularSeason",2012
39,39,"Mark Wilson",25,8.84,986,11150,1,2,"ofPotentialPtswonFedExCupRegularSeason",2012
40,40,"Ben Crane",23,8.53,849,9950,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2012
41,41,"Charlie Wi",25,8.34,901,10800,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2012
42,42,"Padraig Harrington",18,8.33,646,7750,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2012
43,43,"Tim Clark",20,8.32,707,8500,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2012
44,44,"Bud Cauley",28,7.87,902,11450,NA,5,"ofPotentialPtswonFedExCupRegularSeason",2012
45,45,"Kevin Na",25,7.81,866,11100,NA,6,"ofPotentialPtswonFedExCupRegularSeason",2012
46,46,"Matt Every",25,7.73,711,9200,NA,5,"ofPotentialPtswonFedExCupRegularSeason",2012
47,47,"Ryan Palmer",24,7.6,745,9800,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2012
48,48,"Brett Quigley",1,7.4,37,500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
49,49,"Charl Schwartzel",16,7.36,519,7050,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2012
50,50,"Len Mattiace",1,7.3,18,250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
51,51,"Jonathan Byrd",21,7.21,732,10150,NA,5,"ofPotentialPtswonFedExCupRegularSeason",2012
52,52,"John Rollins",26,7.01,732,10450,NA,5,"ofPotentialPtswonFedExCupRegularSeason",2012
53,53,"Seung Yul Noh",28,6.98,827,11850,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2012
54,54,"David Toms",19,6.88,623,9050,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2012
55,55,"Geoff Ogilvy",20,6.82,624,9150,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
56,56,"Corey Pavin",2,6.7,67,1000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
57,57,"Brendon de Jonge",31,6.68,815,12200,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2012
58,58,"Henrik Stenson",15,6.63,394,5950,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
59,59,"Sean OHair",24,6.57,644,9800,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2012
60,60,"Ryan Moore",24,6.55,635,9700,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2012
61,61,"Jimmy Walker",28,6.52,763,11700,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2012
62,62,"Nick Watney",26,6.51,726,11150,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2012
63,63,"Jonas Blixt",21,6.49,470,7250,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2012
64,64,"Cameron Tringale",26,6.44,689,10700,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2012
65,65,"DA Points",29,6.38,714,11200,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2012
66,66,"Ken Duke",30,6.36,776,12200,NA,6,"ofPotentialPtswonFedExCupRegularSeason",2012
67,67,"Brian Davis",29,6.35,728,11450,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2012
68,68,"Kevin Stadler",25,6.29,620,9850,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2012
69,69,"Aaron Baddeley",22,6.26,635,10150,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2012
70,70,"Ted Potter Jr",25,6.16,647,10500,1,1,"ofPotentialPtswonFedExCupRegularSeason",2012
71,71,"Freddie Jacobson",17,6.14,500,8150,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
72,72,"Jarrod Lyle",7,6.13,199,3250,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
73,73,"Pat Perez",23,6.06,603,9950,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
74,74,"Vijay Singh",27,6.05,669,11050,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2012
75,75,"Spencer Levin",26,5.98,735,12300,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2012
76,76,"Daniel Summerhays",26,5.97,567,9500,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2012
77,77,"Michael Thompson",25,5.95,634,10650,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2012
78,78,"JB Holmes",25,5.92,568,9600,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2012
79,79,"Jason Day",17,5.91,417,7050,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2012
80,80,"KJ Choi",21,5.88,597,10150,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2012
81,81,"JJ Henry",28,5.84,713,12200,1,3,"ofPotentialPtswonFedExCupRegularSeason",2012
82,82,"Jeff Overton",29,5.82,667,11450,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2012
83,83,"George McNeill",25,5.73,599,10450,1,1,"ofPotentialPtswonFedExCupRegularSeason",2012
84,84,"Chris Kirk",27,5.69,574,10100,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2012
85,85,"Charles Howell III",29,5.64,666,11800,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
86,86,"Davis Love III",20,5.61,443,7900,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2012
87,87,"Andres Romero",22,5.51,506,9200,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2012
88,88,"Charley Hoffman",27,5.49,628,11450,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2012
89,89,"John Merrick",26,5.39,572,10600,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2012
90,90,"Greg Owen",27,5.37,556,10350,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2012
91,91,"Tom Gillis",23,5.33,511,9600,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
92,92,"John Mallinger",25,5.25,543,10350,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2012
93,93,"Troy Matteson",32,5.22,662,12700,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2012
93,93,"Rory Sabbatini",29,5.22,602,11550,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2012
95,95,"Greg Chalmers",25,5.14,589,11450,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
96,96,"Fred Couples",4,5.13,108,2100,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
97,97,"Guy Boros",2,5.1,26,500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
98,98,"William McGirt",30,5.08,602,11850,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2012
99,99,"Retief Goosen",12,5.03,330,6550,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2012
100,100,"John Daly",15,5.01,298,5950,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
100,100,"Scott Stallings",27,5.01,554,11050,1,2,"ofPotentialPtswonFedExCupRegularSeason",2012
102,102,"Bryce Molder",25,4.98,495,9950,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
103,103,"Sangmoon Bae",25,4.97,604,12150,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2012
103,103,"Roberto Castro",27,4.97,477,9600,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
105,105,"Will Claxton",28,4.93,530,10750,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2012
106,106,"Harris English",27,4.9,549,11200,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2012
107,107,"Lee Janzen",12,4.87,219,4500,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
108,108,"Billy Horschel",17,4.81,289,6000,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
109,109,"Martin Flores",30,4.79,556,11600,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2012
110,110,"Chad Campbell",27,4.72,517,10950,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2012
111,111,"Bob Estes",23,4.67,458,9800,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
112,112,"Blake Adams",32,4.5,599,13300,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2012
113,113,"Graham DeLaet",23,4.48,441,9850,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2012
114,114,"Joe Durant",14,4.45,205,4600,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
114,114,"Troy Kelly",23,4.45,394,8850,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
116,116,"Chris Stroud",28,4.32,484,11200,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2012
117,117,"Ricky Barnes",28,4.31,489,11350,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
118,118,"Mark Calcavecchia",3,4.27,68,1600,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
118,118,"Josh Teater",30,4.27,506,11850,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2012
120,120,"Harrison Frazar",20,4.2,387,9200,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2012
121,121,"Brian Harman",30,4.13,493,11950,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
122,122,"David Hearn",28,4.07,432,10600,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
123,123,"Boo Weekley",25,4.05,365,9000,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2012
124,124,"Alex Cejka",12,4.04,166,4100,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
125,125,"Gary Christian",28,4.02,422,10500,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
126,126,"Glen Day",3,3.98,40,1000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
127,127,"Duffy Waldorf",11,3.96,168,4250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
128,128,"Brian Gay",28,3.91,424,10850,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2012
128,128,"Trevor Immelman",24,3.91,411,10500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
130,130,"Jerry Kelly",26,3.9,385,9850,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
130,130,"Jeff Maggert",27,3.9,433,11100,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
130,130,"Rod Pampling",26,3.9,398,10200,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
133,133,"Kevin Streelman",26,3.87,424,10950,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2012
134,134,"Michael Allen",3,3.81,52,1350,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
135,135,"Robert Allenby",27,3.76,417,11100,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2012
136,136,"James Driscoll",27,3.73,408,10950,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2012
137,137,"Kevin Chappell",29,3.71,447,12050,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
138,138,"Steve Lowery",1,3.7,9,250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
139,139,"Chris Riley",12,3.61,144,4000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
140,140,"Skip Kendall",5,3.55,71,2000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
141,141,"Billy Mayfair",28,3.54,393,11100,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
142,142,"Tommy Gainey",32,3.45,464,13450,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
143,143,"Brendan Steele",24,3.44,334,9700,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2012
144,144,"Robert Karlsson",17,3.41,239,7000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
145,145,"Colt Knost",29,3.4,390,11450,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2012
145,145,"Jhonattan Vegas",25,3.4,361,10600,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2012
147,147,"Kenny Perry",5,3.38,85,2500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
148,148,"Jason Bohn",28,3.34,363,10850,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2012
149,149,"Todd Hamilton",10,3.3,110,3350,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
150,150,"Heath Slocum",29,3.29,365,11100,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
150,150,"YE Yang",20,3.29,351,10650,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
152,152,"Stewart Cink",22,3.18,310,9750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
153,153,"Gary Woodland",22,3.17,321,10100,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
154,154,"Vaughn Taylor",26,3.12,312,10000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
155,155,"Erik Compton",26,3.11,311,10000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
156,156,"Gene Sauers",2,3.1,16,500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
157,157,"Nathan Green",22,3.06,245,8000,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
158,158,"Stuart Appleby",24,3.02,287,9500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
159,159,"Bill Lunde",25,2.99,294,9850,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
160,160,"Tom Lehman",2,2.97,25,850,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
161,161,"Tim Herron",27,2.96,339,11450,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
162,162,"Rich Beem",10,2.94,113,3850,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
163,163,"Richard Lee",24,2.91,262,9000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
164,164,"Kyle Reifers",27,2.89,311,10750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
165,165,"Bobby Gates",29,2.87,338,11750,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
166,166,"Brandt Jobe",18,2.85,245,8600,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
167,167,"Woody Austin",7,2.84,78,2750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
168,168,"Charlie Beljan",22,2.77,222,8000,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
169,169,"Kevin Kisner",24,2.75,248,9000,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
170,170,"Will Ma Kenzie",6,2.73,55,2000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
171,171,"Chez Reavie",26,2.71,327,12050,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
172,172,"Fred Funk",4,2.67,47,1750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
173,173,"David Mathis",29,2.64,322,12200,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
174,174,"Kris Blanks",23,2.62,297,11350,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
175,175,"Chris DiMarco",29,2.61,316,12100,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
176,176,"Camilo Villegas",25,2.58,267,10350,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
177,177,"Justin Leonard",26,2.53,277,10950,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2012
178,178,"Roland Thatcher",21,2.51,188,7500,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
179,179,"Alexandre Rocha",21,2.44,183,7500,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
180,180,"Chris Couch",21,2.39,242,10100,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
180,180,"Brendon Todd",29,2.39,281,11750,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
182,182,"Billy Hurley III",27,2.38,256,10750,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2012
183,183,"Marc Turnesa",11,2.37,83,3500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
184,184,"Scott Brown",24,2.35,212,9000,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2012
185,185,"Nick OHern",26,2.3,250,10850,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
186,186,"Danny Lee",26,2.26,226,10000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
187,187,"Miguel Angel Carballo",25,2.24,213,9500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
187,187,"Hunter Haas",24,2.24,251,11200,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
189,189,"Rocco Mediate",23,2.23,195,8750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
190,190,"Mark Anderson",25,2.2,209,9500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
191,191,"DJ Trahan",27,2.19,243,11100,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
192,192,"Richard Johnson",7,2.17,54,2500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
193,193,"Gavin Coles",23,2.16,184,8500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
194,194,"Paul Goydos",6,2.13,64,3000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
194,194,"Garth Mulroy",20,2.13,173,8150,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
196,196,"JJ Killeen",33,2.1,286,13600,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
197,197,"Matt Jones",19,2.04,143,7000,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
198,198,"Angel Cabrera",20,2.03,177,8750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
199,199,"Kent Jones",7,1.99,50,2500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
200,200,"Shaun Micheel",12,1.97,100,5100,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
201,201,"Russell Knox",23,1.93,164,8500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
201,201,"Paul Stankowski",8,1.93,48,2500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
203,203,"Frank Lickliter II",9,1.88,56,3000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
204,204,"Michael Bradley",23,1.8,173,9600,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
205,205,"Steve Marino",6,1.74,54,3100,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
206,206,"Stephen Ames",20,1.73,142,8200,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
207,207,"Arjun Atwal",27,1.67,181,10850,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
208,208,"Derek Lamely",25,1.6,160,10000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
209,209,"Tom Pernice Jr",23,1.53,139,9100,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
210,210,"Briny Baird",13,1.51,92,6100,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
211,211,"Cameron Beckman",26,1.5,154,10250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
211,211,"Jason Kokrak",27,1.5,165,11000,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
213,213,"Patrick Sheehan",21,1.43,108,7500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
214,214,"Matt Bettencourt",31,1.39,177,12700,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
214,214,"Garrett Willis",15,1.39,70,5000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
216,216,"Tim Petrovic",17,1.3,78,6000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
217,217,"Brett Wetterich",7,1.26,35,2750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
218,218,"Jamie Lovemark",16,1.23,95,7750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
219,219,"Bart Bryant",6,1.21,18,1500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
220,220,"Mathew Goggin",23,1.18,103,8750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
221,221,"Sung Kang",30,1.16,146,12600,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
221,221,"Joe Ogilvie",17,1.16,98,8450,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
223,223,"Steve Wheatcroft",22,1.15,92,8000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
224,224,"Steven Bowditch",18,1.11,72,6500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
225,225,"Robert Damron",7,1.1,30,2750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
226,226,"Scott Dunlap",20,1.09,77,7000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
227,227,"Shane Bertsch",17,1.04,61,5850,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
228,228,"Ryuji Imada",28,0.98,113,11600,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2012
229,229,"Eric Axley",3,0.93,9,1000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
230,230,"Daniel Chopra",21,0.89,70,7850,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
231,231,"Craig Barlow",7,0.88,18,2000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
232,232,"Jason Gore",8,0.7,23,3250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
233,233,"Tommy Biershenk",27,0.69,73,10600,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
233,233,"Mark Brooks",3,0.69,9,1350,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
235,235,"Anthony Kim",10,0.64,32,5000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
236,236,"Ted Purdy",4,0.58,9,1500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
237,237,"Lucas Glover",16,0.56,47,8500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
238,238,"Marco Dawson",22,0.54,43,8000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
239,239,"Kyle Thompson",22,0.51,44,8600,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
240,240,"Edward Loar",23,0.5,43,8600,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
241,241,"Scott Verplank",9,0.41,17,4300,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
