"DistancefromCenterofFairway_RANKTHISWEEK_2015","DistancefromCenterofFairway_RANKLASTWEEK_2015","DistancefromCenterofFairway_PLAYERNAME_2015","DistancefromCenterofFairway_EVENTS_2015","DistancefromCenterofFairway_AVG_2015","DistancefromCenterofFairway_TOTALDISTANCEFEET_2015","DistancefromCenterofFairway_TOTALSTROKES_2015","stat_name","year"
103,103,"Graham DeLaet",22,NA,11931.75,478,"DistancefromCenterofFairway",2015
103,103,"Rickie Fowler",21,NA,11649.75,466,"DistancefromCenterofFairway",2015
103,103,"Roger Sloan",20,NA,8165.667,327,"DistancefromCenterofFairway",2015
103,103,"Brian Stuard",31,NA,18785.167,751,"DistancefromCenterofFairway",2015
103,103,"Justin Thomas",30,NA,19293.167,772,"DistancefromCenterofFairway",2015
103,103,"Steve Wheatcroft",28,NA,15547.583,621,"DistancefromCenterofFairway",2015
112,112,"Sergio Garcia",15,NA,6745.833,269,"DistancefromCenterofFairway",2015
112,112,"Jason Kokrak",28,NA,14863.333,592,"DistancefromCenterofFairway",2015
112,112,"Carlos Ortiz",30,NA,16697.833,665,"DistancefromCenterofFairway",2015
112,112,"DA Points",26,NA,10826.917,432,"DistancefromCenterofFairway",2015
112,112,"Kyle Reifers",31,NA,16919.417,675,"DistancefromCenterofFairway",2015
117,117,"Blayne Barber",26,NA,13866.667,551,"DistancefromCenterofFairway",2015
117,117,"Daniel Berger",31,NA,17190.833,684,"DistancefromCenterofFairway",2015
117,117,"Jonathan Byrd",22,NA,11534,458,"DistancefromCenterofFairway",2015
117,117,"Erik Compton",28,NA,14280.25,567,"DistancefromCenterofFairway",2015
117,117,"Matt Kuchar",25,NA,16316.833,648,"DistancefromCenterofFairway",2015
117,117,"Phil Mickelson",19,NA,9884,393,"DistancefromCenterofFairway",2015
123,123,"John Huh",31,NA,21257.667,843,"DistancefromCenterofFairway",2015
123,123,"Ryan Palmer",22,NA,9762.083,387,"DistancefromCenterofFairway",2015
123,123,"John Senden",24,NA,11516.417,456,"DistancefromCenterofFairway",2015
126,126,"Chad Campbell",30,NA,20801.5,822,"DistancefromCenterofFairway",2015
126,126,"Roberto Castro",16,NA,8455.5,334,"DistancefromCenterofFairway",2015
126,126,"Ryo Ishikawa",28,NA,14837.75,586,"DistancefromCenterofFairway",2015
126,126,"Ryan Moore",24,NA,14770,583,"DistancefromCenterofFairway",2015
126,126,"Jim Renner",27,NA,11263.167,444,"DistancefromCenterofFairway",2015
126,126,"Andres Romero",24,NA,9712.833,384,"DistancefromCenterofFairway",2015
132,132,"Eric Axley",21,NA,8579,338,"DistancefromCenterofFairway",2015
132,132,"Chesson Hadley",30,NA,17447.917,687,"DistancefromCenterofFairway",2015
132,132,"Whee Kim",23,NA,11698.167,461,"DistancefromCenterofFairway",2015
132,132,"SJ Park",27,NA,14452.167,569,"DistancefromCenterofFairway",2015
132,132,"Jimmy Walker",24,NA,11428.833,450,"DistancefromCenterofFairway",2015
137,137,"James Hahn",28,NA,16044.333,630,"DistancefromCenterofFairway",2015
137,137,"Padraig Harrington",21,NA,8665,340,"DistancefromCenterofFairway",2015
137,137,"Hunter Mahan",24,NA,12580.167,493,"DistancefromCenterofFairway",2015
137,137,"Sean OHair",26,NA,17310.833,678,"DistancefromCenterofFairway",2015
137,137,"Alex Prugh",27,NA,15679.583,615,"DistancefromCenterofFairway",2015
142,142,"Steven Bowditch",32,NA,16269,636,"DistancefromCenterofFairway",2015
142,142,"Russell Henley",24,NA,14890.917,582,"DistancefromCenterofFairway",2015
144,144,"Charlie Beljan",27,NA,12148.5,474,"DistancefromCenterofFairway",2015
144,144,"Jonathan Randolph",25,NA,10558.917,411,"DistancefromCenterofFairway",2015
144,144,"Nick Taylor",28,NA,16181.583,631,"DistancefromCenterofFairway",2015
144,144,"Will Wilcox",17,NA,9867.333,385,"DistancefromCenterofFairway",2015
148,148,"Zac Blair",34,NA,21321.5,826,"DistancefromCenterofFairway",2015
148,148,"Zach Johnson",25,NA,17381.667,672,"DistancefromCenterofFairway",2015
150,150,"Andres Gonzales",28,NA,15537.25,600,"DistancefromCenterofFairway",2015
150,150,"Charley Hoffman",28,NA,15099.083,583,"DistancefromCenterofFairway",2015
152,152,"Matt Every",26,NA,9905.75,381,"DistancefromCenterofFairway",2015
152,152,"Derek Fathauer",27,NA,11800.167,454,"DistancefromCenterofFairway",2015
154,154,"Ernie Els",18,NA,7287.667,279,"DistancefromCenterofFairway",2015
154,154,"Tony Finau",31,NA,17286.833,662,"DistancefromCenterofFairway",2015
156,156,"Jeff Overton",30,NA,15549.583,594,"DistancefromCenterofFairway",2015
156,156,"Brendon Todd",27,NA,19149.667,731,"DistancefromCenterofFairway",2015
158,158,"Adam Scott",15,NA,6320,241,"DistancefromCenterofFairway",2015
159,159,"Davis Love III",18,NA,9884.917,374,"DistancefromCenterofFairway",2015
159,159,"Bill Lunde",18,NA,8252.583,312,"DistancefromCenterofFairway",2015
161,161,"Patrick Reed",27,NA,14730,555,"DistancefromCenterofFairway",2015
162,162,"JB Holmes",25,NA,12820.917,483,"DistancefromCenterofFairway",2015
162,162,"Matt Jones",25,NA,14095.5,530,"DistancefromCenterofFairway",2015
164,164,"Alex Cejka",30,NA,18088.25,679,"DistancefromCenterofFairway",2015
165,165,"Jason Gore",26,NA,14295.083,535,"DistancefromCenterofFairway",2015
165,165,"Mark Hubbard",25,NA,14854.083,556,"DistancefromCenterofFairway",2015
167,167,"JJ Henry",30,NA,16768.333,625,"DistancefromCenterofFairway",2015
167,167,"Tyrone Van Aswegen",20,NA,8355.667,311,"DistancefromCenterofFairway",2015
169,169,"Aaron Baddeley",25,NA,12477.75,463,"DistancefromCenterofFairway",2015
169,169,"Luke Donald",20,NA,11517,428,"DistancefromCenterofFairway",2015
169,169,"Seung Yul Noh",21,NA,10674.583,397,"DistancefromCenterofFairway",2015
172,172,"Justin Leonard",22,NA,14355.333,531,"DistancefromCenterofFairway",2015
172,172,"Chris Stroud",28,NA,16275.25,603,"DistancefromCenterofFairway",2015
172,172,"Johnson Wagner",23,NA,13147.167,487,"DistancefromCenterofFairway",2015
175,175,"Dustin Johnson",21,NA,10386.5,384,"DistancefromCenterofFairway",2015
175,175,"Byron Smith",21,NA,9353.583,345,"DistancefromCenterofFairway",2015
177,177,"Bubba Watson",19,NA,11127.5,409,"DistancefromCenterofFairway",2015
178,178,"Camilo Villegas",27,NA,15335.083,561,"DistancefromCenterofFairway",2015
179,179,"Angel Cabrera",19,NA,8789.083,321,"DistancefromCenterofFairway",2015
179,179,"Chris Kirk",21,NA,12839.333,468,"DistancefromCenterofFairway",2015
181,181,"Geoff Ogilvy",15,NA,7498,273,"DistancefromCenterofFairway",2015
182,182,"Andrew Putnam",23,NA,11286,404,"DistancefromCenterofFairway",2015
183,183,"Scott Stallings",19,NA,11329.25,400,"DistancefromCenterofFairway",2015
184,184,"Jason Day",20,NA,12259.083,421,"DistancefromCenterofFairway",2015
