"GoingfortheGreenBirdieorBetter_RANKTHISWEEK_2011","GoingfortheGreenBirdieorBetter_RANKLASTWEEK_2011","GoingfortheGreenBirdieorBetter_PLAYERNAME_2011","GoingfortheGreenBirdieorBetter_ROUNDS_2011","GoingfortheGreenBirdieorBetter_Pct_2011","GoingfortheGreenBirdieorBetter_OFBIRDIEORBETTER_2011","GoingfortheGreenBirdieorBetter_ATTEMPTS_2011","GoingfortheGreenBirdieorBetter_RTPSUCCESSES_2011","GoingfortheGreenBirdieorBetter_RTPNOTGOINGFORTHEGRN_2011","stat_name","year"
39,39,"Aaron Baddeley",77,61.44,94,153,-99,-6,"GoingfortheGreenBirdieorBetter",2011
40,40,"Ian Poulter",52,61.29,38,62,-41,-10,"GoingfortheGreenBirdieorBetter",2011
41,41,"Steve Flesch",88,61.26,68,111,-71,-19,"GoingfortheGreenBirdieorBetter",2011
42,42,"Brandt Jobe",100,61.22,90,147,-92,-6,"GoingfortheGreenBirdieorBetter",2011
43,43,"Steve Marino",76,61.11,77,126,-86,-6,"GoingfortheGreenBirdieorBetter",2011
44,44,"Chris Couch",73,61.05,105,172,-113,-2,"GoingfortheGreenBirdieorBetter",2011
45,45,"Jim Furyk",87,61,61,100,-64,-29,"GoingfortheGreenBirdieorBetter",2011
45,45,"Davis Love III",70,61,61,100,-63,4,"GoingfortheGreenBirdieorBetter",2011
47,47,"Rory Sabbatini",85,60.94,78,128,-79,-11,"GoingfortheGreenBirdieorBetter",2011
48,48,"Jhonattan Vegas",84,60.87,112,184,-118,4,"GoingfortheGreenBirdieorBetter",2011
49,49,"Jason Day",76,60.71,85,140,-89,3,"GoingfortheGreenBirdieorBetter",2011
49,49,"Martin Piller",63,60.71,51,84,-53,-4,"GoingfortheGreenBirdieorBetter",2011
51,51,"Geoff Ogilvy",69,60.67,54,89,-55,-6,"GoingfortheGreenBirdieorBetter",2011
52,52,"Kyle Stanley",98,60.51,118,195,-128,-6,"GoingfortheGreenBirdieorBetter",2011
53,53,"David Toms",78,60.47,52,86,-55,-31,"GoingfortheGreenBirdieorBetter",2011
54,54,"Hunter Mahan",92,60.37,99,164,-106,-25,"GoingfortheGreenBirdieorBetter",2011
55,55,"Zack Miller",86,60.26,91,151,-98,22,"GoingfortheGreenBirdieorBetter",2011
56,56,"Padraig Harrington",60,60.24,50,83,-53,0,"GoingfortheGreenBirdieorBetter",2011
57,57,"Michael Connell",76,60.22,56,93,-58,-6,"GoingfortheGreenBirdieorBetter",2011
58,58,"Tim Herron",85,60,75,125,-76,-2,"GoingfortheGreenBirdieorBetter",2011
58,58,"Graeme McDowell",50,60,45,75,-47,-13,"GoingfortheGreenBirdieorBetter",2011
58,58,"Kevin Na",84,60,78,130,-84,-24,"GoingfortheGreenBirdieorBetter",2011
61,61,"Justin Leonard",82,59.57,56,94,-59,-14,"GoingfortheGreenBirdieorBetter",2011
62,62,"Kris Blanks",92,59.56,81,136,-87,-19,"GoingfortheGreenBirdieorBetter",2011
63,63,"Harrison Frazar",58,59.49,47,79,-49,-4,"GoingfortheGreenBirdieorBetter",2011
63,63,"Lee Janzen",62,59.49,47,79,-52,-1,"GoingfortheGreenBirdieorBetter",2011
65,65,"Matt Kuchar",94,59.38,76,128,-81,-27,"GoingfortheGreenBirdieorBetter",2011
66,66,"Chad Campbell",99,59.18,87,147,-90,-10,"GoingfortheGreenBirdieorBetter",2011
67,67,"Stuart Appleby",65,59.14,55,93,-58,-6,"GoingfortheGreenBirdieorBetter",2011
68,68,"Gary Woodland",93,59.12,107,181,-114,23,"GoingfortheGreenBirdieorBetter",2011
69,69,"Billy Mayfair",94,59.01,95,161,-105,-20,"GoingfortheGreenBirdieorBetter",2011
70,70,"Paul Stankowski",78,58.93,66,112,-67,-13,"GoingfortheGreenBirdieorBetter",2011
71,71,"Tim Petrovic",88,58.87,73,124,-73,-7,"GoingfortheGreenBirdieorBetter",2011
71,71,"Charlie Wi",83,58.87,73,124,-75,-20,"GoingfortheGreenBirdieorBetter",2011
73,73,"Bryce Molder",82,58.51,55,94,-56,-29,"GoingfortheGreenBirdieorBetter",2011
74,74,"Arjun Atwal",91,58.46,76,130,-78,-1,"GoingfortheGreenBirdieorBetter",2011
75,75,"Woody Austin",59,58.44,45,77,-46,-23,"GoingfortheGreenBirdieorBetter",2011
76,76,"Rickie Fowler",84,58.39,80,137,-86,-3,"GoingfortheGreenBirdieorBetter",2011
77,77,"JB Holmes",57,58.21,78,134,-82,-8,"GoingfortheGreenBirdieorBetter",2011
78,78,"Charl Schwartzel",58,58.14,50,86,-52,3,"GoingfortheGreenBirdieorBetter",2011
79,79,"Derek Lamely",65,58.06,72,124,-79,12,"GoingfortheGreenBirdieorBetter",2011
80,80,"Sergio Garcia",61,58.04,65,112,-72,3,"GoingfortheGreenBirdieorBetter",2011
81,81,"Angel Cabrera",50,57.95,51,88,-57,-4,"GoingfortheGreenBirdieorBetter",2011
82,82,"Chris Kirk",87,57.86,81,140,-85,-9,"GoingfortheGreenBirdieorBetter",2011
83,83,"Jim Renner",65,57.84,59,102,-61,4,"GoingfortheGreenBirdieorBetter",2011
84,84,"Marc Leishman",87,57.83,96,166,-103,7,"GoingfortheGreenBirdieorBetter",2011
85,85,"Steven Bowditch",86,57.81,111,192,-119,-3,"GoingfortheGreenBirdieorBetter",2011
86,86,"Ernie Els",71,57.76,67,116,-68,-5,"GoingfortheGreenBirdieorBetter",2011
87,87,"Fabian Gomez",84,57.6,72,125,-77,-14,"GoingfortheGreenBirdieorBetter",2011
88,88,"Shane Bertsch",62,57.53,42,73,-46,-22,"GoingfortheGreenBirdieorBetter",2011
89,89,"Spencer Levin",113,57.5,92,160,-96,-23,"GoingfortheGreenBirdieorBetter",2011
90,90,"David Mathis",83,57.47,50,87,-53,-11,"GoingfortheGreenBirdieorBetter",2011
91,91,"Robert Garrigus",83,57.35,117,204,-124,5,"GoingfortheGreenBirdieorBetter",2011
91,91,"Matt Jones",71,57.35,78,136,-83,-4,"GoingfortheGreenBirdieorBetter",2011
93,93,"Hunter Haas",96,57.14,96,168,-99,-13,"GoingfortheGreenBirdieorBetter",2011
94,94,"Martin Laird",77,56.96,90,158,-99,-5,"GoingfortheGreenBirdieorBetter",2011
95,95,"Michael Bradley",74,56.67,51,90,-57,-7,"GoingfortheGreenBirdieorBetter",2011
96,96,"Anthony Kim",72,56.56,69,122,-74,-3,"GoingfortheGreenBirdieorBetter",2011
97,97,"John Merrick",71,56.48,61,108,-67,-13,"GoingfortheGreenBirdieorBetter",2011
98,98,"Carl Pettersson",95,56.47,96,170,-104,-23,"GoingfortheGreenBirdieorBetter",2011
99,99,"Jim Herman",69,56.25,63,112,-66,11,"GoingfortheGreenBirdieorBetter",2011
100,100,"John Rollins",85,56.21,86,153,-96,-2,"GoingfortheGreenBirdieorBetter",2011
100,100,"Bo Van Pelt",92,56.21,95,169,-102,-11,"GoingfortheGreenBirdieorBetter",2011
102,102,"Will Strickler",51,56.18,50,89,-57,9,"GoingfortheGreenBirdieorBetter",2011
103,103,"Kevin Streelman",90,56.16,82,146,-88,-15,"GoingfortheGreenBirdieorBetter",2011
104,104,"Bill Haas",93,56,98,175,-105,-8,"GoingfortheGreenBirdieorBetter",2011
105,105,"Keegan Bradley",91,55.84,86,154,-93,1,"GoingfortheGreenBirdieorBetter",2011
106,106,"Freddie Jacobson",92,55.65,64,115,-65,-5,"GoingfortheGreenBirdieorBetter",2011
107,107,"Bobby Gates",82,55.56,80,144,-88,5,"GoingfortheGreenBirdieorBetter",2011
107,107,"Billy Horschel",75,55.56,65,117,-70,-6,"GoingfortheGreenBirdieorBetter",2011
109,109,"Matt Bettencourt",84,55.41,87,157,-95,12,"GoingfortheGreenBirdieorBetter",2011
110,110,"Rod Pampling",72,55.37,67,121,-71,-3,"GoingfortheGreenBirdieorBetter",2011
111,111,"Mark Wilson",89,55.36,62,112,-66,-21,"GoingfortheGreenBirdieorBetter",2011
112,112,"Alex Prugh",82,55.3,73,132,-78,4,"GoingfortheGreenBirdieorBetter",2011
113,113,"Robert Karlsson",61,55.21,53,96,-57,-3,"GoingfortheGreenBirdieorBetter",2011
114,114,"Tag Ridings",87,55.17,96,174,-104,9,"GoingfortheGreenBirdieorBetter",2011
115,115,"Pat Perez",76,55.15,75,136,-79,-17,"GoingfortheGreenBirdieorBetter",2011
116,116,"David Hearn",88,55.14,59,107,-64,-12,"GoingfortheGreenBirdieorBetter",2011
116,116,"Roland Thatcher",67,55.14,59,107,-64,-5,"GoingfortheGreenBirdieorBetter",2011
118,118,"Alex Cejka",59,55.13,43,78,-46,-9,"GoingfortheGreenBirdieorBetter",2011
119,119,"Ricky Barnes",78,55.12,70,127,-77,2,"GoingfortheGreenBirdieorBetter",2011
120,120,"Matt McQuillan",59,55.07,38,69,-43,1,"GoingfortheGreenBirdieorBetter",2011
121,121,"Bill Lunde",92,55.06,87,158,-90,-15,"GoingfortheGreenBirdieorBetter",2011
122,122,"Cameron Beckman",71,55.05,60,109,-64,-13,"GoingfortheGreenBirdieorBetter",2011
123,123,"Rocco Mediate",53,54.93,39,71,-41,1,"GoingfortheGreenBirdieorBetter",2011
124,124,"Steve Elkington",50,54.79,40,73,-41,1,"GoingfortheGreenBirdieorBetter",2011
125,125,"James Driscoll",71,54.74,75,137,-77,3,"GoingfortheGreenBirdieorBetter",2011
126,126,"Vaughn Taylor",89,54.69,70,128,-75,-17,"GoingfortheGreenBirdieorBetter",2011
127,127,"Jimmy Walker",79,54.42,80,147,-87,-4,"GoingfortheGreenBirdieorBetter",2011
128,128,"Ben Crane",76,54.21,58,107,-62,-8,"GoingfortheGreenBirdieorBetter",2011
128,128,"Scott Gutschewski",67,54.21,58,107,-62,8,"GoingfortheGreenBirdieorBetter",2011
130,130,"John Senden",94,54.05,100,185,-108,2,"GoingfortheGreenBirdieorBetter",2011
131,131,"Boo Weekley",66,53.85,77,143,-82,4,"GoingfortheGreenBirdieorBetter",2011
132,132,"DJ Trahan",91,53.81,106,197,-118,5,"GoingfortheGreenBirdieorBetter",2011
133,133,"Kevin Chappell",78,53.68,73,136,-80,9,"GoingfortheGreenBirdieorBetter",2011
134,134,"Kevin Kisner",70,53.66,44,82,-48,4,"GoingfortheGreenBirdieorBetter",2011
135,135,"Scott Stallings",84,53.6,67,125,-70,-12,"GoingfortheGreenBirdieorBetter",2011
136,136,"Chez Reavie",92,53.55,83,155,-87,-6,"GoingfortheGreenBirdieorBetter",2011
137,137,"KJ Choi",77,53.33,48,90,-53,-22,"GoingfortheGreenBirdieorBetter",2011
137,137,"Ryan Palmer",82,53.33,80,150,-81,2,"GoingfortheGreenBirdieorBetter",2011
139,139,"Brian Davis",105,53.25,90,169,-94,-27,"GoingfortheGreenBirdieorBetter",2011
140,140,"Greg Chalmers",88,53.15,59,111,-66,-31,"GoingfortheGreenBirdieorBetter",2011
141,141,"Stewart Cink",72,53.13,51,96,-54,-20,"GoingfortheGreenBirdieorBetter",2011
142,142,"Ryan Moore",79,52.94,72,136,-75,-9,"GoingfortheGreenBirdieorBetter",2011
143,143,"Daniel Summerhays",75,52.83,56,106,-62,17,"GoingfortheGreenBirdieorBetter",2011
143,143,"Garrett Willis",71,52.83,56,106,-56,-1,"GoingfortheGreenBirdieorBetter",2011
145,145,"Scott Piercy",78,52.8,85,161,-91,0,"GoingfortheGreenBirdieorBetter",2011
146,146,"Chris DiMarco",93,52.78,57,108,-59,-11,"GoingfortheGreenBirdieorBetter",2011
147,147,"Tommy Gainey",104,52.72,97,184,-104,-1,"GoingfortheGreenBirdieorBetter",2011
148,148,"Jeff Overton",92,52.66,89,169,-96,-6,"GoingfortheGreenBirdieorBetter",2011
149,149,"JP Hayes",56,52.5,42,80,-46,-9,"GoingfortheGreenBirdieorBetter",2011
150,150,"Camilo Villegas",69,52.48,53,101,-57,-7,"GoingfortheGreenBirdieorBetter",2011
151,151,"Sean OHair",71,52.38,55,105,-61,5,"GoingfortheGreenBirdieorBetter",2011
152,152,"Shaun Micheel",77,52.27,46,88,-48,2,"GoingfortheGreenBirdieorBetter",2011
153,153,"Joe Durant",71,52.13,49,94,-52,-16,"GoingfortheGreenBirdieorBetter",2011
154,154,"Jason Bohn",74,52.07,63,121,-69,-22,"GoingfortheGreenBirdieorBetter",2011
155,155,"Johnson Wagner",81,52.04,51,98,-52,-19,"GoingfortheGreenBirdieorBetter",2011
156,156,"Scott McCarron",65,51.89,55,106,-63,5,"GoingfortheGreenBirdieorBetter",2011
157,157,"Joseph Bramlett",73,51.88,69,133,-71,2,"GoingfortheGreenBirdieorBetter",2011
158,158,"DJ Brigman",67,51.61,48,93,-52,5,"GoingfortheGreenBirdieorBetter",2011
159,159,"Andres Gonzales",60,51.35,38,74,-40,-3,"GoingfortheGreenBirdieorBetter",2011
160,160,"Richard Johnson",64,51.02,25,49,-25,-8,"GoingfortheGreenBirdieorBetter",2011
161,161,"Cameron Tringale",110,50.97,105,206,-110,-5,"GoingfortheGreenBirdieorBetter",2011
162,162,"Briny Baird",60,50.7,36,71,-38,-3,"GoingfortheGreenBirdieorBetter",2011
163,163,"Alexandre Rocha",65,50.65,39,77,-41,-1,"GoingfortheGreenBirdieorBetter",2011
164,164,"Ben Curtis",66,50.63,40,79,-41,-20,"GoingfortheGreenBirdieorBetter",2011
165,165,"JJ Henry",96,50.59,86,170,-89,-7,"GoingfortheGreenBirdieorBetter",2011
166,166,"Ben Martin",74,50.41,61,121,-66,-11,"GoingfortheGreenBirdieorBetter",2011
167,167,"Troy Matteson",91,50,86,172,-90,3,"GoingfortheGreenBirdieorBetter",2011
167,167,"Kevin Stadler",88,50,79,158,-83,1,"GoingfortheGreenBirdieorBetter",2011
169,169,"Nathan Green",81,49.59,60,121,-64,4,"GoingfortheGreenBirdieorBetter",2011
170,170,"Sung Kang",63,49.51,51,103,-61,-7,"GoingfortheGreenBirdieorBetter",2011
170,170,"Troy Merritt",63,49.51,51,103,-57,1,"GoingfortheGreenBirdieorBetter",2011
172,172,"William McGirt",103,49.3,70,142,-74,-13,"GoingfortheGreenBirdieorBetter",2011
172,172,"Aron Price",58,49.3,35,71,-35,-14,"GoingfortheGreenBirdieorBetter",2011
174,174,"Dean Wilson",62,48.65,36,74,-38,-20,"GoingfortheGreenBirdieorBetter",2011
175,175,"Tom Gillis",55,48.39,45,93,-47,-4,"GoingfortheGreenBirdieorBetter",2011
176,176,"Robert Allenby",84,48.32,72,149,-75,-9,"GoingfortheGreenBirdieorBetter",2011
177,177,"Kent Jones",76,48.24,41,85,-45,-19,"GoingfortheGreenBirdieorBetter",2011
178,178,"Michael Thompson",79,48.18,53,110,-56,-6,"GoingfortheGreenBirdieorBetter",2011
179,179,"Michael Putnam",67,47.62,50,105,-50,9,"GoingfortheGreenBirdieorBetter",2011
180,180,"Stephen Ames",69,47.56,39,82,-39,-15,"GoingfortheGreenBirdieorBetter",2011
181,181,"Rich Beem",53,47.37,36,76,-36,-6,"GoingfortheGreenBirdieorBetter",2011
182,182,"Justin Hicks",60,45.45,25,55,-27,5,"GoingfortheGreenBirdieorBetter",2011
183,183,"Marc Turnesa",54,44.64,25,56,-27,-12,"GoingfortheGreenBirdieorBetter",2011
184,184,"David Duval",67,43.14,44,102,-46,-5,"GoingfortheGreenBirdieorBetter",2011
185,185,"Colt Knost",80,43.04,34,79,-37,-7,"GoingfortheGreenBirdieorBetter",2011
186,186,"Paul Goydos",81,41.89,31,74,-32,-26,"GoingfortheGreenBirdieorBetter",2011
