"GreensorFringeinRegulation_RANKTHISWEEK_2010","GreensorFringeinRegulation_RANKLASTWEEK_2010","GreensorFringeinRegulation_PLAYERNAME_2010","GreensorFringeinRegulation_ROUNDS_2010","GreensorFringeinRegulation_Pct_2010","GreensorFringeinRegulation_TOTALHIT_2010","GreensorFringeinRegulation_TOTALATTEMPTS_2010","GreensorFringeinRegulation_RTPSCORE_2010","stat_name","year"
70,70,"Vaughn Taylor",87,72.64,1033,1422,-262,"GreensorFringeinRegulation",2010
71,71,"Ernie Els",72,72.63,719,990,-197,"GreensorFringeinRegulation",2010
72,72,"Kevin Stadler",86,72.61,941,1296,-226,"GreensorFringeinRegulation",2010
73,73,"Lucas Glover",75,72.6,771,1062,-200,"GreensorFringeinRegulation",2010
74,74,"Omar Uresti",74,72.59,797,1098,-135,"GreensorFringeinRegulation",2010
75,75,"Josh Teater",101,72.58,1202,1656,-266,"GreensorFringeinRegulation",2010
75,75,"Nicholas Thompson",88,72.58,1006,1386,-204,"GreensorFringeinRegulation",2010
77,77,"Chris Riley",73,72.57,823,1134,-193,"GreensorFringeinRegulation",2010
78,78,"Geoff Ogilvy",62,72.56,653,900,-181,"GreensorFringeinRegulation",2010
79,79,"Tim Clark",88,72.55,888,1224,-228,"GreensorFringeinRegulation",2010
80,80,"Adam Scott",70,72.54,679,936,-169,"GreensorFringeinRegulation",2010
81,81,"KJ Choi",82,72.5,796,1098,-202,"GreensorFringeinRegulation",2010
82,82,"Sergio Garcia",58,72.38,469,648,-114,"GreensorFringeinRegulation",2010
83,83,"Lee Janzen",77,72.3,911,1260,-199,"GreensorFringeinRegulation",2010
84,84,"Freddie Jacobson",83,72.29,1002,1386,-248,"GreensorFringeinRegulation",2010
85,85,"Paul Casey",64,72.22,572,792,-176,"GreensorFringeinRegulation",2010
85,85,"Jason Day",82,72.22,923,1278,-220,"GreensorFringeinRegulation",2010
87,87,"Roland Thatcher",72,72.14,883,1224,-174,"GreensorFringeinRegulation",2010
88,88,"Jeff Gove",57,72.1,571,792,-105,"GreensorFringeinRegulation",2010
89,89,"Tim Petrovic",105,72.04,1219,1692,-284,"GreensorFringeinRegulation",2010
90,90,"Pat Perez",90,72.02,1076,1494,-291,"GreensorFringeinRegulation",2010
91,91,"Marc Leishman",87,71.99,933,1296,-244,"GreensorFringeinRegulation",2010
92,92,"Woody Austin",93,71.95,1075,1494,-253,"GreensorFringeinRegulation",2010
92,92,"Ryan Moore",80,71.95,790,1098,-212,"GreensorFringeinRegulation",2010
94,94,"Kevin Na",94,71.93,984,1368,-269,"GreensorFringeinRegulation",2010
95,95,"Retief Goosen",75,71.91,686,954,-203,"GreensorFringeinRegulation",2010
96,96,"Bubba Watson",77,71.89,867,1206,-246,"GreensorFringeinRegulation",2010
97,97,"Charley Hoffman",85,71.86,996,1386,-289,"GreensorFringeinRegulation",2010
98,98,"Justin Leonard",89,71.84,931,1296,-236,"GreensorFringeinRegulation",2010
99,99,"Scott Piercy",88,71.81,1047,1458,-291,"GreensorFringeinRegulation",2010
99,99,"Alex Prugh",88,71.81,1034,1440,-263,"GreensorFringeinRegulation",2010
101,101,"Shaun Micheel",70,71.8,685,954,-154,"GreensorFringeinRegulation",2010
102,102,"Dustin Johnson",83,71.78,814,1134,-242,"GreensorFringeinRegulation",2010
103,103,"Johnson Wagner",85,71.75,955,1331,-206,"GreensorFringeinRegulation",2010
104,104,"Jeff Maggert",76,71.69,813,1134,-163,"GreensorFringeinRegulation",2010
105,105,"Angel Cabrera",64,71.68,658,918,-158,"GreensorFringeinRegulation",2010
106,106,"Bob Estes",79,71.67,916,1278,-201,"GreensorFringeinRegulation",2010
107,107,"Cameron Beckman",68,71.66,761,1062,-160,"GreensorFringeinRegulation",2010
108,108,"Rory Sabbatini",79,71.64,864,1206,-229,"GreensorFringeinRegulation",2010
109,109,"DA Points",90,71.59,1018,1422,-232,"GreensorFringeinRegulation",2010
110,110,"Jason Dufner",87,71.58,889,1242,-190,"GreensorFringeinRegulation",2010
111,111,"Paul Goydos",78,71.55,850,1188,-211,"GreensorFringeinRegulation",2010
112,112,"James Driscoll",78,71.47,952,1332,-236,"GreensorFringeinRegulation",2010
112,112,"Charlie Wi",95,71.47,1145,1602,-285,"GreensorFringeinRegulation",2010
114,114,"Martin Laird",91,71.45,1016,1422,-260,"GreensorFringeinRegulation",2010
115,115,"Camilo Villegas",78,71.43,720,1008,-175,"GreensorFringeinRegulation",2010
116,116,"Brenden Pappas",66,71.31,706,990,-158,"GreensorFringeinRegulation",2010
117,117,"John Daly",63,71.28,603,846,-144,"GreensorFringeinRegulation",2010
118,118,"Steve Marino",81,71.25,808,1134,-220,"GreensorFringeinRegulation",2010
119,119,"Chris DiMarco",88,71.23,1000,1404,-237,"GreensorFringeinRegulation",2010
120,120,"Ryan Palmer",84,71.21,910,1278,-258,"GreensorFringeinRegulation",2010
121,121,"David Duval",71,71.13,717,1008,-186,"GreensorFringeinRegulation",2010
122,122,"Michael Letzig",84,71.11,1024,1440,-260,"GreensorFringeinRegulation",2010
123,123,"Chris Tidland",77,71.08,870,1224,-208,"GreensorFringeinRegulation",2010
124,124,"Alex Cejka",81,71.05,869,1223,-196,"GreensorFringeinRegulation",2010
125,125,"Blake Adams",84,71.04,959,1350,-238,"GreensorFringeinRegulation",2010
126,126,"Webb Simpson",98,71.01,1176,1656,-305,"GreensorFringeinRegulation",2010
127,127,"Jarrod Lyle",54,70.89,587,828,-128,"GreensorFringeinRegulation",2010
128,128,"Scott McCarron",90,70.88,1059,1494,-258,"GreensorFringeinRegulation",2010
129,129,"Justin Rose",78,70.87,893,1260,-249,"GreensorFringeinRegulation",2010
130,130,"Michael Connell",89,70.85,982,1386,-241,"GreensorFringeinRegulation",2010
131,131,"JB Holmes",100,70.83,1122,1584,-307,"GreensorFringeinRegulation",2010
131,131,"Jeev Milkha Singh",59,70.83,663,936,-140,"GreensorFringeinRegulation",2010
133,133,"Tom Gillis",97,70.8,1147,1620,-318,"GreensorFringeinRegulation",2010
133,133,"Trevor Immelman",55,70.8,548,774,-114,"GreensorFringeinRegulation",2010
135,135,"Tim Herron",79,70.77,879,1242,-192,"GreensorFringeinRegulation",2010
136,136,"Mark Calcavecchia",50,70.71,420,594,-81,"GreensorFringeinRegulation",2010
136,136,"James Nitties",92,70.71,1031,1458,-254,"GreensorFringeinRegulation",2010
138,138,"Andres Romero",73,70.68,916,1296,-228,"GreensorFringeinRegulation",2010
139,139,"Kevin Streelman",90,70.49,1015,1440,-268,"GreensorFringeinRegulation",2010
140,140,"Chris Couch",66,70.43,748,1062,-226,"GreensorFringeinRegulation",2010
141,141,"Rory McIlroy",54,70.42,507,720,-124,"GreensorFringeinRegulation",2010
142,142,"Andrew McLardy",52,70.33,557,792,-112,"GreensorFringeinRegulation",2010
143,143,"Greg Chalmers",93,70.18,1099,1566,-287,"GreensorFringeinRegulation",2010
144,144,"Bill Lunde",79,70.15,846,1206,-174,"GreensorFringeinRegulation",2010
145,145,"Luke Donald",71,70.13,669,954,-191,"GreensorFringeinRegulation",2010
146,146,"Michael Sim",64,70.02,668,954,-169,"GreensorFringeinRegulation",2010
147,147,"Jeff Overton",89,69.95,894,1278,-259,"GreensorFringeinRegulation",2010
148,148,"Matt Every",60,69.93,642,918,-172,"GreensorFringeinRegulation",2010
149,149,"Brian Gay",101,69.85,1031,1476,-262,"GreensorFringeinRegulation",2010
150,150,"George McNeill",79,69.84,880,1260,-234,"GreensorFringeinRegulation",2010
150,150,"Troy Merritt",86,69.84,968,1386,-258,"GreensorFringeinRegulation",2010
152,152,"Joe Ogilvie",99,69.83,1081,1548,-258,"GreensorFringeinRegulation",2010
153,153,"Bryce Molder",84,69.79,917,1314,-225,"GreensorFringeinRegulation",2010
154,154,"YE Yang",72,69.73,728,1044,-206,"GreensorFringeinRegulation",2010
155,155,"JP Hayes",79,69.69,853,1224,-221,"GreensorFringeinRegulation",2010
156,156,"Brian Stuard",81,69.64,890,1278,-201,"GreensorFringeinRegulation",2010
157,157,"Phil Mickelson",76,69.59,714,1026,-213,"GreensorFringeinRegulation",2010
158,158,"Scott Verplank",74,69.54,701,1008,-178,"GreensorFringeinRegulation",2010
159,159,"Aaron Baddeley",94,69.51,1101,1584,-332,"GreensorFringeinRegulation",2010
159,159,"Jeff Quinney",91,69.51,1001,1440,-263,"GreensorFringeinRegulation",2010
161,161,"Carl Pettersson",99,69.41,1037,1494,-288,"GreensorFringeinRegulation",2010
162,162,"Martin Flores",75,69.36,799,1152,-189,"GreensorFringeinRegulation",2010
163,163,"Matt Jones",89,69.31,998,1440,-282,"GreensorFringeinRegulation",2010
164,164,"David Lutterus",69,69.25,698,1008,-127,"GreensorFringeinRegulation",2010
165,165,"Jimmy Walker",82,69.21,872,1260,-220,"GreensorFringeinRegulation",2010
166,166,"Brian Davis",101,69.16,1108,1602,-248,"GreensorFringeinRegulation",2010
167,167,"Ted Purdy",86,69.11,933,1350,-194,"GreensorFringeinRegulation",2010
168,168,"Padraig Harrington",57,68.94,546,792,-150,"GreensorFringeinRegulation",2010
169,169,"Steve Lowery",67,68.85,694,1008,-153,"GreensorFringeinRegulation",2010
170,170,"Stuart Appleby",101,68.81,1090,1584,-262,"GreensorFringeinRegulation",2010
171,171,"Ryuji Imada",90,68.78,1040,1512,-255,"GreensorFringeinRegulation",2010
172,172,"Chris Wilson",65,68.7,643,936,-124,"GreensorFringeinRegulation",2010
173,173,"Steve Wheatcroft",74,68.36,713,1043,-174,"GreensorFringeinRegulation",2010
174,174,"Rod Pampling",77,68.33,861,1260,-187,"GreensorFringeinRegulation",2010
175,175,"Skip Kendall",58,68.14,601,882,-129,"GreensorFringeinRegulation",2010
176,176,"Nathan Green",86,68.04,992,1458,-230,"GreensorFringeinRegulation",2010
177,177,"Brandt Snedeker",89,68,918,1350,-268,"GreensorFringeinRegulation",2010
178,178,"Rich Barcelo",70,67.91,709,1044,-179,"GreensorFringeinRegulation",2010
179,179,"Craig Bowden",56,67.82,586,864,-106,"GreensorFringeinRegulation",2010
180,180,"Chad Collins",87,67.78,915,1350,-231,"GreensorFringeinRegulation",2010
181,181,"Justin Bolli",55,67.59,511,756,-92,"GreensorFringeinRegulation",2010
182,182,"Vance Veazey",58,67.36,582,864,-112,"GreensorFringeinRegulation",2010
183,183,"Ian Poulter",55,67.32,412,612,-95,"GreensorFringeinRegulation",2010
184,184,"Daniel Chopra",74,66.83,806,1206,-204,"GreensorFringeinRegulation",2010
185,185,"Derek Lamely",81,66.49,766,1152,-181,"GreensorFringeinRegulation",2010
186,186,"Steve Flesch",78,66.24,775,1170,-193,"GreensorFringeinRegulation",2010
187,187,"Kevin Johnson",62,65.65,579,882,-112,"GreensorFringeinRegulation",2010
188,188,"Greg Kraft",52,64.96,456,702,-83,"GreensorFringeinRegulation",2010
189,189,"Matt Bettencourt",91,64.52,813,1260,-223,"GreensorFringeinRegulation",2010
190,190,"Jerod Turner",54,63.89,460,720,-100,"GreensorFringeinRegulation",2010
191,191,"Mike Weir",59,62.64,451,720,-123,"GreensorFringeinRegulation",2010
192,192,"Brad Faxon",58,62.5,540,864,-129,"GreensorFringeinRegulation",2010
