"FairwayBunkerTendency_RANKTHISWEEK_2005","FairwayBunkerTendency_RANKLASTWEEK_2005","FairwayBunkerTendency_PLAYERNAME_2005","FairwayBunkerTendency_ROUNDS_2005","FairwayBunkerTendency_Pct_2005","FairwayBunkerTendency_TOTALFAIRWAYBUNKERS_2005","FairwayBunkerTendency_POSSIBLEFWYS_2005","FairwayBunkerTendency_RELATIVETOPAR_2005","stat_name","year"
46,46,"Paul Claxton",79,4.3,45,1046,0.333,"FairwayBunkerTendency",2005
46,46,"John Daly",78,4.3,37,868,0.351,"FairwayBunkerTendency",2005
46,46,"Sergio Garcia",73,4.3,33,760,0.061,"FairwayBunkerTendency",2005
46,46,"Lucas Glover",88,4.3,50,1171,0.36,"FairwayBunkerTendency",2005
46,46,"Bradley Hughes",52,4.3,31,723,0.613,"FairwayBunkerTendency",2005
46,46,"Joey Sindelar",104,4.3,62,1450,0.387,"FairwayBunkerTendency",2005
46,46,"Darron Stiles",78,4.3,46,1061,-0.043,"FairwayBunkerTendency",2005
53,53,"Steve Allan",102,4.4,57,1307,0.298,"FairwayBunkerTendency",2005
53,53,"Tommy Armour III",103,4.4,61,1376,0.246,"FairwayBunkerTendency",2005
53,53,"Ben Crane",78,4.4,43,970,0.14,"FairwayBunkerTendency",2005
53,53,"Michael Long",72,4.4,43,975,0.395,"FairwayBunkerTendency",2005
53,53,"Geoff Ogilvy",97,4.4,50,1130,0.16,"FairwayBunkerTendency",2005
53,53,"Kenny Perry",82,4.4,39,891,0.333,"FairwayBunkerTendency",2005
53,53,"Dean Wilson",86,4.4,53,1195,0.302,"FairwayBunkerTendency",2005
53,53,"Mark Wilson",74,4.4,43,973,0.302,"FairwayBunkerTendency",2005
61,61,"Cameron Beckman",96,4.5,57,1279,0.351,"FairwayBunkerTendency",2005
61,61,"Matt Davidson",53,4.5,33,737,0.636,"FairwayBunkerTendency",2005
63,63,"Brian Bateman",98,4.6,60,1305,0.217,"FairwayBunkerTendency",2005
63,63,"KJ Choi",78,4.6,37,796,0.162,"FairwayBunkerTendency",2005
63,63,"John Cook",72,4.6,42,919,0.452,"FairwayBunkerTendency",2005
63,63,"Todd Fischer",99,4.6,62,1351,0.323,"FairwayBunkerTendency",2005
63,63,"Mark Hensby",70,4.6,34,732,0.265,"FairwayBunkerTendency",2005
63,63,"Davis Love III",80,4.6,40,875,0.25,"FairwayBunkerTendency",2005
63,63,"Mario Tiziani",67,4.6,42,905,0.286,"FairwayBunkerTendency",2005
63,63,"Charles Warren",89,4.6,56,1211,0.304,"FairwayBunkerTendency",2005
71,71,"Paul Azinger",66,4.7,42,893,0.405,"FairwayBunkerTendency",2005
71,71,"Jeff Brehaut",71,4.7,44,931,0.182,"FairwayBunkerTendency",2005
71,71,"Chad Campbell",95,4.7,51,1088,0.275,"FairwayBunkerTendency",2005
71,71,"Brian Davis",75,4.7,46,987,0.196,"FairwayBunkerTendency",2005
71,71,"Jim Furyk",94,4.7,52,1103,0.135,"FairwayBunkerTendency",2005
71,71,"Frank Lickliter II",100,4.7,60,1280,0,"FairwayBunkerTendency",2005
71,71,"Arron Oberholser",65,4.7,36,765,0.111,"FairwayBunkerTendency",2005
78,78,"DJ Brigman",76,4.8,46,949,0.239,"FairwayBunkerTendency",2005
78,78,"Bob Estes",92,4.8,56,1168,0.286,"FairwayBunkerTendency",2005
78,78,"Steve Flesch",90,4.8,46,963,0.261,"FairwayBunkerTendency",2005
78,78,"Peter Lonard",85,4.8,48,1002,0.313,"FairwayBunkerTendency",2005
78,78,"Hideto Tanihara",50,4.8,32,667,0.25,"FairwayBunkerTendency",2005
78,78,"Mike Weir",71,4.8,35,728,0.086,"FairwayBunkerTendency",2005
78,78,"Lee Westwood",50,4.8,24,503,0.5,"FairwayBunkerTendency",2005
85,85,"Chris Anderson",66,4.9,42,865,0.095,"FairwayBunkerTendency",2005
85,85,"Arjun Atwal",65,4.9,43,877,0.209,"FairwayBunkerTendency",2005
85,85,"Brian Gay",101,4.9,68,1379,0.088,"FairwayBunkerTendency",2005
85,85,"David Hearn",68,4.9,45,919,0.333,"FairwayBunkerTendency",2005
85,85,"Kent Jones",99,4.9,66,1349,0.167,"FairwayBunkerTendency",2005
85,85,"Pat Perez",89,4.9,55,1131,0.109,"FairwayBunkerTendency",2005
85,85,"Tom Pernice Jr",111,4.9,66,1351,0.106,"FairwayBunkerTendency",2005
85,85,"DA Points",94,4.9,62,1255,0.161,"FairwayBunkerTendency",2005
85,85,"Vijay Singh",111,4.9,64,1303,0.219,"FairwayBunkerTendency",2005
85,85,"Joey Snyder III",102,4.9,67,1367,0.343,"FairwayBunkerTendency",2005
85,85,"Kevin Stadler",96,4.9,63,1281,0.365,"FairwayBunkerTendency",2005
85,85,"Roland Thatcher",75,4.9,50,1017,0.32,"FairwayBunkerTendency",2005
97,97,"Michael Allen",90,5,59,1173,0.22,"FairwayBunkerTendency",2005
97,97,"Jason Allred",75,5,49,985,0.224,"FairwayBunkerTendency",2005
97,97,"Jason Bohn",91,5,61,1209,0.361,"FairwayBunkerTendency",2005
97,97,"Dudley Hart",84,5,56,1118,-0.018,"FairwayBunkerTendency",2005
97,97,"Steve Jones",56,5,35,697,0.4,"FairwayBunkerTendency",2005
97,97,"Hunter Mahan",103,5,69,1377,0.246,"FairwayBunkerTendency",2005
97,97,"Nick Watney",91,5,62,1243,0.177,"FairwayBunkerTendency",2005
104,104,"Tim Clark",92,5.1,50,989,0.2,"FairwayBunkerTendency",2005
104,104,"Glen Day",80,5.1,55,1087,0.218,"FairwayBunkerTendency",2005
104,104,"Dan Forsman",52,5.1,35,691,0.2,"FairwayBunkerTendency",2005
104,104,"Scott Hend",75,5.1,51,991,0.255,"FairwayBunkerTendency",2005
104,104,"Hank Kuehne",84,5.1,57,1117,0.175,"FairwayBunkerTendency",2005
104,104,"Franklin Langham",91,5.1,61,1186,0.279,"FairwayBunkerTendency",2005
104,104,"Greg Owen",84,5.1,54,1059,0.204,"FairwayBunkerTendency",2005
111,111,"Briny Baird",98,5.2,69,1336,0.406,"FairwayBunkerTendency",2005
111,111,"Tom Gillis",77,5.2,54,1045,0.222,"FairwayBunkerTendency",2005
111,111,"Bill Glasson",54,5.2,35,669,0.457,"FairwayBunkerTendency",2005
111,111,"Scott Gutschewski",86,5.2,57,1089,0.035,"FairwayBunkerTendency",2005
111,111,"Brandt Jobe",96,5.2,64,1227,0.172,"FairwayBunkerTendency",2005
111,111,"Carl Pettersson",109,5.2,74,1432,0.311,"FairwayBunkerTendency",2005
111,111,"Adam Scott",72,5.2,38,728,0.184,"FairwayBunkerTendency",2005
118,118,"Robert Allenby",95,5.3,58,1103,0.276,"FairwayBunkerTendency",2005
118,118,"Craig Barlow",81,5.3,54,1015,0.333,"FairwayBunkerTendency",2005
118,118,"Robert Gamez",91,5.3,65,1235,0.2,"FairwayBunkerTendency",2005
118,118,"Paul Gow",78,5.3,55,1033,0.109,"FairwayBunkerTendency",2005
118,118,"Hunter Haas",83,5.3,58,1103,0.19,"FairwayBunkerTendency",2005
118,118,"Will Ma Kenzie",75,5.3,54,1017,0.167,"FairwayBunkerTendency",2005
118,118,"Jose Maria Olazabal",55,5.3,32,601,0.125,"FairwayBunkerTendency",2005
118,118,"Phillip Price",77,5.3,54,1015,0.389,"FairwayBunkerTendency",2005
118,118,"Charlie Wi",67,5.3,48,907,0.375,"FairwayBunkerTendency",2005
127,127,"Stephen Ames",82,5.4,49,908,0.367,"FairwayBunkerTendency",2005
127,127,"Harrison Frazar",105,5.4,76,1408,0.263,"FairwayBunkerTendency",2005
127,127,"Glen Hnatiuk",59,5.4,41,765,0.244,"FairwayBunkerTendency",2005
127,127,"John Huston",90,5.4,65,1195,0.323,"FairwayBunkerTendency",2005
127,127,"Lee Janzen",75,5.4,50,930,0.18,"FairwayBunkerTendency",2005
127,127,"Shigeki Maruyama",99,5.4,66,1228,0.015,"FairwayBunkerTendency",2005
127,127,"Ted Purdy",122,5.4,81,1507,0.222,"FairwayBunkerTendency",2005
127,127,"Rob Rashell",65,5.4,46,850,0.152,"FairwayBunkerTendency",2005
135,135,"Billy Andrade",83,5.5,62,1127,0.048,"FairwayBunkerTendency",2005
135,135,"Robert Damron",89,5.5,68,1239,0.176,"FairwayBunkerTendency",2005
135,135,"Carlos Franco",78,5.5,52,950,0.212,"FairwayBunkerTendency",2005
135,135,"Ryuji Imada",78,5.5,57,1034,0.228,"FairwayBunkerTendency",2005
135,135,"Freddie Jacobson",72,5.5,47,852,0.362,"FairwayBunkerTendency",2005
135,135,"Jonathan Kaye",77,5.5,53,955,0.17,"FairwayBunkerTendency",2005
135,135,"Justin Leonard",78,5.5,47,852,0.34,"FairwayBunkerTendency",2005
135,135,"Thomas Levet",54,5.5,30,545,0.233,"FairwayBunkerTendency",2005
135,135,"Scott McCarron",78,5.5,52,949,0.135,"FairwayBunkerTendency",2005
135,135,"Shaun Micheel",81,5.5,54,987,0.278,"FairwayBunkerTendency",2005
135,135,"Dennis Paulson",63,5.5,48,876,0.396,"FairwayBunkerTendency",2005
135,135,"DJ Trahan",81,5.5,59,1075,0.322,"FairwayBunkerTendency",2005
147,147,"Doug Barron",70,5.6,55,977,0.2,"FairwayBunkerTendency",2005
147,147,"Jonathan Byrd",103,5.6,78,1385,0.308,"FairwayBunkerTendency",2005
147,147,"JJ Henry",102,5.6,75,1335,0.187,"FairwayBunkerTendency",2005
147,147,"Zach Johnson",96,5.6,67,1192,0.179,"FairwayBunkerTendency",2005
147,147,"Matt Kuchar",60,5.6,45,807,0.178,"FairwayBunkerTendency",2005
147,147,"Tom Lehman",69,5.6,43,765,0.023,"FairwayBunkerTendency",2005
147,147,"Steve Lowery",100,5.6,74,1311,0.351,"FairwayBunkerTendency",2005
147,147,"Vaughn Taylor",99,5.6,74,1327,0.162,"FairwayBunkerTendency",2005
147,147,"Bob Tway",87,5.6,57,1017,0.228,"FairwayBunkerTendency",2005
156,156,"Aaron Baddeley",84,5.7,65,1144,0.138,"FairwayBunkerTendency",2005
156,156,"Chris DiMarco",83,5.7,50,880,0.18,"FairwayBunkerTendency",2005
156,156,"Bob Heintz",67,5.7,53,935,0.057,"FairwayBunkerTendency",2005
156,156,"Brett Quigley",96,5.7,72,1253,0.347,"FairwayBunkerTendency",2005
156,156,"Kirk Triplett",55,5.7,38,671,0.263,"FairwayBunkerTendency",2005
161,161,"Stewart Cink",98,5.8,62,1062,0.081,"FairwayBunkerTendency",2005
161,161,"Brad Faxon",75,5.8,52,904,0.173,"FairwayBunkerTendency",2005
161,161,"Jay Haas",54,5.8,35,600,0.143,"FairwayBunkerTendency",2005
161,161,"Andrew Magee",82,5.8,63,1087,0.349,"FairwayBunkerTendency",2005
165,165,"Justin Bolli",65,5.9,52,877,0.346,"FairwayBunkerTendency",2005
165,165,"Danny Briggs",70,5.9,56,949,0.286,"FairwayBunkerTendency",2005
165,165,"Ryan Palmer",101,5.9,73,1246,0.301,"FairwayBunkerTendency",2005
165,165,"Steve Stricker",62,5.9,51,865,0.118,"FairwayBunkerTendency",2005
165,165,"Duffy Waldorf",86,5.9,64,1088,0.484,"FairwayBunkerTendency",2005
170,170,"JP Hayes",63,6,49,821,0.143,"FairwayBunkerTendency",2005
170,170,"Tim Herron",100,6,71,1179,0.099,"FairwayBunkerTendency",2005
170,170,"Rod Pampling",89,6,61,1010,0.295,"FairwayBunkerTendency",2005
170,170,"David Toms",87,6,56,938,0.161,"FairwayBunkerTendency",2005
174,174,"Daniel Chopra",108,6.1,86,1418,0.081,"FairwayBunkerTendency",2005
174,174,"Marco Dawson",82,6.1,70,1140,0.143,"FairwayBunkerTendency",2005
174,174,"Matt Gogel",78,6.1,65,1060,0.262,"FairwayBunkerTendency",2005
174,174,"Todd Hamilton",94,6.1,67,1107,0.299,"FairwayBunkerTendency",2005
174,174,"Brendan Jones",81,6.1,67,1105,0,"FairwayBunkerTendency",2005
174,174,"Phil Mickelson",81,6.1,49,809,0.163,"FairwayBunkerTendency",2005
174,174,"Joe Ogilvie",103,6.1,72,1183,0.236,"FairwayBunkerTendency",2005
181,181,"Kevin Na",88,6.2,72,1170,0.111,"FairwayBunkerTendency",2005
181,181,"Brenden Pappas",51,6.2,44,713,0.205,"FairwayBunkerTendency",2005
181,181,"Tag Ridings",93,6.2,79,1269,0.19,"FairwayBunkerTendency",2005
181,181,"Chris Smith",93,6.2,80,1292,0.35,"FairwayBunkerTendency",2005
185,185,"Ben Curtis",65,6.3,48,766,0.292,"FairwayBunkerTendency",2005
185,185,"Ian Poulter",62,6.3,35,558,0.543,"FairwayBunkerTendency",2005
185,185,"Rory Sabbatini",81,6.3,58,921,0.017,"FairwayBunkerTendency",2005
188,188,"John Elliott",58,6.4,50,779,0.38,"FairwayBunkerTendency",2005
188,188,"Len Mattiace",86,6.4,73,1141,0.192,"FairwayBunkerTendency",2005
188,188,"Jesper Parnevik",84,6.4,68,1057,0.118,"FairwayBunkerTendency",2005
191,191,"Rich Beem",66,6.6,50,753,0.4,"FairwayBunkerTendency",2005
191,191,"Tim Petrovic",97,6.6,82,1241,0.134,"FairwayBunkerTendency",2005
191,191,"Patrick Sheehan",114,6.6,98,1474,0.173,"FairwayBunkerTendency",2005
191,191,"Jeff Sluman",94,6.6,85,1279,0.2,"FairwayBunkerTendency",2005
195,195,"Craig Perks",67,6.7,61,907,0.164,"FairwayBunkerTendency",2005
196,196,"Fred Couples",72,6.8,49,725,0.327,"FairwayBunkerTendency",2005
196,196,"JL Lewis",98,6.8,85,1250,0.224,"FairwayBunkerTendency",2005
196,196,"Mark OMeara",66,6.8,57,836,0.14,"FairwayBunkerTendency",2005
199,199,"Woody Austin",100,6.9,92,1341,0.065,"FairwayBunkerTendency",2005
199,199,"James Driscoll",73,6.9,66,959,0.091,"FairwayBunkerTendency",2005
201,201,"Padraig Harrington",50,7.3,43,588,0.163,"FairwayBunkerTendency",2005
202,202,"Bernhard Langer",67,9,64,708,-0.016,"FairwayBunkerTendency",2005
