"TotalBirdies_RANKTHISWEEK_2007","TotalBirdies_RANKLASTWEEK_2007","TotalBirdies_PLAYERNAME_2007","TotalBirdies_ROUNDS_2007","TotalBirdies_TOTAL_2007","stat_name","year"
31,31,"Kent Jones",97,342,"TotalBirdies",2007
32,32,"Jesper Parnevik",88,341,"TotalBirdies",2007
33,33,"Ted Purdy",102,340,"TotalBirdies",2007
34,34,"John Rollins",102,337,"TotalBirdies",2007
34,34,"John Senden",97,337,"TotalBirdies",2007
36,36,"Jeff Gove",103,336,"TotalBirdies",2007
37,37,"Woody Austin",95,335,"TotalBirdies",2007
37,37,"Mathias Gronberg",95,335,"TotalBirdies",2007
39,39,"Jeff Quinney",95,334,"TotalBirdies",2007
39,39,"Vaughn Taylor",91,334,"TotalBirdies",2007
41,41,"Jason Dufner",100,333,"TotalBirdies",2007
42,42,"Frank Lickliter II",95,332,"TotalBirdies",2007
43,43,"Jerry Kelly",101,331,"TotalBirdies",2007
43,43,"Johnson Wagner",97,331,"TotalBirdies",2007
45,45,"John Merrick",92,329,"TotalBirdies",2007
46,46,"Billy Mayfair",98,328,"TotalBirdies",2007
47,47,"Eric Axley",107,327,"TotalBirdies",2007
47,47,"Tim Herron",98,327,"TotalBirdies",2007
49,49,"George McNeill",95,326,"TotalBirdies",2007
50,50,"Steve Flesch",100,324,"TotalBirdies",2007
51,51,"Ryan Moore",92,323,"TotalBirdies",2007
52,52,"Hunter Mahan",91,322,"TotalBirdies",2007
52,52,"DJ Trahan",99,322,"TotalBirdies",2007
54,54,"Rich Beem",89,321,"TotalBirdies",2007
55,55,"Robert Allenby",90,320,"TotalBirdies",2007
55,55,"Mathew Goggin",97,320,"TotalBirdies",2007
55,55,"Bill Haas",93,320,"TotalBirdies",2007
58,58,"JP Hayes",89,319,"TotalBirdies",2007
59,59,"Bob Estes",88,317,"TotalBirdies",2007
59,59,"Michael Putnam",96,317,"TotalBirdies",2007
61,61,"John Mallinger",96,316,"TotalBirdies",2007
62,62,"Kevin Na",84,314,"TotalBirdies",2007
62,62,"Charlie Wi",90,314,"TotalBirdies",2007
64,64,"Stewart Cink",91,312,"TotalBirdies",2007
65,65,"Nick Watney",87,311,"TotalBirdies",2007
66,66,"Bob Heintz",85,310,"TotalBirdies",2007
66,66,"Doug LaBelle II",104,310,"TotalBirdies",2007
68,68,"Bart Bryant",87,309,"TotalBirdies",2007
69,69,"Justin Leonard",95,308,"TotalBirdies",2007
70,70,"Harrison Frazar",88,305,"TotalBirdies",2007
70,70,"Jason Gore",86,305,"TotalBirdies",2007
70,70,"Brett Wetterich",88,305,"TotalBirdies",2007
73,73,"Billy Andrade",88,303,"TotalBirdies",2007
74,74,"KJ Choi",87,302,"TotalBirdies",2007
75,75,"Dean Wilson",92,300,"TotalBirdies",2007
76,76,"Kevin Stadler",95,297,"TotalBirdies",2007
77,77,"Jim Furyk",84,296,"TotalBirdies",2007
78,78,"Ryan Palmer",91,295,"TotalBirdies",2007
79,79,"Troy Matteson",87,294,"TotalBirdies",2007
79,79,"Bubba Watson",80,294,"TotalBirdies",2007
81,81,"Pat Perez",84,293,"TotalBirdies",2007
82,82,"Steve Elkington",87,290,"TotalBirdies",2007
82,82,"Camilo Villegas",82,290,"TotalBirdies",2007
84,84,"Alex Cejka",80,289,"TotalBirdies",2007
84,84,"Robert Gamez",88,289,"TotalBirdies",2007
84,84,"Geoff Ogilvy",84,289,"TotalBirdies",2007
84,84,"Steve Stricker",81,289,"TotalBirdies",2007
84,84,"Kevin Sutherland",85,289,"TotalBirdies",2007
89,89,"Rory Sabbatini",81,288,"TotalBirdies",2007
90,90,"Aaron Baddeley",83,287,"TotalBirdies",2007
91,91,"Chad Campbell",96,286,"TotalBirdies",2007
91,91,"Rod Pampling",92,286,"TotalBirdies",2007
93,93,"Jonathan Byrd",73,284,"TotalBirdies",2007
93,93,"Kenny Perry",83,284,"TotalBirdies",2007
95,95,"Freddie Jacobson",70,281,"TotalBirdies",2007
95,95,"Peter Lonard",85,281,"TotalBirdies",2007
95,95,"Shaun Micheel",91,281,"TotalBirdies",2007
98,98,"Brendon de Jonge",76,280,"TotalBirdies",2007
99,99,"Gavin Coles",87,279,"TotalBirdies",2007
99,99,"Matt Kuchar",85,279,"TotalBirdies",2007
101,101,"Glen Day",85,278,"TotalBirdies",2007
101,101,"JJ Henry",86,278,"TotalBirdies",2007
101,101,"Parker McLachlin",83,278,"TotalBirdies",2007
101,101,"Mark Wilson",87,278,"TotalBirdies",2007
105,105,"Shigeki Maruyama",84,277,"TotalBirdies",2007
106,106,"Charles Howell III",89,274,"TotalBirdies",2007
107,107,"Rich Barcelo",80,272,"TotalBirdies",2007
108,108,"Joe Durant",88,271,"TotalBirdies",2007
109,109,"Mark Hensby",81,270,"TotalBirdies",2007
109,109,"Jeff Maggert",79,270,"TotalBirdies",2007
111,111,"Tommy Armour III",81,269,"TotalBirdies",2007
111,111,"Craig Bowden",78,269,"TotalBirdies",2007
111,111,"Mike Weir",82,269,"TotalBirdies",2007
114,114,"Richard Johnson",93,268,"TotalBirdies",2007
114,114,"Daisuke Maruyama",86,268,"TotalBirdies",2007
116,116,"Jarrod Lyle",77,267,"TotalBirdies",2007
117,117,"Scott Verplank",82,266,"TotalBirdies",2007
118,118,"Steve Lowery",74,265,"TotalBirdies",2007
118,118,"David Toms",80,265,"TotalBirdies",2007
120,120,"JB Holmes",71,264,"TotalBirdies",2007
121,121,"Phil Mickelson",73,263,"TotalBirdies",2007
121,121,"Greg Owen",81,263,"TotalBirdies",2007
123,123,"Andrew Buckle",77,262,"TotalBirdies",2007
123,123,"Adam Scott",69,262,"TotalBirdies",2007
125,125,"Tripp Isenhour",86,260,"TotalBirdies",2007
126,126,"Stephen Leaney",82,258,"TotalBirdies",2007
126,126,"Rocco Mediate",72,258,"TotalBirdies",2007
128,128,"Craig Lile",77,255,"TotalBirdies",2007
129,129,"Michael Allen",74,254,"TotalBirdies",2007
130,130,"Chris Couch",76,252,"TotalBirdies",2007
131,131,"Tom Johnson",74,251,"TotalBirdies",2007
132,132,"Marco Dawson",73,248,"TotalBirdies",2007
133,133,"Kirk Triplett",77,246,"TotalBirdies",2007
134,134,"Stephen Ames",81,244,"TotalBirdies",2007
135,135,"David Branshaw",83,243,"TotalBirdies",2007
135,135,"Joey Sindelar",75,243,"TotalBirdies",2007
137,137,"Corey Pavin",81,242,"TotalBirdies",2007
137,137,"Tiger Woods",63,242,"TotalBirdies",2007
139,139,"Brett Quigley",79,241,"TotalBirdies",2007
140,140,"Zach Johnson",76,240,"TotalBirdies",2007
140,140,"Steve Wheatcroft",73,240,"TotalBirdies",2007
142,142,"Sergio Garcia",68,238,"TotalBirdies",2007
143,143,"Steve Allan",63,234,"TotalBirdies",2007
144,144,"Duffy Waldorf",69,232,"TotalBirdies",2007
145,145,"Stuart Appleby",74,231,"TotalBirdies",2007
145,145,"Dicky Pride",71,231,"TotalBirdies",2007
147,147,"Ben Curtis",80,230,"TotalBirdies",2007
148,148,"Scott Gutschewski",67,227,"TotalBirdies",2007
149,149,"Luke Donald",69,226,"TotalBirdies",2007
149,149,"Darron Stiles",65,226,"TotalBirdies",2007
151,151,"Justin Rose",63,225,"TotalBirdies",2007
152,152,"Chris Stroud",66,223,"TotalBirdies",2007
153,153,"Chris DiMarco",79,221,"TotalBirdies",2007
153,153,"Paul Gow",70,221,"TotalBirdies",2007
155,155,"Tim Clark",66,220,"TotalBirdies",2007
156,156,"Padraig Harrington",64,219,"TotalBirdies",2007
156,156,"Jeff Overton",60,219,"TotalBirdies",2007
158,158,"Arron Oberholser",69,218,"TotalBirdies",2007
159,159,"Kyle Reifers",71,215,"TotalBirdies",2007
160,160,"DJ Brigman",67,213,"TotalBirdies",2007
160,160,"John Daly",59,213,"TotalBirdies",2007
162,162,"Ernie Els",59,211,"TotalBirdies",2007
163,163,"Lee Janzen",66,209,"TotalBirdies",2007
163,163,"Chris Riley",59,209,"TotalBirdies",2007
165,165,"Davis Love III",66,205,"TotalBirdies",2007
166,166,"Trevor Immelman",74,203,"TotalBirdies",2007
166,166,"Nick OHern",72,203,"TotalBirdies",2007
168,168,"Todd Hamilton",76,200,"TotalBirdies",2007
169,169,"Tom Lehman",62,199,"TotalBirdies",2007
170,170,"Fred Funk",65,198,"TotalBirdies",2007
171,171,"Ian Poulter",63,196,"TotalBirdies",2007
172,172,"Jason Schultz",63,195,"TotalBirdies",2007
173,173,"Matt Hendrix",63,193,"TotalBirdies",2007
174,174,"Michael Boyd",61,191,"TotalBirdies",2007
175,175,"Craig Barlow",52,186,"TotalBirdies",2007
175,175,"Tag Ridings",52,186,"TotalBirdies",2007
175,175,"Paul Stankowski",52,186,"TotalBirdies",2007
175,175,"Jay Williamson",50,186,"TotalBirdies",2007
179,179,"Jason Bohn",57,185,"TotalBirdies",2007
180,180,"Paul Goydos",60,182,"TotalBirdies",2007
181,181,"Jeff Brehaut",59,179,"TotalBirdies",2007
182,182,"Chris Tidland",59,175,"TotalBirdies",2007
183,183,"Bryce Molder",56,174,"TotalBirdies",2007
184,184,"Brian Bateman",55,173,"TotalBirdies",2007
184,184,"Michael Sim",52,173,"TotalBirdies",2007
184,184,"Jeff Sluman",60,173,"TotalBirdies",2007
187,187,"Bubba Dickerson",51,162,"TotalBirdies",2007
188,188,"Anders Hansen",55,159,"TotalBirdies",2007
189,189,"Jose Coceres",50,157,"TotalBirdies",2007
189,189,"Jim Rutledge",59,157,"TotalBirdies",2007
191,191,"Jaco Van Zyl",51,149,"TotalBirdies",2007
192,192,"Mark Brooks",53,144,"TotalBirdies",2007
193,193,"Jose Maria Olazabal",52,141,"TotalBirdies",2007
194,194,"Retief Goosen",50,139,"TotalBirdies",2007
194,194,"Henrik Stenson",52,139,"TotalBirdies",2007
196,196,"Tom Byrum",50,135,"TotalBirdies",2007
