"BirdieorBetterPercentageRightRough_RANKTHISWEEK_2013","BirdieorBetterPercentageRightRough_RANKLASTWEEK_2013","BirdieorBetterPercentageRightRough_PLAYERNAME_2013","BirdieorBetterPercentageRightRough_ROUNDS_2013","BirdieorBetterPercentageRightRough_Pct_2013","BirdieorBetterPercentageRightRough_TOTALBIRDIES_2013","BirdieorBetterPercentageRightRough_TOTALHOLES_2013","stat_name","year"
73,73,"Kevin Chappell",80,14.41,16,111,"BirdieorBetterPercentageRightRough",2013
74,74,"Hunter Mahan",91,14.4,18,125,"BirdieorBetterPercentageRightRough",2013
75,75,"Martin Flores",83,14.38,21,146,"BirdieorBetterPercentageRightRough",2013
75,75,"Patrick Reed",83,14.38,23,160,"BirdieorBetterPercentageRightRough",2013
75,75,"Jimmy Walker",84,14.38,23,160,"BirdieorBetterPercentageRightRough",2013
78,78,"Robert Karlsson",56,14.29,9,63,"BirdieorBetterPercentageRightRough",2013
78,78,"Lee Westwood",70,14.29,11,77,"BirdieorBetterPercentageRightRough",2013
80,80,"Martin Laird",68,14.14,14,99,"BirdieorBetterPercentageRightRough",2013
81,81,"Chris Kirk",89,14.09,21,149,"BirdieorBetterPercentageRightRough",2013
82,82,"John Merrick",79,13.95,18,129,"BirdieorBetterPercentageRightRough",2013
83,83,"Gary Woodland",94,13.94,23,165,"BirdieorBetterPercentageRightRough",2013
84,84,"Matt Kuchar",93,13.87,19,137,"BirdieorBetterPercentageRightRough",2013
85,85,"Billy Horschel",96,13.85,18,130,"BirdieorBetterPercentageRightRough",2013
86,86,"Justin Leonard",86,13.82,17,123,"BirdieorBetterPercentageRightRough",2013
87,87,"Daniel Summerhays",83,13.7,20,146,"BirdieorBetterPercentageRightRough",2013
88,88,"Stewart Cink",71,13.56,16,118,"BirdieorBetterPercentageRightRough",2013
88,88,"DH Lee",65,13.56,16,118,"BirdieorBetterPercentageRightRough",2013
90,90,"Rory McIlroy",56,13.51,10,74,"BirdieorBetterPercentageRightRough",2013
91,91,"Nicolas Colsaerts",50,13.48,12,89,"BirdieorBetterPercentageRightRough",2013
92,92,"Rickie Fowler",75,13.46,14,104,"BirdieorBetterPercentageRightRough",2013
93,93,"Scott Stallings",79,13.45,16,119,"BirdieorBetterPercentageRightRough",2013
94,94,"Jin Park",52,13.43,9,67,"BirdieorBetterPercentageRightRough",2013
95,95,"Tiger Woods",61,13.41,11,82,"BirdieorBetterPercentageRightRough",2013
96,96,"Fabian Gomez",65,13.39,15,112,"BirdieorBetterPercentageRightRough",2013
97,97,"Luke Donald",60,13.33,10,75,"BirdieorBetterPercentageRightRough",2013
97,97,"Martin Kaymer",61,13.33,8,60,"BirdieorBetterPercentageRightRough",2013
99,99,"William McGirt",75,13.27,15,113,"BirdieorBetterPercentageRightRough",2013
100,100,"Bubba Watson",76,13.22,16,121,"BirdieorBetterPercentageRightRough",2013
101,101,"Cameron Tringale",80,13.19,19,144,"BirdieorBetterPercentageRightRough",2013
102,102,"Roberto Castro",97,13.01,16,123,"BirdieorBetterPercentageRightRough",2013
103,103,"Brendon de Jonge",110,12.94,22,170,"BirdieorBetterPercentageRightRough",2013
104,104,"Aaron Baddeley",68,12.9,16,124,"BirdieorBetterPercentageRightRough",2013
104,104,"Ryan Moore",72,12.9,12,93,"BirdieorBetterPercentageRightRough",2013
104,104,"Ian Poulter",59,12.9,8,62,"BirdieorBetterPercentageRightRough",2013
104,104,"Andrew Svoboda",46,12.9,8,62,"BirdieorBetterPercentageRightRough",2013
108,108,"Mark Wilson",56,12.82,10,78,"BirdieorBetterPercentageRightRough",2013
109,109,"Tommy Gainey",84,12.66,20,158,"BirdieorBetterPercentageRightRough",2013
110,110,"Tim Herron",45,12.63,12,95,"BirdieorBetterPercentageRightRough",2013
111,111,"Scott Brown",65,12.62,13,103,"BirdieorBetterPercentageRightRough",2013
112,112,"Brian Harman",89,12.5,19,152,"BirdieorBetterPercentageRightRough",2013
112,112,"David Lynn",70,12.5,15,120,"BirdieorBetterPercentageRightRough",2013
112,112,"Eric Meierdierks",48,12.5,10,80,"BirdieorBetterPercentageRightRough",2013
115,115,"Bill Haas",85,12.4,15,121,"BirdieorBetterPercentageRightRough",2013
116,116,"Jason Dufner",78,12.39,14,113,"BirdieorBetterPercentageRightRough",2013
117,117,"Bud Cauley",67,12.38,13,105,"BirdieorBetterPercentageRightRough",2013
118,118,"Kyle Stanley",71,12.28,14,114,"BirdieorBetterPercentageRightRough",2013
119,119,"Brad Fritsch",81,12.23,17,139,"BirdieorBetterPercentageRightRough",2013
120,120,"Morgan Hoffmann",64,12.17,14,115,"BirdieorBetterPercentageRightRough",2013
121,121,"John Rollins",77,12.16,18,148,"BirdieorBetterPercentageRightRough",2013
122,122,"Ryo Ishikawa",72,11.88,12,101,"BirdieorBetterPercentageRightRough",2013
122,122,"Ben Kohles",75,11.88,12,101,"BirdieorBetterPercentageRightRough",2013
124,124,"Ben Curtis",59,11.76,10,85,"BirdieorBetterPercentageRightRough",2013
124,124,"David Toms",49,11.76,6,51,"BirdieorBetterPercentageRightRough",2013
126,126,"Jerry Kelly",75,11.7,11,94,"BirdieorBetterPercentageRightRough",2013
126,126,"Robert Streb",75,11.7,11,94,"BirdieorBetterPercentageRightRough",2013
128,128,"Derek Ernst",58,11.65,12,103,"BirdieorBetterPercentageRightRough",2013
129,129,"Steve LeBrun",66,11.57,14,121,"BirdieorBetterPercentageRightRough",2013
130,130,"Tag Ridings",69,11.45,15,131,"BirdieorBetterPercentageRightRough",2013
131,131,"Rod Pampling",46,11.39,9,79,"BirdieorBetterPercentageRightRough",2013
132,132,"Brian Davis",91,11.22,11,98,"BirdieorBetterPercentageRightRough",2013
133,133,"Tim Clark",64,11.11,7,63,"BirdieorBetterPercentageRightRough",2013
134,134,"Bryce Molder",82,10.96,16,146,"BirdieorBetterPercentageRightRough",2013
135,135,"Trevor Immelman",73,10.92,13,119,"BirdieorBetterPercentageRightRough",2013
136,136,"Brandt Jobe",62,10.84,9,83,"BirdieorBetterPercentageRightRough",2013
137,137,"Charl Schwartzel",69,10.75,10,93,"BirdieorBetterPercentageRightRough",2013
138,138,"Steven Bowditch",67,10.71,12,112,"BirdieorBetterPercentageRightRough",2013
138,138,"Henrik Stenson",65,10.71,6,56,"BirdieorBetterPercentageRightRough",2013
140,140,"Ricky Barnes",74,10.69,14,131,"BirdieorBetterPercentageRightRough",2013
140,140,"Scott Langley",79,10.69,14,131,"BirdieorBetterPercentageRightRough",2013
142,142,"David Hearn",88,10.56,15,142,"BirdieorBetterPercentageRightRough",2013
143,143,"Bob Estes",66,10.34,12,116,"BirdieorBetterPercentageRightRough",2013
144,144,"Padraig Harrington",52,10.29,7,68,"BirdieorBetterPercentageRightRough",2013
145,145,"Bo Van Pelt",72,10.26,8,78,"BirdieorBetterPercentageRightRough",2013
146,146,"Jeff Overton",78,10.13,16,158,"BirdieorBetterPercentageRightRough",2013
147,147,"Justin Bolli",59,10.11,9,89,"BirdieorBetterPercentageRightRough",2013
148,148,"Ben Crane",62,10.1,10,99,"BirdieorBetterPercentageRightRough",2013
148,148,"Doug LaBelle II",72,10.1,10,99,"BirdieorBetterPercentageRightRough",2013
150,150,"Charlie Wi",75,10.07,14,139,"BirdieorBetterPercentageRightRough",2013
151,151,"Erik Compton",74,9.84,12,122,"BirdieorBetterPercentageRightRough",2013
152,152,"Geoff Ogilvy",57,9.76,8,82,"BirdieorBetterPercentageRightRough",2013
153,153,"George McNeill",68,9.73,11,113,"BirdieorBetterPercentageRightRough",2013
154,154,"Brandt Snedeker",79,9.71,10,103,"BirdieorBetterPercentageRightRough",2013
155,155,"Greg Owen",73,9.68,12,124,"BirdieorBetterPercentageRightRough",2013
156,156,"Seung Yul Noh",71,9.49,13,137,"BirdieorBetterPercentageRightRough",2013
157,157,"Darron Stiles",51,9.33,7,75,"BirdieorBetterPercentageRightRough",2013
158,158,"Brian Stuard",78,9.28,9,97,"BirdieorBetterPercentageRightRough",2013
159,159,"Colt Knost",69,9.18,9,98,"BirdieorBetterPercentageRightRough",2013
160,160,"Michael Thompson",66,9.09,9,99,"BirdieorBetterPercentageRightRough",2013
161,161,"Ken Duke",87,9.03,13,144,"BirdieorBetterPercentageRightRough",2013
162,162,"Aaron Watkins",46,8.97,7,78,"BirdieorBetterPercentageRightRough",2013
163,163,"Jeff Maggert",63,8.7,8,92,"BirdieorBetterPercentageRightRough",2013
164,164,"Nick Watney",88,8.66,11,127,"BirdieorBetterPercentageRightRough",2013
165,165,"Jim Furyk",80,8.6,8,93,"BirdieorBetterPercentageRightRough",2013
166,166,"Vijay Singh",61,8.42,8,95,"BirdieorBetterPercentageRightRough",2013
167,167,"Casey Wittenberg",72,8.33,9,108,"BirdieorBetterPercentageRightRough",2013
167,167,"YE Yang",56,8.33,6,72,"BirdieorBetterPercentageRightRough",2013
169,169,"Robert Allenby",58,8.22,6,73,"BirdieorBetterPercentageRightRough",2013
170,170,"Boo Weekley",100,8.15,11,135,"BirdieorBetterPercentageRightRough",2013
171,171,"Ted Potter Jr",65,7.77,8,103,"BirdieorBetterPercentageRightRough",2013
172,172,"Stuart Appleby",88,7.69,10,130,"BirdieorBetterPercentageRightRough",2013
172,172,"JJ Henry",83,7.69,8,104,"BirdieorBetterPercentageRightRough",2013
174,174,"David Mathis",71,7.46,10,134,"BirdieorBetterPercentageRightRough",2013
175,175,"Will Claxton",67,7.34,8,109,"BirdieorBetterPercentageRightRough",2013
176,176,"Brendan Steele",86,7.25,10,138,"BirdieorBetterPercentageRightRough",2013
177,177,"Brian Gay",79,7.14,8,112,"BirdieorBetterPercentageRightRough",2013
178,178,"Jonas Blixt",76,6.56,8,122,"BirdieorBetterPercentageRightRough",2013
179,179,"Chad Campbell",78,5.93,7,118,"BirdieorBetterPercentageRightRough",2013
180,180,"Bobby Gates",49,5.45,6,110,"BirdieorBetterPercentageRightRough",2013
