"LeftRoughProximity_RANKTHISWEEK_2009","LeftRoughProximity_RANKLASTWEEK_2009","LeftRoughProximity_PLAYERNAME_2009","LeftRoughProximity_ROUNDS_2009","LeftRoughProximity_AVG_2009","LeftRoughProximity_ATTEMPTS_2009","LeftRoughProximity_TOTALDISTANCEFEET_2009","LeftRoughProximity_RELATIVETOPAR_2009","stat_name","year"
39,39,"Luke Donald",79,NA,91,3660.75,7,"LeftRoughProximity",2009
39,39,"Scott Piercy",85,NA,120,4826.583,1,"LeftRoughProximity",2009
41,41,"Derek Fathauer",63,NA,92,3710.333,17,"LeftRoughProximity",2009
42,42,"Kevin Stadler",65,NA,94,3802.167,3,"LeftRoughProximity",2009
43,43,"Charles Howell III",99,NA,133,5385.167,-2,"LeftRoughProximity",2009
44,44,"Troy Matteson",95,NA,128,5202.583,8,"LeftRoughProximity",2009
45,45,"Aaron Baddeley",66,NA,84,3421.5,9,"LeftRoughProximity",2009
45,45,"Charles Warren",63,NA,84,3422.833,13,"LeftRoughProximity",2009
47,47,"Matt Jones",56,NA,76,3117.667,3,"LeftRoughProximity",2009
47,47,"Davis Love III",89,NA,147,6032.417,15,"LeftRoughProximity",2009
47,47,"Carl Pettersson",86,NA,148,6071.917,27,"LeftRoughProximity",2009
47,47,"Ted Purdy",101,NA,139,5704.5,18,"LeftRoughProximity",2009
47,47,"Mark Wilson",99,NA,102,4182.583,18,"LeftRoughProximity",2009
52,52,"Jason Bohn",88,NA,105,4316.833,11,"LeftRoughProximity",2009
52,52,"Chad Campbell",90,NA,101,4152.083,6,"LeftRoughProximity",2009
54,54,"Jonathan Byrd",89,NA,122,5026.083,12,"LeftRoughProximity",2009
54,54,"Jarrod Lyle",65,NA,80,3291.25,9,"LeftRoughProximity",2009
54,54,"David Toms",98,NA,93,3832,8,"LeftRoughProximity",2009
54,54,"Matt Weibring",65,NA,97,3990.167,24,"LeftRoughProximity",2009
58,58,"Michael Allen",73,NA,91,3755.417,16,"LeftRoughProximity",2009
58,58,"Justin Rose",71,NA,82,3384.667,8,"LeftRoughProximity",2009
60,60,"Zach Johnson",94,NA,96,3971.083,1,"LeftRoughProximity",2009
60,60,"Bubba Watson",73,NA,137,5666.25,16,"LeftRoughProximity",2009
62,62,"Tag Ridings",50,NA,82,3396.083,5,"LeftRoughProximity",2009
63,63,"Greg Owen",97,NA,111,4604.5,11,"LeftRoughProximity",2009
64,64,"Brett Quigley",92,NA,159,6614.5,16,"LeftRoughProximity",2009
65,65,"Briny Baird",89,NA,124,5166.083,21,"LeftRoughProximity",2009
65,65,"Marc Leishman",91,NA,113,4712.083,17,"LeftRoughProximity",2009
65,65,"Jeff Maggert",79,NA,105,4377.083,29,"LeftRoughProximity",2009
65,65,"Tim Petrovic",97,NA,122,5086.167,14,"LeftRoughProximity",2009
65,65,"Rick Price",54,NA,63,2626.75,8,"LeftRoughProximity",2009
70,70,"Justin Leonard",95,NA,105,4385,9,"LeftRoughProximity",2009
70,70,"Bill Lunde",83,NA,102,4259.917,15,"LeftRoughProximity",2009
70,70,"Leif Olson",51,NA,90,3753.917,17,"LeftRoughProximity",2009
70,70,"Vaughn Taylor",88,NA,132,5513.667,15,"LeftRoughProximity",2009
74,74,"Ricky Barnes",67,NA,97,4055.417,21,"LeftRoughProximity",2009
74,74,"Kris Blanks",60,NA,64,2678.917,6,"LeftRoughProximity",2009
74,74,"Tim Clark",81,NA,78,3261.833,14,"LeftRoughProximity",2009
74,74,"Chez Reavie",81,NA,105,4395.583,20,"LeftRoughProximity",2009
74,74,"Jimmy Walker",74,NA,117,4898,7,"LeftRoughProximity",2009
79,79,"Boo Weekley",79,NA,96,4025.417,15,"LeftRoughProximity",2009
80,80,"Cliff Kresge",78,NA,120,5071.833,12,"LeftRoughProximity",2009
80,80,"John Mallinger",90,NA,109,4606.917,16,"LeftRoughProximity",2009
80,80,"Corey Pavin",73,NA,65,2743.75,3,"LeftRoughProximity",2009
83,83,"Ryuji Imada",85,NA,124,5249.25,17,"LeftRoughProximity",2009
83,83,"Parker McLachlin",71,NA,103,4361.167,5,"LeftRoughProximity",2009
83,83,"Webb Simpson",94,NA,172,7283.667,9,"LeftRoughProximity",2009
83,83,"Nick Watney",86,NA,147,6225.167,-2,"LeftRoughProximity",2009
87,87,"Jason Dufner",90,NA,113,4801.167,26,"LeftRoughProximity",2009
87,87,"Joe Durant",62,NA,48,2040.5,9,"LeftRoughProximity",2009
89,89,"Rich Beem",77,NA,94,4008.083,16,"LeftRoughProximity",2009
89,89,"JB Holmes",74,NA,172,7337.417,23,"LeftRoughProximity",2009
89,89,"Spencer Levin",75,NA,126,5373.75,12,"LeftRoughProximity",2009
89,89,"Rocco Mediate",79,NA,116,4951,1,"LeftRoughProximity",2009
93,93,"Colt Knost",71,NA,72,3076.833,17,"LeftRoughProximity",2009
93,93,"Nicholas Thompson",96,NA,160,6844.25,28,"LeftRoughProximity",2009
95,95,"Tommy Armour III",58,NA,88,3770.333,7,"LeftRoughProximity",2009
95,95,"John Rollins",92,NA,130,5570.583,26,"LeftRoughProximity",2009
97,97,"Padraig Harrington",66,NA,95,4095.833,12,"LeftRoughProximity",2009
97,97,"Kevin Na",91,NA,151,6507.167,22,"LeftRoughProximity",2009
99,99,"Tim Herron",87,NA,155,6705.083,28,"LeftRoughProximity",2009
99,99,"Ryan Palmer",78,NA,120,5192.833,27,"LeftRoughProximity",2009
99,99,"DJ Trahan",96,NA,120,5191,27,"LeftRoughProximity",2009
102,102,"Dustin Johnson",85,NA,114,4936.917,6,"LeftRoughProximity",2009
103,103,"Martin Laird",72,NA,94,4086.667,10,"LeftRoughProximity",2009
103,103,"Will Ma Kenzie",69,NA,90,3913,14,"LeftRoughProximity",2009
105,105,"Jason Gore",74,NA,112,4878,10,"LeftRoughProximity",2009
105,105,"John Senden",100,NA,173,7544.333,29,"LeftRoughProximity",2009
105,105,"Scott Sterling",51,NA,58,2529.333,7,"LeftRoughProximity",2009
108,108,"Daniel Chopra",89,NA,183,7986.667,35,"LeftRoughProximity",2009
108,108,"David Mathis",82,NA,124,5410.5,21,"LeftRoughProximity",2009
108,108,"Phil Mickelson",66,NA,109,4757.583,14,"LeftRoughProximity",2009
111,111,"Gary Woodland",53,NA,79,3471.083,31,"LeftRoughProximity",2009
112,112,"James Nitties",86,NA,110,4835.75,25,"LeftRoughProximity",2009
113,113,"Brian Gay",96,NA,90,3966.667,11,"LeftRoughProximity",2009
113,113,"Bill Haas",91,NA,150,6617.5,8,"LeftRoughProximity",2009
115,115,"David Duval",56,NA,113,4987.167,34,"LeftRoughProximity",2009
115,115,"Steve Elkington",70,NA,103,4552.667,27,"LeftRoughProximity",2009
117,117,"Brian Davis",103,NA,141,6242.083,14,"LeftRoughProximity",2009
117,117,"Lucas Glover",93,NA,123,5438.667,12,"LeftRoughProximity",2009
119,119,"KJ Choi",65,NA,90,3995.833,19,"LeftRoughProximity",2009
119,119,"Nathan Green",104,NA,177,7856.75,11,"LeftRoughProximity",2009
119,119,"Jeff Klauk",97,NA,120,5330.083,16,"LeftRoughProximity",2009
119,119,"Darron Stiles",52,NA,42,1867.083,9,"LeftRoughProximity",2009
123,123,"Steve Stricker",81,NA,116,5165,-11,"LeftRoughProximity",2009
124,124,"Brad Adamonis",70,NA,111,4953.083,22,"LeftRoughProximity",2009
124,124,"Woody Austin",84,NA,111,4948.25,16,"LeftRoughProximity",2009
124,124,"Charley Hoffman",97,NA,160,7134.25,9,"LeftRoughProximity",2009
124,124,"George McNeill",82,NA,126,5620.917,16,"LeftRoughProximity",2009
124,124,"Ryan Moore",89,NA,121,5390.25,15,"LeftRoughProximity",2009
129,129,"Retief Goosen",74,NA,103,4608,13,"LeftRoughProximity",2009
129,129,"Kent Jones",73,NA,62,2776.417,12,"LeftRoughProximity",2009
129,129,"Steve Marino",98,NA,134,5994.167,1,"LeftRoughProximity",2009
132,132,"Mark Calcavecchia",72,NA,98,4394.333,18,"LeftRoughProximity",2009
133,133,"Jim Furyk",86,NA,88,3951.75,17,"LeftRoughProximity",2009
134,134,"Stewart Cink",79,NA,109,4913.333,22,"LeftRoughProximity",2009
134,134,"John Merrick",91,NA,92,4147.083,17,"LeftRoughProximity",2009
136,136,"Matt Bettencourt",98,NA,170,7686.583,41,"LeftRoughProximity",2009
136,136,"Jerry Kelly",90,NA,145,6565.167,15,"LeftRoughProximity",2009
136,136,"Steve Lowery",83,NA,116,5245.25,26,"LeftRoughProximity",2009
136,136,"Rory Sabbatini",81,NA,96,4345.333,12,"LeftRoughProximity",2009
136,136,"Tiger Woods",64,NA,60,2714.917,-4,"LeftRoughProximity",2009
141,141,"DA Points",99,NA,118,5352.167,23,"LeftRoughProximity",2009
142,142,"Dean Wilson",81,NA,126,5733.667,33,"LeftRoughProximity",2009
143,143,"Ernie Els",70,NA,91,4144.417,11,"LeftRoughProximity",2009
144,144,"Brendon Todd",53,NA,81,3701.75,21,"LeftRoughProximity",2009
144,144,"Johnson Wagner",81,NA,132,6028.25,19,"LeftRoughProximity",2009
146,146,"Brad Faxon",59,NA,113,5171.083,31,"LeftRoughProximity",2009
147,147,"JJ Henry",97,NA,130,5960.833,22,"LeftRoughProximity",2009
148,148,"Bob Estes",78,NA,83,3824.917,15,"LeftRoughProximity",2009
148,148,"Greg Kraft",51,NA,86,3961.917,19,"LeftRoughProximity",2009
148,148,"Nick OHern",90,NA,125,5758.667,25,"LeftRoughProximity",2009
151,151,"Lee Janzen",74,NA,92,4249.667,17,"LeftRoughProximity",2009
151,151,"Chris Riley",77,NA,64,2952.25,5,"LeftRoughProximity",2009
153,153,"Mike Weir",85,NA,92,4258.083,10,"LeftRoughProximity",2009
154,154,"Marc Turnesa",77,NA,136,6321.167,30,"LeftRoughProximity",2009
155,155,"Mark Brooks",55,NA,46,2141.333,8,"LeftRoughProximity",2009
156,156,"Jeff Quinney",78,NA,105,4895.667,19,"LeftRoughProximity",2009
157,157,"Mathew Goggin",76,NA,97,4539.583,15,"LeftRoughProximity",2009
157,157,"Jeff Overton",92,NA,165,7722.667,19,"LeftRoughProximity",2009
159,159,"Ian Poulter",59,NA,62,2908,11,"LeftRoughProximity",2009
160,160,"Billy Mayfair",83,NA,74,3479,23,"LeftRoughProximity",2009
161,161,"Bart Bryant",58,NA,64,3013.75,14,"LeftRoughProximity",2009
161,161,"Peter Tomasulo",61,NA,91,4285.5,16,"LeftRoughProximity",2009
163,163,"Aron Price",89,NA,112,5291.5,19,"LeftRoughProximity",2009
164,164,"Ben Curtis",63,NA,81,3831.5,0,"LeftRoughProximity",2009
164,164,"Brian Vranesh",51,NA,65,3079.333,11,"LeftRoughProximity",2009
166,166,"Brian Bateman",55,NA,81,3839.417,17,"LeftRoughProximity",2009
167,167,"Eric Axley",71,NA,135,6422.583,41,"LeftRoughProximity",2009
167,167,"Tom Pernice Jr",82,NA,138,6561.333,11,"LeftRoughProximity",2009
169,169,"Stuart Appleby",79,NA,122,5856.75,15,"LeftRoughProximity",2009
169,169,"Cameron Beckman",87,NA,134,6432.667,9,"LeftRoughProximity",2009
171,171,"Richard Johnson",85,NA,131,6306.083,21,"LeftRoughProximity",2009
172,172,"Peter Lonard",86,NA,114,5506,33,"LeftRoughProximity",2009
173,173,"Alex Cejka",82,NA,94,4557.833,16,"LeftRoughProximity",2009
174,174,"Camilo Villegas",76,NA,93,4535.167,7,"LeftRoughProximity",2009
175,175,"Charlie Wi",92,NA,137,6687.75,16,"LeftRoughProximity",2009
176,176,"Hunter Mahan",94,NA,102,5016.833,20,"LeftRoughProximity",2009
177,177,"Jason Day",61,NA,88,4349.333,9,"LeftRoughProximity",2009
178,178,"Brendon de Jonge",90,NA,115,5693.917,18,"LeftRoughProximity",2009
179,179,"Scott Verplank",88,NA,82,4080.417,14,"LeftRoughProximity",2009
180,180,"Scott McCarron",91,NA,87,4355.75,11,"LeftRoughProximity",2009
181,181,"Rod Pampling",72,NA,110,5535.583,22,"LeftRoughProximity",2009
182,182,"Kevin Sutherland",96,NA,119,6114,19,"LeftRoughProximity",2009
183,183,"Todd Hamilton",83,NA,86,4433.5,25,"LeftRoughProximity",2009
184,184,"Bryce Molder",69,NA,54,2818.083,7,"LeftRoughProximity",2009
