"StrokeDifferentialFieldAverage_RANKTHISWEEK_2015","StrokeDifferentialFieldAverage_RANKLASTWEEK_2015","StrokeDifferentialFieldAverage_PLAYERNAME_2015","StrokeDifferentialFieldAverage_ROUNDS_2015","StrokeDifferentialFieldAverage_STROKEDIFFERENTIAL_2015","StrokeDifferentialFieldAverage_PLAYERSSCORE_2015","StrokeDifferentialFieldAverage_FIELDAVERAGESCORE_2015","stat_name","year"
18,18,"Justin Thomas",106,0.98,69.61,70.59,"StrokeDifferentialFieldAverage",2015
20,20,"Patrick Reed",103,0.96,70.13,71.09,"StrokeDifferentialFieldAverage",2015
20,20,"Brendan Steele",88,0.96,70.14,71.1,"StrokeDifferentialFieldAverage",2015
22,22,"Ryan Palmer",80,0.91,70.26,71.17,"StrokeDifferentialFieldAverage",2015
23,23,"Jason Bohn",95,0.89,69.72,70.61,"StrokeDifferentialFieldAverage",2015
24,24,"Jimmy Walker",89,0.88,70.31,71.19,"StrokeDifferentialFieldAverage",2015
25,25,"Brandt Snedeker",98,0.87,70.11,70.98,"StrokeDifferentialFieldAverage",2015
26,26,"Lee Westwood",56,0.82,71,71.82,"StrokeDifferentialFieldAverage",2015
27,27,"Tony Finau",106,0.78,70.03,70.81,"StrokeDifferentialFieldAverage",2015
28,28,"Ian Poulter",68,0.77,70.75,71.52,"StrokeDifferentialFieldAverage",2015
29,29,"Harris English",105,0.76,69.99,70.75,"StrokeDifferentialFieldAverage",2015
29,29,"Adam Scott",51,0.76,70.85,71.61,"StrokeDifferentialFieldAverage",2015
31,31,"Keegan Bradley",87,0.75,70.42,71.17,"StrokeDifferentialFieldAverage",2015
31,31,"JB Holmes",89,0.75,70.53,71.28,"StrokeDifferentialFieldAverage",2015
33,33,"Webb Simpson",81,0.74,70.13,70.87,"StrokeDifferentialFieldAverage",2015
34,34,"Russell Knox",96,0.73,70.07,70.8,"StrokeDifferentialFieldAverage",2015
35,35,"Kevin Kisner",104,0.71,70.19,70.9,"StrokeDifferentialFieldAverage",2015
35,35,"Shawn Stefani",94,0.71,70.15,70.86,"StrokeDifferentialFieldAverage",2015
37,37,"Phil Mickelson",70,0.7,70.86,71.56,"StrokeDifferentialFieldAverage",2015
38,38,"Francesco Molinari",56,0.67,70.53,71.2,"StrokeDifferentialFieldAverage",2015
39,39,"Danny Lee",120,0.66,70.08,70.74,"StrokeDifferentialFieldAverage",2015
40,40,"Pat Perez",96,0.64,70.24,70.88,"StrokeDifferentialFieldAverage",2015
41,41,"Ryan Moore",81,0.61,70.68,71.29,"StrokeDifferentialFieldAverage",2015
42,42,"Daniel Summerhays",101,0.6,70.14,70.74,"StrokeDifferentialFieldAverage",2015
43,43,"Charley Hoffman",97,0.59,70.48,71.07,"StrokeDifferentialFieldAverage",2015
43,43,"Jerry Kelly",79,0.59,69.87,70.46,"StrokeDifferentialFieldAverage",2015
45,45,"Matt Jones",89,0.58,70.43,71.01,"StrokeDifferentialFieldAverage",2015
45,45,"Rory Sabbatini",81,0.58,70,70.58,"StrokeDifferentialFieldAverage",2015
47,47,"Daniel Berger",97,0.54,70.16,70.7,"StrokeDifferentialFieldAverage",2015
47,47,"Brendon Todd",96,0.54,70.39,70.93,"StrokeDifferentialFieldAverage",2015
49,49,"Russell Henley",87,0.53,70.46,70.99,"StrokeDifferentialFieldAverage",2015
49,49,"Marc Leishman",74,0.53,70.64,71.17,"StrokeDifferentialFieldAverage",2015
49,49,"George McNeill",93,0.53,70.24,70.77,"StrokeDifferentialFieldAverage",2015
52,52,"Bill Haas",89,0.52,70.6,71.12,"StrokeDifferentialFieldAverage",2015
53,53,"Brendon de Jonge",106,0.5,70.29,70.79,"StrokeDifferentialFieldAverage",2015
54,54,"Kevin Chappell",86,0.48,70.51,70.99,"StrokeDifferentialFieldAverage",2015
55,55,"Jason Dufner",76,0.47,70.84,71.31,"StrokeDifferentialFieldAverage",2015
56,56,"Luke Donald",71,0.46,70.77,71.23,"StrokeDifferentialFieldAverage",2015
57,57,"William McGirt",103,0.43,70.22,70.65,"StrokeDifferentialFieldAverage",2015
58,58,"John Peterson",84,0.42,70.38,70.8,"StrokeDifferentialFieldAverage",2015
59,59,"Chad Campbell",97,0.4,70.32,70.72,"StrokeDifferentialFieldAverage",2015
59,59,"Nick Watney",91,0.4,70.37,70.77,"StrokeDifferentialFieldAverage",2015
61,61,"Chad Collins",79,0.39,70.16,70.55,"StrokeDifferentialFieldAverage",2015
62,62,"Graham DeLaet",65,0.38,70.42,70.8,"StrokeDifferentialFieldAverage",2015
62,62,"Jason Kokrak",88,0.38,70.36,70.74,"StrokeDifferentialFieldAverage",2015
62,62,"Scott Piercy",90,0.38,70.34,70.72,"StrokeDifferentialFieldAverage",2015
65,65,"Chris Kirk",76,0.37,70.85,71.22,"StrokeDifferentialFieldAverage",2015
66,66,"David Hearn",97,0.36,70.51,70.87,"StrokeDifferentialFieldAverage",2015
66,66,"Jim Herman",88,0.36,70.25,70.61,"StrokeDifferentialFieldAverage",2015
66,66,"Martin Laird",77,0.36,70.48,70.84,"StrokeDifferentialFieldAverage",2015
69,69,"Stewart Cink",77,0.34,70.38,70.72,"StrokeDifferentialFieldAverage",2015
69,69,"Billy Horschel",99,0.34,70.83,71.17,"StrokeDifferentialFieldAverage",2015
69,69,"David Lingmerth",90,0.34,70.43,70.77,"StrokeDifferentialFieldAverage",2015
69,69,"Boo Weekley",79,0.34,70.42,70.76,"StrokeDifferentialFieldAverage",2015
73,73,"Colt Knost",90,0.33,70.17,70.5,"StrokeDifferentialFieldAverage",2015
74,74,"Brian Harman",90,0.31,70.46,70.77,"StrokeDifferentialFieldAverage",2015
75,75,"Charles Howell III",105,0.3,70.56,70.86,"StrokeDifferentialFieldAverage",2015
75,75,"Hudson Swafford",97,0.3,70.26,70.56,"StrokeDifferentialFieldAverage",2015
77,77,"Zac Blair",108,0.29,70.32,70.61,"StrokeDifferentialFieldAverage",2015
77,77,"Steven Bowditch",103,0.29,70.34,70.63,"StrokeDifferentialFieldAverage",2015
77,77,"Cameron Tringale",96,0.29,70.96,71.25,"StrokeDifferentialFieldAverage",2015
80,80,"Jonathan Byrd",69,0.28,70.17,70.45,"StrokeDifferentialFieldAverage",2015
80,80,"John Senden",80,0.28,71.12,71.4,"StrokeDifferentialFieldAverage",2015
82,82,"Vijay Singh",78,0.27,70.46,70.73,"StrokeDifferentialFieldAverage",2015
83,83,"Scott Brown",97,0.26,70.39,70.65,"StrokeDifferentialFieldAverage",2015
83,83,"Jamie Donaldson",50,0.26,71.62,71.88,"StrokeDifferentialFieldAverage",2015
85,85,"James Hahn",94,0.25,70.62,70.87,"StrokeDifferentialFieldAverage",2015
85,85,"Hunter Mahan",88,0.25,70.92,71.17,"StrokeDifferentialFieldAverage",2015
87,87,"Gary Woodland",81,0.22,71.15,71.37,"StrokeDifferentialFieldAverage",2015
88,88,"Bryce Molder",91,0.21,70.3,70.51,"StrokeDifferentialFieldAverage",2015
89,89,"Tom Hoge",83,0.2,70.37,70.57,"StrokeDifferentialFieldAverage",2015
89,89,"Carl Pettersson",106,0.2,70.59,70.79,"StrokeDifferentialFieldAverage",2015
89,89,"Patrick Rodgers",57,0.2,70.09,70.29,"StrokeDifferentialFieldAverage",2015
92,92,"Sean OHair",86,0.19,70.55,70.74,"StrokeDifferentialFieldAverage",2015
92,92,"Johnson Wagner",68,0.19,70.28,70.47,"StrokeDifferentialFieldAverage",2015
94,94,"Sangmoon Bae",98,0.16,70.92,71.08,"StrokeDifferentialFieldAverage",2015
94,94,"Spencer Levin",99,0.16,70.49,70.65,"StrokeDifferentialFieldAverage",2015
94,94,"Kyle Reifers",96,0.16,70.45,70.61,"StrokeDifferentialFieldAverage",2015
97,97,"Jeff Overton",94,0.15,70.59,70.74,"StrokeDifferentialFieldAverage",2015
97,97,"Charl Schwartzel",67,0.15,71.38,71.53,"StrokeDifferentialFieldAverage",2015
99,99,"Morgan Hoffmann",85,0.13,70.86,70.99,"StrokeDifferentialFieldAverage",2015
100,100,"Jon Curran",83,0.11,70.57,70.68,"StrokeDifferentialFieldAverage",2015
100,100,"Ben Martin",93,0.11,70.68,70.79,"StrokeDifferentialFieldAverage",2015
102,102,"Alex Cejka",94,0.09,70.62,70.71,"StrokeDifferentialFieldAverage",2015
102,102,"Adam Hadwin",95,0.09,70.72,70.81,"StrokeDifferentialFieldAverage",2015
102,102,"Kevin Streelman",95,0.09,70.75,70.84,"StrokeDifferentialFieldAverage",2015
105,105,"Blayne Barber",76,0.08,70.78,70.86,"StrokeDifferentialFieldAverage",2015
105,105,"KJ Choi",66,0.08,71.06,71.14,"StrokeDifferentialFieldAverage",2015
105,105,"Martin Flores",95,0.08,70.51,70.59,"StrokeDifferentialFieldAverage",2015
105,105,"David Toms",62,0.08,70.67,70.75,"StrokeDifferentialFieldAverage",2015
109,109,"Carlos Ortiz",100,0.07,70.71,70.78,"StrokeDifferentialFieldAverage",2015
109,109,"Steve Wheatcroft",87,0.07,70.52,70.59,"StrokeDifferentialFieldAverage",2015
111,111,"John Huh",102,0.06,70.61,70.67,"StrokeDifferentialFieldAverage",2015
111,111,"Chris Stroud",84,0.06,70.75,70.81,"StrokeDifferentialFieldAverage",2015
113,113,"Michael Putnam",87,0.04,70.76,70.8,"StrokeDifferentialFieldAverage",2015
114,114,"Scott Langley",94,0.03,70.7,70.73,"StrokeDifferentialFieldAverage",2015
115,115,"Mark Wilson",89,0.02,70.6,70.62,"StrokeDifferentialFieldAverage",2015
116,116,"Cameron Percy",72,0.01,70.47,70.48,"StrokeDifferentialFieldAverage",2015
116,116,"Alex Prugh",84,0.01,70.61,70.62,"StrokeDifferentialFieldAverage",2015
118,118,"Billy Hurley III",83,0,70.75,70.75,"StrokeDifferentialFieldAverage",2015
119,119,"Whee Kim",71,-0.01,70.36,70.35,"StrokeDifferentialFieldAverage",2015
120,120,"Jonas Blixt",78,-0.02,70.96,70.94,"StrokeDifferentialFieldAverage",2015
120,120,"Camilo Villegas",83,-0.02,71.07,71.05,"StrokeDifferentialFieldAverage",2015
122,122,"Erik Compton",86,-0.05,70.74,70.69,"StrokeDifferentialFieldAverage",2015
123,123,"Steven Alker",62,-0.06,70.32,70.26,"StrokeDifferentialFieldAverage",2015
124,124,"Scott Pinckney",88,-0.08,70.68,70.6,"StrokeDifferentialFieldAverage",2015
125,125,"Ryo Ishikawa",90,-0.09,70.8,70.71,"StrokeDifferentialFieldAverage",2015
126,126,"Chez Reavie",56,-0.11,70.61,70.5,"StrokeDifferentialFieldAverage",2015
127,127,"Luke Guthrie",84,-0.15,70.91,70.76,"StrokeDifferentialFieldAverage",2015
128,128,"Mark Hubbard",79,-0.16,70.58,70.42,"StrokeDifferentialFieldAverage",2015
128,128,"Geoff Ogilvy",50,-0.16,71.77,71.61,"StrokeDifferentialFieldAverage",2015
130,130,"Aaron Baddeley",76,-0.17,70.76,70.59,"StrokeDifferentialFieldAverage",2015
131,131,"Greg Chalmers",58,-0.18,70.89,70.71,"StrokeDifferentialFieldAverage",2015
131,131,"Seung Yul Noh",65,-0.18,71.15,70.97,"StrokeDifferentialFieldAverage",2015
131,131,"Brian Stuard",97,-0.18,71,70.82,"StrokeDifferentialFieldAverage",2015
134,134,"Michael Thompson",83,-0.19,70.96,70.77,"StrokeDifferentialFieldAverage",2015
135,135,"Lucas Glover",79,-0.2,71.04,70.84,"StrokeDifferentialFieldAverage",2015
135,135,"Fabian Gomez",83,-0.2,70.92,70.72,"StrokeDifferentialFieldAverage",2015
135,135,"John Merrick",78,-0.2,70.93,70.73,"StrokeDifferentialFieldAverage",2015
138,138,"Retief Goosen",81,-0.21,71.56,71.35,"StrokeDifferentialFieldAverage",2015
138,138,"Jason Gore",76,-0.21,70.69,70.48,"StrokeDifferentialFieldAverage",2015
138,138,"Troy Merritt",91,-0.21,71.13,70.92,"StrokeDifferentialFieldAverage",2015
141,141,"JJ Henry",94,-0.22,70.93,70.71,"StrokeDifferentialFieldAverage",2015
142,142,"Davis Love III",51,-0.25,71.1,70.85,"StrokeDifferentialFieldAverage",2015
142,142,"Jhonattan Vegas",90,-0.25,70.97,70.72,"StrokeDifferentialFieldAverage",2015
144,144,"Derek Fathauer",81,-0.26,71.18,70.92,"StrokeDifferentialFieldAverage",2015
144,144,"Andres Romero",69,-0.26,71.59,71.33,"StrokeDifferentialFieldAverage",2015
146,146,"Greg Owen",58,-0.27,70.93,70.66,"StrokeDifferentialFieldAverage",2015
147,147,"Andres Gonzales",90,-0.29,70.99,70.7,"StrokeDifferentialFieldAverage",2015
147,147,"Bo Van Pelt",81,-0.29,71.15,70.86,"StrokeDifferentialFieldAverage",2015
149,149,"Brice Garnett",81,-0.32,71.13,70.81,"StrokeDifferentialFieldAverage",2015
150,150,"Ken Duke",93,-0.34,70.93,70.59,"StrokeDifferentialFieldAverage",2015
150,150,"Nicholas Thompson",90,-0.34,71.05,70.71,"StrokeDifferentialFieldAverage",2015
152,152,"Chesson Hadley",101,-0.35,71.41,71.06,"StrokeDifferentialFieldAverage",2015
153,153,"Scott Stallings",60,-0.36,71.7,71.34,"StrokeDifferentialFieldAverage",2015
154,154,"Roberto Castro",54,-0.43,71.04,70.61,"StrokeDifferentialFieldAverage",2015
155,155,"Ernie Els",57,-0.44,71.84,71.4,"StrokeDifferentialFieldAverage",2015
156,156,"Gonzalo Fdez Castano",81,-0.45,71.14,70.69,"StrokeDifferentialFieldAverage",2015
156,156,"Nick Taylor",91,-0.45,70.99,70.54,"StrokeDifferentialFieldAverage",2015
158,158,"Justin Leonard",61,-0.47,71.13,70.66,"StrokeDifferentialFieldAverage",2015
158,158,"SJ Park",79,-0.47,71.13,70.66,"StrokeDifferentialFieldAverage",2015
160,160,"Ricky Barnes",82,-0.49,71.27,70.78,"StrokeDifferentialFieldAverage",2015
161,161,"Angel Cabrera",53,-0.52,71.6,71.08,"StrokeDifferentialFieldAverage",2015
161,161,"Jonathan Randolph",72,-0.52,71.03,70.51,"StrokeDifferentialFieldAverage",2015
163,163,"Sam Saunders",83,-0.53,71.1,70.57,"StrokeDifferentialFieldAverage",2015
164,164,"DA Points",72,-0.54,71.4,70.86,"StrokeDifferentialFieldAverage",2015
164,164,"Tyrone Van Aswegen",58,-0.54,71.04,70.5,"StrokeDifferentialFieldAverage",2015
166,166,"Brian Davis",86,-0.55,71.3,70.75,"StrokeDifferentialFieldAverage",2015
166,166,"Derek Ernst",75,-0.55,71.18,70.63,"StrokeDifferentialFieldAverage",2015
168,168,"Max Homa",78,-0.63,71.39,70.76,"StrokeDifferentialFieldAverage",2015
169,169,"Padraig Harrington",60,-0.72,72.02,71.3,"StrokeDifferentialFieldAverage",2015
170,170,"Robert Garrigus",70,-0.73,71.53,70.8,"StrokeDifferentialFieldAverage",2015
171,171,"Ben Crane",62,-0.75,71.38,70.63,"StrokeDifferentialFieldAverage",2015
172,172,"Byron Smith",59,-0.78,71,70.22,"StrokeDifferentialFieldAverage",2015
173,173,"Tim Wilkinson",73,-0.82,71.54,70.72,"StrokeDifferentialFieldAverage",2015
174,174,"Bill Lunde",50,-0.84,71,70.16,"StrokeDifferentialFieldAverage",2015
175,175,"Eric Axley",57,-0.92,71.4,70.48,"StrokeDifferentialFieldAverage",2015
175,175,"Charlie Beljan",76,-0.92,71.74,70.82,"StrokeDifferentialFieldAverage",2015
177,177,"Oscar Fraustro",58,-0.97,71.48,70.51,"StrokeDifferentialFieldAverage",2015
177,177,"Andrew Svoboda",80,-0.97,71.83,70.86,"StrokeDifferentialFieldAverage",2015
179,179,"Andrew Putnam",68,-0.99,71.95,70.96,"StrokeDifferentialFieldAverage",2015
180,180,"Matt Every",73,-1.07,72.71,71.64,"StrokeDifferentialFieldAverage",2015
181,181,"Robert Allenby",63,-1.1,72,70.9,"StrokeDifferentialFieldAverage",2015
182,182,"Heath Slocum",57,-1.16,71.74,70.58,"StrokeDifferentialFieldAverage",2015
183,183,"Jim Renner",68,-1.37,72.03,70.66,"StrokeDifferentialFieldAverage",2015
184,184,"Roger Sloan",56,-1.42,71.81,70.39,"StrokeDifferentialFieldAverage",2015
