"AllAroundRanking_RANKTHISWEEK_2015","AllAroundRanking_RANKLASTWEEK_2015","AllAroundRanking_PLAYERNAME_2015","AllAroundRanking_EVENTS_2015","AllAroundRanking_TOTAL_2015","stat_name","year"
69,69,"Jason Kokrak",28,666,"AllAroundRanking",2015
70,70,"Brendon de Jonge",31,678,"AllAroundRanking",2015
71,71,"John Peterson",25,681,"AllAroundRanking",2015
72,72,"William McGirt",30,682,"AllAroundRanking",2015
73,73,"Boo Weekley",24,684,"AllAroundRanking",2015
74,74,"John Senden",24,691,"AllAroundRanking",2015
75,75,"Russell Knox",28,693,"AllAroundRanking",2015
76,76,"Cameron Percy",23,694,"AllAroundRanking",2015
77,77,"Aaron Baddeley",25,699,"AllAroundRanking",2015
78,78,"Ryo Ishikawa",28,701,"AllAroundRanking",2015
78,78,"Scott Pinckney",27,701,"AllAroundRanking",2015
80,80,"Steven Alker",22,705,"AllAroundRanking",2015
81,81,"Blayne Barber",26,706,"AllAroundRanking",2015
81,81,"Chad Campbell",30,706,"AllAroundRanking",2015
83,83,"Lucas Glover",26,714,"AllAroundRanking",2015
83,83,"Kevin Kisner",30,714,"AllAroundRanking",2015
85,85,"Adam Hadwin",30,716,"AllAroundRanking",2015
86,86,"Jonathan Byrd",22,726,"AllAroundRanking",2015
87,87,"Morgan Hoffmann",26,727,"AllAroundRanking",2015
88,88,"Nicholas Thompson",31,731,"AllAroundRanking",2015
89,89,"Bill Haas",25,733,"AllAroundRanking",2015
90,90,"Jim Furyk",19,734,"AllAroundRanking",2015
91,91,"Stewart Cink",23,739,"AllAroundRanking",2015
92,92,"Jonas Blixt",26,742,"AllAroundRanking",2015
93,93,"John Huh",31,743,"AllAroundRanking",2015
94,94,"Chad Collins",24,750,"AllAroundRanking",2015
95,95,"Bryce Molder",26,751,"AllAroundRanking",2015
96,96,"Tom Hoge",26,762,"AllAroundRanking",2015
96,96,"Vijay Singh",23,762,"AllAroundRanking",2015
98,98,"Kevin Streelman",27,766,"AllAroundRanking",2015
98,98,"Chris Stroud",28,766,"AllAroundRanking",2015
100,100,"Chez Reavie",19,768,"AllAroundRanking",2015
101,101,"Hunter Mahan",24,770,"AllAroundRanking",2015
102,102,"Alex Prugh",27,772,"AllAroundRanking",2015
103,103,"Seung Yul Noh",21,773,"AllAroundRanking",2015
104,104,"Kyle Reifers",31,780,"AllAroundRanking",2015
105,105,"Johnson Wagner",23,783,"AllAroundRanking",2015
106,106,"Martin Flores",30,784,"AllAroundRanking",2015
107,107,"Marc Leishman",23,785,"AllAroundRanking",2015
108,108,"Chesson Hadley",30,788,"AllAroundRanking",2015
108,108,"Francesco Molinari",16,788,"AllAroundRanking",2015
110,110,"David Hearn",30,791,"AllAroundRanking",2015
111,111,"Sangmoon Bae",30,792,"AllAroundRanking",2015
112,112,"Zac Blair",34,793,"AllAroundRanking",2015
113,113,"Andres Gonzales",28,795,"AllAroundRanking",2015
114,114,"Carl Pettersson",32,798,"AllAroundRanking",2015
115,115,"Michael Putnam",28,799,"AllAroundRanking",2015
116,116,"Mark Wilson",28,802,"AllAroundRanking",2015
117,117,"Erik Compton",28,805,"AllAroundRanking",2015
118,118,"Charl Schwartzel",19,806,"AllAroundRanking",2015
119,119,"Jamie Donaldson",16,811,"AllAroundRanking",2015
120,120,"Jeff Overton",30,824,"AllAroundRanking",2015
121,121,"David Toms",21,825,"AllAroundRanking",2015
122,122,"Gary Woodland",24,828,"AllAroundRanking",2015
123,123,"Sam Saunders",28,829,"AllAroundRanking",2015
124,124,"Greg Chalmers",17,833,"AllAroundRanking",2015
125,125,"Alex Cejka",30,835,"AllAroundRanking",2015
126,126,"Charles Howell III",30,840,"AllAroundRanking",2015
127,127,"Cameron Tringale",28,843,"AllAroundRanking",2015
128,128,"Bill Lunde",18,845,"AllAroundRanking",2015
129,129,"Roberto Castro",16,849,"AllAroundRanking",2015
130,130,"Jon Curran",28,850,"AllAroundRanking",2015
131,131,"Mark Hubbard",25,852,"AllAroundRanking",2015
132,132,"Michael Thompson",27,854,"AllAroundRanking",2015
133,133,"Luke Guthrie",27,855,"AllAroundRanking",2015
134,134,"Scott Langley",28,858,"AllAroundRanking",2015
135,135,"Whee Kim",23,860,"AllAroundRanking",2015
136,136,"Charlie Beljan",27,875,"AllAroundRanking",2015
137,137,"John Merrick",27,879,"AllAroundRanking",2015
138,138,"Jhonattan Vegas",27,899,"AllAroundRanking",2015
139,139,"JJ Henry",30,900,"AllAroundRanking",2015
140,140,"Scott Stallings",19,906,"AllAroundRanking",2015
141,141,"Nick Taylor",28,908,"AllAroundRanking",2015
142,142,"KJ Choi",19,912,"AllAroundRanking",2015
143,143,"Spencer Levin",31,921,"AllAroundRanking",2015
143,143,"Andres Romero",24,921,"AllAroundRanking",2015
145,145,"Ken Duke",30,927,"AllAroundRanking",2015
145,145,"Derek Fathauer",27,927,"AllAroundRanking",2015
147,147,"Derek Ernst",26,942,"AllAroundRanking",2015
148,148,"SJ Park",27,950,"AllAroundRanking",2015
149,149,"Luke Donald",20,951,"AllAroundRanking",2015
150,150,"Greg Owen",19,958,"AllAroundRanking",2015
150,150,"Brian Stuard",31,958,"AllAroundRanking",2015
152,152,"Robert Garrigus",25,959,"AllAroundRanking",2015
153,153,"Brian Davis",31,960,"AllAroundRanking",2015
154,154,"Tyrone Van Aswegen",20,967,"AllAroundRanking",2015
155,155,"Davis Love III",18,971,"AllAroundRanking",2015
156,156,"Camilo Villegas",27,977,"AllAroundRanking",2015
157,157,"Brice Garnett",29,980,"AllAroundRanking",2015
158,158,"Bo Van Pelt",28,982,"AllAroundRanking",2015
159,159,"Angel Cabrera",19,991,"AllAroundRanking",2015
160,160,"Eric Axley",21,993,"AllAroundRanking",2015
161,161,"Billy Hurley III",28,995,"AllAroundRanking",2015
162,162,"Fabian Gomez",26,1007,"AllAroundRanking",2015
163,163,"Justin Leonard",22,1018,"AllAroundRanking",2015
164,164,"Tim Wilkinson",28,1027,"AllAroundRanking",2015
165,165,"Byron Smith",21,1032,"AllAroundRanking",2015
166,166,"Heath Slocum",22,1041,"AllAroundRanking",2015
167,167,"Ernie Els",18,1045,"AllAroundRanking",2015
168,168,"Oscar Fraustro",21,1048,"AllAroundRanking",2015
169,169,"Jonathan Randolph",25,1050,"AllAroundRanking",2015
170,170,"Geoff Ogilvy",15,1051,"AllAroundRanking",2015
171,171,"Ricky Barnes",27,1064,"AllAroundRanking",2015
172,172,"Andrew Svoboda",30,1065,"AllAroundRanking",2015
173,173,"Troy Merritt",29,1073,"AllAroundRanking",2015
174,174,"Gonzalo Fdez Castano",28,1089,"AllAroundRanking",2015
175,175,"Andrew Putnam",23,1105,"AllAroundRanking",2015
176,176,"DA Points",26,1115,"AllAroundRanking",2015
177,177,"Ben Crane",22,1116,"AllAroundRanking",2015
178,178,"Roger Sloan",20,1118,"AllAroundRanking",2015
179,179,"Padraig Harrington",21,1120,"AllAroundRanking",2015
180,180,"Max Homa",27,1137,"AllAroundRanking",2015
181,181,"Retief Goosen",25,1140,"AllAroundRanking",2015
182,182,"Matt Every",26,1147,"AllAroundRanking",2015
183,183,"Robert Allenby",25,1180,"AllAroundRanking",2015
184,184,"Jim Renner",27,1258,"AllAroundRanking",2015
