"AverageDistanceofPuttsmade_RANKTHISWEEK_2015","AverageDistanceofPuttsmade_RANKLASTWEEK_2015","AverageDistanceofPuttsmade_PLAYERNAME_2015","AverageDistanceofPuttsmade_ROUNDS_2015","AverageDistanceofPuttsmade_AVG_2015","AverageDistanceofPuttsmade_TOTALDISTINCHES_2015","AverageDistanceofPuttsmade_TOTALROUNDS_2015","AverageDistanceofPuttsmade_AVGDIST_2015","AverageDistanceofPuttsmade_BESTROUND_2015","stat_name","year"
24,24,"Pat Perez",96,NA,78051,83,NA,NA,"AverageDistanceofPuttsmade",2015
25,25,"Danny Lee",120,NA,93861,100,NA,NA,"AverageDistanceofPuttsmade",2015
26,26,"Adam Hadwin",95,NA,75967,81,NA,NA,"AverageDistanceofPuttsmade",2015
26,26,"Ian Poulter",68,NA,45033,48,NA,NA,"AverageDistanceofPuttsmade",2015
28,28,"Luke Guthrie",84,NA,63465,68,NA,NA,"AverageDistanceofPuttsmade",2015
28,28,"Ben Martin",93,NA,71835,77,NA,NA,"AverageDistanceofPuttsmade",2015
30,30,"Sangmoon Bae",98,NA,81946,88,NA,NA,"AverageDistanceofPuttsmade",2015
30,30,"Andres Romero",69,NA,50285,54,NA,NA,"AverageDistanceofPuttsmade",2015
32,32,"Phil Mickelson",70,NA,51172,55,NA,NA,"AverageDistanceofPuttsmade",2015
32,32,"Scott Piercy",90,NA,77168,83,NA,NA,"AverageDistanceofPuttsmade",2015
34,34,"David Hearn",97,NA,78994,85,NA,NA,"AverageDistanceofPuttsmade",2015
34,34,"Troy Merritt",91,NA,76172,82,NA,NA,"AverageDistanceofPuttsmade",2015
36,36,"Hunter Mahan",88,NA,60332,65,NA,NA,"AverageDistanceofPuttsmade",2015
37,37,"Rickie Fowler",76,NA,52805,57,NA,NA,"AverageDistanceofPuttsmade",2015
38,38,"Paul Casey",87,NA,58281,63,NA,NA,"AverageDistanceofPuttsmade",2015
38,38,"Fabian Gomez",83,NA,63814,69,NA,NA,"AverageDistanceofPuttsmade",2015
40,40,"Martin Laird",77,NA,67288,73,NA,NA,"AverageDistanceofPuttsmade",2015
41,41,"Brendon Todd",96,NA,69997,76,NA,NA,"AverageDistanceofPuttsmade",2015
42,42,"Harris English",105,NA,80932,88,NA,NA,"AverageDistanceofPuttsmade",2015
43,43,"Kevin Chappell",86,NA,68949,75,NA,NA,"AverageDistanceofPuttsmade",2015
43,43,"Daniel Summerhays",101,NA,81790,89,NA,NA,"AverageDistanceofPuttsmade",2015
45,45,"Patrick Reed",103,NA,69733,76,NA,NA,"AverageDistanceofPuttsmade",2015
45,45,"Bo Van Pelt",81,NA,59644,65,NA,NA,"AverageDistanceofPuttsmade",2015
47,47,"Luke Donald",71,NA,49505,54,NA,NA,"AverageDistanceofPuttsmade",2015
48,48,"George McNeill",93,NA,81353,89,NA,NA,"AverageDistanceofPuttsmade",2015
49,49,"Ben Crane",62,NA,47425,52,NA,NA,"AverageDistanceofPuttsmade",2015
49,49,"Brian Davis",86,NA,64768,71,NA,NA,"AverageDistanceofPuttsmade",2015
51,51,"Cameron Tringale",96,NA,72006,79,NA,NA,"AverageDistanceofPuttsmade",2015
52,52,"Blayne Barber",76,NA,57327,63,NA,NA,"AverageDistanceofPuttsmade",2015
52,52,"Andres Gonzales",90,NA,69194,76,NA,NA,"AverageDistanceofPuttsmade",2015
52,52,"Bryce Molder",91,NA,70105,77,NA,NA,"AverageDistanceofPuttsmade",2015
55,55,"Jonas Blixt",78,NA,47183,52,NA,NA,"AverageDistanceofPuttsmade",2015
56,56,"Tom Hoge",83,NA,58895,65,NA,NA,"AverageDistanceofPuttsmade",2015
56,56,"Jonathan Randolph",72,NA,50733,56,NA,NA,"AverageDistanceofPuttsmade",2015
56,56,"Robert Streb",110,NA,86962,96,NA,NA,"AverageDistanceofPuttsmade",2015
59,59,"Sergio Garcia",59,NA,32596,36,NA,NA,"AverageDistanceofPuttsmade",2015
59,59,"Gary Woodland",81,NA,48847,54,NA,NA,"AverageDistanceofPuttsmade",2015
61,61,"Chesson Hadley",101,NA,80430,89,NA,NA,"AverageDistanceofPuttsmade",2015
61,61,"Whee Kim",71,NA,50610,56,NA,NA,"AverageDistanceofPuttsmade",2015
61,61,"Rory Sabbatini",81,NA,59662,66,NA,NA,"AverageDistanceofPuttsmade",2015
61,61,"Michael Thompson",83,NA,67812,75,NA,NA,"AverageDistanceofPuttsmade",2015
65,65,"Martin Flores",95,NA,71290,79,NA,NA,"AverageDistanceofPuttsmade",2015
65,65,"Matt Kuchar",97,NA,69459,77,NA,NA,"AverageDistanceofPuttsmade",2015
65,65,"Brian Stuard",97,NA,71296,79,NA,NA,"AverageDistanceofPuttsmade",2015
68,68,"Louis Oosthuizen",68,NA,42261,47,NA,NA,"AverageDistanceofPuttsmade",2015
69,69,"James Hahn",94,NA,70082,78,NA,NA,"AverageDistanceofPuttsmade",2015
70,70,"Colt Knost",90,NA,66402,74,NA,NA,"AverageDistanceofPuttsmade",2015
70,70,"Brendan Steele",88,NA,68139,76,NA,NA,"AverageDistanceofPuttsmade",2015
70,70,"Nick Taylor",91,NA,74417,83,NA,NA,"AverageDistanceofPuttsmade",2015
73,73,"Tony Finau",106,NA,82329,92,NA,NA,"AverageDistanceofPuttsmade",2015
73,73,"Charley Hoffman",97,NA,68041,76,NA,NA,"AverageDistanceofPuttsmade",2015
73,73,"Jerry Kelly",79,NA,59095,66,NA,NA,"AverageDistanceofPuttsmade",2015
73,73,"Justin Rose",69,NA,43836,49,NA,NA,"AverageDistanceofPuttsmade",2015
77,77,"Kevin Na",98,NA,63370,71,NA,NA,"AverageDistanceofPuttsmade",2015
78,78,"Carl Pettersson",106,NA,85550,96,NA,NA,"AverageDistanceofPuttsmade",2015
79,79,"Bill Lunde",50,NA,32035,36,NA,NA,"AverageDistanceofPuttsmade",2015
79,79,"Adam Scott",51,NA,28471,32,NA,NA,"AverageDistanceofPuttsmade",2015
81,81,"Steven Bowditch",103,NA,78267,88,NA,NA,"AverageDistanceofPuttsmade",2015
81,81,"Erik Compton",86,NA,62229,70,NA,NA,"AverageDistanceofPuttsmade",2015
83,83,"Jim Herman",88,NA,68394,77,NA,NA,"AverageDistanceofPuttsmade",2015
83,83,"Andrew Svoboda",80,NA,62127,70,NA,NA,"AverageDistanceofPuttsmade",2015
83,83,"Nick Watney",91,NA,71946,81,NA,NA,"AverageDistanceofPuttsmade",2015
86,86,"Kyle Reifers",96,NA,70955,80,NA,NA,"AverageDistanceofPuttsmade",2015
87,87,"Hideki Matsuyama",95,NA,62001,70,NA,NA,"AverageDistanceofPuttsmade",2015
88,88,"Jonathan Byrd",69,NA,45160,51,NA,NA,"AverageDistanceofPuttsmade",2015
88,88,"Johnson Wagner",68,NA,50458,57,NA,NA,"AverageDistanceofPuttsmade",2015
90,90,"Carlos Ortiz",100,NA,73380,83,NA,NA,"AverageDistanceofPuttsmade",2015
90,90,"David Toms",62,NA,48599,55,NA,NA,"AverageDistanceofPuttsmade",2015
92,92,"Billy Hurley III",83,NA,55515,63,NA,NA,"AverageDistanceofPuttsmade",2015
93,93,"Jason Gore",76,NA,51066,58,NA,NA,"AverageDistanceofPuttsmade",2015
94,94,"Derek Fathauer",81,NA,58030,66,NA,NA,"AverageDistanceofPuttsmade",2015
94,94,"Ryo Ishikawa",90,NA,65931,75,NA,NA,"AverageDistanceofPuttsmade",2015
94,94,"Dustin Johnson",75,NA,47486,54,NA,NA,"AverageDistanceofPuttsmade",2015
94,94,"Justin Leonard",61,NA,47457,54,NA,NA,"AverageDistanceofPuttsmade",2015
94,94,"David Lingmerth",90,NA,65070,74,NA,NA,"AverageDistanceofPuttsmade",2015
99,99,"Jason Bohn",95,NA,76360,87,NA,NA,"AverageDistanceofPuttsmade",2015
99,99,"Morgan Hoffmann",85,NA,60569,69,NA,NA,"AverageDistanceofPuttsmade",2015
99,99,"Zach Johnson",90,NA,61442,70,NA,NA,"AverageDistanceofPuttsmade",2015
99,99,"Jhonattan Vegas",90,NA,63231,72,NA,NA,"AverageDistanceofPuttsmade",2015
103,103,"Mark Hubbard",79,NA,53508,61,NA,NA,"AverageDistanceofPuttsmade",2015
104,104,"Kevin Kisner",104,NA,82347,94,NA,NA,"AverageDistanceofPuttsmade",2015
104,104,"Seung Yul Noh",65,NA,47310,54,NA,NA,"AverageDistanceofPuttsmade",2015
106,106,"DA Points",72,NA,50760,58,NA,NA,"AverageDistanceofPuttsmade",2015
107,107,"Jason Dufner",76,NA,41941,48,NA,NA,"AverageDistanceofPuttsmade",2015
107,107,"Matt Every",73,NA,48931,56,NA,NA,"AverageDistanceofPuttsmade",2015
107,107,"Brian Harman",90,NA,68182,78,NA,NA,"AverageDistanceofPuttsmade",2015
110,110,"Ken Duke",93,NA,68120,78,NA,NA,"AverageDistanceofPuttsmade",2015
110,110,"JB Holmes",89,NA,57629,66,NA,NA,"AverageDistanceofPuttsmade",2015
112,112,"Mark Wilson",89,NA,70551,81,NA,NA,"AverageDistanceofPuttsmade",2015
113,113,"Keegan Bradley",87,NA,55635,64,NA,NA,"AverageDistanceofPuttsmade",2015
113,113,"KJ Choi",66,NA,49536,57,NA,NA,"AverageDistanceofPuttsmade",2015
113,113,"Chris Kirk",76,NA,48653,56,NA,NA,"AverageDistanceofPuttsmade",2015
116,116,"Brice Garnett",81,NA,55546,64,NA,NA,"AverageDistanceofPuttsmade",2015
116,116,"Jason Kokrak",88,NA,69440,80,NA,NA,"AverageDistanceofPuttsmade",2015
118,118,"Ryan Palmer",80,NA,46833,54,NA,NA,"AverageDistanceofPuttsmade",2015
118,118,"Justin Thomas",106,NA,83204,96,NA,NA,"AverageDistanceofPuttsmade",2015
120,120,"Chad Campbell",97,NA,78829,91,NA,NA,"AverageDistanceofPuttsmade",2015
121,121,"Ryan Moore",81,NA,52762,61,NA,NA,"AverageDistanceofPuttsmade",2015
122,122,"Kevin Streelman",95,NA,62966,73,NA,NA,"AverageDistanceofPuttsmade",2015
123,123,"Geoff Ogilvy",50,NA,30089,35,NA,NA,"AverageDistanceofPuttsmade",2015
123,123,"Shawn Stefani",94,NA,75691,88,NA,NA,"AverageDistanceofPuttsmade",2015
125,125,"Sam Saunders",83,NA,54045,63,NA,NA,"AverageDistanceofPuttsmade",2015
125,125,"John Senden",80,NA,43766,51,NA,NA,"AverageDistanceofPuttsmade",2015
127,127,"William McGirt",103,NA,83171,97,NA,NA,"AverageDistanceofPuttsmade",2015
128,128,"Nicholas Thompson",90,NA,59926,70,NA,NA,"AverageDistanceofPuttsmade",2015
129,129,"Brendon de Jonge",106,NA,78614,92,NA,NA,"AverageDistanceofPuttsmade",2015
129,129,"Jeff Overton",94,NA,64119,75,NA,NA,"AverageDistanceofPuttsmade",2015
131,131,"Patrick Rodgers",57,NA,39280,46,NA,NA,"AverageDistanceofPuttsmade",2015
132,132,"Chris Stroud",84,NA,57974,68,NA,NA,"AverageDistanceofPuttsmade",2015
132,132,"Bubba Watson",71,NA,47765,56,NA,NA,"AverageDistanceofPuttsmade",2015
134,134,"Spencer Levin",99,NA,70730,83,NA,NA,"AverageDistanceofPuttsmade",2015
135,135,"Ricky Barnes",82,NA,53618,63,NA,NA,"AverageDistanceofPuttsmade",2015
136,136,"Russell Knox",96,NA,73917,87,NA,NA,"AverageDistanceofPuttsmade",2015
137,137,"Daniel Berger",97,NA,70439,83,NA,NA,"AverageDistanceofPuttsmade",2015
138,138,"Eric Axley",57,NA,36452,43,NA,NA,"AverageDistanceofPuttsmade",2015
138,138,"Scott Brown",97,NA,68677,81,NA,NA,"AverageDistanceofPuttsmade",2015
138,138,"Padraig Harrington",60,NA,41546,49,NA,NA,"AverageDistanceofPuttsmade",2015
138,138,"Scott Langley",94,NA,67024,79,NA,NA,"AverageDistanceofPuttsmade",2015
142,142,"Charles Howell III",105,NA,83878,99,NA,NA,"AverageDistanceofPuttsmade",2015
143,143,"John Peterson",84,NA,65147,77,NA,NA,"AverageDistanceofPuttsmade",2015
143,143,"Boo Weekley",79,NA,56713,67,NA,NA,"AverageDistanceofPuttsmade",2015
145,145,"Angel Cabrera",53,NA,35456,42,NA,NA,"AverageDistanceofPuttsmade",2015
146,146,"Tim Wilkinson",73,NA,48820,58,NA,NA,"AverageDistanceofPuttsmade",2015
147,147,"Chad Collins",79,NA,52919,63,NA,NA,"AverageDistanceofPuttsmade",2015
147,147,"Jon Curran",83,NA,54623,65,NA,NA,"AverageDistanceofPuttsmade",2015
147,147,"Chez Reavie",56,NA,42014,50,NA,NA,"AverageDistanceofPuttsmade",2015
150,150,"Max Homa",78,NA,52038,62,NA,NA,"AverageDistanceofPuttsmade",2015
151,151,"Alex Cejka",94,NA,65889,79,NA,NA,"AverageDistanceofPuttsmade",2015
151,151,"Marc Leishman",74,NA,45060,54,NA,NA,"AverageDistanceofPuttsmade",2015
151,151,"Roger Sloan",56,NA,33352,40,NA,NA,"AverageDistanceofPuttsmade",2015
151,151,"Scott Stallings",60,NA,40878,49,NA,NA,"AverageDistanceofPuttsmade",2015
155,155,"Bill Haas",89,NA,59162,71,NA,NA,"AverageDistanceofPuttsmade",2015
156,156,"Webb Simpson",81,NA,53248,64,NA,NA,"AverageDistanceofPuttsmade",2015
157,157,"Derek Ernst",75,NA,52342,63,NA,NA,"AverageDistanceofPuttsmade",2015
157,157,"Cameron Percy",72,NA,48185,58,NA,NA,"AverageDistanceofPuttsmade",2015
159,159,"Charlie Beljan",76,NA,47304,57,NA,NA,"AverageDistanceofPuttsmade",2015
160,160,"Retief Goosen",81,NA,49695,60,NA,NA,"AverageDistanceofPuttsmade",2015
160,160,"Heath Slocum",57,NA,32297,39,NA,NA,"AverageDistanceofPuttsmade",2015
162,162,"Ernie Els",57,NA,32143,39,NA,NA,"AverageDistanceofPuttsmade",2015
163,163,"Jim Furyk",71,NA,42730,52,NA,NA,"AverageDistanceofPuttsmade",2015
164,164,"Graham DeLaet",65,NA,44318,54,NA,NA,"AverageDistanceofPuttsmade",2015
165,165,"Michael Putnam",87,NA,55291,68,NA,NA,"AverageDistanceofPuttsmade",2015
166,166,"Francesco Molinari",56,NA,34824,43,NA,NA,"AverageDistanceofPuttsmade",2015
167,167,"Oscar Fraustro",58,NA,32229,40,NA,NA,"AverageDistanceofPuttsmade",2015
168,168,"Vijay Singh",78,NA,55536,69,NA,NA,"AverageDistanceofPuttsmade",2015
169,169,"Steven Alker",62,NA,40203,50,NA,NA,"AverageDistanceofPuttsmade",2015
170,170,"John Merrick",78,NA,46091,58,NA,NA,"AverageDistanceofPuttsmade",2015
171,171,"Gonzalo Fdez Castano",81,NA,50015,63,NA,NA,"AverageDistanceofPuttsmade",2015
171,171,"Tyrone Van Aswegen",58,NA,33345,42,NA,NA,"AverageDistanceofPuttsmade",2015
173,173,"Alex Prugh",84,NA,57092,72,NA,NA,"AverageDistanceofPuttsmade",2015
174,174,"Charl Schwartzel",67,NA,32488,41,NA,NA,"AverageDistanceofPuttsmade",2015
175,175,"Greg Owen",58,NA,31623,40,NA,NA,"AverageDistanceofPuttsmade",2015
176,176,"Roberto Castro",54,NA,28229,36,NA,NA,"AverageDistanceofPuttsmade",2015
176,176,"Byron Smith",59,NA,33728,43,NA,NA,"AverageDistanceofPuttsmade",2015
178,178,"SJ Park",79,NA,49077,63,NA,NA,"AverageDistanceofPuttsmade",2015
179,179,"Robert Garrigus",70,NA,42657,55,NA,NA,"AverageDistanceofPuttsmade",2015
180,180,"Davis Love III",51,NA,32172,42,NA,NA,"AverageDistanceofPuttsmade",2015
181,181,"Lucas Glover",79,NA,55009,72,NA,NA,"AverageDistanceofPuttsmade",2015
182,182,"Robert Allenby",63,NA,38833,51,NA,NA,"AverageDistanceofPuttsmade",2015
183,183,"JJ Henry",94,NA,57608,76,NA,NA,"AverageDistanceofPuttsmade",2015
184,184,"Jim Renner",68,NA,41131,56,NA,NA,"AverageDistanceofPuttsmade",2015
