"LeftRoughProximity_RANKTHISWEEK_2016","LeftRoughProximity_RANKLASTWEEK_2016","LeftRoughProximity_PLAYERNAME_2016","LeftRoughProximity_ROUNDS_2016","LeftRoughProximity_AVG_2016","LeftRoughProximity_ATTEMPTS_2016","LeftRoughProximity_TOTALDISTANCEFEET_2016","LeftRoughProximity_RELATIVETOPAR_2016","stat_name","year"
87,89,"Miguel Angel Carballo",24,NA,35,1494.75,13,"LeftRoughProximity",2016
87,74,"Phil Mickelson",37,NA,67,2857.5,-1,"LeftRoughProximity",2016
87,107,"Will Wilcox",47,NA,75,3199.25,2,"LeftRoughProximity",2016
90,91,"Jason Day",36,NA,38,1622.917,-1,"LeftRoughProximity",2016
90,91,"Russell Henley",42,NA,56,2394.667,4,"LeftRoughProximity",2016
90,91,"Russell Knox",48,NA,41,1752.167,2,"LeftRoughProximity",2016
93,94,"Keegan Bradley",40,NA,50,2140.917,2,"LeftRoughProximity",2016
93,41,"Vaughn Taylor",30,NA,31,1326.917,3,"LeftRoughProximity",2016
95,45,"Thomas Aiken",42,NA,24,1032.583,-2,"LeftRoughProximity",2016
96,104,"Danny Lee",53,NA,67,2885.667,5,"LeftRoughProximity",2016
97,123,"Bill Haas",42,NA,41,1769.083,2,"LeftRoughProximity",2016
97,70,"Ben Martin",48,NA,73,3151.25,0,"LeftRoughProximity",2016
99,71,"Chad Campbell",54,NA,66,2857,6,"LeftRoughProximity",2016
100,69,"Tom Hoge",47,NA,70,3032,12,"LeftRoughProximity",2016
101,88,"Graham DeLaet",50,NA,79,3428.5,7,"LeftRoughProximity",2016
101,79,"Derek Fathauer",58,NA,101,4388.833,11,"LeftRoughProximity",2016
103,102,"Chris Kirk",51,NA,70,3043.333,8,"LeftRoughProximity",2016
104,47,"Ricky Barnes",57,NA,78,3402.25,17,"LeftRoughProximity",2016
104,120,"Robert Garrigus",34,NA,43,1873.75,2,"LeftRoughProximity",2016
104,74,"Camilo Villegas",50,NA,87,3791.083,17,"LeftRoughProximity",2016
107,101,"Emiliano Grillo",47,NA,50,2183.167,11,"LeftRoughProximity",2016
107,99,"Luke List",51,NA,82,3577.417,4,"LeftRoughProximity",2016
107,111,"Daniel Summerhays",55,NA,94,4104.083,0,"LeftRoughProximity",2016
110,107,"Fabian Gomez",49,NA,68,2973.333,6,"LeftRoughProximity",2016
111,123,"Scott Pinckney",53,NA,68,2986.917,0,"LeftRoughProximity",2016
112,129,"Whee Kim",54,NA,65,2859,12,"LeftRoughProximity",2016
113,99,"Scott Brown",59,NA,70,3086.083,-1,"LeftRoughProximity",2016
114,165,"Adam Scott",39,NA,49,2164.583,-1,"LeftRoughProximity",2016
114,114,"Jordan Spieth",34,NA,40,1767.75,-1,"LeftRoughProximity",2016
116,192,"DA Points",32,NA,41,1814.333,2,"LeftRoughProximity",2016
116,142,"Chris Stroud",52,NA,69,3053.917,6,"LeftRoughProximity",2016
118,114,"Tony Finau",49,NA,79,3502.417,-7,"LeftRoughProximity",2016
118,117,"Justin Leonard",28,NA,43,1905.333,1,"LeftRoughProximity",2016
118,111,"Cameron Tringale",47,NA,79,3499.917,11,"LeftRoughProximity",2016
121,119,"Robert Allenby",35,NA,53,2354.583,13,"LeftRoughProximity",2016
121,116,"Peter Malnati",53,NA,76,3375,11,"LeftRoughProximity",2016
123,111,"Jim Herman",55,NA,58,2580.917,11,"LeftRoughProximity",2016
123,150,"Martin Piller",37,NA,40,1779.75,0,"LeftRoughProximity",2016
125,162,"Roberto Castro",55,NA,57,2545.75,7,"LeftRoughProximity",2016
125,120,"Mark Hubbard",73,NA,90,4020.667,11,"LeftRoughProximity",2016
127,128,"Matt Kuchar",46,NA,53,2376.333,13,"LeftRoughProximity",2016
127,136,"Will Ma Kenzie",54,NA,69,3092,11,"LeftRoughProximity",2016
129,123,"Steven Bowditch",40,NA,74,3325.167,29,"LeftRoughProximity",2016
129,129,"Jason Dufner",53,NA,75,3366.833,2,"LeftRoughProximity",2016
131,131,"Rhein Gibson",36,NA,50,2251.417,11,"LeftRoughProximity",2016
131,131,"Luke Guthrie",31,NA,48,2158.583,6,"LeftRoughProximity",2016
131,131,"Justin Thomas",53,NA,66,2968.417,2,"LeftRoughProximity",2016
134,123,"Scott Stallings",46,NA,55,2479.917,0,"LeftRoughProximity",2016
134,142,"Kevin Streelman",46,NA,57,2570.583,7,"LeftRoughProximity",2016
136,141,"Lucas Glover",53,NA,73,3298.333,2,"LeftRoughProximity",2016
136,107,"Patton Kizzire",57,NA,75,3388.5,7,"LeftRoughProximity",2016
138,136,"Rory Sabbatini",40,NA,46,2081.5,6,"LeftRoughProximity",2016
139,87,"Jason Bohn",37,NA,46,2086.833,10,"LeftRoughProximity",2016
139,147,"Morgan Hoffmann",43,NA,64,2903,14,"LeftRoughProximity",2016
141,120,"Ryan Moore",40,NA,41,1863.417,4,"LeftRoughProximity",2016
142,175,"Harris English",51,NA,75,3423.333,4,"LeftRoughProximity",2016
142,127,"Chesson Hadley",51,NA,74,3382.167,9,"LeftRoughProximity",2016
142,158,"Padraig Harrington",38,NA,72,3287.417,6,"LeftRoughProximity",2016
142,156,"Henrik Stenson",30,NA,28,1278.833,0,"LeftRoughProximity",2016
142,167,"Brendon Todd",43,NA,69,3150.417,9,"LeftRoughProximity",2016
147,146,"Charl Schwartzel",29,NA,40,1830.25,3,"LeftRoughProximity",2016
148,136,"Blayne Barber",44,NA,63,2895.083,15,"LeftRoughProximity",2016
149,147,"Retief Goosen",37,NA,65,2991.833,5,"LeftRoughProximity",2016
150,150,"Freddie Jacobson",54,NA,74,3407.083,5,"LeftRoughProximity",2016
151,117,"Stuart Appleby",39,NA,64,2952.083,3,"LeftRoughProximity",2016
151,136,"David Lingmerth",54,NA,53,2446.167,19,"LeftRoughProximity",2016
153,152,"KJ Choi",47,NA,50,2310.75,2,"LeftRoughProximity",2016
154,154,"Billy Hurley III",22,NA,35,1620.833,6,"LeftRoughProximity",2016
154,154,"Matt Jones",45,NA,50,2315.5,4,"LeftRoughProximity",2016
154,140,"Hunter Mahan",43,NA,65,3010.417,7,"LeftRoughProximity",2016
154,179,"Vijay Singh",42,NA,69,3198.5,6,"LeftRoughProximity",2016
158,142,"William McGirt",54,NA,68,3153.5,9,"LeftRoughProximity",2016
158,156,"Seung Yul Noh",54,NA,97,4505.083,8,"LeftRoughProximity",2016
160,174,"Andres Gonzales",46,NA,67,3114.75,4,"LeftRoughProximity",2016
161,152,"Jonas Blixt",46,NA,73,3398,14,"LeftRoughProximity",2016
161,158,"Wes Roach",33,NA,38,1769.917,3,"LeftRoughProximity",2016
161,98,"Sam Saunders",40,NA,49,2284.167,10,"LeftRoughProximity",2016
164,175,"Brian Harman",60,NA,73,3412.833,4,"LeftRoughProximity",2016
165,158,"Kevin Chappell",49,NA,75,3515,6,"LeftRoughProximity",2016
166,163,"Steve Stricker",25,NA,36,1692.667,5,"LeftRoughProximity",2016
167,149,"John Senden",48,NA,76,3586.417,4,"LeftRoughProximity",2016
168,171,"Si Woo Kim",63,NA,71,3381,12,"LeftRoughProximity",2016
169,166,"George McNeill",33,NA,47,2242,18,"LeftRoughProximity",2016
170,169,"Brooks Koepka",39,NA,63,3011.917,-8,"LeftRoughProximity",2016
170,131,"Michael Thompson",46,NA,63,3016,11,"LeftRoughProximity",2016
172,183,"Daniel Berger",52,NA,75,3595.833,3,"LeftRoughProximity",2016
172,171,"Marc Leishman",41,NA,36,1725.083,0,"LeftRoughProximity",2016
174,173,"Bubba Watson",30,NA,35,1680,-3,"LeftRoughProximity",2016
175,161,"Davis Love III",40,NA,61,2931,11,"LeftRoughProximity",2016
175,164,"Tyrone Van Aswegen",67,NA,101,4857.333,12,"LeftRoughProximity",2016
177,185,"Ernie Els",34,NA,54,2611,10,"LeftRoughProximity",2016
177,169,"Brett Stegmaier",57,NA,86,4154,13,"LeftRoughProximity",2016
177,168,"Harold Varner III",58,NA,86,4157.5,14,"LeftRoughProximity",2016
180,182,"Bronson Burgoon",53,NA,61,2952.75,10,"LeftRoughProximity",2016
181,178,"Zach Johnson",42,NA,57,2764.583,4,"LeftRoughProximity",2016
181,131,"Anirban Lahiri",44,NA,58,2811.083,9,"LeftRoughProximity",2016
181,188,"Ian Poulter",37,NA,36,1747.25,4,"LeftRoughProximity",2016
184,181,"Ollie Schniederjans",23,NA,35,1702.75,4,"LeftRoughProximity",2016
185,175,"Sung Kang",51,NA,86,4203.75,4,"LeftRoughProximity",2016
186,195,"Erik Compton",45,NA,62,3059.833,17,"LeftRoughProximity",2016
186,184,"Matthew Fitzpatrick",23,NA,15,739.583,0,"LeftRoughProximity",2016
186,196,"Carlos Ortiz",47,NA,83,4091.417,1,"LeftRoughProximity",2016
189,180,"Kevin Kisner",49,NA,54,2682.75,11,"LeftRoughProximity",2016
190,189,"John Huh",51,NA,48,2387.417,2,"LeftRoughProximity",2016
191,193,"Steve Wheatcroft",53,NA,74,3699.667,5,"LeftRoughProximity",2016
192,185,"Rickie Fowler",42,NA,57,2871.917,-4,"LeftRoughProximity",2016
192,190,"Kyle Stanley",57,NA,70,3526.583,11,"LeftRoughProximity",2016
194,193,"Charlie Beljan",26,NA,37,1870.667,11,"LeftRoughProximity",2016
195,204,"Angel Cabrera",42,NA,58,2940.167,0,"LeftRoughProximity",2016
196,191,"Chad Collins",45,NA,64,3248.5,5,"LeftRoughProximity",2016
197,202,"Brendan Steele",48,NA,57,2948.75,3,"LeftRoughProximity",2016
198,198,"Troy Merritt",41,NA,49,2556.417,9,"LeftRoughProximity",2016
199,199,"Sergio Garcia",28,NA,29,1515.417,-6,"LeftRoughProximity",2016
200,187,"JB Holmes",39,NA,70,3669.417,9,"LeftRoughProximity",2016
201,200,"Louis Oosthuizen",25,NA,14,736.167,0,"LeftRoughProximity",2016
202,201,"Bernd Wiesberger",23,NA,20,1057.583,2,"LeftRoughProximity",2016
203,202,"Jon Curran",55,NA,69,3707.167,18,"LeftRoughProximity",2016
204,205,"Andy Sullivan",25,NA,30,1628.417,6,"LeftRoughProximity",2016
205,206,"Pat Perez",28,NA,39,2120.25,7,"LeftRoughProximity",2016
206,207,"Jhonattan Vegas",49,NA,57,3192.167,-1,"LeftRoughProximity",2016
207,208,"Derek Ernst",36,NA,32,1944.917,4,"LeftRoughProximity",2016
