"Back9ScoringAverage_RANKTHISWEEK_2006","Back9ScoringAverage_RANKLASTWEEK_2006","Back9ScoringAverage_PLAYERNAME_2006","Back9ScoringAverage_ROUNDS_2006","Back9ScoringAverage_AVG_2006","Back9ScoringAverage_TOTALSTROKES_2006","Back9ScoringAverage_TOTALHOLES_2006","stat_name","year"
82,82,"Doug Barron",74,35.59,2598,73,"Back9ScoringAverage",2006
82,82,"Lucas Glover",105,35.59,3595,101,"Back9ScoringAverage",2006
84,84,"Shane Bertsch",104,35.61,3632,102,"Back9ScoringAverage",2006
84,84,"David Duval",71,35.61,2457,69,"Back9ScoringAverage",2006
84,84,"Richard Johnson",94,35.61,3347,94,"Back9ScoringAverage",2006
87,87,"Alex Cejka",93,35.62,3241,91,"Back9ScoringAverage",2006
87,87,"Steve Lowery",99,35.62,3455,97,"Back9ScoringAverage",2006
87,87,"Troy Matteson",101,35.62,3598,101,"Back9ScoringAverage",2006
90,90,"Marco Dawson",87,35.63,3100,87,"Back9ScoringAverage",2006
90,90,"Nathan Green",108,35.63,3705,104,"Back9ScoringAverage",2006
90,90,"Kenny Perry",73,35.63,2565,72,"Back9ScoringAverage",2006
90,90,"Mark Wilson",79,35.63,2708,76,"Back9ScoringAverage",2006
94,94,"JP Hayes",55,35.64,1960,55,"Back9ScoringAverage",2006
94,94,"Greg Kraft",79,35.64,2673,75,"Back9ScoringAverage",2006
94,94,"Duffy Waldorf",96,35.64,3279,92,"Back9ScoringAverage",2006
97,97,"Stuart Appleby",83,35.65,2781,78,"Back9ScoringAverage",2006
97,97,"Chris DiMarco",83,35.65,2781,78,"Back9ScoringAverage",2006
97,97,"Mathias Gronberg",92,35.65,3173,89,"Back9ScoringAverage",2006
97,97,"Dudley Hart",83,35.65,2959,83,"Back9ScoringAverage",2006
97,97,"Rory Sabbatini",84,35.65,2959,83,"Back9ScoringAverage",2006
102,102,"Daisuke Maruyama",83,35.66,2817,79,"Back9ScoringAverage",2006
103,103,"Chad Campbell",91,35.67,3103,87,"Back9ScoringAverage",2006
103,103,"Tim Clark",80,35.67,2818,79,"Back9ScoringAverage",2006
105,105,"Ben Crane",85,35.68,2854,80,"Back9ScoringAverage",2006
105,105,"Zach Johnson",98,35.68,3140,88,"Back9ScoringAverage",2006
105,105,"Peter Lonard",77,35.68,2712,76,"Back9ScoringAverage",2006
105,105,"Ryan Moore",68,35.68,2319,65,"Back9ScoringAverage",2006
109,109,"Scott Gutschewski",53,35.69,1820,51,"Back9ScoringAverage",2006
109,109,"Bill Haas",99,35.69,3426,96,"Back9ScoringAverage",2006
109,109,"Jeff Sluman",101,35.69,3605,101,"Back9ScoringAverage",2006
112,112,"Billy Mayfair",94,35.7,3356,94,"Back9ScoringAverage",2006
113,113,"Ian Poulter",53,35.71,1857,52,"Back9ScoringAverage",2006
113,113,"Jason Schultz",77,35.71,2678,75,"Back9ScoringAverage",2006
113,113,"Camilo Villegas",95,35.71,3321,93,"Back9ScoringAverage",2006
116,116,"Bart Bryant",87,35.72,3072,86,"Back9ScoringAverage",2006
116,116,"Davis Love III",85,35.72,2715,76,"Back9ScoringAverage",2006
116,116,"Will Ma Kenzie",91,35.72,3143,88,"Back9ScoringAverage",2006
119,119,"Michael Allen",84,35.73,3001,84,"Back9ScoringAverage",2006
119,119,"Olin Browne",108,35.73,3716,104,"Back9ScoringAverage",2006
119,119,"Brandt Jobe",91,35.73,3144,88,"Back9ScoringAverage",2006
119,119,"Tom Lehman",70,35.73,2144,60,"Back9ScoringAverage",2006
119,119,"Vaughn Taylor",88,35.73,3144,88,"Back9ScoringAverage",2006
124,124,"Fred Couples",52,35.78,1789,50,"Back9ScoringAverage",2006
124,124,"Padraig Harrington",54,35.78,1789,50,"Back9ScoringAverage",2006
126,126,"Retief Goosen",68,35.8,2148,60,"Back9ScoringAverage",2006
126,126,"Paul Stankowski",70,35.8,2506,70,"Back9ScoringAverage",2006
128,128,"Henrik Bjornstad",97,35.81,3402,95,"Back9ScoringAverage",2006
128,128,"Ben Curtis",86,35.81,3080,86,"Back9ScoringAverage",2006
128,128,"Todd Fischer",101,35.81,3545,99,"Back9ScoringAverage",2006
128,128,"Robert Gamez",94,35.81,3366,94,"Back9ScoringAverage",2006
132,132,"Tommy Armour III",65,35.82,2328,65,"Back9ScoringAverage",2006
132,132,"David Howell",52,35.82,1612,45,"Back9ScoringAverage",2006
132,132,"Ian Leggatt",80,35.82,2722,76,"Back9ScoringAverage",2006
132,132,"DJ Trahan",92,35.82,3224,90,"Back9ScoringAverage",2006
136,136,"Jeff Brehaut",100,35.83,3440,96,"Back9ScoringAverage",2006
136,136,"John Huston",74,35.83,2580,72,"Back9ScoringAverage",2006
136,136,"Jeff Maggert",81,35.83,2902,81,"Back9ScoringAverage",2006
136,136,"David McKenzie",82,35.83,2866,80,"Back9ScoringAverage",2006
136,136,"Rod Pampling",89,35.83,3010,84,"Back9ScoringAverage",2006
141,141,"Robert Damron",91,35.84,3261,91,"Back9ScoringAverage",2006
141,141,"Lee Janzen",79,35.84,2831,79,"Back9ScoringAverage",2006
141,141,"Tim Petrovic",95,35.84,3261,91,"Back9ScoringAverage",2006
141,141,"Patrick Sheehan",104,35.84,3584,100,"Back9ScoringAverage",2006
145,145,"Eric Axley",91,35.85,3191,89,"Back9ScoringAverage",2006
145,145,"Vance Veazey",59,35.85,2115,59,"Back9ScoringAverage",2006
147,147,"JB Holmes",81,35.86,2761,77,"Back9ScoringAverage",2006
147,147,"Ted Purdy",103,35.86,3622,101,"Back9ScoringAverage",2006
149,149,"Charles Howell III",96,35.87,3336,93,"Back9ScoringAverage",2006
150,150,"DA Points",82,35.88,2870,80,"Back9ScoringAverage",2006
151,151,"Rich Beem",85,35.89,2979,83,"Back9ScoringAverage",2006
151,151,"Bubba Dickerson",98,35.89,3445,96,"Back9ScoringAverage",2006
153,153,"Sean OHair",100,35.91,3519,98,"Back9ScoringAverage",2006
153,153,"Bob Tway",81,35.91,2801,78,"Back9ScoringAverage",2006
155,155,"Paul Goydos",72,35.92,2586,72,"Back9ScoringAverage",2006
155,155,"Pat Perez",50,35.92,1796,50,"Back9ScoringAverage",2006
157,157,"Mike Sposa",68,35.94,2336,65,"Back9ScoringAverage",2006
158,158,"Craig Barlow",77,35.95,2624,73,"Back9ScoringAverage",2006
158,158,"Chris Couch",75,35.95,2696,75,"Back9ScoringAverage",2006
158,158,"Kent Jones",103,35.95,3631,101,"Back9ScoringAverage",2006
161,161,"Skip Kendall",72,35.96,2589,72,"Back9ScoringAverage",2006
162,162,"Tag Ridings",103,35.97,3597,100,"Back9ScoringAverage",2006
162,162,"Nicholas Thompson",96,35.97,3345,93,"Back9ScoringAverage",2006
164,164,"Joey Sindelar",90,35.98,3238,90,"Back9ScoringAverage",2006
165,165,"Brian Bateman",69,36,2340,65,"Back9ScoringAverage",2006
166,166,"Larry Mize",53,36.02,1837,51,"Back9ScoringAverage",2006
167,167,"Aaron Baddeley",78,36.04,2739,76,"Back9ScoringAverage",2006
167,167,"Ron Whittaker",81,36.04,2847,79,"Back9ScoringAverage",2006
169,169,"Danny Ellis",68,36.05,2307,64,"Back9ScoringAverage",2006
170,170,"Robert Garrigus",85,36.07,2994,83,"Back9ScoringAverage",2006
170,170,"Jimmy Walker",60,36.07,2092,58,"Back9ScoringAverage",2006
172,172,"Roger Tambellini",64,36.08,2201,61,"Back9ScoringAverage",2006
173,173,"Greg Chalmers",71,36.12,2420,67,"Back9ScoringAverage",2006
174,174,"Wes Short Jr",96,36.13,3396,94,"Back9ScoringAverage",2006
175,175,"Carlos Franco",86,36.16,3110,86,"Back9ScoringAverage",2006
176,176,"Mark Brooks",90,36.17,3219,89,"Back9ScoringAverage",2006
177,177,"Brad Faxon",78,36.18,2822,78,"Back9ScoringAverage",2006
177,177,"Kirk Triplett",58,36.18,2026,56,"Back9ScoringAverage",2006
179,179,"Matt Hansen",68,36.2,2389,66,"Back9ScoringAverage",2006
179,179,"Ryan Hietala",61,36.2,2136,59,"Back9ScoringAverage",2006
179,179,"Mark OMeara",52,36.2,1810,50,"Back9ScoringAverage",2006
182,182,"Thomas Levet",53,36.22,1847,51,"Back9ScoringAverage",2006
183,183,"Tim Herron",82,36.25,2936,81,"Back9ScoringAverage",2006
184,184,"Sergio Garcia",59,36.29,1996,55,"Back9ScoringAverage",2006
185,185,"Mark Calcavecchia",94,36.3,3376,93,"Back9ScoringAverage",2006
186,186,"James Driscoll",80,36.31,2905,80,"Back9ScoringAverage",2006
187,187,"Michael Connell",51,36.33,1744,48,"Back9ScoringAverage",2006
188,188,"Len Mattiace",59,36.34,2144,59,"Back9ScoringAverage",2006
189,189,"Jon Mills",68,36.39,2402,66,"Back9ScoringAverage",2006
190,190,"Jason Gore",86,36.4,3058,84,"Back9ScoringAverage",2006
191,191,"JL Lewis",57,36.46,2078,57,"Back9ScoringAverage",2006
192,192,"Alex Aragon",63,36.67,2237,61,"Back9ScoringAverage",2006
193,193,"John Daly",51,36.69,1798,49,"Back9ScoringAverage",2006
193,193,"John Engler Jr",69,36.69,2458,67,"Back9ScoringAverage",2006
195,195,"Hidemichi Tanaka",74,36.79,2686,73,"Back9ScoringAverage",2006
196,196,"Todd Hamilton",72,36.83,2652,72,"Back9ScoringAverage",2006
