"ProximitytoHolefromOtherLocations_RANKTHISWEEK_2009","ProximitytoHolefromOtherLocations_RANKLASTWEEK_2009","ProximitytoHolefromOtherLocations_PLAYERNAME_2009","ProximitytoHolefromOtherLocations_ROUNDS_2009","ProximitytoHolefromOtherLocations_AVGDTP_2009","ProximitytoHolefromOtherLocations_TOTALDISTANCEFEET_2009","ProximitytoHolefromOtherLocations_OFSHOTS_2009","ProximitytoHolefromOtherLocations_SCRAMBLINGRANK_2009","stat_name","year"
155,155,"Hunter Mahan",94,NA,11.236,124,100,"ProximitytoHolefromOtherLocations",2009
155,155,"David Mathis",82,NA,13.261,145,47,"ProximitytoHolefromOtherLocations",2009
155,155,"Jeff Overton",92,NA,12.039,132,95,"ProximitytoHolefromOtherLocations",2009
160,160,"Ben Curtis",63,NA,7.932,86,85,"ProximitytoHolefromOtherLocations",2009
160,160,"Jason Gore",74,NA,12.541,137,127,"ProximitytoHolefromOtherLocations",2009
160,160,"Kent Jones",73,NA,9.791,106,139,"ProximitytoHolefromOtherLocations",2009
160,160,"Jeff Klauk",97,NA,14.162,154,34,"ProximitytoHolefromOtherLocations",2009
160,160,"Steve Lowery",83,NA,12.929,141,82,"ProximitytoHolefromOtherLocations",2009
160,160,"Carl Pettersson",86,NA,12.817,140,164,"ProximitytoHolefromOtherLocations",2009
166,166,"Woody Austin",84,NA,12.927,138,39,"ProximitytoHolefromOtherLocations",2009
166,166,"Cameron Beckman",87,NA,10.962,117,77,"ProximitytoHolefromOtherLocations",2009
166,166,"George McNeill",82,NA,12.379,131,29,"ProximitytoHolefromOtherLocations",2009
166,166,"Nicholas Thompson",96,NA,13.473,143,122,"ProximitytoHolefromOtherLocations",2009
170,170,"Mark Calcavecchia",72,NA,10.709,113,101,"ProximitytoHolefromOtherLocations",2009
170,170,"Jason Day",61,NA,7.996,84,35,"ProximitytoHolefromOtherLocations",2009
170,170,"DA Points",99,NA,14.313,151,111,"ProximitytoHolefromOtherLocations",2009
170,170,"Tag Ridings",50,NA,7.131,75,140,"ProximitytoHolefromOtherLocations",2009
170,170,"Patrick Sheehan",51,NA,5.239,55,23,"ProximitytoHolefromOtherLocations",2009
175,175,"Robert Garrigus",83,NA,13.587,142,111,"ProximitytoHolefromOtherLocations",2009
176,176,"Matt Bettencourt",98,NA,15.344,159,125,"ProximitytoHolefromOtherLocations",2009
176,176,"Vaughn Taylor",88,NA,12.683,131,156,"ProximitytoHolefromOtherLocations",2009
178,178,"Peter Tomasulo",61,NA,7.233,74,172,"ProximitytoHolefromOtherLocations",2009
179,179,"Ryan Palmer",78,NA,13.014,130,138,"ProximitytoHolefromOtherLocations",2009
180,180,"Richard Johnson",85,NA,13.725,135,87,"ProximitytoHolefromOtherLocations",2009
181,181,"Marc Leishman",91,NA,12.986,125,116,"ProximitytoHolefromOtherLocations",2009
182,182,"Rick Price",54,NA,7.387,69,161,"ProximitytoHolefromOtherLocations",2009
183,183,"Greg Kraft",51,NA,7.13,66,177,"ProximitytoHolefromOtherLocations",2009
184,184,"Marc Turnesa",77,NA,14.505,130,170,"ProximitytoHolefromOtherLocations",2009
