"ScoringAverageActual_RANKTHISWEEK_2012","ScoringAverageActual_RANKLASTWEEK_2012","ScoringAverageActual_PLAYERNAME_2012","ScoringAverageActual_ROUNDS_2012","ScoringAverageActual_AVG_2012","ScoringAverageActual_TOTALSTROKES_2012","ScoringAverageActual_TOTALROUNDS_2012","stat_name","year"
38,38,"John Merrick",83,70.59,5577,79,"ScoringAverageActual",2012
39,39,"Pat Perez",81,70.61,5578,79,"ScoringAverageActual",2012
40,40,"Chris Kirk",93,70.63,6286,89,"ScoringAverageActual",2012
41,41,"Jimmy Walker",101,70.65,7136,101,"ScoringAverageActual",2012
42,42,"Ben Curtis",62,70.68,4382,62,"ScoringAverageActual",2012
42,42,"Sergio Garcia",57,70.68,3958,56,"ScoringAverageActual",2012
42,42,"Charles Howell III",98,70.68,6927,98,"ScoringAverageActual",2012
42,42,"Sean OHair",84,70.68,5937,84,"ScoringAverageActual",2012
46,46,"Brian Gay",91,70.71,6152,87,"ScoringAverageActual",2012
47,47,"Nathan Green",73,70.72,4880,69,"ScoringAverageActual",2012
47,47,"Davis Love III",64,70.72,4526,64,"ScoringAverageActual",2012
49,49,"Gary Christian",91,70.74,6154,87,"ScoringAverageActual",2012
49,49,"Ben Crane",73,70.74,5093,72,"ScoringAverageActual",2012
49,49,"David Hearn",95,70.74,6720,95,"ScoringAverageActual",2012
52,52,"John Huh",99,70.75,7004,99,"ScoringAverageActual",2012
52,52,"John Rollins",81,70.75,5448,77,"ScoringAverageActual",2012
54,54,"Ernie Els",80,70.76,5519,78,"ScoringAverageActual",2012
54,54,"Bill Haas",79,70.76,5519,78,"ScoringAverageActual",2012
54,54,"Greg Owen",90,70.76,6368,90,"ScoringAverageActual",2012
57,57,"William McGirt",96,70.77,6794,96,"ScoringAverageActual",2012
58,58,"Kevin Stadler",85,70.78,5733,81,"ScoringAverageActual",2012
58,58,"Henrik Stenson",51,70.78,3610,51,"ScoringAverageActual",2012
58,58,"Lee Westwood",60,70.78,3822,54,"ScoringAverageActual",2012
61,61,"Martin Flores",95,70.79,6725,95,"ScoringAverageActual",2012
62,62,"Blake Adams",107,70.8,7576,107,"ScoringAverageActual",2012
62,62,"Ian Poulter",57,70.8,3965,56,"ScoringAverageActual",2012
64,64,"Graham DeLaet",79,70.81,5594,79,"ScoringAverageActual",2012
64,64,"Jerry Kelly",84,70.81,5948,84,"ScoringAverageActual",2012
64,64,"Daniel Summerhays",81,70.81,5736,81,"ScoringAverageActual",2012
67,67,"Jason Day",57,70.82,3895,55,"ScoringAverageActual",2012
67,67,"Jeff Maggert",83,70.82,5878,83,"ScoringAverageActual",2012
69,69,"Stuart Appleby",75,70.83,5029,71,"ScoringAverageActual",2012
69,69,"Chad Campbell",84,70.83,5950,84,"ScoringAverageActual",2012
69,69,"Danny Lee",74,70.83,4958,70,"ScoringAverageActual",2012
72,72,"Charl Schwartzel",56,70.85,3826,54,"ScoringAverageActual",2012
73,73,"John Mallinger",74,70.86,4960,70,"ScoringAverageActual",2012
73,73,"Camilo Villegas",79,70.86,5456,77,"ScoringAverageActual",2012
75,75,"Kevin Na",80,70.87,5599,79,"ScoringAverageActual",2012
75,75,"Heath Slocum",93,70.87,6307,89,"ScoringAverageActual",2012
77,77,"Chris Couch",61,70.88,4182,59,"ScoringAverageActual",2012
77,77,"Matt Every",80,70.88,5670,80,"ScoringAverageActual",2012
77,77,"Chris Stroud",86,70.88,6096,86,"ScoringAverageActual",2012
77,77,"Josh Teater",97,70.88,6592,93,"ScoringAverageActual",2012
81,81,"Harris English",98,70.89,6947,98,"ScoringAverageActual",2012
82,82,"Rocco Mediate",70,70.9,4821,68,"ScoringAverageActual",2012
82,82,"David Toms",60,70.9,4112,58,"ScoringAverageActual",2012
84,84,"Greg Chalmers",88,70.91,6169,87,"ScoringAverageActual",2012
84,84,"Tim Herron",88,70.91,6240,88,"ScoringAverageActual",2012
84,84,"Graeme McDowell",55,70.91,3829,54,"ScoringAverageActual",2012
84,84,"Dicky Pride",62,70.91,4113,58,"ScoringAverageActual",2012
84,84,"Nick Watney",97,70.91,6666,94,"ScoringAverageActual",2012
89,89,"Bob Estes",78,70.92,5532,78,"ScoringAverageActual",2012
90,90,"Brian Harman",101,70.93,7164,101,"ScoringAverageActual",2012
90,90,"Kevin Streelman",89,70.93,6313,89,"ScoringAverageActual",2012
92,92,"DA Points",88,70.94,6243,88,"ScoringAverageActual",2012
93,93,"Bill Lunde",83,70.95,5605,79,"ScoringAverageActual",2012
94,94,"Tom Gillis",75,70.96,5322,75,"ScoringAverageActual",2012
95,95,"Vaughn Taylor",81,70.97,5607,79,"ScoringAverageActual",2012
96,96,"Charlie Beljan",61,70.98,4046,57,"ScoringAverageActual",2012
96,96,"Brian Davis",91,70.98,6459,91,"ScoringAverageActual",2012
98,98,"Geoff Ogilvy",73,70.99,5111,72,"ScoringAverageActual",2012
99,99,"Gavin Coles",72,71.01,4971,70,"ScoringAverageActual",2012
99,99,"Hunter Mahan",88,71.01,5823,82,"ScoringAverageActual",2012
99,99,"Kyle Stanley",86,71.01,5965,84,"ScoringAverageActual",2012
102,102,"Kevin Kisner",69,71.05,4618,65,"ScoringAverageActual",2012
102,102,"Billy Mayfair",90,71.05,6110,86,"ScoringAverageActual",2012
102,102,"Kyle Reifers",86,71.05,6110,86,"ScoringAverageActual",2012
105,105,"JJ Henry",93,71.06,6324,89,"ScoringAverageActual",2012
105,105,"JB Holmes",90,71.06,6111,86,"ScoringAverageActual",2012
105,105,"Bryce Molder",83,71.06,5614,79,"ScoringAverageActual",2012
108,108,"Johnson Wagner",88,71.07,6254,88,"ScoringAverageActual",2012
109,109,"Boo Weekley",74,71.09,4976,70,"ScoringAverageActual",2012
110,110,"Tim Clark",60,71.1,4266,60,"ScoringAverageActual",2012
111,111,"Garth Mulroy",59,71.12,4054,57,"ScoringAverageActual",2012
112,112,"Mathew Goggin",65,71.14,4482,63,"ScoringAverageActual",2012
113,113,"John Daly",50,71.15,3273,46,"ScoringAverageActual",2012
113,113,"Matt Jones",53,71.15,3771,53,"ScoringAverageActual",2012
115,115,"Kevin Chappell",91,71.2,6194,87,"ScoringAverageActual",2012
115,115,"Jason Kokrak",79,71.2,5340,75,"ScoringAverageActual",2012
115,115,"Cameron Tringale",88,71.2,6266,88,"ScoringAverageActual",2012
115,115,"Charlie Wi",86,71.2,6123,86,"ScoringAverageActual",2012
119,119,"Jonathan Byrd",69,71.21,4842,68,"ScoringAverageActual",2012
120,120,"Rickie Fowler",84,71.22,5911,83,"ScoringAverageActual",2012
120,120,"Bobby Gates",87,71.22,6054,85,"ScoringAverageActual",2012
122,122,"Michael Thompson",80,71.23,5698,80,"ScoringAverageActual",2012
123,123,"Rod Pampling",88,71.24,5984,84,"ScoringAverageActual",2012
124,124,"James Driscoll",83,71.25,5914,83,"ScoringAverageActual",2012
124,124,"Spencer Levin",81,71.25,5629,79,"ScoringAverageActual",2012
124,124,"Roland Thatcher",55,71.25,3776,53,"ScoringAverageActual",2012
127,127,"George McNeill",85,71.27,6058,85,"ScoringAverageActual",2012
128,128,"Rory Sabbatini",84,71.29,5988,84,"ScoringAverageActual",2012
129,129,"Jason Bohn",81,71.31,5491,77,"ScoringAverageActual",2012
130,130,"Charley Hoffman",88,71.32,6276,88,"ScoringAverageActual",2012
131,131,"Troy Kelly",68,71.34,4566,64,"ScoringAverageActual",2012
132,132,"Ricky Barnes",92,71.36,6280,88,"ScoringAverageActual",2012
133,133,"Scott Dunlap",57,71.38,3783,53,"ScoringAverageActual",2012
133,133,"Marc Leishman",84,71.38,5996,84,"ScoringAverageActual",2012
133,133,"Steve Wheatcroft",56,71.38,3712,52,"ScoringAverageActual",2012
136,136,"Martin Laird",77,71.4,5212,73,"ScoringAverageActual",2012
137,137,"Troy Matteson",100,71.41,6998,98,"ScoringAverageActual",2012
138,138,"Arjun Atwal",79,71.43,5357,75,"ScoringAverageActual",2012
138,138,"DJ Trahan",73,71.43,4929,69,"ScoringAverageActual",2012
140,140,"KJ Choi",71,71.44,5001,70,"ScoringAverageActual",2012
141,141,"Erik Compton",81,71.45,5502,77,"ScoringAverageActual",2012
141,141,"Scott Stallings",78,71.45,5573,78,"ScoringAverageActual",2012
143,143,"Scott Brown",65,71.48,4503,63,"ScoringAverageActual",2012
144,144,"Chris DiMarco",83,71.51,5792,81,"ScoringAverageActual",2012
144,144,"David Mathis",83,71.51,5792,81,"ScoringAverageActual",2012
144,144,"Chez Reavie",83,71.51,5935,83,"ScoringAverageActual",2012
147,147,"Jhonattan Vegas",77,71.52,5507,77,"ScoringAverageActual",2012
148,148,"Brandt Jobe",57,71.53,4077,57,"ScoringAverageActual",2012
149,149,"Mark Anderson",75,71.56,5224,73,"ScoringAverageActual",2012
149,149,"Aaron Baddeley",73,71.56,5152,72,"ScoringAverageActual",2012
151,151,"Kris Blanks",65,71.57,4652,65,"ScoringAverageActual",2012
151,151,"Tommy Gainey",98,71.57,7014,98,"ScoringAverageActual",2012
153,153,"Hunter Haas",69,71.58,4653,65,"ScoringAverageActual",2012
153,153,"JJ Killeen",101,71.58,6943,97,"ScoringAverageActual",2012
155,155,"Mark Wilson",84,71.6,5585,78,"ScoringAverageActual",2012
156,156,"Nick OHern",78,71.66,5303,74,"ScoringAverageActual",2012
157,157,"Freddie Jacobson",61,71.68,4301,60,"ScoringAverageActual",2012
158,158,"Cameron Beckman",81,71.69,5520,77,"ScoringAverageActual",2012
158,158,"Justin Leonard",79,71.69,5377,75,"ScoringAverageActual",2012
160,160,"Michael Bradley",63,71.7,4517,63,"ScoringAverageActual",2012
160,160,"Miguel Angel Carballo",73,71.7,4947,69,"ScoringAverageActual",2012
160,160,"Brendon Todd",78,71.7,5306,74,"ScoringAverageActual",2012
163,163,"Derek Lamely",64,71.72,4590,64,"ScoringAverageActual",2012
163,163,"Alexandre Rocha",62,71.72,4160,58,"ScoringAverageActual",2012
165,165,"Ryo Ishikawa",54,71.73,3730,52,"ScoringAverageActual",2012
165,165,"Patrick Sheehan",58,71.73,4017,56,"ScoringAverageActual",2012
167,167,"YE Yang",64,71.76,4449,62,"ScoringAverageActual",2012
168,168,"Tom Pernice Jr",62,71.81,4165,58,"ScoringAverageActual",2012
169,169,"Robert Allenby",76,71.82,5458,76,"ScoringAverageActual",2012
169,169,"Ted Potter Jr",77,71.82,5530,77,"ScoringAverageActual",2012
171,171,"Robert Karlsson",54,71.83,3735,52,"ScoringAverageActual",2012
172,172,"Daniel Chopra",55,71.85,3808,53,"ScoringAverageActual",2012
173,173,"Ryuji Imada",78,71.87,5462,76,"ScoringAverageActual",2012
174,174,"Edward Loar",59,71.88,4097,57,"ScoringAverageActual",2012
175,175,"Stephen Ames",54,71.89,3882,54,"ScoringAverageActual",2012
176,176,"Marco Dawson",60,71.9,4170,58,"ScoringAverageActual",2012
177,177,"Harrison Frazar",56,71.91,3883,54,"ScoringAverageActual",2012
178,178,"Trevor Immelman",76,71.92,5466,76,"ScoringAverageActual",2012
179,179,"Brendan Steele",77,71.93,5251,73,"ScoringAverageActual",2012
180,180,"Colt Knost",79,71.96,5541,77,"ScoringAverageActual",2012
181,181,"Andres Romero",68,71.97,4606,64,"ScoringAverageActual",2012
182,182,"Gary Woodland",70,72.01,4969,69,"ScoringAverageActual",2012
183,183,"Angel Cabrera",54,72.04,3890,54,"ScoringAverageActual",2012
183,183,"Stewart Cink",71,72.04,4827,67,"ScoringAverageActual",2012
185,185,"Sangmoon Bae",81,72.08,5550,77,"ScoringAverageActual",2012
186,186,"Kyle Thompson",51,72.14,3535,49,"ScoringAverageActual",2012
187,187,"Matt Bettencourt",80,72.2,5487,76,"ScoringAverageActual",2012
188,188,"Billy Hurley III",70,72.34,4919,68,"ScoringAverageActual",2012
189,189,"Tommy Biershenk",74,72.4,5213,72,"ScoringAverageActual",2012
190,190,"Sung Kang",75,72.66,5304,73,"ScoringAverageActual",2012
191,191,"Stephen Gangluff",57,72.75,4001,55,"ScoringAverageActual",2012
