"ScramblingRoughRTPScore_RANKTHISWEEK_2012","ScramblingRoughRTPScore_RANKLASTWEEK_2012","ScramblingRoughRTPScore_PLAYERNAME_2012","ScramblingRoughRTPScore_ROUNDS_2012","ScramblingRoughRTPScore_AVGRTP_2012","ScramblingRoughRTPScore_TOTALHOLES_2012","ScramblingRoughRTPScore_TOTALRTP_2012","stat_name","year"
138,138,"Troy Matteson",100,0.531,224,119,"ScramblingRoughRTPScore",2012
141,141,"James Driscoll",83,0.532,171,91,"ScramblingRoughRTPScore",2012
142,142,"Kevin Stadler",85,0.534,161,86,"ScramblingRoughRTPScore",2012
143,143,"Troy Kelly",68,0.536,125,67,"ScramblingRoughRTPScore",2012
144,144,"Matt Jones",53,0.537,108,58,"ScramblingRoughRTPScore",2012
144,144,"Garth Mulroy",59,0.537,123,66,"ScramblingRoughRTPScore",2012
146,146,"Sangmoon Bae",81,0.538,195,105,"ScramblingRoughRTPScore",2012
146,146,"Roland Thatcher",55,0.538,104,56,"ScramblingRoughRTPScore",2012
146,146,"Michael Thompson",80,0.538,182,98,"ScramblingRoughRTPScore",2012
149,149,"Hunter Mahan",88,0.543,116,63,"ScramblingRoughRTPScore",2012
150,150,"Mathew Goggin",65,0.545,112,61,"ScramblingRoughRTPScore",2012
150,150,"Sung Kang",75,0.545,176,96,"ScramblingRoughRTPScore",2012
150,150,"Boo Weekley",74,0.545,132,72,"ScramblingRoughRTPScore",2012
153,153,"Kris Blanks",65,0.546,130,71,"ScramblingRoughRTPScore",2012
154,154,"Graham DeLaet",79,0.548,146,80,"ScramblingRoughRTPScore",2012
154,154,"Bill Lunde",83,0.548,146,80,"ScramblingRoughRTPScore",2012
156,156,"Vaughn Taylor",81,0.549,153,84,"ScramblingRoughRTPScore",2012
157,157,"Andres Romero",68,0.55,149,82,"ScramblingRoughRTPScore",2012
158,158,"Harris English",98,0.551,196,108,"ScramblingRoughRTPScore",2012
159,159,"Hunter Haas",69,0.552,125,69,"ScramblingRoughRTPScore",2012
160,160,"JJ Henry",93,0.554,148,82,"ScramblingRoughRTPScore",2012
161,161,"Chad Campbell",84,0.556,162,90,"ScramblingRoughRTPScore",2012
162,162,"Scott Stallings",78,0.557,183,102,"ScramblingRoughRTPScore",2012
163,163,"Camilo Villegas",79,0.558,165,92,"ScramblingRoughRTPScore",2012
164,164,"Robert Karlsson",54,0.565,85,48,"ScramblingRoughRTPScore",2012
165,165,"Charlie Beljan",61,0.573,124,71,"ScramblingRoughRTPScore",2012
165,165,"John Merrick",83,0.573,150,86,"ScramblingRoughRTPScore",2012
167,167,"Marco Dawson",60,0.578,147,85,"ScramblingRoughRTPScore",2012
167,167,"Greg Owen",90,0.578,173,100,"ScramblingRoughRTPScore",2012
169,169,"Angel Cabrera",54,0.581,93,54,"ScramblingRoughRTPScore",2012
169,169,"Stephen Gangluff",57,0.581,124,72,"ScramblingRoughRTPScore",2012
171,171,"Charley Hoffman",88,0.582,189,110,"ScramblingRoughRTPScore",2012
171,171,"Kyle Thompson",51,0.582,110,64,"ScramblingRoughRTPScore",2012
173,173,"Daniel Chopra",55,0.584,137,80,"ScramblingRoughRTPScore",2012
174,174,"Patrick Sheehan",58,0.585,135,79,"ScramblingRoughRTPScore",2012
175,175,"Michael Bradley",63,0.594,138,82,"ScramblingRoughRTPScore",2012
176,176,"Adam Scott",59,0.596,99,59,"ScramblingRoughRTPScore",2012
177,177,"Stewart Cink",71,0.605,129,78,"ScramblingRoughRTPScore",2012
177,177,"Alexandre Rocha",62,0.605,114,69,"ScramblingRoughRTPScore",2012
179,179,"Sean OHair",84,0.606,137,83,"ScramblingRoughRTPScore",2012
180,180,"Tommy Gainey",98,0.607,219,133,"ScramblingRoughRTPScore",2012
181,181,"Lee Westwood",60,0.612,98,60,"ScramblingRoughRTPScore",2012
182,182,"Robert Allenby",76,0.617,167,103,"ScramblingRoughRTPScore",2012
182,182,"Cameron Beckman",81,0.617,188,116,"ScramblingRoughRTPScore",2012
182,182,"Colt Knost",79,0.617,162,100,"ScramblingRoughRTPScore",2012
185,185,"Mark Anderson",75,0.618,152,94,"ScramblingRoughRTPScore",2012
186,186,"Steve Wheatcroft",56,0.62,100,62,"ScramblingRoughRTPScore",2012
187,187,"Gary Woodland",70,0.624,141,88,"ScramblingRoughRTPScore",2012
188,188,"John Daly",50,0.628,94,59,"ScramblingRoughRTPScore",2012
189,189,"Harrison Frazar",56,0.636,121,77,"ScramblingRoughRTPScore",2012
190,190,"Scott Brown",65,0.694,124,86,"ScramblingRoughRTPScore",2012
191,191,"Edward Loar",59,0.742,120,89,"ScramblingRoughRTPScore",2012
