"ProximitytoHole_RANKTHISWEEK_2013","ProximitytoHole_RANKLASTWEEK_2013","ProximitytoHole_PLAYERNAME_2013","ProximitytoHole_ROUNDS_2013","ProximitytoHole_AVG_2013","ProximitytoHole_TOTALDISTANCEFEET_2013","ProximitytoHole_OFATTEMPTS_2013","ProximitytoHole_GIRRANK_2013","stat_name","year"
31,31,"George McNeill",68,NA,38872.333,1148,89,"ProximitytoHole",2013
31,31,"Steve Stricker",51,NA,21180.083,626,2,"ProximitytoHole",2013
31,31,"Nick Watney",88,NA,44302.667,1308,13,"ProximitytoHole",2013
36,36,"Roberto Castro",97,NA,50986.083,1504,33,"ProximitytoHole",2013
36,36,"Scott Langley",79,NA,38950.167,1147,120,"ProximitytoHole",2013
36,36,"Tiger Woods",61,NA,26169.167,771,24,"ProximitytoHole",2013
39,39,"Jason Bohn",70,NA,40121.583,1181,109,"ProximitytoHole",2013
39,39,"Bud Cauley",67,NA,34009.667,1001,126,"ProximitytoHole",2013
39,39,"Kevin Chappell",80,NA,40764.417,1199,60,"ProximitytoHole",2013
39,39,"Stewart Cink",71,NA,34198.75,1006,22,"ProximitytoHole",2013
39,39,"Matt Kuchar",93,NA,42074.667,1238,73,"ProximitytoHole",2013
44,44,"Chad Campbell",78,NA,44036.417,1292,34,"ProximitytoHole",2013
44,44,"Matt Every",89,NA,48590.333,1426,83,"ProximitytoHole",2013
44,44,"James Hahn",78,NA,40725.167,1196,101,"ProximitytoHole",2013
44,44,"Webb Simpson",92,NA,42598.333,1251,43,"ProximitytoHole",2013
44,44,"Boo Weekley",100,NA,50604.333,1483,6,"ProximitytoHole",2013
49,49,"Ricky Barnes",74,NA,39771.917,1165,4,"ProximitytoHole",2013
49,49,"Luke Donald",60,NA,28245.5,827,156,"ProximitytoHole",2013
49,49,"Jerry Kelly",75,NA,39163.083,1146,87,"ProximitytoHole",2013
49,49,"Bryce Molder",82,NA,43442.083,1271,128,"ProximitytoHole",2013
49,49,"Charl Schwartzel",69,NA,33093.833,969,72,"ProximitytoHole",2013
49,49,"Adam Scott",61,NA,26990.083,790,11,"ProximitytoHole",2013
55,55,"Robert Allenby",58,NA,31887.917,932,148,"ProximitytoHole",2013
55,55,"Nicolas Colsaerts",50,NA,22109,646,38,"ProximitytoHole",2013
55,55,"Jason Dufner",78,NA,37455.083,1094,26,"ProximitytoHole",2013
55,55,"Brian Gay",79,NA,43547.833,1272,180,"ProximitytoHole",2013
55,55,"Dustin Johnson",71,NA,31143.333,910,39,"ProximitytoHole",2013
55,55,"Steve LeBrun",66,NA,32513.75,949,28,"ProximitytoHole",2013
55,55,"John Merrick",79,NA,41772.583,1219,50,"ProximitytoHole",2013
55,55,"Lee Westwood",70,NA,31164.917,910,91,"ProximitytoHole",2013
55,55,"Mark Wilson",56,NA,30737.083,898,56,"ProximitytoHole",2013
64,64,"Brandt Jobe",62,NA,32522,948,64,"ProximitytoHole",2013
64,64,"Ian Poulter",59,NA,23957.417,698,136,"ProximitytoHole",2013
66,66,"Ernie Els",63,NA,29652.917,861,163,"ProximitytoHole",2013
66,66,"Vaughn Taylor",50,NA,24610.25,715,135,"ProximitytoHole",2013
68,68,"Fabian Gomez",65,NA,34602.5,1002,118,"ProximitytoHole",2013
68,68,"David Hearn",88,NA,45200.583,1309,101,"ProximitytoHole",2013
68,68,"DJ Trahan",48,NA,23410.333,679,18,"ProximitytoHole",2013
71,71,"Russell Henley",80,NA,40794.083,1180,116,"ProximitytoHole",2013
71,71,"Charley Hoffman",84,NA,45198.917,1307,85,"ProximitytoHole",2013
71,71,"Freddie Jacobson",63,NA,28513.083,825,165,"ProximitytoHole",2013
71,71,"Greg Owen",73,NA,40951.833,1185,77,"ProximitytoHole",2013
71,71,"Pat Perez",69,NA,39640.083,1146,18,"ProximitytoHole",2013
71,71,"Daniel Summerhays",83,NA,48290.667,1398,108,"ProximitytoHole",2013
77,77,"Stuart Appleby",88,NA,48986.583,1414,92,"ProximitytoHole",2013
77,77,"Carl Pettersson",82,NA,39597.25,1141,154,"ProximitytoHole",2013
77,77,"Gary Woodland",94,NA,51558.833,1487,36,"ProximitytoHole",2013
80,80,"Rickie Fowler",75,NA,36520.917,1052,134,"ProximitytoHole",2013
80,80,"Luke Guthrie",82,NA,40527,1165,132,"ProximitytoHole",2013
80,80,"Ted Potter Jr",65,NA,34238.583,986,107,"ProximitytoHole",2013
83,83,"Morgan Hoffmann",64,NA,33068.333,949,103,"ProximitytoHole",2013
83,83,"Richard Lee",81,NA,44953.5,1289,52,"ProximitytoHole",2013
83,83,"John Rollins",77,NA,42212.25,1213,30,"ProximitytoHole",2013
86,86,"Michael Bradley",56,NA,26947.917,772,59,"ProximitytoHole",2013
86,86,"Robert Karlsson",56,NA,23039.417,660,139,"ProximitytoHole",2013
86,86,"Dicky Pride",71,NA,36900.167,1058,110,"ProximitytoHole",2013
89,89,"Robert Garrigus",69,NA,30595.75,875,58,"ProximitytoHole",2013
89,89,"Lucas Glover",65,NA,32655.167,932,54,"ProximitytoHole",2013
89,89,"David Mathis",71,NA,38858.25,1110,133,"ProximitytoHole",2013
89,89,"Ryan Moore",72,NA,35768.083,1023,114,"ProximitytoHole",2013
89,89,"Lee Williams",62,NA,32035.833,916,165,"ProximitytoHole",2013
94,94,"Ryo Ishikawa",72,NA,34552.083,985,62,"ProximitytoHole",2013
94,94,"Jason Kokrak",78,NA,45250.917,1290,80,"ProximitytoHole",2013
96,96,"Colt Knost",69,NA,36387.167,1035,164,"ProximitytoHole",2013
96,96,"Phil Mickelson",78,NA,35981.833,1023,43,"ProximitytoHole",2013
96,96,"Kyle Stanley",71,NA,37782.917,1074,32,"ProximitytoHole",2013
96,96,"Chris Stroud",88,NA,49237,1399,113,"ProximitytoHole",2013
96,96,"Josh Teater",86,NA,38525.333,1095,50,"ProximitytoHole",2013
101,101,"Sangmoon Bae",83,NA,45354.5,1286,127,"ProximitytoHole",2013
101,101,"Billy Horschel",96,NA,52448,1488,27,"ProximitytoHole",2013
101,101,"Bubba Watson",76,NA,37273.75,1058,5,"ProximitytoHole",2013
104,104,"Keegan Bradley",88,NA,45643.583,1292,49,"ProximitytoHole",2013
104,104,"Martin Flores",83,NA,47996.833,1358,84,"ProximitytoHole",2013
106,106,"Bill Haas",85,NA,43765.25,1235,21,"ProximitytoHole",2013
106,106,"Jim Herman",59,NA,27896.75,788,16,"ProximitytoHole",2013
106,106,"John Huh",88,NA,47555.833,1343,45,"ProximitytoHole",2013
106,106,"Martin Kaymer",61,NA,26605.417,751,99,"ProximitytoHole",2013
106,106,"David Lynn",70,NA,35662.417,1006,147,"ProximitytoHole",2013
106,106,"DA Points",87,NA,43108.833,1216,143,"ProximitytoHole",2013
106,106,"Tag Ridings",69,NA,36780,1038,74,"ProximitytoHole",2013
106,106,"Brendan Steele",86,NA,48823.333,1378,66,"ProximitytoHole",2013
114,114,"Peter Hanson",45,NA,20939.75,590,169,"ProximitytoHole",2013
114,114,"Scott Stallings",79,NA,41754.75,1176,104,"ProximitytoHole",2013
114,114,"Jimmy Walker",84,NA,47684.167,1343,61,"ProximitytoHole",2013
117,117,"Will Claxton",67,NA,35733.917,1005,78,"ProximitytoHole",2013
117,117,"Matt Jones",83,NA,44642.75,1255,64,"ProximitytoHole",2013
117,117,"DH Lee",65,NA,36947.917,1038,67,"ProximitytoHole",2013
117,117,"Rory McIlroy",56,NA,25831.167,726,86,"ProximitytoHole",2013
121,121,"Harris English",95,NA,52356.833,1468,63,"ProximitytoHole",2013
121,121,"Scott Gardiner",61,NA,33272.667,932,117,"ProximitytoHole",2013
121,121,"Henrik Norlander",70,NA,37658.5,1056,31,"ProximitytoHole",2013
121,121,"Charlie Wi",75,NA,42111.833,1181,176,"ProximitytoHole",2013
125,125,"James Driscoll",76,NA,40303.583,1128,124,"ProximitytoHole",2013
125,125,"Tom Gillis",69,NA,38562.667,1078,175,"ProximitytoHole",2013
125,125,"Trevor Immelman",73,NA,39575.75,1108,53,"ProximitytoHole",2013
125,125,"Justin Leonard",86,NA,48193.667,1347,140,"ProximitytoHole",2013
129,129,"Erik Compton",74,NA,41641.75,1161,93,"ProximitytoHole",2013
129,129,"Henrik Stenson",65,NA,28240.75,789,1,"ProximitytoHole",2013
131,131,"Ben Crane",62,NA,35559.417,989,121,"ProximitytoHole",2013
131,131,"Cameron Percy",68,NA,36517,1017,76,"ProximitytoHole",2013
131,131,"Scott Piercy",78,NA,39908.833,1112,150,"ProximitytoHole",2013
134,134,"Sergio Garcia",65,NA,30136.417,838,29,"ProximitytoHole",2013
135,135,"JJ Henry",83,NA,47793.833,1326,17,"ProximitytoHole",2013
135,135,"Michael Thompson",66,NA,34222.833,949,162,"ProximitytoHole",2013
137,137,"Justin Bolli",59,NA,29784,824,170,"ProximitytoHole",2013
137,137,"Tommy Gainey",84,NA,48655.667,1346,172,"ProximitytoHole",2013
137,137,"Hunter Mahan",91,NA,44090.417,1218,25,"ProximitytoHole",2013
137,137,"Patrick Reed",83,NA,48035.333,1327,125,"ProximitytoHole",2013
141,141,"Jason Day",86,NA,39717.917,1092,96,"ProximitytoHole",2013
141,141,"Brian Harman",89,NA,49332.333,1358,146,"ProximitytoHole",2013
141,141,"Troy Matteson",68,NA,38387.25,1056,100,"ProximitytoHole",2013
141,141,"Jeff Overton",78,NA,48160.667,1327,98,"ProximitytoHole",2013
141,141,"Rod Pampling",46,NA,22722.583,625,106,"ProximitytoHole",2013
141,141,"Jin Park",52,NA,27998.5,771,137,"ProximitytoHole",2013
141,141,"Cameron Tringale",80,NA,48695.417,1341,35,"ProximitytoHole",2013
148,148,"William McGirt",75,NA,46054.833,1266,88,"ProximitytoHole",2013
148,148,"Shawn Stefani",63,NA,32559.417,894,129,"ProximitytoHole",2013
150,150,"Stephen Ames",49,NA,28756.667,787,170,"ProximitytoHole",2013
150,150,"Eric Meierdierks",48,NA,24249.583,664,48,"ProximitytoHole",2013
150,150,"Geoff Ogilvy",57,NA,27433.083,752,155,"ProximitytoHole",2013
153,153,"Derek Ernst",58,NA,32168.583,879,122,"ProximitytoHole",2013
153,153,"Padraig Harrington",52,NA,22922.167,626,174,"ProximitytoHole",2013
153,153,"Martin Laird",68,NA,34592.417,946,130,"ProximitytoHole",2013
153,153,"Aaron Watkins",46,NA,22920.667,627,152,"ProximitytoHole",2013
153,153,"Casey Wittenberg",72,NA,40009,1093,158,"ProximitytoHole",2013
158,158,"Ben Curtis",59,NA,30256.167,826,123,"ProximitytoHole",2013
158,158,"Alistair Presnell",59,NA,30248.5,825,151,"ProximitytoHole",2013
160,160,"Charlie Beljan",62,NA,36197.25,986,105,"ProximitytoHole",2013
160,160,"Greg Chalmers",77,NA,45971.333,1252,167,"ProximitytoHole",2013
160,160,"Robert Streb",75,NA,40865.417,1111,82,"ProximitytoHole",2013
163,163,"Scott Brown",65,NA,36351.167,986,118,"ProximitytoHole",2013
163,163,"Marc Leishman",77,NA,42336.667,1149,94,"ProximitytoHole",2013
165,165,"Charles Howell III",87,NA,52927.333,1430,42,"ProximitytoHole",2013
165,165,"John Senden",79,NA,40342.5,1091,68,"ProximitytoHole",2013
167,167,"Andrew Svoboda",46,NA,23271.75,627,70,"ProximitytoHole",2013
168,168,"Seung Yul Noh",71,NA,41124.25,1105,115,"ProximitytoHole",2013
169,169,"Mike Weir",60,NA,31572.333,845,179,"ProximitytoHole",2013
170,170,"Doug LaBelle II",72,NA,39843.75,1058,111,"ProximitytoHole",2013
171,171,"Jonas Blixt",76,NA,45029.083,1192,173,"ProximitytoHole",2013
171,171,"Tim Herron",45,NA,29692.25,786,177,"ProximitytoHole",2013
173,173,"Angel Cabrera",73,NA,38693.417,1020,95,"ProximitytoHole",2013
173,173,"Bobby Gates",49,NA,25813.417,681,142,"ProximitytoHole",2013
175,175,"Johnson Wagner",64,NA,35357.833,931,112,"ProximitytoHole",2013
176,176,"Sean OHair",56,NA,34857.833,913,160,"ProximitytoHole",2013
177,177,"Steven Bowditch",67,NA,39676.5,1037,161,"ProximitytoHole",2013
178,178,"Luke List",65,NA,36136.833,930,149,"ProximitytoHole",2013
179,179,"Andres Romero",63,NA,36383.333,933,168,"ProximitytoHole",2013
180,180,"Aaron Baddeley",68,NA,41477.5,1056,178,"ProximitytoHole",2013
