"ProximitytoHolefrom_RANKTHISWEEK_2005","ProximitytoHolefrom_RANKLASTWEEK_2005","ProximitytoHolefrom_PLAYERNAME_2005","ProximitytoHolefrom_ROUNDS_2005","ProximitytoHolefrom_AVGDTP_2005","ProximitytoHolefrom_TOTALDISTANCEFEET_2005","ProximitytoHolefrom_OFSHOTS_2005","ProximitytoHolefrom_SCRAMBLINGRANK_2005","stat_name","year"
86,86,"Darron Stiles",78,NA,519.417,133,30,"ProximitytoHolefrom",2005
86,86,"Hidemichi Tanaka",106,NA,594.75,152,62,"ProximitytoHolefrom",2005
86,86,"Nick Watney",91,NA,541.25,138,84,"ProximitytoHolefrom",2005
86,86,"Charlie Wi",67,NA,480.583,124,36,"ProximitytoHolefrom",2005
86,86,"Jay Williamson",53,NA,291.5,75,31,"ProximitytoHolefrom",2005
105,105,"Doug Barron",70,NA,399.417,100,52,"ProximitytoHolefrom",2005
105,105,"Brian Bateman",98,NA,632,158,176,"ProximitytoHolefrom",2005
105,105,"Rich Beem",66,NA,339.25,85,189,"ProximitytoHolefrom",2005
105,105,"Paul Claxton",79,NA,503,126,146,"ProximitytoHolefrom",2005
105,105,"Brent Geiberger",61,NA,417.333,104,164,"ProximitytoHolefrom",2005
105,105,"Jay Haas",54,NA,364.667,91,116,"ProximitytoHolefrom",2005
105,105,"Brandt Jobe",96,NA,636.167,159,124,"ProximitytoHolefrom",2005
105,105,"Jonathan Kaye",77,NA,394.333,99,132,"ProximitytoHolefrom",2005
105,105,"Matt Kuchar",60,NA,449.333,113,26,"ProximitytoHolefrom",2005
105,105,"Franklin Langham",91,NA,573.5,143,125,"ProximitytoHolefrom",2005
105,105,"Frank Lickliter II",100,NA,642.917,160,186,"ProximitytoHolefrom",2005
105,105,"Shaun Micheel",81,NA,448.417,111,157,"ProximitytoHolefrom",2005
105,105,"Sean OHair",103,NA,572.583,142,103,"ProximitytoHolefrom",2005
105,105,"Jose Maria Olazabal",55,NA,281.5,70,5,"ProximitytoHolefrom",2005
105,105,"Greg Owen",84,NA,500.333,124,101,"ProximitytoHolefrom",2005
105,105,"Ted Purdy",122,NA,754.167,188,158,"ProximitytoHolefrom",2005
105,105,"John Rollins",97,NA,547.667,138,175,"ProximitytoHolefrom",2005
105,105,"Rory Sabbatini",81,NA,494.75,123,108,"ProximitytoHolefrom",2005
105,105,"Joey Sindelar",104,NA,732.167,183,76,"ProximitytoHolefrom",2005
105,105,"Chris Smith",93,NA,559,140,201,"ProximitytoHolefrom",2005
105,105,"Vaughn Taylor",99,NA,606.917,153,98,"ProximitytoHolefrom",2005
105,105,"David Toms",87,NA,447.917,111,118,"ProximitytoHolefrom",2005
105,105,"Scott Verplank",87,NA,471.333,119,111,"ProximitytoHolefrom",2005
128,128,"Jason Allred",75,NA,389.417,96,184,"ProximitytoHolefrom",2005
128,128,"Aaron Baddeley",84,NA,627.5,155,72,"ProximitytoHolefrom",2005
128,128,"Craig Barlow",81,NA,447.417,110,172,"ProximitytoHolefrom",2005
128,128,"Olin Browne",99,NA,524.333,129,66,"ProximitytoHolefrom",2005
128,128,"Bob Estes",92,NA,650,158,23,"ProximitytoHolefrom",2005
128,128,"Harrison Frazar",105,NA,688,169,74,"ProximitytoHolefrom",2005
128,128,"Charles Howell III",95,NA,481.5,117,68,"ProximitytoHolefrom",2005
128,128,"Steve Jones",56,NA,357.917,88,143,"ProximitytoHolefrom",2005
128,128,"Brendan Jones",81,NA,598.083,147,78,"ProximitytoHolefrom",2005
128,128,"Billy Mayfair",114,NA,676.25,167,54,"ProximitytoHolefrom",2005
128,128,"Joe Ogilvie",103,NA,623.417,152,77,"ProximitytoHolefrom",2005
128,128,"Corey Pavin",77,NA,443.583,108,4,"ProximitytoHolefrom",2005
128,128,"Tag Ridings",93,NA,646.333,158,163,"ProximitytoHolefrom",2005
128,128,"Charles Warren",89,NA,624.667,154,200,"ProximitytoHolefrom",2005
142,142,"Cameron Beckman",96,NA,661.833,160,122,"ProximitytoHolefrom",2005
142,142,"Tim Clark",92,NA,463.083,112,86,"ProximitytoHolefrom",2005
142,142,"Matt Davidson",53,NA,344.917,83,155,"ProximitytoHolefrom",2005
142,142,"Luke Donald",67,NA,238.167,57,42,"ProximitytoHolefrom",2005
142,142,"Todd Hamilton",94,NA,542.667,129,181,"ProximitytoHolefrom",2005
142,142,"Lee Janzen",75,NA,447.75,107,101,"ProximitytoHolefrom",2005
142,142,"Hunter Mahan",103,NA,634.25,152,194,"ProximitytoHolefrom",2005
142,142,"DA Points",94,NA,676.25,162,100,"ProximitytoHolefrom",2005
142,142,"DJ Trahan",81,NA,511.417,123,168,"ProximitytoHolefrom",2005
142,142,"Brett Wetterich",76,NA,472.917,114,156,"ProximitytoHolefrom",2005
152,152,"Chris Anderson",66,NA,508.5,119,153,"ProximitytoHolefrom",2005
152,152,"Chris DiMarco",83,NA,514,122,27,"ProximitytoHolefrom",2005
152,152,"Matt Gogel",78,NA,452,106,106,"ProximitytoHolefrom",2005
152,152,"Retief Goosen",71,NA,288.5,68,131,"ProximitytoHolefrom",2005
152,152,"Bradley Hughes",52,NA,349.583,83,187,"ProximitytoHolefrom",2005
152,152,"Phil Mickelson",81,NA,348.167,82,9,"ProximitytoHolefrom",2005
152,152,"Joey Snyder III",102,NA,539.667,128,182,"ProximitytoHolefrom",2005
152,152,"Mario Tiziani",67,NA,414.167,97,85,"ProximitytoHolefrom",2005
160,160,"Michael Allen",90,NA,649.75,149,147,"ProximitytoHolefrom",2005
160,160,"Briny Baird",98,NA,590.167,135,135,"ProximitytoHolefrom",2005
160,160,"Jim Carter",62,NA,414.5,95,135,"ProximitytoHolefrom",2005
160,160,"John Cook",72,NA,331.5,77,185,"ProximitytoHolefrom",2005
160,160,"Steve Elkington",67,NA,314.583,72,34,"ProximitytoHolefrom",2005
160,160,"Skip Kendall",80,NA,560.5,130,119,"ProximitytoHolefrom",2005
160,160,"Stephen Leaney",89,NA,505.25,117,51,"ProximitytoHolefrom",2005
160,160,"Will Ma Kenzie",75,NA,500.75,116,140,"ProximitytoHolefrom",2005
160,160,"Shigeki Maruyama",99,NA,698.667,162,29,"ProximitytoHolefrom",2005
169,169,"Stephen Ames",82,NA,539.25,122,35,"ProximitytoHolefrom",2005
169,169,"Billy Andrade",83,NA,595.083,136,104,"ProximitytoHolefrom",2005
169,169,"Paul Azinger",66,NA,430.917,98,140,"ProximitytoHolefrom",2005
169,169,"Justin Bolli",65,NA,508,115,144,"ProximitytoHolefrom",2005
169,169,"Danny Briggs",70,NA,446.667,101,149,"ProximitytoHolefrom",2005
169,169,"Chad Campbell",95,NA,518.917,117,144,"ProximitytoHolefrom",2005
169,169,"Jose Coceres",56,NA,546.5,124,18,"ProximitytoHolefrom",2005
169,169,"Gavin Coles",70,NA,494.917,113,61,"ProximitytoHolefrom",2005
169,169,"Ben Crane",78,NA,512.917,117,43,"ProximitytoHolefrom",2005
169,169,"James Driscoll",73,NA,465.333,105,65,"ProximitytoHolefrom",2005
169,169,"Tom Gillis",77,NA,574.083,130,153,"ProximitytoHolefrom",2005
169,169,"JJ Henry",102,NA,539.917,122,105,"ProximitytoHolefrom",2005
181,181,"Stuart Appleby",84,NA,466.083,103,58,"ProximitytoHolefrom",2005
181,181,"Joe Durant",81,NA,503.417,111,115,"ProximitytoHolefrom",2005
181,181,"Robert Gamez",91,NA,731.417,164,127,"ProximitytoHolefrom",2005
181,181,"Sergio Garcia",73,NA,374.667,84,56,"ProximitytoHolefrom",2005
181,181,"Ryan Palmer",101,NA,608,134,171,"ProximitytoHolefrom",2005
181,181,"Jesper Parnevik",84,NA,576.917,129,57,"ProximitytoHolefrom",2005
181,181,"Roland Thatcher",75,NA,538.917,119,133,"ProximitytoHolefrom",2005
188,188,"Fred Funk",102,NA,679.083,148,11,"ProximitytoHolefrom",2005
188,188,"Mark OMeara",66,NA,434.417,95,33,"ProximitytoHolefrom",2005
188,188,"Kevin Stadler",96,NA,755.75,164,165,"ProximitytoHolefrom",2005
191,191,"Chris Riley",67,NA,373.25,80,83,"ProximitytoHolefrom",2005
192,192,"Arjun Atwal",65,NA,561.167,118,162,"ProximitytoHolefrom",2005
192,192,"Mark Calcavecchia",92,NA,810.75,172,110,"ProximitytoHolefrom",2005
192,192,"Bo Van Pelt",112,NA,784.667,165,114,"ProximitytoHolefrom",2005
192,192,"Lee Westwood",50,NA,301.417,64,178,"ProximitytoHolefrom",2005
196,196,"Bart Bryant",91,NA,542.583,113,123,"ProximitytoHolefrom",2005
196,196,"Scott McCarron",78,NA,451.083,93,161,"ProximitytoHolefrom",2005
198,198,"Andrew Magee",82,NA,566.75,116,139,"ProximitytoHolefrom",2005
198,198,"Ian Poulter",62,NA,330,67,180,"ProximitytoHolefrom",2005
200,200,"Robert Allenby",95,NA,540.75,108,174,"ProximitytoHolefrom",2005
200,200,"Patrick Sheehan",114,NA,861.667,171,130,"ProximitytoHolefrom",2005
202,202,"Freddie Jacobson",72,NA,479.917,93,91,"ProximitytoHolefrom",2005
