"Scramblingfrom_RANKTHISWEEK_2012","Scramblingfrom_RANKLASTWEEK_2012","Scramblingfrom_PLAYERNAME_2012","Scramblingfrom_ROUNDS_2012","Scramblingfrom_Pct_2012","Scramblingfrom_SUCCESSES_2012","Scramblingfrom_ATTEMPTS_2012","stat_name","year"
34,34,"Tiger Woods",69,88.33,53,60,"Scramblingfrom",2012
36,36,"Bryce Molder",83,88.31,68,77,"Scramblingfrom",2012
37,37,"Rod Pampling",88,88.16,67,76,"Scramblingfrom",2012
38,38,"Ernie Els",80,88.06,59,67,"Scramblingfrom",2012
39,39,"Graeme McDowell",55,88,44,50,"Scramblingfrom",2012
40,40,"Scott Piercy",95,87.93,102,116,"Scramblingfrom",2012
41,41,"Robert Garrigus",89,87.91,80,91,"Scramblingfrom",2012
42,42,"John Senden",81,87.84,65,74,"Scramblingfrom",2012
43,43,"John Daly",50,87.76,43,49,"Scramblingfrom",2012
43,43,"Stephen Gangluff",57,87.76,43,49,"Scramblingfrom",2012
45,45,"James Driscoll",83,87.67,64,73,"Scramblingfrom",2012
46,46,"Miguel Angel Carballo",73,87.5,49,56,"Scramblingfrom",2012
47,47,"Ken Duke",104,87.39,104,119,"Scramblingfrom",2012
48,48,"Phil Mickelson",79,87.34,69,79,"Scramblingfrom",2012
49,49,"Hunter Mahan",88,87.27,48,55,"Scramblingfrom",2012
49,49,"Billy Mayfair",90,87.27,96,110,"Scramblingfrom",2012
51,51,"Kevin Na",80,87.13,88,101,"Scramblingfrom",2012
52,52,"Heath Slocum",93,87.01,67,77,"Scramblingfrom",2012
53,53,"Ben Curtis",62,86.96,40,46,"Scramblingfrom",2012
53,53,"Richard Lee",71,86.96,40,46,"Scramblingfrom",2012
53,53,"Rory Sabbatini",84,86.96,100,115,"Scramblingfrom",2012
56,56,"Brian Davis",91,86.81,79,91,"Scramblingfrom",2012
57,57,"Tim Clark",60,86.76,59,68,"Scramblingfrom",2012
58,58,"Troy Kelly",68,86.67,52,60,"Scramblingfrom",2012
58,58,"Kevin Streelman",89,86.67,91,105,"Scramblingfrom",2012
58,58,"Roland Thatcher",55,86.67,52,60,"Scramblingfrom",2012
61,61,"Zach Johnson",95,86.6,84,97,"Scramblingfrom",2012
62,62,"Geoff Ogilvy",73,86.59,71,82,"Scramblingfrom",2012
63,63,"Bubba Watson",68,86.44,51,59,"Scramblingfrom",2012
64,64,"Carl Pettersson",92,86.17,81,94,"Scramblingfrom",2012
65,65,"Robert Karlsson",54,86.05,37,43,"Scramblingfrom",2012
66,66,"Marc Leishman",84,86,86,100,"Scramblingfrom",2012
66,66,"Steve Wheatcroft",56,86,43,50,"Scramblingfrom",2012
68,68,"Vijay Singh",99,85.98,92,107,"Scramblingfrom",2012
69,69,"KJ Choi",71,85.96,49,57,"Scramblingfrom",2012
70,70,"Jason Kokrak",79,85.88,73,85,"Scramblingfrom",2012
71,71,"Sean OHair",84,85.71,60,70,"Scramblingfrom",2012
72,72,"Kyle Stanley",86,85.56,77,90,"Scramblingfrom",2012
73,73,"JJ Henry",93,85.51,59,69,"Scramblingfrom",2012
73,73,"Brendon Todd",78,85.51,59,69,"Scramblingfrom",2012
75,75,"Charlie Wi",86,85.44,88,103,"Scramblingfrom",2012
76,76,"Chris Couch",61,85.37,70,82,"Scramblingfrom",2012
77,77,"Chris Kirk",93,85.34,99,116,"Scramblingfrom",2012
78,78,"Bud Cauley",99,85.27,110,129,"Scramblingfrom",2012
79,79,"Blake Adams",107,85.26,81,95,"Scramblingfrom",2012
79,79,"Jimmy Walker",101,85.26,81,95,"Scramblingfrom",2012
81,81,"Scott Dunlap",57,85.25,52,61,"Scramblingfrom",2012
82,82,"Luke Donald",63,85.19,46,54,"Scramblingfrom",2012
83,83,"Tim Herron",88,85.14,63,74,"Scramblingfrom",2012
84,84,"Sergio Garcia",57,85.11,40,47,"Scramblingfrom",2012
84,84,"Mathew Goggin",65,85.11,40,47,"Scramblingfrom",2012
84,84,"Freddie Jacobson",61,85.11,40,47,"Scramblingfrom",2012
87,87,"Tom Pernice Jr",62,85.07,57,67,"Scramblingfrom",2012
88,88,"Roberto Castro",92,84.93,62,73,"Scramblingfrom",2012
89,89,"Brendon de Jonge",115,84.91,90,106,"Scramblingfrom",2012
89,89,"JJ Killeen",101,84.91,90,106,"Scramblingfrom",2012
91,91,"Arjun Atwal",79,84.88,73,86,"Scramblingfrom",2012
92,92,"Andres Romero",68,84.85,56,66,"Scramblingfrom",2012
93,93,"Jim Furyk",85,84.81,67,79,"Scramblingfrom",2012
94,94,"Padraig Harrington",67,84.62,44,52,"Scramblingfrom",2012
94,94,"Ryuji Imada",78,84.62,66,78,"Scramblingfrom",2012
96,96,"Seung Yul Noh",105,84.54,82,97,"Scramblingfrom",2012
97,97,"Gavin Coles",72,84.51,60,71,"Scramblingfrom",2012
98,98,"Daniel Chopra",55,84.44,38,45,"Scramblingfrom",2012
99,99,"Mark Wilson",84,84.34,70,83,"Scramblingfrom",2012
100,100,"Jason Bohn",81,84.29,59,70,"Scramblingfrom",2012
101,101,"Brian Harman",101,84.25,107,127,"Scramblingfrom",2012
102,102,"Tommy Gainey",98,84.17,101,120,"Scramblingfrom",2012
103,103,"Brandt Jobe",57,84.09,37,44,"Scramblingfrom",2012
104,104,"John Merrick",83,84.06,58,69,"Scramblingfrom",2012
105,105,"Scott Stallings",78,83.95,68,81,"Scramblingfrom",2012
106,106,"Pat Perez",81,83.87,78,93,"Scramblingfrom",2012
107,107,"Chris Stroud",86,83.84,83,99,"Scramblingfrom",2012
108,108,"Bill Haas",79,83.75,67,80,"Scramblingfrom",2012
109,109,"Garth Mulroy",59,83.72,36,43,"Scramblingfrom",2012
110,110,"Ricky Barnes",92,83.7,77,92,"Scramblingfrom",2012
111,111,"Justin Leonard",79,83.5,86,103,"Scramblingfrom",2012
112,112,"Jeff Overton",101,83.48,96,115,"Scramblingfrom",2012
113,113,"Scott Brown",65,83.33,50,60,"Scramblingfrom",2012
113,113,"Jonathan Byrd",69,83.33,70,84,"Scramblingfrom",2012
113,113,"Erik Compton",81,83.33,65,78,"Scramblingfrom",2012
113,113,"Nick Watney",97,83.33,60,72,"Scramblingfrom",2012
117,117,"Keegan Bradley",90,83.16,79,95,"Scramblingfrom",2012
117,117,"Cameron Tringale",88,83.16,79,95,"Scramblingfrom",2012
119,119,"Tommy Biershenk",74,83.1,59,71,"Scramblingfrom",2012
120,120,"Kris Blanks",65,83.08,54,65,"Scramblingfrom",2012
120,120,"Kevin Kisner",69,83.08,54,65,"Scramblingfrom",2012
122,122,"Rory McIlroy",60,83.02,44,53,"Scramblingfrom",2012
122,122,"Adam Scott",59,83.02,44,53,"Scramblingfrom",2012
124,124,"Spencer Levin",81,82.98,78,94,"Scramblingfrom",2012
125,125,"DA Points",88,82.93,68,82,"Scramblingfrom",2012
126,126,"Graham DeLaet",79,82.89,63,76,"Scramblingfrom",2012
127,127,"Stewart Cink",71,82.81,53,64,"Scramblingfrom",2012
127,127,"Harrison Frazar",56,82.81,53,64,"Scramblingfrom",2012
129,129,"Matt Kuchar",86,82.76,72,87,"Scramblingfrom",2012
129,129,"Louis Oosthuizen",65,82.76,48,58,"Scramblingfrom",2012
131,131,"Greg Owen",90,82.72,67,81,"Scramblingfrom",2012
132,132,"Robert Allenby",76,82.61,57,69,"Scramblingfrom",2012
132,132,"Ben Crane",73,82.61,57,69,"Scramblingfrom",2012
134,134,"Billy Horschel",63,82.46,47,57,"Scramblingfrom",2012
135,135,"DJ Trahan",73,82.43,61,74,"Scramblingfrom",2012
136,136,"Matt Every",80,82.42,75,91,"Scramblingfrom",2012
137,137,"Jeff Maggert",83,82.41,89,108,"Scramblingfrom",2012
138,138,"Michael Bradley",63,82.35,42,51,"Scramblingfrom",2012
139,139,"Kevin Stadler",85,82.29,79,96,"Scramblingfrom",2012
140,140,"Nick OHern",78,82.26,51,62,"Scramblingfrom",2012
141,141,"Brendan Steele",77,82.19,60,73,"Scramblingfrom",2012
142,142,"William McGirt",96,82.14,69,84,"Scramblingfrom",2012
143,143,"Charles Howell III",98,82.09,55,67,"Scramblingfrom",2012
144,144,"Harris English",98,82.02,73,89,"Scramblingfrom",2012
145,145,"Chris DiMarco",83,82,82,100,"Scramblingfrom",2012
145,145,"Charley Hoffman",88,82,82,100,"Scramblingfrom",2012
147,147,"Alexandre Rocha",62,81.82,36,44,"Scramblingfrom",2012
147,147,"David Toms",60,81.82,45,55,"Scramblingfrom",2012
149,149,"Chez Reavie",83,81.71,67,82,"Scramblingfrom",2012
150,150,"Danny Lee",74,81.54,53,65,"Scramblingfrom",2012
151,151,"Will Claxton",99,81.48,66,81,"Scramblingfrom",2012
151,151,"Rickie Fowler",84,81.48,66,81,"Scramblingfrom",2012
151,151,"Ted Potter Jr",77,81.48,66,81,"Scramblingfrom",2012
151,151,"Dicky Pride",62,81.48,44,54,"Scramblingfrom",2012
155,155,"John Rollins",81,81.33,61,75,"Scramblingfrom",2012
156,156,"Jerry Kelly",84,81.25,65,80,"Scramblingfrom",2012
157,157,"Bobby Gates",87,81.18,69,85,"Scramblingfrom",2012
158,158,"Gary Woodland",70,81.13,43,53,"Scramblingfrom",2012
159,159,"Camilo Villegas",79,81.05,77,95,"Scramblingfrom",2012
160,160,"Matt Jones",53,80.95,34,42,"Scramblingfrom",2012
161,161,"Kyle Thompson",51,80.85,38,47,"Scramblingfrom",2012
162,162,"Ryan Moore",89,80.65,75,93,"Scramblingfrom",2012
163,163,"Chad Campbell",84,80.49,66,82,"Scramblingfrom",2012
164,164,"Henrik Stenson",51,80,36,45,"Scramblingfrom",2012
165,165,"Bill Lunde",83,79.55,70,88,"Scramblingfrom",2012
166,166,"Colt Knost",79,79.37,50,63,"Scramblingfrom",2012
167,167,"Justin Rose",69,79.31,46,58,"Scramblingfrom",2012
168,168,"Sangmoon Bae",81,79.22,61,77,"Scramblingfrom",2012
169,169,"JB Holmes",90,79.17,76,96,"Scramblingfrom",2012
169,169,"John Huh",99,79.17,76,96,"Scramblingfrom",2012
171,171,"Bo Van Pelt",84,79.12,72,91,"Scramblingfrom",2012
172,172,"Marco Dawson",60,78.95,45,57,"Scramblingfrom",2012
172,172,"Jason Dufner",83,78.95,45,57,"Scramblingfrom",2012
174,174,"Patrick Sheehan",58,78.69,48,61,"Scramblingfrom",2012
175,175,"Kevin Chappell",91,78.65,70,89,"Scramblingfrom",2012
176,176,"Matt Bettencourt",80,78.57,55,70,"Scramblingfrom",2012
176,176,"Lee Westwood",60,78.57,33,42,"Scramblingfrom",2012
178,178,"Trevor Immelman",76,78.46,51,65,"Scramblingfrom",2012
179,179,"YE Yang",64,77.97,46,59,"Scramblingfrom",2012
180,180,"David Hearn",95,77.78,70,90,"Scramblingfrom",2012
181,181,"George McNeill",85,77.66,73,94,"Scramblingfrom",2012
182,182,"Ryan Palmer",81,77.53,69,89,"Scramblingfrom",2012
183,183,"Gary Christian",91,77.33,58,75,"Scramblingfrom",2012
184,184,"Charl Schwartzel",56,77.19,44,57,"Scramblingfrom",2012
185,185,"Angel Cabrera",54,77.08,37,48,"Scramblingfrom",2012
186,186,"Charlie Beljan",61,75.47,40,53,"Scramblingfrom",2012
187,187,"Sung Kang",75,75,57,76,"Scramblingfrom",2012
187,187,"Edward Loar",59,75,36,48,"Scramblingfrom",2012
189,189,"Cameron Beckman",81,74.71,65,87,"Scramblingfrom",2012
190,190,"Martin Laird",77,74.51,38,51,"Scramblingfrom",2012
191,191,"Boo Weekley",74,72.58,45,62,"Scramblingfrom",2012
