"BirdieorBetterPercentage_RANKTHISWEEK_2010","BirdieorBetterPercentage_RANKLASTWEEK_2010","BirdieorBetterPercentage_PLAYERNAME_2010","BirdieorBetterPercentage_ROUNDS_2010","BirdieorBetterPercentage_Pct_2010","BirdieorBetterPercentage_TOTALBIRDIES_2010","BirdieorBetterPercentage_TOTALHOLES_2010","BirdieorBetterPercentage_GIRRANK_2010","stat_name","year"
115,115,"Will Ma Kenzie",72,19.68,255,1296,56,"BirdieorBetterPercentage",2010
116,116,"Josh Teater",101,19.64,357,1818,45,"BirdieorBetterPercentage",2010
117,117,"DA Points",90,19.63,318,1620,74,"BirdieorBetterPercentage",2010
117,117,"Nicholas Thompson",88,19.63,311,1584,75,"BirdieorBetterPercentage",2010
119,119,"Heath Slocum",97,19.59,342,1746,32,"BirdieorBetterPercentage",2010
120,120,"Tim Petrovic",105,19.58,370,1890,118,"BirdieorBetterPercentage",2010
121,121,"Jarrod Lyle",54,19.55,190,972,149,"BirdieorBetterPercentage",2010
122,122,"Jay Williamson",76,19.52,267,1368,42,"BirdieorBetterPercentage",2010
123,123,"Mathias Gronberg",61,19.49,214,1098,99,"BirdieorBetterPercentage",2010
124,124,"Jerry Kelly",99,19.47,347,1782,88,"BirdieorBetterPercentage",2010
125,125,"Steve Elkington",74,19.44,259,1332,47,"BirdieorBetterPercentage",2010
125,125,"Scott McCarron",90,19.44,315,1620,140,"BirdieorBetterPercentage",2010
125,125,"Shaun Micheel",70,19.44,245,1260,163,"BirdieorBetterPercentage",2010
128,128,"Lee Janzen",77,19.41,269,1386,84,"BirdieorBetterPercentage",2010
129,129,"Tom Pernice Jr",74,19.37,258,1332,25,"BirdieorBetterPercentage",2010
130,130,"Scott Verplank",74,19.33,254,1314,168,"BirdieorBetterPercentage",2010
131,131,"Jeff Maggert",76,19.3,264,1368,100,"BirdieorBetterPercentage",2010
131,131,"John Mallinger",78,19.3,271,1404,94,"BirdieorBetterPercentage",2010
133,133,"Jason Dufner",87,19.22,301,1566,104,"BirdieorBetterPercentage",2010
134,134,"Garth Mulroy",53,19.18,183,954,17,"BirdieorBetterPercentage",2010
135,135,"Brian Gay",101,19.16,338,1764,171,"BirdieorBetterPercentage",2010
136,136,"Padraig Harrington",57,19.15,193,1008,184,"BirdieorBetterPercentage",2010
137,137,"Tim Herron",79,19.13,272,1422,113,"BirdieorBetterPercentage",2010
138,138,"Michael Bradley",77,19.12,265,1386,49,"BirdieorBetterPercentage",2010
139,139,"Brian Stuard",81,19.07,278,1458,158,"BirdieorBetterPercentage",2010
139,139,"Boo Weekley",88,19.07,302,1584,17,"BirdieorBetterPercentage",2010
141,141,"Chris Riley",73,19.03,250,1314,92,"BirdieorBetterPercentage",2010
142,142,"Derek Lamely",81,19,277,1458,183,"BirdieorBetterPercentage",2010
142,142,"Greg Owen",69,19,236,1242,40,"BirdieorBetterPercentage",2010
144,144,"Skip Kendall",58,18.97,198,1044,179,"BirdieorBetterPercentage",2010
145,145,"Sean OHair",84,18.9,279,1476,63,"BirdieorBetterPercentage",2010
145,145,"Mark Wilson",87,18.9,296,1566,12,"BirdieorBetterPercentage",2010
147,147,"Kris Blanks",91,18.86,309,1638,8,"BirdieorBetterPercentage",2010
147,147,"Brenden Pappas",66,18.86,224,1188,115,"BirdieorBetterPercentage",2010
149,149,"JJ Henry",92,18.78,311,1656,46,"BirdieorBetterPercentage",2010
150,150,"Daniel Chopra",74,18.77,250,1332,187,"BirdieorBetterPercentage",2010
151,151,"Steve Flesch",78,18.73,263,1404,176,"BirdieorBetterPercentage",2010
152,152,"Alex Cejka",81,18.72,273,1458,109,"BirdieorBetterPercentage",2010
152,152,"Troy Matteson",84,18.72,283,1512,5,"BirdieorBetterPercentage",2010
154,154,"Stuart Appleby",101,18.7,340,1818,185,"BirdieorBetterPercentage",2010
155,155,"Chris DiMarco",88,18.69,296,1584,91,"BirdieorBetterPercentage",2010
155,155,"Cameron Tringale",55,18.69,185,990,15,"BirdieorBetterPercentage",2010
157,157,"Bob Estes",79,18.64,265,1422,79,"BirdieorBetterPercentage",2010
158,158,"Richard Johnson",90,18.52,300,1620,58,"BirdieorBetterPercentage",2010
159,159,"Ted Purdy",86,18.48,286,1548,167,"BirdieorBetterPercentage",2010
160,160,"Cameron Beckman",68,18.46,226,1224,122,"BirdieorBetterPercentage",2010
161,161,"Brian Davis",101,18.43,335,1818,175,"BirdieorBetterPercentage",2010
162,162,"Billy Mayfair",78,18.38,258,1404,29,"BirdieorBetterPercentage",2010
163,163,"Nathan Green",86,18.35,284,1548,174,"BirdieorBetterPercentage",2010
164,164,"Briny Baird",87,18.33,287,1566,33,"BirdieorBetterPercentage",2010
165,165,"Kenny Perry",69,18.3,224,1224,39,"BirdieorBetterPercentage",2010
166,166,"Rich Barcelo",70,18.25,230,1260,186,"BirdieorBetterPercentage",2010
167,167,"Mathew Goggin",85,18.17,278,1530,26,"BirdieorBetterPercentage",2010
168,168,"Jeev Milkha Singh",59,18.15,183,1008,152,"BirdieorBetterPercentage",2010
169,169,"Mike Weir",59,18.03,185,1026,192,"BirdieorBetterPercentage",2010
170,170,"Bill Lunde",79,18,256,1422,139,"BirdieorBetterPercentage",2010
171,171,"Steve Lowery",67,17.99,217,1206,143,"BirdieorBetterPercentage",2010
172,172,"Brad Faxon",58,17.91,187,1044,190,"BirdieorBetterPercentage",2010
173,173,"Jerod Turner",54,17.9,174,972,191,"BirdieorBetterPercentage",2010
174,174,"Chris Wilson",65,17.86,209,1170,173,"BirdieorBetterPercentage",2010
175,175,"Roland Thatcher",72,17.82,231,1296,136,"BirdieorBetterPercentage",2010
176,176,"Roger Tambellini",77,17.75,246,1386,27,"BirdieorBetterPercentage",2010
177,177,"Ian Poulter",55,17.69,156,882,181,"BirdieorBetterPercentage",2010
178,178,"Cliff Kresge",50,17.56,158,900,104,"BirdieorBetterPercentage",2010
179,179,"Rocco Mediate",71,17.53,224,1278,35,"BirdieorBetterPercentage",2010
179,179,"Vance Veazey",58,17.53,183,1044,177,"BirdieorBetterPercentage",2010
181,181,"Andrew McLardy",52,17.52,164,936,132,"BirdieorBetterPercentage",2010
182,182,"Rod Pampling",77,17.39,241,1386,159,"BirdieorBetterPercentage",2010
183,183,"Kevin Johnson",62,17.38,194,1116,180,"BirdieorBetterPercentage",2010
184,184,"Ben Curtis",78,17.24,242,1404,69,"BirdieorBetterPercentage",2010
185,185,"David Lutterus",69,17.15,213,1242,166,"BirdieorBetterPercentage",2010
186,186,"Trevor Immelman",55,16.77,166,990,126,"BirdieorBetterPercentage",2010
187,187,"Omar Uresti",74,16.67,222,1332,63,"BirdieorBetterPercentage",2010
188,188,"Brent Delahoussaye",57,16.47,169,1026,98,"BirdieorBetterPercentage",2010
189,189,"Jeff Gove",57,16.28,167,1026,28,"BirdieorBetterPercentage",2010
190,190,"Justin Bolli",55,15.86,157,990,160,"BirdieorBetterPercentage",2010
191,191,"Greg Kraft",52,15.6,146,936,188,"BirdieorBetterPercentage",2010
192,192,"Craig Bowden",56,15.58,157,1008,178,"BirdieorBetterPercentage",2010
