"PowerRating_RANKTHISWEEK_2007","PowerRating_RANKLASTWEEK_2007","PowerRating_PLAYERNAME_2007","PowerRating_EVENTS_2007","PowerRating_RATING_2007","stat_name","year"
197,197,"Shaun Micheel",14,5.3,"PowerRating",2007
197,197,"Jaco Van Zyl",4,5.3,"PowerRating",2007
199,199,"Stephen Ames",14,5.2,"PowerRating",2007
199,199,"Jay Delsing",6,5.2,"PowerRating",2007
199,199,"Franklin Langham",1,5.2,"PowerRating",2007
199,199,"Brandt Snedeker",20,5.2,"PowerRating",2007
199,199,"Bob Tway",17,5.2,"PowerRating",2007
204,204,"Steve Flesch",18,5.1,"PowerRating",2007
204,204,"Bob Heintz",14,5.1,"PowerRating",2007
204,204,"Freddie Jacobson",15,5.1,"PowerRating",2007
204,204,"Jerry Kelly",17,5.1,"PowerRating",2007
204,204,"Jose Manuel Lara",1,5.1,"PowerRating",2007
204,204,"Darron Stiles",7,5.1,"PowerRating",2007
204,204,"Charlie Wi",18,5.1,"PowerRating",2007
211,211,"Paul Azinger",7,5,"PowerRating",2007
211,211,"Alejandro Canizares",1,5,"PowerRating",2007
211,211,"Billy Mayfair",16,5,"PowerRating",2007
211,211,"Ian Poulter",9,5,"PowerRating",2007
211,211,"Jim Rutledge",4,5,"PowerRating",2007
216,216,"Nathan Green",20,4.9,"PowerRating",2007
216,216,"Kent Jones",17,4.9,"PowerRating",2007
216,216,"John Mallinger",18,4.9,"PowerRating",2007
216,216,"Joey Sindelar",12,4.9,"PowerRating",2007
216,216,"David Toms",15,4.9,"PowerRating",2007
221,221,"Jeff Quinney",18,4.8,"PowerRating",2007
221,221,"Steve Stricker",15,4.8,"PowerRating",2007
223,223,"Chris DiMarco",13,4.7,"PowerRating",2007
223,223,"Luke Donald",11,4.7,"PowerRating",2007
223,223,"Robert Gamez",12,4.7,"PowerRating",2007
223,223,"Tripp Isenhour",13,4.7,"PowerRating",2007
223,223,"Justin Leonard",17,4.7,"PowerRating",2007
228,228,"Anders Hansen",6,4.6,"PowerRating",2007
228,228,"Brandt Jobe",1,4.6,"PowerRating",2007
228,228,"Bill Lunde",1,4.6,"PowerRating",2007
228,228,"Jeff Sluman",6,4.6,"PowerRating",2007
232,232,"Steve Jones",2,4.5,"PowerRating",2007
233,233,"Bob Burns",2,4.4,"PowerRating",2007
233,233,"Ben Curtis",13,4.4,"PowerRating",2007
233,233,"Ryuji Imada",19,4.4,"PowerRating",2007
233,233,"Zach Johnson",14,4.4,"PowerRating",2007
233,233,"Kyle Thompson",1,4.4,"PowerRating",2007
238,238,"Bart Bryant",17,4.3,"PowerRating",2007
238,238,"Tom Byrum",5,4.3,"PowerRating",2007
238,238,"Gregory Havret",1,4.3,"PowerRating",2007
238,238,"Kirk Triplett",12,4.3,"PowerRating",2007
238,238,"Paul Trittler",1,4.3,"PowerRating",2007
238,238,"Anthony Wall",1,4.3,"PowerRating",2007
244,244,"Guy Boros",1,4.2,"PowerRating",2007
244,244,"Jim Furyk",16,4.2,"PowerRating",2007
244,244,"Craig Lile",14,4.2,"PowerRating",2007
244,244,"Omar Uresti",1,4.2,"PowerRating",2007
248,248,"Notah Begay III",2,4.1,"PowerRating",2007
248,248,"Steve Elkington",16,4.1,"PowerRating",2007
248,248,"Paul Gow",8,4.1,"PowerRating",2007
248,248,"Larry Mize",2,4.1,"PowerRating",2007
248,248,"Colin Montgomerie",3,4.1,"PowerRating",2007
248,248,"Dicky Pride",9,4.1,"PowerRating",2007
248,248,"Heath Slocum",21,4.1,"PowerRating",2007
255,255,"Michael Campbell",2,4,"PowerRating",2007
255,255,"Brian Davis",20,4,"PowerRating",2007
255,255,"Glen Day",15,4,"PowerRating",2007
255,255,"Richard Green",2,4,"PowerRating",2007
255,255,"Raphael Jacquelin",1,4,"PowerRating",2007
255,255,"Richard Johnson",15,4,"PowerRating",2007
255,255,"Tom Pernice Jr",18,4,"PowerRating",2007
262,262,"Bob Estes",15,3.9,"PowerRating",2007
262,262,"Bernhard Langer",9,3.9,"PowerRating",2007
262,262,"Dean Wilson",16,3.9,"PowerRating",2007
265,265,"Skip Kendall",1,3.8,"PowerRating",2007
265,265,"Matt Kuchar",15,3.8,"PowerRating",2007
265,265,"Nick OHern",11,3.8,"PowerRating",2007
265,265,"Jose Maria Olazabal",8,3.8,"PowerRating",2007
265,265,"Paul Sheehan",1,3.8,"PowerRating",2007
270,270,"Russ Cochran",1,3.7,"PowerRating",2007
270,270,"Craig Kanada",19,3.7,"PowerRating",2007
270,270,"Spike McRoy",2,3.7,"PowerRating",2007
273,273,"Rocco Mediate",14,3.6,"PowerRating",2007
274,274,"Tim Clark",12,3.5,"PowerRating",2007
274,274,"Paul McGinley",3,3.5,"PowerRating",2007
274,274,"Jim McGovern",3,3.5,"PowerRating",2007
274,274,"Chris Riley",11,3.5,"PowerRating",2007
274,274,"Martin Rominger",1,3.5,"PowerRating",2007
274,274,"Scott Verplank",14,3.5,"PowerRating",2007
280,280,"Todd Fischer",2,3.4,"PowerRating",2007
280,280,"Dudley Hart",6,3.4,"PowerRating",2007
280,280,"Shingo Katayama",2,3.4,"PowerRating",2007
280,280,"Doug LaBelle II",17,3.4,"PowerRating",2007
280,280,"Jerry Smith",5,3.4,"PowerRating",2007
285,285,"Joe Daley",1,3.3,"PowerRating",2007
286,286,"Olin Browne",6,3.2,"PowerRating",2007
286,286,"Shigeki Maruyama",13,3.2,"PowerRating",2007
288,288,"Greg Kraft",5,3.1,"PowerRating",2007
289,289,"Jose Coceres",8,3,"PowerRating",2007
289,289,"Stephen Leaney",15,3,"PowerRating",2007
291,291,"Michael Boyd",8,2.9,"PowerRating",2007
291,291,"Alan Morin",1,2.9,"PowerRating",2007
293,293,"Brad Faxon",5,2.8,"PowerRating",2007
293,293,"Paul Goydos",11,2.8,"PowerRating",2007
293,293,"Kaname Yokoo",1,2.8,"PowerRating",2007
296,296,"Mark OMeara",1,2.7,"PowerRating",2007
297,297,"Mark Brooks",6,2.6,"PowerRating",2007
298,298,"John Cook",3,2.5,"PowerRating",2007
299,299,"Kelly Mitchum",1,2.4,"PowerRating",2007
299,299,"Hideto Tanihara",1,2.4,"PowerRating",2007
299,299,"Willie Wood",1,2.4,"PowerRating",2007
302,302,"Robert Damron",1,2.3,"PowerRating",2007
302,302,"Fred Funk",10,2.3,"PowerRating",2007
302,302,"Blaine McCallister",1,2.3,"PowerRating",2007
305,305,"Craig Bowden",13,2.2,"PowerRating",2007
306,306,"John Bickerton",1,2.1,"PowerRating",2007
307,307,"Brian Gay",20,2,"PowerRating",2007
307,307,"Tom Watson",1,2,"PowerRating",2007
309,309,"Corey Pavin",14,1.9,"PowerRating",2007
310,310,"Gavin Coles",15,1.8,"PowerRating",2007
311,311,"Loren Roberts",1,1.6,"PowerRating",2007
312,312,"Prom Meesawat",1,1.4,"PowerRating",2007
