"GoodDrivePercentage_RANKTHISWEEK_2013","GoodDrivePercentage_RANKLASTWEEK_2013","GoodDrivePercentage_PLAYERNAME_2013","GoodDrivePercentage_ROUNDS_2013","GoodDrivePercentage_Pct_2013","GoodDrivePercentage_HIT_2013","GoodDrivePercentage_TOTALATTEMPTS_2013","stat_name","year"
23,23,"Billy Horschel",96,84.52,1130,1337,"GoodDrivePercentage",2013
24,24,"Tim Clark",64,84.51,720,852,"GoodDrivePercentage",2013
25,25,"Webb Simpson",92,84.38,1037,1229,"GoodDrivePercentage",2013
26,26,"Darron Stiles",51,84.33,576,683,"GoodDrivePercentage",2013
27,27,"Roberto Castro",97,84.31,1139,1351,"GoodDrivePercentage",2013
28,28,"Kevin Streelman",86,84.29,1009,1197,"GoodDrivePercentage",2013
29,29,"Matt Jones",83,84.18,974,1157,"GoodDrivePercentage",2013
30,30,"Brian Davis",91,83.99,1065,1268,"GoodDrivePercentage",2013
31,31,"David Lingmerth",68,83.92,793,945,"GoodDrivePercentage",2013
31,31,"Kevin Stadler",83,83.92,924,1101,"GoodDrivePercentage",2013
33,33,"Cameron Tringale",80,83.83,933,1113,"GoodDrivePercentage",2013
34,34,"Ben Kohles",75,83.79,827,987,"GoodDrivePercentage",2013
35,35,"Justin Rose",62,83.69,703,840,"GoodDrivePercentage",2013
36,36,"Jin Park",52,83.62,582,696,"GoodDrivePercentage",2013
37,37,"Adam Scott",61,83.49,698,836,"GoodDrivePercentage",2013
38,38,"Ryan Moore",72,83.42,830,995,"GoodDrivePercentage",2013
39,39,"George McNeill",68,83.39,793,951,"GoodDrivePercentage",2013
40,40,"Brian Stuard",78,83.38,858,1029,"GoodDrivePercentage",2013
41,41,"Stuart Appleby",88,83.32,974,1169,"GoodDrivePercentage",2013
42,42,"Keegan Bradley",88,83.29,1017,1221,"GoodDrivePercentage",2013
43,43,"Ricky Barnes",74,83.28,812,975,"GoodDrivePercentage",2013
43,43,"Jeff Maggert",63,83.28,732,879,"GoodDrivePercentage",2013
45,45,"Dicky Pride",71,83.26,776,932,"GoodDrivePercentage",2013
46,46,"JJ Henry",83,83.22,942,1132,"GoodDrivePercentage",2013
47,47,"David Toms",49,83.17,509,612,"GoodDrivePercentage",2013
48,48,"Bill Haas",85,83.11,979,1178,"GoodDrivePercentage",2013
49,49,"Doug LaBelle II",72,83.09,811,976,"GoodDrivePercentage",2013
50,50,"Matt Kuchar",93,83.05,1009,1215,"GoodDrivePercentage",2013
51,51,"Matt Every",89,83.01,1031,1242,"GoodDrivePercentage",2013
52,52,"Brandt Jobe",62,83,674,812,"GoodDrivePercentage",2013
53,53,"Richard Lee",81,82.91,888,1071,"GoodDrivePercentage",2013
54,54,"Luke Guthrie",82,82.85,947,1143,"GoodDrivePercentage",2013
55,55,"Bubba Watson",76,82.83,849,1025,"GoodDrivePercentage",2013
56,56,"Rod Pampling",46,82.79,486,587,"GoodDrivePercentage",2013
57,57,"Rory Sabbatini",86,82.75,945,1142,"GoodDrivePercentage",2013
58,58,"Josh Teater",86,82.57,943,1142,"GoodDrivePercentage",2013
59,59,"DH Lee",65,82.56,748,906,"GoodDrivePercentage",2013
60,60,"Henrik Norlander",70,82.49,782,948,"GoodDrivePercentage",2013
61,61,"Kevin Chappell",80,82.42,919,1115,"GoodDrivePercentage",2013
62,62,"Trevor Immelman",73,82.41,792,961,"GoodDrivePercentage",2013
63,63,"Jim Herman",59,82.4,632,767,"GoodDrivePercentage",2013
64,64,"Graeme McDowell",53,82.36,565,686,"GoodDrivePercentage",2013
65,65,"Chris Stroud",88,82.3,1009,1226,"GoodDrivePercentage",2013
66,66,"Daniel Summerhays",83,82.25,950,1155,"GoodDrivePercentage",2013
67,67,"Ken Duke",87,82.21,998,1214,"GoodDrivePercentage",2013
68,68,"Lucas Glover",65,82.19,743,904,"GoodDrivePercentage",2013
69,69,"Brendan Steele",86,82.14,938,1142,"GoodDrivePercentage",2013
70,70,"Bryce Molder",82,82.12,914,1113,"GoodDrivePercentage",2013
71,71,"William McGirt",75,82.11,858,1045,"GoodDrivePercentage",2013
71,71,"Bo Van Pelt",72,82.11,803,978,"GoodDrivePercentage",2013
73,73,"Steve LeBrun",66,82.1,711,866,"GoodDrivePercentage",2013
74,74,"Brian Harman",89,82.09,972,1184,"GoodDrivePercentage",2013
75,75,"Lee Westwood",70,82.07,792,965,"GoodDrivePercentage",2013
76,76,"Camilo Villegas",79,82.01,857,1045,"GoodDrivePercentage",2013
77,77,"Gary Woodland",94,81.94,1030,1257,"GoodDrivePercentage",2013
78,78,"Rickie Fowler",75,81.91,851,1039,"GoodDrivePercentage",2013
79,79,"Scott Brown",65,81.88,741,905,"GoodDrivePercentage",2013
79,79,"Pat Perez",69,81.88,786,960,"GoodDrivePercentage",2013
81,81,"Jason Bohn",70,81.85,798,975,"GoodDrivePercentage",2013
82,82,"Brandt Snedeker",79,81.83,905,1106,"GoodDrivePercentage",2013
83,83,"Charlie Beljan",62,81.78,709,867,"GoodDrivePercentage",2013
83,83,"Stewart Cink",71,81.78,808,988,"GoodDrivePercentage",2013
85,85,"Ben Crane",62,81.71,661,809,"GoodDrivePercentage",2013
85,85,"Martin Laird",68,81.71,773,946,"GoodDrivePercentage",2013
87,87,"Ernie Els",63,81.68,709,868,"GoodDrivePercentage",2013
88,88,"Kyle Stanley",71,81.63,813,996,"GoodDrivePercentage",2013
89,89,"DA Points",87,81.62,990,1213,"GoodDrivePercentage",2013
89,89,"John Senden",79,81.62,888,1088,"GoodDrivePercentage",2013
91,91,"Greg Chalmers",77,81.5,828,1016,"GoodDrivePercentage",2013
92,92,"David Mathis",71,81.48,761,934,"GoodDrivePercentage",2013
93,93,"Russell Henley",80,81.47,888,1090,"GoodDrivePercentage",2013
94,94,"Jason Day",86,81.43,908,1115,"GoodDrivePercentage",2013
95,95,"Colt Knost",69,81.42,736,904,"GoodDrivePercentage",2013
96,96,"John Rollins",77,81.4,827,1016,"GoodDrivePercentage",2013
97,97,"Chris Kirk",89,81.35,1012,1244,"GoodDrivePercentage",2013
98,98,"Cameron Percy",68,81.32,749,921,"GoodDrivePercentage",2013
99,99,"Charley Hoffman",84,81.28,951,1170,"GoodDrivePercentage",2013
100,100,"Erik Compton",74,81.26,837,1030,"GoodDrivePercentage",2013
101,101,"Michael Thompson",66,81.24,749,922,"GoodDrivePercentage",2013
102,102,"Vaughn Taylor",50,81.18,522,643,"GoodDrivePercentage",2013
103,103,"Will Claxton",67,81.11,713,879,"GoodDrivePercentage",2013
103,103,"Derek Ernst",58,81.11,657,810,"GoodDrivePercentage",2013
105,105,"Sangmoon Bae",83,81.06,937,1156,"GoodDrivePercentage",2013
105,105,"Charles Howell III",87,81.06,963,1188,"GoodDrivePercentage",2013
107,107,"David Hearn",88,81.04,996,1229,"GoodDrivePercentage",2013
108,108,"Patrick Reed",83,81,938,1158,"GoodDrivePercentage",2013
109,109,"Tom Gillis",69,80.99,733,905,"GoodDrivePercentage",2013
109,109,"Charl Schwartzel",69,80.99,771,952,"GoodDrivePercentage",2013
111,111,"Dustin Johnson",71,80.96,795,982,"GoodDrivePercentage",2013
112,112,"Tiger Woods",61,80.95,680,840,"GoodDrivePercentage",2013
113,113,"Scott Stallings",79,80.9,894,1105,"GoodDrivePercentage",2013
114,114,"Fabian Gomez",65,80.88,732,905,"GoodDrivePercentage",2013
115,115,"David Lynn",70,80.83,780,965,"GoodDrivePercentage",2013
116,116,"Ian Poulter",59,80.81,602,745,"GoodDrivePercentage",2013
117,117,"Harris English",95,80.8,1069,1323,"GoodDrivePercentage",2013
118,118,"Aaron Watkins",46,80.78,496,614,"GoodDrivePercentage",2013
119,119,"Morgan Hoffmann",64,80.76,722,894,"GoodDrivePercentage",2013
120,120,"Martin Kaymer",61,80.74,654,810,"GoodDrivePercentage",2013
121,121,"Brad Fritsch",81,80.71,866,1073,"GoodDrivePercentage",2013
121,121,"John Merrick",79,80.71,891,1104,"GoodDrivePercentage",2013
123,123,"Brian Gay",79,80.67,889,1102,"GoodDrivePercentage",2013
124,124,"Rory McIlroy",56,80.65,621,770,"GoodDrivePercentage",2013
125,125,"Justin Leonard",86,80.63,966,1198,"GoodDrivePercentage",2013
126,126,"Robert Karlsson",56,80.58,585,726,"GoodDrivePercentage",2013
127,127,"Justin Bolli",59,80.55,617,766,"GoodDrivePercentage",2013
127,127,"Nicolas Colsaerts",50,80.55,530,658,"GoodDrivePercentage",2013
129,129,"Phil Mickelson",78,80.53,877,1089,"GoodDrivePercentage",2013
130,130,"Eric Meierdierks",48,80.47,515,640,"GoodDrivePercentage",2013
131,131,"YE Yang",56,80.43,629,782,"GoodDrivePercentage",2013
132,132,"Bob Estes",66,80.41,739,919,"GoodDrivePercentage",2013
132,132,"Troy Matteson",68,80.41,739,919,"GoodDrivePercentage",2013
134,134,"Greg Owen",73,80.28,794,989,"GoodDrivePercentage",2013
135,135,"Robert Streb",75,80.24,792,987,"GoodDrivePercentage",2013
136,136,"Scott Langley",79,80.17,837,1044,"GoodDrivePercentage",2013
137,137,"Angel Cabrera",73,80.16,816,1018,"GoodDrivePercentage",2013
138,138,"Geoff Ogilvy",57,80.15,634,791,"GoodDrivePercentage",2013
139,139,"Jeff Overton",78,80.02,869,1086,"GoodDrivePercentage",2013
140,140,"Johnson Wagner",64,80,672,840,"GoodDrivePercentage",2013
141,141,"Luke Donald",60,79.95,646,808,"GoodDrivePercentage",2013
142,142,"Jason Kokrak",78,79.94,869,1087,"GoodDrivePercentage",2013
143,143,"Ryan Palmer",79,79.89,878,1099,"GoodDrivePercentage",2013
144,144,"Marc Leishman",77,79.85,860,1077,"GoodDrivePercentage",2013
145,145,"Ryo Ishikawa",72,79.84,780,977,"GoodDrivePercentage",2013
146,146,"James Hahn",78,79.83,823,1031,"GoodDrivePercentage",2013
147,147,"Andrew Svoboda",46,79.8,490,614,"GoodDrivePercentage",2013
148,148,"Robert Garrigus",69,79.73,720,903,"GoodDrivePercentage",2013
149,149,"Michael Bradley",56,79.67,576,723,"GoodDrivePercentage",2013
150,150,"Chad Campbell",78,79.64,845,1061,"GoodDrivePercentage",2013
150,150,"Jimmy Walker",84,79.64,931,1169,"GoodDrivePercentage",2013
150,150,"Charlie Wi",75,79.64,786,987,"GoodDrivePercentage",2013
153,153,"Martin Flores",83,79.52,920,1157,"GoodDrivePercentage",2013
154,154,"Scott Gardiner",61,79.2,651,822,"GoodDrivePercentage",2013
155,155,"Bud Cauley",67,79.07,695,879,"GoodDrivePercentage",2013
156,156,"Andres Romero",63,78.86,649,823,"GoodDrivePercentage",2013
157,157,"Lee Williams",62,78.8,658,835,"GoodDrivePercentage",2013
158,158,"Jonas Blixt",76,78.74,837,1063,"GoodDrivePercentage",2013
158,158,"Shawn Stefani",63,78.74,689,875,"GoodDrivePercentage",2013
160,160,"Steven Bowditch",67,78.56,711,905,"GoodDrivePercentage",2013
160,160,"Alistair Presnell",59,78.56,623,793,"GoodDrivePercentage",2013
162,162,"Tag Ridings",69,78.52,709,903,"GoodDrivePercentage",2013
163,163,"Carl Pettersson",82,78.37,877,1119,"GoodDrivePercentage",2013
164,164,"Tommy Gainey",84,78.3,920,1175,"GoodDrivePercentage",2013
165,165,"Ben Curtis",59,78.03,625,801,"GoodDrivePercentage",2013
166,166,"James Driscoll",76,77.84,780,1002,"GoodDrivePercentage",2013
167,167,"Freddie Jacobson",63,77.83,653,839,"GoodDrivePercentage",2013
168,168,"Robert Allenby",58,77.46,605,781,"GoodDrivePercentage",2013
169,169,"Luke List",65,77.27,656,849,"GoodDrivePercentage",2013
170,170,"Padraig Harrington",52,77.08,528,685,"GoodDrivePercentage",2013
171,171,"Stephen Ames",49,77.06,524,680,"GoodDrivePercentage",2013
172,172,"Scott Piercy",78,76.97,809,1051,"GoodDrivePercentage",2013
173,173,"Bobby Gates",49,76.59,481,628,"GoodDrivePercentage",2013
174,174,"Sean OHair",56,76.35,594,778,"GoodDrivePercentage",2013
175,175,"Seung Yul Noh",71,76.34,713,934,"GoodDrivePercentage",2013
176,176,"Casey Wittenberg",72,75.72,739,976,"GoodDrivePercentage",2013
177,177,"Tim Herron",45,75.4,472,626,"GoodDrivePercentage",2013
178,178,"Peter Hanson",45,75.25,453,602,"GoodDrivePercentage",2013
179,179,"Mike Weir",60,74.26,600,808,"GoodDrivePercentage",2013
180,180,"Aaron Baddeley",68,74.15,680,917,"GoodDrivePercentage",2013
