"StrokesGainedTotal_RANKTHISWEEK_2008","StrokesGainedTotal_RANKLASTWEEK_2008","StrokesGainedTotal_PLAYERNAME_2008","StrokesGainedTotal_ROUNDS_2008","StrokesGainedTotal_AVERAGE_2008","StrokesGainedTotal_TOTALSGT_2008","StrokesGainedTotal_TOTALSGT2G_2008","StrokesGainedTotal_TOTALSGP_2008","StrokesGainedTotal_MEASUREDROUNDS_2008","stat_name","year"
61,61,"Nick Watney",96,0.414,34.751,38.761,-4.01,84,"StrokesGainedTotal",2008
62,62,"Brett Quigley",80,0.41,29.929,22.718,7.211,73,"StrokesGainedTotal",2008
63,63,"Lucas Glover",91,0.404,33.539,42.196,-8.657,83,"StrokesGainedTotal",2008
64,64,"Jeff Quinney",87,0.392,28.623,-19.116,47.739,73,"StrokesGainedTotal",2008
65,65,"Ian Poulter",51,0.38,13.696,-4.84,18.536,36,"StrokesGainedTotal",2008
66,66,"Sean OHair",81,0.376,25.586,40.161,-14.575,68,"StrokesGainedTotal",2008
67,67,"Corey Pavin",69,0.37,20.723,-33.398,54.121,56,"StrokesGainedTotal",2008
68,68,"Tom Lehman",51,0.365,13.871,21.141,-7.27,38,"StrokesGainedTotal",2008
69,69,"Rory Sabbatini",77,0.364,22.903,30.392,-7.489,63,"StrokesGainedTotal",2008
70,70,"Glen Day",64,0.36,20.141,17.571,2.57,56,"StrokesGainedTotal",2008
71,71,"John Mallinger",95,0.359,30.116,3.764,26.352,84,"StrokesGainedTotal",2008
72,72,"Michael Letzig",88,0.358,26.524,32.166,-5.642,74,"StrokesGainedTotal",2008
73,73,"Retief Goosen",59,0.355,14.898,20.034,-5.136,42,"StrokesGainedTotal",2008
74,74,"George McNeill",97,0.353,31.792,38.501,-6.709,90,"StrokesGainedTotal",2008
75,75,"Bill Haas",99,0.351,31.612,23.471,8.141,90,"StrokesGainedTotal",2008
76,76,"Billy Mayfair",103,0.35,33.292,55.192,-21.9,95,"StrokesGainedTotal",2008
77,77,"Kevin Na",97,0.343,31.217,30.468,0.749,91,"StrokesGainedTotal",2008
78,78,"Parker McLachlin",88,0.342,27.042,-8.13,35.172,79,"StrokesGainedTotal",2008
79,79,"Dean Wilson",109,0.324,30.168,-23.385,53.553,93,"StrokesGainedTotal",2008
80,80,"Kevin Streelman",114,0.321,31.181,39.146,-7.965,97,"StrokesGainedTotal",2008
81,81,"Gavin Coles",54,0.312,13.724,4.332,9.392,44,"StrokesGainedTotal",2008
82,82,"Tim Herron",97,0.302,26.269,-9.033,35.302,87,"StrokesGainedTotal",2008
83,83,"Brian Davis",108,0.3,30.601,38.924,-8.323,102,"StrokesGainedTotal",2008
84,84,"Paul Casey",55,0.296,10.659,21.502,-10.843,36,"StrokesGainedTotal",2008
85,85,"Jonathan Byrd",88,0.278,21.41,21.108,0.302,77,"StrokesGainedTotal",2008
86,86,"Heath Slocum",104,0.266,22.859,61.114,-38.255,86,"StrokesGainedTotal",2008
87,87,"John Rollins",94,0.262,20.669,11.955,8.714,79,"StrokesGainedTotal",2008
88,88,"Brandt Snedeker",85,0.261,17.466,9.294,8.172,67,"StrokesGainedTotal",2008
89,89,"Vaughn Taylor",103,0.26,24.414,-4.603,29.017,94,"StrokesGainedTotal",2008
90,90,"Tim Wilkinson",95,0.2,16.003,2.174,13.829,80,"StrokesGainedTotal",2008
91,91,"Jeff Overton",103,0.199,18.092,0.782,17.31,91,"StrokesGainedTotal",2008
92,92,"Rod Pampling",83,0.198,13.434,34.143,-20.709,68,"StrokesGainedTotal",2008
93,93,"Robert Garrigus",90,0.171,14.681,28.562,-13.881,86,"StrokesGainedTotal",2008
94,94,"Joe Ogilvie",100,0.169,14.709,-24.42,39.129,87,"StrokesGainedTotal",2008
95,95,"Jerry Kelly",89,0.154,11.407,8.114,3.293,74,"StrokesGainedTotal",2008
96,96,"Martin Laird",98,0.153,13.042,11.533,1.509,85,"StrokesGainedTotal",2008
97,97,"Marc Turnesa",87,0.143,10.905,-48.816,59.721,76,"StrokesGainedTotal",2008
98,98,"Jesper Parnevik",88,0.133,9.994,-31.796,41.79,75,"StrokesGainedTotal",2008
99,99,"Shane Bertsch",96,0.116,10.429,-1.834,12.263,90,"StrokesGainedTotal",2008
100,100,"Todd Hamilton",92,0.093,6.913,-15.697,22.61,74,"StrokesGainedTotal",2008
101,101,"Tim Petrovic",97,0.072,5.872,-6.739,12.611,81,"StrokesGainedTotal",2008
102,102,"Peter Lonard",92,0.071,5.646,7.577,-1.931,80,"StrokesGainedTotal",2008
103,103,"JJ Henry",108,0.07,6.942,-1.637,8.579,99,"StrokesGainedTotal",2008
104,104,"Daniel Chopra",84,0.064,4.406,-49.881,54.287,69,"StrokesGainedTotal",2008
105,105,"Jason Gore",94,0.034,2.849,2.434,0.415,85,"StrokesGainedTotal",2008
106,106,"Mark Calcavecchia",67,0.026,1.415,30.054,-28.639,54,"StrokesGainedTotal",2008
107,107,"Rich Beem",90,0.021,1.67,15.143,-13.473,79,"StrokesGainedTotal",2008
108,108,"Patrick Sheehan",124,-0.003,-0.29,-41.428,41.138,105,"StrokesGainedTotal",2008
109,109,"Trevor Immelman",70,-0.006,-0.311,36.506,-36.817,54,"StrokesGainedTotal",2008
109,109,"Rocco Mediate",87,-0.006,-0.385,18.166,-18.551,69,"StrokesGainedTotal",2008
111,111,"John Merrick",98,-0.018,-1.364,30.422,-31.786,77,"StrokesGainedTotal",2008
112,112,"Steve Flesch",95,-0.019,-1.538,7.026,-8.564,81,"StrokesGainedTotal",2008
113,113,"John Riegger",73,-0.022,-1.437,25.386,-26.823,64,"StrokesGainedTotal",2008
114,114,"Kent Jones",68,-0.024,-1.305,1.056,-2.361,55,"StrokesGainedTotal",2008
115,115,"Nathan Green",95,-0.029,-2.679,-52.218,49.539,91,"StrokesGainedTotal",2008
116,116,"Carlos Franco",73,-0.031,-1.98,-16.107,14.127,63,"StrokesGainedTotal",2008
117,117,"Angel Cabrera",55,-0.037,-1.456,8.926,-10.382,39,"StrokesGainedTotal",2008
118,118,"Johnson Wagner",83,-0.046,-3.139,-12.79,9.651,68,"StrokesGainedTotal",2008
119,119,"Bo Van Pelt",101,-0.047,-4.345,9.186,-13.531,93,"StrokesGainedTotal",2008
120,120,"Alex Cejka",75,-0.05,-2.992,23.38,-26.372,60,"StrokesGainedTotal",2008
121,121,"Scott Sterling",89,-0.07,-5.205,2.654,-7.859,74,"StrokesGainedTotal",2008
122,122,"Chez Reavie",102,-0.083,-7.467,10.684,-18.151,90,"StrokesGainedTotal",2008
123,123,"Brenden Pappas",66,-0.085,-4.753,-23.425,18.672,56,"StrokesGainedTotal",2008
124,124,"Charley Hoffman",94,-0.094,-8.057,2.047,-10.104,86,"StrokesGainedTotal",2008
125,125,"Troy Matteson",94,-0.103,-9.16,4.007,-13.167,89,"StrokesGainedTotal",2008
126,126,"Jason Day",81,-0.121,-9.292,-25.523,16.231,77,"StrokesGainedTotal",2008
127,127,"Ryan Moore",72,-0.123,-7.771,-20.915,13.144,63,"StrokesGainedTotal",2008
128,128,"Tag Ridings",88,-0.129,-10.484,-7.18,-3.304,81,"StrokesGainedTotal",2008
129,129,"Jeff Gove",50,-0.13,-5.729,18.625,-24.354,44,"StrokesGainedTotal",2008
130,130,"Scott McCarron",63,-0.14,-7.581,-17.047,9.466,54,"StrokesGainedTotal",2008
131,131,"Cameron Beckman",87,-0.156,-11.514,9.498,-21.012,74,"StrokesGainedTotal",2008
132,132,"Nicholas Thompson",113,-0.16,-15.331,24.403,-39.734,96,"StrokesGainedTotal",2008
133,133,"Omar Uresti",74,-0.162,-10.213,22.26,-32.473,63,"StrokesGainedTotal",2008
134,134,"Cliff Kresge",84,-0.163,-11.931,-2.747,-9.184,73,"StrokesGainedTotal",2008
135,135,"Tommy Armour III",77,-0.174,-11.492,-12.444,0.952,66,"StrokesGainedTotal",2008
136,136,"Paul Goydos",78,-0.185,-12.395,-14.037,1.642,67,"StrokesGainedTotal",2008
137,137,"Chris DiMarco",87,-0.232,-17.64,-26.968,9.328,76,"StrokesGainedTotal",2008
138,138,"James Driscoll",85,-0.24,-18.272,-35.144,16.872,76,"StrokesGainedTotal",2008
139,139,"Brad Adamonis",87,-0.257,-19.555,5.385,-24.94,76,"StrokesGainedTotal",2008
140,140,"Craig Kanada",65,-0.259,-14.245,-36.435,22.19,55,"StrokesGainedTotal",2008
141,141,"Richard Johnson",60,-0.274,-13.414,-32.047,18.633,49,"StrokesGainedTotal",2008
142,142,"Brandt Jobe",52,-0.28,-13.143,-7.98,-5.163,47,"StrokesGainedTotal",2008
143,143,"Lee Janzen",89,-0.293,-21.952,-28.829,6.877,75,"StrokesGainedTotal",2008
144,144,"Dustin Johnson",92,-0.306,-24.768,0.155,-24.923,81,"StrokesGainedTotal",2008
145,145,"Jeff Maggert",86,-0.315,-24.861,-10.626,-14.235,79,"StrokesGainedTotal",2008
146,146,"Greg Kraft",63,-0.319,-15.973,-40.663,24.69,50,"StrokesGainedTotal",2008
147,147,"Doug LaBelle II",65,-0.331,-16.899,-37.658,20.759,51,"StrokesGainedTotal",2008
148,148,"Frank Lickliter II",107,-0.335,-33.516,-31.666,-1.85,100,"StrokesGainedTotal",2008
149,149,"Shigeki Maruyama",50,-0.351,-14.755,-23.585,8.83,42,"StrokesGainedTotal",2008
150,150,"Joe Durant",92,-0.359,-28.326,49.287,-77.613,79,"StrokesGainedTotal",2008
151,151,"Matt Jones",95,-0.362,-30.392,-34.178,3.786,84,"StrokesGainedTotal",2008
152,152,"Kevin Stadler",90,-0.394,-28.796,-10.278,-18.518,73,"StrokesGainedTotal",2008
152,152,"Jay Williamson",96,-0.394,-31.514,6.129,-37.643,80,"StrokesGainedTotal",2008
154,154,"Andres Romero",69,-0.395,-19.369,-19.686,0.317,49,"StrokesGainedTotal",2008
155,155,"Eric Axley",113,-0.412,-40.35,-99.923,59.573,98,"StrokesGainedTotal",2008
156,156,"Marco Dawson",64,-0.42,-22.673,-20.631,-2.042,54,"StrokesGainedTotal",2008
157,157,"YE Yang",89,-0.423,-33.808,-26.198,-7.61,80,"StrokesGainedTotal",2008
158,158,"Alejandro Canizares",52,-0.431,-17.668,-21.422,3.754,41,"StrokesGainedTotal",2008
159,159,"Brad Elder",67,-0.457,-24.683,-39.137,14.454,54,"StrokesGainedTotal",2008
160,160,"Jimmy Walker",73,-0.485,-30.069,-35.02,4.951,62,"StrokesGainedTotal",2008
161,161,"Chad Collins",72,-0.487,-30.708,-71.069,40.361,63,"StrokesGainedTotal",2008
162,162,"Chris Riley",51,-0.5,-19.987,-28.393,8.406,40,"StrokesGainedTotal",2008
163,163,"Mathias Gronberg",87,-0.511,-40.397,-37.818,-2.579,79,"StrokesGainedTotal",2008
164,164,"Steve Lowery",74,-0.535,-35.861,-42.363,6.502,67,"StrokesGainedTotal",2008
165,165,"Stephen Leaney",53,-0.564,-25.367,-39.264,13.897,45,"StrokesGainedTotal",2008
166,166,"Harrison Frazar",73,-0.574,-35.57,22.325,-57.895,62,"StrokesGainedTotal",2008
167,167,"Mark Hensby",71,-0.578,-36.978,-38.049,1.071,64,"StrokesGainedTotal",2008
168,168,"Ted Purdy",68,-0.593,-35.001,-1.87,-33.131,59,"StrokesGainedTotal",2008
169,169,"Jon Mills",95,-0.597,-46.588,-24.269,-22.319,78,"StrokesGainedTotal",2008
170,170,"Todd Demsey",80,-0.607,-43.099,-40.821,-2.278,71,"StrokesGainedTotal",2008
171,171,"Chris Stroud",81,-0.617,-40.694,-12.73,-27.964,66,"StrokesGainedTotal",2008
173,173,"Will Ma Kenzie",62,-0.719,-40.959,-13.077,-27.882,57,"StrokesGainedTotal",2008
174,174,"Tom Scherrer",56,-0.724,-31.847,-28.553,-3.294,44,"StrokesGainedTotal",2008
175,175,"Kenneth Ferrie",72,-0.75,-44.981,-34.531,-10.45,60,"StrokesGainedTotal",2008
176,176,"Steve Allan",58,-0.757,-36.349,-44.491,8.142,48,"StrokesGainedTotal",2008
177,177,"Ron Whittaker",54,-0.788,-32.303,-21.38,-10.923,41,"StrokesGainedTotal",2008
178,178,"Olin Browne",77,-0.798,-55.859,-25.638,-30.221,70,"StrokesGainedTotal",2008
179,179,"Robert Gamez",79,-0.806,-57.202,6.621,-63.823,71,"StrokesGainedTotal",2008
180,180,"Ryan Armour",87,-0.815,-61.972,-63.417,1.445,76,"StrokesGainedTotal",2008
181,181,"Nick Flanagan",89,-0.838,-67.008,-44.284,-22.724,80,"StrokesGainedTotal",2008
182,182,"Bob Sowards",61,-0.851,-44.259,-48.951,4.692,52,"StrokesGainedTotal",2008
183,183,"Justin Bolli",87,-0.887,-64.722,-36.767,-27.955,73,"StrokesGainedTotal",2008
184,184,"Brett Rumford",72,-0.912,-55.606,-35.832,-19.774,61,"StrokesGainedTotal",2008
185,185,"Jin Park",85,-0.914,-63.954,-65.001,1.047,70,"StrokesGainedTotal",2008
186,186,"JP Hayes",67,-0.959,-60.389,-56.754,-3.635,63,"StrokesGainedTotal",2008
187,187,"Charles Warren",79,-0.964,-71.339,-1.451,-69.888,74,"StrokesGainedTotal",2008
188,188,"Billy Andrade",71,-0.967,-59.979,-40.872,-19.107,62,"StrokesGainedTotal",2008
189,189,"Jim McGovern",75,-0.981,-61.79,-38.389,-23.401,63,"StrokesGainedTotal",2008
190,190,"Paul Claxton",63,-1.139,-56.96,-51.566,-5.394,50,"StrokesGainedTotal",2008
191,191,"Jason Allred",63,-1.223,-61.148,-44.368,-16.78,50,"StrokesGainedTotal",2008
192,192,"Cody Freeman",66,-1.282,-70.5,-51.778,-18.722,55,"StrokesGainedTotal",2008
193,193,"Tommy Gainey",60,-1.402,-64.489,-22.269,-42.22,46,"StrokesGainedTotal",2008
194,194,"Kyle Thompson",70,-1.575,-89.768,-71.144,-18.624,57,"StrokesGainedTotal",2008
195,195,"David Lutterus",59,-1.738,-86.92,-41.679,-45.241,50,"StrokesGainedTotal",2008
196,196,"Travis Perkins",53,-1.849,-73.965,-51.211,-22.754,40,"StrokesGainedTotal",2008
197,197,"David Duval",51,-1.917,-78.598,-72.367,-6.231,41,"StrokesGainedTotal",2008
