"PuttingAverage_RANKTHISWEEK_2012","PuttingAverage_RANKLASTWEEK_2012","PuttingAverage_PLAYERNAME_2012","PuttingAverage_ROUNDS_2012","PuttingAverage_AVG_2012","PuttingAverage_GIRPUTTS_2012","PuttingAverage_GREENSHIT_2012","PuttingAverage_BIRDIECONVERSION_2012","PuttingAverage_GIRRANK_2012","stat_name","year"
38,38,"Bob Estes",78,1.758,1540,876,27.64,156,"PuttingAverage",2012
40,40,"Brian Gay",91,1.76,1728,982,27.96,152,"PuttingAverage",2012
40,40,"Jimmy Walker",101,1.76,2057,1169,31.05,116,"PuttingAverage",2012
42,42,"Tiger Woods",69,1.761,1435,815,31.66,29,"PuttingAverage",2012
43,43,"Ben Curtis",62,1.762,1267,719,27.96,13,"PuttingAverage",2012
43,43,"Marco Dawson",60,1.762,1075,610,28.17,150,"PuttingAverage",2012
43,43,"Sergio Garcia",57,1.762,1154,655,29.56,99,"PuttingAverage",2012
43,43,"Dustin Johnson",70,1.762,1397,793,31.09,81,"PuttingAverage",2012
47,47,"Danny Lee",74,1.763,1366,775,29.18,92,"PuttingAverage",2012
48,48,"Matt Bettencourt",80,1.764,1348,764,30.28,188,"PuttingAverage",2012
48,48,"Brendon de Jonge",115,1.764,2438,1382,29.69,8,"PuttingAverage",2012
48,48,"Davis Love III",64,1.764,1321,749,29.99,97,"PuttingAverage",2012
48,48,"Vaughn Taylor",81,1.764,1579,895,28.54,65,"PuttingAverage",2012
52,52,"Ian Poulter",57,1.765,1096,621,29.89,168,"PuttingAverage",2012
53,53,"Mark Anderson",75,1.767,1401,793,31.02,129,"PuttingAverage",2012
53,53,"David Mathis",83,1.767,1495,846,27.52,172,"PuttingAverage",2012
55,55,"Tommy Biershenk",74,1.768,1296,733,30.68,180,"PuttingAverage",2012
55,55,"Chris DiMarco",83,1.768,1522,861,28.29,175,"PuttingAverage",2012
55,55,"Derek Lamely",64,1.768,1190,673,29.27,177,"PuttingAverage",2012
55,55,"Garth Mulroy",59,1.768,1181,668,30.69,95,"PuttingAverage",2012
59,59,"Gavin Coles",72,1.769,1350,763,28.52,119,"PuttingAverage",2012
59,59,"John Huh",99,1.769,2094,1184,29.47,57,"PuttingAverage",2012
59,59,"Pat Perez",81,1.769,1636,925,30.95,96,"PuttingAverage",2012
59,59,"Dicky Pride",62,1.769,1109,627,27.64,113,"PuttingAverage",2012
59,59,"John Senden",81,1.769,1704,963,29.83,16,"PuttingAverage",2012
64,64,"Rory Sabbatini",84,1.77,1666,941,30.46,159,"PuttingAverage",2012
64,64,"Bubba Watson",68,1.77,1471,831,30.88,2,"PuttingAverage",2012
64,64,"Lee Westwood",60,1.77,1200,678,30.83,3,"PuttingAverage",2012
67,67,"Chris Kirk",93,1.771,1890,1067,30.04,48,"PuttingAverage",2012
67,67,"Richard Lee",71,1.771,1415,799,29.54,20,"PuttingAverage",2012
69,69,"Bryce Molder",83,1.772,1636,923,27.25,103,"PuttingAverage",2012
70,70,"Martin Flores",95,1.773,1899,1071,28.46,126,"PuttingAverage",2012
70,70,"Rickie Fowler",84,1.773,1722,971,29.72,98,"PuttingAverage",2012
72,72,"Jim Furyk",85,1.774,1829,1031,25.88,23,"PuttingAverage",2012
72,72,"Michael Thompson",80,1.774,1616,911,29.97,144,"PuttingAverage",2012
74,74,"JB Holmes",90,1.775,1690,952,31.55,114,"PuttingAverage",2012
74,74,"Martin Laird",77,1.775,1523,858,30.92,89,"PuttingAverage",2012
74,74,"William McGirt",96,1.775,1949,1098,27.42,65,"PuttingAverage",2012
74,74,"Chris Stroud",86,1.775,1741,981,27.51,140,"PuttingAverage",2012
78,78,"Edward Loar",59,1.777,1052,592,28.14,164,"PuttingAverage",2012
78,78,"Nick Watney",97,1.777,1997,1124,30.15,58,"PuttingAverage",2012
80,80,"Bud Cauley",99,1.778,2109,1186,28.76,51,"PuttingAverage",2012
80,80,"Chris Couch",61,1.778,1202,676,30.47,134,"PuttingAverage",2012
80,80,"Ryuji Imada",78,1.778,1474,829,28.47,174,"PuttingAverage",2012
83,83,"Will Claxton",99,1.779,2101,1181,28.38,11,"PuttingAverage",2012
83,83,"Hunter Haas",69,1.779,1274,716,28.25,147,"PuttingAverage",2012
85,85,"Erik Compton",81,1.78,1461,821,29.55,154,"PuttingAverage",2012
85,85,"Seung Yul Noh",105,1.78,2095,1177,28.53,33,"PuttingAverage",2012
85,85,"Justin Rose",69,1.78,1533,861,28.52,1,"PuttingAverage",2012
85,85,"Charl Schwartzel",56,1.78,1084,609,30.38,153,"PuttingAverage",2012
85,85,"David Toms",60,1.78,1228,690,28.2,74,"PuttingAverage",2012
90,90,"Blake Adams",107,1.781,2176,1222,29.1,78,"PuttingAverage",2012
90,90,"Stuart Appleby",75,1.781,1475,828,27.09,106,"PuttingAverage",2012
90,90,"Harris English",98,1.781,2128,1195,29.03,27,"PuttingAverage",2012
90,90,"Kevin Kisner",69,1.781,1222,686,27.41,154,"PuttingAverage",2012
94,94,"Jerry Kelly",84,1.782,1684,945,27.83,84,"PuttingAverage",2012
95,95,"Bill Lunde",83,1.783,1626,912,27.94,30,"PuttingAverage",2012
95,95,"Daniel Summerhays",81,1.783,1672,938,26.74,28,"PuttingAverage",2012
97,97,"Jonathan Byrd",69,1.784,1390,779,29.18,136,"PuttingAverage",2012
97,97,"Robert Garrigus",89,1.784,1978,1109,31.71,7,"PuttingAverage",2012
97,97,"Robert Karlsson",54,1.784,1056,592,32.09,145,"PuttingAverage",2012
97,97,"Jeff Maggert",83,1.784,1750,981,27.65,83,"PuttingAverage",2012
97,97,"Geoff Ogilvy",73,1.784,1472,825,29.82,133,"PuttingAverage",2012
102,102,"KJ Choi",71,1.785,1430,801,27.47,137,"PuttingAverage",2012
102,102,"Sean OHair",84,1.785,1842,1032,29.45,21,"PuttingAverage",2012
102,102,"Josh Teater",97,1.785,2017,1130,30.74,31,"PuttingAverage",2012
102,102,"Camilo Villegas",79,1.785,1721,964,28.87,4,"PuttingAverage",2012
106,106,"Charley Hoffman",88,1.786,1877,1051,30.09,61,"PuttingAverage",2012
106,106,"Billy Horschel",63,1.786,1216,681,28.09,14,"PuttingAverage",2012
106,106,"Colt Knost",79,1.786,1538,861,27.21,162,"PuttingAverage",2012
106,106,"Hunter Mahan",88,1.786,1818,1018,27.14,12,"PuttingAverage",2012
106,106,"Rocco Mediate",70,1.786,1334,747,27.31,104,"PuttingAverage",2012
106,106,"Adam Scott",59,1.786,1241,695,30.45,50,"PuttingAverage",2012
112,112,"Jason Bohn",81,1.787,1558,872,27.32,112,"PuttingAverage",2012
112,112,"Gary Christian",91,1.787,1832,1025,28.08,42,"PuttingAverage",2012
112,112,"Nathan Green",73,1.787,1399,783,29.37,43,"PuttingAverage",2012
112,112,"David Hearn",95,1.787,2026,1134,27.51,63,"PuttingAverage",2012
112,112,"JJ Killeen",101,1.787,1803,1009,27.14,178,"PuttingAverage",2012
112,112,"Vijay Singh",99,1.787,2109,1180,29.47,69,"PuttingAverage",2012
112,112,"Johnson Wagner",88,1.787,1866,1044,28.24,78,"PuttingAverage",2012
119,119,"Arjun Atwal",79,1.788,1500,839,26.23,129,"PuttingAverage",2012
119,119,"John Rollins",81,1.788,1640,917,29.51,72,"PuttingAverage",2012
121,121,"Russell Knox",72,1.789,1474,824,26.73,6,"PuttingAverage",2012
121,121,"Justin Leonard",79,1.789,1460,816,26.9,176,"PuttingAverage",2012
123,123,"Tim Clark",60,1.79,1242,694,25.87,117,"PuttingAverage",2012
123,123,"Billy Hurley III",70,1.79,1228,686,25.88,191,"PuttingAverage",2012
123,123,"George McNeill",85,1.79,1645,919,28.1,148,"PuttingAverage",2012
123,123,"Kevin Streelman",89,1.79,1856,1037,27.8,69,"PuttingAverage",2012
127,127,"Brandt Jobe",57,1.791,1105,617,26.79,110,"PuttingAverage",2012
127,127,"John Mallinger",74,1.791,1501,838,27.03,54,"PuttingAverage",2012
127,127,"DA Points",88,1.791,1886,1053,28.87,55,"PuttingAverage",2012
130,130,"Harrison Frazar",56,1.792,1066,595,29.8,171,"PuttingAverage",2012
130,130,"Freddie Jacobson",61,1.792,1197,668,27.59,166,"PuttingAverage",2012
130,130,"Greg Owen",90,1.792,1991,1111,29.49,17,"PuttingAverage",2012
130,130,"Kevin Stadler",85,1.792,1683,939,27.72,26,"PuttingAverage",2012
130,130,"Brendon Todd",78,1.792,1355,756,27.19,179,"PuttingAverage",2012
135,135,"Charles Howell III",98,1.793,2107,1175,27.46,47,"PuttingAverage",2012
135,135,"Ted Potter Jr",77,1.793,1492,832,27.08,142,"PuttingAverage",2012
135,135,"Kyle Stanley",86,1.793,1818,1014,29.52,41,"PuttingAverage",2012
138,138,"Roberto Castro",92,1.794,1900,1059,27.3,18,"PuttingAverage",2012
138,138,"Roland Thatcher",55,1.794,1073,598,28.19,25,"PuttingAverage",2012
140,140,"Graham DeLaet",79,1.795,1617,901,28.29,46,"PuttingAverage",2012
140,140,"Andres Romero",68,1.795,1188,662,29.8,170,"PuttingAverage",2012
142,142,"Troy Matteson",100,1.796,1945,1083,27.41,124,"PuttingAverage",2012
142,142,"Jhonattan Vegas",77,1.796,1602,892,28.76,75,"PuttingAverage",2012
144,144,"Cameron Beckman",81,1.797,1626,905,28.76,89,"PuttingAverage",2012
144,144,"Ernie Els",80,1.797,1678,934,26.8,53,"PuttingAverage",2012
144,144,"Mathew Goggin",65,1.797,1328,739,27.41,37,"PuttingAverage",2012
144,144,"Nick OHern",78,1.797,1515,843,25.6,143,"PuttingAverage",2012
148,148,"Chad Campbell",84,1.798,1825,1015,26.85,39,"PuttingAverage",2012
149,149,"Tim Herron",88,1.799,1920,1067,26.34,35,"PuttingAverage",2012
149,149,"Matt Jones",53,1.799,1027,571,26.54,109,"PuttingAverage",2012
149,149,"Jason Kokrak",79,1.799,1603,891,27.61,76,"PuttingAverage",2012
152,152,"Troy Kelly",68,1.8,1269,705,26.7,146,"PuttingAverage",2012
152,152,"Mark Wilson",84,1.8,1618,899,25.64,122,"PuttingAverage",2012
154,154,"Charlie Beljan",61,1.801,1142,634,29.75,56,"PuttingAverage",2012
154,154,"Kevin Chappell",91,1.801,1808,1004,28.2,121,"PuttingAverage",2012
154,154,"Rod Pampling",88,1.801,1684,935,26.8,102,"PuttingAverage",2012
154,154,"Tom Pernice Jr",62,1.801,1160,644,26.4,167,"PuttingAverage",2012
158,158,"Bill Haas",79,1.802,1649,915,27.93,93,"PuttingAverage",2012
159,159,"Sung Kang",75,1.803,1363,756,26.6,186,"PuttingAverage",2012
159,159,"John Merrick",83,1.803,1772,983,28.31,10,"PuttingAverage",2012
161,161,"Ryo Ishikawa",54,1.804,929,515,26.65,185,"PuttingAverage",2012
161,161,"Marc Leishman",84,1.804,1712,949,27.85,150,"PuttingAverage",2012
161,161,"Kyle Reifers",86,1.804,1795,995,25.3,33,"PuttingAverage",2012
161,161,"Steve Wheatcroft",56,1.804,1075,596,25.55,69,"PuttingAverage",2012
165,165,"Henrik Stenson",51,1.805,998,553,28.8,87,"PuttingAverage",2012
166,166,"Miguel Angel Carballo",73,1.806,1369,758,27.87,106,"PuttingAverage",2012
166,166,"Patrick Sheehan",58,1.806,1064,589,25.13,149,"PuttingAverage",2012
168,168,"Michael Bradley",63,1.807,1254,694,24.71,88,"PuttingAverage",2012
168,168,"Angel Cabrera",54,1.807,1030,570,26.84,141,"PuttingAverage",2012
168,168,"Heath Slocum",93,1.807,1876,1038,25.84,24,"PuttingAverage",2012
168,168,"Cameron Tringale",88,1.807,1906,1055,28.02,48,"PuttingAverage",2012
172,172,"Robert Allenby",76,1.808,1627,900,25.72,80,"PuttingAverage",2012
172,172,"Ricky Barnes",92,1.808,1929,1067,27.93,35,"PuttingAverage",2012
172,172,"Stephen Gangluff",57,1.808,982,543,26.34,186,"PuttingAverage",2012
172,172,"Bobby Gates",87,1.808,1766,977,28.12,85,"PuttingAverage",2012
176,176,"Scott Brown",65,1.809,1239,685,28.95,114,"PuttingAverage",2012
176,176,"JJ Henry",93,1.809,1889,1044,24.35,22,"PuttingAverage",2012
176,176,"Scott Stallings",78,1.809,1686,932,28.16,59,"PuttingAverage",2012
179,179,"Stewart Cink",71,1.81,1403,775,25.87,117,"PuttingAverage",2012
180,180,"Kris Blanks",65,1.813,1396,770,26.3,45,"PuttingAverage",2012
181,181,"Gary Woodland",70,1.815,1443,795,28.5,124,"PuttingAverage",2012
182,182,"Chez Reavie",83,1.817,1795,988,25.38,73,"PuttingAverage",2012
183,183,"Trevor Immelman",76,1.818,1578,868,26.76,139,"PuttingAverage",2012
184,184,"Billy Mayfair",90,1.819,1803,991,26.36,123,"PuttingAverage",2012
184,184,"DJ Trahan",73,1.819,1490,819,26.86,77,"PuttingAverage",2012
186,186,"Stephen Ames",54,1.82,1059,582,25.43,160,"PuttingAverage",2012
187,187,"Boo Weekley",74,1.824,1507,826,24.94,5,"PuttingAverage",2012
188,188,"Alexandre Rocha",62,1.826,1231,674,24.33,44,"PuttingAverage",2012
189,189,"Scott Dunlap",57,1.835,1132,617,25.04,38,"PuttingAverage",2012
190,190,"Brendan Steele",77,1.836,1575,858,25.38,89,"PuttingAverage",2012
191,191,"Kyle Thompson",51,1.841,1009,548,25.18,108,"PuttingAverage",2012
