"TotalBirdies_RANKTHISWEEK_2016","TotalBirdies_RANKLASTWEEK_2016","TotalBirdies_PLAYERNAME_2016","TotalBirdies_ROUNDS_2016","TotalBirdies_TOTAL_2016","stat_name","year"
33,40,"Adam Hadwin",53,191,"TotalBirdies",2016
33,31,"Jim Herman",55,191,"TotalBirdies",2016
33,36,"Kevin Kisner",49,191,"TotalBirdies",2016
33,50,"Danny Lee",53,191,"TotalBirdies",2016
38,47,"Daniel Berger",52,190,"TotalBirdies",2016
38,28,"David Hearn",55,190,"TotalBirdies",2016
40,28,"John Huh",51,188,"TotalBirdies",2016
40,28,"Chez Reavie",56,188,"TotalBirdies",2016
42,31,"Hudson Swafford",52,187,"TotalBirdies",2016
43,50,"Scott Pinckney",53,186,"TotalBirdies",2016
43,55,"Boo Weekley",53,186,"TotalBirdies",2016
45,35,"Jon Curran",55,185,"TotalBirdies",2016
45,46,"Jason Kokrak",52,185,"TotalBirdies",2016
45,45,"Luke List",51,185,"TotalBirdies",2016
48,41,"Chad Campbell",54,184,"TotalBirdies",2016
48,62,"Jason Gore",51,184,"TotalBirdies",2016
48,57,"Colt Knost",56,184,"TotalBirdies",2016
48,62,"Patrick Reed",53,184,"TotalBirdies",2016
52,62,"Kevin Chappell",49,183,"TotalBirdies",2016
53,57,"Alex Cejka",47,182,"TotalBirdies",2016
54,53,"Harris English",51,181,"TotalBirdies",2016
54,62,"Brendan Steele",48,181,"TotalBirdies",2016
56,43,"Zac Blair",56,180,"TotalBirdies",2016
56,41,"Ryan Palmer",46,180,"TotalBirdies",2016
58,50,"Patrick Rodgers",49,179,"TotalBirdies",2016
59,48,"Tyler Aldridge",53,177,"TotalBirdies",2016
59,53,"Ben Martin",48,177,"TotalBirdies",2016
59,76,"Jhonattan Vegas",49,177,"TotalBirdies",2016
62,82,"Tony Finau",49,176,"TotalBirdies",2016
63,67,"Bronson Burgoon",53,175,"TotalBirdies",2016
63,57,"Ben Crane",48,175,"TotalBirdies",2016
63,57,"Will Ma Kenzie",54,175,"TotalBirdies",2016
66,76,"Emiliano Grillo",47,174,"TotalBirdies",2016
66,92,"Chesson Hadley",51,174,"TotalBirdies",2016
66,88,"Hideki Matsuyama",40,174,"TotalBirdies",2016
66,48,"Brandt Snedeker",47,174,"TotalBirdies",2016
66,85,"Dawie van der Walt",48,174,"TotalBirdies",2016
71,78,"Martin Laird",46,173,"TotalBirdies",2016
71,85,"John Senden",48,173,"TotalBirdies",2016
73,74,"Jonas Blixt",46,172,"TotalBirdies",2016
73,67,"Whee Kim",54,172,"TotalBirdies",2016
73,78,"Jeff Overton",51,172,"TotalBirdies",2016
73,67,"Michael Thompson",46,172,"TotalBirdies",2016
77,71,"Brendon de Jonge",55,171,"TotalBirdies",2016
77,55,"Russell Knox",48,171,"TotalBirdies",2016
77,88,"Chris Stroud",52,171,"TotalBirdies",2016
77,85,"Cameron Tringale",47,171,"TotalBirdies",2016
77,67,"Will Wilcox",47,171,"TotalBirdies",2016
82,57,"Bryce Molder",50,170,"TotalBirdies",2016
83,62,"Stewart Cink",45,169,"TotalBirdies",2016
84,100,"Rickie Fowler",42,168,"TotalBirdies",2016
84,74,"Sung Kang",51,168,"TotalBirdies",2016
84,91,"Camilo Villegas",50,168,"TotalBirdies",2016
87,88,"Carlos Ortiz",47,167,"TotalBirdies",2016
88,97,"Sean OHair",45,166,"TotalBirdies",2016
88,78,"Kevin Streelman",46,166,"TotalBirdies",2016
88,95,"Gary Woodland",45,166,"TotalBirdies",2016
91,71,"Charley Hoffman",49,165,"TotalBirdies",2016
91,71,"Scott Piercy",45,165,"TotalBirdies",2016
93,100,"Steve Wheatcroft",53,162,"TotalBirdies",2016
94,104,"Fabian Gomez",49,161,"TotalBirdies",2016
94,109,"Robert Streb",51,161,"TotalBirdies",2016
94,78,"Jimmy Walker",43,161,"TotalBirdies",2016
97,117,"James Hahn",45,160,"TotalBirdies",2016
97,82,"Billy Horschel",45,160,"TotalBirdies",2016
97,82,"Matt Kuchar",46,160,"TotalBirdies",2016
97,112,"Adam Scott",39,160,"TotalBirdies",2016
101,110,"Scott Stallings",46,158,"TotalBirdies",2016
102,112,"Tom Hoge",47,157,"TotalBirdies",2016
102,98,"Matt Jones",45,157,"TotalBirdies",2016
102,111,"Johnson Wagner",44,157,"TotalBirdies",2016
105,105,"Luke Donald",49,156,"TotalBirdies",2016
106,93,"KJ Choi",47,154,"TotalBirdies",2016
106,93,"Chris Kirk",51,154,"TotalBirdies",2016
108,100,"Hiroshi Iwata",51,153,"TotalBirdies",2016
108,95,"Dustin Johnson",37,153,"TotalBirdies",2016
108,105,"Cameron Smith",45,153,"TotalBirdies",2016
111,100,"Andres Gonzales",46,152,"TotalBirdies",2016
112,122,"Erik Compton",45,151,"TotalBirdies",2016
112,107,"Morgan Hoffmann",43,151,"TotalBirdies",2016
112,119,"Anirban Lahiri",44,151,"TotalBirdies",2016
112,98,"Marc Leishman",41,151,"TotalBirdies",2016
116,129,"Tim Wilkinson",40,148,"TotalBirdies",2016
117,127,"JB Holmes",39,147,"TotalBirdies",2016
117,107,"Zach Johnson",42,147,"TotalBirdies",2016
119,119,"Blayne Barber",44,146,"TotalBirdies",2016
120,127,"Hunter Mahan",43,145,"TotalBirdies",2016
121,119,"Jason Bohn",37,144,"TotalBirdies",2016
121,123,"Chad Collins",45,144,"TotalBirdies",2016
121,132,"Phil Mickelson",37,144,"TotalBirdies",2016
124,112,"Jordan Spieth",34,143,"TotalBirdies",2016
125,115,"Russell Henley",42,142,"TotalBirdies",2016
125,115,"Troy Merritt",41,142,"TotalBirdies",2016
127,134,"Paul Casey",39,141,"TotalBirdies",2016
128,136,"Angel Cabrera",42,140,"TotalBirdies",2016
128,118,"Rory Sabbatini",40,140,"TotalBirdies",2016
130,125,"Padraig Harrington",38,139,"TotalBirdies",2016
131,131,"Steven Bowditch",40,138,"TotalBirdies",2016
132,123,"Keegan Bradley",40,136,"TotalBirdies",2016
132,153,"Rory McIlroy",37,136,"TotalBirdies",2016
134,125,"Brooks Koepka",39,135,"TotalBirdies",2016
134,129,"Davis Love III",40,135,"TotalBirdies",2016
134,141,"Henrik Norlander",41,135,"TotalBirdies",2016
137,151,"Justin Rose",35,134,"TotalBirdies",2016
138,143,"Vijay Singh",42,133,"TotalBirdies",2016
139,141,"Thomas Aiken",42,132,"TotalBirdies",2016
139,151,"Scott Langley",41,132,"TotalBirdies",2016
139,134,"Steve Marino",40,132,"TotalBirdies",2016
142,139,"Bill Haas",42,130,"TotalBirdies",2016
142,132,"Shawn Stefani",45,130,"TotalBirdies",2016
144,145,"Henrik Stenson",30,129,"TotalBirdies",2016
145,143,"Ryan Moore",40,128,"TotalBirdies",2016
145,147,"Sam Saunders",40,128,"TotalBirdies",2016
145,153,"David Toms",38,128,"TotalBirdies",2016
148,139,"JJ Henry",44,127,"TotalBirdies",2016
149,136,"Jason Day",36,126,"TotalBirdies",2016
149,136,"Jerry Kelly",44,126,"TotalBirdies",2016
151,146,"Stuart Appleby",39,125,"TotalBirdies",2016
151,147,"Webb Simpson",34,125,"TotalBirdies",2016
153,164,"Retief Goosen",37,123,"TotalBirdies",2016
153,158,"Martin Piller",37,123,"TotalBirdies",2016
153,150,"Brendon Todd",43,123,"TotalBirdies",2016
153,149,"Mark Wilson",42,123,"TotalBirdies",2016
157,153,"Francesco Molinari",36,121,"TotalBirdies",2016
157,159,"Rob Oppenheim",37,121,"TotalBirdies",2016
159,153,"Kelly Kraft",35,117,"TotalBirdies",2016
160,171,"Robert Garrigus",34,116,"TotalBirdies",2016
161,153,"Graeme McDowell",33,114,"TotalBirdies",2016
162,178,"Vaughn Taylor",30,113,"TotalBirdies",2016
163,159,"Brice Garnett",29,111,"TotalBirdies",2016
163,159,"Luke Guthrie",31,111,"TotalBirdies",2016
165,175,"Ernie Els",34,110,"TotalBirdies",2016
165,166,"George McNeill",33,110,"TotalBirdies",2016
165,162,"Bubba Watson",30,110,"TotalBirdies",2016
168,166,"Matt Every",34,108,"TotalBirdies",2016
168,163,"Rhein Gibson",36,108,"TotalBirdies",2016
170,170,"Geoff Ogilvy",37,107,"TotalBirdies",2016
170,164,"Wes Roach",33,107,"TotalBirdies",2016
172,171,"DA Points",32,106,"TotalBirdies",2016
173,171,"Shane Lowry",35,105,"TotalBirdies",2016
174,183,"Derek Ernst",36,104,"TotalBirdies",2016
175,179,"DH Lee",35,103,"TotalBirdies",2016
176,168,"Branden Grace",31,102,"TotalBirdies",2016
176,168,"Pat Perez",28,102,"TotalBirdies",2016
178,171,"Dicky Pride",33,100,"TotalBirdies",2016
179,175,"Shane Bertsch",30,98,"TotalBirdies",2016
179,175,"Charl Schwartzel",29,98,"TotalBirdies",2016
181,187,"Ian Poulter",37,97,"TotalBirdies",2016
182,180,"Sergio Garcia",28,95,"TotalBirdies",2016
182,180,"Carl Pettersson",31,95,"TotalBirdies",2016
184,182,"Steve Stricker",25,92,"TotalBirdies",2016
185,184,"Miguel Angel Carballo",24,88,"TotalBirdies",2016
185,184,"Justin Leonard",28,88,"TotalBirdies",2016
187,186,"DJ Trahan",23,87,"TotalBirdies",2016
188,191,"Robert Allenby",35,85,"TotalBirdies",2016
188,191,"Brian Stuard",24,85,"TotalBirdies",2016
190,188,"Abraham Ancer",26,84,"TotalBirdies",2016
190,189,"Justin Hicks",26,84,"TotalBirdies",2016
192,193,"Ollie Schniederjans",23,81,"TotalBirdies",2016
193,189,"Darron Stiles",28,80,"TotalBirdies",2016
194,196,"Jamie Donaldson",28,78,"TotalBirdies",2016
195,198,"Byeong Hun An",23,77,"TotalBirdies",2016
196,194,"Andrew Landry",24,74,"TotalBirdies",2016
197,195,"Matthew Fitzpatrick",23,73,"TotalBirdies",2016
198,196,"Ken Duke",26,72,"TotalBirdies",2016
199,198,"Andres Romero",22,71,"TotalBirdies",2016
200,200,"Andy Sullivan",25,70,"TotalBirdies",2016
201,201,"Cameron Percy",22,68,"TotalBirdies",2016
202,202,"Brian Gay",22,67,"TotalBirdies",2016
203,203,"Louis Oosthuizen",25,64,"TotalBirdies",2016
203,203,"Bernd Wiesberger",23,64,"TotalBirdies",2016
205,205,"Charlie Beljan",26,63,"TotalBirdies",2016
205,205,"Billy Hurley III",22,63,"TotalBirdies",2016
205,205,"Lucas Lee",22,63,"TotalBirdies",2016
