"DrivingPctMeasured_RANKTHISWEEK_2012","DrivingPctMeasured_RANKLASTWEEK_2012","DrivingPctMeasured_PLAYERNAME_2012","DrivingPctMeasured_ROUNDS_2012","DrivingPctMeasured_Pct_2012","DrivingPctMeasured_TOTALDRIVESFOR_2012","DrivingPctMeasured_TOTALDRVSOVERALL_2012","DrivingPctMeasured_RELATIVETOPAR_2012","stat_name","year"
140,140,"Will Claxton",99,0,NA,190,0,"DrivingPctMeasured",2012
140,140,"Ben Crane",73,0,NA,132,0,"DrivingPctMeasured",2012
140,140,"John Daly",50,0,NA,76,0,"DrivingPctMeasured",2012
140,140,"Jason Day",57,0,NA,96,0,"DrivingPctMeasured",2012
140,140,"Brendon de Jonge",115,0,NA,214,0,"DrivingPctMeasured",2012
140,140,"Jason Dufner",83,0,NA,132,0,"DrivingPctMeasured",2012
140,140,"Ernie Els",80,0,NA,132,0,"DrivingPctMeasured",2012
140,140,"Rickie Fowler",84,0,NA,138,0,"DrivingPctMeasured",2012
140,140,"Bobby Gates",87,0,NA,166,0,"DrivingPctMeasured",2012
140,140,"Mathew Goggin",65,0,NA,122,0,"DrivingPctMeasured",2012
140,140,"Bill Haas",79,0,NA,128,0,"DrivingPctMeasured",2012
140,140,"Brandt Jobe",57,0,NA,106,0,"DrivingPctMeasured",2012
140,140,"Dustin Johnson",70,0,NA,114,0,"DrivingPctMeasured",2012
140,140,"Matt Jones",53,0,NA,98,0,"DrivingPctMeasured",2012
140,140,"Robert Karlsson",54,0,NA,84,0,"DrivingPctMeasured",2012
140,140,"Troy Kelly",68,0,NA,120,0,"DrivingPctMeasured",2012
140,140,"Chris Kirk",93,0,NA,178,0,"DrivingPctMeasured",2012
140,140,"Jason Kokrak",79,0,NA,150,0,"DrivingPctMeasured",2012
140,140,"Matt Kuchar",86,0,NA,136,0,"DrivingPctMeasured",2012
140,140,"Martin Laird",77,0,NA,118,0,"DrivingPctMeasured",2012
140,140,"Richard Lee",71,0,NA,130,0,"DrivingPctMeasured",2012
140,140,"Davis Love III",64,0,NA,112,0,"DrivingPctMeasured",2012
140,140,"Bill Lunde",83,0,NA,146,0,"DrivingPctMeasured",2012
140,140,"Hunter Mahan",88,0,NA,136,0,"DrivingPctMeasured",2012
140,140,"Troy Matteson",100,0,NA,180,0,"DrivingPctMeasured",2012
140,140,"Billy Mayfair",90,0,NA,172,0,"DrivingPctMeasured",2012
140,140,"Graeme McDowell",55,0,NA,76,0,"DrivingPctMeasured",2012
140,140,"Rory McIlroy",60,0,NA,80,0,"DrivingPctMeasured",2012
140,140,"Seung Yul Noh",105,0,NA,186,0,"DrivingPctMeasured",2012
140,140,"Louis Oosthuizen",65,0,NA,98,0,"DrivingPctMeasured",2012
140,140,"Ryan Palmer",81,0,NA,154,0,"DrivingPctMeasured",2012
140,140,"Rod Pampling",88,0,NA,152,0,"DrivingPctMeasured",2012
140,140,"Carl Pettersson",92,0,NA,164,0,"DrivingPctMeasured",2012
140,140,"Scott Piercy",95,0,NA,178,0,"DrivingPctMeasured",2012
140,140,"Ted Potter Jr",77,0,NA,134,0,"DrivingPctMeasured",2012
140,140,"Dicky Pride",62,0,NA,108,0,"DrivingPctMeasured",2012
140,140,"John Rollins",81,0,NA,150,0,"DrivingPctMeasured",2012
140,140,"Andres Romero",68,0,NA,112,0,"DrivingPctMeasured",2012
140,140,"Charl Schwartzel",56,0,NA,80,0,"DrivingPctMeasured",2012
140,140,"Webb Simpson",77,0,NA,132,0,"DrivingPctMeasured",2012
140,140,"Scott Stallings",78,0,NA,144,0,"DrivingPctMeasured",2012
140,140,"Kyle Stanley",86,0,NA,148,0,"DrivingPctMeasured",2012
140,140,"Daniel Summerhays",81,0,NA,154,0,"DrivingPctMeasured",2012
140,140,"Roland Thatcher",55,0,NA,98,0,"DrivingPctMeasured",2012
140,140,"Bo Van Pelt",84,0,NA,138,0,"DrivingPctMeasured",2012
140,140,"Bubba Watson",68,0,NA,104,0,"DrivingPctMeasured",2012
140,140,"Boo Weekley",74,0,NA,132,0,"DrivingPctMeasured",2012
140,140,"Gary Woodland",70,0,NA,112,0,"DrivingPctMeasured",2012
