"SmashFactor_RANKTHISWEEK_2015","SmashFactor_RANKLASTWEEK_2015","SmashFactor_PLAYERNAME_2015","SmashFactor_ROUNDS_2015","SmashFactor_AVG_2015","SmashFactor_TOTALSMASHFACTOR_2015","SmashFactor_TOTALATTEMPTS_2015","SmashFactor_HIGHESTVALUE_2015","SmashFactor_LOWESTVALUE_2015","stat_name","year"
57,57,"Sean OHair",86,1.488,111.618,75,1.522,1.425,"SmashFactor",2015
57,57,"Roger Sloan",56,1.488,62.514,42,1.526,1.411,"SmashFactor",2015
57,57,"Tyrone Van Aswegen",58,1.488,56.541,38,1.515,1.43,"SmashFactor",2015
60,60,"Derek Fathauer",81,1.487,107.063,72,1.522,1.435,"SmashFactor",2015
60,60,"Morgan Hoffmann",85,1.487,117.497,79,1.52,1.419,"SmashFactor",2015
60,60,"John Huh",102,1.487,163.602,110,1.522,1.446,"SmashFactor",2015
60,60,"Chris Kirk",76,1.487,98.128,66,1.518,1.439,"SmashFactor",2015
60,60,"Charl Schwartzel",67,1.487,62.435,42,1.516,1.449,"SmashFactor",2015
60,60,"Cameron Tringale",96,1.487,132.334,89,1.518,1.454,"SmashFactor",2015
66,66,"Aaron Baddeley",76,1.486,60.931,41,1.515,1.44,"SmashFactor",2015
66,66,"Lucas Glover",79,1.486,121.849,82,1.515,1.375,"SmashFactor",2015
66,66,"JJ Henry",94,1.486,108.472,73,1.52,1.437,"SmashFactor",2015
66,66,"Billy Horschel",99,1.486,129.313,87,1.52,1.437,"SmashFactor",2015
66,66,"Danny Lee",120,1.486,166.427,112,1.519,1.405,"SmashFactor",2015
66,66,"Geoff Ogilvy",50,1.486,60.913,41,1.512,1.435,"SmashFactor",2015
66,66,"DA Points",72,1.486,86.168,58,1.517,1.401,"SmashFactor",2015
66,66,"Brendan Steele",88,1.486,136.668,92,1.518,1.438,"SmashFactor",2015
66,66,"Tim Wilkinson",73,1.486,89.171,60,1.518,1.417,"SmashFactor",2015
75,75,"Andres Gonzales",90,1.485,135.113,91,1.53,1.421,"SmashFactor",2015
75,75,"Matt Jones",89,1.485,109.868,74,1.517,1.427,"SmashFactor",2015
75,75,"Cameron Percy",72,1.485,103.972,70,1.519,1.365,"SmashFactor",2015
75,75,"Ian Poulter",68,1.485,80.213,54,1.518,1.441,"SmashFactor",2015
75,75,"Chez Reavie",56,1.485,89.095,60,1.513,1.439,"SmashFactor",2015
75,75,"Rory Sabbatini",81,1.485,109.898,74,1.515,1.429,"SmashFactor",2015
75,75,"Vijay Singh",78,1.485,109.869,74,1.521,1.427,"SmashFactor",2015
75,75,"Robert Streb",110,1.485,164.818,111,1.518,1.416,"SmashFactor",2015
75,75,"Boo Weekley",79,1.485,95.042,64,1.519,1.428,"SmashFactor",2015
84,84,"Steven Bowditch",103,1.484,146.902,99,1.527,1.418,"SmashFactor",2015
84,84,"Erik Compton",86,1.484,123.156,83,1.514,1.451,"SmashFactor",2015
84,84,"Rickie Fowler",76,1.484,97.929,66,1.517,1.454,"SmashFactor",2015
84,84,"Kevin Kisner",104,1.484,166.241,112,1.516,1.442,"SmashFactor",2015
84,84,"Ryan Moore",81,1.484,100.913,68,1.515,1.423,"SmashFactor",2015
84,84,"Kyle Reifers",96,1.484,117.274,79,1.525,1.432,"SmashFactor",2015
84,84,"Patrick Rodgers",57,1.484,69.769,47,1.514,1.424,"SmashFactor",2015
84,84,"Andres Romero",69,1.484,74.214,50,1.516,1.447,"SmashFactor",2015
84,84,"Daniel Summerhays",101,1.484,123.172,83,1.521,1.403,"SmashFactor",2015
93,93,"Sangmoon Bae",98,1.483,143.812,97,1.516,1.412,"SmashFactor",2015
93,93,"Jason Day",75,1.483,90.485,61,1.518,1.422,"SmashFactor",2015
95,95,"Alex Cejka",94,1.482,123.042,83,1.52,1.434,"SmashFactor",2015
95,95,"Retief Goosen",81,1.482,108.169,73,1.519,1.433,"SmashFactor",2015
95,95,"Russell Henley",87,1.482,124.487,84,1.52,1.436,"SmashFactor",2015
95,95,"Matt Kuchar",97,1.482,131.924,89,1.522,1.416,"SmashFactor",2015
95,95,"Marc Leishman",74,1.482,93.39,63,1.529,1.436,"SmashFactor",2015
100,100,"Jonathan Byrd",69,1.481,82.928,56,1.521,1.438,"SmashFactor",2015
100,100,"Jason Dufner",76,1.481,82.934,56,1.514,1.421,"SmashFactor",2015
100,100,"Gonzalo Fdez Castano",81,1.481,99.231,67,1.532,1.401,"SmashFactor",2015
100,100,"David Hearn",97,1.481,140.739,95,1.516,1.427,"SmashFactor",2015
100,100,"Jerry Kelly",79,1.481,106.608,72,1.517,1.435,"SmashFactor",2015
100,100,"Sam Saunders",83,1.481,106.638,72,1.528,1.411,"SmashFactor",2015
100,100,"Will Wilcox",58,1.481,63.681,43,1.516,1.444,"SmashFactor",2015
107,107,"Keegan Bradley",87,1.48,121.399,82,1.524,1.42,"SmashFactor",2015
107,107,"Brian Harman",90,1.48,122.804,83,1.509,1.399,"SmashFactor",2015
107,107,"Russell Knox",96,1.48,147.959,100,1.512,1.405,"SmashFactor",2015
107,107,"Bryce Molder",91,1.48,125.794,85,1.52,1.419,"SmashFactor",2015
107,107,"Alex Prugh",84,1.48,122.852,83,1.519,1.425,"SmashFactor",2015
112,112,"Jason Bohn",95,1.479,149.424,101,1.522,1.422,"SmashFactor",2015
112,112,"Paul Casey",87,1.479,93.195,63,1.505,1.431,"SmashFactor",2015
112,112,"Jim Furyk",71,1.479,78.37,53,1.508,1.447,"SmashFactor",2015
112,112,"James Hahn",94,1.479,116.826,79,1.516,1.404,"SmashFactor",2015
112,112,"Davis Love III",51,1.479,63.613,43,1.518,1.418,"SmashFactor",2015
112,112,"Jim Renner",68,1.479,85.784,58,1.515,1.439,"SmashFactor",2015
112,112,"Byron Smith",59,1.479,63.594,43,1.537,1.424,"SmashFactor",2015
119,119,"Chad Collins",79,1.478,107.897,73,1.512,1.439,"SmashFactor",2015
119,119,"Scott Langley",94,1.478,122.652,83,1.519,1.391,"SmashFactor",2015
119,119,"Brendon Todd",96,1.478,121.232,82,1.513,1.433,"SmashFactor",2015
119,119,"Johnson Wagner",68,1.478,82.788,56,1.513,1.44,"SmashFactor",2015
123,123,"Adam Hadwin",95,1.477,135.862,92,1.505,1.441,"SmashFactor",2015
123,123,"Mark Hubbard",79,1.477,98.946,67,1.522,1.424,"SmashFactor",2015
123,123,"Seung Yul Noh",65,1.477,85.69,58,1.516,1.426,"SmashFactor",2015
123,123,"Nick Watney",91,1.477,132.895,90,1.518,1.414,"SmashFactor",2015
127,127,"Daniel Berger",97,1.475,106.21,72,1.529,1.393,"SmashFactor",2015
127,127,"Bill Haas",89,1.475,118.012,80,1.522,1.417,"SmashFactor",2015
127,127,"Ryo Ishikawa",90,1.475,134.236,91,1.522,1.413,"SmashFactor",2015
127,127,"Spencer Levin",99,1.475,144.515,98,1.531,1.406,"SmashFactor",2015
127,127,"Scott Pinckney",88,1.475,120.944,82,1.535,1.413,"SmashFactor",2015
132,132,"Greg Chalmers",58,1.474,66.322,45,1.5,1.422,"SmashFactor",2015
132,132,"Luke Donald",71,1.474,75.192,51,1.512,1.429,"SmashFactor",2015
132,132,"Max Homa",78,1.474,94.335,64,1.496,1.421,"SmashFactor",2015
135,135,"Steven Alker",62,1.473,86.927,59,1.514,1.414,"SmashFactor",2015
135,135,"Stewart Cink",77,1.473,98.716,67,1.534,1.427,"SmashFactor",2015
135,135,"Jason Gore",76,1.473,94.278,64,1.506,1.424,"SmashFactor",2015
135,135,"Andrew Putnam",68,1.473,91.296,62,1.516,1.401,"SmashFactor",2015
135,135,"Andrew Svoboda",80,1.473,110.486,75,1.514,1.424,"SmashFactor",2015
140,140,"Brendon de Jonge",106,1.472,153.102,104,1.514,1.366,"SmashFactor",2015
140,140,"Matt Every",73,1.472,104.53,71,1.519,1.392,"SmashFactor",2015
140,140,"Tony Finau",106,1.472,141.322,96,1.516,1.389,"SmashFactor",2015
140,140,"Kevin Streelman",95,1.472,120.74,82,1.516,1.423,"SmashFactor",2015
140,140,"Mark Wilson",89,1.472,122.191,83,1.521,1.407,"SmashFactor",2015
145,145,"Graham DeLaet",65,1.471,79.433,54,1.503,1.412,"SmashFactor",2015
145,145,"Ken Duke",93,1.471,133.906,91,1.528,1.378,"SmashFactor",2015
145,145,"Colt Knost",90,1.471,130.9,89,1.516,1.424,"SmashFactor",2015
145,145,"Greg Owen",58,1.471,73.532,50,1.509,1.423,"SmashFactor",2015
145,145,"Michael Putnam",87,1.471,107.352,73,1.536,1.398,"SmashFactor",2015
145,145,"Lee Westwood",56,1.471,60.325,41,1.503,1.409,"SmashFactor",2015
151,151,"George McNeill",93,1.47,126.417,86,1.532,1.404,"SmashFactor",2015
151,151,"Jonathan Randolph",72,1.47,95.531,65,1.518,1.376,"SmashFactor",2015
151,151,"Shawn Stefani",94,1.47,138.196,94,1.503,1.417,"SmashFactor",2015
154,154,"Ben Martin",93,1.469,135.163,92,1.513,1.404,"SmashFactor",2015
155,155,"Charlie Beljan",76,1.468,92.507,63,1.531,1.391,"SmashFactor",2015
155,155,"Fabian Gomez",83,1.468,110.089,75,1.518,1.381,"SmashFactor",2015
157,157,"Eric Axley",57,1.467,70.396,48,1.506,1.437,"SmashFactor",2015
157,157,"Francesco Molinari",56,1.467,73.344,50,1.508,1.418,"SmashFactor",2015
159,159,"Jon Curran",83,1.466,107.037,73,1.511,1.418,"SmashFactor",2015
159,159,"Martin Flores",95,1.466,133.451,91,1.485,1.395,"SmashFactor",2015
159,159,"Sergio Garcia",59,1.466,60.091,41,1.517,1.387,"SmashFactor",2015
159,159,"Whee Kim",71,1.466,82.115,56,1.518,1.385,"SmashFactor",2015
159,159,"William McGirt",103,1.466,167.081,114,1.508,1.421,"SmashFactor",2015
159,159,"John Peterson",84,1.466,136.373,93,1.502,1.397,"SmashFactor",2015
159,159,"Webb Simpson",81,1.466,105.53,72,1.504,1.419,"SmashFactor",2015
166,166,"Patrick Reed",103,1.465,123.099,84,1.49,1.417,"SmashFactor",2015
166,166,"Steve Wheatcroft",87,1.465,133.353,91,1.516,1.411,"SmashFactor",2015
168,168,"Billy Hurley III",83,1.463,108.263,74,1.493,1.413,"SmashFactor",2015
168,168,"Brooks Koepka",84,1.463,125.818,86,1.504,1.403,"SmashFactor",2015
168,168,"Phil Mickelson",70,1.463,76.061,52,1.51,1.383,"SmashFactor",2015
171,171,"Zac Blair",108,1.462,152.02,104,1.498,1.355,"SmashFactor",2015
171,171,"Justin Rose",69,1.462,78.921,54,1.518,1.352,"SmashFactor",2015
173,173,"Derek Ernst",75,1.461,102.276,70,1.498,1.409,"SmashFactor",2015
174,174,"Henrik Stenson",63,1.46,42.353,29,1.496,1.4,"SmashFactor",2015
175,175,"Troy Merritt",91,1.459,122.582,84,1.519,1.396,"SmashFactor",2015
175,175,"Kevin Na",98,1.459,118.208,81,1.486,1.404,"SmashFactor",2015
177,177,"Hudson Swafford",97,1.458,126.869,87,1.493,1.408,"SmashFactor",2015
178,178,"Kevin Chappell",86,1.457,93.261,64,1.517,1.375,"SmashFactor",2015
178,178,"Jhonattan Vegas",90,1.457,115.111,79,1.492,1.385,"SmashFactor",2015
180,180,"Tom Hoge",83,1.456,99.022,68,1.513,1.382,"SmashFactor",2015
181,181,"Gary Woodland",81,1.452,88.568,61,1.485,1.37,"SmashFactor",2015
182,182,"Ricky Barnes",82,1.446,92.526,64,1.485,1.358,"SmashFactor",2015
183,183,"Pat Perez",96,1.444,128.517,89,1.512,1.35,"SmashFactor",2015
184,184,"John Senden",80,1.433,87.436,61,1.485,1.339,"SmashFactor",2015
