"ScoringAverageBeforeCut_RANKTHISWEEK_2010","ScoringAverageBeforeCut_RANKLASTWEEK_2010","ScoringAverageBeforeCut_PLAYERNAME_2010","ScoringAverageBeforeCut__2010","ScoringAverageBeforeCut_AVG_2010","ScoringAverageBeforeCut_TOTALSTROKES_2010","ScoringAverageBeforeCut_TOTALROUNDS_2010","stat_name","year"
44,44,"Brett Quigley",NA,70.25,4215,60,"ScoringAverageBeforeCut",2010
44,44,"Brandt Snedeker",NA,70.25,3864,55,"ScoringAverageBeforeCut",2010
47,47,"Luke Donald",NA,70.26,2740,39,"ScoringAverageBeforeCut",2010
48,48,"Ricky Barnes",NA,70.29,4147,59,"ScoringAverageBeforeCut",2010
48,48,"Jim Furyk",NA,70.29,2882,41,"ScoringAverageBeforeCut",2010
50,50,"John Senden",NA,70.3,4429,63,"ScoringAverageBeforeCut",2010
51,51,"Matt Every",NA,70.31,2742,39,"ScoringAverageBeforeCut",2010
51,51,"Jay Williamson",NA,70.31,3586,51,"ScoringAverageBeforeCut",2010
53,53,"Graham DeLaet",NA,70.32,4149,59,"ScoringAverageBeforeCut",2010
53,53,"Bryce Molder",NA,70.32,3727,53,"ScoringAverageBeforeCut",2010
53,53,"Heath Slocum",NA,70.32,3727,53,"ScoringAverageBeforeCut",2010
56,56,"John Merrick",NA,70.33,4501,64,"ScoringAverageBeforeCut",2010
57,57,"Aron Price",NA,70.34,3095,44,"ScoringAverageBeforeCut",2010
58,58,"Rickie Fowler",NA,70.39,4153,59,"ScoringAverageBeforeCut",2010
59,59,"Michael Connell",NA,70.41,3591,51,"ScoringAverageBeforeCut",2010
59,59,"Kevin Streelman",NA,70.41,4084,58,"ScoringAverageBeforeCut",2010
61,61,"Freddie Jacobson",NA,70.46,3523,50,"ScoringAverageBeforeCut",2010
61,61,"Boo Weekley",NA,70.46,3946,56,"ScoringAverageBeforeCut",2010
63,63,"Ben Crane",NA,70.47,3312,47,"ScoringAverageBeforeCut",2010
63,63,"Tim Herron",NA,70.47,3453,49,"ScoringAverageBeforeCut",2010
65,65,"Brian Gay",NA,70.48,4299,61,"ScoringAverageBeforeCut",2010
65,65,"Ryan Moore",NA,70.48,3383,48,"ScoringAverageBeforeCut",2010
67,67,"Chris Riley",NA,70.49,3454,49,"ScoringAverageBeforeCut",2010
68,68,"Andres Romero",NA,70.5,2961,42,"ScoringAverageBeforeCut",2010
69,69,"Briny Baird",NA,70.51,4019,57,"ScoringAverageBeforeCut",2010
69,69,"Alex Prugh",NA,70.51,4160,59,"ScoringAverageBeforeCut",2010
71,71,"Aaron Baddeley",NA,70.53,3738,53,"ScoringAverageBeforeCut",2010
71,71,"Ernie Els",NA,70.53,2680,38,"ScoringAverageBeforeCut",2010
71,71,"Lee Janzen",NA,70.53,3879,55,"ScoringAverageBeforeCut",2010
71,71,"Michael Letzig",NA,70.53,3738,53,"ScoringAverageBeforeCut",2010
71,71,"Hunter Mahan",NA,70.53,3456,49,"ScoringAverageBeforeCut",2010
71,71,"Jeev Milkha Singh",NA,70.53,2539,36,"ScoringAverageBeforeCut",2010
71,71,"Camilo Villegas",NA,70.53,2680,38,"ScoringAverageBeforeCut",2010
78,78,"Webb Simpson",NA,70.54,4585,65,"ScoringAverageBeforeCut",2010
79,79,"Jason Bohn",NA,70.55,3739,53,"ScoringAverageBeforeCut",2010
80,80,"Cliff Kresge",NA,70.56,2399,34,"ScoringAverageBeforeCut",2010
81,81,"Jeff Quinney",NA,70.57,4305,61,"ScoringAverageBeforeCut",2010
82,82,"Robert Garrigus",NA,70.59,3106,44,"ScoringAverageBeforeCut",2010
83,83,"Stephen Ames",NA,70.6,2965,42,"ScoringAverageBeforeCut",2010
83,83,"JJ Henry",NA,70.6,3883,55,"ScoringAverageBeforeCut",2010
83,83,"Jerry Kelly",NA,70.6,4024,57,"ScoringAverageBeforeCut",2010
86,86,"Nick Watney",NA,70.62,3319,47,"ScoringAverageBeforeCut",2010
87,87,"Justin Leonard",NA,70.63,3814,54,"ScoringAverageBeforeCut",2010
88,88,"Chris Couch",NA,70.64,3320,47,"ScoringAverageBeforeCut",2010
88,88,"Lucas Glover",NA,70.64,3108,44,"ScoringAverageBeforeCut",2010
88,88,"Jarrod Lyle",NA,70.64,2543,36,"ScoringAverageBeforeCut",2010
91,91,"John Rollins",NA,70.65,3674,52,"ScoringAverageBeforeCut",2010
91,91,"Vaughn Taylor",NA,70.65,3886,55,"ScoringAverageBeforeCut",2010
93,93,"Richard Johnson",NA,70.66,3957,56,"ScoringAverageBeforeCut",2010
94,94,"Chris Tidland",NA,70.67,3463,49,"ScoringAverageBeforeCut",2010
95,95,"Kevin Stadler",NA,70.68,3958,56,"ScoringAverageBeforeCut",2010
96,96,"Paul Goydos",NA,70.69,3676,52,"ScoringAverageBeforeCut",2010
96,96,"Padraig Harrington",NA,70.69,2474,35,"ScoringAverageBeforeCut",2010
96,96,"Sean OHair",NA,70.69,3464,49,"ScoringAverageBeforeCut",2010
99,99,"Martin Laird",NA,70.71,3889,55,"ScoringAverageBeforeCut",2010
100,100,"Woody Austin",NA,70.72,4314,61,"ScoringAverageBeforeCut",2010
101,101,"John Daly",NA,70.73,2829,40,"ScoringAverageBeforeCut",2010
102,102,"Blake Adams",NA,70.75,3891,55,"ScoringAverageBeforeCut",2010
102,102,"Scott McCarron",NA,70.75,4316,61,"ScoringAverageBeforeCut",2010
102,102,"Brett Wetterich",NA,70.75,2264,32,"ScoringAverageBeforeCut",2010
105,105,"Kenny Perry",NA,70.76,2689,38,"ScoringAverageBeforeCut",2010
105,105,"Johnson Wagner",NA,70.76,4104,58,"ScoringAverageBeforeCut",2010
107,107,"Adam Scott",NA,70.77,2760,39,"ScoringAverageBeforeCut",2010
108,108,"Michael Bradley",NA,70.78,3539,50,"ScoringAverageBeforeCut",2010
108,108,"Josh Teater",NA,70.78,4601,65,"ScoringAverageBeforeCut",2010
110,110,"Chris Stroud",NA,70.81,4036,57,"ScoringAverageBeforeCut",2010
111,111,"George McNeill",NA,70.82,3966,56,"ScoringAverageBeforeCut",2010
112,112,"Scott Piercy",NA,70.84,4109,58,"ScoringAverageBeforeCut",2010
113,113,"Steve Marino",NA,70.85,3401,48,"ScoringAverageBeforeCut",2010
114,114,"Alex Cejka",NA,70.86,4039,57,"ScoringAverageBeforeCut",2010
115,115,"James Driscoll",NA,70.87,3756,53,"ScoringAverageBeforeCut",2010
115,115,"Will Ma Kenzie",NA,70.87,3260,46,"ScoringAverageBeforeCut",2010
117,117,"Joe Ogilvie",NA,70.88,4749,67,"ScoringAverageBeforeCut",2010
117,117,"Tim Petrovic",NA,70.88,4749,67,"ScoringAverageBeforeCut",2010
117,117,"Michael Sim",NA,70.88,2835,40,"ScoringAverageBeforeCut",2010
120,120,"Ian Poulter",NA,70.89,1985,28,"ScoringAverageBeforeCut",2010
121,121,"DA Points",NA,70.9,4254,60,"ScoringAverageBeforeCut",2010
122,122,"Vijay Singh",NA,70.91,3191,45,"ScoringAverageBeforeCut",2010
123,123,"Stewart Cink",NA,70.93,3121,44,"ScoringAverageBeforeCut",2010
123,123,"Charles Warren",NA,70.93,2979,42,"ScoringAverageBeforeCut",2010
125,125,"Ben Curtis",NA,70.94,3405,48,"ScoringAverageBeforeCut",2010
125,125,"Nathan Green",NA,70.94,3831,54,"ScoringAverageBeforeCut",2010
125,125,"Skip Kendall",NA,70.94,2554,36,"ScoringAverageBeforeCut",2010
125,125,"James Nitties",NA,70.94,4398,62,"ScoringAverageBeforeCut",2010
129,129,"Davis Love III",NA,70.98,3478,49,"ScoringAverageBeforeCut",2010
130,130,"Jeff Maggert",NA,71.04,3907,55,"ScoringAverageBeforeCut",2010
131,131,"John Mallinger",NA,71.05,4192,59,"ScoringAverageBeforeCut",2010
131,131,"Jimmy Walker",NA,71.05,4050,57,"ScoringAverageBeforeCut",2010
133,133,"Greg Owen",NA,71.06,3695,52,"ScoringAverageBeforeCut",2010
134,134,"Troy Matteson",NA,71.07,3980,56,"ScoringAverageBeforeCut",2010
135,135,"Geoff Ogilvy",NA,71.08,2559,36,"ScoringAverageBeforeCut",2010
135,135,"Mike Weir",NA,71.08,2772,39,"ScoringAverageBeforeCut",2010
137,137,"Sergio Garcia",NA,71.1,2062,29,"ScoringAverageBeforeCut",2010
138,138,"Bob Estes",NA,71.11,3911,55,"ScoringAverageBeforeCut",2010
138,138,"Rod Pampling",NA,71.11,3911,55,"ScoringAverageBeforeCut",2010
138,138,"Mark Wilson",NA,71.11,4053,57,"ScoringAverageBeforeCut",2010
141,141,"Cameron Percy",NA,71.12,3698,52,"ScoringAverageBeforeCut",2010
142,142,"Billy Mayfair",NA,71.13,3770,53,"ScoringAverageBeforeCut",2010
143,143,"Matt Bettencourt",NA,71.18,4627,65,"ScoringAverageBeforeCut",2010
143,143,"Brian Davis",NA,71.18,4698,66,"ScoringAverageBeforeCut",2010
143,143,"Roger Tambellini",NA,71.18,3915,55,"ScoringAverageBeforeCut",2010
146,146,"Kris Blanks",NA,71.19,4414,62,"ScoringAverageBeforeCut",2010
146,146,"Omar Uresti",NA,71.19,4058,57,"ScoringAverageBeforeCut",2010
148,148,"Trevor Immelman",NA,71.21,2706,38,"ScoringAverageBeforeCut",2010
148,148,"Marc Leishman",NA,71.21,3774,53,"ScoringAverageBeforeCut",2010
150,150,"Troy Merritt",NA,71.25,4346,61,"ScoringAverageBeforeCut",2010
150,150,"Steve Wheatcroft",NA,71.25,3919,55,"ScoringAverageBeforeCut",2010
152,152,"Ryan Palmer",NA,71.26,4062,57,"ScoringAverageBeforeCut",2010
153,153,"Stuart Appleby",NA,71.3,4492,63,"ScoringAverageBeforeCut",2010
153,153,"Brent Delahoussaye",NA,71.3,3066,43,"ScoringAverageBeforeCut",2010
155,155,"Roland Thatcher",NA,71.31,3708,52,"ScoringAverageBeforeCut",2010
156,156,"Rocco Mediate",NA,71.33,3638,51,"ScoringAverageBeforeCut",2010
157,157,"Martin Flores",NA,71.35,3924,55,"ScoringAverageBeforeCut",2010
157,157,"Scott Verplank",NA,71.35,3068,43,"ScoringAverageBeforeCut",2010
159,159,"Jason Dufner",NA,71.38,3712,52,"ScoringAverageBeforeCut",2010
160,160,"Angel Cabrera",NA,71.39,2570,36,"ScoringAverageBeforeCut",2010
161,161,"Cameron Tringale",NA,71.42,3214,45,"ScoringAverageBeforeCut",2010
162,162,"Rory Sabbatini",NA,71.43,3643,51,"ScoringAverageBeforeCut",2010
163,163,"Henrik Bjornstad",NA,71.44,3929,55,"ScoringAverageBeforeCut",2010
163,163,"Brian Stuard",NA,71.44,4072,57,"ScoringAverageBeforeCut",2010
163,163,"Nicholas Thompson",NA,71.44,4358,61,"ScoringAverageBeforeCut",2010
166,166,"Bill Lunde",NA,71.45,4144,58,"ScoringAverageBeforeCut",2010
167,167,"Brenden Pappas",NA,71.49,3646,51,"ScoringAverageBeforeCut",2010
168,168,"Cameron Beckman",NA,71.5,3718,52,"ScoringAverageBeforeCut",2010
169,169,"Derek Lamely",NA,71.51,4076,57,"ScoringAverageBeforeCut",2010
170,170,"Garth Mulroy",NA,71.54,2933,41,"ScoringAverageBeforeCut",2010
171,171,"YE Yang",NA,71.55,2862,40,"ScoringAverageBeforeCut",2010
172,172,"Mathias Gronberg",NA,71.6,3222,45,"ScoringAverageBeforeCut",2010
173,173,"David Duval",NA,71.61,3652,51,"ScoringAverageBeforeCut",2010
174,174,"Mathew Goggin",NA,71.66,4228,59,"ScoringAverageBeforeCut",2010
175,175,"Ted Purdy",NA,71.67,4515,63,"ScoringAverageBeforeCut",2010
176,176,"Andrew McLardy",NA,71.76,3014,42,"ScoringAverageBeforeCut",2010
177,177,"Mark Calcavecchia",NA,71.79,2441,34,"ScoringAverageBeforeCut",2010
178,178,"Steve Lowery",NA,71.83,3807,53,"ScoringAverageBeforeCut",2010
178,178,"Rory McIlroy",NA,71.83,2155,30,"ScoringAverageBeforeCut",2010
180,180,"Jeff Gove",NA,71.85,3377,47,"ScoringAverageBeforeCut",2010
181,181,"Vance Veazey",NA,71.87,3306,46,"ScoringAverageBeforeCut",2010
182,182,"Steve Flesch",NA,71.88,3738,52,"ScoringAverageBeforeCut",2010
183,183,"Daniel Chopra",NA,71.93,4172,58,"ScoringAverageBeforeCut",2010
184,184,"Rich Barcelo",NA,72,3672,51,"ScoringAverageBeforeCut",2010
184,184,"David Lutterus",NA,72,3816,53,"ScoringAverageBeforeCut",2010
186,186,"Craig Bowden",NA,72.05,2882,40,"ScoringAverageBeforeCut",2010
187,187,"Chris Wilson",NA,72.11,3894,54,"ScoringAverageBeforeCut",2010
188,188,"Jerod Turner",NA,72.43,2897,40,"ScoringAverageBeforeCut",2010
189,189,"Justin Bolli",NA,72.45,3550,49,"ScoringAverageBeforeCut",2010
190,190,"Kevin Johnson",NA,72.56,3918,54,"ScoringAverageBeforeCut",2010
191,191,"Brad Faxon",NA,72.67,3488,48,"ScoringAverageBeforeCut",2010
192,192,"Greg Kraft",NA,72.78,3275,45,"ScoringAverageBeforeCut",2010
