"RoughTendency_RANKTHISWEEK_2007","RoughTendency_RANKLASTWEEK_2007","RoughTendency_PLAYERNAME_2007","RoughTendency_ROUNDS_2007","RoughTendency_Pct_2007","RoughTendency_TOTALROUGH_2007","RoughTendency_POSSIBLEFWYS_2007","RoughTendency_RELATIVETOPAR_2007","stat_name","year"
126,126,"Kevin Stadler",95,26.64,324,1216,0.99,"RoughTendency",2007
127,127,"Steve Allan",63,26.67,219,821,0.41,"RoughTendency",2007
128,128,"JJ Henry",86,26.69,265,993,1.21,"RoughTendency",2007
128,128,"Rod Pampling",92,26.69,285,1068,1.16,"RoughTendency",2007
130,130,"Jeff Overton",60,26.7,216,809,-0.14,"RoughTendency",2007
131,131,"Steve Marino",106,26.71,374,1400,0.64,"RoughTendency",2007
132,132,"Brendon de Jonge",76,26.77,269,1005,1.75,"RoughTendency",2007
133,133,"Jason Dufner",100,26.79,359,1340,1.2,"RoughTendency",2007
134,134,"Michael Putnam",96,26.85,323,1203,1.42,"RoughTendency",2007
135,135,"Pat Perez",84,26.87,262,975,1.41,"RoughTendency",2007
136,136,"Jeff Sluman",60,27.11,180,664,2.17,"RoughTendency",2007
137,137,"Michael Sim",52,27.12,198,730,1.72,"RoughTendency",2007
138,138,"Freddie Jacobson",70,27.13,267,984,0.64,"RoughTendency",2007
139,139,"Chad Campbell",96,27.17,297,1093,2.46,"RoughTendency",2007
139,139,"Tim Petrovic",106,27.17,394,1450,1.19,"RoughTendency",2007
141,141,"Chris DiMarco",79,27.18,246,905,1.59,"RoughTendency",2007
142,142,"JP Hayes",89,27.2,337,1239,1.22,"RoughTendency",2007
143,143,"Rich Barcelo",80,27.25,297,1090,1.14,"RoughTendency",2007
143,143,"Trevor Immelman",74,27.25,206,756,1.89,"RoughTendency",2007
145,145,"Tag Ridings",52,27.26,190,697,0.05,"RoughTendency",2007
146,146,"John Merrick",92,27.29,336,1231,0.8,"RoughTendency",2007
147,147,"Anthony Kim",93,27.35,323,1181,0.96,"RoughTendency",2007
148,148,"KJ Choi",87,27.39,272,993,1.07,"RoughTendency",2007
149,149,"Bob Tway",103,27.43,364,1327,0.85,"RoughTendency",2007
150,150,"Brandt Snedeker",105,27.47,356,1296,1.04,"RoughTendency",2007
151,151,"Marco Dawson",73,27.55,273,991,0.7,"RoughTendency",2007
152,152,"Stuart Appleby",74,27.66,229,828,1.48,"RoughTendency",2007
153,153,"Mathias Gronberg",95,27.77,368,1325,1.09,"RoughTendency",2007
154,154,"Cliff Kresge",107,27.8,415,1493,1.37,"RoughTendency",2007
155,155,"Will Ma Kenzie",100,27.99,375,1340,1.44,"RoughTendency",2007
156,156,"Troy Matteson",87,28.03,317,1131,1.42,"RoughTendency",2007
157,157,"Nick OHern",72,28.06,220,784,1.41,"RoughTendency",2007
158,158,"JB Holmes",71,28.16,272,966,0.7,"RoughTendency",2007
159,159,"Charley Hoffman",97,28.23,358,1268,0.89,"RoughTendency",2007
160,160,"Billy Andrade",88,28.27,346,1224,1.42,"RoughTendency",2007
161,161,"Steve Stricker",81,28.31,261,922,1.19,"RoughTendency",2007
162,162,"Parker McLachlin",83,28.33,313,1105,1.5,"RoughTendency",2007
163,163,"Harrison Frazar",88,28.48,327,1148,1.22,"RoughTendency",2007
164,164,"Eric Axley",107,28.54,411,1440,1.53,"RoughTendency",2007
165,165,"Ryuji Imada",104,28.64,384,1341,0.96,"RoughTendency",2007
166,166,"Carl Pettersson",111,28.95,398,1375,0.88,"RoughTendency",2007
167,167,"Vijay Singh",102,29.01,349,1203,0.49,"RoughTendency",2007
168,168,"Daniel Chopra",106,29.13,423,1452,0.09,"RoughTendency",2007
169,169,"Scott Gutschewski",67,29.17,257,881,1.4,"RoughTendency",2007
170,170,"Andrew Buckle",77,29.33,300,1023,1.33,"RoughTendency",2007
171,171,"Phil Mickelson",73,29.37,242,824,0.79,"RoughTendency",2007
172,172,"Arron Oberholser",69,29.48,222,753,0.59,"RoughTendency",2007
173,173,"Ryan Palmer",91,29.49,366,1241,1.48,"RoughTendency",2007
174,174,"Brett Wetterich",88,29.69,312,1051,0.9,"RoughTendency",2007
175,175,"Bubba Watson",80,29.71,306,1030,0.1,"RoughTendency",2007
176,176,"Robert Allenby",90,29.78,338,1135,1.04,"RoughTendency",2007
177,177,"Bryce Molder",56,30.16,228,756,1.97,"RoughTendency",2007
178,178,"Rory Sabbatini",81,30.29,285,941,0.28,"RoughTendency",2007
179,179,"Adam Scott",69,30.39,231,760,1.08,"RoughTendency",2007
180,180,"Chris Couch",76,30.41,323,1062,0.99,"RoughTendency",2007
181,181,"Camilo Villegas",82,30.43,304,999,0.86,"RoughTendency",2007
182,182,"Stewart Cink",91,30.69,318,1036,0.66,"RoughTendency",2007
183,183,"Padraig Harrington",64,31,208,671,0.05,"RoughTendency",2007
184,184,"Robert Garrigus",95,31.55,419,1328,0.21,"RoughTendency",2007
185,185,"Davis Love III",66,31.57,244,773,0.94,"RoughTendency",2007
186,186,"Tiger Woods",63,31.98,197,616,-0.36,"RoughTendency",2007
187,187,"Aaron Baddeley",83,32.25,308,955,1.49,"RoughTendency",2007
188,188,"Geoff Ogilvy",84,32.67,294,900,0.58,"RoughTendency",2007
189,189,"Brett Quigley",79,32.72,302,923,1.39,"RoughTendency",2007
190,190,"Sergio Garcia",68,33.08,258,780,0.7,"RoughTendency",2007
191,191,"Ernie Els",59,33.44,206,616,0.29,"RoughTendency",2007
192,192,"Jose Maria Olazabal",52,33.63,188,559,1.22,"RoughTendency",2007
193,193,"Charles Howell III",89,35.09,352,1003,1.08,"RoughTendency",2007
194,194,"Henrik Stenson",52,35.12,177,504,1.81,"RoughTendency",2007
195,195,"Retief Goosen",50,36.76,175,476,1.77,"RoughTendency",2007
196,196,"John Daly",59,38.22,284,743,0.92,"RoughTendency",2007
