"AllAroundRanking_RANKTHISWEEK_2008","AllAroundRanking_RANKLASTWEEK_2008","AllAroundRanking_PLAYERNAME_2008","AllAroundRanking_EVENTS_2008","AllAroundRanking_TOTAL_2008","stat_name","year"
136,136,"Jeff Gove",18,871,"AllAroundRanking",2008
136,136,"Chris Stroud",29,871,"AllAroundRanking",2008
139,139,"Dean Wilson",32,881,"AllAroundRanking",2008
140,140,"Robert Gamez",26,882,"AllAroundRanking",2008
140,140,"Geoff Ogilvy",20,882,"AllAroundRanking",2008
142,142,"Jeff Quinney",28,883,"AllAroundRanking",2008
143,143,"Jesper Parnevik",29,884,"AllAroundRanking",2008
144,144,"Richard Johnson",29,889,"AllAroundRanking",2008
145,145,"Peter Lonard",30,892,"AllAroundRanking",2008
146,146,"Eric Axley",35,897,"AllAroundRanking",2008
146,146,"Andres Romero",20,897,"AllAroundRanking",2008
148,148,"Scott McCarron",22,898,"AllAroundRanking",2008
149,149,"Ian Poulter",15,902,"AllAroundRanking",2008
150,150,"Scott Sterling",28,903,"AllAroundRanking",2008
151,151,"Jay Williamson",33,920,"AllAroundRanking",2008
152,152,"Ted Purdy",25,929,"AllAroundRanking",2008
153,153,"JJ Henry",34,932,"AllAroundRanking",2008
154,154,"Rocco Mediate",27,960,"AllAroundRanking",2008
155,155,"Jim McGovern",26,962,"AllAroundRanking",2008
156,156,"Mark Calcavecchia",25,972,"AllAroundRanking",2008
156,156,"Will Ma Kenzie",21,972,"AllAroundRanking",2008
156,156,"Jimmy Walker",24,972,"AllAroundRanking",2008
159,159,"Chad Collins",24,977,"AllAroundRanking",2008
161,161,"Kenneth Ferrie",25,996,"AllAroundRanking",2008
161,161,"Todd Hamilton",28,996,"AllAroundRanking",2008
163,163,"Retief Goosen",18,997,"AllAroundRanking",2008
163,163,"Jon Mills",32,997,"AllAroundRanking",2008
165,165,"Nick Flanagan",29,998,"AllAroundRanking",2008
166,166,"Jin Park",30,1011,"AllAroundRanking",2008
167,167,"Cliff Kresge",28,1013,"AllAroundRanking",2008
168,168,"Brad Elder",23,1015,"AllAroundRanking",2008
169,169,"Bob Sowards",22,1022,"AllAroundRanking",2008
170,170,"Tom Lehman",17,1023,"AllAroundRanking",2008
171,171,"Justin Bolli",28,1026,"AllAroundRanking",2008
171,171,"Lee Janzen",28,1026,"AllAroundRanking",2008
171,171,"Brandt Jobe",19,1026,"AllAroundRanking",2008
174,174,"Doug LaBelle II",22,1039,"AllAroundRanking",2008
175,175,"Brett Rumford",26,1047,"AllAroundRanking",2008
176,176,"Paul Goydos",25,1053,"AllAroundRanking",2008
177,177,"Paul Claxton",23,1054,"AllAroundRanking",2008
178,178,"Jason Allred",23,1055,"AllAroundRanking",2008
178,178,"Chris DiMarco",29,1055,"AllAroundRanking",2008
180,180,"Ron Whittaker",22,1056,"AllAroundRanking",2008
181,181,"Angel Cabrera",17,1057,"AllAroundRanking",2008
182,182,"Trevor Immelman",22,1061,"AllAroundRanking",2008
183,183,"Steve Lowery",25,1064,"AllAroundRanking",2008
184,184,"Greg Kraft",21,1076,"AllAroundRanking",2008
185,185,"Jerry Kelly",31,1090,"AllAroundRanking",2008
186,186,"Johnson Wagner",26,1095,"AllAroundRanking",2008
187,187,"Olin Browne",27,1125,"AllAroundRanking",2008
188,188,"JP Hayes",26,1130,"AllAroundRanking",2008
189,189,"Alex Cejka",25,1162,"AllAroundRanking",2008
190,190,"Kyle Thompson",26,1236,"AllAroundRanking",2008
191,191,"Stephen Leaney",17,1250,"AllAroundRanking",2008
192,192,"David Lutterus",23,1255,"AllAroundRanking",2008
193,193,"Billy Andrade",24,1281,"AllAroundRanking",2008
194,194,"David Duval",20,1287,"AllAroundRanking",2008
195,195,"Travis Perkins",23,1294,"AllAroundRanking",2008
196,196,"Cody Freeman",26,1297,"AllAroundRanking",2008
197,197,"Shigeki Maruyama",18,1320,"AllAroundRanking",2008
