"ScramblingfromtheFringe_RANKTHISWEEK_2011","ScramblingfromtheFringe_RANKLASTWEEK_2011","ScramblingfromtheFringe_PLAYERNAME_2011","ScramblingfromtheFringe_ROUNDS_2011","ScramblingfromtheFringe_Pct_2011","ScramblingfromtheFringe_SUCCESSES_2011","ScramblingfromtheFringe_ATTEMPTS_2011","stat_name","year"
168,168,"Webb Simpson",98,83.33,70,84,"ScramblingfromtheFringe",2011
168,168,"Brandt Snedeker",85,83.33,45,54,"ScramblingfromtheFringe",2011
168,168,"Roland Thatcher",67,83.33,55,66,"ScramblingfromtheFringe",2011
172,172,"Trevor Immelman",84,82.69,43,52,"ScramblingfromtheFringe",2011
173,173,"Matt Jones",71,82.46,47,57,"ScramblingfromtheFringe",2011
174,174,"Shane Bertsch",62,82.35,42,51,"ScramblingfromtheFringe",2011
175,175,"Justin Rose",79,81.82,36,44,"ScramblingfromtheFringe",2011
176,176,"Matt McQuillan",59,81.63,40,49,"ScramblingfromtheFringe",2011
177,177,"David Duval",67,81.48,44,54,"ScramblingfromtheFringe",2011
178,178,"Justin Hicks",60,81.4,35,43,"ScramblingfromtheFringe",2011
179,179,"Zack Miller",86,81.25,65,80,"ScramblingfromtheFringe",2011
180,180,"Vijay Singh",79,80.88,55,68,"ScramblingfromtheFringe",2011
181,181,"Lee Janzen",62,80.85,38,47,"ScramblingfromtheFringe",2011
182,182,"Andres Gonzales",60,80,28,35,"ScramblingfromtheFringe",2011
183,183,"Boo Weekley",66,77.27,34,44,"ScramblingfromtheFringe",2011
184,184,"Tom Gillis",55,77.08,37,48,"ScramblingfromtheFringe",2011
185,185,"John Merrick",71,76.47,39,51,"ScramblingfromtheFringe",2011
186,186,"Rocco Mediate",53,76,38,50,"ScramblingfromtheFringe",2011
