"MoneyperEventLeaders_RANKTHISWEEK_2016","MoneyperEventLeaders_RANKLASTWEEK_2016","MoneyperEventLeaders_PLAYERNAME_2016","MoneyperEventLeaders_EVENTS_2016","MoneyperEventLeaders_MONEYPEREVENT_2016","MoneyperEventLeaders_TOTALMONEY_2016","stat_name","year"
88,87,"Troy Merritt",14,52013,728190,"MoneyperEventLeaders",2016
89,65,"Bryson DeChambeau",5,51920,259600,"MoneyperEventLeaders",2016
90,84,"Cameron Tringale",14,51584,722177,"MoneyperEventLeaders",2016
91,88,"Chez Reavie",16,50662,810601,"MoneyperEventLeaders",2016
92,89,"Matthew Fitzpatrick",7,50514,353601,"MoneyperEventLeaders",2016
93,110,"Lucas Glover",16,50024,800390,"MoneyperEventLeaders",2016
94,98,"Daniel Summerhays",15,49017,735262,"MoneyperEventLeaders",2016
95,91,"Aaron Baddeley",15,48615,729234,"MoneyperEventLeaders",2016
96,93,"Harold Varner III",18,48338,870095,"MoneyperEventLeaders",2016
97,92,"John Huh",16,48135,770168,"MoneyperEventLeaders",2016
98,95,"Steve Stricker",8,46144,369157,"MoneyperEventLeaders",2016
99,90,"Patrick Rodgers",16,46044,736715,"MoneyperEventLeaders",2016
100,96,"Paul Peterson",1,44508,44508,"MoneyperEventLeaders",2016
101,102,"Gary Woodland",12,43716,524592,"MoneyperEventLeaders",2016
102,100,"Ryan Blaum",1,42160,42160,"MoneyperEventLeaders",2016
103,104,"Paul Dunne",3,41888,125666,"MoneyperEventLeaders",2016
104,105,"Brice Garnett",9,41040,369364,"MoneyperEventLeaders",2016
105,97,"Zac Blair",18,40994,737893,"MoneyperEventLeaders",2016
106,106,"Jon Curran",18,40363,726534,"MoneyperEventLeaders",2016
107,101,"Will Wilcox",16,39438,631016,"MoneyperEventLeaders",2016
108,146,"Retief Goosen",10,39098,390986,"MoneyperEventLeaders",2016
109,99,"Padraig Harrington",11,38715,425874,"MoneyperEventLeaders",2016
110,109,"Sean OHair",14,38446,538251,"MoneyperEventLeaders",2016
111,112,"Nick Watney",5,37976,189880,"MoneyperEventLeaders",2016
112,103,"Webb Simpson",10,37783,377838,"MoneyperEventLeaders",2016
113,115,"Brian Harman",18,37601,676818,"MoneyperEventLeaders",2016
114,138,"Francesco Molinari",10,37181,371813,"MoneyperEventLeaders",2016
114,111,"Kyle Reifers",19,37181,706457,"MoneyperEventLeaders",2016
116,107,"Sung Kang",16,36932,590921,"MoneyperEventLeaders",2016
117,108,"Chad Collins",16,36339,581429,"MoneyperEventLeaders",2016
118,117,"Anirban Lahiri",13,36086,469121,"MoneyperEventLeaders",2016
119,114,"Martin Laird",13,36012,468157,"MoneyperEventLeaders",2016
120,118,"Adam Hadwin",16,35747,571953,"MoneyperEventLeaders",2016
121,124,"Johnson Wagner",14,35724,500143,"MoneyperEventLeaders",2016
122,120,"Brett Stegmaier",19,35519,674873,"MoneyperEventLeaders",2016
123,116,"Luke List",17,35138,597349,"MoneyperEventLeaders",2016
124,139,"John Senden",15,34775,521639,"MoneyperEventLeaders",2016
125,119,"Ian Poulter",10,34715,347156,"MoneyperEventLeaders",2016
126,121,"Ricky Barnes",18,34637,623466,"MoneyperEventLeaders",2016
127,122,"Chad Campbell",18,34372,618706,"MoneyperEventLeaders",2016
128,127,"Justin Leonard",8,34255,274044,"MoneyperEventLeaders",2016
129,128,"Boo Weekley",17,34234,581987,"MoneyperEventLeaders",2016
130,123,"Derek Fathauer",18,34081,613458,"MoneyperEventLeaders",2016
131,125,"Colt Knost",15,33596,503944,"MoneyperEventLeaders",2016
132,130,"Scott Stallings",17,32865,558714,"MoneyperEventLeaders",2016
133,132,"Gonzalo Fdez Castano",2,32800,65600,"MoneyperEventLeaders",2016
134,133,"Joe Affrunti",2,32454,64909,"MoneyperEventLeaders",2016
135,129,"Spencer Levin",19,32119,610268,"MoneyperEventLeaders",2016
136,126,"Steve Marino",14,31885,446393,"MoneyperEventLeaders",2016
137,184,"Tim Wilkinson",11,31665,348319,"MoneyperEventLeaders",2016
138,134,"Tyrone Van Aswegen",20,30627,612556,"MoneyperEventLeaders",2016
139,143,"DJ Trahan",7,29907,209353,"MoneyperEventLeaders",2016
140,135,"David Hearn",18,29567,532220,"MoneyperEventLeaders",2016
141,141,"Martin Piller",12,29485,353827,"MoneyperEventLeaders",2016
142,144,"Hudson Swafford",17,29324,498523,"MoneyperEventLeaders",2016
143,151,"Robert Streb",16,29051,464829,"MoneyperEventLeaders",2016
144,145,"Jerry Kelly",12,29013,348159,"MoneyperEventLeaders",2016
145,137,"Blayne Barber",16,28850,461614,"MoneyperEventLeaders",2016
146,147,"Daisuke Kataoka",1,28742,28742,"MoneyperEventLeaders",2016
147,142,"Hiroshi Iwata",18,28410,511383,"MoneyperEventLeaders",2016
148,140,"Ben Martin",14,28060,392850,"MoneyperEventLeaders",2016
149,149,"Nick Taylor",17,26580,451870,"MoneyperEventLeaders",2016
150,148,"Stuart Appleby",13,26513,344669,"MoneyperEventLeaders",2016
151,150,"Cameron Smith",14,26121,365703,"MoneyperEventLeaders",2016
152,153,"Tom Hoge",15,26076,391152,"MoneyperEventLeaders",2016
153,154,"Jason Gore",15,25821,387315,"MoneyperEventLeaders",2016
154,136,"Bud Cauley",6,25669,154016,"MoneyperEventLeaders",2016
155,156,"Mark Hubbard",20,25545,510915,"MoneyperEventLeaders",2016
156,152,"Matt Jones",15,24900,373504,"MoneyperEventLeaders",2016
156,157,"Larry Mize",1,24900,24900,"MoneyperEventLeaders",2016
158,158,"Trey Mullinax",2,24817,49635,"MoneyperEventLeaders",2016
159,159,"James Driscoll",1,24800,24800,"MoneyperEventLeaders",2016
160,200,"Chesson Hadley",16,24500,392010,"MoneyperEventLeaders",2016
161,155,"Vijay Singh",13,24385,317006,"MoneyperEventLeaders",2016
162,162,"Keegan Bradley",14,23996,335951,"MoneyperEventLeaders",2016
163,166,"Seung Yul Noh",17,23078,392332,"MoneyperEventLeaders",2016
164,160,"Morgan Hoffmann",15,22611,339168,"MoneyperEventLeaders",2016
165,163,"Greg Owen",18,22536,405653,"MoneyperEventLeaders",2016
166,175,"Camilo Villegas",16,22499,359999,"MoneyperEventLeaders",2016
167,169,"Stewart Cink",14,22485,314799,"MoneyperEventLeaders",2016
168,161,"Steven Bowditch",14,22297,312160,"MoneyperEventLeaders",2016
169,165,"Tyler Aldridge",18,22218,399928,"MoneyperEventLeaders",2016
170,164,"Bronson Burgoon",17,22208,377548,"MoneyperEventLeaders",2016
171,168,"Jeff Overton",17,22073,375252,"MoneyperEventLeaders",2016
172,173,"Chris Stroud",17,22007,374123,"MoneyperEventLeaders",2016
173,167,"Kyle Stanley",17,21586,366963,"MoneyperEventLeaders",2016
174,172,"Hunter Stewart",7,21425,149977,"MoneyperEventLeaders",2016
175,171,"Ernie Els",10,21394,213943,"MoneyperEventLeaders",2016
176,174,"Luke Guthrie",11,20955,230508,"MoneyperEventLeaders",2016
177,177,"Chris Wood",5,20540,102700,"MoneyperEventLeaders",2016
178,179,"Andres Romero",8,20531,164250,"MoneyperEventLeaders",2016
179,176,"Michael Kim",18,20417,367522,"MoneyperEventLeaders",2016
180,170,"Davis Love III",11,20220,222421,"MoneyperEventLeaders",2016
181,191,"Scott Langley",13,19782,257168,"MoneyperEventLeaders",2016
182,178,"Thomas Aiken",13,18953,246390,"MoneyperEventLeaders",2016
183,181,"Nick Mason",1,18661,18661,"MoneyperEventLeaders",2016
184,182,"Cameron Percy",7,18576,130033,"MoneyperEventLeaders",2016
185,180,"Whee Kim",18,17808,320553,"MoneyperEventLeaders",2016
186,185,"Rob Oppenheim",11,17660,194269,"MoneyperEventLeaders",2016
187,186,"Scott Hend",3,17616,52850,"MoneyperEventLeaders",2016
188,183,"Ben Crane",17,17258,293395,"MoneyperEventLeaders",2016
189,187,"Benjamin Taylor",1,16968,16968,"MoneyperEventLeaders",2016
190,188,"Ryan Ruffels",6,16800,100802,"MoneyperEventLeaders",2016
191,190,"Brandon Hagy",2,16613,33226,"MoneyperEventLeaders",2016
192,192,"Angel Cabrera",13,15898,206677,"MoneyperEventLeaders",2016
193,189,"Will Ma Kenzie",17,15781,268289,"MoneyperEventLeaders",2016
194,193,"Tim Clark",7,15765,110360,"MoneyperEventLeaders",2016
195,209,"Dawie van der Walt",16,15642,250278,"MoneyperEventLeaders",2016
196,196,"Hunter Mahan",14,15544,217625,"MoneyperEventLeaders",2016
197,195,"Prayad Marksaeng",1,15540,15540,"MoneyperEventLeaders",2016
198,198,"Gregory Bourdy",1,15112,15112,"MoneyperEventLeaders",2016
199,194,"Brendon de Jonge",19,14848,282112,"MoneyperEventLeaders",2016
200,201,"Bernd Wiesberger",7,14822,103760,"MoneyperEventLeaders",2016
201,203,"Ben Leong",1,14630,14630,"MoneyperEventLeaders",2016
202,197,"JJ Henry",14,14114,197603,"MoneyperEventLeaders",2016
203,206,"Curtis Reed",1,14012,14012,"MoneyperEventLeaders",2016
204,207,"Marc Turnesa",5,13878,69390,"MoneyperEventLeaders",2016
205,199,"George McNeill",13,13838,179894,"MoneyperEventLeaders",2016
206,202,"Michael Thompson",14,13644,191023,"MoneyperEventLeaders",2016
207,208,"Andy Sullivan",7,13631,95418,"MoneyperEventLeaders",2016
208,204,"Sam Saunders",15,13607,204119,"MoneyperEventLeaders",2016
209,210,"Mardan Mamat",1,13440,13440,"MoneyperEventLeaders",2016
210,211,"Arie Ahmad Irawan",1,13230,13230,"MoneyperEventLeaders",2016
211,205,"Mark Wilson",13,13218,171846,"MoneyperEventLeaders",2016
212,213,"Victor Dubuisson",3,12333,37000,"MoneyperEventLeaders",2016
213,215,"Scott Pinckney",18,12298,221366,"MoneyperEventLeaders",2016
214,218,"Erik Compton",16,12150,194407,"MoneyperEventLeaders",2016
215,216,"Matt Atkins",1,11970,11970,"MoneyperEventLeaders",2016
216,217,"Jin Park",1,11968,11968,"MoneyperEventLeaders",2016
217,220,"Shane Bertsch",9,11721,105492,"MoneyperEventLeaders",2016
218,212,"Kelly Kraft",12,11576,138915,"MoneyperEventLeaders",2016
219,236,"Robert Garrigus",11,11561,127172,"MoneyperEventLeaders",2016
220,222,"Dean Burmester",1,11400,11400,"MoneyperEventLeaders",2016
221,214,"Matt Every",14,11318,158452,"MoneyperEventLeaders",2016
222,223,"Hideto Tanihara",1,11252,11252,"MoneyperEventLeaders",2016
223,225,"Henrik Norlander",13,11244,146178,"MoneyperEventLeaders",2016
224,224,"Shawn Stefani",16,10521,168351,"MoneyperEventLeaders",2016
225,230,"Steve Wheatcroft",16,10367,165885,"MoneyperEventLeaders",2016
226,227,"Ryo Ishikawa",6,10350,62102,"MoneyperEventLeaders",2016
227,233,"Derek Ernst",12,10270,123246,"MoneyperEventLeaders",2016
228,226,"Andres Gonzales",17,10004,170068,"MoneyperEventLeaders",2016
229,228,"Thongchai Jaidee",6,9953,59720,"MoneyperEventLeaders",2016
230,221,"Ollie Schniederjans",7,9797,68585,"MoneyperEventLeaders",2016
231,219,"Jonathan Byrd",6,9775,58655,"MoneyperEventLeaders",2016
232,229,"Tim Herron",7,9691,67842,"MoneyperEventLeaders",2016
233,231,"Michael Putnam",7,9371,65600,"MoneyperEventLeaders",2016
234,232,"Michael Bradley",5,9146,45730,"MoneyperEventLeaders",2016
235,234,"Greg Chalmers",5,8958,44791,"MoneyperEventLeaders",2016
236,235,"Rory Sabbatini",14,8515,119213,"MoneyperEventLeaders",2016
237,256,"Martin Kaymer",6,8351,50109,"MoneyperEventLeaders",2016
238,240,"Carlos Ortiz",17,8123,138105,"MoneyperEventLeaders",2016
239,237,"Billy Mayfair",3,7893,23681,"MoneyperEventLeaders",2016
240,238,"Andrew Dodt",2,7770,15540,"MoneyperEventLeaders",2016
241,239,"Jorge Fernandez Valdes",1,7705,7705,"MoneyperEventLeaders",2016
242,241,"George Coetzee",2,7556,15112,"MoneyperEventLeaders",2016
243,242,"Cameron Beckman",7,7550,52855,"MoneyperEventLeaders",2016
244,243,"Frank Lickliter II",4,7246,28985,"MoneyperEventLeaders",2016
245,244,"Brian Gay",8,7177,57419,"MoneyperEventLeaders",2016
246,245,"Danny Chia",2,7070,14140,"MoneyperEventLeaders",2016
247,247,"Steve Flesch",3,7018,21054,"MoneyperEventLeaders",2016
248,248,"Ken Duke",9,6815,61335,"MoneyperEventLeaders",2016
249,249,"SSP Chawrasia",2,6790,13580,"MoneyperEventLeaders",2016
250,250,"Richard Lee",2,6615,13230,"MoneyperEventLeaders",2016
251,246,"DA Points",11,6412,70534,"MoneyperEventLeaders",2016
252,251,"John Rollins",5,6377,31888,"MoneyperEventLeaders",2016
253,253,"John Merrick",7,6026,42188,"MoneyperEventLeaders",2016
254,254,"Wes Roach",12,5877,70530,"MoneyperEventLeaders",2016
255,282,"Matt Dobyns",5,5820,29101,"MoneyperEventLeaders",2016
256,255,"Yusaku Miyazato",2,5742,11484,"MoneyperEventLeaders",2016
257,252,"DH Lee",13,5651,73474,"MoneyperEventLeaders",2016
258,257,"Mark Hensby",2,5472,10944,"MoneyperEventLeaders",2016
259,258,"Rhein Gibson",13,5240,68127,"MoneyperEventLeaders",2016
260,259,"Satoshi Kodaira",2,5104,10208,"MoneyperEventLeaders",2016
261,260,"Austin Connelly",3,5016,15050,"MoneyperEventLeaders",2016
262,261,"Billy Hurley III",8,4914,39313,"MoneyperEventLeaders",2016
263,263,"Fred Funk",4,4665,18661,"MoneyperEventLeaders",2016
264,264,"Lucas Lee",9,4583,41253,"MoneyperEventLeaders",2016
265,262,"Geoff Ogilvy",14,4406,61690,"MoneyperEventLeaders",2016
266,266,"Pat Perez",11,4349,47840,"MoneyperEventLeaders",2016
267,267,"John Peterson",3,4340,13020,"MoneyperEventLeaders",2016
268,268,"Rod Pampling",8,4308,34469,"MoneyperEventLeaders",2016
269,269,"Dicky Pride",13,4241,55134,"MoneyperEventLeaders",2016
270,271,"Miguel Angel Carballo",11,4039,44433,"MoneyperEventLeaders",2016
271,272,"Thomas Pieters",3,4032,12096,"MoneyperEventLeaders",2016
272,265,"Justin Hicks",10,3954,39543,"MoneyperEventLeaders",2016
273,273,"Carl Pettersson",14,3907,54710,"MoneyperEventLeaders",2016
274,270,"Brendon Todd",18,3884,69916,"MoneyperEventLeaders",2016
275,274,"Andrew Landry",9,3864,34777,"MoneyperEventLeaders",2016
276,275,"Adam Svensson",2,3852,7705,"MoneyperEventLeaders",2016
277,276,"Tim Petrovic",3,3762,11286,"MoneyperEventLeaders",2016
278,277,"Ted Purdy",4,3754,15017,"MoneyperEventLeaders",2016
279,278,"Tom Gillis",7,3724,26072,"MoneyperEventLeaders",2016
280,279,"Brian Davis",8,3485,27880,"MoneyperEventLeaders",2016
281,280,"Blake Adams",4,3441,13764,"MoneyperEventLeaders",2016
282,281,"Eric Axley",3,3287,9861,"MoneyperEventLeaders",2016
283,283,"Bo Van Pelt",5,3078,15392,"MoneyperEventLeaders",2016
284,284,"Alex Prugh",7,3050,21352,"MoneyperEventLeaders",2016
285,289,"Trevor Immelman",7,2929,20509,"MoneyperEventLeaders",2016
286,285,"Darron Stiles",10,2774,27742,"MoneyperEventLeaders",2016
287,286,"Tommy Gainey",4,1968,7872,"MoneyperEventLeaders",2016
288,287,"Abraham Ancer",11,1769,19468,"MoneyperEventLeaders",2016
289,288,"Jarrod Lyle",7,1224,8569,"MoneyperEventLeaders",2016
290,290,"Charlie Beljan",13,858,11160,"MoneyperEventLeaders",2016
291,291,"Robert Allenby",16,786,12586,"MoneyperEventLeaders",2016
