"AllAroundRanking_RANKTHISWEEK_2007","AllAroundRanking_RANKLASTWEEK_2007","AllAroundRanking_PLAYERNAME_2007","AllAroundRanking_EVENTS_2007","AllAroundRanking_TOTAL_2007","stat_name","year"
34,34,"Billy Mayfair",30,572,"AllAroundRanking",2007
36,36,"Cameron Beckman",29,575,"AllAroundRanking",2007
37,37,"Steve Stricker",23,580,"AllAroundRanking",2007
38,38,"Freddie Jacobson",20,581,"AllAroundRanking",2007
39,39,"Scott Verplank",23,583,"AllAroundRanking",2007
40,40,"John Rollins",29,589,"AllAroundRanking",2007
41,41,"Jesper Parnevik",27,591,"AllAroundRanking",2007
42,42,"Mike Weir",23,596,"AllAroundRanking",2007
43,43,"Vaughn Taylor",28,601,"AllAroundRanking",2007
44,44,"Aaron Baddeley",23,614,"AllAroundRanking",2007
44,44,"Rory Sabbatini",23,614,"AllAroundRanking",2007
46,46,"Ryan Moore",28,618,"AllAroundRanking",2007
47,47,"Mathew Goggin",30,620,"AllAroundRanking",2007
48,48,"Daniel Chopra",34,628,"AllAroundRanking",2007
49,49,"Camilo Villegas",24,635,"AllAroundRanking",2007
50,50,"Brett Wetterich",28,643,"AllAroundRanking",2007
51,51,"Rich Beem",29,646,"AllAroundRanking",2007
52,52,"Will Ma Kenzie",30,651,"AllAroundRanking",2007
53,53,"Kent Jones",30,659,"AllAroundRanking",2007
54,54,"Rod Pampling",25,664,"AllAroundRanking",2007
55,55,"Robert Allenby",28,666,"AllAroundRanking",2007
55,55,"Steve Marino",31,666,"AllAroundRanking",2007
57,57,"Stewart Cink",25,668,"AllAroundRanking",2007
58,58,"Jeff Quinney",29,669,"AllAroundRanking",2007
59,59,"John Senden",27,673,"AllAroundRanking",2007
60,60,"Steve Flesch",31,674,"AllAroundRanking",2007
61,61,"Boo Weekley",29,675,"AllAroundRanking",2007
62,62,"Carl Pettersson",31,676,"AllAroundRanking",2007
63,63,"Craig Barlow",16,682,"AllAroundRanking",2007
64,64,"Nathan Green",29,684,"AllAroundRanking",2007
65,65,"Chris Riley",17,686,"AllAroundRanking",2007
66,66,"Kenny Perry",24,690,"AllAroundRanking",2007
67,67,"Robert Garrigus",28,695,"AllAroundRanking",2007
67,67,"Joe Ogilvie",31,695,"AllAroundRanking",2007
69,69,"Jason Bohn",17,696,"AllAroundRanking",2007
70,70,"Nick Watney",26,698,"AllAroundRanking",2007
71,71,"Jeff Maggert",26,699,"AllAroundRanking",2007
72,72,"Bob Heintz",27,702,"AllAroundRanking",2007
73,73,"Tim Petrovic",32,706,"AllAroundRanking",2007
74,74,"Mathias Gronberg",31,707,"AllAroundRanking",2007
75,75,"Jarrod Lyle",24,712,"AllAroundRanking",2007
75,75,"George McNeill",30,712,"AllAroundRanking",2007
77,77,"Ryuji Imada",32,713,"AllAroundRanking",2007
77,77,"Zach Johnson",23,713,"AllAroundRanking",2007
79,79,"Steve Lowery",22,717,"AllAroundRanking",2007
80,80,"David Toms",22,721,"AllAroundRanking",2007
81,81,"Bart Bryant",25,724,"AllAroundRanking",2007
82,82,"Tag Ridings",18,725,"AllAroundRanking",2007
83,83,"Cliff Kresge",30,726,"AllAroundRanking",2007
84,84,"JB Holmes",24,727,"AllAroundRanking",2007
85,85,"Luke Donald",20,730,"AllAroundRanking",2007
86,86,"Brian Gay",32,731,"AllAroundRanking",2007
87,87,"Woody Austin",27,735,"AllAroundRanking",2007
88,88,"Brandt Snedeker",29,745,"AllAroundRanking",2007
89,89,"Rocco Mediate",22,747,"AllAroundRanking",2007
90,90,"Tom Lehman",19,758,"AllAroundRanking",2007
91,91,"Tommy Armour III",24,759,"AllAroundRanking",2007
92,92,"Brendon de Jonge",26,771,"AllAroundRanking",2007
93,93,"Justin Leonard",29,780,"AllAroundRanking",2007
94,94,"Frank Lickliter II",30,782,"AllAroundRanking",2007
95,95,"Jeff Gove",30,783,"AllAroundRanking",2007
96,96,"Ryan Armour",32,784,"AllAroundRanking",2007
97,97,"Matt Kuchar",26,786,"AllAroundRanking",2007
98,98,"JJ Henry",26,787,"AllAroundRanking",2007
98,98,"Tom Pernice Jr",31,787,"AllAroundRanking",2007
100,100,"Duffy Waldorf",23,792,"AllAroundRanking",2007
101,101,"John Merrick",29,793,"AllAroundRanking",2007
102,102,"Padraig Harrington",18,795,"AllAroundRanking",2007
103,103,"John Daly",24,797,"AllAroundRanking",2007
104,104,"Mark Wilson",25,799,"AllAroundRanking",2007
105,105,"Michael Sim",17,801,"AllAroundRanking",2007
106,106,"Bob Estes",28,804,"AllAroundRanking",2007
107,107,"Charles Howell III",26,808,"AllAroundRanking",2007
108,108,"Jason Dufner",32,812,"AllAroundRanking",2007
109,109,"Chris Stroud",24,813,"AllAroundRanking",2007
109,109,"Kirk Triplett",25,813,"AllAroundRanking",2007
111,111,"Peter Lonard",27,816,"AllAroundRanking",2007
111,111,"Ted Purdy",33,816,"AllAroundRanking",2007
113,113,"Troy Matteson",26,820,"AllAroundRanking",2007
114,114,"Glen Day",27,822,"AllAroundRanking",2007
114,114,"Michael Putnam",29,822,"AllAroundRanking",2007
116,116,"Stephen Ames",23,823,"AllAroundRanking",2007
117,117,"Charley Hoffman",30,827,"AllAroundRanking",2007
118,118,"Marco Dawson",23,828,"AllAroundRanking",2007
119,119,"Darron Stiles",24,830,"AllAroundRanking",2007
120,120,"Craig Kanada",34,832,"AllAroundRanking",2007
120,120,"Jerry Kelly",28,832,"AllAroundRanking",2007
122,122,"Kevin Sutherland",25,838,"AllAroundRanking",2007
123,123,"JP Hayes",28,839,"AllAroundRanking",2007
124,124,"DJ Trahan",30,842,"AllAroundRanking",2007
125,125,"DJ Brigman",22,843,"AllAroundRanking",2007
126,126,"Johnson Wagner",33,854,"AllAroundRanking",2007
127,127,"Arron Oberholser",21,855,"AllAroundRanking",2007
128,128,"Craig Lile",24,856,"AllAroundRanking",2007
129,129,"Shigeki Maruyama",31,858,"AllAroundRanking",2007
130,130,"Daisuke Maruyama",28,861,"AllAroundRanking",2007
131,131,"Greg Owen",29,868,"AllAroundRanking",2007
132,132,"Harrison Frazar",32,872,"AllAroundRanking",2007
133,133,"Robert Gamez",30,874,"AllAroundRanking",2007
134,134,"Tim Herron",27,883,"AllAroundRanking",2007
134,134,"Ian Poulter",18,883,"AllAroundRanking",2007
136,136,"Andrew Buckle",26,889,"AllAroundRanking",2007
137,137,"Ryan Palmer",30,890,"AllAroundRanking",2007
138,138,"Stuart Appleby",24,899,"AllAroundRanking",2007
139,139,"Jeff Brehaut",21,900,"AllAroundRanking",2007
140,140,"John Mallinger",29,902,"AllAroundRanking",2007
141,141,"Steve Elkington",25,904,"AllAroundRanking",2007
142,142,"Craig Bowden",25,909,"AllAroundRanking",2007
143,143,"Dean Wilson",28,911,"AllAroundRanking",2007
144,144,"Stephen Leaney",26,915,"AllAroundRanking",2007
145,145,"Doug LaBelle II",33,917,"AllAroundRanking",2007
146,146,"Paul Stankowski",18,927,"AllAroundRanking",2007
147,147,"Tripp Isenhour",32,929,"AllAroundRanking",2007
148,148,"Paul Gow",26,931,"AllAroundRanking",2007
149,149,"Steve Wheatcroft",25,934,"AllAroundRanking",2007
150,150,"Lee Janzen",24,936,"AllAroundRanking",2007
151,151,"Billy Andrade",27,940,"AllAroundRanking",2007
152,152,"Trevor Immelman",21,950,"AllAroundRanking",2007
153,153,"Fred Funk",22,951,"AllAroundRanking",2007
154,154,"Paul Goydos",19,956,"AllAroundRanking",2007
155,155,"Jason Schultz",22,965,"AllAroundRanking",2007
156,156,"Scott Gutschewski",22,966,"AllAroundRanking",2007
157,157,"Jose Coceres",17,969,"AllAroundRanking",2007
158,158,"Joe Durant",28,974,"AllAroundRanking",2007
159,159,"Shaun Micheel",29,977,"AllAroundRanking",2007
160,160,"Gavin Coles",28,981,"AllAroundRanking",2007
161,161,"Mark Hensby",25,983,"AllAroundRanking",2007
161,161,"Dicky Pride",25,983,"AllAroundRanking",2007
163,163,"Joey Sindelar",25,986,"AllAroundRanking",2007
164,164,"Tom Byrum",20,996,"AllAroundRanking",2007
165,165,"Matt Hendrix",24,998,"AllAroundRanking",2007
166,166,"Chris Tidland",21,1005,"AllAroundRanking",2007
167,167,"Chris DiMarco",24,1009,"AllAroundRanking",2007
168,168,"Henrik Stenson",15,1015,"AllAroundRanking",2007
169,169,"Kevin Stadler",31,1020,"AllAroundRanking",2007
170,170,"Chris Couch",30,1031,"AllAroundRanking",2007
171,171,"Rich Barcelo",26,1034,"AllAroundRanking",2007
172,172,"Tom Johnson",27,1045,"AllAroundRanking",2007
173,173,"Parker McLachlin",28,1047,"AllAroundRanking",2007
174,174,"Retief Goosen",14,1056,"AllAroundRanking",2007
175,175,"Bob Tway",32,1064,"AllAroundRanking",2007
176,176,"Bubba Dickerson",19,1065,"AllAroundRanking",2007
177,177,"Eric Axley",36,1073,"AllAroundRanking",2007
178,178,"Chad Campbell",28,1080,"AllAroundRanking",2007
179,179,"Brett Quigley",25,1085,"AllAroundRanking",2007
180,180,"Anders Hansen",17,1087,"AllAroundRanking",2007
181,181,"David Branshaw",30,1095,"AllAroundRanking",2007
182,182,"Jim Rutledge",23,1104,"AllAroundRanking",2007
183,183,"Mark Brooks",18,1109,"AllAroundRanking",2007
184,184,"Corey Pavin",25,1110,"AllAroundRanking",2007
184,184,"Jaco Van Zyl",21,1110,"AllAroundRanking",2007
186,186,"Richard Johnson",32,1132,"AllAroundRanking",2007
187,187,"Davis Love III",21,1133,"AllAroundRanking",2007
188,188,"Michael Boyd",21,1138,"AllAroundRanking",2007
189,189,"Kyle Reifers",27,1160,"AllAroundRanking",2007
190,190,"Nick OHern",22,1199,"AllAroundRanking",2007
191,191,"Bryce Molder",21,1201,"AllAroundRanking",2007
192,192,"Jose Maria Olazabal",16,1231,"AllAroundRanking",2007
193,193,"Brian Bateman",18,1240,"AllAroundRanking",2007
194,194,"Ben Curtis",25,1244,"AllAroundRanking",2007
195,195,"Todd Hamilton",28,1255,"AllAroundRanking",2007
196,196,"Jeff Sluman",21,1353,"AllAroundRanking",2007
