"YTDConsecutiveCuts_RANKTHISWEEK_2016","YTDConsecutiveCuts_RANKLASTWEEK_2016","YTDConsecutiveCuts_PLAYERNAME_2016","YTDConsecutiveCuts__2016","YTDConsecutiveCuts_NUMBEROFCUTS_2016","stat_name","year"
18,23,"Danny Willett",NA,5,"YTDConsecutiveCuts",2016
18,23,"Chris Wood",NA,5,"YTDConsecutiveCuts",2016
31,34,"Rafa Cabrera Bello",NA,4,"YTDConsecutiveCuts",2016
31,51,"Luke Donald",NA,4,"YTDConsecutiveCuts",2016
31,51,"Colt Knost",NA,4,"YTDConsecutiveCuts",2016
31,34,"Matt Kuchar",NA,4,"YTDConsecutiveCuts",2016
31,34,"Justin Leonard",NA,4,"YTDConsecutiveCuts",2016
31,51,"Francesco Molinari",NA,4,"YTDConsecutiveCuts",2016
31,34,"Scott Piercy",NA,4,"YTDConsecutiveCuts",2016
31,51,"Harold Varner III",NA,4,"YTDConsecutiveCuts",2016
31,51,"Johnson Wagner",NA,4,"YTDConsecutiveCuts",2016
31,34,"Bernd Wiesberger",NA,4,"YTDConsecutiveCuts",2016
31,51,"Tim Wilkinson",NA,4,"YTDConsecutiveCuts",2016
42,51,"Aaron Baddeley",NA,3,"YTDConsecutiveCuts",2016
42,67,"Roberto Castro",NA,3,"YTDConsecutiveCuts",2016
42,67,"Kevin Chappell",NA,3,"YTDConsecutiveCuts",2016
42,51,"Victor Dubuisson",NA,3,"YTDConsecutiveCuts",2016
42,67,"Adam Hadwin",NA,3,"YTDConsecutiveCuts",2016
42,51,"Scott Hend",NA,3,"YTDConsecutiveCuts",2016
42,67,"Mark Hubbard",NA,3,"YTDConsecutiveCuts",2016
42,67,"Martin Kaymer",NA,3,"YTDConsecutiveCuts",2016
42,51,"Chris Kirk",NA,3,"YTDConsecutiveCuts",2016
42,67,"Patton Kizzire",NA,3,"YTDConsecutiveCuts",2016
42,67,"Anirban Lahiri",NA,3,"YTDConsecutiveCuts",2016
42,67,"Martin Laird",NA,3,"YTDConsecutiveCuts",2016
42,67,"Scott Langley",NA,3,"YTDConsecutiveCuts",2016
42,67,"William McGirt",NA,3,"YTDConsecutiveCuts",2016
42,67,"Rob Oppenheim",NA,3,"YTDConsecutiveCuts",2016
42,51,"Thomas Pieters",NA,3,"YTDConsecutiveCuts",2016
42,51,"John Rollins",NA,3,"YTDConsecutiveCuts",2016
42,67,"Vijay Singh",NA,3,"YTDConsecutiveCuts",2016
42,67,"Scott Stallings",NA,3,"YTDConsecutiveCuts",2016
42,67,"Daniel Summerhays",NA,3,"YTDConsecutiveCuts",2016
42,67,"Gary Woodland",NA,3,"YTDConsecutiveCuts",2016
63,67,"Shane Bertsch",NA,2,"YTDConsecutiveCuts",2016
63,67,"Rafael Campos",NA,2,"YTDConsecutiveCuts",2016
63,67,"SSP Chawrasia",NA,2,"YTDConsecutiveCuts",2016
63,67,"Danny Chia",NA,2,"YTDConsecutiveCuts",2016
63,67,"George Coetzee",NA,2,"YTDConsecutiveCuts",2016
63,NA,"Erik Compton",NA,2,"YTDConsecutiveCuts",2016
63,67,"Jon Curran",NA,2,"YTDConsecutiveCuts",2016
63,NA,"Matt Dobyns",NA,2,"YTDConsecutiveCuts",2016
63,67,"Andrew Dodt",NA,2,"YTDConsecutiveCuts",2016
63,NA,"Derek Ernst",NA,2,"YTDConsecutiveCuts",2016
63,NA,"Tony Finau",NA,2,"YTDConsecutiveCuts",2016
63,67,"Ross Fisher",NA,2,"YTDConsecutiveCuts",2016
63,NA,"Rickie Fowler",NA,2,"YTDConsecutiveCuts",2016
63,67,"Marcus Fraser",NA,2,"YTDConsecutiveCuts",2016
63,NA,"Robert Garrigus",NA,2,"YTDConsecutiveCuts",2016
63,NA,"Fabian Gomez",NA,2,"YTDConsecutiveCuts",2016
63,67,"Branden Grace",NA,2,"YTDConsecutiveCuts",2016
63,NA,"Chesson Hadley",NA,2,"YTDConsecutiveCuts",2016
63,67,"Brandon Hagy",NA,2,"YTDConsecutiveCuts",2016
63,67,"Freddie Jacobson",NA,2,"YTDConsecutiveCuts",2016
63,67,"Zach Johnson",NA,2,"YTDConsecutiveCuts",2016
63,67,"KT Kim",NA,2,"YTDConsecutiveCuts",2016
63,67,"Soren Kjeldsen",NA,2,"YTDConsecutiveCuts",2016
63,67,"Satoshi Kodaira",NA,2,"YTDConsecutiveCuts",2016
63,NA,"Danny Lee",NA,2,"YTDConsecutiveCuts",2016
63,67,"Richard Lee",NA,2,"YTDConsecutiveCuts",2016
63,67,"Marc Leishman",NA,2,"YTDConsecutiveCuts",2016
63,NA,"David Lingmerth",NA,2,"YTDConsecutiveCuts",2016
63,NA,"Jamie Lovemark",NA,2,"YTDConsecutiveCuts",2016
63,67,"Yusaku Miyazato",NA,2,"YTDConsecutiveCuts",2016
63,67,"Trey Mullinax",NA,2,"YTDConsecutiveCuts",2016
63,NA,"Henrik Norlander",NA,2,"YTDConsecutiveCuts",2016
63,67,"Thorbjorn Olesen",NA,2,"YTDConsecutiveCuts",2016
63,NA,"Jeff Overton",NA,2,"YTDConsecutiveCuts",2016
63,67,"Dicky Pride",NA,2,"YTDConsecutiveCuts",2016
63,NA,"John Senden",NA,2,"YTDConsecutiveCuts",2016
63,NA,"Brendan Steele",NA,2,"YTDConsecutiveCuts",2016
63,NA,"Robert Streb",NA,2,"YTDConsecutiveCuts",2016
63,NA,"Jhonattan Vegas",NA,2,"YTDConsecutiveCuts",2016
