"BogeyAverage_RANKTHISWEEK_2013","BogeyAverage_RANKLASTWEEK_2013","BogeyAverage_PLAYERNAME_2013","BogeyAverage_EVENTS_2013","BogeyAverage_AVERAGEBOGEYSPERROUND_2013","BogeyAverage_TOTALBOGEYS_2013","BogeyAverage_ROUNDSPLAYED_2013","stat_name","year"
52,52,"Bubba Watson",21,2.63,192,73,"BogeyAverage",2013
56,56,"Chad Campbell",25,2.64,201,76,"BogeyAverage",2013
56,56,"James Hahn",26,2.64,195,74,"BogeyAverage",2013
58,58,"George McNeill",21,2.65,180,68,"BogeyAverage",2013
58,58,"Bryce Molder",24,2.65,212,80,"BogeyAverage",2013
58,58,"Cameron Percy",21,2.65,175,66,"BogeyAverage",2013
58,58,"Charl Schwartzel",19,2.65,180,68,"BogeyAverage",2013
62,62,"Steven Bowditch",22,2.66,173,65,"BogeyAverage",2013
62,62,"Greg Chalmers",25,2.66,194,73,"BogeyAverage",2013
62,62,"David Hearn",26,2.66,234,88,"BogeyAverage",2013
65,65,"Gary Woodland",26,2.67,240,90,"BogeyAverage",2013
66,66,"Jason Day",21,2.68,214,80,"BogeyAverage",2013
66,66,"Jason Kokrak",25,2.68,209,78,"BogeyAverage",2013
66,66,"Scott Langley",27,2.68,201,75,"BogeyAverage",2013
66,66,"Ryan Palmer",22,2.68,212,79,"BogeyAverage",2013
66,66,"Lee Westwood",19,2.68,185,69,"BogeyAverage",2013
71,71,"Luke Donald",17,2.69,156,58,"BogeyAverage",2013
71,71,"Jason Dufner",22,2.69,207,77,"BogeyAverage",2013
73,73,"Ted Potter Jr",22,2.7,165,61,"BogeyAverage",2013
74,74,"DH Lee",22,2.71,176,65,"BogeyAverage",2013
75,75,"Peter Hanson",15,2.72,117,43,"BogeyAverage",2013
75,75,"John Huh",28,2.72,239,88,"BogeyAverage",2013
75,75,"DJ Trahan",16,2.72,125,46,"BogeyAverage",2013
78,78,"Brian Harman",29,2.73,232,85,"BogeyAverage",2013
78,78,"Russell Henley",24,2.73,213,78,"BogeyAverage",2013
78,78,"Patrick Reed",26,2.73,227,83,"BogeyAverage",2013
78,78,"Shawn Stefani",21,2.73,172,63,"BogeyAverage",2013
78,78,"Darron Stiles",20,2.73,134,49,"BogeyAverage",2013
78,78,"Lee Williams",22,2.73,164,60,"BogeyAverage",2013
84,84,"Casey Wittenberg",27,2.74,192,70,"BogeyAverage",2013
85,85,"Kevin Chappell",24,2.75,220,80,"BogeyAverage",2013
85,85,"JJ Henry",26,2.75,223,81,"BogeyAverage",2013
85,85,"David Lynn",22,2.75,190,69,"BogeyAverage",2013
85,85,"Webb Simpson",25,2.75,242,88,"BogeyAverage",2013
89,89,"Matt Every",28,2.76,246,89,"BogeyAverage",2013
89,89,"Nicholas Thompson",29,2.76,273,99,"BogeyAverage",2013
91,91,"Ricky Barnes",26,2.77,194,70,"BogeyAverage",2013
91,91,"Trevor Immelman",24,2.77,191,69,"BogeyAverage",2013
91,91,"Doug LaBelle II",23,2.77,194,70,"BogeyAverage",2013
91,91,"John Merrick",23,2.77,219,79,"BogeyAverage",2013
91,91,"Boo Weekley",27,2.77,277,100,"BogeyAverage",2013
96,96,"Brendan Steele",26,2.78,228,82,"BogeyAverage",2013
97,97,"Brad Fritsch",24,2.79,215,77,"BogeyAverage",2013
97,97,"Justin Leonard",24,2.79,240,86,"BogeyAverage",2013
97,97,"Henrik Norlander",22,2.79,190,68,"BogeyAverage",2013
100,100,"Rory McIlroy",16,2.8,154,55,"BogeyAverage",2013
100,100,"Scott Stallings",27,2.8,221,79,"BogeyAverage",2013
100,100,"Robert Streb",25,2.8,199,71,"BogeyAverage",2013
100,100,"David Toms",16,2.8,123,44,"BogeyAverage",2013
100,100,"YE Yang",19,2.8,157,56,"BogeyAverage",2013
105,105,"Dicky Pride",23,2.81,188,67,"BogeyAverage",2013
106,106,"Josh Teater",24,2.82,231,82,"BogeyAverage",2013
107,107,"Harris English",26,2.83,269,95,"BogeyAverage",2013
107,107,"Marc Leishman",23,2.83,218,77,"BogeyAverage",2013
109,109,"Stephen Ames",19,2.84,139,49,"BogeyAverage",2013
109,109,"Brian Gay",24,2.84,224,79,"BogeyAverage",2013
109,109,"Jim Herman",19,2.84,156,55,"BogeyAverage",2013
109,109,"Vijay Singh",19,2.84,173,61,"BogeyAverage",2013
109,109,"Bo Van Pelt",22,2.84,199,70,"BogeyAverage",2013
109,109,"Aaron Watkins",19,2.84,125,44,"BogeyAverage",2013
109,109,"Nick Watney",26,2.84,244,86,"BogeyAverage",2013
116,116,"Kyle Stanley",24,2.85,202,71,"BogeyAverage",2013
116,116,"Michael Thompson",22,2.85,188,66,"BogeyAverage",2013
118,118,"Ryan Moore",22,2.86,203,71,"BogeyAverage",2013
118,118,"Rod Pampling",16,2.86,120,42,"BogeyAverage",2013
120,120,"Dustin Johnson",22,2.87,201,70,"BogeyAverage",2013
120,120,"Camilo Villegas",23,2.87,215,75,"BogeyAverage",2013
120,120,"Charlie Wi",23,2.87,204,71,"BogeyAverage",2013
123,123,"Robert Garrigus",22,2.88,187,65,"BogeyAverage",2013
123,123,"Brandt Jobe",19,2.88,167,58,"BogeyAverage",2013
125,125,"Steve LeBrun",21,2.89,179,62,"BogeyAverage",2013
125,125,"Andrew Svoboda",18,2.89,127,44,"BogeyAverage",2013
127,127,"Brian Davis",28,2.9,264,91,"BogeyAverage",2013
127,127,"Freddie Jacobson",19,2.9,174,60,"BogeyAverage",2013
129,129,"Tom Gillis",22,2.91,189,65,"BogeyAverage",2013
129,129,"Luke Guthrie",27,2.91,239,82,"BogeyAverage",2013
129,129,"Justin Hicks",25,2.91,218,75,"BogeyAverage",2013
129,129,"Carl Pettersson",24,2.91,233,80,"BogeyAverage",2013
133,133,"Tim Clark",20,2.92,178,61,"BogeyAverage",2013
133,133,"Jin Park",20,2.92,146,50,"BogeyAverage",2013
135,135,"Bobby Gates",20,2.93,132,45,"BogeyAverage",2013
135,135,"David Lingmerth",23,2.93,199,68,"BogeyAverage",2013
137,137,"Ben Kohles",25,2.94,209,71,"BogeyAverage",2013
138,138,"Scott Brown",21,2.95,192,65,"BogeyAverage",2013
138,138,"Andres Romero",21,2.95,174,59,"BogeyAverage",2013
140,140,"Jason Bohn",23,2.96,207,70,"BogeyAverage",2013
140,140,"Stewart Cink",22,2.96,210,71,"BogeyAverage",2013
140,140,"Charley Hoffman",23,2.96,249,84,"BogeyAverage",2013
143,143,"Colt Knost",25,2.97,193,65,"BogeyAverage",2013
144,144,"Ernie Els",19,2.98,185,62,"BogeyAverage",2013
145,145,"Angel Cabrera",21,3,219,73,"BogeyAverage",2013
145,145,"Martin Laird",21,3,204,68,"BogeyAverage",2013
145,145,"Seung Yul Noh",25,3,201,67,"BogeyAverage",2013
145,145,"DA Points",28,3,261,87,"BogeyAverage",2013
145,145,"Johnson Wagner",24,3,180,60,"BogeyAverage",2013
150,150,"Ken Duke",28,3.01,262,87,"BogeyAverage",2013
151,151,"Alistair Presnell",23,3.02,172,57,"BogeyAverage",2013
152,152,"Ryo Ishikawa",23,3.03,212,70,"BogeyAverage",2013
153,153,"Padraig Harrington",17,3.04,149,49,"BogeyAverage",2013
154,154,"Scott Gardiner",23,3.05,180,59,"BogeyAverage",2013
155,155,"Robert Karlsson",18,3.06,159,52,"BogeyAverage",2013
156,156,"Justin Bolli",23,3.07,169,55,"BogeyAverage",2013
157,157,"John Senden",25,3.08,240,78,"BogeyAverage",2013
158,158,"Vaughn Taylor",16,3.09,142,46,"BogeyAverage",2013
159,159,"Ben Curtis",20,3.11,177,57,"BogeyAverage",2013
160,160,"Aaron Baddeley",24,3.12,206,66,"BogeyAverage",2013
161,161,"Michael Bradley",21,3.13,163,52,"BogeyAverage",2013
162,162,"Bud Cauley",24,3.14,198,63,"BogeyAverage",2013
163,163,"Charlie Beljan",24,3.15,195,62,"BogeyAverage",2013
163,163,"Tommy Gainey",28,3.15,265,84,"BogeyAverage",2013
163,163,"Luke List",24,3.15,192,61,"BogeyAverage",2013
166,166,"Will Claxton",24,3.16,199,63,"BogeyAverage",2013
166,166,"Scott Piercy",24,3.16,237,75,"BogeyAverage",2013
166,166,"Mike Weir",22,3.16,183,58,"BogeyAverage",2013
169,169,"Martin Kaymer",17,3.17,184,58,"BogeyAverage",2013
169,169,"Greg Owen",24,3.17,225,71,"BogeyAverage",2013
171,171,"Lucas Glover",23,3.23,210,65,"BogeyAverage",2013
172,172,"Sangmoon Bae",26,3.24,269,83,"BogeyAverage",2013
173,173,"Sean OHair",22,3.27,183,56,"BogeyAverage",2013
174,174,"David Mathis",24,3.28,220,67,"BogeyAverage",2013
175,175,"Robert Allenby",24,3.29,184,56,"BogeyAverage",2013
176,176,"Nicolas Colsaerts",17,3.3,155,47,"BogeyAverage",2013
177,177,"Derek Ernst",21,3.31,192,58,"BogeyAverage",2013
178,178,"Geoff Ogilvy",19,3.33,190,57,"BogeyAverage",2013
179,179,"Eric Meierdierks",19,3.35,154,46,"BogeyAverage",2013
180,180,"Tim Herron",15,3.4,153,45,"BogeyAverage",2013
