"YTDConsecutiveCuts_RANKTHISWEEK_2006","YTDConsecutiveCuts_RANKLASTWEEK_2006","YTDConsecutiveCuts_PLAYERNAME_2006","YTDConsecutiveCuts__2006","YTDConsecutiveCuts_NUMBEROFCUTS_2006","stat_name","year"
56,56,"Jose Maria Olazabal",NA,3,"YTDConsecutiveCuts",2006
56,56,"Scott Piercy",NA,3,"YTDConsecutiveCuts",2006
56,56,"Ian Poulter",NA,3,"YTDConsecutiveCuts",2006
56,56,"Mike Small",NA,3,"YTDConsecutiveCuts",2006
56,56,"Vaughn Taylor",NA,3,"YTDConsecutiveCuts",2006
69,69,"Cameron Beckman",NA,2,"YTDConsecutiveCuts",2006
69,69,"John Bickerton",NA,2,"YTDConsecutiveCuts",2006
69,69,"Thomas Bjorn",NA,2,"YTDConsecutiveCuts",2006
69,69,"Angel Cabrera",NA,2,"YTDConsecutiveCuts",2006
69,69,"Mark Calcavecchia",NA,2,"YTDConsecutiveCuts",2006
69,69,"Michael Campbell",NA,2,"YTDConsecutiveCuts",2006
69,69,"Paul Casey",NA,2,"YTDConsecutiveCuts",2006
69,69,"Fred Couples",NA,2,"YTDConsecutiveCuts",2006
69,69,"Ben Crenshaw",NA,2,"YTDConsecutiveCuts",2006
69,69,"Bubba Dickerson",NA,2,"YTDConsecutiveCuts",2006
69,69,"Ken Duke",NA,2,"YTDConsecutiveCuts",2006
69,69,"Simon Dyson",NA,2,"YTDConsecutiveCuts",2006
69,69,"Johan Edfors",NA,2,"YTDConsecutiveCuts",2006
69,69,"Stephen Gangluff",NA,2,"YTDConsecutiveCuts",2006
69,69,"Padraig Harrington",NA,2,"YTDConsecutiveCuts",2006
69,69,"Brandt Jobe",NA,2,"YTDConsecutiveCuts",2006
69,69,"Anthony Kim",NA,2,"YTDConsecutiveCuts",2006
69,69,"Stephen Leaney",NA,2,"YTDConsecutiveCuts",2006
69,69,"Blaine McCallister",NA,2,"YTDConsecutiveCuts",2006
69,69,"Parker McLachlin",NA,2,"YTDConsecutiveCuts",2006
69,69,"Phil Mickelson",NA,2,"YTDConsecutiveCuts",2006
69,69,"Larry Mize",NA,2,"YTDConsecutiveCuts",2006
69,69,"Ryan Palmer",NA,2,"YTDConsecutiveCuts",2006
69,69,"Jesper Parnevik",NA,2,"YTDConsecutiveCuts",2006
69,69,"Tom Pernice Jr",NA,2,"YTDConsecutiveCuts",2006
69,69,"Loren Roberts",NA,2,"YTDConsecutiveCuts",2006
69,69,"Justin Rose",NA,2,"YTDConsecutiveCuts",2006
69,69,"Charl Schwartzel",NA,2,"YTDConsecutiveCuts",2006
69,69,"Heath Slocum",NA,2,"YTDConsecutiveCuts",2006
69,69,"Hideto Tanihara",NA,2,"YTDConsecutiveCuts",2006
69,69,"Nicholas Thompson",NA,2,"YTDConsecutiveCuts",2006
69,69,"Nick Watney",NA,2,"YTDConsecutiveCuts",2006
69,69,"Mike Weir",NA,2,"YTDConsecutiveCuts",2006
69,69,"Ron Whittaker",NA,2,"YTDConsecutiveCuts",2006
69,69,"Thaworn Wiratchant",NA,2,"YTDConsecutiveCuts",2006
69,69,"Don Yrene",NA,2,"YTDConsecutiveCuts",2006
