"LateScoringAverage_RANKTHISWEEK_2015","LateScoringAverage_RANKLASTWEEK_2015","LateScoringAverage_PLAYERNAME_2015","LateScoringAverage_ROUNDS_2015","LateScoringAverage_AVG_2015","LateScoringAverage_TOTALSTROKES_2015","LateScoringAverage_TOTALLATEROUNDS_2015","stat_name","year"
41,41,"Boo Weekley",79,70.3,3093,44,"LateScoringAverage",2015
42,42,"Dustin Johnson",75,70.31,2953,42,"LateScoringAverage",2015
42,42,"Daniel Summerhays",101,70.31,3445,49,"LateScoringAverage",2015
44,44,"Tony Finau",106,70.33,3868,55,"LateScoringAverage",2015
45,45,"Jonathan Byrd",69,70.36,2322,33,"LateScoringAverage",2015
45,45,"Patrick Reed",103,70.36,3870,55,"LateScoringAverage",2015
47,47,"Shawn Stefani",94,70.37,3237,46,"LateScoringAverage",2015
48,48,"Ryo Ishikawa",90,70.38,2745,39,"LateScoringAverage",2015
48,48,"Jerry Kelly",79,70.38,2815,40,"LateScoringAverage",2015
48,48,"Chris Stroud",84,70.38,2745,39,"LateScoringAverage",2015
48,48,"Jimmy Walker",89,70.38,2815,40,"LateScoringAverage",2015
52,52,"Zac Blair",108,70.39,3449,49,"LateScoringAverage",2015
52,52,"Jon Curran",83,70.39,2886,41,"LateScoringAverage",2015
52,52,"Jim Furyk",71,70.39,2675,38,"LateScoringAverage",2015
55,55,"David Lingmerth",90,70.4,3661,52,"LateScoringAverage",2015
56,56,"Cameron Tringale",96,70.41,3591,51,"LateScoringAverage",2015
57,57,"Martin Laird",77,70.42,2535,36,"LateScoringAverage",2015
58,58,"Kevin Na",98,70.44,3663,52,"LateScoringAverage",2015
59,59,"William McGirt",103,70.45,3100,44,"LateScoringAverage",2015
59,59,"Kyle Reifers",96,70.45,2677,38,"LateScoringAverage",2015
61,61,"Steven Alker",62,70.46,1973,28,"LateScoringAverage",2015
61,61,"John Huh",102,70.46,2607,37,"LateScoringAverage",2015
61,61,"Patrick Rodgers",57,70.46,1973,28,"LateScoringAverage",2015
64,64,"Webb Simpson",81,70.47,2678,38,"LateScoringAverage",2015
64,64,"Brendon Todd",96,70.47,3312,47,"LateScoringAverage",2015
66,66,"Stewart Cink",77,70.49,2749,39,"LateScoringAverage",2015
66,66,"John Peterson",84,70.49,2467,35,"LateScoringAverage",2015
66,66,"Nick Watney",91,70.49,3313,47,"LateScoringAverage",2015
69,69,"Colt Knost",90,70.5,2820,40,"LateScoringAverage",2015
70,70,"Chris Kirk",76,70.51,2609,37,"LateScoringAverage",2015
70,70,"Brendan Steele",88,70.51,2750,39,"LateScoringAverage",2015
72,72,"DA Points",72,70.53,2116,30,"LateScoringAverage",2015
73,73,"Mark Wilson",89,70.54,2610,37,"LateScoringAverage",2015
74,74,"Graham DeLaet",65,70.55,2187,31,"LateScoringAverage",2015
75,75,"Chad Campbell",97,70.56,3669,52,"LateScoringAverage",2015
76,76,"George McNeill",93,70.57,3458,49,"LateScoringAverage",2015
76,76,"Pat Perez",96,70.57,3105,44,"LateScoringAverage",2015
78,78,"Alex Cejka",94,70.58,3176,45,"LateScoringAverage",2015
78,78,"Sean OHair",86,70.58,3176,45,"LateScoringAverage",2015
78,78,"Ian Poulter",68,70.58,2682,38,"LateScoringAverage",2015
81,81,"Brian Harman",90,70.6,3389,48,"LateScoringAverage",2015
81,81,"Jim Herman",88,70.6,3036,43,"LateScoringAverage",2015
83,83,"Ryan Moore",81,70.61,3107,44,"LateScoringAverage",2015
83,83,"Alex Prugh",84,70.61,2542,36,"LateScoringAverage",2015
85,85,"Fabian Gomez",83,70.62,2613,37,"LateScoringAverage",2015
85,85,"JB Holmes",89,70.62,3178,45,"LateScoringAverage",2015
85,85,"Byron Smith",59,70.62,1836,26,"LateScoringAverage",2015
88,88,"Sangmoon Bae",98,70.64,3108,44,"LateScoringAverage",2015
88,88,"Adam Hadwin",95,70.64,3108,44,"LateScoringAverage",2015
90,90,"Steven Bowditch",103,70.65,3462,49,"LateScoringAverage",2015
90,90,"Martin Flores",95,70.65,3038,43,"LateScoringAverage",2015
92,92,"David Toms",62,70.66,2049,29,"LateScoringAverage",2015
93,93,"Ken Duke",93,70.68,2615,37,"LateScoringAverage",2015
93,93,"Luke Guthrie",84,70.68,2686,38,"LateScoringAverage",2015
95,95,"Jason Gore",76,70.69,2474,35,"LateScoringAverage",2015
95,95,"Morgan Hoffmann",85,70.69,2757,39,"LateScoringAverage",2015
97,97,"Luke Donald",71,70.71,2404,34,"LateScoringAverage",2015
98,98,"Blayne Barber",76,70.73,2617,37,"LateScoringAverage",2015
98,98,"Russell Henley",87,70.73,2829,40,"LateScoringAverage",2015
98,98,"Spencer Levin",99,70.73,3607,51,"LateScoringAverage",2015
101,101,"JJ Henry",94,70.74,2971,42,"LateScoringAverage",2015
102,102,"Chesson Hadley",101,70.75,2830,40,"LateScoringAverage",2015
103,103,"Cameron Percy",72,70.76,2618,37,"LateScoringAverage",2015
104,104,"Oscar Fraustro",58,70.77,1840,26,"LateScoringAverage",2015
105,105,"Phil Mickelson",70,70.79,2336,33,"LateScoringAverage",2015
105,105,"Francesco Molinari",56,70.79,1699,24,"LateScoringAverage",2015
105,105,"Greg Owen",58,70.79,2053,29,"LateScoringAverage",2015
108,108,"Kevin Streelman",95,70.8,2903,41,"LateScoringAverage",2015
109,109,"Scott Pinckney",88,70.82,3116,44,"LateScoringAverage",2015
109,109,"Jonathan Randolph",72,70.82,2762,39,"LateScoringAverage",2015
111,111,"Troy Merritt",91,70.84,3471,49,"LateScoringAverage",2015
112,112,"Scott Langley",94,70.86,3047,43,"LateScoringAverage",2015
113,113,"Matt Jones",89,70.87,3260,46,"LateScoringAverage",2015
114,114,"SJ Park",79,70.89,2481,35,"LateScoringAverage",2015
114,114,"Michael Thompson",83,70.89,2623,37,"LateScoringAverage",2015
116,116,"Aaron Baddeley",76,70.91,2269,32,"LateScoringAverage",2015
117,117,"Camilo Villegas",83,70.92,2624,37,"LateScoringAverage",2015
118,118,"Charley Hoffman",97,70.94,3405,48,"LateScoringAverage",2015
118,118,"Justin Leonard",61,70.94,2199,31,"LateScoringAverage",2015
120,120,"Mark Hubbard",79,70.95,2838,40,"LateScoringAverage",2015
121,121,"Carlos Ortiz",100,70.96,3335,47,"LateScoringAverage",2015
121,121,"Adam Scott",51,70.96,1916,27,"LateScoringAverage",2015
123,123,"James Hahn",94,70.98,2981,42,"LateScoringAverage",2015
123,123,"Jhonattan Vegas",90,70.98,2839,40,"LateScoringAverage",2015
123,123,"Steve Wheatcroft",87,70.98,3052,43,"LateScoringAverage",2015
126,126,"Brian Stuard",97,71,2911,41,"LateScoringAverage",2015
127,127,"Hunter Mahan",88,71.03,2486,35,"LateScoringAverage",2015
128,128,"Nicholas Thompson",90,71.05,2984,42,"LateScoringAverage",2015
129,129,"Marc Leishman",74,71.06,2345,33,"LateScoringAverage",2015
130,130,"Kevin Chappell",86,71.1,2915,41,"LateScoringAverage",2015
131,131,"Jeff Overton",94,71.12,3058,43,"LateScoringAverage",2015
131,131,"Nick Taylor",91,71.12,2987,42,"LateScoringAverage",2015
133,133,"Keegan Bradley",87,71.13,2845,40,"LateScoringAverage",2015
133,133,"Lucas Glover",79,71.13,2845,40,"LateScoringAverage",2015
135,135,"Bill Lunde",50,71.15,1423,20,"LateScoringAverage",2015
136,136,"Robert Allenby",63,71.16,1779,25,"LateScoringAverage",2015
136,136,"Charles Howell III",105,71.16,3487,49,"LateScoringAverage",2015
136,136,"Bo Van Pelt",81,71.16,2633,37,"LateScoringAverage",2015
139,139,"Billy Horschel",99,71.17,3345,47,"LateScoringAverage",2015
139,139,"Ben Martin",93,71.17,3345,47,"LateScoringAverage",2015
141,141,"Max Homa",78,71.19,2634,37,"LateScoringAverage",2015
142,142,"Sam Saunders",83,71.2,2919,41,"LateScoringAverage",2015
143,143,"John Senden",80,71.24,2422,34,"LateScoringAverage",2015
144,144,"Gonzalo Fdez Castano",81,71.25,2850,40,"LateScoringAverage",2015
145,145,"Roberto Castro",54,71.26,1639,23,"LateScoringAverage",2015
145,145,"Erik Compton",86,71.26,2993,42,"LateScoringAverage",2015
145,145,"Davis Love III",51,71.26,1639,23,"LateScoringAverage",2015
145,145,"Tyrone Van Aswegen",58,71.26,1924,27,"LateScoringAverage",2015
145,145,"Gary Woodland",81,71.26,2423,34,"LateScoringAverage",2015
150,150,"Robert Garrigus",70,71.27,2352,33,"LateScoringAverage",2015
151,151,"Brice Garnett",81,71.28,2780,39,"LateScoringAverage",2015
152,152,"Jason Dufner",76,71.29,2495,35,"LateScoringAverage",2015
152,152,"Billy Hurley III",83,71.29,2424,34,"LateScoringAverage",2015
152,152,"Seung Yul Noh",65,71.29,2210,31,"LateScoringAverage",2015
152,152,"Lee Westwood",56,71.29,1711,24,"LateScoringAverage",2015
156,156,"Ricky Barnes",82,71.35,3068,43,"LateScoringAverage",2015
157,157,"Michael Putnam",87,71.36,2783,39,"LateScoringAverage",2015
157,157,"Heath Slocum",57,71.36,1570,22,"LateScoringAverage",2015
159,159,"Derek Fathauer",81,71.41,2928,41,"LateScoringAverage",2015
160,160,"Eric Axley",57,71.42,1714,24,"LateScoringAverage",2015
160,160,"Andrew Svoboda",80,71.42,2714,38,"LateScoringAverage",2015
162,162,"John Merrick",78,71.45,2715,38,"LateScoringAverage",2015
163,163,"Charlie Beljan",76,71.46,2501,35,"LateScoringAverage",2015
164,164,"KJ Choi",66,71.5,1859,26,"LateScoringAverage",2015
165,165,"Charl Schwartzel",67,71.53,2575,36,"LateScoringAverage",2015
166,166,"Chez Reavie",56,71.54,1717,24,"LateScoringAverage",2015
167,167,"Jonas Blixt",78,71.59,2792,39,"LateScoringAverage",2015
167,167,"Padraig Harrington",60,71.59,2076,29,"LateScoringAverage",2015
169,169,"Jamie Donaldson",50,71.6,1432,20,"LateScoringAverage",2015
170,170,"Angel Cabrera",53,71.67,1720,24,"LateScoringAverage",2015
171,171,"Brian Davis",86,71.68,2437,34,"LateScoringAverage",2015
172,172,"Derek Ernst",75,71.71,2510,35,"LateScoringAverage",2015
173,173,"Andres Gonzales",90,71.78,3230,45,"LateScoringAverage",2015
174,174,"Retief Goosen",81,71.85,2802,39,"LateScoringAverage",2015
175,175,"Scott Stallings",60,71.9,2085,29,"LateScoringAverage",2015
176,176,"Andrew Putnam",68,71.91,2373,33,"LateScoringAverage",2015
177,177,"Ben Crane",62,71.92,1870,26,"LateScoringAverage",2015
178,178,"Andres Romero",69,71.97,2303,32,"LateScoringAverage",2015
179,179,"Jim Renner",68,72.03,2305,32,"LateScoringAverage",2015
180,180,"Geoff Ogilvy",50,72.1,1442,20,"LateScoringAverage",2015
181,181,"Ernie Els",57,72.15,1948,27,"LateScoringAverage",2015
182,182,"Roger Sloan",56,72.22,1950,27,"LateScoringAverage",2015
183,183,"Tim Wilkinson",73,72.23,2239,31,"LateScoringAverage",2015
184,184,"Matt Every",73,72.68,2035,28,"LateScoringAverage",2015
