"FedExCupBonusMoney_RANKTHISWEEK_2013","FedExCupBonusMoney_RANKLASTWEEK_2013","FedExCupBonusMoney_PLAYERNAME_2013","FedExCupBonusMoney_EVENTS_2013","FedExCupBonusMoney_MONEY_2013","stat_name","year"
31,31,"Harris English",26,165000,"FedExCupBonusMoney",2013
32,32,"Matt Jones",24,155000,"FedExCupBonusMoney",2013
33,33,"Kevin Stadler",25,150000,"FedExCupBonusMoney",2013
34,34,"Chris Kirk",24,145000,"FedExCupBonusMoney",2013
35,35,"Charles Howell III",26,142000,"FedExCupBonusMoney",2013
36,36,"Jimmy Walker",24,140000,"FedExCupBonusMoney",2013
37,37,"Bubba Watson",21,138000,"FedExCupBonusMoney",2013
38,38,"Rickie Fowler",22,137000,"FedExCupBonusMoney",2013
39,39,"John Merrick",23,136000,"FedExCupBonusMoney",2013
40,40,"Daniel Summerhays",26,135000,"FedExCupBonusMoney",2013
41,41,"Lee Westwood",19,134000,"FedExCupBonusMoney",2013
42,42,"John Huh",28,133000,"FedExCupBonusMoney",2013
43,43,"Chris Stroud",26,132000,"FedExCupBonusMoney",2013
44,44,"Russell Henley",24,131000,"FedExCupBonusMoney",2013
45,45,"Kevin Chappell",24,130000,"FedExCupBonusMoney",2013
46,46,"Rory Sabbatini",27,129000,"FedExCupBonusMoney",2013
47,47,"Brian Davis",28,128000,"FedExCupBonusMoney",2013
48,48,"David Lynn",22,127000,"FedExCupBonusMoney",2013
49,49,"Scott Piercy",24,126000,"FedExCupBonusMoney",2013
50,50,"Rory McIlroy",16,125000,"FedExCupBonusMoney",2013
51,51,"Ryan Moore",22,120000,"FedExCupBonusMoney",2013
52,52,"Jonas Blixt",24,115000,"FedExCupBonusMoney",2013
53,53,"Ian Poulter",16,114000,"FedExCupBonusMoney",2013
54,54,"Patrick Reed",26,113000,"FedExCupBonusMoney",2013
55,55,"Graeme McDowell",16,110000,"FedExCupBonusMoney",2013
56,56,"David Hearn",26,110000,"FedExCupBonusMoney",2013
57,57,"Brian Gay",24,110000,"FedExCupBonusMoney",2013
58,58,"Matt Every",28,110000,"FedExCupBonusMoney",2013
59,59,"Marc Leishman",23,110000,"FedExCupBonusMoney",2013
60,60,"Nicholas Thompson",29,110000,"FedExCupBonusMoney",2013
61,61,"Charley Hoffman",23,110000,"FedExCupBonusMoney",2013
62,62,"Jason Kokrak",25,110000,"FedExCupBonusMoney",2013
63,63,"Scott Stallings",27,110000,"FedExCupBonusMoney",2013
64,64,"Bryce Molder",24,110000,"FedExCupBonusMoney",2013
65,65,"Angel Cabrera",21,110000,"FedExCupBonusMoney",2013
66,66,"Michael Thompson",22,110000,"FedExCupBonusMoney",2013
67,67,"Ken Duke",28,110000,"FedExCupBonusMoney",2013
68,68,"Ernie Els",19,110000,"FedExCupBonusMoney",2013
69,69,"Sangmoon Bae",26,110000,"FedExCupBonusMoney",2013
70,70,"Brendan Steele",26,110000,"FedExCupBonusMoney",2013
71,71,"Ryan Palmer",22,80000,"FedExCupBonusMoney",2013
72,72,"Freddie Jacobson",19,80000,"FedExCupBonusMoney",2013
73,73,"KJ Choi",24,80000,"FedExCupBonusMoney",2013
74,74,"Martin Laird",21,80000,"FedExCupBonusMoney",2013
75,75,"David Lingmerth",23,80000,"FedExCupBonusMoney",2013
76,76,"Stewart Cink",22,80000,"FedExCupBonusMoney",2013
77,77,"Kyle Stanley",24,80000,"FedExCupBonusMoney",2013
78,78,"Josh Teater",24,80000,"FedExCupBonusMoney",2013
79,79,"Cameron Tringale",24,80000,"FedExCupBonusMoney",2013
80,80,"Tim Clark",20,80000,"FedExCupBonusMoney",2013
81,81,"John Rollins",24,75000,"FedExCupBonusMoney",2013
82,82,"Camilo Villegas",23,75000,"FedExCupBonusMoney",2013
83,83,"Bob Estes",18,75000,"FedExCupBonusMoney",2013
84,84,"Martin Kaymer",17,75000,"FedExCupBonusMoney",2013
85,85,"Jerry Kelly",22,75000,"FedExCupBonusMoney",2013
86,86,"Justin Leonard",24,75000,"FedExCupBonusMoney",2013
87,87,"Martin Flores",25,75000,"FedExCupBonusMoney",2013
88,88,"Scott Brown",21,75000,"FedExCupBonusMoney",2013
89,89,"Bo Van Pelt",22,75000,"FedExCupBonusMoney",2013
90,90,"Luke Guthrie",27,75000,"FedExCupBonusMoney",2013
91,91,"Robert Garrigus",22,75000,"FedExCupBonusMoney",2013
92,92,"Brian Stuard",25,75000,"FedExCupBonusMoney",2013
93,93,"Derek Ernst",21,75000,"FedExCupBonusMoney",2013
94,94,"Brian Harman",29,75000,"FedExCupBonusMoney",2013
95,95,"Stuart Appleby",25,75000,"FedExCupBonusMoney",2013
96,96,"Richard Lee",24,75000,"FedExCupBonusMoney",2013
97,97,"Greg Chalmers",25,75000,"FedExCupBonusMoney",2013
98,98,"Pat Perez",22,75000,"FedExCupBonusMoney",2013
99,99,"Erik Compton",24,75000,"FedExCupBonusMoney",2013
100,100,"William McGirt",24,75000,"FedExCupBonusMoney",2013
101,101,"Aaron Baddeley",24,70000,"FedExCupBonusMoney",2013
102,102,"George McNeill",21,70000,"FedExCupBonusMoney",2013
103,103,"James Driscoll",23,70000,"FedExCupBonusMoney",2013
104,104,"Geoff Ogilvy",19,70000,"FedExCupBonusMoney",2013
105,105,"Ted Potter Jr",22,70000,"FedExCupBonusMoney",2013
106,106,"JJ Henry",26,70000,"FedExCupBonusMoney",2013
107,107,"Carl Pettersson",24,70000,"FedExCupBonusMoney",2013
108,108,"Jeff Overton",24,70000,"FedExCupBonusMoney",2013
109,109,"John Senden",25,70000,"FedExCupBonusMoney",2013
110,110,"James Hahn",26,70000,"FedExCupBonusMoney",2013
111,111,"Mark Wilson",19,70000,"FedExCupBonusMoney",2013
112,112,"Charlie Beljan",24,70000,"FedExCupBonusMoney",2013
113,113,"Jason Bohn",23,70000,"FedExCupBonusMoney",2013
114,114,"Lucas Glover",23,70000,"FedExCupBonusMoney",2013
115,115,"Jeff Maggert",21,70000,"FedExCupBonusMoney",2013
116,116,"Justin Hicks",25,70000,"FedExCupBonusMoney",2013
117,117,"Morgan Hoffmann",20,70000,"FedExCupBonusMoney",2013
118,118,"Chez Reavie",22,70000,"FedExCupBonusMoney",2013
119,119,"DH Lee",22,70000,"FedExCupBonusMoney",2013
120,120,"Andres Romero",21,70000,"FedExCupBonusMoney",2013
121,121,"Johnson Wagner",24,70000,"FedExCupBonusMoney",2013
122,122,"Scott Langley",27,70000,"FedExCupBonusMoney",2013
123,123,"Charlie Wi",23,70000,"FedExCupBonusMoney",2013
124,124,"Steven Bowditch",22,70000,"FedExCupBonusMoney",2013
125,125,"Ben Crane",21,70000,"FedExCupBonusMoney",2013
126,126,"Robert Streb",25,32000,"FedExCupBonusMoney",2013
127,127,"Peter Hanson",15,32000,"FedExCupBonusMoney",2013
128,128,"Nicolas Colsaerts",17,32000,"FedExCupBonusMoney",2013
129,129,"Brad Fritsch",24,32000,"FedExCupBonusMoney",2013
130,130,"Padraig Harrington",17,32000,"FedExCupBonusMoney",2013
131,131,"Bud Cauley",24,32000,"FedExCupBonusMoney",2013
132,132,"Ricky Barnes",26,32000,"FedExCupBonusMoney",2013
133,133,"Fabian Gomez",23,32000,"FedExCupBonusMoney",2013
134,134,"Greg Owen",24,32000,"FedExCupBonusMoney",2013
135,135,"Shawn Stefani",21,32000,"FedExCupBonusMoney",2013
136,136,"Chad Campbell",25,32000,"FedExCupBonusMoney",2013
137,137,"Woody Austin",8,32000,"FedExCupBonusMoney",2013
138,138,"David Toms",16,32000,"FedExCupBonusMoney",2013
139,139,"Jim Herman",19,32000,"FedExCupBonusMoney",2013
140,140,"Tommy Gainey",28,32000,"FedExCupBonusMoney",2013
141,141,"Ryo Ishikawa",23,32000,"FedExCupBonusMoney",2013
142,142,"Tag Ridings",24,32000,"FedExCupBonusMoney",2013
143,143,"Trevor Immelman",24,32000,"FedExCupBonusMoney",2013
144,144,"Dicky Pride",23,32000,"FedExCupBonusMoney",2013
145,145,"Brendon Todd",10,32000,"FedExCupBonusMoney",2013
146,146,"Vijay Singh",19,32000,"FedExCupBonusMoney",2013
147,147,"Doug LaBelle II",23,32000,"FedExCupBonusMoney",2013
148,148,"Ben Kohles",25,32000,"FedExCupBonusMoney",2013
149,149,"Brandt Jobe",19,32000,"FedExCupBonusMoney",2013
150,150,"Justin Bolli",23,32000,"FedExCupBonusMoney",2013
