"AverageApproachDistancePar_RANKTHISWEEK_2015","AverageApproachDistancePar_RANKLASTWEEK_2015","AverageApproachDistancePar_PLAYERNAME_2015","AverageApproachDistancePar_ROUNDS_2015","AverageApproachDistancePar_AVGYARDS_2015","AverageApproachDistancePar_TOTALDISTANCEINCHES_2015","AverageApproachDistancePar_NUMBEROFAPPROACHSHOTS_2015","stat_name","year"
80,80,"Bill Lunde",50,162.7,2442653,417,"AverageApproachDistancePar",2015
80,80,"Pat Perez",96,162.7,5527841,944,"AverageApproachDistancePar",2015
80,80,"Jim Renner",68,162.7,3831510,654,"AverageApproachDistancePar",2015
80,80,"David Toms",62,162.7,3912854,668,"AverageApproachDistancePar",2015
80,80,"Nick Watney",91,162.7,5305806,906,"AverageApproachDistancePar",2015
91,91,"Steven Alker",62,162.8,3423222,584,"AverageApproachDistancePar",2015
91,91,"Ben Crane",62,162.8,3569757,609,"AverageApproachDistancePar",2015
91,91,"Graham DeLaet",65,162.8,3646097,622,"AverageApproachDistancePar",2015
91,91,"Max Homa",78,162.8,4055616,692,"AverageApproachDistancePar",2015
91,91,"Brendon Todd",96,162.8,5239290,894,"AverageApproachDistancePar",2015
96,96,"Morgan Hoffmann",85,162.9,4498740,767,"AverageApproachDistancePar",2015
96,96,"Michael Thompson",83,162.9,4790825,817,"AverageApproachDistancePar",2015
98,98,"Alex Cejka",94,163,5375343,916,"AverageApproachDistancePar",2015
98,98,"Bryce Molder",91,163,5322185,907,"AverageApproachDistancePar",2015
100,100,"Scott Stallings",60,163.1,3135509,534,"AverageApproachDistancePar",2015
101,101,"Steven Bowditch",103,163.2,5944208,1012,"AverageApproachDistancePar",2015
101,101,"Camilo Villegas",83,163.2,4789002,815,"AverageApproachDistancePar",2015
103,103,"Paul Casey",87,163.3,4185884,712,"AverageApproachDistancePar",2015
103,103,"Greg Chalmers",58,163.3,2316252,394,"AverageApproachDistancePar",2015
103,103,"Mark Hubbard",79,163.3,4180317,711,"AverageApproachDistancePar",2015
103,103,"Justin Rose",69,163.3,3157635,537,"AverageApproachDistancePar",2015
103,103,"Hudson Swafford",97,163.3,5415597,921,"AverageApproachDistancePar",2015
108,108,"Shawn Stefani",94,163.4,5782328,983,"AverageApproachDistancePar",2015
108,108,"Chris Stroud",84,163.4,4452506,757,"AverageApproachDistancePar",2015
110,110,"Carlos Ortiz",100,163.5,5315483,903,"AverageApproachDistancePar",2015
110,110,"Patrick Reed",103,163.5,4961312,843,"AverageApproachDistancePar",2015
110,110,"Vijay Singh",78,163.5,4678846,795,"AverageApproachDistancePar",2015
113,113,"Matt Every",73,163.7,3672291,623,"AverageApproachDistancePar",2015
113,113,"Charl Schwartzel",67,163.7,2682174,455,"AverageApproachDistancePar",2015
115,115,"Andrew Svoboda",80,163.8,4386587,744,"AverageApproachDistancePar",2015
116,116,"Chris Kirk",76,163.9,3751564,636,"AverageApproachDistancePar",2015
116,116,"Kevin Kisner",104,163.9,6574212,1114,"AverageApproachDistancePar",2015
116,116,"Hunter Mahan",88,163.9,4456083,755,"AverageApproachDistancePar",2015
116,116,"Troy Merritt",91,163.9,5728846,971,"AverageApproachDistancePar",2015
116,116,"Scott Piercy",90,163.9,5451390,924,"AverageApproachDistancePar",2015
116,116,"Steve Wheatcroft",87,163.9,4654197,789,"AverageApproachDistancePar",2015
122,122,"Harris English",105,164,6004824,1017,"AverageApproachDistancePar",2015
122,122,"Padraig Harrington",60,164,3258060,552,"AverageApproachDistancePar",2015
122,122,"Jerry Kelly",79,164,4515320,765,"AverageApproachDistancePar",2015
122,122,"Martin Laird",77,164,4912166,832,"AverageApproachDistancePar",2015
122,122,"Jonathan Randolph",72,164,3837729,650,"AverageApproachDistancePar",2015
122,122,"Webb Simpson",81,164,4404255,746,"AverageApproachDistancePar",2015
122,122,"Mark Wilson",89,164,5604417,949,"AverageApproachDistancePar",2015
129,129,"Chad Campbell",97,164.1,6331481,1072,"AverageApproachDistancePar",2015
129,129,"Matt Jones",89,164.1,4372627,740,"AverageApproachDistancePar",2015
129,129,"John Merrick",78,164.1,3816960,646,"AverageApproachDistancePar",2015
132,132,"Zac Blair",108,164.2,6296991,1065,"AverageApproachDistancePar",2015
132,132,"Adam Hadwin",95,164.2,5468738,925,"AverageApproachDistancePar",2015
134,134,"Aaron Baddeley",76,164.3,4418258,747,"AverageApproachDistancePar",2015
134,134,"Brendon de Jonge",106,164.3,6238595,1055,"AverageApproachDistancePar",2015
134,134,"Billy Horschel",99,164.3,4821316,815,"AverageApproachDistancePar",2015
137,137,"Colt Knost",90,164.5,5058503,854,"AverageApproachDistancePar",2015
137,137,"Phil Mickelson",70,164.5,3493392,590,"AverageApproachDistancePar",2015
137,137,"Louis Oosthuizen",68,164.5,3198119,540,"AverageApproachDistancePar",2015
137,137,"Tyrone Van Aswegen",58,164.5,2961703,500,"AverageApproachDistancePar",2015
141,141,"Ian Poulter",68,164.8,3263640,550,"AverageApproachDistancePar",2015
142,142,"Daniel Berger",97,164.9,5610664,945,"AverageApproachDistancePar",2015
142,142,"Bill Haas",89,164.9,5058646,852,"AverageApproachDistancePar",2015
144,144,"Jonathan Byrd",69,165,3474582,585,"AverageApproachDistancePar",2015
144,144,"Hideki Matsuyama",95,165,4608293,776,"AverageApproachDistancePar",2015
144,144,"Daniel Summerhays",101,165,6065681,1021,"AverageApproachDistancePar",2015
144,144,"Lee Westwood",56,165,1996376,336,"AverageApproachDistancePar",2015
148,148,"Marc Leishman",74,165.1,3531004,594,"AverageApproachDistancePar",2015
148,148,"Spencer Levin",99,165.1,5847715,984,"AverageApproachDistancePar",2015
148,148,"Rory Sabbatini",81,165.1,4416557,743,"AverageApproachDistancePar",2015
151,151,"Gonzalo Fdez Castano",81,165.2,4239271,713,"AverageApproachDistancePar",2015
151,151,"Billy Hurley III",83,165.2,4668807,785,"AverageApproachDistancePar",2015
153,153,"Andrew Putnam",68,165.3,3522370,592,"AverageApproachDistancePar",2015
154,154,"Jason Dufner",76,165.4,3256755,547,"AverageApproachDistancePar",2015
154,154,"Brandt Snedeker",98,165.4,5089935,855,"AverageApproachDistancePar",2015
156,156,"George McNeill",93,165.5,6119510,1027,"AverageApproachDistancePar",2015
157,157,"Sean OHair",86,165.6,5396047,905,"AverageApproachDistancePar",2015
158,158,"Ricky Barnes",82,165.7,4301023,721,"AverageApproachDistancePar",2015
158,158,"Ryo Ishikawa",90,165.7,4897121,821,"AverageApproachDistancePar",2015
158,158,"Danny Lee",120,165.7,6651821,1115,"AverageApproachDistancePar",2015
158,158,"Jhonattan Vegas",90,165.7,4902008,822,"AverageApproachDistancePar",2015
162,162,"Robert Allenby",63,165.8,3490771,585,"AverageApproachDistancePar",2015
162,162,"Andres Romero",69,165.8,3467592,581,"AverageApproachDistancePar",2015
164,164,"Kevin Na",98,165.9,4890587,819,"AverageApproachDistancePar",2015
164,164,"John Peterson",84,165.9,5612780,940,"AverageApproachDistancePar",2015
166,166,"Geoff Ogilvy",50,166,2330912,390,"AverageApproachDistancePar",2015
167,167,"Michael Putnam",87,166.2,4828850,807,"AverageApproachDistancePar",2015
167,167,"John Senden",80,166.2,3373562,564,"AverageApproachDistancePar",2015
169,169,"Brendan Steele",88,166.3,5123602,856,"AverageApproachDistancePar",2015
169,169,"Cameron Tringale",96,166.3,5466056,913,"AverageApproachDistancePar",2015
171,171,"KJ Choi",66,166.5,3981145,664,"AverageApproachDistancePar",2015
172,172,"Jamie Donaldson",50,166.6,2357245,393,"AverageApproachDistancePar",2015
173,173,"DA Points",72,166.7,4020040,670,"AverageApproachDistancePar",2015
174,174,"Luke Donald",71,166.8,3843896,640,"AverageApproachDistancePar",2015
174,174,"Rickie Fowler",76,166.8,3842329,640,"AverageApproachDistancePar",2015
176,176,"Retief Goosen",81,166.9,4024806,670,"AverageApproachDistancePar",2015
177,177,"Ryan Moore",81,167.2,4153035,690,"AverageApproachDistancePar",2015
178,178,"Gary Woodland",81,167.4,3736485,620,"AverageApproachDistancePar",2015
179,179,"Keegan Bradley",87,167.6,4277681,709,"AverageApproachDistancePar",2015
180,180,"Francesco Molinari",56,167.9,3167928,524,"AverageApproachDistancePar",2015
181,181,"Angel Cabrera",53,168.3,2792958,461,"AverageApproachDistancePar",2015
182,182,"John Huh",102,169.3,6398474,1050,"AverageApproachDistancePar",2015
183,183,"Sergio Garcia",59,170.2,2451202,400,"AverageApproachDistancePar",2015
184,184,"Henrik Stenson",63,172.3,3169904,511,"AverageApproachDistancePar",2015
