"FairwayProximity_RANKTHISWEEK_2014","FairwayProximity_RANKLASTWEEK_2014","FairwayProximity_PLAYERNAME_2014","FairwayProximity_ROUNDS_2014","FairwayProximity_AVG_2014","FairwayProximity_ATTEMPTS_2014","FairwayProximity_TOTALDISTANCEFEET_2014","FairwayProximity_RELATIVETOPAR_2014","stat_name","year"
117,117,"Bill Haas",107,NA,1081,34789.167,-120,"FairwayProximity",2014
117,117,"Charles Howell III",106,NA,1115,35907.167,-106,"FairwayProximity",2014
117,117,"Davis Love III",74,NA,821,26404,-17,"FairwayProximity",2014
117,117,"John Senden",99,NA,1093,35189.667,-121,"FairwayProximity",2014
117,117,"Boo Weekley",73,NA,771,24820.333,-6,"FairwayProximity",2014
123,123,"Phil Mickelson",71,NA,620,19980.917,-40,"FairwayProximity",2014
123,123,"Shawn Stefani",60,NA,757,24386.417,-71,"FairwayProximity",2014
125,125,"Gonzalo Fdez Castano",83,NA,888,28690.75,-46,"FairwayProximity",2014
125,125,"Michael Putnam",106,NA,1190,38441.417,-96,"FairwayProximity",2014
127,127,"Danny Lee",84,NA,928,30060.333,-48,"FairwayProximity",2014
127,127,"Will Ma Kenzie",82,NA,971,31473.917,-72,"FairwayProximity",2014
129,129,"Woody Austin",63,NA,737,23937.833,-27,"FairwayProximity",2014
129,129,"Martin Flores",85,NA,856,27803.083,-60,"FairwayProximity",2014
129,129,"JJ Henry",91,NA,1072,34869.25,-37,"FairwayProximity",2014
129,129,"Martin Laird",66,NA,722,23477.333,-48,"FairwayProximity",2014
129,129,"DA Points",75,NA,735,23874.083,-13,"FairwayProximity",2014
129,129,"John Rollins",84,NA,872,28317.167,12,"FairwayProximity",2014
135,135,"John Huh",87,NA,965,31458.083,-42,"FairwayProximity",2014
135,135,"Justin Leonard",75,NA,856,27866,-57,"FairwayProximity",2014
135,135,"Wes Roach",67,NA,664,21630,-20,"FairwayProximity",2014
135,135,"Nicholas Thompson",85,NA,970,31566.5,-19,"FairwayProximity",2014
135,135,"Michael Thompson",74,NA,805,26201,-57,"FairwayProximity",2014
140,140,"Henrik Stenson",56,NA,532,17360,-45,"FairwayProximity",2014
141,141,"Erik Compton",88,NA,955,31250.833,-63,"FairwayProximity",2014
141,141,"Andrew Loupe",65,NA,582,19044.5,-20,"FairwayProximity",2014
143,143,"Briny Baird",50,NA,601,19750.583,-17,"FairwayProximity",2014
143,143,"Roberto Castro",76,NA,803,26396,-19,"FairwayProximity",2014
145,145,"Charlie Wi",72,NA,837,27563.833,-27,"FairwayProximity",2014
146,146,"Sean OHair",77,NA,825,27243,-47,"FairwayProximity",2014
147,147,"Jonathan Byrd",76,NA,867,28653.083,-23,"FairwayProximity",2014
147,147,"Chris Stroud",88,NA,952,31475.583,-90,"FairwayProximity",2014
147,147,"Jhonattan Vegas",77,NA,831,27474,-39,"FairwayProximity",2014
150,150,"Jamie Lovemark",64,NA,550,18227.333,-29,"FairwayProximity",2014
150,150,"Charl Schwartzel",64,NA,681,22571.417,-78,"FairwayProximity",2014
150,150,"Daniel Summerhays",98,NA,1211,40185.833,-97,"FairwayProximity",2014
153,153,"Russell Henley",92,NA,995,33068.25,-55,"FairwayProximity",2014
153,153,"Troy Matteson",62,NA,603,20060.5,-5,"FairwayProximity",2014
155,155,"Mike Weir",69,NA,649,21610.5,7,"FairwayProximity",2014
156,156,"Chad Collins",78,NA,778,26026.333,-30,"FairwayProximity",2014
156,156,"YE Yang",79,NA,803,26859,-31,"FairwayProximity",2014
158,158,"Sangmoon Bae",76,NA,855,28739.167,-49,"FairwayProximity",2014
158,158,"Brian Davis",93,NA,1097,36823.833,-67,"FairwayProximity",2014
158,158,"Bronson La Cassie",51,NA,458,15365.583,2,"FairwayProximity",2014
158,158,"Hunter Mahan",88,NA,953,32031.917,-57,"FairwayProximity",2014
158,158,"Geoff Ogilvy",84,NA,920,30870.667,-21,"FairwayProximity",2014
163,163,"William McGirt",96,NA,1109,37379.5,-70,"FairwayProximity",2014
164,164,"Brian Gay",81,NA,819,27667.667,-5,"FairwayProximity",2014
165,165,"Lee Westwood",57,NA,553,18713.25,-33,"FairwayProximity",2014
166,166,"Jonas Blixt",64,NA,529,17967.5,-28,"FairwayProximity",2014
166,166,"James Driscoll",71,NA,679,23079.25,-23,"FairwayProximity",2014
166,166,"Trevor Immelman",84,NA,867,29471.333,-23,"FairwayProximity",2014
169,169,"Ben Curtis",77,NA,887,30259.417,-29,"FairwayProximity",2014
170,170,"Kevin Tway",64,NA,598,20435,-8,"FairwayProximity",2014
171,171,"Richard Lee",80,NA,785,27005.333,-36,"FairwayProximity",2014
172,172,"DH Lee",54,NA,624,21552.75,0,"FairwayProximity",2014
172,172,"Andres Romero",81,NA,878,30307.917,-49,"FairwayProximity",2014
174,174,"Aaron Baddeley",74,NA,714,24665.5,-46,"FairwayProximity",2014
175,175,"Derek Ernst",80,NA,844,29260.667,-3,"FairwayProximity",2014
176,176,"Greg Chalmers",85,NA,916,32123.167,-49,"FairwayProximity",2014
177,177,"Matt Jones",83,NA,745,26192.833,-52,"FairwayProximity",2014
