"BestYTDStreakwoa3Putt_RANKTHISWEEK_2016","BestYTDStreakwoa3Putt_RANKLASTWEEK_2016","BestYTDStreakwoa3Putt_PLAYERNAME_2016","BestYTDStreakwoa3Putt_EVENTS_2016","BestYTDStreakwoa3Putt_BESTSTREAK_2016","BestYTDStreakwoa3Putt_CURRENTSTREAK_2016","stat_name","year"
41,39,"Will Ma Kenzie",17,165,22,"BestYTDStreakwoa3Putt",2016
41,39,"Sam Saunders",15,165,10,"BestYTDStreakwoa3Putt",2016
44,42,"Mark Wilson",13,164,1,"BestYTDStreakwoa3Putt",2016
45,43,"Retief Goosen",10,163,74,"BestYTDStreakwoa3Putt",2016
46,44,"Kiradech Aphibarnrat",5,162,18,"BestYTDStreakwoa3Putt",2016
46,44,"Ben Crane",17,162,11,"BestYTDStreakwoa3Putt",2016
48,46,"Ricky Barnes",18,161,53,"BestYTDStreakwoa3Putt",2016
49,47,"Luke Guthrie",11,160,30,"BestYTDStreakwoa3Putt",2016
49,47,"Bill Haas",12,160,29,"BestYTDStreakwoa3Putt",2016
51,49,"JJ Henry",14,157,15,"BestYTDStreakwoa3Putt",2016
51,49,"Charley Hoffman",14,157,29,"BestYTDStreakwoa3Putt",2016
51,49,"Michael Kim",18,157,11,"BestYTDStreakwoa3Putt",2016
54,53,"Bronson Burgoon",17,156,NA,"BestYTDStreakwoa3Putt",2016
55,54,"Jason Dufner",15,155,11,"BestYTDStreakwoa3Putt",2016
55,54,"Jason Kokrak",17,155,10,"BestYTDStreakwoa3Putt",2016
57,56,"Jamie Lovemark",17,154,36,"BestYTDStreakwoa3Putt",2016
58,57,"Alex Cejka",15,151,10,"BestYTDStreakwoa3Putt",2016
58,57,"Smylie Kaufman",16,151,13,"BestYTDStreakwoa3Putt",2016
58,57,"Henrik Norlander",13,151,11,"BestYTDStreakwoa3Putt",2016
61,60,"Greg Owen",18,150,2,"BestYTDStreakwoa3Putt",2016
61,60,"Scott Piercy",12,150,21,"BestYTDStreakwoa3Putt",2016
63,62,"Matt Every",14,149,8,"BestYTDStreakwoa3Putt",2016
64,63,"Derek Fathauer",18,148,5,"BestYTDStreakwoa3Putt",2016
65,64,"Hiroshi Iwata",18,146,8,"BestYTDStreakwoa3Putt",2016
65,64,"Bryce Molder",16,146,68,"BestYTDStreakwoa3Putt",2016
67,66,"Keegan Bradley",14,145,13,"BestYTDStreakwoa3Putt",2016
67,66,"David Hearn",18,145,128,"BestYTDStreakwoa3Putt",2016
69,68,"Stuart Appleby",13,144,27,"BestYTDStreakwoa3Putt",2016
69,68,"Rafa Cabrera Bello",4,144,6,"BestYTDStreakwoa3Putt",2016
69,199,"Fabian Gomez",15,144,NA,"BestYTDStreakwoa3Putt",2016
69,68,"Henrik Stenson",8,144,9,"BestYTDStreakwoa3Putt",2016
73,71,"Graham DeLaet",14,142,9,"BestYTDStreakwoa3Putt",2016
73,71,"Kevin Na",14,142,80,"BestYTDStreakwoa3Putt",2016
73,71,"Will Wilcox",16,142,74,"BestYTDStreakwoa3Putt",2016
76,74,"DH Lee",13,141,23,"BestYTDStreakwoa3Putt",2016
77,193,"Scott Stallings",17,140,140,"BestYTDStreakwoa3Putt",2016
77,75,"Kyle Stanley",17,140,6,"BestYTDStreakwoa3Putt",2016
79,76,"Graeme McDowell",11,139,37,"BestYTDStreakwoa3Putt",2016
80,77,"Matthew Fitzpatrick",7,138,10,"BestYTDStreakwoa3Putt",2016
80,77,"Sung Kang",16,138,62,"BestYTDStreakwoa3Putt",2016
82,79,"Daniel Berger",15,137,11,"BestYTDStreakwoa3Putt",2016
82,79,"Scott Brown",17,137,3,"BestYTDStreakwoa3Putt",2016
82,79,"Scott Langley",13,137,25,"BestYTDStreakwoa3Putt",2016
82,79,"Ryan Palmer",12,137,26,"BestYTDStreakwoa3Putt",2016
82,79,"Cameron Smith",14,137,13,"BestYTDStreakwoa3Putt",2016
87,85,"Steven Bowditch",14,135,NA,"BestYTDStreakwoa3Putt",2016
87,85,"Michael Bradley",5,135,72,"BestYTDStreakwoa3Putt",2016
87,186,"Kevin Chappell",14,135,2,"BestYTDStreakwoa3Putt",2016
87,114,"Erik Compton",16,135,135,"BestYTDStreakwoa3Putt",2016
87,85,"Hunter Stewart",7,135,6,"BestYTDStreakwoa3Putt",2016
87,85,"Steve Wheatcroft",16,135,33,"BestYTDStreakwoa3Putt",2016
93,92,"Thomas Aiken",13,134,28,"BestYTDStreakwoa3Putt",2016
93,89,"Rafael Campos",2,134,9,"BestYTDStreakwoa3Putt",2016
93,89,"Russell Henley",14,134,7,"BestYTDStreakwoa3Putt",2016
93,89,"Wes Roach",12,134,60,"BestYTDStreakwoa3Putt",2016
97,92,"Tyler Aldridge",18,133,12,"BestYTDStreakwoa3Putt",2016
97,92,"KJ Choi",14,133,13,"BestYTDStreakwoa3Putt",2016
97,92,"Charles Howell III",17,133,14,"BestYTDStreakwoa3Putt",2016
97,92,"Chez Reavie",16,133,30,"BestYTDStreakwoa3Putt",2016
101,97,"Russell Knox",14,132,55,"BestYTDStreakwoa3Putt",2016
101,97,"Anirban Lahiri",13,132,15,"BestYTDStreakwoa3Putt",2016
101,97,"Lucas Lee",9,132,59,"BestYTDStreakwoa3Putt",2016
104,100,"Lucas Glover",16,131,83,"BestYTDStreakwoa3Putt",2016
105,101,"Stewart Cink",14,130,30,"BestYTDStreakwoa3Putt",2016
105,101,"Phil Mickelson",11,130,10,"BestYTDStreakwoa3Putt",2016
105,101,"Justin Thomas",15,130,11,"BestYTDStreakwoa3Putt",2016
108,104,"Jeff Overton",17,129,16,"BestYTDStreakwoa3Putt",2016
109,105,"Martin Laird",13,128,19,"BestYTDStreakwoa3Putt",2016
109,105,"Tyrone Van Aswegen",20,128,29,"BestYTDStreakwoa3Putt",2016
111,107,"William McGirt",15,127,18,"BestYTDStreakwoa3Putt",2016
112,108,"Tom Gillis",7,126,34,"BestYTDStreakwoa3Putt",2016
112,108,"Patton Kizzire",16,126,24,"BestYTDStreakwoa3Putt",2016
112,108,"Steve Marino",14,126,2,"BestYTDStreakwoa3Putt",2016
112,108,"Chris Wood",5,126,15,"BestYTDStreakwoa3Putt",2016
116,112,"Vijay Singh",13,125,10,"BestYTDStreakwoa3Putt",2016
117,113,"Cameron Tringale",14,124,33,"BestYTDStreakwoa3Putt",2016
118,115,"Seung Yul Noh",17,122,39,"BestYTDStreakwoa3Putt",2016
118,115,"Shawn Stefani",16,122,5,"BestYTDStreakwoa3Putt",2016
118,115,"Jhonattan Vegas",14,122,2,"BestYTDStreakwoa3Putt",2016
118,115,"Johnson Wagner",14,122,6,"BestYTDStreakwoa3Putt",2016
122,119,"Matt Kuchar",12,121,31,"BestYTDStreakwoa3Putt",2016
122,119,"John Senden",15,121,107,"BestYTDStreakwoa3Putt",2016
122,119,"Bubba Watson",8,121,18,"BestYTDStreakwoa3Putt",2016
125,128,"Brian Stuard",8,120,16,"BestYTDStreakwoa3Putt",2016
126,122,"Brendon Todd",18,119,50,"BestYTDStreakwoa3Putt",2016
127,123,"Freddie Jacobson",16,118,94,"BestYTDStreakwoa3Putt",2016
127,123,"Hideki Matsuyama",12,118,17,"BestYTDStreakwoa3Putt",2016
129,125,"Hunter Mahan",14,117,22,"BestYTDStreakwoa3Putt",2016
129,125,"Ian Poulter",10,117,7,"BestYTDStreakwoa3Putt",2016
129,125,"Robert Streb",16,117,6,"BestYTDStreakwoa3Putt",2016
132,128,"Cameron Percy",7,116,36,"BestYTDStreakwoa3Putt",2016
132,128,"Steve Stricker",8,116,59,"BestYTDStreakwoa3Putt",2016
134,131,"Bud Cauley",6,115,11,"BestYTDStreakwoa3Putt",2016
135,132,"Scott Pinckney",18,114,23,"BestYTDStreakwoa3Putt",2016
135,132,"Danny Willett",5,114,38,"BestYTDStreakwoa3Putt",2016
137,134,"Brett Stegmaier",19,113,69,"BestYTDStreakwoa3Putt",2016
138,135,"Jerry Kelly",12,112,62,"BestYTDStreakwoa3Putt",2016
138,135,"Frank Lickliter II",4,112,2,"BestYTDStreakwoa3Putt",2016
138,135,"Rory Sabbatini",14,112,5,"BestYTDStreakwoa3Putt",2016
138,135,"Chris Stroud",17,112,25,"BestYTDStreakwoa3Putt",2016
138,135,"Nick Watney",5,112,83,"BestYTDStreakwoa3Putt",2016
143,140,"Brian Harman",18,111,2,"BestYTDStreakwoa3Putt",2016
143,140,"Mark Hubbard",20,111,23,"BestYTDStreakwoa3Putt",2016
143,140,"Kelly Kraft",12,111,16,"BestYTDStreakwoa3Putt",2016
143,140,"Danny Lee",16,111,13,"BestYTDStreakwoa3Putt",2016
143,140,"Kyle Reifers",19,111,24,"BestYTDStreakwoa3Putt",2016
148,145,"Branden Grace",9,110,25,"BestYTDStreakwoa3Putt",2016
149,146,"Rob Oppenheim",11,109,16,"BestYTDStreakwoa3Putt",2016
149,146,"Andres Romero",8,109,49,"BestYTDStreakwoa3Putt",2016
149,146,"Brandt Snedeker",14,109,28,"BestYTDStreakwoa3Putt",2016
152,149,"Tim Clark",7,108,40,"BestYTDStreakwoa3Putt",2016
152,149,"Robert Garrigus",11,108,33,"BestYTDStreakwoa3Putt",2016
152,149,"Chesson Hadley",16,108,NA,"BestYTDStreakwoa3Putt",2016
152,149,"Jim Herman",17,108,20,"BestYTDStreakwoa3Putt",2016
152,149,"Shane Lowry",10,108,4,"BestYTDStreakwoa3Putt",2016
152,211,"Francesco Molinari",10,108,108,"BestYTDStreakwoa3Putt",2016
152,149,"Martin Piller",12,108,8,"BestYTDStreakwoa3Putt",2016
152,149,"Lee Westwood",4,108,2,"BestYTDStreakwoa3Putt",2016
160,156,"Justin Hicks",10,107,4,"BestYTDStreakwoa3Putt",2016
161,157,"Abraham Ancer",11,106,10,"BestYTDStreakwoa3Putt",2016
161,157,"Paul Casey",11,106,2,"BestYTDStreakwoa3Putt",2016
161,157,"Whee Kim",18,106,20,"BestYTDStreakwoa3Putt",2016
161,157,"Rory McIlroy",9,106,22,"BestYTDStreakwoa3Putt",2016
161,157,"Hudson Swafford",17,106,16,"BestYTDStreakwoa3Putt",2016
166,162,"Byeong Hun An",7,105,67,"BestYTDStreakwoa3Putt",2016
166,162,"Angel Cabrera",13,105,7,"BestYTDStreakwoa3Putt",2016
166,162,"Dicky Pride",13,105,105,"BestYTDStreakwoa3Putt",2016
169,165,"Chad Campbell",18,104,1,"BestYTDStreakwoa3Putt",2016
169,165,"DA Points",11,104,1,"BestYTDStreakwoa3Putt",2016
169,165,"Kevin Streelman",15,104,37,"BestYTDStreakwoa3Putt",2016
172,168,"Shane Bertsch",9,103,28,"BestYTDStreakwoa3Putt",2016
173,169,"George McNeill",13,102,6,"BestYTDStreakwoa3Putt",2016
173,169,"Brendan Steele",14,102,25,"BestYTDStreakwoa3Putt",2016
175,171,"Robert Allenby",16,101,2,"BestYTDStreakwoa3Putt",2016
175,171,"Nick Taylor",17,101,63,"BestYTDStreakwoa3Putt",2016
177,173,"Blake Adams",4,100,16,"BestYTDStreakwoa3Putt",2016
177,173,"SSP Chawrasia",2,100,28,"BestYTDStreakwoa3Putt",2016
177,173,"Rickie Fowler",12,100,49,"BestYTDStreakwoa3Putt",2016
177,173,"Zach Johnson",12,100,3,"BestYTDStreakwoa3Putt",2016
181,206,"James Hahn",15,99,NA,"BestYTDStreakwoa3Putt",2016
181,177,"Adam Scott",10,99,11,"BestYTDStreakwoa3Putt",2016
183,178,"Ben Martin",14,98,5,"BestYTDStreakwoa3Putt",2016
184,179,"Fred Funk",4,97,14,"BestYTDStreakwoa3Putt",2016
184,179,"Tom Hoge",15,97,66,"BestYTDStreakwoa3Putt",2016
184,179,"Martin Kaymer",6,97,13,"BestYTDStreakwoa3Putt",2016
184,179,"Michael Thompson",14,97,10,"BestYTDStreakwoa3Putt",2016
188,183,"Miguel Angel Carballo",11,96,18,"BestYTDStreakwoa3Putt",2016
188,183,"Chris Kirk",15,96,64,"BestYTDStreakwoa3Putt",2016
188,183,"Darron Stiles",10,96,13,"BestYTDStreakwoa3Putt",2016
191,186,"JB Holmes",10,95,13,"BestYTDStreakwoa3Putt",2016
191,186,"Andrew Landry",9,95,8,"BestYTDStreakwoa3Putt",2016
191,192,"Sean OHair",14,95,24,"BestYTDStreakwoa3Putt",2016
191,186,"Pat Perez",11,95,21,"BestYTDStreakwoa3Putt",2016
195,190,"Matt Jones",15,94,12,"BestYTDStreakwoa3Putt",2016
195,190,"Camilo Villegas",16,94,10,"BestYTDStreakwoa3Putt",2016
197,193,"Mike Weir",7,92,64,"BestYTDStreakwoa3Putt",2016
198,195,"Morgan Hoffmann",15,91,1,"BestYTDStreakwoa3Putt",2016
198,195,"Hao Tong Li",3,91,33,"BestYTDStreakwoa3Putt",2016
198,195,"Patrick Rodgers",16,91,29,"BestYTDStreakwoa3Putt",2016
198,195,"David Toms",11,91,15,"BestYTDStreakwoa3Putt",2016
202,199,"Jonathan Byrd",6,90,26,"BestYTDStreakwoa3Putt",2016
202,199,"Derek Ernst",12,90,20,"BestYTDStreakwoa3Putt",2016
202,199,"Satoshi Kodaira",2,90,90,"BestYTDStreakwoa3Putt",2016
205,203,"Dustin Johnson",9,89,45,"BestYTDStreakwoa3Putt",2016
206,204,"Austin Connelly",3,88,15,"BestYTDStreakwoa3Putt",2016
206,204,"KT Kim",2,88,19,"BestYTDStreakwoa3Putt",2016
208,206,"George Coetzee",2,86,4,"BestYTDStreakwoa3Putt",2016
208,206,"Webb Simpson",10,86,17,"BestYTDStreakwoa3Putt",2016
210,209,"Luke List",17,85,3,"BestYTDStreakwoa3Putt",2016
210,209,"Rod Pampling",8,85,56,"BestYTDStreakwoa3Putt",2016
212,282,"Matt Dobyns",5,83,83,"BestYTDStreakwoa3Putt",2016
212,212,"Gonzalo Fdez Castano",2,83,22,"BestYTDStreakwoa3Putt",2016
212,212,"Billy Horschel",12,83,46,"BestYTDStreakwoa3Putt",2016
212,212,"Justin Rose",10,83,2,"BestYTDStreakwoa3Putt",2016
216,215,"Geoff Ogilvy",14,82,17,"BestYTDStreakwoa3Putt",2016
216,215,"Ryan Ruffels",6,82,9,"BestYTDStreakwoa3Putt",2016
218,217,"Jamie Donaldson",8,81,5,"BestYTDStreakwoa3Putt",2016
218,217,"Bo Van Pelt",5,81,11,"BestYTDStreakwoa3Putt",2016
220,219,"Matt Bettencourt",2,80,9,"BestYTDStreakwoa3Putt",2016
220,219,"Brice Garnett",9,80,NA,"BestYTDStreakwoa3Putt",2016
220,264,"Emiliano Grillo",13,80,80,"BestYTDStreakwoa3Putt",2016
223,221,"Ernie Els",10,79,34,"BestYTDStreakwoa3Putt",2016
223,221,"Soren Kjeldsen",5,79,2,"BestYTDStreakwoa3Putt",2016
223,221,"Bernd Wiesberger",7,79,21,"BestYTDStreakwoa3Putt",2016
226,224,"Ken Duke",9,78,6,"BestYTDStreakwoa3Putt",2016
226,224,"Thongchai Jaidee",6,78,2,"BestYTDStreakwoa3Putt",2016
226,224,"Marc Turnesa",5,78,57,"BestYTDStreakwoa3Putt",2016
229,227,"Tim Herron",7,77,26,"BestYTDStreakwoa3Putt",2016
230,228,"Greg Chalmers",5,76,5,"BestYTDStreakwoa3Putt",2016
231,229,"Tim Petrovic",3,75,13,"BestYTDStreakwoa3Putt",2016
231,229,"Jimmy Walker",12,75,40,"BestYTDStreakwoa3Putt",2016
233,231,"Victor Dubuisson",3,74,11,"BestYTDStreakwoa3Putt",2016
234,232,"Julien Brun",2,72,72,"BestYTDStreakwoa3Putt",2016
234,232,"Yi Cao",1,72,72,"BestYTDStreakwoa3Putt",2016
234,232,"Glen Day",2,72,72,"BestYTDStreakwoa3Putt",2016
234,232,"James Driscoll",1,72,72,"BestYTDStreakwoa3Putt",2016
234,232,"Tyrrell Hatton",1,72,72,"BestYTDStreakwoa3Putt",2016
234,232,"Prayad Marksaeng",1,72,72,"BestYTDStreakwoa3Putt",2016
234,232,"Nick Mason",1,72,72,"BestYTDStreakwoa3Putt",2016
234,232,"Thorbjorn Olesen",2,72,72,"BestYTDStreakwoa3Putt",2016
234,232,"Ollie Schniederjans",7,72,10,"BestYTDStreakwoa3Putt",2016
234,232,"Harold Varner III",18,72,3,"BestYTDStreakwoa3Putt",2016
234,232,"Bobby Wyatt",3,72,34,"BestYTDStreakwoa3Putt",2016
245,243,"Nick Cullen",1,71,NA,"BestYTDStreakwoa3Putt",2016
245,243,"Bryson DeChambeau",5,71,41,"BestYTDStreakwoa3Putt",2016
245,243,"Steve Flesch",3,71,16,"BestYTDStreakwoa3Putt",2016
245,243,"Scott Hend",3,71,5,"BestYTDStreakwoa3Putt",2016
249,247,"John Merrick",7,70,35,"BestYTDStreakwoa3Putt",2016
249,247,"Trey Mullinax",2,70,60,"BestYTDStreakwoa3Putt",2016
249,247,"Andy Sullivan",7,70,13,"BestYTDStreakwoa3Putt",2016
252,250,"Ryo Ishikawa",6,68,3,"BestYTDStreakwoa3Putt",2016
252,250,"Billy Mayfair",3,68,6,"BestYTDStreakwoa3Putt",2016
252,250,"Omar Uresti",2,68,3,"BestYTDStreakwoa3Putt",2016
255,253,"Greg Yates",1,67,67,"BestYTDStreakwoa3Putt",2016
256,254,"Brian Davis",8,66,23,"BestYTDStreakwoa3Putt",2016
256,254,"Trevor Immelman",7,66,20,"BestYTDStreakwoa3Putt",2016
256,254,"Richard Lee",6,66,43,"BestYTDStreakwoa3Putt",2016
256,254,"Michael Putnam",7,66,34,"BestYTDStreakwoa3Putt",2016
256,254,"DJ Trahan",7,66,66,"BestYTDStreakwoa3Putt",2016
261,259,"Chris DiMarco",2,65,NA,"BestYTDStreakwoa3Putt",2016
261,259,"Rhein Gibson",13,65,65,"BestYTDStreakwoa3Putt",2016
263,261,"Sergio Garcia",8,64,13,"BestYTDStreakwoa3Putt",2016
264,262,"Louis Oosthuizen",6,63,13,"BestYTDStreakwoa3Putt",2016
264,262,"Vaughn Taylor",11,63,23,"BestYTDStreakwoa3Putt",2016
266,264,"Xander Schauffele",2,62,2,"BestYTDStreakwoa3Putt",2016
268,267,"Brooks Koepka",11,61,14,"BestYTDStreakwoa3Putt",2016
269,268,"Ryan Blaum",1,60,11,"BestYTDStreakwoa3Putt",2016
269,268,"Rodolfo Cazaubon",3,60,27,"BestYTDStreakwoa3Putt",2016
269,268,"Andrew Dodt",2,60,18,"BestYTDStreakwoa3Putt",2016
269,268,"Yusaku Miyazato",2,60,9,"BestYTDStreakwoa3Putt",2016
273,272,"Brandon Hagy",2,59,17,"BestYTDStreakwoa3Putt",2016
273,272,"Alex Prugh",7,59,40,"BestYTDStreakwoa3Putt",2016
275,274,"Matt Atkins",1,58,13,"BestYTDStreakwoa3Putt",2016
276,275,"Charlie Beljan",13,57,1,"BestYTDStreakwoa3Putt",2016
276,275,"Lee McCoy",1,57,57,"BestYTDStreakwoa3Putt",2016
276,275,"Ted Purdy",4,57,14,"BestYTDStreakwoa3Putt",2016
279,278,"Jarrod Lyle",7,56,19,"BestYTDStreakwoa3Putt",2016
280,279,"Wu Ashun",1,55,5,"BestYTDStreakwoa3Putt",2016
280,279,"Marcus Fraser",2,55,NA,"BestYTDStreakwoa3Putt",2016
282,281,"Tommy Gainey",4,54,8,"BestYTDStreakwoa3Putt",2016
283,283,"Paul Dunne",3,52,4,"BestYTDStreakwoa3Putt",2016
283,283,"Paul Peterson",1,52,8,"BestYTDStreakwoa3Putt",2016
283,283,"John Rollins",5,52,33,"BestYTDStreakwoa3Putt",2016
283,283,"Danie van Tonder",1,52,NA,"BestYTDStreakwoa3Putt",2016
287,287,"Gregory Bourdy",1,51,51,"BestYTDStreakwoa3Putt",2016
287,287,"Arie Ahmad Irawan",1,51,NA,"BestYTDStreakwoa3Putt",2016
287,287,"Jordan Zunic",1,51,20,"BestYTDStreakwoa3Putt",2016
290,290,"Charl Schwartzel",8,50,20,"BestYTDStreakwoa3Putt",2016
290,290,"Hideto Tanihara",1,50,50,"BestYTDStreakwoa3Putt",2016
292,292,"Paul McConnell",2,49,1,"BestYTDStreakwoa3Putt",2016
293,293,"Danny Chia",2,48,48,"BestYTDStreakwoa3Putt",2016
293,293,"Thomas Pieters",3,48,32,"BestYTDStreakwoa3Putt",2016
293,293,"Marc Warren",1,48,48,"BestYTDStreakwoa3Putt",2016
296,296,"Alexander Noren",1,47,5,"BestYTDStreakwoa3Putt",2016
297,297,"Trevor Fisher Jr",1,46,46,"BestYTDStreakwoa3Putt",2016
297,297,"Jon Rahm",1,46,46,"BestYTDStreakwoa3Putt",2016
297,297,"Joel Stalter",1,46,7,"BestYTDStreakwoa3Putt",2016
300,300,"Eric Axley",3,45,45,"BestYTDStreakwoa3Putt",2016
300,300,"Ben Curtis",2,45,14,"BestYTDStreakwoa3Putt",2016
300,300,"Mark Hensby",2,45,45,"BestYTDStreakwoa3Putt",2016
303,303,"Jin Park",1,44,3,"BestYTDStreakwoa3Putt",2016
303,303,"Chris Smith",2,44,2,"BestYTDStreakwoa3Putt",2016
305,305,"WC Liang",1,43,43,"BestYTDStreakwoa3Putt",2016
305,305,"Brian Smock",2,43,NA,"BestYTDStreakwoa3Putt",2016
307,307,"Maverick McNealy",1,42,29,"BestYTDStreakwoa3Putt",2016
307,307,"Heath Slocum",2,42,42,"BestYTDStreakwoa3Putt",2016
309,309,"Ross Fisher",2,41,35,"BestYTDStreakwoa3Putt",2016
309,309,"Bernhard Langer",1,41,27,"BestYTDStreakwoa3Putt",2016
311,354,"Kelly Mitchum",2,40,40,"BestYTDStreakwoa3Putt",2016
312,311,"Kristoffer Broberg",1,39,12,"BestYTDStreakwoa3Putt",2016
312,311,"David Howell",1,39,39,"BestYTDStreakwoa3Putt",2016
312,311,"Miguel Angel Jimenez",1,39,5,"BestYTDStreakwoa3Putt",2016
315,314,"Robert Karlsson",2,38,38,"BestYTDStreakwoa3Putt",2016
315,314,"James Morrison",1,38,38,"BestYTDStreakwoa3Putt",2016
315,314,"Nicholas Thompson",5,38,16,"BestYTDStreakwoa3Putt",2016
318,317,"Ben Leong",1,37,NA,"BestYTDStreakwoa3Putt",2016
318,317,"Larry Mize",1,37,14,"BestYTDStreakwoa3Putt",2016
318,317,"Chad Sorensen",1,37,1,"BestYTDStreakwoa3Putt",2016
321,320,"Craig Barlow",1,36,36,"BestYTDStreakwoa3Putt",2016
321,320,"Cameron Beckman",7,36,7,"BestYTDStreakwoa3Putt",2016
321,320,"Frankie Capan",1,36,36,"BestYTDStreakwoa3Putt",2016
321,320,"Fred Couples",1,36,36,"BestYTDStreakwoa3Putt",2016
321,320,"Bob Estes",1,36,36,"BestYTDStreakwoa3Putt",2016
321,NA,"Jim Furyk",1,36,36,"BestYTDStreakwoa3Putt",2016
321,320,"Robert Gamez",1,36,36,"BestYTDStreakwoa3Putt",2016
321,320,"Domenico Geminiani",1,36,36,"BestYTDStreakwoa3Putt",2016
321,320,"Ricardo Gouveia",1,36,36,"BestYTDStreakwoa3Putt",2016
321,320,"Kramer Hickok",1,36,36,"BestYTDStreakwoa3Putt",2016
321,320,"Bo Hoag",1,36,36,"BestYTDStreakwoa3Putt",2016
321,320,"Vince India",1,36,36,"BestYTDStreakwoa3Putt",2016
321,320,"Nick Killpack",1,36,36,"BestYTDStreakwoa3Putt",2016
321,320,"Davis Love IV",1,36,36,"BestYTDStreakwoa3Putt",2016
321,320,"Shawn Lu",1,36,36,"BestYTDStreakwoa3Putt",2016
321,320,"Jeff Maggert",1,36,36,"BestYTDStreakwoa3Putt",2016
321,320,"David Mathis",1,36,36,"BestYTDStreakwoa3Putt",2016
321,320,"Toshinori Muto",1,36,36,"BestYTDStreakwoa3Putt",2016
321,320,"Miguel Tabuena",1,36,36,"BestYTDStreakwoa3Putt",2016
321,320,"Curtis Thompson",1,36,36,"BestYTDStreakwoa3Putt",2016
321,320,"Sebastian Vazquez",1,36,36,"BestYTDStreakwoa3Putt",2016
342,340,"David Bradshaw",1,35,NA,"BestYTDStreakwoa3Putt",2016
342,340,"Chris Riley",2,35,8,"BestYTDStreakwoa3Putt",2016
344,342,"Nathan Holman",1,34,9,"BestYTDStreakwoa3Putt",2016
344,342,"Daisuke Kataoka",1,34,34,"BestYTDStreakwoa3Putt",2016
344,342,"John Peterson",3,34,4,"BestYTDStreakwoa3Putt",2016
