"ScramblingfromtheSand_RANKTHISWEEK_2011","ScramblingfromtheSand_RANKLASTWEEK_2011","ScramblingfromtheSand_PLAYERNAME_2011","ScramblingfromtheSand_ROUNDS_2011","ScramblingfromtheSand_Pct_2011","ScramblingfromtheSand_SUCCESSES_2011","ScramblingfromtheSand_ATTEMPTS_2011","stat_name","year"
23,23,"Robert Karlsson",61,58.73,37,63,"ScramblingfromtheSand",2011
24,24,"Jim Furyk",87,58.54,48,82,"ScramblingfromtheSand",2011
25,25,"Steve Stricker",70,58.33,49,84,"ScramblingfromtheSand",2011
26,26,"Stewart Cink",72,58.23,46,79,"ScramblingfromtheSand",2011
27,27,"Marc Leishman",87,58.16,57,98,"ScramblingfromtheSand",2011
28,28,"Geoff Ogilvy",69,58.02,47,81,"ScramblingfromtheSand",2011
28,28,"Rod Pampling",72,58.02,47,81,"ScramblingfromtheSand",2011
30,30,"Ian Poulter",52,58,29,50,"ScramblingfromtheSand",2011
31,31,"Carl Pettersson",95,57.58,57,99,"ScramblingfromtheSand",2011
32,32,"Ben Curtis",66,57.53,42,73,"ScramblingfromtheSand",2011
33,33,"Jason Dufner",78,57.45,54,94,"ScramblingfromtheSand",2011
34,34,"Bill Lunde",92,57.3,51,89,"ScramblingfromtheSand",2011
35,35,"Jerry Kelly",85,57.14,60,105,"ScramblingfromtheSand",2011
36,36,"Pat Perez",76,56.99,53,93,"ScramblingfromtheSand",2011
37,37,"Sergio Garcia",61,56.9,33,58,"ScramblingfromtheSand",2011
38,38,"Nick Watney",80,56.76,42,74,"ScramblingfromtheSand",2011
39,39,"Aaron Baddeley",77,56.73,59,104,"ScramblingfromtheSand",2011
40,40,"DJ Brigman",67,56.52,39,69,"ScramblingfromtheSand",2011
41,41,"Michael Thompson",79,56.25,36,64,"ScramblingfromtheSand",2011
42,42,"Phil Mickelson",79,56.18,50,89,"ScramblingfromtheSand",2011
43,43,"Freddie Jacobson",92,56.14,64,114,"ScramblingfromtheSand",2011
44,44,"Robert Allenby",84,56.12,55,98,"ScramblingfromtheSand",2011
45,45,"Brandt Jobe",100,56,56,100,"ScramblingfromtheSand",2011
45,45,"Zach Johnson",79,56,56,100,"ScramblingfromtheSand",2011
47,47,"Vijay Singh",79,55.77,58,104,"ScramblingfromtheSand",2011
48,48,"Joe Ogilvie",75,55.56,45,81,"ScramblingfromtheSand",2011
48,48,"Bo Van Pelt",92,55.56,50,90,"ScramblingfromtheSand",2011
50,50,"Anthony Kim",72,55.29,47,85,"ScramblingfromtheSand",2011
51,51,"Charles Howell III",108,55.24,58,105,"ScramblingfromtheSand",2011
52,52,"Brian Davis",105,55,77,140,"ScramblingfromtheSand",2011
52,52,"Scott Gutschewski",67,55,44,80,"ScramblingfromtheSand",2011
54,54,"Zack Miller",86,54.9,56,102,"ScramblingfromtheSand",2011
55,55,"Jason Bohn",74,54.55,36,66,"ScramblingfromtheSand",2011
55,55,"KJ Choi",77,54.55,48,88,"ScramblingfromtheSand",2011
57,57,"Chris Kirk",87,54.24,64,118,"ScramblingfromtheSand",2011
58,58,"Arjun Atwal",91,53.91,69,128,"ScramblingfromtheSand",2011
59,59,"DJ Trahan",91,53.76,50,93,"ScramblingfromtheSand",2011
60,60,"Ryan Palmer",82,53.62,37,69,"ScramblingfromtheSand",2011
61,61,"Chris Couch",73,53.54,53,99,"ScramblingfromtheSand",2011
62,62,"DA Points",89,53.51,61,114,"ScramblingfromtheSand",2011
63,63,"Billy Mayfair",94,53.47,54,101,"ScramblingfromtheSand",2011
64,64,"Steve Flesch",88,53.17,67,126,"ScramblingfromtheSand",2011
65,65,"Roland Thatcher",67,53.16,42,79,"ScramblingfromtheSand",2011
66,66,"Rory Sabbatini",85,53.13,51,96,"ScramblingfromtheSand",2011
66,66,"Charlie Wi",83,53.13,68,128,"ScramblingfromtheSand",2011
68,68,"Jonathan Byrd",83,53.06,52,98,"ScramblingfromtheSand",2011
69,69,"Ryuji Imada",83,52.59,61,116,"ScramblingfromtheSand",2011
70,70,"Trevor Immelman",84,52.5,42,80,"ScramblingfromtheSand",2011
71,71,"Lee Janzen",62,52.46,32,61,"ScramblingfromtheSand",2011
72,72,"Nathan Green",81,52,52,100,"ScramblingfromtheSand",2011
72,72,"Matt Jones",71,52,52,100,"ScramblingfromtheSand",2011
72,72,"Graeme McDowell",50,52,26,50,"ScramblingfromtheSand",2011
75,75,"Alex Cejka",59,51.95,40,77,"ScramblingfromtheSand",2011
76,76,"Justin Leonard",82,51.81,43,83,"ScramblingfromtheSand",2011
76,76,"Nate Smith",66,51.81,43,83,"ScramblingfromtheSand",2011
78,78,"Charley Hoffman",93,51.65,47,91,"ScramblingfromtheSand",2011
79,79,"Dean Wilson",62,51.56,33,64,"ScramblingfromtheSand",2011
80,80,"YE Yang",63,51.43,36,70,"ScramblingfromtheSand",2011
81,81,"Brendan Steele",89,51.35,57,111,"ScramblingfromtheSand",2011
82,82,"Hunter Mahan",92,51.28,60,117,"ScramblingfromtheSand",2011
82,82,"Jimmy Walker",79,51.28,60,117,"ScramblingfromtheSand",2011
84,84,"Stuart Appleby",65,51.25,41,80,"ScramblingfromtheSand",2011
85,85,"Shane Bertsch",62,50.77,33,65,"ScramblingfromtheSand",2011
86,86,"Martin Laird",77,50.65,39,77,"ScramblingfromtheSand",2011
87,87,"Stephen Ames",69,50.57,44,87,"ScramblingfromtheSand",2011
88,88,"Chris DiMarco",93,50.49,52,103,"ScramblingfromtheSand",2011
89,89,"Spencer Levin",113,50.42,60,119,"ScramblingfromtheSand",2011
90,90,"Brendon de Jonge",105,50.41,61,121,"ScramblingfromtheSand",2011
91,91,"Cameron Beckman",71,50,41,82,"ScramblingfromtheSand",2011
91,91,"Billy Horschel",75,50,36,72,"ScramblingfromtheSand",2011
91,91,"Matt McQuillan",59,50,31,62,"ScramblingfromtheSand",2011
91,91,"Kevin Streelman",90,50,43,86,"ScramblingfromtheSand",2011
91,91,"Boo Weekley",66,50,25,50,"ScramblingfromtheSand",2011
96,96,"Tommy Gainey",104,49.53,53,107,"ScramblingfromtheSand",2011
97,97,"David Mathis",83,49.52,52,105,"ScramblingfromtheSand",2011
97,97,"Daniel Summerhays",75,49.52,52,105,"ScramblingfromtheSand",2011
99,99,"George McNeill",69,49.28,34,69,"ScramblingfromtheSand",2011
99,99,"Heath Slocum",89,49.28,34,69,"ScramblingfromtheSand",2011
101,101,"Sean OHair",71,49.23,32,65,"ScramblingfromtheSand",2011
102,102,"JB Holmes",57,49.09,27,55,"ScramblingfromtheSand",2011
103,103,"Jeff Overton",92,48.94,46,94,"ScramblingfromtheSand",2011
104,104,"James Driscoll",71,48.53,33,68,"ScramblingfromtheSand",2011
105,105,"Cameron Tringale",110,48.09,63,131,"ScramblingfromtheSand",2011
106,106,"Andres Romero",77,48,48,100,"ScramblingfromtheSand",2011
107,107,"Matt Bettencourt",84,47.41,55,116,"ScramblingfromtheSand",2011
108,108,"Vaughn Taylor",89,47.37,45,95,"ScramblingfromtheSand",2011
109,109,"Padraig Harrington",60,47.27,26,55,"ScramblingfromtheSand",2011
110,110,"Michael Connell",76,47.25,43,91,"ScramblingfromtheSand",2011
110,110,"Webb Simpson",98,47.25,43,91,"ScramblingfromtheSand",2011
112,112,"Chris Stroud",88,47.19,42,89,"ScramblingfromtheSand",2011
113,113,"Ryan Moore",79,47.14,33,70,"ScramblingfromtheSand",2011
114,114,"Jarrod Lyle",83,47.12,49,104,"ScramblingfromtheSand",2011
115,115,"Troy Merritt",63,47.06,24,51,"ScramblingfromtheSand",2011
115,115,"Brandt Snedeker",85,47.06,48,102,"ScramblingfromtheSand",2011
117,117,"Tim Petrovic",88,46.96,54,115,"ScramblingfromtheSand",2011
118,118,"Rickie Fowler",84,46.94,46,98,"ScramblingfromtheSand",2011
119,119,"Joe Durant",71,46.91,38,81,"ScramblingfromtheSand",2011
120,120,"Bio Kim",71,46.88,45,96,"ScramblingfromtheSand",2011
121,121,"Aron Price",58,46.81,22,47,"ScramblingfromtheSand",2011
122,122,"Briny Baird",60,46.51,20,43,"ScramblingfromtheSand",2011
123,123,"Gary Woodland",93,46.48,33,71,"ScramblingfromtheSand",2011
124,124,"JP Hayes",56,46.15,36,78,"ScramblingfromtheSand",2011
125,125,"Nick OHern",89,45.92,45,98,"ScramblingfromtheSand",2011
126,126,"Derek Lamely",65,45.76,27,59,"ScramblingfromtheSand",2011
127,127,"Josh Teater",104,45.71,48,105,"ScramblingfromtheSand",2011
128,128,"Camilo Villegas",69,45.65,42,92,"ScramblingfromtheSand",2011
129,129,"Tag Ridings",87,45.59,31,68,"ScramblingfromtheSand",2011
130,130,"Keegan Bradley",91,45.54,46,101,"ScramblingfromtheSand",2011
130,130,"Johnson Wagner",81,45.54,46,101,"ScramblingfromtheSand",2011
132,132,"Joseph Bramlett",73,45.45,30,66,"ScramblingfromtheSand",2011
133,133,"Blake Adams",116,45.39,69,152,"ScramblingfromtheSand",2011
134,134,"Steve Elkington",50,45.31,29,64,"ScramblingfromtheSand",2011
134,134,"Harrison Frazar",58,45.31,29,64,"ScramblingfromtheSand",2011
136,136,"Steve Marino",76,44.94,40,89,"ScramblingfromtheSand",2011
137,137,"John Merrick",71,44.64,25,56,"ScramblingfromtheSand",2011
138,138,"Martin Piller",63,44.59,33,74,"ScramblingfromtheSand",2011
139,139,"Steven Bowditch",86,44.55,45,101,"ScramblingfromtheSand",2011
140,140,"John Rollins",85,44.44,36,81,"ScramblingfromtheSand",2011
141,141,"Scott McCarron",65,44.19,38,86,"ScramblingfromtheSand",2011
142,142,"Will Strickler",51,44,22,50,"ScramblingfromtheSand",2011
142,142,"Marc Turnesa",54,44,22,50,"ScramblingfromtheSand",2011
144,144,"Kris Blanks",92,43.93,47,107,"ScramblingfromtheSand",2011
145,145,"Ricky Barnes",78,43.9,36,82,"ScramblingfromtheSand",2011
145,145,"Scott Piercy",78,43.9,36,82,"ScramblingfromtheSand",2011
147,147,"Charl Schwartzel",58,43.64,24,55,"ScramblingfromtheSand",2011
148,148,"David Duval",67,43.48,30,69,"ScramblingfromtheSand",2011
149,149,"Chez Reavie",92,43.4,46,106,"ScramblingfromtheSand",2011
150,150,"Davis Love III",70,43.24,32,74,"ScramblingfromtheSand",2011
151,151,"Troy Matteson",91,43.18,38,88,"ScramblingfromtheSand",2011
152,152,"Kent Jones",76,43.16,41,95,"ScramblingfromtheSand",2011
153,153,"Lucas Glover",74,43.01,40,93,"ScramblingfromtheSand",2011
154,154,"Bill Haas",93,43,43,100,"ScramblingfromtheSand",2011
155,155,"Kevin Kisner",70,42.53,37,87,"ScramblingfromtheSand",2011
156,156,"Paul Goydos",81,42.45,45,106,"ScramblingfromtheSand",2011
157,157,"Kyle Stanley",98,42.39,39,92,"ScramblingfromtheSand",2011
158,158,"Ben Crane",76,42.25,30,71,"ScramblingfromtheSand",2011
159,159,"Colt Knost",80,40.91,36,88,"ScramblingfromtheSand",2011
159,159,"Jim Renner",65,40.91,18,44,"ScramblingfromtheSand",2011
161,161,"Fabian Gomez",84,40.4,40,99,"ScramblingfromtheSand",2011
162,162,"Chad Campbell",99,40.22,37,92,"ScramblingfromtheSand",2011
163,163,"Jhonattan Vegas",84,40.2,41,102,"ScramblingfromtheSand",2011
164,164,"Ernie Els",71,40,32,80,"ScramblingfromtheSand",2011
164,164,"JJ Henry",96,40,28,70,"ScramblingfromtheSand",2011
164,164,"Garrett Willis",71,40,32,80,"ScramblingfromtheSand",2011
167,167,"Robert Garrigus",83,39.8,39,98,"ScramblingfromtheSand",2011
168,168,"Tim Herron",85,39.78,37,93,"ScramblingfromtheSand",2011
169,169,"Bobby Gates",82,39.56,36,91,"ScramblingfromtheSand",2011
170,170,"Andres Gonzales",60,39.13,18,46,"ScramblingfromtheSand",2011
171,171,"Sung Kang",63,39.02,16,41,"ScramblingfromtheSand",2011
172,172,"Rich Beem",53,38.89,21,54,"ScramblingfromtheSand",2011
173,173,"John Senden",94,38.78,38,98,"ScramblingfromtheSand",2011
174,174,"Ben Martin",74,38.75,31,80,"ScramblingfromtheSand",2011
175,175,"Richard Johnson",64,38.67,29,75,"ScramblingfromtheSand",2011
176,176,"Rocco Mediate",53,38.16,29,76,"ScramblingfromtheSand",2011
177,177,"Alex Prugh",82,37.5,36,96,"ScramblingfromtheSand",2011
177,177,"Kevin Stadler",88,37.5,27,72,"ScramblingfromtheSand",2011
179,179,"Dustin Johnson",72,37.18,29,78,"ScramblingfromtheSand",2011
180,180,"Angel Cabrera",50,37.04,20,54,"ScramblingfromtheSand",2011
181,181,"Alexandre Rocha",65,36.96,17,46,"ScramblingfromtheSand",2011
182,182,"Justin Hicks",60,36.54,19,52,"ScramblingfromtheSand",2011
183,183,"Scott Stallings",84,35.9,28,78,"ScramblingfromtheSand",2011
184,184,"Bubba Watson",85,33.78,25,74,"ScramblingfromtheSand",2011
185,185,"Michael Bradley",74,31.94,23,72,"ScramblingfromtheSand",2011
186,186,"Jim Herman",69,30.36,17,56,"ScramblingfromtheSand",2011
