"ProximitytoHolefromFringe_RANKTHISWEEK_2011","ProximitytoHolefromFringe_RANKLASTWEEK_2011","ProximitytoHolefromFringe_PLAYERNAME_2011","ProximitytoHolefromFringe_ROUNDS_2011","ProximitytoHolefromFringe_AVGDTP_2011","ProximitytoHolefromFringe_TOTALDISTANCEFEET_2011","ProximitytoHolefromFringe_OFSHOTS_2011","ProximitytoHolefromFringe_SCRAMBLINGRANK_2011","stat_name","year"
158,NA,"Tom Gillis",55,NA,201.417,55,129,"ProximitytoHolefromFringe",2011
158,NA,"Fabian Gomez",84,NA,229.833,63,177,"ProximitytoHolefromFringe",2011
158,NA,"Justin Hicks",60,NA,153.083,42,185,"ProximitytoHolefromFringe",2011
158,NA,"Spencer Levin",113,NA,350.083,96,41,"ProximitytoHolefromFringe",2011
158,NA,"David Mathis",83,NA,297.583,81,30,"ProximitytoHolefromFringe",2011
158,NA,"Zack Miller",86,NA,350.333,95,153,"ProximitytoHolefromFringe",2011
158,NA,"Jim Renner",65,NA,270.5,73,85,"ProximitytoHolefromFringe",2011
158,NA,"Brandt Snedeker",85,NA,201.75,55,22,"ProximitytoHolefromFringe",2011
168,NA,"Angel Cabrera",50,NA,161.25,43,176,"ProximitytoHolefromFringe",2011
168,NA,"Jim Furyk",87,NA,238.917,64,76,"ProximitytoHolefromFringe",2011
168,NA,"Tommy Gainey",104,NA,332.917,88,133,"ProximitytoHolefromFringe",2011
168,NA,"Lee Janzen",62,NA,200.5,54,144,"ProximitytoHolefromFringe",2011
168,NA,"Bill Lunde",92,NA,284.167,75,114,"ProximitytoHolefromFringe",2011
168,NA,"Sean OHair",71,NA,236.833,63,146,"ProximitytoHolefromFringe",2011
168,NA,"Pat Perez",76,NA,271.167,73,78,"ProximitytoHolefromFringe",2011
175,NA,"DJ Brigman",67,NA,257.167,67,166,"ProximitytoHolefromFringe",2011
175,NA,"Andres Gonzales",60,NA,158.5,41,169,"ProximitytoHolefromFringe",2011
175,NA,"Bio Kim",71,NA,251.333,66,142,"ProximitytoHolefromFringe",2011
175,NA,"Andres Romero",77,NA,313.5,81,120,"ProximitytoHolefromFringe",2011
175,NA,"Webb Simpson",98,NA,378.667,99,16,"ProximitytoHolefromFringe",2011
180,NA,"Matt Bettencourt",84,NA,310,77,141,"ProximitytoHolefromFringe",2011
180,NA,"Rocco Mediate",53,NA,231.5,58,178,"ProximitytoHolefromFringe",2011
182,NA,"Michael Putnam",67,NA,203.833,50,87,"ProximitytoHolefromFringe",2011
183,NA,"Matt McQuillan",59,NA,239.833,57,101,"ProximitytoHolefromFringe",2011
184,NA,"Aron Price",58,NA,202.417,47,137,"ProximitytoHolefromFringe",2011
185,NA,"Roland Thatcher",67,NA,362,80,92,"ProximitytoHolefromFringe",2011
186,NA,"Boo Weekley",66,NA,265.5,53,169,"ProximitytoHolefromFringe",2011
