"TotalDrivingEfficiency_RANKTHISWEEK_2012","TotalDrivingEfficiency_RANKLASTWEEK_2012","TotalDrivingEfficiency_PLAYERNAME_2012","TotalDrivingEfficiency_ROUNDS_2012","TotalDrivingEfficiency_COMBINEDRANK_2012","TotalDrivingEfficiency_CARRYEFFICIENCYRANK_2012","TotalDrivingEfficiency_TOTALDISTEFFICRANK_2012","stat_name","year"
25,25,"Heath Slocum",93,68,51,17,"TotalDrivingEfficiency",2012
26,26,"Zach Johnson",95,76,70,6,"TotalDrivingEfficiency",2012
26,26,"Brandt Snedeker",81,76,22,54,"TotalDrivingEfficiency",2012
28,28,"Billy Mayfair",90,77,26,51,"TotalDrivingEfficiency",2012
29,29,"David Hearn",95,79,12,67,"TotalDrivingEfficiency",2012
30,30,"Chez Reavie",83,81,37,44,"TotalDrivingEfficiency",2012
31,31,"Chris Kirk",93,82,14,68,"TotalDrivingEfficiency",2012
32,32,"Mark Wilson",84,84,51,33,"TotalDrivingEfficiency",2012
33,33,"Michael Bradley",63,85,55,30,"TotalDrivingEfficiency",2012
34,34,"Davis Love III",64,86,23,63,"TotalDrivingEfficiency",2012
34,34,"Josh Teater",97,86,9,77,"TotalDrivingEfficiency",2012
36,36,"Tommy Biershenk",74,89,40,49,"TotalDrivingEfficiency",2012
37,37,"John Huh",99,90,61,29,"TotalDrivingEfficiency",2012
38,38,"Louis Oosthuizen",65,92,41,51,"TotalDrivingEfficiency",2012
39,39,"Rory McIlroy",60,95,50,45,"TotalDrivingEfficiency",2012
39,39,"Carl Pettersson",92,95,75,20,"TotalDrivingEfficiency",2012
41,41,"Rory Sabbatini",84,97,64,33,"TotalDrivingEfficiency",2012
42,42,"Brian Harman",101,99,75,24,"TotalDrivingEfficiency",2012
43,43,"Matt Kuchar",86,102,91,11,"TotalDrivingEfficiency",2012
43,43,"Jeff Overton",101,102,48,54,"TotalDrivingEfficiency",2012
45,45,"Roland Thatcher",55,105,34,71,"TotalDrivingEfficiency",2012
46,46,"Brian Davis",91,109,67,42,"TotalDrivingEfficiency",2012
47,47,"Bud Cauley",99,110,42,68,"TotalDrivingEfficiency",2012
47,47,"Robert Garrigus",89,110,47,63,"TotalDrivingEfficiency",2012
47,47,"Dustin Johnson",70,110,25,85,"TotalDrivingEfficiency",2012
47,47,"Troy Matteson",100,110,28,82,"TotalDrivingEfficiency",2012
47,47,"Bryce Molder",83,110,83,27,"TotalDrivingEfficiency",2012
52,52,"Kyle Thompson",51,116,71,45,"TotalDrivingEfficiency",2012
53,53,"Jason Day",57,118,57,61,"TotalDrivingEfficiency",2012
54,54,"Bill Haas",79,120,66,54,"TotalDrivingEfficiency",2012
55,55,"Ian Poulter",57,121,97,24,"TotalDrivingEfficiency",2012
56,56,"Tim Clark",60,125,116,9,"TotalDrivingEfficiency",2012
56,56,"John Merrick",83,125,101,24,"TotalDrivingEfficiency",2012
58,58,"Kyle Reifers",86,126,20,106,"TotalDrivingEfficiency",2012
59,59,"Alexandre Rocha",62,130,44,86,"TotalDrivingEfficiency",2012
60,60,"Roberto Castro",92,132,55,77,"TotalDrivingEfficiency",2012
60,60,"Kevin Stadler",85,132,44,88,"TotalDrivingEfficiency",2012
60,60,"Steve Wheatcroft",56,132,37,95,"TotalDrivingEfficiency",2012
63,63,"Tim Herron",88,133,60,73,"TotalDrivingEfficiency",2012
63,63,"John Mallinger",74,133,94,39,"TotalDrivingEfficiency",2012
65,65,"Richard Lee",71,134,83,51,"TotalDrivingEfficiency",2012
66,66,"Brandt Jobe",57,142,88,54,"TotalDrivingEfficiency",2012
67,67,"Rocco Mediate",70,143,61,82,"TotalDrivingEfficiency",2012
67,67,"Camilo Villegas",79,143,51,92,"TotalDrivingEfficiency",2012
69,69,"Erik Compton",81,144,30,114,"TotalDrivingEfficiency",2012
70,70,"Justin Rose",69,148,80,68,"TotalDrivingEfficiency",2012
70,70,"Charlie Wi",86,148,94,54,"TotalDrivingEfficiency",2012
72,72,"Robert Allenby",76,150,68,82,"TotalDrivingEfficiency",2012
73,73,"Billy Horschel",63,152,36,116,"TotalDrivingEfficiency",2012
73,73,"Webb Simpson",77,152,64,88,"TotalDrivingEfficiency",2012
75,75,"Patrick Sheehan",58,157,118,39,"TotalDrivingEfficiency",2012
76,76,"Garth Mulroy",59,160,31,129,"TotalDrivingEfficiency",2012
77,77,"Robert Karlsson",54,161,32,129,"TotalDrivingEfficiency",2012
78,78,"Andres Romero",68,162,57,105,"TotalDrivingEfficiency",2012
79,79,"Miguel Angel Carballo",73,164,115,49,"TotalDrivingEfficiency",2012
80,80,"Matt Bettencourt",80,169,44,125,"TotalDrivingEfficiency",2012
80,80,"Tom Pernice Jr",62,169,106,63,"TotalDrivingEfficiency",2012
82,82,"Edward Loar",59,170,19,151,"TotalDrivingEfficiency",2012
83,83,"Nick Watney",97,171,83,88,"TotalDrivingEfficiency",2012
84,84,"John Rollins",81,172,99,73,"TotalDrivingEfficiency",2012
85,85,"Johnson Wagner",88,174,129,45,"TotalDrivingEfficiency",2012
86,86,"Jason Dufner",83,176,139,37,"TotalDrivingEfficiency",2012
86,86,"Jerry Kelly",84,176,99,77,"TotalDrivingEfficiency",2012
88,88,"Marc Leishman",84,178,86,92,"TotalDrivingEfficiency",2012
88,88,"Vijay Singh",99,178,72,106,"TotalDrivingEfficiency",2012
90,90,"KJ Choi",71,179,160,19,"TotalDrivingEfficiency",2012
90,90,"Dicky Pride",62,179,88,91,"TotalDrivingEfficiency",2012
92,92,"Tiger Woods",69,182,57,125,"TotalDrivingEfficiency",2012
93,93,"Gary Christian",91,187,145,42,"TotalDrivingEfficiency",2012
93,93,"Will Claxton",99,187,110,77,"TotalDrivingEfficiency",2012
93,93,"Ryan Moore",89,187,125,62,"TotalDrivingEfficiency",2012
96,96,"Michael Thompson",80,189,51,138,"TotalDrivingEfficiency",2012
97,97,"Ben Curtis",62,190,68,122,"TotalDrivingEfficiency",2012
98,98,"Geoff Ogilvy",73,191,72,119,"TotalDrivingEfficiency",2012
98,98,"Kevin Streelman",89,191,93,98,"TotalDrivingEfficiency",2012
100,100,"Sangmoon Bae",81,194,121,73,"TotalDrivingEfficiency",2012
101,101,"Charley Hoffman",88,199,80,119,"TotalDrivingEfficiency",2012
102,102,"Jonas Blixt",72,200,105,95,"TotalDrivingEfficiency",2012
102,102,"Ted Potter Jr",77,200,152,48,"TotalDrivingEfficiency",2012
104,104,"Russell Knox",72,202,142,60,"TotalDrivingEfficiency",2012
104,104,"Graeme McDowell",55,202,169,33,"TotalDrivingEfficiency",2012
106,106,"Seung Yul Noh",105,205,78,127,"TotalDrivingEfficiency",2012
107,107,"Mark Anderson",75,206,74,132,"TotalDrivingEfficiency",2012
107,107,"Aaron Baddeley",73,206,106,100,"TotalDrivingEfficiency",2012
109,109,"Lee Westwood",60,207,126,81,"TotalDrivingEfficiency",2012
110,110,"Luke Donald",63,209,133,76,"TotalDrivingEfficiency",2012
110,110,"Jim Furyk",85,209,146,63,"TotalDrivingEfficiency",2012
110,110,"Mathew Goggin",65,209,75,134,"TotalDrivingEfficiency",2012
113,113,"JJ Henry",93,213,102,111,"TotalDrivingEfficiency",2012
114,114,"Cameron Tringale",88,218,80,138,"TotalDrivingEfficiency",2012
115,115,"Jonathan Byrd",69,220,109,111,"TotalDrivingEfficiency",2012
116,116,"Arjun Atwal",79,225,78,147,"TotalDrivingEfficiency",2012
117,117,"Chad Campbell",84,226,132,94,"TotalDrivingEfficiency",2012
117,117,"Chris Stroud",86,226,103,123,"TotalDrivingEfficiency",2012
119,119,"Cameron Beckman",81,228,142,86,"TotalDrivingEfficiency",2012
120,120,"John Senden",81,230,117,113,"TotalDrivingEfficiency",2012
121,121,"Jason Bohn",81,231,136,95,"TotalDrivingEfficiency",2012
121,121,"Justin Leonard",79,231,159,72,"TotalDrivingEfficiency",2012
121,121,"Bill Lunde",83,231,88,143,"TotalDrivingEfficiency",2012
124,124,"DA Points",88,233,135,98,"TotalDrivingEfficiency",2012
125,125,"Padraig Harrington",67,234,111,123,"TotalDrivingEfficiency",2012
126,126,"Troy Kelly",68,235,129,106,"TotalDrivingEfficiency",2012
127,127,"Harris English",98,238,94,144,"TotalDrivingEfficiency",2012
128,128,"Kevin Na",80,242,136,106,"TotalDrivingEfficiency",2012
129,129,"Daniel Summerhays",81,243,61,182,"TotalDrivingEfficiency",2012
130,130,"Graham DeLaet",79,246,87,159,"TotalDrivingEfficiency",2012
131,131,"Phil Mickelson",79,247,128,119,"TotalDrivingEfficiency",2012
132,132,"Angel Cabrera",54,248,91,157,"TotalDrivingEfficiency",2012
133,133,"DJ Trahan",73,251,150,101,"TotalDrivingEfficiency",2012
134,134,"YE Yang",64,255,152,103,"TotalDrivingEfficiency",2012
135,135,"Kevin Kisner",69,259,103,156,"TotalDrivingEfficiency",2012
136,136,"George McNeill",85,260,106,154,"TotalDrivingEfficiency",2012
137,137,"Pat Perez",81,263,118,145,"TotalDrivingEfficiency",2012
138,138,"Boo Weekley",74,264,150,114,"TotalDrivingEfficiency",2012
139,139,"Colt Knost",79,265,149,116,"TotalDrivingEfficiency",2012
140,140,"Spencer Levin",81,266,163,103,"TotalDrivingEfficiency",2012
140,140,"Adam Scott",59,266,126,140,"TotalDrivingEfficiency",2012
142,142,"Jimmy Walker",101,269,118,151,"TotalDrivingEfficiency",2012
143,143,"Brendon Todd",78,271,121,150,"TotalDrivingEfficiency",2012
144,144,"Gavin Coles",72,272,170,102,"TotalDrivingEfficiency",2012
144,144,"Matt Every",80,272,121,151,"TotalDrivingEfficiency",2012
146,146,"Marco Dawson",60,274,114,160,"TotalDrivingEfficiency",2012
147,147,"Chris DiMarco",83,275,146,129,"TotalDrivingEfficiency",2012
148,148,"Daniel Chopra",55,277,111,166,"TotalDrivingEfficiency",2012
149,149,"David Mathis",83,278,162,116,"TotalDrivingEfficiency",2012
150,150,"Greg Chalmers",88,282,176,106,"TotalDrivingEfficiency",2012
151,151,"Stewart Cink",71,283,97,186,"TotalDrivingEfficiency",2012
151,151,"Ryo Ishikawa",54,283,121,162,"TotalDrivingEfficiency",2012
153,153,"Scott Brown",65,284,144,140,"TotalDrivingEfficiency",2012
154,154,"Jason Kokrak",79,292,113,179,"TotalDrivingEfficiency",2012
155,155,"Stuart Appleby",75,297,148,149,"TotalDrivingEfficiency",2012
156,156,"Kevin Chappell",91,298,140,158,"TotalDrivingEfficiency",2012
156,156,"Rod Pampling",88,298,164,134,"TotalDrivingEfficiency",2012
158,158,"Charles Howell III",98,300,173,127,"TotalDrivingEfficiency",2012
159,159,"Danny Lee",74,301,129,172,"TotalDrivingEfficiency",2012
159,159,"Charl Schwartzel",56,301,167,134,"TotalDrivingEfficiency",2012
161,161,"Blake Adams",107,306,174,132,"TotalDrivingEfficiency",2012
162,162,"Bob Estes",78,313,168,145,"TotalDrivingEfficiency",2012
162,162,"Nick OHern",78,313,179,134,"TotalDrivingEfficiency",2012
164,164,"Ryuji Imada",78,318,140,178,"TotalDrivingEfficiency",2012
165,165,"Derek Lamely",64,319,136,183,"TotalDrivingEfficiency",2012
166,166,"Hunter Haas",69,321,179,142,"TotalDrivingEfficiency",2012
167,167,"Bobby Gates",87,322,161,161,"TotalDrivingEfficiency",2012
168,168,"Charlie Beljan",61,323,152,171,"TotalDrivingEfficiency",2012
169,169,"Stephen Gangluff",57,324,133,191,"TotalDrivingEfficiency",2012
170,170,"William McGirt",96,325,156,169,"TotalDrivingEfficiency",2012
171,171,"Martin Flores",95,327,155,172,"TotalDrivingEfficiency",2012
172,172,"JJ Killeen",101,330,165,165,"TotalDrivingEfficiency",2012
173,173,"Tom Gillis",75,331,184,147,"TotalDrivingEfficiency",2012
174,174,"Kris Blanks",65,332,170,162,"TotalDrivingEfficiency",2012
175,175,"Ken Duke",104,336,181,155,"TotalDrivingEfficiency",2012
175,175,"Greg Owen",90,336,156,180,"TotalDrivingEfficiency",2012
177,177,"Matt Jones",53,337,170,167,"TotalDrivingEfficiency",2012
178,178,"James Driscoll",83,339,165,174,"TotalDrivingEfficiency",2012
179,179,"Jhonattan Vegas",77,340,156,184,"TotalDrivingEfficiency",2012
180,180,"Gary Woodland",70,347,177,170,"TotalDrivingEfficiency",2012
181,181,"Stephen Ames",54,351,184,167,"TotalDrivingEfficiency",2012
182,182,"Freddie Jacobson",61,352,188,164,"TotalDrivingEfficiency",2012
183,183,"Scott Dunlap",57,353,178,175,"TotalDrivingEfficiency",2012
184,184,"Sergio Garcia",57,361,184,177,"TotalDrivingEfficiency",2012
185,185,"Ricky Barnes",92,363,187,176,"TotalDrivingEfficiency",2012
186,186,"Henrik Stenson",51,365,175,190,"TotalDrivingEfficiency",2012
187,187,"Brendon de Jonge",115,367,182,185,"TotalDrivingEfficiency",2012
188,188,"Chris Couch",61,370,182,188,"TotalDrivingEfficiency",2012
189,189,"Trevor Immelman",76,372,191,181,"TotalDrivingEfficiency",2012
190,190,"Nathan Green",73,377,190,187,"TotalDrivingEfficiency",2012
191,191,"Billy Hurley III",70,378,189,189,"TotalDrivingEfficiency",2012
