"DistancefromCenterofFairway_RANKTHISWEEK_2009","DistancefromCenterofFairway_RANKLASTWEEK_2009","DistancefromCenterofFairway_PLAYERNAME_2009","DistancefromCenterofFairway_EVENTS_2009","DistancefromCenterofFairway_AVG_2009","DistancefromCenterofFairway_TOTALDISTANCEFEET_2009","DistancefromCenterofFairway_TOTALSTROKES_2009","stat_name","year"
141,141,"Tim Clark",23,NA,15953.833,600,"DistancefromCenterofFairway",2009
141,141,"Ken Duke",29,NA,15751.25,593,"DistancefromCenterofFairway",2009
141,141,"JJ Henry",28,NA,19003.667,714,"DistancefromCenterofFairway",2009
141,141,"Matt Kuchar",24,NA,16829.667,634,"DistancefromCenterofFairway",2009
145,145,"Michael Allen",22,NA,14732.167,553,"DistancefromCenterofFairway",2009
145,145,"Tim Petrovic",31,NA,20825.917,781,"DistancefromCenterofFairway",2009
145,145,"Jimmy Walker",24,NA,12543.667,470,"DistancefromCenterofFairway",2009
148,148,"Alex Cejka",25,NA,18150.833,679,"DistancefromCenterofFairway",2009
149,149,"Charley Hoffman",27,NA,18012.5,672,"DistancefromCenterofFairway",2009
149,149,"Davis Love III",27,NA,16967.917,632,"DistancefromCenterofFairway",2009
149,149,"Will Ma Kenzie",24,NA,14767.167,551,"DistancefromCenterofFairway",2009
149,149,"Tag Ridings",16,NA,8350,311,"DistancefromCenterofFairway",2009
149,149,"Chris Riley",22,NA,17852.75,665,"DistancefromCenterofFairway",2009
154,154,"JB Holmes",25,NA,10368.917,385,"DistancefromCenterofFairway",2009
155,155,"Lee Janzen",23,NA,14319,530,"DistancefromCenterofFairway",2009
155,155,"Bill Lunde",27,NA,17671.333,655,"DistancefromCenterofFairway",2009
155,155,"Brandt Snedeker",26,NA,16988.333,630,"DistancefromCenterofFairway",2009
158,158,"Steve Elkington",23,NA,15675.667,578,"DistancefromCenterofFairway",2009
158,158,"Brian Gay",27,NA,22237.667,821,"DistancefromCenterofFairway",2009
160,160,"Andres Romero",20,NA,8194.25,302,"DistancefromCenterofFairway",2009
161,161,"Jeff Overton",28,NA,15270,556,"DistancefromCenterofFairway",2009
162,162,"Daniel Chopra",28,NA,17964.417,651,"DistancefromCenterofFairway",2009
163,163,"Brian Bateman",25,NA,10068.583,364,"DistancefromCenterofFairway",2009
163,163,"Mathew Goggin",26,NA,14897.667,539,"DistancefromCenterofFairway",2009
165,165,"Parker McLachlin",25,NA,13777.75,497,"DistancefromCenterofFairway",2009
165,165,"Ryan Moore",27,NA,18588.167,669,"DistancefromCenterofFairway",2009
165,165,"Corey Pavin",23,NA,14752.083,531,"DistancefromCenterofFairway",2009
168,168,"Stephen Ames",23,NA,14444.167,517,"DistancefromCenterofFairway",2009
168,168,"David Duval",22,NA,8479.167,304,"DistancefromCenterofFairway",2009
170,170,"Ernie Els",19,NA,13365.5,478,"DistancefromCenterofFairway",2009
170,170,"Dustin Johnson",25,NA,13516.917,483,"DistancefromCenterofFairway",2009
170,170,"Johnson Wagner",26,NA,18198.167,649,"DistancefromCenterofFairway",2009
173,173,"Cameron Beckman",26,NA,17817.667,634,"DistancefromCenterofFairway",2009
174,174,"Mark Brooks",17,NA,11091,391,"DistancefromCenterofFairway",2009
174,174,"Adam Scott",19,NA,9566.417,338,"DistancefromCenterofFairway",2009
174,174,"DJ Trahan",30,NA,20464.583,722,"DistancefromCenterofFairway",2009
177,177,"Brad Faxon",23,NA,12148.833,427,"DistancefromCenterofFairway",2009
178,178,"Greg Kraft",21,NA,10226.75,359,"DistancefromCenterofFairway",2009
178,178,"Ryan Palmer",26,NA,16477.333,578,"DistancefromCenterofFairway",2009
180,180,"Richard Johnson",26,NA,20094.833,704,"DistancefromCenterofFairway",2009
181,181,"KJ Choi",22,NA,13395.75,464,"DistancefromCenterofFairway",2009
182,182,"Ryuji Imada",25,NA,16575,571,"DistancefromCenterofFairway",2009
183,183,"Marc Turnesa",30,NA,19093.833,656,"DistancefromCenterofFairway",2009
184,184,"Bubba Watson",24,NA,11892.25,408,"DistancefromCenterofFairway",2009
