"DistancetoApex_RANKTHISWEEK_2012","DistancetoApex_RANKLASTWEEK_2012","DistancetoApex_PLAYERNAME_2012","DistancetoApex_ROUNDS_2012","DistancetoApex_AVG_2012","DistancetoApex_TOTALAPEXRANGE_2012","DistancetoApex_TOTALATTEMPTS_2012","DistancetoApex_LONGESTDISTTOAPEX_2012","DistancetoApex_SHORTESTDISTTOAPEX_2012","stat_name","year"
27,27,"Scott Piercy",95,195.2,12492.1,64,215.4,156.2,"DistancetoApex",2012
28,28,"Phil Mickelson",79,195.1,10536.8,54,208.7,163.8,"DistancetoApex",2012
29,29,"Martin Flores",95,194.2,12623.7,65,214.3,169.9,"DistancetoApex",2012
30,30,"Ryan Palmer",81,193.9,13186.7,68,209.5,179.6,"DistancetoApex",2012
31,31,"James Driscoll",83,193.8,11239.1,58,207.6,168.7,"DistancetoApex",2012
31,31,"Sergio Garcia",57,193.8,8332.2,43,207.2,166.5,"DistancetoApex",2012
33,33,"Martin Laird",77,193.6,8907.1,46,207.4,173.4,"DistancetoApex",2012
34,34,"Louis Oosthuizen",65,193.2,9659.6,50,205.3,163.4,"DistancetoApex",2012
35,35,"Edward Loar",59,193,6754,35,205.6,175.9,"DistancetoApex",2012
35,35,"Lee Westwood",60,193,7911.6,41,204.9,178.5,"DistancetoApex",2012
37,37,"Rickie Fowler",84,192.2,10188.7,53,204.8,174.8,"DistancetoApex",2012
37,37,"Garth Mulroy",59,192.2,7688.1,40,205.4,177.2,"DistancetoApex",2012
39,39,"Charley Hoffman",88,192.1,14021.2,73,207.1,162.1,"DistancetoApex",2012
40,40,"Bill Haas",79,192,11330.9,59,206.6,182.5,"DistancetoApex",2012
40,40,"Josh Teater",97,192,14209.2,74,207.5,166.8,"DistancetoApex",2012
40,40,"Jimmy Walker",101,192,13437.8,70,206.5,166.3,"DistancetoApex",2012
43,43,"Derek Lamely",64,191.9,9593.8,50,205,162.5,"DistancetoApex",2012
44,44,"Harris English",98,191.8,14768.2,77,214.3,146.9,"DistancetoApex",2012
45,45,"Keegan Bradley",90,191.6,11111,58,203.6,176.7,"DistancetoApex",2012
45,45,"John Senden",81,191.6,12071.7,63,204.7,181.9,"DistancetoApex",2012
47,47,"Andres Romero",68,191.4,9378,49,205.6,175.9,"DistancetoApex",2012
48,48,"Jason Kokrak",79,191.3,9946.2,52,209.2,94.7,"DistancetoApex",2012
49,49,"Jonathan Byrd",69,190.9,8401.2,44,203.1,171.6,"DistancetoApex",2012
50,50,"JJ Killeen",101,190.8,12591.3,66,207.4,156.1,"DistancetoApex",2012
50,50,"Kevin Streelman",89,190.8,13356.1,70,204.5,171.2,"DistancetoApex",2012
52,52,"Erik Compton",81,190.7,9155.8,48,204.9,162.3,"DistancetoApex",2012
53,53,"Davis Love III",64,190.6,7813.8,41,200.7,179.2,"DistancetoApex",2012
53,53,"Charl Schwartzel",56,190.6,6861.4,36,200.7,172.1,"DistancetoApex",2012
55,55,"Kevin Chappell",91,190.4,12754.1,67,209.4,163.6,"DistancetoApex",2012
56,56,"Harrison Frazar",56,190.3,7610.2,40,202.5,166.1,"DistancetoApex",2012
56,56,"George McNeill",85,190.3,11039.2,58,204,147.1,"DistancetoApex",2012
56,56,"Geoff Ogilvy",73,190.3,9514,50,199.4,176.3,"DistancetoApex",2012
59,59,"Daniel Chopra",55,190.2,6846.2,36,208.6,146.2,"DistancetoApex",2012
60,60,"Troy Matteson",100,189.5,12886,68,204.8,165.9,"DistancetoApex",2012
60,60,"Cameron Tringale",88,189.5,13076.8,69,202,170.7,"DistancetoApex",2012
62,62,"Sean OHair",84,189.2,12296.7,65,205.5,170,"DistancetoApex",2012
63,63,"Stephen Gangluff",57,189,6616.5,35,199.6,169.2,"DistancetoApex",2012
64,64,"Padraig Harrington",67,188.9,7178.8,38,199.7,175.8,"DistancetoApex",2012
65,65,"Brendon de Jonge",115,188.7,17175,91,202.1,85.5,"DistancetoApex",2012
66,66,"Matt Jones",53,188.5,6597.4,35,199.7,167.5,"DistancetoApex",2012
67,67,"Boo Weekley",74,188.1,9967.3,53,199.7,151.3,"DistancetoApex",2012
68,68,"Marc Leishman",84,188,11282.3,60,202.6,155.5,"DistancetoApex",2012
69,69,"Ricky Barnes",92,187.8,12769.2,68,204.6,157,"DistancetoApex",2012
70,70,"Webb Simpson",77,187.5,10684.8,57,199,172.2,"DistancetoApex",2012
71,71,"Trevor Immelman",76,186.9,9529.5,51,207.6,84.9,"DistancetoApex",2012
71,71,"Ryo Ishikawa",54,186.9,5605.5,30,205,177,"DistancetoApex",2012
71,71,"Chris Kirk",93,186.9,14768.5,79,200.3,159.1,"DistancetoApex",2012
71,71,"Bo Van Pelt",84,186.9,11400.2,61,208.9,165.8,"DistancetoApex",2012
75,75,"Kevin Stadler",85,186.6,10078.7,54,200.3,164.1,"DistancetoApex",2012
76,76,"Stewart Cink",71,186.5,7272.8,39,198.7,158.3,"DistancetoApex",2012
77,77,"Roberto Castro",92,186.2,12659.9,68,197,164.9,"DistancetoApex",2012
77,77,"Brandt Jobe",57,186.2,6701.4,36,202.4,164.4,"DistancetoApex",2012
79,79,"Sangmoon Bae",81,186,10227.8,55,200.7,153.8,"DistancetoApex",2012
80,80,"Pat Perez",81,185.9,10227,55,203.7,170.6,"DistancetoApex",2012
81,81,"Tommy Gainey",98,185.8,14865.9,80,199.1,162.5,"DistancetoApex",2012
81,81,"Nathan Green",73,185.8,7433,40,208.3,135,"DistancetoApex",2012
81,81,"Tim Herron",88,185.8,12446.2,67,202.9,161.4,"DistancetoApex",2012
84,84,"Ernie Els",80,185.6,11318.8,61,199.1,167.8,"DistancetoApex",2012
85,85,"Danny Lee",74,185.5,9274.4,50,199.6,165.3,"DistancetoApex",2012
86,86,"John Merrick",83,185.3,11489.9,62,198.1,156.1,"DistancetoApex",2012
86,86,"Kevin Na",80,185.3,10745.7,58,208.9,162.3,"DistancetoApex",2012
88,88,"Daniel Summerhays",81,184.9,11096.6,60,201.3,153,"DistancetoApex",2012
89,89,"Steve Stricker",73,184.8,8314.1,45,192.9,167.6,"DistancetoApex",2012
90,90,"Matt Bettencourt",80,184.6,7753.5,42,199.6,164.5,"DistancetoApex",2012
90,90,"Mathew Goggin",65,184.6,9601.7,52,196.6,162.3,"DistancetoApex",2012
90,90,"Hunter Mahan",88,184.6,10890,59,196.3,166.4,"DistancetoApex",2012
93,93,"Matt Every",80,184.5,9961.6,54,194.7,159.6,"DistancetoApex",2012
94,94,"Chad Campbell",84,184.4,13093,71,200.4,159,"DistancetoApex",2012
95,95,"JJ Henry",93,184.2,9026.9,49,203.1,156.7,"DistancetoApex",2012
96,96,"Michael Bradley",63,184.1,5889.6,32,195.3,169.9,"DistancetoApex",2012
97,97,"YE Yang",64,184,7360.9,40,199.3,166.7,"DistancetoApex",2012
98,98,"Vijay Singh",99,183.6,12670.4,69,200,159.1,"DistancetoApex",2012
99,99,"Miguel Angel Carballo",73,183.4,8251.9,45,199,155.1,"DistancetoApex",2012
100,100,"Billy Horschel",63,183.3,8248.6,45,210.6,160.9,"DistancetoApex",2012
101,101,"Brendan Steele",77,183.2,10807.5,59,197,169.3,"DistancetoApex",2012
102,102,"Troy Kelly",68,183.1,7873.3,43,197.6,140.6,"DistancetoApex",2012
102,102,"Carl Pettersson",92,183.1,13552,74,196.7,153.5,"DistancetoApex",2012
102,102,"Michael Thompson",80,183.1,11167.9,61,192.6,172.8,"DistancetoApex",2012
105,105,"Kyle Reifers",86,182.8,11697.1,64,195.5,159.1,"DistancetoApex",2012
106,106,"Justin Rose",69,182.7,8954.6,49,197.1,169.7,"DistancetoApex",2012
107,107,"Tom Gillis",75,182.6,11504.1,63,196.9,165.1,"DistancetoApex",2012
107,107,"William McGirt",96,182.6,13876.4,76,201.1,153.3,"DistancetoApex",2012
107,107,"Ian Poulter",57,182.6,7119.8,39,190.5,172.8,"DistancetoApex",2012
110,110,"John Rollins",81,182.5,12410.5,68,196.3,166.6,"DistancetoApex",2012
111,111,"Jason Dufner",83,182.4,11123.7,61,196.1,158.7,"DistancetoApex",2012
111,111,"Roland Thatcher",55,182.4,6385.5,35,202.9,160.6,"DistancetoApex",2012
113,113,"Jeff Overton",101,182.2,15847.5,87,194.4,143.4,"DistancetoApex",2012
114,114,"Stuart Appleby",75,182.1,10923.7,60,200.4,149.5,"DistancetoApex",2012
115,115,"Bill Lunde",83,181.8,11451.7,63,192.5,155.5,"DistancetoApex",2012
116,116,"Freddie Jacobson",61,181.7,7087.8,39,193.2,160.4,"DistancetoApex",2012
117,117,"Brandt Snedeker",81,181.6,11080,61,190.9,168.3,"DistancetoApex",2012
118,118,"Brendon Todd",78,181.5,9800.5,54,194.7,162.7,"DistancetoApex",2012
119,119,"Marco Dawson",60,181.2,7066.1,39,197.2,163.6,"DistancetoApex",2012
119,119,"Rod Pampling",88,181.2,11598,64,197.2,146.2,"DistancetoApex",2012
121,121,"Steve Wheatcroft",56,181,6335,35,191.5,129.9,"DistancetoApex",2012
122,122,"Billy Mayfair",90,180.8,12472.3,69,195.3,167.2,"DistancetoApex",2012
123,123,"Bud Cauley",99,180.7,15722.9,87,194.9,154.9,"DistancetoApex",2012
124,124,"Chez Reavie",83,180.6,10472,58,189.8,167.3,"DistancetoApex",2012
125,125,"Bob Estes",78,180.4,9740.6,54,193.2,161,"DistancetoApex",2012
126,126,"Charlie Wi",86,180.2,10812.6,60,201.1,159.8,"DistancetoApex",2012
127,127,"Robert Allenby",76,180.1,10446.6,58,190.2,152.8,"DistancetoApex",2012
128,128,"Blake Adams",107,180,10982.7,61,198.9,153.3,"DistancetoApex",2012
129,129,"Rory Sabbatini",84,179.9,12232.6,68,197.4,152.7,"DistancetoApex",2012
130,130,"Richard Lee",71,179.6,8080.1,45,192.3,144.5,"DistancetoApex",2012
130,130,"Ryan Moore",89,179.6,14190.7,79,194.3,147.7,"DistancetoApex",2012
132,132,"Ryuji Imada",78,179.5,9871.4,55,191.3,164.6,"DistancetoApex",2012
133,133,"Will Claxton",99,179.3,14343.4,80,195.9,145.1,"DistancetoApex",2012
133,133,"Ben Crane",73,179.3,11294.6,63,189.7,147.7,"DistancetoApex",2012
135,135,"Kris Blanks",65,179.2,8961.1,50,192.8,156,"DistancetoApex",2012
136,136,"DJ Trahan",73,179.1,8775.7,49,195.9,153.4,"DistancetoApex",2012
137,137,"Chris Stroud",86,179,11632.1,65,190.3,162.2,"DistancetoApex",2012
138,138,"Kevin Kisner",69,178.6,8750.7,49,188.5,152.7,"DistancetoApex",2012
139,139,"Dicky Pride",62,178.5,8745,49,193.7,162.2,"DistancetoApex",2012
139,139,"Camilo Villegas",79,178.5,11782.9,66,197.1,51.7,"DistancetoApex",2012
141,141,"Johnson Wagner",88,178.4,12843.4,72,190.9,124.6,"DistancetoApex",2012
142,142,"Spencer Levin",81,178.2,10511.3,59,200.1,155.7,"DistancetoApex",2012
142,142,"Bryce Molder",83,178.2,12117.8,68,191.1,161.3,"DistancetoApex",2012
144,144,"Graeme McDowell",55,178.1,7300.3,41,191,161.6,"DistancetoApex",2012
145,145,"Sung Kang",75,178,8720.5,49,188.8,149.5,"DistancetoApex",2012
146,146,"Jonas Blixt",72,177.9,10671,60,196.5,156.6,"DistancetoApex",2012
146,146,"Scott Brown",65,177.9,7650.3,43,192.1,149.9,"DistancetoApex",2012
148,148,"Jason Bohn",81,177.8,10492.6,59,190.2,165.1,"DistancetoApex",2012
149,149,"Ken Duke",104,177.6,14739.1,83,193.9,158.3,"DistancetoApex",2012
150,150,"Luke Donald",63,177.5,8698.3,49,192.3,160.8,"DistancetoApex",2012
150,150,"Jim Furyk",85,177.5,11007.8,62,188.9,153.6,"DistancetoApex",2012
150,150,"Hunter Haas",69,177.5,7275.7,41,195.6,149.3,"DistancetoApex",2012
153,153,"Arjun Atwal",79,177.3,10284.3,58,188.5,159.3,"DistancetoApex",2012
153,153,"David Hearn",95,177.3,13478.1,76,192.9,160.8,"DistancetoApex",2012
155,155,"Brian Harman",101,177.2,15594,88,195.1,151.6,"DistancetoApex",2012
156,156,"Tommy Biershenk",74,176.7,9012.6,51,188.3,155.9,"DistancetoApex",2012
156,156,"Ben Curtis",62,176.7,9187.9,52,188.3,150.8,"DistancetoApex",2012
156,156,"Alexandre Rocha",62,176.7,8128.4,46,197.5,118.3,"DistancetoApex",2012
159,159,"Scott Dunlap",57,176.6,7415.2,42,189.6,164.2,"DistancetoApex",2012
160,160,"Ted Potter Jr",77,175.8,10198.8,58,190.7,125.1,"DistancetoApex",2012
161,161,"John Huh",99,175.7,14059.2,80,191.3,129.1,"DistancetoApex",2012
162,162,"Greg Chalmers",88,175.3,12973.4,74,187.4,151.2,"DistancetoApex",2012
163,163,"Cameron Beckman",81,174.8,11010,63,211.5,143.6,"DistancetoApex",2012
163,163,"DA Points",88,174.8,12412.4,71,190.7,148.6,"DistancetoApex",2012
165,165,"Vaughn Taylor",81,174.7,9608.8,55,189.6,156.8,"DistancetoApex",2012
166,166,"Matt Kuchar",86,174.5,11514.6,66,184.8,159.3,"DistancetoApex",2012
166,166,"Rocco Mediate",70,174.5,9423.7,54,188,151.9,"DistancetoApex",2012
166,166,"Mark Wilson",84,174.5,10993,63,181.8,159.4,"DistancetoApex",2012
169,169,"Russell Knox",72,173.3,8666.7,50,193.5,132.2,"DistancetoApex",2012
170,170,"Gary Christian",91,172.7,10017.6,58,190.4,149.7,"DistancetoApex",2012
170,170,"Tom Pernice Jr",62,172.7,8116,47,183.7,158.5,"DistancetoApex",2012
172,172,"Kyle Thompson",51,172.3,5513.5,32,188.6,152.5,"DistancetoApex",2012
173,173,"Patrick Sheehan",58,172.2,6545.1,38,184.2,142.7,"DistancetoApex",2012
174,174,"KJ Choi",71,171.9,8941,52,200.6,122.7,"DistancetoApex",2012
175,175,"Stephen Ames",54,171.5,5316,31,186,150.4,"DistancetoApex",2012
176,176,"Heath Slocum",93,171.1,11806.5,69,186,154.4,"DistancetoApex",2012
177,177,"Colt Knost",79,171,10770,63,185.7,151.2,"DistancetoApex",2012
178,178,"David Mathis",83,170.7,10414.9,61,187.1,142.7,"DistancetoApex",2012
179,179,"John Mallinger",74,170.6,9896.8,58,183.1,153.8,"DistancetoApex",2012
180,180,"Billy Hurley III",70,170.3,8513.7,50,182.4,146.2,"DistancetoApex",2012
181,181,"Zach Johnson",95,170.2,12423.5,73,183.9,152.7,"DistancetoApex",2012
182,182,"Brian Davis",91,169.7,13068.5,77,184.6,156.9,"DistancetoApex",2012
183,183,"Jeff Maggert",83,168.5,12300.6,73,181.5,153.7,"DistancetoApex",2012
184,184,"Chris DiMarco",83,168.3,10603.5,63,179.9,145.3,"DistancetoApex",2012
185,185,"Justin Leonard",79,168,9408.8,56,179.5,141.1,"DistancetoApex",2012
186,186,"Jerry Kelly",84,166.7,12168.6,73,185.5,149,"DistancetoApex",2012
187,187,"Brian Gay",91,165.4,11910.3,72,178.3,148.8,"DistancetoApex",2012
188,188,"Tim Clark",60,161.9,8578.1,53,171.7,141.1,"DistancetoApex",2012
188,188,"David Toms",60,161.9,6476.1,40,170.6,150.7,"DistancetoApex",2012
190,190,"Gavin Coles",72,160.7,7876.1,49,177.7,114.8,"DistancetoApex",2012
191,191,"Nick OHern",78,160.3,9776.7,61,182.9,125.9,"DistancetoApex",2012
