"Total1PuttsInside5_RANKTHISWEEK_2008","Total1PuttsInside5_RANKLASTWEEK_2008","Total1PuttsInside5_PLAYERNAME_2008","Total1PuttsInside5_ROUNDS_2008","Total1PuttsInside5_TOTAL_2008","Total1PuttsInside5_TOTALFORALLDISTANCES_2008","Total1PuttsInside5_PCTOFALL1PUTTS_2008","stat_name","year"
29,29,"Kenny Perry",97,303,623,48.6,"Total1PuttsInside5",2008
30,30,"Charley Hoffman",94,301,593,50.8,"Total1PuttsInside5",2008
31,31,"Martin Laird",98,299,586,51,"Total1PuttsInside5",2008
31,31,"Peter Lonard",92,299,551,54.3,"Total1PuttsInside5",2008
33,33,"Jonathan Byrd",88,298,558,53.4,"Total1PuttsInside5",2008
33,33,"Steve Flesch",95,298,571,52.2,"Total1PuttsInside5",2008
33,33,"Bo Van Pelt",101,298,615,48.5,"Total1PuttsInside5",2008
36,36,"Dustin Johnson",92,297,532,55.8,"Total1PuttsInside5",2008
36,36,"Nick Watney",96,297,571,52,"Total1PuttsInside5",2008
38,38,"Woody Austin",109,295,610,48.4,"Total1PuttsInside5",2008
39,39,"George McNeill",97,294,594,49.5,"Total1PuttsInside5",2008
39,39,"Tim Petrovic",97,294,583,50.4,"Total1PuttsInside5",2008
41,41,"Jesper Parnevik",88,291,570,51.1,"Total1PuttsInside5",2008
41,41,"Kevin Sutherland",98,291,599,48.6,"Total1PuttsInside5",2008
41,41,"Bubba Watson",97,291,532,54.7,"Total1PuttsInside5",2008
44,44,"Tim Wilkinson",95,288,572,50.3,"Total1PuttsInside5",2008
45,45,"Troy Matteson",94,287,573,50.1,"Total1PuttsInside5",2008
46,46,"Parker McLachlin",88,286,571,50.1,"Total1PuttsInside5",2008
47,47,"Bob Estes",90,284,569,49.9,"Total1PuttsInside5",2008
47,47,"Pat Perez",93,284,555,51.2,"Total1PuttsInside5",2008
49,49,"Lucas Glover",91,283,557,50.8,"Total1PuttsInside5",2008
50,50,"Tim Clark",90,282,543,51.9,"Total1PuttsInside5",2008
50,50,"JJ Henry",108,282,603,46.8,"Total1PuttsInside5",2008
50,50,"Michael Letzig",88,282,531,53.1,"Total1PuttsInside5",2008
50,50,"John Rollins",94,282,561,50.3,"Total1PuttsInside5",2008
54,54,"Nick Flanagan",89,281,541,51.9,"Total1PuttsInside5",2008
54,54,"Jason Gore",94,281,578,48.6,"Total1PuttsInside5",2008
56,56,"Heath Slocum",104,279,546,51.1,"Total1PuttsInside5",2008
57,57,"Jason Day",81,278,536,51.9,"Total1PuttsInside5",2008
57,57,"James Driscoll",85,278,518,53.7,"Total1PuttsInside5",2008
57,57,"Tag Ridings",88,278,557,49.9,"Total1PuttsInside5",2008
60,60,"DJ Trahan",94,277,525,52.8,"Total1PuttsInside5",2008
61,61,"Mathias Gronberg",87,276,559,49.4,"Total1PuttsInside5",2008
61,61,"Marc Turnesa",87,276,571,48.3,"Total1PuttsInside5",2008
63,63,"Nick OHern",82,273,519,52.6,"Total1PuttsInside5",2008
63,63,"Jeff Quinney",87,273,563,48.5,"Total1PuttsInside5",2008
65,65,"Robert Garrigus",90,271,565,48,"Total1PuttsInside5",2008
65,65,"Mathew Goggin",91,271,534,50.7,"Total1PuttsInside5",2008
67,67,"Todd Demsey",80,270,494,54.7,"Total1PuttsInside5",2008
67,67,"Jerry Kelly",89,270,509,53,"Total1PuttsInside5",2008
69,69,"Michael Allen",91,269,522,51.5,"Total1PuttsInside5",2008
69,69,"YE Yang",89,269,538,50,"Total1PuttsInside5",2008
71,71,"John Merrick",98,268,494,54.3,"Total1PuttsInside5",2008
72,72,"Lee Janzen",89,267,522,51.1,"Total1PuttsInside5",2008
73,73,"Jon Mills",95,266,510,52.2,"Total1PuttsInside5",2008
74,74,"Daniel Chopra",84,265,538,49.3,"Total1PuttsInside5",2008
74,74,"Richard Johnson",77,265,529,50.1,"Total1PuttsInside5",2008
76,76,"Robert Allenby",108,264,539,49,"Total1PuttsInside5",2008
76,76,"Chad Campbell",94,264,582,45.4,"Total1PuttsInside5",2008
78,78,"Bart Bryant",81,263,470,56,"Total1PuttsInside5",2008
78,78,"Ryuji Imada",80,263,501,52.5,"Total1PuttsInside5",2008
80,80,"Jim Furyk",95,262,515,50.9,"Total1PuttsInside5",2008
81,81,"Brad Adamonis",87,261,486,53.7,"Total1PuttsInside5",2008
81,81,"JB Holmes",86,261,497,52.5,"Total1PuttsInside5",2008
83,83,"Cameron Beckman",87,258,507,50.9,"Total1PuttsInside5",2008
83,83,"Rich Beem",90,258,528,48.9,"Total1PuttsInside5",2008
83,83,"Matt Kuchar",88,258,499,51.7,"Total1PuttsInside5",2008
86,86,"Mike Weir",88,257,495,51.9,"Total1PuttsInside5",2008
87,87,"Ben Crane",86,256,547,46.8,"Total1PuttsInside5",2008
88,88,"John Senden",93,254,496,51.2,"Total1PuttsInside5",2008
89,89,"Stuart Appleby",87,252,499,50.5,"Total1PuttsInside5",2008
89,89,"Rod Pampling",83,252,466,54.1,"Total1PuttsInside5",2008
91,91,"Brandt Snedeker",85,251,488,51.4,"Total1PuttsInside5",2008
92,92,"Steve Lowery",74,250,482,51.9,"Total1PuttsInside5",2008
93,93,"Dudley Hart",74,248,496,50,"Total1PuttsInside5",2008
94,94,"Chris DiMarco",87,247,532,46.4,"Total1PuttsInside5",2008
95,95,"Paul Goydos",78,246,480,51.3,"Total1PuttsInside5",2008
95,95,"Jeff Maggert",86,246,522,47.1,"Total1PuttsInside5",2008
95,95,"Jin Park",85,246,477,51.6,"Total1PuttsInside5",2008
98,98,"Cliff Kresge",84,245,478,51.3,"Total1PuttsInside5",2008
98,98,"Rocco Mediate",87,245,468,52.4,"Total1PuttsInside5",2008
98,98,"Kevin Stadler",90,245,484,50.6,"Total1PuttsInside5",2008
101,101,"Aaron Baddeley",76,244,472,51.7,"Total1PuttsInside5",2008
101,101,"Justin Leonard",101,244,524,46.6,"Total1PuttsInside5",2008
101,101,"Brett Quigley",80,244,486,50.2,"Total1PuttsInside5",2008
101,101,"Omar Uresti",74,244,429,56.9,"Total1PuttsInside5",2008
101,101,"Scott Verplank",82,244,457,53.4,"Total1PuttsInside5",2008
101,101,"Jay Williamson",96,244,487,50.1,"Total1PuttsInside5",2008
107,107,"Chad Collins",72,243,479,50.7,"Total1PuttsInside5",2008
107,107,"Ben Curtis",80,243,452,53.8,"Total1PuttsInside5",2008
109,109,"Johnson Wagner",83,241,482,50,"Total1PuttsInside5",2008
110,110,"Todd Hamilton",92,240,502,47.8,"Total1PuttsInside5",2008
110,110,"Ryan Moore",72,240,466,51.5,"Total1PuttsInside5",2008
112,112,"Anthony Kim",81,238,486,49,"Total1PuttsInside5",2008
113,113,"Vijay Singh",82,237,429,55.2,"Total1PuttsInside5",2008
114,114,"Tommy Armour III",77,235,450,52.2,"Total1PuttsInside5",2008
114,114,"Freddie Jacobson",78,235,473,49.7,"Total1PuttsInside5",2008
114,114,"Davis Love III",78,235,455,51.6,"Total1PuttsInside5",2008
117,117,"Camilo Villegas",79,234,452,51.8,"Total1PuttsInside5",2008
118,118,"Justin Bolli",87,232,462,50.2,"Total1PuttsInside5",2008
118,118,"JP Hayes",67,232,438,53,"Total1PuttsInside5",2008
120,120,"Phil Mickelson",80,231,446,51.8,"Total1PuttsInside5",2008
120,120,"Brett Rumford",72,231,431,53.6,"Total1PuttsInside5",2008
120,120,"Scott Sterling",89,231,470,49.1,"Total1PuttsInside5",2008
123,123,"Steve Stricker",75,230,430,53.5,"Total1PuttsInside5",2008
123,123,"Charles Warren",79,230,448,51.3,"Total1PuttsInside5",2008
125,125,"Sean OHair",81,229,452,50.7,"Total1PuttsInside5",2008
126,126,"Ryan Armour",87,227,498,45.6,"Total1PuttsInside5",2008
127,127,"Robert Gamez",79,226,458,49.3,"Total1PuttsInside5",2008
127,127,"Zach Johnson",85,226,471,48,"Total1PuttsInside5",2008
129,129,"Stephen Ames",83,224,451,49.7,"Total1PuttsInside5",2008
130,130,"Olin Browne",77,222,427,52,"Total1PuttsInside5",2008
131,131,"Stewart Cink",87,220,454,48.5,"Total1PuttsInside5",2008
132,132,"Jimmy Walker",73,219,430,50.9,"Total1PuttsInside5",2008
133,133,"Harrison Frazar",73,217,389,55.8,"Total1PuttsInside5",2008
134,134,"Mark Hensby",71,216,443,48.8,"Total1PuttsInside5",2008
134,134,"John Riegger",73,216,419,51.6,"Total1PuttsInside5",2008
136,136,"Joe Durant",92,215,458,46.9,"Total1PuttsInside5",2008
137,137,"Steve Elkington",84,214,497,43.1,"Total1PuttsInside5",2008
138,138,"Corey Pavin",69,212,449,47.2,"Total1PuttsInside5",2008
139,139,"Glen Day",64,208,389,53.5,"Total1PuttsInside5",2008
139,139,"Chris Stroud",81,208,403,51.6,"Total1PuttsInside5",2008
141,141,"Bob Tway",70,207,446,46.4,"Total1PuttsInside5",2008
142,142,"Rory Sabbatini",77,205,428,47.9,"Total1PuttsInside5",2008
143,143,"Alex Cejka",75,203,405,50.1,"Total1PuttsInside5",2008
144,144,"David Toms",70,202,388,52.1,"Total1PuttsInside5",2008
145,145,"Hunter Mahan",87,201,462,43.5,"Total1PuttsInside5",2008
146,146,"Craig Kanada",65,200,404,49.5,"Total1PuttsInside5",2008
146,146,"Will Ma Kenzie",62,200,385,51.9,"Total1PuttsInside5",2008
146,146,"Scott McCarron",63,200,391,51.2,"Total1PuttsInside5",2008
149,149,"Kenneth Ferrie",72,199,399,49.9,"Total1PuttsInside5",2008
149,149,"Ted Purdy",68,199,367,54.2,"Total1PuttsInside5",2008
151,151,"Marco Dawson",64,198,387,51.2,"Total1PuttsInside5",2008
151,151,"Greg Kraft",63,198,386,51.3,"Total1PuttsInside5",2008
153,153,"Carlos Franco",73,196,417,47,"Total1PuttsInside5",2008
153,153,"Sergio Garcia",72,196,384,51,"Total1PuttsInside5",2008
153,153,"Kyle Thompson",70,196,375,52.3,"Total1PuttsInside5",2008
156,156,"Brenden Pappas",66,194,411,47.2,"Total1PuttsInside5",2008
157,157,"Ryan Palmer",69,191,442,43.2,"Total1PuttsInside5",2008
158,158,"Jim McGovern",75,190,399,47.6,"Total1PuttsInside5",2008
159,159,"KJ Choi",74,188,399,47.1,"Total1PuttsInside5",2008
160,160,"Trevor Immelman",70,186,338,55,"Total1PuttsInside5",2008
161,161,"Cody Freeman",66,184,372,49.5,"Total1PuttsInside5",2008
162,162,"Jason Allred",63,182,351,51.9,"Total1PuttsInside5",2008
162,162,"Mark Calcavecchia",67,182,368,49.5,"Total1PuttsInside5",2008
164,164,"Billy Andrade",71,181,383,47.3,"Total1PuttsInside5",2008
164,164,"Fred Couples",60,181,353,51.3,"Total1PuttsInside5",2008
164,164,"Boo Weekley",86,181,389,46.5,"Total1PuttsInside5",2008
167,167,"Brad Elder",67,180,371,48.5,"Total1PuttsInside5",2008
167,167,"David Lutterus",59,180,323,55.7,"Total1PuttsInside5",2008
167,167,"Andres Romero",69,180,360,50,"Total1PuttsInside5",2008
170,170,"Geoff Ogilvy",65,179,344,52,"Total1PuttsInside5",2008
171,171,"Bob Sowards",61,177,346,51.2,"Total1PuttsInside5",2008
172,172,"Chris Riley",51,170,305,55.7,"Total1PuttsInside5",2008
173,173,"Retief Goosen",59,168,305,55.1,"Total1PuttsInside5",2008
173,173,"Doug LaBelle II",65,168,353,47.6,"Total1PuttsInside5",2008
175,175,"Kent Jones",68,166,362,45.9,"Total1PuttsInside5",2008
176,176,"Paul Claxton",63,163,321,50.8,"Total1PuttsInside5",2008
177,177,"Gavin Coles",54,159,302,52.6,"Total1PuttsInside5",2008
177,177,"Shigeki Maruyama",50,159,307,51.8,"Total1PuttsInside5",2008
179,179,"Jeff Gove",50,155,271,57.2,"Total1PuttsInside5",2008
179,179,"Padraig Harrington",52,155,260,59.6,"Total1PuttsInside5",2008
181,181,"Tom Scherrer",56,153,302,50.7,"Total1PuttsInside5",2008
182,182,"Alejandro Canizares",52,152,293,51.9,"Total1PuttsInside5",2008
182,182,"Stephen Leaney",53,152,307,49.5,"Total1PuttsInside5",2008
184,184,"Tommy Gainey",60,151,288,52.4,"Total1PuttsInside5",2008
184,184,"Brandt Jobe",52,151,296,51,"Total1PuttsInside5",2008
186,186,"Ernie Els",51,148,258,57.4,"Total1PuttsInside5",2008
187,187,"John Huston",56,147,331,44.4,"Total1PuttsInside5",2008
188,188,"Tom Lehman",51,144,262,55,"Total1PuttsInside5",2008
189,189,"Steve Allan",58,142,313,45.4,"Total1PuttsInside5",2008
189,189,"Angel Cabrera",55,142,259,54.8,"Total1PuttsInside5",2008
189,189,"Travis Perkins",53,142,266,53.4,"Total1PuttsInside5",2008
192,192,"Ian Poulter",51,140,269,52,"Total1PuttsInside5",2008
194,194,"David Duval",51,132,287,46,"Total1PuttsInside5",2008
195,195,"Adam Scott",51,130,245,53.1,"Total1PuttsInside5",2008
196,196,"Paul Casey",55,115,233,49.4,"Total1PuttsInside5",2008
197,197,"Ron Whittaker",54,112,255,43.9,"Total1PuttsInside5",2008
