"AverageDistanceofPuttsmade_RANKTHISWEEK_2007","AverageDistanceofPuttsmade_RANKLASTWEEK_2007","AverageDistanceofPuttsmade_PLAYERNAME_2007","AverageDistanceofPuttsmade_ROUNDS_2007","AverageDistanceofPuttsmade_AVG_2007","AverageDistanceofPuttsmade_TOTALDISTINCHES_2007","AverageDistanceofPuttsmade_TOTALROUNDS_2007","AverageDistanceofPuttsmade_AVGDIST_2007","AverageDistanceofPuttsmade_BESTROUND_2007","stat_name","year"
16,16,"Fred Funk",65,NA,49807,53,NA,NA,"AverageDistanceofPuttsmade",2007
17,17,"Robert Garrigus",95,NA,80574,86,NA,NA,"AverageDistanceofPuttsmade",2007
18,18,"Jason Gore",86,NA,72944,78,NA,NA,"AverageDistanceofPuttsmade",2007
18,18,"Craig Lile",77,NA,64513,69,NA,NA,"AverageDistanceofPuttsmade",2007
20,20,"Vaughn Taylor",91,NA,67218,72,NA,NA,"AverageDistanceofPuttsmade",2007
21,21,"Rich Barcelo",80,NA,64406,69,NA,NA,"AverageDistanceofPuttsmade",2007
22,22,"Ryan Armour",107,NA,86665,93,NA,NA,"AverageDistanceofPuttsmade",2007
22,22,"Parker McLachlin",83,NA,68066,73,NA,NA,"AverageDistanceofPuttsmade",2007
24,24,"Dean Wilson",92,NA,68907,74,NA,NA,"AverageDistanceofPuttsmade",2007
25,25,"Freddie Jacobson",70,NA,63168,68,NA,NA,"AverageDistanceofPuttsmade",2007
26,26,"Rory Sabbatini",81,NA,57406,62,NA,NA,"AverageDistanceofPuttsmade",2007
27,27,"Brian Davis",101,NA,81126,88,NA,NA,"AverageDistanceofPuttsmade",2007
27,27,"Jason Dufner",100,NA,80194,87,NA,NA,"AverageDistanceofPuttsmade",2007
29,29,"Ryan Palmer",91,NA,74602,81,NA,NA,"AverageDistanceofPuttsmade",2007
29,29,"Carl Pettersson",111,NA,83782,91,NA,NA,"AverageDistanceofPuttsmade",2007
31,31,"Craig Bowden",78,NA,61665,67,NA,NA,"AverageDistanceofPuttsmade",2007
32,32,"Justin Leonard",95,NA,74429,81,NA,NA,"AverageDistanceofPuttsmade",2007
32,32,"Tom Pernice Jr",104,NA,77189,84,NA,NA,"AverageDistanceofPuttsmade",2007
32,32,"Tim Petrovic",106,NA,86392,94,NA,NA,"AverageDistanceofPuttsmade",2007
35,35,"Ryuji Imada",104,NA,81745,89,NA,NA,"AverageDistanceofPuttsmade",2007
35,35,"Arron Oberholser",69,NA,47729,52,NA,NA,"AverageDistanceofPuttsmade",2007
35,35,"Pat Perez",84,NA,58727,64,NA,NA,"AverageDistanceofPuttsmade",2007
38,38,"Luke Donald",69,NA,45832,50,NA,NA,"AverageDistanceofPuttsmade",2007
38,38,"Jeff Overton",60,NA,49528,54,NA,NA,"AverageDistanceofPuttsmade",2007
40,40,"Nathan Green",103,NA,78797,86,NA,NA,"AverageDistanceofPuttsmade",2007
40,40,"Will Ma Kenzie",100,NA,82449,90,NA,NA,"AverageDistanceofPuttsmade",2007
42,42,"Mark Hensby",81,NA,64019,70,NA,NA,"AverageDistanceofPuttsmade",2007
42,42,"George McNeill",95,NA,73181,80,NA,NA,"AverageDistanceofPuttsmade",2007
42,42,"Chris Riley",59,NA,46689,51,NA,NA,"AverageDistanceofPuttsmade",2007
45,45,"Rich Beem",89,NA,63985,70,NA,NA,"AverageDistanceofPuttsmade",2007
45,45,"Padraig Harrington",64,NA,42041,46,NA,NA,"AverageDistanceofPuttsmade",2007
45,45,"Rod Pampling",92,NA,66704,73,NA,NA,"AverageDistanceofPuttsmade",2007
45,45,"Jeff Quinney",95,NA,76784,84,NA,NA,"AverageDistanceofPuttsmade",2007
49,49,"Steve Allan",63,NA,50207,55,NA,NA,"AverageDistanceofPuttsmade",2007
50,50,"Shigeki Maruyama",84,NA,72951,80,NA,NA,"AverageDistanceofPuttsmade",2007
51,51,"Woody Austin",95,NA,76544,84,NA,NA,"AverageDistanceofPuttsmade",2007
52,52,"Daniel Chopra",106,NA,86462,95,NA,NA,"AverageDistanceofPuttsmade",2007
53,53,"David Toms",80,NA,56362,62,NA,NA,"AverageDistanceofPuttsmade",2007
54,54,"Kent Jones",97,NA,78978,87,NA,NA,"AverageDistanceofPuttsmade",2007
54,54,"Jarrod Lyle",77,NA,60837,67,NA,NA,"AverageDistanceofPuttsmade",2007
54,54,"Jeff Maggert",79,NA,69948,77,NA,NA,"AverageDistanceofPuttsmade",2007
57,57,"Scott Gutschewski",67,NA,52587,58,NA,NA,"AverageDistanceofPuttsmade",2007
58,58,"Bob Estes",88,NA,72504,80,NA,NA,"AverageDistanceofPuttsmade",2007
58,58,"Richard Johnson",93,NA,74294,82,NA,NA,"AverageDistanceofPuttsmade",2007
58,58,"Michael Putnam",96,NA,71611,79,NA,NA,"AverageDistanceofPuttsmade",2007
61,61,"Steve Lowery",74,NA,62466,69,NA,NA,"AverageDistanceofPuttsmade",2007
61,61,"Brandt Snedeker",105,NA,76949,85,NA,NA,"AverageDistanceofPuttsmade",2007
61,61,"Paul Stankowski",52,NA,37124,41,NA,NA,"AverageDistanceofPuttsmade",2007
64,64,"Andrew Buckle",77,NA,60558,67,NA,NA,"AverageDistanceofPuttsmade",2007
64,64,"John Mallinger",96,NA,78617,87,NA,NA,"AverageDistanceofPuttsmade",2007
66,66,"Briny Baird",115,NA,94800,105,NA,NA,"AverageDistanceofPuttsmade",2007
66,66,"DJ Brigman",67,NA,48741,54,NA,NA,"AverageDistanceofPuttsmade",2007
66,66,"Gavin Coles",87,NA,69538,77,NA,NA,"AverageDistanceofPuttsmade",2007
69,69,"Tommy Armour III",81,NA,61303,68,NA,NA,"AverageDistanceofPuttsmade",2007
70,70,"Brian Gay",107,NA,87376,97,NA,NA,"AverageDistanceofPuttsmade",2007
70,70,"Troy Matteson",87,NA,68450,76,NA,NA,"AverageDistanceofPuttsmade",2007
72,72,"Stewart Cink",91,NA,63864,71,NA,NA,"AverageDistanceofPuttsmade",2007
72,72,"John Daly",59,NA,43143,48,NA,NA,"AverageDistanceofPuttsmade",2007
72,72,"Steve Elkington",87,NA,64721,72,NA,NA,"AverageDistanceofPuttsmade",2007
75,75,"Bart Bryant",87,NA,66438,74,NA,NA,"AverageDistanceofPuttsmade",2007
75,75,"KJ Choi",87,NA,60196,67,NA,NA,"AverageDistanceofPuttsmade",2007
75,75,"Lee Janzen",66,NA,45810,51,NA,NA,"AverageDistanceofPuttsmade",2007
75,75,"Billy Mayfair",98,NA,73626,82,NA,NA,"AverageDistanceofPuttsmade",2007
75,75,"Jason Schultz",63,NA,47611,53,NA,NA,"AverageDistanceofPuttsmade",2007
80,80,"Stephen Ames",81,NA,54693,61,NA,NA,"AverageDistanceofPuttsmade",2007
81,81,"Chris Tidland",59,NA,45704,51,NA,NA,"AverageDistanceofPuttsmade",2007
82,82,"Eric Axley",107,NA,83178,93,NA,NA,"AverageDistanceofPuttsmade",2007
82,82,"Charles Howell III",89,NA,58973,66,NA,NA,"AverageDistanceofPuttsmade",2007
82,82,"Steve Wheatcroft",73,NA,54505,61,NA,NA,"AverageDistanceofPuttsmade",2007
85,85,"Glen Day",85,NA,67010,75,NA,NA,"AverageDistanceofPuttsmade",2007
85,85,"Bob Heintz",85,NA,64330,72,NA,NA,"AverageDistanceofPuttsmade",2007
87,87,"Brendon de Jonge",76,NA,57961,65,NA,NA,"AverageDistanceofPuttsmade",2007
87,87,"Geoff Ogilvy",84,NA,57084,64,NA,NA,"AverageDistanceofPuttsmade",2007
87,87,"Charlie Wi",90,NA,74015,83,NA,NA,"AverageDistanceofPuttsmade",2007
90,90,"Aaron Baddeley",83,NA,58788,66,NA,NA,"AverageDistanceofPuttsmade",2007
90,90,"Bo Van Pelt",104,NA,85524,96,NA,NA,"AverageDistanceofPuttsmade",2007
90,90,"Mark Wilson",87,NA,64139,72,NA,NA,"AverageDistanceofPuttsmade",2007
93,93,"Shaun Micheel",91,NA,62306,70,NA,NA,"AverageDistanceofPuttsmade",2007
94,94,"Cameron Beckman",96,NA,75537,85,NA,NA,"AverageDistanceofPuttsmade",2007
94,94,"Lucas Glover",98,NA,68460,77,NA,NA,"AverageDistanceofPuttsmade",2007
94,94,"Bryce Molder",56,NA,43583,49,NA,NA,"AverageDistanceofPuttsmade",2007
94,94,"Joey Sindelar",75,NA,59572,67,NA,NA,"AverageDistanceofPuttsmade",2007
98,98,"Mathias Gronberg",95,NA,78176,88,NA,NA,"AverageDistanceofPuttsmade",2007
99,99,"JP Hayes",89,NA,70998,80,NA,NA,"AverageDistanceofPuttsmade",2007
99,99,"Anthony Kim",93,NA,70047,79,NA,NA,"AverageDistanceofPuttsmade",2007
101,101,"Sergio Garcia",68,NA,48705,55,NA,NA,"AverageDistanceofPuttsmade",2007
101,101,"Justin Rose",63,NA,34566,39,NA,NA,"AverageDistanceofPuttsmade",2007
101,101,"Michael Sim",52,NA,44304,50,NA,NA,"AverageDistanceofPuttsmade",2007
104,104,"Chris Couch",76,NA,64581,73,NA,NA,"AverageDistanceofPuttsmade",2007
105,105,"Robert Gamez",88,NA,67202,76,NA,NA,"AverageDistanceofPuttsmade",2007
106,106,"Stuart Appleby",74,NA,51239,58,NA,NA,"AverageDistanceofPuttsmade",2007
106,106,"Tom Byrum",50,NA,35314,40,NA,NA,"AverageDistanceofPuttsmade",2007
108,108,"Chad Campbell",96,NA,63441,72,NA,NA,"AverageDistanceofPuttsmade",2007
108,108,"Ben Curtis",80,NA,55506,63,NA,NA,"AverageDistanceofPuttsmade",2007
110,110,"Michael Allen",74,NA,56240,64,NA,NA,"AverageDistanceofPuttsmade",2007
111,111,"Heath Slocum",101,NA,80812,92,NA,NA,"AverageDistanceofPuttsmade",2007
112,112,"Jose Maria Olazabal",52,NA,32463,37,NA,NA,"AverageDistanceofPuttsmade",2007
112,112,"Brett Wetterich",88,NA,60494,69,NA,NA,"AverageDistanceofPuttsmade",2007
114,114,"Billy Andrade",88,NA,69173,79,NA,NA,"AverageDistanceofPuttsmade",2007
115,115,"Hunter Mahan",91,NA,62964,72,NA,NA,"AverageDistanceofPuttsmade",2007
115,115,"Steve Marino",106,NA,78763,90,NA,NA,"AverageDistanceofPuttsmade",2007
115,115,"Daisuke Maruyama",86,NA,65654,75,NA,NA,"AverageDistanceofPuttsmade",2007
115,115,"Rocco Mediate",72,NA,57743,66,NA,NA,"AverageDistanceofPuttsmade",2007
119,119,"Michael Boyd",61,NA,45429,52,NA,NA,"AverageDistanceofPuttsmade",2007
119,119,"Charley Hoffman",97,NA,72530,83,NA,NA,"AverageDistanceofPuttsmade",2007
121,121,"Jeff Brehaut",59,NA,42798,49,NA,NA,"AverageDistanceofPuttsmade",2007
122,122,"Robert Allenby",90,NA,65429,75,NA,NA,"AverageDistanceofPuttsmade",2007
122,122,"Steve Flesch",100,NA,76733,88,NA,NA,"AverageDistanceofPuttsmade",2007
122,122,"Stephen Leaney",82,NA,62772,72,NA,NA,"AverageDistanceofPuttsmade",2007
125,125,"Harrison Frazar",88,NA,62707,72,NA,NA,"AverageDistanceofPuttsmade",2007
126,126,"Tim Herron",98,NA,70459,81,NA,NA,"AverageDistanceofPuttsmade",2007
126,126,"Tripp Isenhour",86,NA,63511,73,NA,NA,"AverageDistanceofPuttsmade",2007
126,126,"Chris Stroud",66,NA,48733,56,NA,NA,"AverageDistanceofPuttsmade",2007
129,129,"Ernie Els",59,NA,38237,44,NA,NA,"AverageDistanceofPuttsmade",2007
129,129,"Jerry Kelly",101,NA,64301,74,NA,NA,"AverageDistanceofPuttsmade",2007
131,131,"Cliff Kresge",107,NA,85842,99,NA,NA,"AverageDistanceofPuttsmade",2007
131,131,"Bubba Watson",80,NA,57211,66,NA,NA,"AverageDistanceofPuttsmade",2007
133,133,"Corey Pavin",81,NA,61474,71,NA,NA,"AverageDistanceofPuttsmade",2007
133,133,"Camilo Villegas",82,NA,59768,69,NA,NA,"AverageDistanceofPuttsmade",2007
135,135,"Jaco Van Zyl",51,NA,38055,44,NA,NA,"AverageDistanceofPuttsmade",2007
136,136,"Craig Kanada",109,NA,81256,94,NA,NA,"AverageDistanceofPuttsmade",2007
137,137,"Marco Dawson",73,NA,56118,65,NA,NA,"AverageDistanceofPuttsmade",2007
137,137,"Bill Haas",93,NA,70730,82,NA,NA,"AverageDistanceofPuttsmade",2007
137,137,"Jay Williamson",50,NA,41433,48,NA,NA,"AverageDistanceofPuttsmade",2007
140,140,"Craig Barlow",52,NA,37904,44,NA,NA,"AverageDistanceofPuttsmade",2007
140,140,"Mathew Goggin",97,NA,74062,86,NA,NA,"AverageDistanceofPuttsmade",2007
140,140,"Paul Gow",70,NA,49069,57,NA,NA,"AverageDistanceofPuttsmade",2007
140,140,"Ian Poulter",63,NA,33575,39,NA,NA,"AverageDistanceofPuttsmade",2007
140,140,"Charles Warren",101,NA,79169,92,NA,NA,"AverageDistanceofPuttsmade",2007
140,140,"Nick Watney",87,NA,60253,70,NA,NA,"AverageDistanceofPuttsmade",2007
146,146,"John Senden",97,NA,72268,84,NA,NA,"AverageDistanceofPuttsmade",2007
147,147,"Adam Scott",69,NA,46360,54,NA,NA,"AverageDistanceofPuttsmade",2007
147,147,"Boo Weekley",101,NA,66995,78,NA,NA,"AverageDistanceofPuttsmade",2007
149,149,"Jim Rutledge",59,NA,39456,46,NA,NA,"AverageDistanceofPuttsmade",2007
150,150,"Matt Hendrix",63,NA,47127,55,NA,NA,"AverageDistanceofPuttsmade",2007
151,151,"Bob Tway",103,NA,74412,87,NA,NA,"AverageDistanceofPuttsmade",2007
152,152,"Jason Bohn",57,NA,44398,52,NA,NA,"AverageDistanceofPuttsmade",2007
153,153,"Brian Bateman",55,NA,36661,43,NA,NA,"AverageDistanceofPuttsmade",2007
153,153,"Steve Stricker",81,NA,54578,64,NA,NA,"AverageDistanceofPuttsmade",2007
153,153,"Kevin Sutherland",85,NA,58878,69,NA,NA,"AverageDistanceofPuttsmade",2007
156,156,"John Rollins",102,NA,70393,83,NA,NA,"AverageDistanceofPuttsmade",2007
157,157,"Ken Duke",112,NA,79490,94,NA,NA,"AverageDistanceofPuttsmade",2007
158,158,"Kenny Perry",83,NA,63314,75,NA,NA,"AverageDistanceofPuttsmade",2007
158,158,"Vijay Singh",102,NA,69197,82,NA,NA,"AverageDistanceofPuttsmade",2007
160,160,"Peter Lonard",85,NA,63127,75,NA,NA,"AverageDistanceofPuttsmade",2007
160,160,"Kyle Reifers",71,NA,53042,63,NA,NA,"AverageDistanceofPuttsmade",2007
162,162,"Tom Johnson",74,NA,52151,62,NA,NA,"AverageDistanceofPuttsmade",2007
163,163,"Ted Purdy",102,NA,71429,85,NA,NA,"AverageDistanceofPuttsmade",2007
164,164,"Chris DiMarco",79,NA,52869,63,NA,NA,"AverageDistanceofPuttsmade",2007
164,164,"John Merrick",92,NA,67999,81,NA,NA,"AverageDistanceofPuttsmade",2007
166,166,"Johnson Wagner",97,NA,71966,86,NA,NA,"AverageDistanceofPuttsmade",2007
167,167,"Doug LaBelle II",104,NA,75173,90,NA,NA,"AverageDistanceofPuttsmade",2007
168,168,"Bubba Dickerson",51,NA,35855,43,NA,NA,"AverageDistanceofPuttsmade",2007
168,168,"Duffy Waldorf",69,NA,48392,58,NA,NA,"AverageDistanceofPuttsmade",2007
170,170,"Todd Hamilton",76,NA,48246,58,NA,NA,"AverageDistanceofPuttsmade",2007
171,171,"Greg Owen",81,NA,58172,70,NA,NA,"AverageDistanceofPuttsmade",2007
172,172,"Davis Love III",66,NA,43175,52,NA,NA,"AverageDistanceofPuttsmade",2007
172,172,"Jeff Sluman",60,NA,34856,42,NA,NA,"AverageDistanceofPuttsmade",2007
172,172,"Kirk Triplett",77,NA,56435,68,NA,NA,"AverageDistanceofPuttsmade",2007
175,175,"Brett Quigley",79,NA,51378,62,NA,NA,"AverageDistanceofPuttsmade",2007
176,176,"Jim Furyk",84,NA,53783,65,NA,NA,"AverageDistanceofPuttsmade",2007
176,176,"Phil Mickelson",73,NA,42978,52,NA,NA,"AverageDistanceofPuttsmade",2007
178,178,"JB Holmes",71,NA,52886,64,NA,NA,"AverageDistanceofPuttsmade",2007
178,178,"Tom Lehman",62,NA,39654,48,NA,NA,"AverageDistanceofPuttsmade",2007
180,180,"David Branshaw",83,NA,61781,75,NA,NA,"AverageDistanceofPuttsmade",2007
180,180,"JJ Henry",86,NA,55224,67,NA,NA,"AverageDistanceofPuttsmade",2007
180,180,"Kevin Stadler",95,NA,64241,78,NA,NA,"AverageDistanceofPuttsmade",2007
180,180,"Scott Verplank",82,NA,47801,58,NA,NA,"AverageDistanceofPuttsmade",2007
184,184,"Joe Durant",88,NA,59251,72,NA,NA,"AverageDistanceofPuttsmade",2007
185,185,"Anders Hansen",55,NA,27962,34,NA,NA,"AverageDistanceofPuttsmade",2007
186,186,"Alex Cejka",80,NA,59812,73,NA,NA,"AverageDistanceofPuttsmade",2007
186,186,"Trevor Immelman",74,NA,44208,54,NA,NA,"AverageDistanceofPuttsmade",2007
186,186,"DJ Trahan",99,NA,72856,89,NA,NA,"AverageDistanceofPuttsmade",2007
189,189,"Matt Kuchar",85,NA,57108,70,NA,NA,"AverageDistanceofPuttsmade",2007
190,190,"Jose Coceres",50,NA,34138,42,NA,NA,"AverageDistanceofPuttsmade",2007
191,191,"Mike Weir",82,NA,47864,59,NA,NA,"AverageDistanceofPuttsmade",2007
192,192,"Jeff Gove",103,NA,76114,94,NA,NA,"AverageDistanceofPuttsmade",2007
193,193,"Darron Stiles",65,NA,42804,53,NA,NA,"AverageDistanceofPuttsmade",2007
194,194,"Mark Brooks",53,NA,31424,39,NA,NA,"AverageDistanceofPuttsmade",2007
195,195,"Nick OHern",72,NA,42860,54,NA,NA,"AverageDistanceofPuttsmade",2007
196,196,"Retief Goosen",50,NA,26094,34,NA,NA,"AverageDistanceofPuttsmade",2007
