"BirdieorBetterPercentage_RANKTHISWEEK_2015","BirdieorBetterPercentage_RANKLASTWEEK_2015","BirdieorBetterPercentage_PLAYERNAME_2015","BirdieorBetterPercentage_ROUNDS_2015","BirdieorBetterPercentage_Pct_2015","BirdieorBetterPercentage_TOTALBIRDIES_2015","BirdieorBetterPercentage_TOTALHOLES_2015","BirdieorBetterPercentage_GIRRANK_2015","stat_name","year"
93,93,"Charl Schwartzel",67,20.55,233,1134,128,"BirdieorBetterPercentage",2015
95,95,"Sangmoon Bae",98,20.52,362,1764,168,"BirdieorBetterPercentage",2015
96,96,"Erik Compton",86,20.48,317,1548,162,"BirdieorBetterPercentage",2015
96,96,"Andres Gonzales",90,20.48,317,1548,81,"BirdieorBetterPercentage",2015
98,98,"Greg Chalmers",58,20.47,199,972,152,"BirdieorBetterPercentage",2015
99,99,"Lucas Glover",79,20.46,291,1422,10,"BirdieorBetterPercentage",2015
100,100,"Scott Pinckney",88,20.45,324,1584,57,"BirdieorBetterPercentage",2015
101,101,"Chez Reavie",56,20.44,206,1008,15,"BirdieorBetterPercentage",2015
102,102,"Bo Van Pelt",81,20.39,290,1422,73,"BirdieorBetterPercentage",2015
103,103,"Charlie Beljan",76,20.37,264,1296,117,"BirdieorBetterPercentage",2015
104,104,"Alex Prugh",84,20.35,293,1440,11,"BirdieorBetterPercentage",2015
105,105,"Jim Herman",88,20.27,321,1584,2,"BirdieorBetterPercentage",2015
106,106,"Brian Harman",90,20.25,328,1620,81,"BirdieorBetterPercentage",2015
107,107,"Hunter Mahan",88,20.24,306,1512,107,"BirdieorBetterPercentage",2015
108,108,"John Merrick",78,20.2,269,1332,56,"BirdieorBetterPercentage",2015
109,109,"Alex Cejka",94,20.17,334,1656,109,"BirdieorBetterPercentage",2015
110,110,"Nicholas Thompson",90,20.16,312,1548,36,"BirdieorBetterPercentage",2015
111,111,"Adam Hadwin",95,20.13,337,1674,85,"BirdieorBetterPercentage",2015
112,112,"Vijay Singh",78,20.09,282,1404,95,"BirdieorBetterPercentage",2015
113,113,"Fabian Gomez",83,20.08,300,1494,157,"BirdieorBetterPercentage",2015
114,114,"Bryce Molder",91,20.05,314,1566,119,"BirdieorBetterPercentage",2015
115,115,"Steven Alker",62,20,216,1080,84,"BirdieorBetterPercentage",2015
116,116,"Jeff Overton",94,19.99,331,1656,109,"BirdieorBetterPercentage",2015
117,117,"Gary Woodland",81,19.97,266,1332,79,"BirdieorBetterPercentage",2015
118,118,"Robert Garrigus",70,19.95,237,1188,148,"BirdieorBetterPercentage",2015
119,119,"Kevin Kisner",104,19.93,373,1872,95,"BirdieorBetterPercentage",2015
120,120,"Angel Cabrera",53,19.92,190,954,131,"BirdieorBetterPercentage",2015
121,121,"Ken Duke",93,19.91,319,1602,146,"BirdieorBetterPercentage",2015
121,121,"Mark Hubbard",79,19.91,276,1386,75,"BirdieorBetterPercentage",2015
123,123,"Sam Saunders",83,19.89,290,1458,125,"BirdieorBetterPercentage",2015
124,124,"Kyle Reifers",96,19.87,329,1656,72,"BirdieorBetterPercentage",2015
124,124,"Andres Romero",69,19.87,236,1188,176,"BirdieorBetterPercentage",2015
126,126,"William McGirt",103,19.8,367,1854,50,"BirdieorBetterPercentage",2015
127,127,"Andrew Putnam",68,19.79,228,1152,183,"BirdieorBetterPercentage",2015
128,128,"Kevin Streelman",95,19.78,324,1638,25,"BirdieorBetterPercentage",2015
129,129,"Jhonattan Vegas",90,19.7,305,1548,120,"BirdieorBetterPercentage",2015
130,130,"Scott Langley",94,19.69,326,1656,134,"BirdieorBetterPercentage",2015
130,130,"Johnson Wagner",68,19.69,241,1224,26,"BirdieorBetterPercentage",2015
132,132,"Chad Campbell",97,19.64,343,1746,35,"BirdieorBetterPercentage",2015
133,133,"Derek Fathauer",81,19.55,271,1386,178,"BirdieorBetterPercentage",2015
133,133,"Oscar Fraustro",58,19.55,190,972,163,"BirdieorBetterPercentage",2015
133,133,"Roger Sloan",56,19.55,183,936,164,"BirdieorBetterPercentage",2015
136,136,"Ricky Barnes",82,19.52,274,1404,182,"BirdieorBetterPercentage",2015
136,136,"Max Homa",78,19.52,260,1332,167,"BirdieorBetterPercentage",2015
138,138,"Cameron Tringale",96,19.5,337,1728,137,"BirdieorBetterPercentage",2015
139,139,"Ernie Els",57,19.49,200,1026,140,"BirdieorBetterPercentage",2015
140,140,"Bill Haas",89,19.44,301,1548,31,"BirdieorBetterPercentage",2015
141,141,"Gonzalo Fdez Castano",81,19.41,269,1386,149,"BirdieorBetterPercentage",2015
141,141,"Michael Putnam",87,19.41,297,1530,12,"BirdieorBetterPercentage",2015
141,141,"Mark Wilson",89,19.41,297,1530,51,"BirdieorBetterPercentage",2015
144,144,"Martin Flores",95,19.35,317,1638,41,"BirdieorBetterPercentage",2015
145,145,"Chad Collins",79,19.34,275,1422,100,"BirdieorBetterPercentage",2015
146,146,"Byron Smith",59,19.29,191,990,28,"BirdieorBetterPercentage",2015
147,147,"KJ Choi",66,19.27,215,1116,151,"BirdieorBetterPercentage",2015
148,148,"John Huh",102,19.25,350,1818,132,"BirdieorBetterPercentage",2015
149,149,"Zac Blair",108,19.23,360,1872,116,"BirdieorBetterPercentage",2015
150,150,"Geoff Ogilvy",50,19.21,166,864,85,"BirdieorBetterPercentage",2015
151,151,"Brice Garnett",81,19.2,273,1422,43,"BirdieorBetterPercentage",2015
152,152,"Andrew Svoboda",80,19.16,269,1404,155,"BirdieorBetterPercentage",2015
153,153,"Charles Howell III",105,19.15,362,1890,38,"BirdieorBetterPercentage",2015
154,154,"Retief Goosen",81,19.12,265,1386,175,"BirdieorBetterPercentage",2015
155,155,"John Peterson",84,19.05,288,1512,41,"BirdieorBetterPercentage",2015
156,156,"Greg Owen",58,18.97,198,1044,20,"BirdieorBetterPercentage",2015
157,157,"Brian Stuard",97,18.82,315,1674,161,"BirdieorBetterPercentage",2015
158,158,"Jonathan Randolph",72,18.81,237,1260,143,"BirdieorBetterPercentage",2015
159,159,"Jon Curran",83,18.78,267,1422,93,"BirdieorBetterPercentage",2015
159,159,"Derek Ernst",75,18.78,240,1278,88,"BirdieorBetterPercentage",2015
161,161,"Spencer Levin",99,18.73,327,1746,45,"BirdieorBetterPercentage",2015
162,162,"Tyrone Van Aswegen",58,18.62,181,972,77,"BirdieorBetterPercentage",2015
163,163,"Padraig Harrington",60,18.61,201,1080,181,"BirdieorBetterPercentage",2015
164,164,"Brian Davis",86,18.56,274,1476,174,"BirdieorBetterPercentage",2015
165,165,"Troy Merritt",91,18.5,303,1638,159,"BirdieorBetterPercentage",2015
166,166,"Francesco Molinari",56,18.45,176,954,6,"BirdieorBetterPercentage",2015
167,167,"DA Points",72,18.33,231,1260,145,"BirdieorBetterPercentage",2015
168,168,"Roberto Castro",54,18.22,164,900,99,"BirdieorBetterPercentage",2015
169,169,"Jamie Donaldson",50,18.2,154,846,150,"BirdieorBetterPercentage",2015
169,169,"David Toms",62,18.2,190,1044,135,"BirdieorBetterPercentage",2015
171,171,"Luke Donald",71,18.15,232,1278,115,"BirdieorBetterPercentage",2015
172,172,"Heath Slocum",57,18.13,173,954,169,"BirdieorBetterPercentage",2015
173,173,"Ben Crane",62,17.91,187,1044,160,"BirdieorBetterPercentage",2015
174,174,"Eric Axley",57,17.88,177,990,179,"BirdieorBetterPercentage",2015
175,175,"Bill Lunde",50,17.87,148,828,33,"BirdieorBetterPercentage",2015
176,176,"Davis Love III",51,17.54,161,918,64,"BirdieorBetterPercentage",2015
177,177,"JJ Henry",94,17.53,284,1620,13,"BirdieorBetterPercentage",2015
178,178,"Robert Allenby",63,17.42,185,1062,81,"BirdieorBetterPercentage",2015
179,179,"Justin Leonard",61,17.21,189,1098,171,"BirdieorBetterPercentage",2015
180,180,"Matt Every",73,17.14,216,1260,184,"BirdieorBetterPercentage",2015
181,181,"Billy Hurley III",83,17.09,243,1422,122,"BirdieorBetterPercentage",2015
182,182,"Tim Wilkinson",73,16.98,217,1278,173,"BirdieorBetterPercentage",2015
183,183,"SJ Park",79,16.67,231,1386,133,"BirdieorBetterPercentage",2015
184,184,"Jim Renner",68,15.91,189,1188,123,"BirdieorBetterPercentage",2015
