"DrivingDistanceAllDrives_RANKTHISWEEK_2005","DrivingDistanceAllDrives_RANKLASTWEEK_2005","DrivingDistanceAllDrives_PLAYERNAME_2005","DrivingDistanceAllDrives_ROUNDS_2005","DrivingDistanceAllDrives_ALLDRIVES_2005","DrivingDistanceAllDrives_TOTALDISTANCE_2005","DrivingDistanceAllDrives_OFDRIVES_2005","stat_name","year"
130,130,"Paul Azinger",66,278.5,226457,813,"DrivingDistanceAllDrives",2005
130,130,"Kent Jones",99,278.5,340877,1224,"DrivingDistanceAllDrives",2005
132,132,"Alex Cejka",84,278.4,267554,961,"DrivingDistanceAllDrives",2005
132,132,"Richard Johnson",50,278.4,178185,640,"DrivingDistanceAllDrives",2005
134,134,"Matt Davidson",53,278.3,193700,696,"DrivingDistanceAllDrives",2005
135,135,"Cameron Beckman",96,278,325484,1171,"DrivingDistanceAllDrives",2005
136,136,"Steve Elkington",67,277.8,211675,762,"DrivingDistanceAllDrives",2005
136,136,"Bernhard Langer",67,277.8,174180,627,"DrivingDistanceAllDrives",2005
136,136,"Hidemichi Tanaka",106,277.8,364523,1312,"DrivingDistanceAllDrives",2005
139,139,"Bart Bryant",91,277.7,295185,1063,"DrivingDistanceAllDrives",2005
139,139,"Brian Davis",75,277.7,244368,880,"DrivingDistanceAllDrives",2005
141,141,"Stewart Cink",98,277.6,275331,992,"DrivingDistanceAllDrives",2005
141,141,"Brent Geiberger",61,277.6,201005,724,"DrivingDistanceAllDrives",2005
141,141,"Steve Stricker",62,277.6,228728,824,"DrivingDistanceAllDrives",2005
144,144,"Luke Donald",67,277.4,155328,560,"DrivingDistanceAllDrives",2005
145,145,"Chris DiMarco",83,277.3,228524,824,"DrivingDistanceAllDrives",2005
145,145,"Dudley Hart",84,277.3,280104,1010,"DrivingDistanceAllDrives",2005
147,147,"Jerry Kelly",101,277.2,292151,1054,"DrivingDistanceAllDrives",2005
148,148,"Heath Slocum",103,277,347627,1255,"DrivingDistanceAllDrives",2005
148,148,"Bob Tway",87,277,254563,919,"DrivingDistanceAllDrives",2005
150,150,"Billy Andrade",83,276.8,282352,1020,"DrivingDistanceAllDrives",2005
150,150,"Matt Gogel",78,276.8,259884,939,"DrivingDistanceAllDrives",2005
150,150,"Lee Janzen",75,276.8,227803,823,"DrivingDistanceAllDrives",2005
153,153,"Ben Curtis",65,276.7,189803,686,"DrivingDistanceAllDrives",2005
154,154,"Glen Hnatiuk",59,276.6,193318,699,"DrivingDistanceAllDrives",2005
154,154,"Mike Weir",71,276.6,182256,659,"DrivingDistanceAllDrives",2005
156,156,"JP Hayes",63,276.5,204031,738,"DrivingDistanceAllDrives",2005
156,156,"Arron Oberholser",65,276.5,196308,710,"DrivingDistanceAllDrives",2005
158,158,"Ian Poulter",62,276.4,138735,502,"DrivingDistanceAllDrives",2005
159,159,"Thomas Levet",54,276.3,138989,503,"DrivingDistanceAllDrives",2005
160,160,"Doug Barron",70,276.2,248022,898,"DrivingDistanceAllDrives",2005
161,161,"Duffy Waldorf",86,276.1,273362,990,"DrivingDistanceAllDrives",2005
161,161,"Jay Williamson",53,276.1,178379,646,"DrivingDistanceAllDrives",2005
163,163,"Rob Rashell",65,275.6,208643,757,"DrivingDistanceAllDrives",2005
164,164,"Dean Wilson",86,275.5,303567,1102,"DrivingDistanceAllDrives",2005
165,165,"Chris Anderson",66,275.4,223054,810,"DrivingDistanceAllDrives",2005
165,165,"Paul Gow",78,275.4,258858,940,"DrivingDistanceAllDrives",2005
167,167,"Jim Furyk",94,275.3,274162,996,"DrivingDistanceAllDrives",2005
168,168,"Franklin Langham",91,275.2,292563,1063,"DrivingDistanceAllDrives",2005
169,169,"Paul Claxton",79,274.8,253056,921,"DrivingDistanceAllDrives",2005
169,169,"Robert Gamez",91,274.8,306085,1114,"DrivingDistanceAllDrives",2005
171,171,"Matt Kuchar",60,274.7,211500,770,"DrivingDistanceAllDrives",2005
172,172,"Bob Estes",92,274.6,302607,1102,"DrivingDistanceAllDrives",2005
172,172,"Kirk Triplett",55,274.6,168891,615,"DrivingDistanceAllDrives",2005
174,174,"Olin Browne",99,274,316734,1156,"DrivingDistanceAllDrives",2005
174,174,"Robert Damron",89,274,302205,1103,"DrivingDistanceAllDrives",2005
174,174,"Len Mattiace",86,274,289938,1058,"DrivingDistanceAllDrives",2005
177,177,"Kevin Na",88,273.9,302085,1103,"DrivingDistanceAllDrives",2005
177,177,"Mark OMeara",66,273.9,195823,715,"DrivingDistanceAllDrives",2005
179,179,"Todd Fischer",99,273.7,332785,1216,"DrivingDistanceAllDrives",2005
179,179,"Mark Wilson",74,273.7,240884,880,"DrivingDistanceAllDrives",2005
181,181,"Danny Briggs",70,273.6,233630,854,"DrivingDistanceAllDrives",2005
181,181,"Scott Verplank",87,273.6,251138,918,"DrivingDistanceAllDrives",2005
183,183,"Jeff Sluman",94,273.3,320291,1172,"DrivingDistanceAllDrives",2005
184,184,"Steve Jones",56,272.9,174948,641,"DrivingDistanceAllDrives",2005
185,185,"Skip Kendall",80,272.7,266450,977,"DrivingDistanceAllDrives",2005
186,186,"Omar Uresti",84,272.5,279007,1024,"DrivingDistanceAllDrives",2005
187,187,"Stephen Leaney",89,272.3,284520,1045,"DrivingDistanceAllDrives",2005
188,188,"Jose Coceres",56,272,201279,740,"DrivingDistanceAllDrives",2005
189,189,"Larry Mize",54,271.4,174248,642,"DrivingDistanceAllDrives",2005
190,190,"Brian Gay",101,271,348281,1285,"DrivingDistanceAllDrives",2005
190,190,"Jay Haas",54,271,147397,544,"DrivingDistanceAllDrives",2005
192,192,"Chris Riley",67,270.7,158363,585,"DrivingDistanceAllDrives",2005
193,193,"Jim Carter",62,270.5,204752,757,"DrivingDistanceAllDrives",2005
194,194,"John Cook",72,270,218930,811,"DrivingDistanceAllDrives",2005
195,195,"Tom Byrum",83,269.5,285674,1060,"DrivingDistanceAllDrives",2005
196,196,"Brad Faxon",75,269.3,214369,796,"DrivingDistanceAllDrives",2005
197,197,"Fred Funk",102,267,304886,1142,"DrivingDistanceAllDrives",2005
198,198,"Mark Brooks",72,266.7,230404,864,"DrivingDistanceAllDrives",2005
199,199,"Gavin Coles",70,266.3,235920,886,"DrivingDistanceAllDrives",2005
200,200,"Loren Roberts",54,264.4,177126,670,"DrivingDistanceAllDrives",2005
201,201,"Jeff Hart",63,262.7,209658,798,"DrivingDistanceAllDrives",2005
202,202,"Corey Pavin",77,256.4,218171,851,"DrivingDistanceAllDrives",2005
