"AverageApproachDistanceBogeyorWorse_RANKTHISWEEK_2005","AverageApproachDistanceBogeyorWorse_RANKLASTWEEK_2005","AverageApproachDistanceBogeyorWorse_PLAYERNAME_2005","AverageApproachDistanceBogeyorWorse_ROUNDS_2005","AverageApproachDistanceBogeyorWorse_AVGYARDS_2005","AverageApproachDistanceBogeyorWorse_TOTALDISTANCEINCHES_2005","AverageApproachDistanceBogeyorWorse_NUMBEROFAPPROACHSHOTS_2005","stat_name","year"
63,63,"Arron Oberholser",65,156.8,807081,143,"AverageApproachDistanceBogeyorWorse",2005
64,64,"Pat Perez",89,156.9,1282582,227,"AverageApproachDistanceBogeyorWorse",2005
64,64,"Loren Roberts",54,156.9,739860,131,"AverageApproachDistanceBogeyorWorse",2005
64,64,"DJ Trahan",81,156.9,1299290,230,"AverageApproachDistanceBogeyorWorse",2005
67,67,"Aaron Baddeley",84,157.1,1340267,237,"AverageApproachDistanceBogeyorWorse",2005
67,67,"Frank Lickliter II",100,157.1,1572456,278,"AverageApproachDistanceBogeyorWorse",2005
69,69,"Luke Donald",67,157.2,464060,82,"AverageApproachDistanceBogeyorWorse",2005
69,69,"Neal Lancaster",95,157.2,1488392,263,"AverageApproachDistanceBogeyorWorse",2005
71,71,"Zach Johnson",96,157.4,1269298,224,"AverageApproachDistanceBogeyorWorse",2005
72,72,"Michael Long",72,157.5,1247071,220,"AverageApproachDistanceBogeyorWorse",2005
72,72,"Jeff Maggert",79,157.5,1020379,180,"AverageApproachDistanceBogeyorWorse",2005
72,72,"Hidemichi Tanaka",106,157.5,1547814,273,"AverageApproachDistanceBogeyorWorse",2005
75,75,"Scott Hend",75,157.6,1401458,247,"AverageApproachDistanceBogeyorWorse",2005
75,75,"Hideto Tanihara",50,157.6,913208,161,"AverageApproachDistanceBogeyorWorse",2005
77,77,"Ben Crane",78,157.7,1084166,191,"AverageApproachDistanceBogeyorWorse",2005
77,77,"Mark Hensby",70,157.7,1101297,194,"AverageApproachDistanceBogeyorWorse",2005
77,77,"Will Ma Kenzie",75,157.7,1288847,227,"AverageApproachDistanceBogeyorWorse",2005
80,80,"Andrew Magee",82,157.8,1460372,257,"AverageApproachDistanceBogeyorWorse",2005
81,81,"Brian Gay",101,157.9,1517925,267,"AverageApproachDistanceBogeyorWorse",2005
82,82,"Stephen Ames",82,158,1035231,182,"AverageApproachDistanceBogeyorWorse",2005
83,83,"Fred Couples",72,158.1,779519,137,"AverageApproachDistanceBogeyorWorse",2005
83,83,"David Toms",87,158.1,995961,175,"AverageApproachDistanceBogeyorWorse",2005
85,85,"Billy Andrade",83,158.2,1315182,231,"AverageApproachDistanceBogeyorWorse",2005
85,85,"Steve Lowery",100,158.2,1577339,277,"AverageApproachDistanceBogeyorWorse",2005
85,85,"John Rollins",97,158.2,1481079,260,"AverageApproachDistanceBogeyorWorse",2005
88,88,"Bart Bryant",91,158.4,1191597,209,"AverageApproachDistanceBogeyorWorse",2005
88,88,"JP Hayes",63,158.4,929556,163,"AverageApproachDistanceBogeyorWorse",2005
88,88,"Greg Owen",84,158.4,1220669,214,"AverageApproachDistanceBogeyorWorse",2005
91,91,"Justin Leonard",78,158.5,884641,155,"AverageApproachDistanceBogeyorWorse",2005
92,92,"Mike Weir",71,158.6,885142,155,"AverageApproachDistanceBogeyorWorse",2005
93,93,"Stewart Cink",98,158.7,1045312,183,"AverageApproachDistanceBogeyorWorse",2005
94,94,"Cameron Beckman",96,158.8,1600283,280,"AverageApproachDistanceBogeyorWorse",2005
94,94,"Jason Bohn",91,158.8,1297415,227,"AverageApproachDistanceBogeyorWorse",2005
94,94,"Kent Jones",99,158.8,1635461,286,"AverageApproachDistanceBogeyorWorse",2005
94,94,"Dennis Paulson",63,158.8,1217670,213,"AverageApproachDistanceBogeyorWorse",2005
94,94,"Craig Perks",67,158.8,1388940,243,"AverageApproachDistanceBogeyorWorse",2005
94,94,"John Senden",101,158.8,1463890,256,"AverageApproachDistanceBogeyorWorse",2005
100,100,"Paul Azinger",66,158.9,1138057,199,"AverageApproachDistanceBogeyorWorse",2005
100,100,"Jose Coceres",56,158.9,960973,168,"AverageApproachDistanceBogeyorWorse",2005
100,100,"James Driscoll",73,158.9,1075614,188,"AverageApproachDistanceBogeyorWorse",2005
100,100,"Sergio Garcia",73,158.9,732114,128,"AverageApproachDistanceBogeyorWorse",2005
100,100,"Mark Wilson",74,158.9,1058207,185,"AverageApproachDistanceBogeyorWorse",2005
105,105,"Craig Barlow",81,159,1138824,199,"AverageApproachDistanceBogeyorWorse",2005
105,105,"Jim Furyk",94,159,852720,149,"AverageApproachDistanceBogeyorWorse",2005
105,105,"Geoff Ogilvy",97,159,1185042,207,"AverageApproachDistanceBogeyorWorse",2005
105,105,"Steve Stricker",62,159,955995,167,"AverageApproachDistanceBogeyorWorse",2005
109,109,"Vaughn Taylor",99,159.1,1552508,271,"AverageApproachDistanceBogeyorWorse",2005
109,109,"Bo Van Pelt",112,159.1,1466585,256,"AverageApproachDistanceBogeyorWorse",2005
111,111,"Steve Jones",56,159.2,934254,163,"AverageApproachDistanceBogeyorWorse",2005
111,111,"Larry Mize",54,159.2,871318,152,"AverageApproachDistanceBogeyorWorse",2005
111,111,"Sean OHair",103,159.2,1496072,261,"AverageApproachDistanceBogeyorWorse",2005
111,111,"Tom Pernice Jr",111,159.2,1415179,247,"AverageApproachDistanceBogeyorWorse",2005
111,111,"Adam Scott",72,159.2,779570,136,"AverageApproachDistanceBogeyorWorse",2005
111,111,"Dean Wilson",86,159.2,1312069,229,"AverageApproachDistanceBogeyorWorse",2005
117,117,"Justin Bolli",65,159.4,1142211,199,"AverageApproachDistanceBogeyorWorse",2005
117,117,"Gavin Coles",70,159.4,1107719,193,"AverageApproachDistanceBogeyorWorse",2005
117,117,"Jonathan Kaye",77,159.4,1101657,192,"AverageApproachDistanceBogeyorWorse",2005
120,120,"Chris Anderson",66,159.5,1182768,206,"AverageApproachDistanceBogeyorWorse",2005
120,120,"Tommy Armour III",103,159.5,1498334,261,"AverageApproachDistanceBogeyorWorse",2005
120,120,"Billy Mayfair",114,159.5,1579382,275,"AverageApproachDistanceBogeyorWorse",2005
123,123,"Jason Allred",75,159.6,1425244,248,"AverageApproachDistanceBogeyorWorse",2005
123,123,"Olin Browne",99,159.6,1218441,212,"AverageApproachDistanceBogeyorWorse",2005
123,123,"Mark Calcavecchia",92,159.6,1287344,224,"AverageApproachDistanceBogeyorWorse",2005
126,126,"Rob Rashell",65,159.7,1109757,193,"AverageApproachDistanceBogeyorWorse",2005
127,127,"Lee Janzen",75,159.8,1081257,188,"AverageApproachDistanceBogeyorWorse",2005
128,128,"Hunter Haas",83,159.9,1335547,232,"AverageApproachDistanceBogeyorWorse",2005
129,129,"Tjaart van der Walt",56,160,996279,173,"AverageApproachDistanceBogeyorWorse",2005
130,130,"Briny Baird",98,160.1,1527621,265,"AverageApproachDistanceBogeyorWorse",2005
130,130,"Carl Pettersson",109,160.1,1475476,256,"AverageApproachDistanceBogeyorWorse",2005
132,132,"Paul Claxton",79,160.3,1223068,212,"AverageApproachDistanceBogeyorWorse",2005
133,133,"Heath Slocum",103,160.4,1350881,234,"AverageApproachDistanceBogeyorWorse",2005
134,134,"Len Mattiace",86,160.5,1646944,285,"AverageApproachDistanceBogeyorWorse",2005
135,135,"Steve Elkington",67,160.6,838264,145,"AverageApproachDistanceBogeyorWorse",2005
136,136,"Padraig Harrington",50,160.7,734698,127,"AverageApproachDistanceBogeyorWorse",2005
136,136,"Mark OMeara",66,160.7,989048,171,"AverageApproachDistanceBogeyorWorse",2005
138,138,"Danny Briggs",70,160.8,1221495,211,"AverageApproachDistanceBogeyorWorse",2005
138,138,"Todd Hamilton",94,160.8,1412429,244,"AverageApproachDistanceBogeyorWorse",2005
138,138,"Richard Johnson",50,160.8,642599,111,"AverageApproachDistanceBogeyorWorse",2005
141,141,"Robert Damron",89,161,1507095,260,"AverageApproachDistanceBogeyorWorse",2005
141,141,"Chris Smith",93,161,1669665,288,"AverageApproachDistanceBogeyorWorse",2005
143,143,"Glen Hnatiuk",59,161.1,863982,149,"AverageApproachDistanceBogeyorWorse",2005
143,143,"Joe Ogilvie",103,161.1,1443703,249,"AverageApproachDistanceBogeyorWorse",2005
145,145,"Dan Forsman",52,161.2,725406,125,"AverageApproachDistanceBogeyorWorse",2005
145,145,"Shigeki Maruyama",99,161.2,1271095,219,"AverageApproachDistanceBogeyorWorse",2005
147,147,"Chris DiMarco",83,161.3,911909,157,"AverageApproachDistanceBogeyorWorse",2005
148,148,"Tim Herron",100,161.4,1179618,203,"AverageApproachDistanceBogeyorWorse",2005
148,148,"Kevin Na",88,161.4,1457963,251,"AverageApproachDistanceBogeyorWorse",2005
150,150,"Robert Allenby",95,161.5,1214886,209,"AverageApproachDistanceBogeyorWorse",2005
150,150,"DJ Brigman",76,161.5,1348908,232,"AverageApproachDistanceBogeyorWorse",2005
150,150,"Peter Lonard",85,161.5,1209028,208,"AverageApproachDistanceBogeyorWorse",2005
153,153,"Matt Gogel",78,161.7,1286763,221,"AverageApproachDistanceBogeyorWorse",2005
153,153,"Omar Uresti",84,161.7,1222728,210,"AverageApproachDistanceBogeyorWorse",2005
155,155,"Justin Rose",99,161.8,1391773,239,"AverageApproachDistanceBogeyorWorse",2005
156,156,"Tim Clark",92,161.9,1125129,193,"AverageApproachDistanceBogeyorWorse",2005
156,156,"Carlos Franco",78,161.9,1026049,176,"AverageApproachDistanceBogeyorWorse",2005
156,156,"John Huston",90,161.9,1485922,255,"AverageApproachDistanceBogeyorWorse",2005
156,156,"Joey Sindelar",104,161.9,1597352,274,"AverageApproachDistanceBogeyorWorse",2005
160,160,"Arjun Atwal",65,162,1073126,184,"AverageApproachDistanceBogeyorWorse",2005
160,160,"Scott Verplank",87,162,1090774,187,"AverageApproachDistanceBogeyorWorse",2005
162,162,"Ryuji Imada",78,162.1,1155434,198,"AverageApproachDistanceBogeyorWorse",2005
162,162,"Joey Snyder III",102,162.1,1628227,279,"AverageApproachDistanceBogeyorWorse",2005
164,164,"Davis Love III",80,162.2,946119,162,"AverageApproachDistanceBogeyorWorse",2005
164,164,"Phil Mickelson",81,162.2,811640,139,"AverageApproachDistanceBogeyorWorse",2005
164,164,"Darron Stiles",78,162.2,1121165,192,"AverageApproachDistanceBogeyorWorse",2005
167,167,"Tom Gillis",77,162.3,1338065,229,"AverageApproachDistanceBogeyorWorse",2005
168,168,"Mark Brooks",72,162.4,1251179,214,"AverageApproachDistanceBogeyorWorse",2005
169,169,"Scott McCarron",78,162.6,1159156,198,"AverageApproachDistanceBogeyorWorse",2005
169,169,"Tim Petrovic",97,162.6,1440067,246,"AverageApproachDistanceBogeyorWorse",2005
171,171,"Joe Durant",81,162.9,1166919,199,"AverageApproachDistanceBogeyorWorse",2005
171,171,"Shaun Micheel",81,162.9,1149519,196,"AverageApproachDistanceBogeyorWorse",2005
173,173,"David Hearn",68,163,1085266,185,"AverageApproachDistanceBogeyorWorse",2005
174,174,"Duffy Waldorf",86,163.3,1393658,237,"AverageApproachDistanceBogeyorWorse",2005
175,175,"Doug Barron",70,163.4,964595,164,"AverageApproachDistanceBogeyorWorse",2005
175,175,"Brad Faxon",75,163.4,988058,168,"AverageApproachDistanceBogeyorWorse",2005
177,177,"Alex Cejka",84,163.5,1336220,227,"AverageApproachDistanceBogeyorWorse",2005
177,177,"Charles Howell III",95,163.5,1153929,196,"AverageApproachDistanceBogeyorWorse",2005
177,177,"Jerry Kelly",101,163.5,1206736,205,"AverageApproachDistanceBogeyorWorse",2005
180,180,"Bernhard Langer",67,163.7,801563,136,"AverageApproachDistanceBogeyorWorse",2005
181,181,"Jesper Parnevik",84,163.8,1214403,206,"AverageApproachDistanceBogeyorWorse",2005
181,181,"Jeff Sluman",94,163.8,1355904,230,"AverageApproachDistanceBogeyorWorse",2005
183,183,"Bob Estes",92,164.1,1264229,214,"AverageApproachDistanceBogeyorWorse",2005
183,183,"Fred Funk",102,164.1,1276174,216,"AverageApproachDistanceBogeyorWorse",2005
185,185,"Chris Riley",67,164.2,945963,160,"AverageApproachDistanceBogeyorWorse",2005
186,186,"Skip Kendall",80,164.4,1414347,239,"AverageApproachDistanceBogeyorWorse",2005
187,187,"Ben Curtis",65,164.5,994795,168,"AverageApproachDistanceBogeyorWorse",2005
188,188,"Jim Carter",62,164.8,1121339,189,"AverageApproachDistanceBogeyorWorse",2005
189,189,"Brian Davis",75,164.9,1187542,200,"AverageApproachDistanceBogeyorWorse",2005
190,190,"Jeff Hart",63,165,1134750,191,"AverageApproachDistanceBogeyorWorse",2005
190,190,"Thomas Levet",54,165,920589,155,"AverageApproachDistanceBogeyorWorse",2005
192,192,"JJ Henry",102,165.3,1386561,233,"AverageApproachDistanceBogeyorWorse",2005
193,193,"DA Points",94,165.6,1508737,253,"AverageApproachDistanceBogeyorWorse",2005
194,194,"John Cook",72,165.7,1187133,199,"AverageApproachDistanceBogeyorWorse",2005
195,195,"Paul Gow",78,166.1,1315361,220,"AverageApproachDistanceBogeyorWorse",2005
196,196,"Jeff Brehaut",71,166.2,957530,160,"AverageApproachDistanceBogeyorWorse",2005
197,197,"Corey Pavin",77,167.1,1070895,178,"AverageApproachDistanceBogeyorWorse",2005
198,198,"Tom Byrum",83,167.3,1451786,241,"AverageApproachDistanceBogeyorWorse",2005
199,199,"Stephen Leaney",89,168.7,1360638,224,"AverageApproachDistanceBogeyorWorse",2005
200,200,"Tom Lehman",69,170.2,925094,151,"AverageApproachDistanceBogeyorWorse",2005
201,201,"Tiger Woods",76,170.3,760121,124,"AverageApproachDistanceBogeyorWorse",2005
202,202,"Jay Haas",54,170.4,766834,125,"AverageApproachDistanceBogeyorWorse",2005
