"Scrambling_RANKTHISWEEK_2008","Scrambling_RANKLASTWEEK_2008","Scrambling_PLAYERNAME_2008","Scrambling_ROUNDS_2008","Scrambling_Pct_2008","Scrambling_PARORBETTER_2008","Scrambling_MISSEDGIR_2008","stat_name","year"
37,37,"Brad Elder",67,60,231,385,"Scrambling",2008
38,38,"Geoff Ogilvy",65,59.91,263,439,"Scrambling",2008
39,39,"Patrick Sheehan",124,59.86,440,735,"Scrambling",2008
40,40,"Eric Axley",113,59.84,456,762,"Scrambling",2008
41,41,"Marc Turnesa",87,59.71,326,546,"Scrambling",2008
42,42,"Parker McLachlin",88,59.61,338,567,"Scrambling",2008
43,43,"John Rollins",94,59.39,367,618,"Scrambling",2008
44,44,"Steve Flesch",95,59.34,359,605,"Scrambling",2008
45,45,"Anthony Kim",81,59.32,296,499,"Scrambling",2008
46,46,"Ben Curtis",80,59.2,296,500,"Scrambling",2008
47,47,"Bart Bryant",81,59.18,303,512,"Scrambling",2008
48,48,"Ryan Moore",72,59.07,293,496,"Scrambling",2008
49,49,"Carl Pettersson",110,59,426,722,"Scrambling",2008
50,50,"Brenden Pappas",66,58.93,221,375,"Scrambling",2008
51,51,"Vijay Singh",82,58.92,261,443,"Scrambling",2008
52,52,"Chez Reavie",102,58.91,347,589,"Scrambling",2008
53,53,"Stephen Leaney",53,58.81,197,335,"Scrambling",2008
53,53,"Tim Petrovic",97,58.81,347,590,"Scrambling",2008
55,55,"Steve Marino",119,58.78,385,655,"Scrambling",2008
56,56,"Kevin Streelman",114,58.77,372,633,"Scrambling",2008
57,57,"Stephen Ames",83,58.72,303,516,"Scrambling",2008
58,58,"John Riegger",73,58.7,216,368,"Scrambling",2008
59,59,"Scott McCarron",63,58.65,234,399,"Scrambling",2008
60,60,"Aaron Baddeley",76,58.52,292,499,"Scrambling",2008
61,61,"John Mallinger",95,58.51,392,670,"Scrambling",2008
62,62,"Matt Jones",95,58.39,362,620,"Scrambling",2008
62,62,"Joe Ogilvie",100,58.39,362,620,"Scrambling",2008
64,64,"Greg Kraft",63,58.35,234,401,"Scrambling",2008
65,65,"Tim Clark",90,58.32,340,583,"Scrambling",2008
65,65,"Todd Demsey",80,58.32,284,487,"Scrambling",2008
67,67,"Richard Johnson",77,58.29,327,561,"Scrambling",2008
68,68,"Doug LaBelle II",65,58.27,215,369,"Scrambling",2008
69,69,"Cameron Beckman",87,58.23,283,486,"Scrambling",2008
70,70,"Jeff Quinney",87,58.19,348,598,"Scrambling",2008
71,71,"Fred Couples",60,58.18,217,373,"Scrambling",2008
72,72,"Jonathan Byrd",88,58.13,329,566,"Scrambling",2008
73,73,"JP Hayes",67,58.09,273,470,"Scrambling",2008
74,74,"Paul Goydos",78,58.08,302,520,"Scrambling",2008
75,75,"Heath Slocum",104,58.04,361,622,"Scrambling",2008
76,76,"Retief Goosen",59,58.02,246,424,"Scrambling",2008
77,77,"Mathew Goggin",91,58,308,531,"Scrambling",2008
78,78,"Steve Elkington",84,57.92,289,499,"Scrambling",2008
79,79,"John Huston",56,57.91,161,278,"Scrambling",2008
80,80,"Jeff Gove",50,57.89,154,266,"Scrambling",2008
81,81,"Freddie Jacobson",78,57.84,310,536,"Scrambling",2008
82,82,"Ken Duke",116,57.82,425,735,"Scrambling",2008
83,83,"Jerry Kelly",89,57.76,320,554,"Scrambling",2008
83,83,"Scott Verplank",82,57.76,294,509,"Scrambling",2008
85,85,"Andres Romero",69,57.75,287,497,"Scrambling",2008
85,85,"Nicholas Thompson",113,57.75,410,710,"Scrambling",2008
87,87,"Frank Lickliter II",107,57.64,400,694,"Scrambling",2008
88,88,"Chad Collins",72,57.63,268,465,"Scrambling",2008
89,89,"Sergio Garcia",72,57.59,239,415,"Scrambling",2008
90,90,"Kenny Perry",97,57.57,327,568,"Scrambling",2008
91,91,"Lee Janzen",89,57.52,306,532,"Scrambling",2008
92,92,"Vaughn Taylor",103,57.5,368,640,"Scrambling",2008
93,93,"Charley Hoffman",94,57.42,321,559,"Scrambling",2008
94,94,"Jason Day",81,57.26,288,503,"Scrambling",2008
95,95,"KJ Choi",74,57.24,249,435,"Scrambling",2008
95,95,"Daniel Chopra",84,57.24,344,601,"Scrambling",2008
97,97,"Brett Quigley",80,57.23,285,498,"Scrambling",2008
97,97,"Dean Wilson",109,57.23,372,650,"Scrambling",2008
100,100,"Brandt Snedeker",85,57.22,317,554,"Scrambling",2008
101,101,"Tom Lehman",51,57.19,191,334,"Scrambling",2008
101,101,"Nick Watney",96,57.19,314,549,"Scrambling",2008
103,103,"Zach Johnson",85,57.14,280,490,"Scrambling",2008
103,103,"Johnson Wagner",83,57.14,316,553,"Scrambling",2008
105,105,"Kent Jones",68,57.1,193,338,"Scrambling",2008
106,106,"Boo Weekley",86,57.08,274,480,"Scrambling",2008
107,107,"Peter Lonard",92,57.01,317,556,"Scrambling",2008
108,108,"Michael Letzig",88,56.94,316,555,"Scrambling",2008
109,109,"Rocco Mediate",87,56.83,333,586,"Scrambling",2008
110,110,"Michael Allen",91,56.78,310,546,"Scrambling",2008
111,111,"Alejandro Canizares",52,56.71,169,298,"Scrambling",2008
112,112,"Ernie Els",51,56.61,197,348,"Scrambling",2008
113,113,"Olin Browne",77,56.47,262,464,"Scrambling",2008
114,114,"Chris DiMarco",87,56.45,324,574,"Scrambling",2008
115,115,"Lucas Glover",91,56.44,320,567,"Scrambling",2008
116,116,"Charles Howell III",101,56.42,334,592,"Scrambling",2008
117,117,"Martin Laird",98,56.41,308,546,"Scrambling",2008
118,118,"Tag Ridings",88,56.39,322,571,"Scrambling",2008
118,118,"Bo Van Pelt",101,56.39,322,571,"Scrambling",2008
120,120,"Ian Poulter",51,56.34,200,355,"Scrambling",2008
121,121,"Mathias Gronberg",87,56.29,313,556,"Scrambling",2008
122,122,"Rory Sabbatini",77,56.25,261,464,"Scrambling",2008
123,123,"Ted Purdy",68,56.22,208,370,"Scrambling",2008
124,124,"Pat Perez",93,56.2,308,548,"Scrambling",2008
125,125,"Jeff Overton",103,56.18,359,639,"Scrambling",2008
126,126,"Tom Scherrer",56,56.17,173,308,"Scrambling",2008
127,127,"Jason Allred",63,56.14,215,383,"Scrambling",2008
128,128,"Jin Park",85,56.12,289,515,"Scrambling",2008
129,129,"Rod Pampling",83,56.11,294,524,"Scrambling",2008
130,130,"Will Ma Kenzie",62,56.09,221,394,"Scrambling",2008
131,131,"Brad Adamonis",87,56.08,286,510,"Scrambling",2008
132,132,"Tommy Armour III",77,55.91,246,440,"Scrambling",2008
133,133,"Jeff Maggert",86,55.85,291,521,"Scrambling",2008
134,134,"Sean OHair",81,55.79,289,518,"Scrambling",2008
134,134,"Jimmy Walker",73,55.79,241,432,"Scrambling",2008
136,136,"Jason Gore",94,55.73,311,558,"Scrambling",2008
137,137,"YE Yang",89,55.72,297,533,"Scrambling",2008
138,138,"Ryan Palmer",69,55.7,210,377,"Scrambling",2008
139,139,"DJ Trahan",94,55.69,318,571,"Scrambling",2008
140,140,"Alex Cejka",75,55.68,255,458,"Scrambling",2008
141,141,"Steve Lowery",74,55.64,301,541,"Scrambling",2008
142,142,"Stewart Cink",87,55.6,268,482,"Scrambling",2008
143,143,"JJ Henry",108,55.59,333,599,"Scrambling",2008
144,144,"Marco Dawson",64,55.58,219,394,"Scrambling",2008
145,145,"Kenneth Ferrie",72,55.56,225,405,"Scrambling",2008
145,145,"Davis Love III",78,55.56,275,495,"Scrambling",2008
147,147,"Woody Austin",109,55.48,334,602,"Scrambling",2008
148,148,"Bill Haas",99,55.31,302,546,"Scrambling",2008
149,149,"Robert Allenby",108,55.26,315,570,"Scrambling",2008
150,150,"Bob Sowards",61,55.25,200,362,"Scrambling",2008
151,151,"Brett Rumford",72,55.2,260,471,"Scrambling",2008
152,152,"JB Holmes",86,55.03,312,567,"Scrambling",2008
153,153,"Carlos Franco",73,55,220,400,"Scrambling",2008
154,154,"Jon Mills",95,54.75,294,537,"Scrambling",2008
155,155,"James Driscoll",85,54.73,272,497,"Scrambling",2008
156,156,"John Senden",93,54.69,280,512,"Scrambling",2008
156,156,"Bubba Watson",97,54.69,303,554,"Scrambling",2008
158,158,"Chad Campbell",94,54.68,292,534,"Scrambling",2008
159,159,"Jay Williamson",96,54.65,288,527,"Scrambling",2008
160,160,"John Merrick",98,54.49,285,523,"Scrambling",2008
161,161,"Mark Calcavecchia",67,54.37,230,423,"Scrambling",2008
162,162,"Robert Gamez",79,54.35,256,471,"Scrambling",2008
163,163,"Billy Andrade",71,54.09,238,440,"Scrambling",2008
164,164,"Ron Whittaker",54,54.03,161,298,"Scrambling",2008
165,165,"Chris Stroud",81,54,236,437,"Scrambling",2008
166,166,"Cliff Kresge",84,53.97,272,504,"Scrambling",2008
167,167,"Jim McGovern",75,53.85,231,429,"Scrambling",2008
168,168,"Todd Hamilton",92,53.83,330,613,"Scrambling",2008
169,169,"Rich Beem",90,53.78,292,543,"Scrambling",2008
170,170,"Hunter Mahan",87,53.55,249,465,"Scrambling",2008
171,171,"Camilo Villegas",79,53.52,266,497,"Scrambling",2008
172,172,"Brandt Jobe",52,53.5,168,314,"Scrambling",2008
173,173,"Troy Matteson",94,53.44,295,552,"Scrambling",2008
173,173,"Adam Scott",51,53.44,171,320,"Scrambling",2008
175,175,"Steve Allan",58,53.31,161,302,"Scrambling",2008
175,175,"Harrison Frazar",73,53.31,185,347,"Scrambling",2008
177,177,"Cody Freeman",66,53.24,230,432,"Scrambling",2008
178,178,"Paul Claxton",63,53.2,191,359,"Scrambling",2008
179,179,"Nick Flanagan",89,53.18,293,551,"Scrambling",2008
180,180,"Angel Cabrera",55,53.06,182,343,"Scrambling",2008
181,181,"Trevor Immelman",70,52.88,239,452,"Scrambling",2008
182,182,"Justin Bolli",87,52.83,252,477,"Scrambling",2008
183,183,"Kyle Thompson",70,52.66,228,433,"Scrambling",2008
184,184,"David Lutterus",59,52.65,189,359,"Scrambling",2008
185,185,"Mark Hensby",71,52.29,240,459,"Scrambling",2008
186,186,"Kevin Stadler",90,52.23,269,515,"Scrambling",2008
187,187,"David Toms",70,52.11,222,426,"Scrambling",2008
188,188,"Paul Casey",55,52.02,167,321,"Scrambling",2008
189,189,"Joe Durant",92,51.95,227,437,"Scrambling",2008
190,190,"Robert Garrigus",90,51.74,268,518,"Scrambling",2008
191,191,"George McNeill",97,51.72,285,551,"Scrambling",2008
192,192,"Dustin Johnson",92,51.58,310,601,"Scrambling",2008
193,193,"Travis Perkins",53,50.15,164,327,"Scrambling",2008
194,194,"Ryan Armour",87,49.61,255,514,"Scrambling",2008
195,195,"David Duval",51,49.1,190,387,"Scrambling",2008
196,196,"Charles Warren",79,48.41,228,471,"Scrambling",2008
197,197,"Tommy Gainey",60,46.1,142,308,"Scrambling",2008
