"TenthTeeLatePar5ScoringAverage_RANKTHISWEEK_2010","TenthTeeLatePar5ScoringAverage_RANKLASTWEEK_2010","TenthTeeLatePar5ScoringAverage_PLAYERNAME_2010","TenthTeeLatePar5ScoringAverage_ROUNDS_2010","TenthTeeLatePar5ScoringAverage_AVG_2010","TenthTeeLatePar5ScoringAverage_TOTALSTROKES_2010","TenthTeeLatePar5ScoringAverage_TOTALHOLES_2010","stat_name","year"
31,31,"Will Ma Kenzie",72,4.59,170,37,"TenthTeeLatePar5ScoringAverage",2010
31,31,"Rocco Mediate",71,4.59,133,29,"TenthTeeLatePar5ScoringAverage",2010
31,31,"Jay Williamson",76,4.59,156,34,"TenthTeeLatePar5ScoringAverage",2010
37,37,"Kevin Na",94,4.6,216,47,"TenthTeeLatePar5ScoringAverage",2010
38,38,"Richard Johnson",90,4.61,286,62,"TenthTeeLatePar5ScoringAverage",2010
38,38,"Marc Leishman",87,4.61,106,23,"TenthTeeLatePar5ScoringAverage",2010
38,38,"Brandt Snedeker",89,4.61,203,44,"TenthTeeLatePar5ScoringAverage",2010
41,41,"Briny Baird",87,4.62,231,50,"TenthTeeLatePar5ScoringAverage",2010
41,41,"Ben Crane",85,4.62,194,42,"TenthTeeLatePar5ScoringAverage",2010
41,41,"Ernie Els",72,4.62,60,13,"TenthTeeLatePar5ScoringAverage",2010
41,41,"Matt Every",60,4.62,217,47,"TenthTeeLatePar5ScoringAverage",2010
41,41,"JJ Henry",92,4.62,314,68,"TenthTeeLatePar5ScoringAverage",2010
41,41,"Charley Hoffman",85,4.62,194,42,"TenthTeeLatePar5ScoringAverage",2010
41,41,"James Nitties",92,4.62,282,61,"TenthTeeLatePar5ScoringAverage",2010
41,41,"Nicholas Thompson",88,4.62,245,53,"TenthTeeLatePar5ScoringAverage",2010
49,49,"Michael Bradley",77,4.63,190,41,"TenthTeeLatePar5ScoringAverage",2010
49,49,"Daniel Chopra",74,4.63,222,48,"TenthTeeLatePar5ScoringAverage",2010
49,49,"Joe Durant",67,4.63,222,48,"TenthTeeLatePar5ScoringAverage",2010
49,49,"Geoff Ogilvy",62,4.63,111,24,"TenthTeeLatePar5ScoringAverage",2010
49,49,"John Senden",103,4.63,338,73,"TenthTeeLatePar5ScoringAverage",2010
49,49,"Steve Stricker",73,4.63,37,8,"TenthTeeLatePar5ScoringAverage",2010
55,55,"Jason Bohn",84,4.64,209,45,"TenthTeeLatePar5ScoringAverage",2010
55,55,"Mark Calcavecchia",50,4.64,218,47,"TenthTeeLatePar5ScoringAverage",2010
55,55,"Steve Elkington",74,4.64,204,44,"TenthTeeLatePar5ScoringAverage",2010
55,55,"Nathan Green",86,4.64,232,50,"TenthTeeLatePar5ScoringAverage",2010
55,55,"Phil Mickelson",76,4.64,51,11,"TenthTeeLatePar5ScoringAverage",2010
55,55,"Ian Poulter",55,4.64,51,11,"TenthTeeLatePar5ScoringAverage",2010
55,55,"Webb Simpson",98,4.64,195,42,"TenthTeeLatePar5ScoringAverage",2010
55,55,"Johnson Wagner",85,4.64,269,58,"TenthTeeLatePar5ScoringAverage",2010
55,55,"Charles Warren",64,4.64,153,33,"TenthTeeLatePar5ScoringAverage",2010
64,64,"Kris Blanks",91,4.65,363,78,"TenthTeeLatePar5ScoringAverage",2010
64,64,"Rickie Fowler",98,4.65,158,34,"TenthTeeLatePar5ScoringAverage",2010
64,64,"Matt Kuchar",97,4.65,144,31,"TenthTeeLatePar5ScoringAverage",2010
64,64,"Billy Mayfair",78,4.65,358,77,"TenthTeeLatePar5ScoringAverage",2010
64,64,"Kevin Stadler",86,4.65,330,71,"TenthTeeLatePar5ScoringAverage",2010
69,69,"Bob Estes",79,4.66,219,47,"TenthTeeLatePar5ScoringAverage",2010
69,69,"DA Points",90,4.66,205,44,"TenthTeeLatePar5ScoringAverage",2010
69,69,"Brett Quigley",96,4.66,205,44,"TenthTeeLatePar5ScoringAverage",2010
72,72,"Ricky Barnes",103,4.67,341,73,"TenthTeeLatePar5ScoringAverage",2010
72,72,"Paul Casey",64,4.67,98,21,"TenthTeeLatePar5ScoringAverage",2010
72,72,"Steve Flesch",78,4.67,243,52,"TenthTeeLatePar5ScoringAverage",2010
72,72,"Paul Goydos",78,4.67,224,48,"TenthTeeLatePar5ScoringAverage",2010
72,72,"Tim Herron",79,4.67,280,60,"TenthTeeLatePar5ScoringAverage",2010
72,72,"David Lutterus",69,4.67,243,52,"TenthTeeLatePar5ScoringAverage",2010
72,72,"John Merrick",109,4.67,280,60,"TenthTeeLatePar5ScoringAverage",2010
72,72,"Andres Romero",73,4.67,154,33,"TenthTeeLatePar5ScoringAverage",2010
72,72,"Paul Stankowski",62,4.67,126,27,"TenthTeeLatePar5ScoringAverage",2010
72,72,"Chris Stroud",90,4.67,238,51,"TenthTeeLatePar5ScoringAverage",2010
72,72,"Dean Wilson",54,4.67,84,18,"TenthTeeLatePar5ScoringAverage",2010
83,83,"Woody Austin",93,4.68,234,50,"TenthTeeLatePar5ScoringAverage",2010
83,83,"Ben Curtis",78,4.68,234,50,"TenthTeeLatePar5ScoringAverage",2010
83,83,"Luke Donald",71,4.68,145,31,"TenthTeeLatePar5ScoringAverage",2010
83,83,"James Driscoll",78,4.68,234,50,"TenthTeeLatePar5ScoringAverage",2010
83,83,"Davis Love III",79,4.68,145,31,"TenthTeeLatePar5ScoringAverage",2010
83,83,"Troy Merritt",86,4.68,206,44,"TenthTeeLatePar5ScoringAverage",2010
83,83,"Bryce Molder",84,4.68,248,53,"TenthTeeLatePar5ScoringAverage",2010
83,83,"Cameron Tringale",55,4.68,187,40,"TenthTeeLatePar5ScoringAverage",2010
83,83,"YE Yang",72,4.68,187,40,"TenthTeeLatePar5ScoringAverage",2010
92,92,"Jason Dufner",87,4.69,211,45,"TenthTeeLatePar5ScoringAverage",2010
92,92,"Lee Janzen",77,4.69,253,54,"TenthTeeLatePar5ScoringAverage",2010
92,92,"Zach Johnson",93,4.69,150,32,"TenthTeeLatePar5ScoringAverage",2010
92,92,"Matt Jones",89,4.69,286,61,"TenthTeeLatePar5ScoringAverage",2010
92,92,"Justin Leonard",89,4.69,197,42,"TenthTeeLatePar5ScoringAverage",2010
92,92,"Steve Lowery",67,4.69,169,36,"TenthTeeLatePar5ScoringAverage",2010
92,92,"Rory Sabbatini",79,4.69,183,39,"TenthTeeLatePar5ScoringAverage",2010
92,92,"Josh Teater",101,4.69,361,77,"TenthTeeLatePar5ScoringAverage",2010
92,92,"DJ Trahan",92,4.69,319,68,"TenthTeeLatePar5ScoringAverage",2010
101,101,"Retief Goosen",75,4.7,94,20,"TenthTeeLatePar5ScoringAverage",2010
101,101,"Ryuji Imada",90,4.7,315,67,"TenthTeeLatePar5ScoringAverage",2010
101,101,"Jerry Kelly",99,4.7,235,50,"TenthTeeLatePar5ScoringAverage",2010
101,101,"Ryan Palmer",84,4.7,249,53,"TenthTeeLatePar5ScoringAverage",2010
101,101,"Rod Pampling",77,4.7,202,43,"TenthTeeLatePar5ScoringAverage",2010
101,101,"Adam Scott",70,4.7,141,30,"TenthTeeLatePar5ScoringAverage",2010
101,101,"Kevin Streelman",90,4.7,282,60,"TenthTeeLatePar5ScoringAverage",2010
101,101,"Brett Wetterich",54,4.7,207,44,"TenthTeeLatePar5ScoringAverage",2010
109,109,"Mathew Goggin",85,4.71,259,55,"TenthTeeLatePar5ScoringAverage",2010
109,109,"Greg Kraft",52,4.71,212,45,"TenthTeeLatePar5ScoringAverage",2010
109,109,"Scott McCarron",90,4.71,306,65,"TenthTeeLatePar5ScoringAverage",2010
109,109,"Camilo Villegas",78,4.71,99,21,"TenthTeeLatePar5ScoringAverage",2010
109,109,"Chris Wilson",65,4.71,320,68,"TenthTeeLatePar5ScoringAverage",2010
114,114,"KJ Choi",82,4.72,170,36,"TenthTeeLatePar5ScoringAverage",2010
114,114,"Mathias Gronberg",61,4.72,137,29,"TenthTeeLatePar5ScoringAverage",2010
114,114,"Michael Letzig",84,4.72,269,57,"TenthTeeLatePar5ScoringAverage",2010
114,114,"Joe Ogilvie",99,4.72,274,58,"TenthTeeLatePar5ScoringAverage",2010
114,114,"John Rollins",81,4.72,217,46,"TenthTeeLatePar5ScoringAverage",2010
114,114,"Jimmy Walker",82,4.72,288,61,"TenthTeeLatePar5ScoringAverage",2010
120,120,"Ryan Moore",80,4.73,156,33,"TenthTeeLatePar5ScoringAverage",2010
120,120,"Vaughn Taylor",87,4.73,336,71,"TenthTeeLatePar5ScoringAverage",2010
122,122,"Henrik Bjornstad",72,4.74,166,35,"TenthTeeLatePar5ScoringAverage",2010
122,122,"Alex Cejka",81,4.74,218,46,"TenthTeeLatePar5ScoringAverage",2010
122,122,"David Duval",71,4.74,128,27,"TenthTeeLatePar5ScoringAverage",2010
122,122,"Jeff Maggert",76,4.74,166,35,"TenthTeeLatePar5ScoringAverage",2010
122,122,"John Mallinger",78,4.74,270,57,"TenthTeeLatePar5ScoringAverage",2010
122,122,"Cameron Percy",73,4.74,251,53,"TenthTeeLatePar5ScoringAverage",2010
122,122,"Garrett Willis",82,4.74,204,43,"TenthTeeLatePar5ScoringAverage",2010
129,129,"Stuart Appleby",101,4.75,285,60,"TenthTeeLatePar5ScoringAverage",2010
129,129,"Jim Furyk",76,4.75,19,4,"TenthTeeLatePar5ScoringAverage",2010
129,129,"Chris Riley",73,4.75,171,36,"TenthTeeLatePar5ScoringAverage",2010
132,132,"Michael Connell",89,4.76,238,50,"TenthTeeLatePar5ScoringAverage",2010
132,132,"Brian Davis",101,4.76,238,50,"TenthTeeLatePar5ScoringAverage",2010
132,132,"Derek Lamely",81,4.76,243,51,"TenthTeeLatePar5ScoringAverage",2010
132,132,"Brenden Pappas",66,4.76,276,58,"TenthTeeLatePar5ScoringAverage",2010
132,132,"Aron Price",70,4.76,195,41,"TenthTeeLatePar5ScoringAverage",2010
132,132,"Omar Uresti",74,4.76,314,66,"TenthTeeLatePar5ScoringAverage",2010
132,132,"Mark Wilson",87,4.76,219,46,"TenthTeeLatePar5ScoringAverage",2010
139,139,"Blake Adams",84,4.77,267,56,"TenthTeeLatePar5ScoringAverage",2010
139,139,"Greg Chalmers",93,4.77,224,47,"TenthTeeLatePar5ScoringAverage",2010
139,139,"Brian Gay",101,4.77,291,61,"TenthTeeLatePar5ScoringAverage",2010
139,139,"Garth Mulroy",53,4.77,148,31,"TenthTeeLatePar5ScoringAverage",2010
139,139,"Pat Perez",90,4.77,224,47,"TenthTeeLatePar5ScoringAverage",2010
139,139,"Jeev Milkha Singh",59,4.77,124,26,"TenthTeeLatePar5ScoringAverage",2010
145,145,"Cameron Beckman",68,4.78,239,50,"TenthTeeLatePar5ScoringAverage",2010
145,145,"Justin Bolli",55,4.78,277,58,"TenthTeeLatePar5ScoringAverage",2010
145,145,"Chad Campbell",95,4.78,220,46,"TenthTeeLatePar5ScoringAverage",2010
145,145,"Trevor Immelman",55,4.78,129,27,"TenthTeeLatePar5ScoringAverage",2010
145,145,"Greg Owen",69,4.78,258,54,"TenthTeeLatePar5ScoringAverage",2010
145,145,"Heath Slocum",97,4.78,177,37,"TenthTeeLatePar5ScoringAverage",2010
145,145,"Roland Thatcher",72,4.78,311,65,"TenthTeeLatePar5ScoringAverage",2010
152,152,"Rory McIlroy",54,4.79,134,28,"TenthTeeLatePar5ScoringAverage",2010
152,152,"Jeff Overton",89,4.79,206,43,"TenthTeeLatePar5ScoringAverage",2010
152,152,"Jeff Quinney",91,4.79,278,58,"TenthTeeLatePar5ScoringAverage",2010
152,152,"Boo Weekley",88,4.79,268,56,"TenthTeeLatePar5ScoringAverage",2010
156,156,"Shaun Micheel",70,4.8,197,41,"TenthTeeLatePar5ScoringAverage",2010
156,156,"Tom Pernice Jr",74,4.8,240,50,"TenthTeeLatePar5ScoringAverage",2010
156,156,"Mike Weir",59,4.8,120,25,"TenthTeeLatePar5ScoringAverage",2010
159,159,"Graham DeLaet",88,4.81,226,47,"TenthTeeLatePar5ScoringAverage",2010
159,159,"Chris DiMarco",88,4.81,298,62,"TenthTeeLatePar5ScoringAverage",2010
159,159,"Andrew McLardy",52,4.81,255,53,"TenthTeeLatePar5ScoringAverage",2010
159,159,"Jerod Turner",54,4.81,207,43,"TenthTeeLatePar5ScoringAverage",2010
159,159,"Scott Verplank",74,4.81,202,42,"TenthTeeLatePar5ScoringAverage",2010
164,164,"Stephen Ames",75,4.82,183,38,"TenthTeeLatePar5ScoringAverage",2010
164,164,"Martin Flores",75,4.82,270,56,"TenthTeeLatePar5ScoringAverage",2010
164,164,"Bill Lunde",79,4.82,241,50,"TenthTeeLatePar5ScoringAverage",2010
164,164,"Chris Tidland",77,4.82,188,39,"TenthTeeLatePar5ScoringAverage",2010
168,168,"Lucas Glover",75,4.83,145,30,"TenthTeeLatePar5ScoringAverage",2010
168,168,"Troy Matteson",84,4.83,251,52,"TenthTeeLatePar5ScoringAverage",2010
168,168,"Ted Purdy",86,4.83,256,53,"TenthTeeLatePar5ScoringAverage",2010
168,168,"Kevin Sutherland",86,4.83,198,41,"TenthTeeLatePar5ScoringAverage",2010
172,172,"Jonathan Byrd",85,4.84,295,61,"TenthTeeLatePar5ScoringAverage",2010
173,173,"Rich Barcelo",70,4.85,330,68,"TenthTeeLatePar5ScoringAverage",2010
173,173,"Dustin Johnson",83,4.85,126,26,"TenthTeeLatePar5ScoringAverage",2010
173,173,"Carl Pettersson",99,4.85,325,67,"TenthTeeLatePar5ScoringAverage",2010
173,173,"David Toms",86,4.85,189,39,"TenthTeeLatePar5ScoringAverage",2010
177,177,"Angel Cabrera",64,4.86,102,21,"TenthTeeLatePar5ScoringAverage",2010
177,177,"Michael Sim",64,4.86,248,51,"TenthTeeLatePar5ScoringAverage",2010
179,179,"Freddie Jacobson",83,4.88,239,49,"TenthTeeLatePar5ScoringAverage",2010
179,179,"Sean OHair",84,4.88,210,43,"TenthTeeLatePar5ScoringAverage",2010
179,179,"Vance Veazey",58,4.88,127,26,"TenthTeeLatePar5ScoringAverage",2010
182,182,"Brian Stuard",81,4.9,245,50,"TenthTeeLatePar5ScoringAverage",2010
183,183,"Roger Tambellini",77,4.91,363,74,"TenthTeeLatePar5ScoringAverage",2010
184,184,"Skip Kendall",58,4.92,182,37,"TenthTeeLatePar5ScoringAverage",2010
184,184,"Steve Marino",81,4.92,177,36,"TenthTeeLatePar5ScoringAverage",2010
186,186,"Brent Delahoussaye",57,4.93,202,41,"TenthTeeLatePar5ScoringAverage",2010
186,186,"Brad Faxon",58,4.93,202,41,"TenthTeeLatePar5ScoringAverage",2010
186,186,"Kevin Johnson",62,4.93,271,55,"TenthTeeLatePar5ScoringAverage",2010
189,189,"Jeff Gove",57,4.95,198,40,"TenthTeeLatePar5ScoringAverage",2010
189,189,"Cliff Kresge",50,4.95,183,37,"TenthTeeLatePar5ScoringAverage",2010
191,191,"Craig Bowden",56,4.97,169,34,"TenthTeeLatePar5ScoringAverage",2010
192,192,"Steve Wheatcroft",74,5.03,186,37,"TenthTeeLatePar5ScoringAverage",2010
